,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MEMPHIS_ACTION,LA LAKERS_SCORE,MEMPHIS_SCORE
119,2,11:24.0,Personal foul by J. Ennis (drawn by J. Clarkson),,27,37
120,2,11:13.0,J. Clarkson misses 2-pt layup from 7 ft,,27,37
121,2,11:10.0,,Defensive rebound by J. Ennis,27,37
122,2,11:08.0,Offensive charge foul by J. Martin (drawn by A. Caruso),,27,37
123,2,11:08.0,,Turnover by J. Martin (offensive foul),27,37
124,2,10:50.0,J. Clarkson makes 2-pt layup at rim,,29,37
125,2,10:35.0,,D. Davis misses 2-pt layup from 4 ft (block by L. Nance),29,37
126,2,10:33.0,Defensive rebound by J. Clarkson,,29,37
127,2,10:29.0,Turnover by C. Brewer (bad pass; steal by T. Evans),,29,37
128,2,10:25.0,,Shooting foul by A. Caruso (drawn by J. Martin),29,37
129,2,10:25.0,,J. Martin makes free throw 1 of 2,29,38
130,2,10:25.0,,J. Martin makes free throw 2 of 2,29,39
131,2,10:15.0,Personal foul by M. Chalmers (drawn by A. Caruso),,29,39
132,2,10:07.0,J. Clarkson misses 2-pt jump shot from 14 ft,,29,39
133,2,10:06.0,Offensive rebound by C. Brewer,,29,39
134,2,10:06.0,Shooting foul by T. Evans (drawn by C. Brewer),,29,39
135,2,10:06.0,C. Brewer misses free throw 1 of 2,,29,39
136,2,10:06.0,Offensive rebound by Team,,29,39
137,2,10:06.0,,A. Harrison enters the game for M. Chalmers,29,39
138,2,10:06.0,C. Brewer makes free throw 2 of 2,,30,39
139,2,9:47.0,,T. Evans misses 2-pt layup from 2 ft,30,39
140,2,9:43.0,,Offensive rebound by D. Davis,30,39
141,2,9:43.0,,D. Davis makes 2-pt layup at rim,30,41
142,2,9:38.0,K. Kuzma misses 2-pt layup at rim,,30,41
143,2,9:35.0,,Defensive rebound by D. Davis,30,41
144,2,9:21.0,,D. Davis makes 2-pt layup at rim (assist by T. Evans),30,43
145,2,9:21.0,LA Lakers full timeout,,30,43
146,2,9:04.0,L. Nance makes 2-pt layup at rim (assist by C. Brewer),,32,43
147,2,8:51.0,,D. Davis makes 2-pt dunk at rim (assist by T. Evans),32,45
148,2,8:38.0,J. Clarkson misses 2-pt jump shot from 14 ft,,32,45
149,2,8:35.0,Offensive rebound by L. Nance,,32,45
150,2,8:35.0,L. Nance makes 2-pt layup at rim,,34,45
151,2,8:26.0,,T. Evans misses 3-pt jump shot from 24 ft,34,45
152,2,8:23.0,Defensive rebound by K. Kuzma,,34,45
153,2,8:19.0,C. Brewer misses 2-pt layup from 1 ft,,34,45
154,2,8:16.0,,Defensive rebound by J. Martin,34,45
155,2,8:12.0,,Turnover by T. Evans (lost ball; steal by C. Brewer),34,45
156,2,8:08.0,A. Caruso makes 2-pt layup from 1 ft (assist by J. Clarkson),,36,45
157,2,8:07.0,,Memphis full timeout,36,45
158,2,8:07.0,,J. Green enters the game for J. Martin,36,45
159,2,7:54.0,,A. Harrison misses 2-pt layup at rim,36,45
160,2,7:52.0,Defensive rebound by L. Nance,,36,45
161,2,7:48.0,C. Brewer misses 3-pt jump shot from 22 ft,,36,45
162,2,7:43.0,,Defensive rebound by J. Ennis,36,45
163,2,7:30.0,,Turnover by A. Harrison (bad pass; steal by K. Kuzma),36,45
164,2,7:11.0,J. Clarkson makes 2-pt jump shot from 22 ft,,38,45
165,2,6:47.0,,J. Green misses 3-pt jump shot from 24 ft,38,45
166,2,6:44.0,Defensive rebound by K. Kuzma,,38,45
167,2,6:40.0,J. Clarkson misses 3-pt jump shot from 25 ft,,38,45
168,2,6:36.0,,Defensive rebound by T. Evans,38,45
169,2,6:29.0,,J. Green misses 2-pt layup at rim,38,45
170,2,6:26.0,,Offensive rebound by J. Green,38,45
171,2,6:26.0,,J. Green makes 2-pt layup at rim,38,47
172,2,6:06.0,J. Clarkson misses 2-pt layup from 2 ft (block by D. Davis),,38,47
173,2,6:05.0,Offensive rebound by Team,,38,47
174,2,6:05.0,,M. Gasol enters the game for J. Ennis,38,47
175,2,6:05.0,,D. Brooks enters the game for D. Davis,38,47
176,2,6:05.0,J. Hart enters the game for C. Brewer,,38,47
177,2,6:05.0,J. Randle enters the game for L. Nance,,38,47
178,2,6:02.0,K. Kuzma misses 3-pt jump shot from 24 ft,,38,47
179,2,5:58.0,,Defensive rebound by A. Harrison,38,47
180,2,5:51.0,,Turnover by T. Evans (bad pass),38,47
181,2,5:36.0,J. Clarkson misses 2-pt jump shot from 11 ft,,38,47
182,2,5:32.0,,Defensive rebound by D. Brooks,38,47
183,2,5:21.0,,J. Green makes 2-pt layup at rim (assist by T. Evans),38,49
184,2,5:04.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,41,49
185,2,4:48.0,,Personal foul by A. Caruso (drawn by A. Harrison),41,49
186,2,4:48.0,,M. Chalmers enters the game for T. Evans,41,49
187,2,4:48.0,K. Caldwell-Pope enters the game for A. Caruso,,41,49
188,2,4:48.0,T. Ennis enters the game for J. Clarkson,,41,49
189,2,4:39.0,,Shooting foul by J. Hart (drawn by D. Brooks),41,49
190,2,4:39.0,,D. Brooks misses free throw 1 of 2,41,49
191,2,4:39.0,,Offensive rebound by Team,41,49
192,2,4:39.0,,D. Brooks makes free throw 2 of 2,41,50
193,2,4:33.0,Personal foul by D. Brooks (drawn by K. Caldwell-Pope),,41,50
194,2,4:25.0,T. Ennis misses 2-pt jump shot from 13 ft,,41,50
195,2,4:23.0,,Defensive rebound by M. Gasol,41,50
196,2,4:11.0,,D. Brooks misses 2-pt jump shot from 6 ft,41,50
197,2,4:09.0,Defensive rebound by K. Caldwell-Pope,,41,50
198,2,4:06.0,,Offensive charge foul by K. Kuzma (drawn by M. Gasol),41,50
199,2,4:06.0,Turnover by K. Kuzma (offensive foul),,41,50
200,2,4:06.0,,J. Ennis enters the game for A. Harrison,41,50
201,2,4:06.0,,W. Selden enters the game for D. Brooks,41,50
202,2,3:47.0,,Shooting foul by K. Kuzma (drawn by J. Green),41,50
203,2,3:47.0,,J. Green misses free throw 1 of 2,41,50
204,2,3:47.0,,Offensive rebound by Team,41,50
205,2,3:47.0,B. Lopez enters the game for K. Kuzma,,41,50
206,2,3:47.0,,J. Green makes free throw 2 of 2,41,51
207,2,3:32.0,Turnover by K. Caldwell-Pope (lost ball; steal by J. Ennis),,41,51
208,2,3:28.0,,J. Ennis makes 2-pt dunk from 1 ft,41,53
209,2,3:15.0,Turnover by B. Lopez (lost ball; steal by M. Chalmers),,41,53
210,2,3:11.0,Technical foul by B. Lopez,,41,53
211,2,3:11.0,,W. Selden misses flagrant free throw 1 of 2,41,53
212,2,3:11.0,,Offensive rebound by Team,41,53
213,2,3:11.0,,W. Selden makes flagrant free throw 2 of 2,41,54
214,2,2:53.0,,M. Gasol misses 2-pt layup at rim,41,54
215,2,2:53.0,Defensive rebound by Team,,41,54
216,2,2:46.0,Shooting foul by M. Gasol (drawn by B. Lopez),,41,54
217,2,2:46.0,B. Lopez makes free throw 1 of 2,,42,54
218,2,2:46.0,,D. Brooks enters the game for J. Ennis,42,54
219,2,2:46.0,B. Lopez misses free throw 2 of 2,,42,54
220,2,2:43.0,,Defensive rebound by J. Green,42,54
221,2,2:35.0,,M. Chalmers misses 2-pt layup at rim (block by T. Ennis),42,54
222,2,2:33.0,Defensive rebound by T. Ennis,,42,54
223,2,2:22.0,J. Randle misses 2-pt hook shot from 5 ft,,42,54
224,2,2:19.0,,Defensive rebound by M. Chalmers,42,54
225,2,2:06.0,,W. Selden misses 2-pt jump shot from 9 ft (block by J. Hart),42,54
226,2,2:02.0,Defensive rebound by K. Caldwell-Pope,,42,54
227,2,2:01.0,Turnover by K. Caldwell-Pope (bad pass),,42,54
228,2,2:01.0,,T. Evans enters the game for W. Selden,42,54
229,2,1:40.0,,M. Gasol makes 2-pt jump shot from 7 ft,42,56
230,2,1:26.0,J. Randle makes 2-pt hook shot from 5 ft (assist by B. Lopez),,44,56
231,2,1:26.0,Shooting foul by J. Green (drawn by J. Randle),,44,56
232,2,1:26.0,J. Randle makes free throw 1 of 1,,45,56
233,2,1:14.0,,M. Gasol makes 2-pt jump shot from 16 ft (assist by D. Brooks),45,58
234,2,1:00.0,T. Ennis makes 2-pt layup at rim (assist by B. Lopez),,47,58
235,2,0:46.0,,Personal foul by K. Caldwell-Pope (drawn by M. Gasol),47,58
236,2,0:46.0,,M. Gasol makes free throw 1 of 2,47,59
237,2,0:46.0,,J. Martin enters the game for J. Green,47,59
238,2,0:46.0,,M. Gasol makes free throw 2 of 2,47,60
239,2,0:30.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by B. Lopez),,50,60
240,2,0:06.0,,M. Chalmers misses 3-pt jump shot from 25 ft,50,60
241,2,0:02.0,Defensive rebound by J. Randle,,50,60
242,2,0:00.0,J. Randle misses 3-pt jump shot from 43 ft,,50,60
243,2,0:00.0,Offensive rebound by Team,,50,60
244,3,11:47.0,,Turnover by M. Gasol (bad pass; steal by J. Hart),50,60
245,3,11:44.0,Shooting foul by A. Harrison (drawn by J. Hart),,50,60
246,3,11:44.0,J. Hart makes free throw 1 of 2,,51,60
247,3,11:44.0,J. Hart makes free throw 2 of 2,,52,60
248,3,11:24.0,,Turnover by M. Gasol (turnover),52,60
249,3,11:17.0,Personal foul by M. Gasol (drawn by B. Lopez),,52,60
250,3,11:06.0,B. Lopez makes 2-pt jump shot from 10 ft,,54,60
251,3,10:57.0,,J. Green misses 2-pt layup from 1 ft,54,60
252,3,10:54.0,Defensive rebound by B. Lopez,,54,60
253,3,10:52.0,J. Hart makes 2-pt layup at rim (assist by T. Ennis),,56,60
254,3,10:51.0,,Memphis full timeout,56,60
255,3,10:41.0,,J. Green misses 2-pt jump shot from 19 ft,56,60
256,3,10:38.0,Defensive rebound by K. Caldwell-Pope,,56,60
257,3,10:29.0,Personal foul by J. Green (drawn by J. Randle),,56,60
258,3,10:15.0,T. Ennis misses 3-pt jump shot from 25 ft,,56,60
259,3,10:15.0,Offensive rebound by J. Randle,,56,60
260,3,10:15.0,Turnover by Team (shot clock),,56,60
261,3,10:07.0,,D. Brooks makes 3-pt jump shot from 25 ft (assist by A. Harrison),56,63
262,3,9:48.0,B. Lopez misses 3-pt jump shot from 25 ft,,56,63
263,3,9:44.0,,Defensive rebound by M. Gasol,56,63
264,3,9:36.0,,A. Harrison makes 2-pt jump shot from 16 ft,56,65
265,3,9:36.0,LA Lakers full timeout,,56,65
266,3,9:20.0,B. Lopez makes 2-pt jump shot from 11 ft (assist by J. Randle),,58,65
267,3,9:20.0,Shooting foul by T. Evans (drawn by B. Lopez),,58,65
268,3,9:20.0,B. Lopez misses free throw 1 of 1,,58,65
269,3,9:18.0,,Defensive rebound by J. Green,58,65
270,3,9:07.0,,M. Gasol misses 3-pt jump shot from 25 ft,58,65
271,3,9:04.0,,Offensive rebound by T. Evans,58,65
272,3,9:03.0,,T. Evans makes 2-pt layup from 1 ft,58,67
273,3,8:39.0,B. Lopez misses 2-pt hook shot from 6 ft,,58,67
274,3,8:37.0,,Defensive rebound by M. Gasol,58,67
275,3,8:30.0,,A. Harrison misses 3-pt jump shot from 25 ft,58,67
276,3,8:26.0,Defensive rebound by K. Caldwell-Pope,,58,67
277,3,8:22.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,58,67
278,3,8:19.0,,Defensive rebound by M. Gasol,58,67
279,3,8:08.0,,M. Gasol misses 2-pt jump shot from 4 ft,58,67
280,3,8:06.0,Defensive rebound by K. Caldwell-Pope,,58,67
281,3,8:06.0,Personal foul by D. Brooks (drawn by K. Caldwell-Pope),,58,67
282,3,8:06.0,K. Caldwell-Pope makes free throw 1 of 2,,59,67
283,3,8:06.0,K. Caldwell-Pope makes free throw 2 of 2,,60,67
284,3,7:50.0,,T. Evans misses 2-pt layup from 1 ft,60,67
285,3,7:48.0,Defensive rebound by J. Hart,,60,67
286,3,7:42.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by T. Ennis),,63,67
287,3,7:17.0,,M. Gasol misses 2-pt hook shot from 9 ft (block by J. Randle),63,67
288,3,7:14.0,Defensive rebound by T. Ennis,,63,67
289,3,7:12.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,63,67
290,3,7:09.0,Offensive rebound by J. Randle,,63,67
291,3,7:09.0,Shooting foul by J. Green (drawn by J. Randle),,63,67
292,3,7:09.0,J. Randle makes free throw 1 of 2,,64,67
293,3,7:09.0,,J. Martin enters the game for D. Brooks,64,67
294,3,7:09.0,,J. Ennis enters the game for J. Green,64,67
295,3,7:09.0,J. Randle makes free throw 2 of 2,,65,67
296,3,6:49.0,,T. Evans makes 3-pt jump shot from 25 ft,65,70
297,3,6:30.0,Turnover by K. Caldwell-Pope (lost ball; steal by J. Ennis),,65,70
298,3,6:24.0,,A. Harrison makes 2-pt layup from 1 ft,65,72
299,3,6:24.0,,Shooting foul by T. Ennis (drawn by A. Harrison),65,72
300,3,6:24.0,,A. Harrison makes free throw 1 of 1,65,73
301,3,6:13.0,Personal foul by A. Harrison (drawn by J. Hart),,65,73
302,3,6:13.0,J. Hart makes free throw 1 of 2,,66,73
303,3,6:13.0,A. Caruso enters the game for T. Ennis,,66,73
304,3,6:13.0,J. Hart makes free throw 2 of 2,,67,73
305,3,5:58.0,,Shooting foul by J. Randle (drawn by J. Ennis),67,73
306,3,5:58.0,,J. Ennis makes free throw 1 of 2,67,74
307,3,5:58.0,,J. Ennis makes free throw 2 of 2,67,75
308,3,5:42.0,J. Hart misses 3-pt jump shot from 25 ft,,67,75
309,3,5:39.0,,Defensive rebound by T. Evans,67,75
310,3,5:36.0,,J. Ennis makes 2-pt layup from 1 ft (assist by T. Evans),67,77
311,3,5:15.0,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,,67,77
312,3,5:12.0,,Defensive rebound by T. Evans,67,77
313,3,5:09.0,,J. Martin makes 2-pt layup at rim (assist by T. Evans),67,79
314,3,4:50.0,A. Caruso misses 3-pt jump shot from 23 ft,,67,79
315,3,4:47.0,,Defensive rebound by M. Gasol,67,79
316,3,4:36.0,,A. Harrison misses 2-pt jump shot from 12 ft,67,79
317,3,4:33.0,Defensive rebound by J. Randle,,67,79
318,3,4:27.0,Turnover by J. Randle (out of bounds lost ball),,67,79
319,3,4:27.0,,M. Chalmers enters the game for A. Harrison,67,79
320,3,4:27.0,K. Kuzma enters the game for J. Hart,,67,79
321,3,4:27.0,L. Nance enters the game for B. Lopez,,67,79
322,3,4:27.0,J. Clarkson enters the game for J. Randle,,67,79
323,3,4:11.0,,J. Ennis makes 3-pt jump shot from 25 ft (assist by M. Gasol),67,82
324,3,3:48.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,67,82
325,3,3:45.0,,Defensive rebound by M. Gasol,67,82
326,3,3:43.0,,W. Selden enters the game for T. Evans,67,82
327,3,3:42.0,,Turnover by J. Ennis (bad pass; steal by K. Caldwell-Pope),67,82
328,3,3:36.0,A. Caruso makes 2-pt layup at rim (assist by K. Caldwell-Pope),,69,82
329,3,3:17.0,,J. Martin makes 2-pt jump shot from 20 ft,69,84
330,3,3:01.0,Personal foul by J. Ennis (drawn by J. Clarkson),,69,84
331,3,3:01.0,J. Clarkson makes free throw 1 of 2,,70,84
332,3,3:01.0,C. Brewer enters the game for K. Caldwell-Pope,,70,84
333,3,3:01.0,J. Clarkson makes free throw 2 of 2,,71,84
334,3,2:44.0,,Shooting foul by L. Nance (drawn by J. Ennis),71,84
335,3,2:44.0,,J. Ennis makes free throw 1 of 2,71,85
336,3,2:44.0,,D. Davis enters the game for M. Gasol,71,85
337,3,2:44.0,,J. Ennis makes free throw 2 of 2,71,86
338,3,2:32.0,J. Clarkson misses 2-pt jump shot from 12 ft,,71,86
339,3,2:29.0,,Defensive rebound by W. Selden,71,86
340,3,2:23.0,,J. Ennis misses 3-pt jump shot from 24 ft,71,86
341,3,2:19.0,Defensive rebound by K. Kuzma,,71,86
342,3,2:19.0,Turnover by K. Kuzma (bad pass),,71,86
343,3,2:04.0,,W. Selden makes 2-pt jump shot from 10 ft,71,88
344,3,2:04.0,,Shooting foul by C. Brewer (drawn by W. Selden),71,88
345,3,2:04.0,,W. Selden makes free throw 1 of 1,71,89
346,3,1:54.0,Shooting foul by J. Martin (drawn by J. Clarkson),,71,89
347,3,1:54.0,J. Clarkson makes free throw 1 of 2,,72,89
348,3,1:54.0,J. Clarkson makes free throw 2 of 2,,73,89
349,3,1:42.0,,Shooting foul by L. Nance (drawn by M. Chalmers),73,89
350,3,1:42.0,,M. Chalmers makes free throw 1 of 2,73,90
351,3,1:42.0,,M. Chalmers makes free throw 2 of 2,73,91
352,3,1:31.0,J. Clarkson misses 2-pt jump shot from 10 ft,,73,91
353,3,1:29.0,,Defensive rebound by J. Martin,73,91
354,3,1:24.0,,Turnover by W. Selden (lost ball; steal by A. Caruso),73,91
355,3,1:18.0,A. Caruso misses 2-pt jump shot from 12 ft (block by J. Ennis),,73,91
356,3,1:15.0,Offensive rebound by A. Caruso,,73,91
357,3,1:10.0,J. Clarkson misses 3-pt jump shot from 25 ft,,73,91
358,3,1:10.0,Offensive rebound by Team,,73,91
359,3,1:10.0,,Loose ball foul by M. Chalmers (drawn by K. Kuzma),73,91
360,3,1:10.0,K. Kuzma makes free throw 1 of 2,,74,91
361,3,1:10.0,K. Kuzma makes free throw 2 of 2,,75,91
362,3,1:01.0,,Shooting foul by K. Kuzma (drawn by M. Chalmers),75,91
363,3,1:01.0,,M. Chalmers makes free throw 1 of 2,75,92
364,3,1:01.0,,M. Chalmers makes free throw 2 of 2,75,93
365,3,0:53.0,K. Kuzma misses 3-pt jump shot from 24 ft,,75,93
366,3,0:51.0,,Defensive rebound by M. Chalmers,75,93
367,3,0:47.0,,W. Selden misses 2-pt layup from 1 ft,75,93
368,3,0:44.0,,Offensive rebound by D. Davis,75,93
369,3,0:44.0,,D. Davis makes 2-pt layup at rim,75,95
370,3,0:30.0,K. Kuzma misses 2-pt jump shot from 2 ft,,75,95
371,3,0:28.0,,Defensive rebound by M. Chalmers,75,95
372,3,0:18.0,,J. Martin misses 2-pt layup from 7 ft,75,95
373,3,0:17.0,Defensive rebound by L. Nance,,75,95
374,3,0:17.0,Personal foul by J. Martin (drawn by L. Nance),,75,95
375,3,0:17.0,L. Nance makes free throw 1 of 2,,76,95
376,3,0:17.0,L. Nance makes free throw 2 of 2,,77,95
377,3,0:01.0,,W. Selden makes 2-pt layup from 1 ft,77,97
378,3,0:01.0,Turnover by L. Nance (bad pass),,77,97
379,3,0:01.0,Loose ball foul by J. Clarkson (drawn by J. Martin),,77,97
380,3,0:01.0,,J. Martin misses free throw 1 of 2,77,97
381,3,0:01.0,,Offensive rebound by Team,77,97
382,3,0:01.0,,J. Martin misses free throw 2 of 2,77,97
383,3,0:00.0,Defensive rebound by L. Nance,,77,97
384,4,11:47.0,C. Brewer misses 2-pt layup from 1 ft,,77,97
