,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,NEW YORK_ACTION,GOLDEN STATE_SCORE,NEW YORK_SCORE
34,1,7:01.0,,Defensive rebound by E. Freedom,17,13
35,1,6:55.0,,T. Hardaway misses 2-pt layup from 2 ft,17,13
36,1,6:53.0,Defensive rebound by K. Durant,,17,13
37,1,6:47.0,J. McGee makes 2-pt layup from 1 ft (assist by S. Curry),,19,13
38,1,6:22.0,,E. Mudiay makes 3-pt jump shot from 24 ft (assist by M. Beasley),19,16
39,1,6:08.0,J. McGee makes 2-pt dunk from 1 ft,,21,16
40,1,5:48.0,,E. Mudiay makes 2-pt layup from 1 ft,21,18
41,1,5:31.0,J. McGee misses 2-pt layup from 1 ft,,21,18
42,1,5:29.0,,Defensive rebound by E. Freedom,21,18
43,1,5:25.0,,E. Mudiay makes 3-pt jump shot from 26 ft (assist by T. Hardaway),21,21
44,1,5:05.0,Turnover by D. Green (bad pass),,21,21
45,1,5:05.0,,K. O'Quinn enters the game for E. Freedom,21,21
46,1,5:05.0,,F. Ntilikina enters the game for C. Lee,21,21
47,1,4:52.0,,E. Mudiay misses 3-pt jump shot from 26 ft,21,21
48,1,4:50.0,,Offensive rebound by Team,21,21
49,1,4:50.0,Z. Pachulia enters the game for J. McGee,,21,21
50,1,4:46.0,,K. O'Quinn makes 2-pt jump shot from 20 ft (assist by E. Mudiay),21,23
51,1,4:31.0,K. Durant makes 2-pt layup from 1 ft,,23,23
52,1,4:19.0,,Shooting foul by Z. Pachulia (drawn by E. Mudiay),23,23
53,1,4:19.0,,E. Mudiay misses free throw 1 of 2,23,23
54,1,4:19.0,,Offensive rebound by Team,23,23
55,1,4:19.0,J. Bell enters the game for D. Green,,23,23
56,1,4:19.0,,E. Mudiay makes free throw 2 of 2,23,24
57,1,4:05.0,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Durant),,26,24
58,1,3:51.0,,K. O'Quinn misses 2-pt jump shot from 21 ft,26,24
59,1,3:49.0,Defensive rebound by K. Durant,,26,24
60,1,3:40.0,K. Durant makes 2-pt jump shot from 9 ft,,28,24
61,1,3:22.0,,T. Hardaway makes 2-pt layup at rim (assist by E. Mudiay),28,26
62,1,3:13.0,Golden State full timeout,,28,26
63,1,3:13.0,N. Young enters the game for K. Thompson,,28,26
64,1,3:08.0,Shooting foul by K. O'Quinn (drawn by K. Durant),,28,26
65,1,3:08.0,K. Durant makes free throw 1 of 2,,29,26
66,1,3:08.0,,T. Burke enters the game for E. Mudiay,29,26
67,1,3:08.0,K. Durant makes free throw 2 of 2,,30,26
68,1,2:56.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by T. Burke),30,29
69,1,2:37.0,Z. Pachulia misses 2-pt hook shot from 1 ft,,30,29
70,1,2:36.0,Offensive rebound by Z. Pachulia,,30,29
71,1,2:33.0,Z. Pachulia makes 2-pt layup from 1 ft,,32,29
72,1,2:11.0,,K. O'Quinn makes 2-pt hook shot from 4 ft,32,31
73,1,2:00.0,S. Curry misses 2-pt jump shot from 18 ft,,32,31
74,1,1:58.0,,Defensive rebound by K. O'Quinn,32,31
75,1,1:55.0,,F. Ntilikina makes 2-pt layup at rim (assist by T. Burke),32,33
76,1,1:36.0,N. Young makes 3-pt jump shot from 23 ft (assist by S. Curry),,35,33
77,1,1:22.0,,T. Hardaway misses 3-pt jump shot from 23 ft,35,33
78,1,1:20.0,,Offensive rebound by K. O'Quinn,35,33
79,1,1:14.0,,T. Burke misses 2-pt layup from 2 ft,35,33
80,1,1:12.0,,Offensive rebound by Team,35,33
81,1,1:12.0,,L. Thomas enters the game for M. Beasley,35,33
82,1,1:12.0,A. Iguodala enters the game for K. Durant,,35,33
83,1,1:06.0,,T. Burke makes 2-pt jump shot from 21 ft,35,35
84,1,0:56.0,N. Young misses 3-pt jump shot from 24 ft,,35,35
85,1,0:54.0,,Defensive rebound by F. Ntilikina,35,35
86,1,0:30.0,,T. Burke makes 2-pt jump shot from 19 ft (assist by T. Hardaway),35,37
87,1,0:10.0,S. Curry makes 2-pt layup from 1 ft (assist by A. Iguodala),,37,37
88,1,0:05.0,,Personal take foul by A. Iguodala (drawn by T. Hardaway),37,37
89,1,0:05.0,S. Livingston enters the game for Z. Pachulia,,37,37
90,1,0:05.0,D. Green enters the game for S. Curry,,37,37
91,1,0:00.0,,F. Ntilikina makes 2-pt layup from 1 ft (assist by K. O'Quinn),37,39
92,1,0:00.0,D. Green misses 3-pt jump shot from 46 ft,,37,39
93,1,0:00.0,Offensive rebound by Team,,37,39
94,2,11:47.0,,F. Ntilikina misses 2-pt jump shot from 16 ft,37,39
95,2,11:46.0,Defensive rebound by Team,,37,39
96,2,11:30.0,D. Green makes 2-pt layup from 1 ft (assist by D. West),,39,39
97,2,11:16.0,,F. Ntilikina misses 3-pt jump shot from 24 ft,39,39
98,2,11:14.0,Defensive rebound by S. Livingston,,39,39
99,2,11:06.0,D. West misses 2-pt jump shot from 22 ft,,39,39
100,2,11:04.0,,Defensive rebound by T. Williams,39,39
101,2,10:54.0,,T. Burke misses 3-pt jump shot from 26 ft (block by D. Green),39,39
102,2,10:52.0,Defensive rebound by A. Iguodala,,39,39
103,2,10:46.0,N. Young misses 3-pt jump shot from 24 ft,,39,39
104,2,10:44.0,,Defensive rebound by F. Ntilikina,39,39
105,2,10:36.0,,T. Burke misses 2-pt jump shot from 13 ft,39,39
106,2,10:35.0,Defensive rebound by A. Iguodala,,39,39
107,2,10:20.0,Golden State full timeout,,39,39
108,2,10:15.0,D. West misses 2-pt jump shot from 19 ft,,39,39
109,2,10:13.0,,Defensive rebound by T. Williams,39,39
110,2,9:58.0,,T. Williams misses 3-pt jump shot from 24 ft,39,39
111,2,9:56.0,Defensive rebound by S. Livingston,,39,39
112,2,9:45.0,D. West misses 2-pt hook shot from 4 ft,,39,39
113,2,9:43.0,,Defensive rebound by L. Thomas,39,39
114,2,9:35.0,,K. O'Quinn makes 2-pt dunk at rim (assist by T. Burke),39,41
115,2,9:19.0,A. Iguodala makes 3-pt jump shot from 25 ft (assist by D. West),,42,41
116,2,8:55.0,,Turnover by K. O'Quinn (bad pass; steal by A. Iguodala),42,41
117,2,8:50.0,Turnover by A. Iguodala (lost ball; steal by T. Williams),,42,41
118,2,8:45.0,,Shooting foul by D. West (drawn by T. Williams),42,41
119,2,8:45.0,,T. Williams misses free throw 1 of 2,42,41
120,2,8:45.0,,Offensive rebound by Team,42,41
121,2,8:45.0,K. Thompson enters the game for N. Young,,42,41
122,2,8:45.0,,T. Williams makes free throw 2 of 2,42,42
123,2,8:29.0,Offensive foul by D. West (drawn by K. O'Quinn),,42,42
124,2,8:29.0,Turnover by D. West (offensive foul),,42,42
125,2,8:07.0,,L. Thomas makes 2-pt layup from 2 ft (assist by T. Burke),42,44
126,2,7:53.0,K. Thompson makes 2-pt jump shot from 15 ft,,44,44
127,2,7:43.0,,F. Ntilikina makes 3-pt jump shot from 26 ft,44,47
128,2,7:24.0,D. West misses 2-pt jump shot from 19 ft,,44,47
129,2,7:22.0,,Defensive rebound by L. Thomas,44,47
130,2,7:01.0,,K. O'Quinn misses 2-pt layup at rim,44,47
131,2,7:00.0,,Offensive rebound by K. O'Quinn,44,47
132,2,7:00.0,,K. O'Quinn makes 2-pt layup at rim,44,49
133,2,6:43.0,K. Thompson misses 2-pt jump shot from 18 ft,,44,49
134,2,6:41.0,,Defensive rebound by K. O'Quinn,44,49
135,2,6:28.0,,Turnover by F. Ntilikina (bad pass; steal by S. Livingston),44,49
136,2,6:23.0,Personal foul by F. Ntilikina (drawn by S. Livingston),,44,49
137,2,6:23.0,,E. Mudiay enters the game for T. Burke,44,49
138,2,6:23.0,,M. Beasley enters the game for L. Thomas,44,49
139,2,6:23.0,K. Durant enters the game for A. Iguodala,,44,49
140,2,6:23.0,S. Curry enters the game for D. Green,,44,49
141,2,6:12.0,S. Curry misses 3-pt jump shot from 23 ft,,44,49
142,2,6:10.0,Offensive rebound by D. West,,44,49
143,2,6:08.0,D. West makes 2-pt layup from 3 ft,,46,49
144,2,5:49.0,,K. O'Quinn misses 2-pt hook shot from 12 ft,46,49
145,2,5:47.0,Defensive rebound by K. Durant,,46,49
146,2,5:44.0,Shooting foul by K. O'Quinn (drawn by D. West),,46,49
147,2,5:44.0,D. West misses free throw 1 of 2,,46,49
148,2,5:44.0,Offensive rebound by Team,,46,49
149,2,5:44.0,,E. Freedom enters the game for K. O'Quinn,46,49
150,2,5:44.0,D. West makes free throw 2 of 2,,47,49
151,2,5:26.0,,E. Freedom makes 2-pt jump shot from 9 ft (assist by M. Beasley),47,51
152,2,5:07.0,D. West makes 2-pt jump shot from 13 ft (assist by K. Thompson),,49,51
153,2,4:53.0,,E. Freedom misses 2-pt jump shot from 11 ft,49,51
154,2,4:51.0,Defensive rebound by K. Durant,,49,51
155,2,4:46.0,K. Durant makes 3-pt jump shot from 26 ft,,52,51
156,2,4:20.0,,Turnover by T. Williams (bad pass; steal by K. Durant),52,51
157,2,4:15.0,K. Durant misses 2-pt jump shot from 15 ft,,52,51
158,2,4:13.0,,Defensive rebound by T. Williams,52,51
159,2,4:09.0,Violation by S. Livingston (kicked ball),,52,51
160,2,4:09.0,,T. Hardaway enters the game for F. Ntilikina,52,51
161,2,4:09.0,,T. Burke enters the game for T. Williams,52,51
162,2,4:09.0,D. Green enters the game for S. Livingston,,52,51
163,2,4:09.0,A. Iguodala enters the game for D. West,,52,51
164,2,3:58.0,,T. Burke misses 3-pt jump shot from 23 ft,52,51
165,2,3:57.0,,Offensive rebound by E. Freedom,52,51
166,2,3:56.0,Offensive charge foul by E. Freedom (drawn by S. Curry),,52,51
167,2,3:56.0,,Turnover by E. Freedom (offensive foul),52,51
168,2,3:36.0,D. Green misses 2-pt jump shot from 10 ft,,52,51
169,2,3:34.0,,Defensive rebound by E. Mudiay,52,51
170,2,3:29.0,,E. Mudiay makes 2-pt jump shot from 9 ft,52,53
171,2,3:15.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by D. Green),,55,53
172,2,3:06.0,,New York full timeout,55,53
173,2,2:56.0,,E. Freedom makes 2-pt layup from 2 ft (assist by T. Hardaway),55,55
174,2,2:34.0,K. Durant misses 3-pt jump shot from 27 ft,,55,55
175,2,2:32.0,,Defensive rebound by T. Hardaway,55,55
176,2,2:24.0,,T. Hardaway misses 2-pt layup from 1 ft,55,55
177,2,2:22.0,,Offensive rebound by E. Freedom,55,55
178,2,2:22.0,,E. Freedom misses 2-pt layup at rim,55,55
179,2,2:20.0,Defensive rebound by D. Green,,55,55
180,2,2:05.0,K. Durant makes 2-pt jump shot from 15 ft,,57,55
181,2,1:44.0,,E. Mudiay makes 2-pt layup from 1 ft (assist by M. Beasley),57,57
182,2,1:36.0,K. Durant makes 2-pt layup from 1 ft,,59,57
183,2,1:30.0,,L. Thomas enters the game for M. Beasley,59,57
184,2,1:17.0,,E. Mudiay misses 2-pt jump shot from 16 ft,59,57
185,2,1:15.0,Defensive rebound by K. Durant,,59,57
186,2,1:01.0,K. Durant misses 2-pt jump shot from 9 ft,,59,57
187,2,0:59.0,Offensive rebound by D. Green,,59,57
188,2,0:59.0,D. Green misses 2-pt layup at rim,,59,57
189,2,0:57.0,,Defensive rebound by T. Burke,59,57
190,2,0:52.0,,T. Burke makes 2-pt jump shot from 10 ft,59,59
191,2,0:38.0,K. Thompson makes 2-pt jump shot from 17 ft (assist by D. Green),,61,59
192,2,0:33.0,,T. Burke makes 2-pt layup from 1 ft,61,61
193,2,0:17.0,Shooting foul by L. Thomas (drawn by K. Durant),,61,61
194,2,0:17.0,K. Durant makes free throw 1 of 2,,62,61
195,2,0:17.0,K. Durant makes free throw 2 of 2,,63,61
196,2,0:08.0,,Personal foul by K. Thompson (drawn by T. Burke),63,61
197,2,0:01.0,,L. Thomas makes 3-pt jump shot from 23 ft (assist by E. Mudiay),63,64
198,3,11:45.0,,C. Lee misses 3-pt jump shot from 27 ft,63,64
199,3,11:43.0,Defensive rebound by J. McGee,,63,64
200,3,11:19.0,D. Green makes 3-pt jump shot from 26 ft,,66,64
201,3,11:04.0,,E. Freedom misses 2-pt layup from 1 ft (block by D. Green),66,64
202,3,11:02.0,Defensive rebound by J. McGee,,66,64
203,3,10:59.0,S. Curry makes 3-pt jump shot from 25 ft (assist by J. McGee),,69,64
204,3,10:45.0,,L. Thomas misses 2-pt jump shot from 16 ft,69,64
205,3,10:44.0,Defensive rebound by K. Thompson,,69,64
206,3,10:35.0,S. Curry misses 3-pt jump shot from 25 ft,,69,64
207,3,10:35.0,,Defensive rebound by E. Freedom,69,64
208,3,10:28.0,,Turnover by T. Hardaway (bad pass),69,64
209,3,10:15.0,Turnover by S. Curry (bad pass; steal by T. Hardaway),,69,64
210,3,10:13.0,,Personal foul by D. Green (drawn by E. Mudiay),69,64
211,3,10:07.0,,E. Mudiay misses 2-pt jump shot from 16 ft,69,64
212,3,10:05.0,Defensive rebound by S. Curry,,69,64
213,3,9:58.0,K. Thompson makes 3-pt jump shot from 22 ft (assist by K. Durant),,72,64
214,3,9:57.0,,New York full timeout,72,64
215,3,9:57.0,,M. Beasley enters the game for L. Thomas,72,64
216,3,9:42.0,,M. Beasley misses 2-pt jump shot from 22 ft,72,64
217,3,9:39.0,Defensive rebound by K. Durant,,72,64
218,3,9:25.0,J. McGee makes 2-pt dunk from 1 ft (assist by S. Curry),,74,64
219,3,9:05.0,,M. Beasley misses 2-pt jump shot from 9 ft,74,64
220,3,9:04.0,,Offensive rebound by E. Freedom,74,64
221,3,9:04.0,,E. Freedom misses 2-pt layup at rim,74,64
222,3,9:03.0,Defensive rebound by K. Durant,,74,64
223,3,8:56.0,S. Curry misses 2-pt layup at rim (block by E. Mudiay),,74,64
224,3,8:55.0,,Defensive rebound by Team,74,64
225,3,8:32.0,,Shooting foul by J. McGee (drawn by T. Hardaway),74,64
226,3,8:32.0,,T. Hardaway makes free throw 1 of 2,74,65
227,3,8:32.0,,T. Hardaway makes free throw 2 of 2,74,66
228,3,8:23.0,Turnover by S. Curry (bad pass; steal by E. Mudiay),,74,66
229,3,8:19.0,,T. Hardaway misses 3-pt jump shot from 24 ft,74,66
230,3,8:17.0,Defensive rebound by D. Green,,74,66
231,3,8:11.0,Shooting foul by E. Freedom (drawn by D. Green),,74,66
232,3,8:11.0,D. Green makes free throw 1 of 2,,75,66
233,3,8:11.0,D. Green makes free throw 2 of 2,,76,66
234,3,7:53.0,,Turnover by M. Beasley (lost ball; steal by D. Green),76,66
235,3,7:44.0,K. Thompson makes 3-pt jump shot from 22 ft (assist by D. Green),,79,66
236,3,7:27.0,,F. Ntilikina enters the game for E. Freedom,79,66
237,3,7:27.0,,K. O'Quinn enters the game for C. Lee,79,66
238,3,7:25.0,,E. Mudiay makes 2-pt jump shot from 20 ft (assist by T. Hardaway),79,68
239,3,7:05.0,J. McGee makes 2-pt jump shot from 11 ft (assist by K. Durant),,81,68
240,3,6:46.0,,Personal foul by K. Durant (drawn by M. Beasley),81,68
241,3,6:46.0,,I. Hicks enters the game for M. Beasley,81,68
242,3,6:38.0,,T. Hardaway misses 3-pt jump shot from 23 ft,81,68
243,3,6:37.0,Defensive rebound by S. Curry,,81,68
244,3,6:37.0,,Loose ball foul by K. O'Quinn (drawn by S. Curry),81,68
245,3,6:25.0,Turnover by K. Thompson (bad pass; steal by I. Hicks),,81,68
246,3,6:19.0,,E. Mudiay misses 2-pt layup from 5 ft,81,68
247,3,6:17.0,Defensive rebound by K. Thompson,,81,68
248,3,6:09.0,S. Curry misses 2-pt jump shot from 20 ft,,81,68
249,3,6:08.0,Offensive rebound by J. McGee,,81,68
250,3,6:08.0,Turnover by K. Durant (out of bounds lost ball),,81,68
251,3,6:08.0,,T. Burke enters the game for E. Mudiay,81,68
252,3,5:50.0,,T. Burke misses 2-pt jump shot from 12 ft,81,68
253,3,5:48.0,Defensive rebound by K. Durant,,81,68
254,3,5:39.0,S. Curry makes 2-pt layup from 3 ft (assist by D. Green),,83,68
255,3,5:26.0,,T. Hardaway makes 3-pt jump shot from 29 ft,83,71
256,3,5:09.0,K. Thompson makes 2-pt jump shot from 21 ft (assist by D. Green),,85,71
257,3,4:50.0,,F. Ntilikina misses 2-pt layup from 2 ft,85,71
258,3,4:48.0,,Offensive rebound by F. Ntilikina,85,71
259,3,4:46.0,,F. Ntilikina makes 2-pt layup from 2 ft,85,73
260,3,4:35.0,Golden State full timeout,,85,73
261,3,4:35.0,Z. Pachulia enters the game for J. McGee,,85,73
262,3,4:28.0,S. Curry makes 2-pt jump shot from 16 ft (assist by Z. Pachulia),,87,73
263,3,4:06.0,,T. Hardaway misses 3-pt jump shot from 26 ft (block by K. Durant),87,73
264,3,4:04.0,Defensive rebound by S. Curry,,87,73
265,3,3:59.0,K. Thompson misses 3-pt jump shot from 25 ft,,87,73
266,3,3:58.0,,Defensive rebound by K. O'Quinn,87,73
267,3,3:53.0,,T. Hardaway misses 2-pt layup from 2 ft,87,73
268,3,3:52.0,,Offensive rebound by I. Hicks,87,73
269,3,3:52.0,,I. Hicks misses 2-pt layup at rim,87,73
270,3,3:50.0,,Offensive rebound by I. Hicks,87,73
271,3,3:46.0,,F. Ntilikina misses 3-pt jump shot from 24 ft,87,73
272,3,3:46.0,Defensive rebound by K. Thompson,,87,73
273,3,3:35.0,S. Curry makes 3-pt jump shot from 25 ft,,90,73
274,3,3:05.0,,T. Hardaway makes 2-pt jump shot from 22 ft,90,75
275,3,3:01.0,Shooting foul by T. Hardaway (drawn by K. Durant),,90,75
276,3,3:01.0,K. Durant makes free throw 1 of 2,,91,75
277,3,3:01.0,,D. Dotson enters the game for T. Hardaway,91,75
278,3,3:01.0,N. Young enters the game for K. Thompson,,91,75
279,3,3:01.0,J. Bell enters the game for D. Green,,91,75
280,3,3:01.0,K. Durant makes free throw 2 of 2,,92,75
281,3,2:49.0,,T. Burke makes 2-pt jump shot from 7 ft,92,77
282,3,2:49.0,Violation by J. Bell (def goaltending),,92,77
283,3,2:31.0,K. Durant misses 2-pt jump shot from 19 ft,,92,77
284,3,2:29.0,,Defensive rebound by K. O'Quinn,92,77
285,3,2:18.0,,Turnover by D. Dotson (bad pass; steal by Z. Pachulia),92,77
286,3,2:15.0,Shooting foul by T. Burke (drawn by J. Bell),,92,77
287,3,2:15.0,J. Bell misses free throw 1 of 2,,92,77
288,3,2:15.0,Offensive rebound by Team,,92,77
289,3,2:15.0,J. Bell makes free throw 2 of 2,,93,77
290,3,2:00.0,,Turnover by I. Hicks (lost ball; steal by Z. Pachulia),93,77
291,3,1:58.0,Shooting foul by F. Ntilikina (drawn by K. Durant),,93,77
292,3,1:58.0,K. Durant makes free throw 1 of 2,,94,77
293,3,1:58.0,K. Durant makes free throw 2 of 2,,95,77
294,3,1:45.0,,K. O'Quinn makes 2-pt layup from 2 ft (assist by F. Ntilikina),95,79
295,3,1:37.0,S. Curry makes 3-pt jump shot from 25 ft,,98,79
296,3,1:37.0,Shooting foul by T. Burke (drawn by S. Curry),,98,79
297,3,1:37.0,A. Iguodala enters the game for K. Durant,,98,79
298,3,1:37.0,S. Curry makes free throw 1 of 1,,99,79
299,3,1:24.0,,Turnover by T. Burke (bad pass),99,79
300,3,1:05.0,A. Iguodala makes 3-pt jump shot from 25 ft (assist by J. Bell),,102,79
301,3,0:53.0,,Personal foul by N. Young (drawn by T. Burke),102,79
302,3,0:41.0,,T. Burke misses 3-pt jump shot from 25 ft,102,79
303,3,0:38.0,Defensive rebound by S. Curry,,102,79
304,3,0:33.0,Turnover by S. Curry (bad pass; steal by T. Burke),,102,79
305,3,0:26.0,,T. Burke makes 3-pt jump shot from 25 ft (assist by D. Dotson),102,82
306,3,0:07.0,S. Curry misses 3-pt jump shot from 26 ft,,102,82
307,3,0:05.0,Offensive rebound by A. Iguodala,,102,82
308,3,0:00.0,A. Iguodala misses 2-pt layup from 5 ft,,102,82
309,3,0:00.0,Offensive rebound by Team,,102,82
310,4,11:43.0,D. Green misses 3-pt jump shot from 23 ft,,102,82
311,4,11:41.0,,Defensive rebound by F. Ntilikina,102,82
312,4,11:26.0,,K. O'Quinn makes 2-pt jump shot from 20 ft,102,84
313,4,11:08.0,D. West makes 2-pt layup from 2 ft (assist by K. Thompson),,104,84
314,4,10:58.0,,F. Ntilikina makes 2-pt jump shot from 22 ft (assist by K. O'Quinn),104,86
315,4,10:45.0,Shooting foul by F. Ntilikina (drawn by K. Thompson),,104,86
316,4,10:45.0,K. Thompson makes free throw 1 of 2,,105,86
317,4,10:45.0,K. Thompson makes free throw 2 of 2,,106,86
318,4,10:26.0,,Turnover by K. O'Quinn (lost ball; steal by K. Thompson),106,86
319,4,10:22.0,Turnover by Q. Cook (step out of bounds),,106,86
320,4,10:08.0,,K. O'Quinn makes 2-pt jump shot from 19 ft (assist by E. Mudiay),106,88
321,4,9:54.0,D. West makes 2-pt dunk from 1 ft (assist by K. Thompson),,108,88
322,4,9:36.0,,F. Ntilikina misses 2-pt jump shot from 12 ft,108,88
323,4,9:34.0,Defensive rebound by D. West,,108,88
324,4,9:33.0,,L. Thomas enters the game for K. O'Quinn,108,88
325,4,9:27.0,D. West makes 2-pt layup at rim (assist by K. Thompson),,110,88
326,4,9:12.0,,T. Burke misses 2-pt jump shot from 20 ft,110,88
327,4,9:10.0,Defensive rebound by D. West,,110,88
328,4,9:01.0,Q. Cook misses 2-pt jump shot from 10 ft (block by T. Burke),,110,88
329,4,8:59.0,,Defensive rebound by M. Beasley,110,88
330,4,8:51.0,,M. Beasley misses 2-pt layup from 2 ft,110,88
331,4,8:49.0,Defensive rebound by D. West,,110,88
332,4,8:40.0,A. Iguodala makes 2-pt dunk from 1 ft (assist by K. Thompson),,112,88
333,4,8:40.0,,New York full timeout,112,88
334,4,8:40.0,,T. Hardaway enters the game for T. Burke,112,88
335,4,8:26.0,,F. Ntilikina misses 2-pt layup from 4 ft,112,88
336,4,8:24.0,,Offensive rebound by E. Mudiay,112,88
337,4,8:14.0,,L. Thomas misses 3-pt jump shot from 22 ft,112,88
338,4,8:12.0,,Offensive rebound by F. Ntilikina,112,88
339,4,8:12.0,,F. Ntilikina makes 2-pt layup at rim,112,90
340,4,7:47.0,K. Thompson misses 2-pt jump shot from 22 ft,,112,90
341,4,7:45.0,,Defensive rebound by M. Beasley,112,90
342,4,7:33.0,,Turnover by M. Beasley (out of bounds lost ball),112,90
343,4,7:15.0,A. Iguodala misses 3-pt jump shot from 25 ft,,112,90
344,4,7:13.0,,Defensive rebound by M. Beasley,112,90
345,4,7:03.0,,E. Mudiay misses 2-pt layup from 4 ft,112,90
346,4,7:01.0,Defensive rebound by Q. Cook,,112,90
347,4,6:53.0,Shooting foul by T. Hardaway (drawn by A. Iguodala),,112,90
348,4,6:53.0,A. Iguodala misses free throw 1 of 2,,112,90
349,4,6:53.0,Offensive rebound by Team,,112,90
350,4,6:53.0,,T. Williams enters the game for F. Ntilikina,112,90
351,4,6:53.0,A. Iguodala makes free throw 2 of 2,,113,90
352,4,6:43.0,,Shooting foul by D. Green (drawn by T. Hardaway),113,90
353,4,6:43.0,,T. Hardaway makes free throw 1 of 2,113,91
354,4,6:43.0,O. Casspi enters the game for D. Green,,113,91
355,4,6:43.0,,T. Hardaway makes free throw 2 of 2,113,92
356,4,6:29.0,Shooting foul by T. Williams (drawn by K. Thompson),,113,92
357,4,6:29.0,K. Thompson makes free throw 1 of 2,,114,92
358,4,6:29.0,K. Thompson makes free throw 2 of 2,,115,92
359,4,6:17.0,,L. Thomas makes 3-pt jump shot from 25 ft (assist by E. Mudiay),115,95
360,4,6:00.0,J. Bell enters the game for D. West,,115,95
361,4,5:53.0,Q. Cook makes 3-pt jump shot from 26 ft (assist by J. Bell),,118,95
362,4,5:35.0,,M. Beasley misses 2-pt layup from 2 ft,118,95
363,4,5:34.0,Defensive rebound by A. Iguodala,,118,95
364,4,5:29.0,O. Casspi misses 2-pt layup from 4 ft,,118,95
365,4,5:27.0,Offensive rebound by O. Casspi,,118,95
366,4,5:27.0,O. Casspi misses 2-pt layup from 1 ft,,118,95
367,4,5:26.0,,Defensive rebound by T. Williams,118,95
368,4,5:18.0,,T. Williams misses 3-pt jump shot from 22 ft,118,95
369,4,5:16.0,Defensive rebound by O. Casspi,,118,95
370,4,5:10.0,Golden State full timeout,,118,95
371,4,5:10.0,,D. Dotson enters the game for M. Beasley,118,95
372,4,5:10.0,,I. Hicks enters the game for T. Hardaway,118,95
373,4,5:10.0,N. Young enters the game for A. Iguodala,,118,95
374,4,5:10.0,Z. Pachulia enters the game for K. Thompson,,118,95
375,4,5:05.0,O. Casspi misses 2-pt layup from 1 ft (block by T. Williams),,118,95
376,4,5:04.0,,Defensive rebound by D. Dotson,118,95
377,4,4:59.0,,L. Thomas makes 3-pt jump shot from 25 ft (assist by D. Dotson),118,98
378,4,4:35.0,Q. Cook misses 2-pt jump shot from 11 ft,,118,98
379,4,4:33.0,Offensive rebound by J. Bell,,118,98
380,4,4:32.0,O. Casspi misses 2-pt layup from 1 ft,,118,98
