,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,CHICAGO_ACTION,CHARLOTTE_SCORE,CHICAGO_SCORE
238,3,9:33.0,,D. Valentine misses 2-pt jump shot from 17 ft,64,60
239,3,9:30.0,Defensive rebound by D. Howard,,64,60
240,3,9:25.0,K. Walker misses 2-pt layup at rim (block by J. Holiday),,64,60
241,3,9:22.0,,Defensive rebound by R. Lopez,64,60
242,3,9:19.0,,Turnover by J. Holiday (step out of bounds),64,60
243,3,8:59.0,D. Howard makes 2-pt dunk from 1 ft,,66,60
244,3,8:59.0,,Chicago full timeout,66,60
245,3,8:47.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by D. Valentine),66,63
246,3,8:26.0,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,,66,63
247,3,8:23.0,Offensive rebound by D. Howard,,66,63
248,3,8:21.0,D. Howard misses 2-pt layup from 1 ft,,66,63
249,3,8:21.0,,Defensive rebound by D. Valentine,66,63
250,3,8:14.0,,D. Valentine makes 3-pt jump shot from 25 ft,66,66
251,3,7:56.0,K. Walker misses 2-pt jump shot from 21 ft,,66,66
252,3,7:50.0,Offensive rebound by M. Williams,,66,66
253,3,7:50.0,M. Williams misses 2-pt layup from 1 ft (block by D. Valentine),,66,66
254,3,7:50.0,,Defensive rebound by J. Grant,66,66
255,3,7:40.0,Offensive charge foul by L. Markkanen (drawn by D. Howard),,66,66
256,3,7:40.0,,Turnover by L. Markkanen (offensive foul),66,66
257,3,7:24.0,M. Williams makes 2-pt layup from 1 ft (assist by N. Batum),,68,66
258,3,7:06.0,,J. Grant makes 2-pt jump shot from 21 ft (assist by D. Valentine),68,68
259,3,6:51.0,K. Walker makes 2-pt jump shot from 11 ft,,70,68
260,3,6:37.0,,Def 3 sec tech foul by D. Howard,70,68
261,3,6:37.0,,L. Markkanen misses technical free throw,70,68
262,3,6:37.0,,Offensive rebound by Team,70,68
263,3,6:28.0,,Offensive foul by R. Lopez (drawn by M. Kidd-Gilchrist),70,68
264,3,6:28.0,,Turnover by R. Lopez (offensive foul),70,68
265,3,6:28.0,,C. Felício enters the game for R. Lopez,70,68
266,3,6:10.0,M. Kidd-Gilchrist makes 2-pt jump shot from 10 ft (assist by M. Williams),,72,68
267,3,5:52.0,,L. Markkanen misses 3-pt jump shot from 23 ft,72,68
268,3,5:52.0,Defensive rebound by N. Batum,,72,68
269,3,5:46.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by N. Batum),,74,68
270,3,5:46.0,,Chicago full timeout,74,68
271,3,5:46.0,,Technical foul by R. Lopez,74,68
272,3,5:46.0,K. Walker makes technical free throw,,75,68
273,3,5:46.0,D. Bacon enters the game for M. Kidd-Gilchrist,,75,68
274,3,5:26.0,,J. Grant makes 2-pt jump shot from 19 ft,75,70
275,3,5:02.0,N. Batum misses 3-pt jump shot from 24 ft,,75,70
276,3,5:02.0,,Defensive rebound by D. Valentine,75,70
277,3,4:47.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by L. Markkanen),75,73
278,3,4:32.0,,K. Dunn enters the game for J. Grant,75,73
279,3,4:32.0,J. Lamb enters the game for N. Batum,,75,73
280,3,4:29.0,Shooting foul by D. Valentine (drawn by D. Howard),,75,73
281,3,4:29.0,D. Howard misses free throw 1 of 2,,75,73
282,3,4:29.0,Offensive rebound by Team,,75,73
283,3,4:29.0,D. Howard makes free throw 2 of 2,,76,73
284,3,4:18.0,,K. Dunn makes 3-pt jump shot from 23 ft (assist by D. Valentine),76,76
285,3,3:59.0,M. Williams makes 3-pt jump shot from 23 ft (assist by D. Bacon),,79,76
286,3,3:37.0,,D. Valentine misses 2-pt jump shot from 21 ft,79,76
287,3,3:34.0,,Offensive rebound by C. Felício,79,76
288,3,3:22.0,,D. Valentine misses 3-pt jump shot from 23 ft,79,76
289,3,3:19.0,Defensive rebound by J. Lamb,,79,76
290,3,3:04.0,D. Howard makes 2-pt layup at rim,,81,76
291,3,2:55.0,,C. Felício makes 2-pt layup from 1 ft,81,78
292,3,2:55.0,Violation by D. Howard (def goaltending),,81,78
293,3,2:55.0,,Shooting foul by D. Howard (drawn by C. Felício),81,78
294,3,2:55.0,C. Zeller enters the game for D. Howard,,81,78
295,3,2:55.0,,C. Felício makes free throw 1 of 1,81,79
296,3,2:37.0,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),,84,79
297,3,2:24.0,,Turnover by D. Valentine (lost ball; steal by J. Lamb),84,79
298,3,2:23.0,,Offensive charge foul by J. Lamb (drawn by D. Valentine),84,79
299,3,2:23.0,Turnover by J. Lamb (offensive foul),,84,79
300,3,2:23.0,,B. Portis enters the game for L. Markkanen,84,79
301,3,2:23.0,,Q. Pondexter enters the game for D. Valentine,84,79
302,3,2:23.0,F. Kaminsky enters the game for M. Williams,,84,79
303,3,2:14.0,,Personal foul by C. Zeller (drawn by J. Holiday),84,79
304,3,2:02.0,,B. Portis misses 3-pt jump shot from 25 ft,84,79
305,3,1:58.0,,Offensive rebound by J. Holiday,84,79
306,3,1:48.0,,B. Portis makes 2-pt hook shot from 7 ft (assist by K. Dunn),84,81
307,3,1:31.0,D. Bacon makes 2-pt jump shot from 20 ft (assist by F. Kaminsky),,86,81
308,3,1:17.0,,J. Holiday makes 2-pt jump shot from 20 ft (assist by C. Felício),86,83
309,3,0:59.0,D. Bacon misses 2-pt jump shot from 22 ft,,86,83
310,3,0:56.0,,Defensive rebound by K. Dunn,86,83
311,3,0:48.0,,K. Dunn misses 2-pt jump shot from 11 ft,86,83
312,3,0:46.0,Defensive rebound by J. Lamb,,86,83
313,3,0:41.0,K. Walker makes 3-pt jump shot from 24 ft (assist by D. Bacon),,89,83
314,3,0:27.0,,Q. Pondexter misses 2-pt layup from 2 ft (block by C. Zeller),89,83
315,3,0:23.0,Defensive rebound by C. Zeller,,89,83
316,3,0:22.0,K. Walker makes 3-pt jump shot from 26 ft (assist by C. Zeller),,92,83
317,3,0:02.0,,K. Dunn misses 2-pt jump shot from 18 ft,92,83
318,3,0:02.0,Defensive rebound by J. Lamb,,92,83
319,4,11:43.0,,B. Portis makes 3-pt jump shot from 22 ft (assist by K. Dunn),92,86
320,4,11:20.0,J. Lamb misses 2-pt layup from 4 ft,,92,86
321,4,11:20.0,,Defensive rebound by C. Felício,92,86
322,4,11:20.0,,Personal foul by J. Lamb (drawn by C. Felício),92,86
323,4,11:07.0,,B. Portis misses 2-pt jump shot from 13 ft,92,86
324,4,11:03.0,Defensive rebound by C. Zeller,,92,86
325,4,10:47.0,Shooting foul by Q. Pondexter (drawn by F. Kaminsky),,92,86
326,4,10:47.0,F. Kaminsky makes free throw 1 of 2,,93,86
327,4,10:47.0,F. Kaminsky makes free throw 2 of 2,,94,86
328,4,10:32.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by K. Dunn),94,89
329,4,10:10.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,94,89
330,4,10:06.0,,Defensive rebound by Q. Pondexter,94,89
331,4,10:01.0,,K. Dunn makes 2-pt jump shot from 20 ft,94,91
332,4,9:42.0,Turnover by F. Kaminsky (bad pass; steal by C. Felício),,94,91
333,4,9:37.0,,B. Portis misses 3-pt jump shot from 25 ft,94,91
334,4,9:34.0,Defensive rebound by D. Bacon,,94,91
335,4,9:28.0,J. Lamb misses 2-pt jump shot from 17 ft,,94,91
336,4,9:25.0,,Defensive rebound by A. Blakeney,94,91
337,4,9:20.0,,Personal foul by J. Lamb (drawn by A. Blakeney),94,91
338,4,9:06.0,,K. Dunn misses 2-pt layup from 2 ft (block by C. Zeller),94,91
339,4,9:02.0,Defensive rebound by F. Kaminsky,,94,91
340,4,8:55.0,Shooting foul by Q. Pondexter (drawn by C. Zeller),,94,91
341,4,8:55.0,,Technical foul by Q. Pondexter,94,91
342,4,8:55.0,J. Lamb makes technical free throw,,95,91
343,4,8:55.0,C. Zeller misses free throw 1 of 2,,95,91
344,4,8:55.0,Offensive rebound by Team,,95,91
345,4,8:55.0,C. Zeller makes free throw 2 of 2,,96,91
346,4,8:40.0,,C. Felício makes 2-pt layup from 1 ft (assist by K. Dunn),96,93
347,4,8:26.0,,Personal foul by C. Zeller (drawn by K. Dunn),96,93
348,4,8:26.0,Turnover by C. Zeller (turnover),,96,93
349,4,8:26.0,K. Walker enters the game for M. Monk,,96,93
350,4,8:18.0,,B. Portis misses 3-pt jump shot from 27 ft,96,93
351,4,8:14.0,Defensive rebound by J. Lamb,,96,93
352,4,8:07.0,Personal foul by K. Dunn (drawn by K. Walker),,96,93
353,4,8:01.0,J. Lamb makes 2-pt jump shot from 11 ft,,98,93
354,4,7:48.0,,K. Dunn makes 2-pt jump shot from 12 ft,98,95
355,4,7:20.0,C. Zeller misses 2-pt layup from 2 ft (block by C. Felício),,98,95
356,4,7:20.0,Offensive rebound by Team,,98,95
357,4,7:20.0,Turnover by Team (shot clock),,98,95
358,4,7:12.0,,K. Dunn makes 3-pt jump shot from 26 ft,98,98
359,4,6:54.0,,Chicago full timeout,98,98
360,4,6:54.0,,J. Holiday enters the game for A. Blakeney,98,98
361,4,6:54.0,M. Kidd-Gilchrist enters the game for D. Bacon,,98,98
362,4,6:46.0,J. Lamb misses 2-pt layup from 2 ft,,98,98
363,4,6:44.0,,Defensive rebound by B. Portis,98,98
364,4,6:29.0,,K. Dunn makes 2-pt jump shot from 22 ft,98,100
365,4,6:06.0,K. Walker makes 2-pt jump shot from 9 ft,,100,100
366,4,5:58.0,,Shooting foul by C. Zeller (drawn by C. Felício),100,100
367,4,5:58.0,,C. Felício makes free throw 1 of 2,100,101
368,4,5:58.0,,D. Valentine enters the game for Q. Pondexter,100,101
369,4,5:58.0,N. Batum enters the game for J. Lamb,,100,101
370,4,5:58.0,D. Howard enters the game for C. Zeller,,100,101
371,4,5:58.0,,C. Felício makes free throw 2 of 2,100,102
372,4,5:42.0,,R. Lopez enters the game for C. Felício,100,102
373,4,5:38.0,K. Walker misses 2-pt jump shot from 18 ft,,100,102
374,4,5:32.0,,Defensive rebound by J. Holiday,100,102
375,4,5:24.0,,R. Lopez makes 2-pt jump shot from 5 ft (assist by K. Dunn),100,104
376,4,5:04.0,N. Batum makes 2-pt jump shot from 20 ft (assist by M. Kidd-Gilchrist),,102,104
377,4,4:43.0,,R. Lopez misses 2-pt jump shot from 22 ft,102,104
378,4,4:40.0,Defensive rebound by M. Kidd-Gilchrist,,102,104
379,4,4:27.0,Shooting foul by J. Holiday (drawn by N. Batum),,102,104
380,4,4:27.0,N. Batum makes free throw 1 of 2,,103,104
