,QUARTER,TIME_REMAINING,UTAH_ACTION,CHICAGO_ACTION,UTAH_SCORE,CHICAGO_SCORE
383,4,4:58.0,D. Mitchell makes 2-pt layup from 2 ft,,90,90
384,4,4:42.0,,N. Mirotić makes 2-pt jump shot from 13 ft (assist by R. Lopez),90,92
385,4,4:23.0,J. Ingles misses 3-pt jump shot from 23 ft,,90,92
386,4,4:18.0,,Defensive rebound by K. Dunn,90,92
387,4,4:05.0,,D. Valentine makes 2-pt layup from 3 ft (assist by K. Dunn),90,94
388,4,4:05.0,Utah full timeout,,90,94
389,4,4:05.0,A. Burks enters the game for J. Jerebko,,90,94
390,4,3:41.0,J. Ingles misses 2-pt layup from 2 ft (block by R. Lopez),,90,94
391,4,3:41.0,Offensive rebound by Team,,90,94
392,4,3:41.0,Turnover by Team (shot clock),,90,94
393,4,3:29.0,,K. Dunn misses 2-pt layup at rim,90,94
394,4,3:27.0,Defensive rebound by A. Burks,,90,94
395,4,3:10.0,A. Burks makes 2-pt layup from 1 ft,,92,94
396,4,2:49.0,,D. Valentine makes 2-pt layup from 2 ft (assist by K. Dunn),92,96
397,4,2:32.0,D. Mitchell makes 2-pt layup at rim (assist by R. Hood),,94,96
398,4,2:11.0,,N. Mirotić misses 2-pt jump shot from 11 ft (block by D. Mitchell),94,96
399,4,2:11.0,,Offensive rebound by N. Mirotić,94,96
400,4,2:04.0,,R. Lopez misses 2-pt layup at rim (block by D. Favors),94,96
401,4,2:04.0,Defensive rebound by D. Favors,,94,96
402,4,1:54.0,R. Hood misses 2-pt jump shot from 7 ft,,94,96
403,4,1:54.0,,Defensive rebound by D. Valentine,94,96
404,4,1:39.0,,K. Dunn makes 2-pt jump shot from 12 ft,94,98
405,4,1:28.0,D. Mitchell makes 2-pt layup at rim,,96,98
406,4,1:12.0,,R. Lopez misses 2-pt hook shot from 6 ft,96,98
407,4,1:10.0,Defensive rebound by A. Burks,,96,98
408,4,1:10.0,Personal foul by D. Nwaba (drawn by A. Burks),,96,98
409,4,1:02.0,Turnover by D. Mitchell (out of bounds lost ball),,96,98
410,4,0:40.0,,R. Lopez misses 2-pt hook shot from 3 ft,96,98
411,4,0:40.0,,Offensive rebound by Team,96,98
412,4,0:40.0,R. Gobert enters the game for D. Favors,,96,98
413,4,0:22.0,,K. Dunn makes 2-pt jump shot from 16 ft,96,100
414,4,0:22.0,Utah full timeout,,96,100
415,4,0:22.0,,B. Portis enters the game for R. Lopez,96,100
416,4,0:18.0,R. Gobert makes 2-pt hook shot from 2 ft (assist by R. Hood),,98,100
417,4,0:18.0,,Chicago full timeout,98,100
418,4,0:18.0,,R. Lopez enters the game for D. Nwaba,98,100
419,4,0:18.0,,J. Holiday enters the game for B. Portis,98,100
420,4,0:15.0,,Personal take foul by R. Hood (drawn by J. Holiday),98,100
421,4,0:15.0,T. Sefolosha enters the game for R. Gobert,,98,100
422,4,0:14.0,,Personal take foul by A. Burks (drawn by K. Dunn),98,100
423,4,0:14.0,,K. Dunn misses free throw 1 of 2,98,100
424,4,0:14.0,,Offensive rebound by Team,98,100
425,4,0:14.0,,D. Nwaba enters the game for J. Holiday,98,100
426,4,0:14.0,R. Gobert enters the game for T. Sefolosha,,98,100
427,4,0:14.0,,K. Dunn makes free throw 2 of 2,98,101
428,4,0:14.0,Utah full timeout,,98,101
429,4,0:12.0,R. Hood misses 3-pt jump shot from 24 ft,,98,101
430,4,0:10.0,,Defensive rebound by D. Nwaba,98,101
431,4,0:10.0,,Personal foul by R. Hood (drawn by D. Nwaba),98,101
432,4,0:10.0,,D. Nwaba makes free throw 1 of 2,98,102
433,4,0:10.0,,B. Portis enters the game for R. Lopez,98,102
434,4,0:10.0,,D. Nwaba misses free throw 2 of 2,98,102
435,4,0:09.0,Defensive rebound by R. Gobert,,98,102
436,4,0:04.0,D. Mitchell makes 2-pt layup at rim,,100,102
437,4,0:04.0,,Chicago full timeout,100,102
438,4,0:04.0,,J. Holiday enters the game for D. Nwaba,100,102
439,4,0:04.0,,R. Lopez enters the game for B. Portis,100,102
440,4,0:03.0,,Personal take foul by D. Mitchell (drawn by J. Holiday),100,102
441,4,0:03.0,,J. Holiday misses free throw 1 of 2,100,102
442,4,0:03.0,,Offensive rebound by Team,100,102
443,4,0:03.0,,D. Nwaba enters the game for R. Lopez,100,102
444,4,0:03.0,,J. Holiday makes free throw 2 of 2,100,103
445,4,0:00.0,D. Mitchell misses 3-pt jump shot from 29 ft,,100,103
446,4,0:00.0,Offensive rebound by Team,,100,103
