,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CHICAGO_ACTION,PORTLAND_SCORE,CHICAGO_SCORE
125,2,9:13.0,,D. Valentine makes 2-pt jump shot from 16 ft (assist by B. Portis),37,31
126,2,8:59.0,P. Connaughton misses 3-pt jump shot from 23 ft,,37,31
127,2,8:55.0,,Defensive rebound by N. Mirotić,37,31
128,2,8:39.0,,N. Mirotić misses 2-pt jump shot from 12 ft,37,31
129,2,8:39.0,,Offensive rebound by B. Portis,37,31
130,2,8:39.0,,B. Portis makes 2-pt layup at rim,37,33
131,2,8:39.0,,Shooting foul by Z. Collins (drawn by B. Portis),37,33
132,2,8:39.0,A. Aminu enters the game for Z. Collins,,37,33
133,2,8:39.0,,B. Portis makes free throw 1 of 1,37,34
134,2,8:27.0,S. Napier misses 2-pt jump shot from 11 ft,,37,34
135,2,8:24.0,,Defensive rebound by N. Mirotić,37,34
136,2,8:15.0,,J. Grant makes 2-pt layup from 1 ft (assist by N. Mirotić),37,36
137,2,8:15.0,Portland full timeout,,37,36
138,2,7:53.0,M. Harkless misses 2-pt layup from 1 ft,,37,36
139,2,7:52.0,Offensive rebound by E. Davis,,37,36
140,2,7:51.0,E. Davis misses 2-pt layup from 1 ft,,37,36
141,2,7:51.0,,Defensive rebound by N. Mirotić,37,36
142,2,7:42.0,,Turnover by J. Grant (bad pass; steal by M. Harkless),37,36
143,2,7:38.0,Personal foul by P. Zipser (drawn by M. Harkless),,37,36
144,2,7:38.0,J. Nurkić enters the game for E. Davis,,37,36
145,2,7:26.0,A. Aminu misses 2-pt jump shot from 7 ft,,37,36
146,2,7:21.0,Offensive rebound by J. Nurkić,,37,36
147,2,7:20.0,J. Nurkić misses 2-pt layup from 2 ft,,37,36
148,2,7:20.0,,Defensive rebound by P. Zipser,37,36
149,2,7:03.0,,N. Mirotić misses 3-pt jump shot from 25 ft,37,36
150,2,7:03.0,Defensive rebound by A. Aminu,,37,36
151,2,6:49.0,Turnover by J. Nurkić (bad pass; steal by J. Grant),,37,36
152,2,6:46.0,,P. Zipser makes 2-pt dunk at rim (assist by D. Valentine),37,38
153,2,6:29.0,S. Napier misses 3-pt jump shot from 24 ft,,37,38
154,2,6:28.0,,Defensive rebound by Team,37,38
155,2,6:28.0,C. McCollum enters the game for P. Connaughton,,37,38
156,2,6:20.0,,Turnover by N. Mirotić (lost ball; steal by S. Napier),37,38
157,2,6:15.0,A. Aminu misses 2-pt layup from 1 ft,,37,38
158,2,6:13.0,,Defensive rebound by B. Portis,37,38
159,2,6:06.0,,P. Zipser misses 3-pt jump shot from 25 ft,37,38
160,2,6:06.0,Defensive rebound by S. Napier,,37,38
161,2,5:55.0,S. Napier makes 2-pt layup at rim,,39,38
162,2,5:44.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by D. Valentine),39,40
163,2,5:30.0,S. Napier misses 3-pt jump shot from 24 ft,,39,40
164,2,5:30.0,,Defensive rebound by N. Mirotić,39,40
165,2,5:21.0,,N. Mirotić makes 3-pt jump shot from 25 ft,39,43
166,2,5:01.0,C. McCollum misses 2-pt jump shot from 15 ft,,39,43
167,2,5:01.0,,Defensive rebound by D. Valentine,39,43
168,2,4:55.0,,D. Valentine misses 2-pt layup from 2 ft,39,43
169,2,4:55.0,Defensive rebound by Team,,39,43
170,2,4:55.0,,Loose ball foul by P. Zipser (drawn by C. McCollum),39,43
171,2,4:55.0,,L. Markkanen enters the game for J. Grant,39,43
172,2,4:55.0,,J. Holiday enters the game for B. Portis,39,43
173,2,4:55.0,,K. Dunn enters the game for P. Zipser,39,43
174,2,4:55.0,,R. Lopez enters the game for N. Mirotić,39,43
175,2,4:55.0,E. Turner enters the game for M. Harkless,,39,43
176,2,4:41.0,J. Nurkić misses 2-pt jump shot from 1 ft,,39,43
177,2,4:41.0,,Defensive rebound by Team,39,43
178,2,4:26.0,,D. Valentine misses 3-pt jump shot from 25 ft,39,43
179,2,4:26.0,Defensive rebound by Team,,39,43
180,2,4:09.0,C. McCollum misses 2-pt layup from 1 ft,,39,43
181,2,4:09.0,,Defensive rebound by D. Valentine,39,43
182,2,3:58.0,,R. Lopez misses 2-pt jump shot from 5 ft,39,43
183,2,3:58.0,,Offensive rebound by D. Valentine,39,43
184,2,3:55.0,,K. Dunn makes 2-pt jump shot from 11 ft (assist by D. Valentine),39,45
185,2,3:55.0,,Shooting foul by E. Turner (drawn by K. Dunn),39,45
186,2,3:55.0,P. Connaughton enters the game for S. Napier,,39,45
187,2,3:55.0,,K. Dunn makes free throw 1 of 1,39,46
188,2,3:39.0,C. McCollum makes 2-pt jump shot from 6 ft,,41,46
189,2,3:30.0,,R. Lopez misses 2-pt jump shot from 20 ft,41,46
190,2,3:30.0,Defensive rebound by A. Aminu,,41,46
191,2,3:22.0,E. Turner makes 2-pt jump shot from 14 ft,,43,46
192,2,3:07.0,,J. Holiday misses 2-pt layup from 1 ft,43,46
193,2,3:07.0,Defensive rebound by J. Nurkić,,43,46
194,2,2:56.0,E. Turner makes 2-pt jump shot from 15 ft,,45,46
195,2,2:54.0,,Chicago full timeout,45,46
196,2,2:54.0,,D. Nwaba enters the game for D. Valentine,45,46
197,2,2:41.0,,L. Markkanen misses 2-pt jump shot from 11 ft,45,46
198,2,2:41.0,Defensive rebound by C. McCollum,,45,46
199,2,2:32.0,Shooting foul by J. Holiday (drawn by J. Nurkić),,45,46
200,2,2:32.0,J. Nurkić misses free throw 1 of 2,,45,46
201,2,2:32.0,Offensive rebound by Team,,45,46
202,2,2:32.0,J. Nurkić makes free throw 2 of 2,,46,46
203,2,2:18.0,,Turnover by K. Dunn (lost ball; steal by J. Nurkić),46,46
204,2,2:09.0,J. Nurkić misses 2-pt jump shot from 3 ft,,46,46
205,2,2:07.0,,Defensive rebound by L. Markkanen,46,46
206,2,1:52.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by K. Dunn),46,49
207,2,1:29.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by A. Aminu),,49,49
208,2,1:16.0,,J. Holiday makes 2-pt jump shot from 19 ft (assist by R. Lopez),49,51
209,2,0:56.0,P. Connaughton makes 3-pt jump shot from 26 ft (assist by E. Turner),,52,51
210,2,0:44.0,,J. Holiday makes 2-pt jump shot from 18 ft,52,53
211,2,0:34.0,C. McCollum misses 3-pt jump shot from 25 ft,,52,53
212,2,0:31.0,,Defensive rebound by L. Markkanen,52,53
213,2,0:25.0,,K. Dunn misses 2-pt jump shot from 12 ft,52,53
214,2,0:22.0,Defensive rebound by P. Connaughton,,52,53
215,2,0:04.0,P. Connaughton misses 3-pt jump shot from 25 ft,,52,53
216,2,0:04.0,,Defensive rebound by J. Holiday,52,53
217,2,0:00.0,,L. Markkanen misses 3-pt jump shot from 39 ft,52,53
218,2,0:00.0,,Offensive rebound by Team,52,53
219,3,11:48.0,,K. Dunn makes 2-pt layup from 1 ft (assist by J. Holiday),52,55
220,3,11:28.0,J. Nurkić misses 2-pt jump shot from 4 ft,,52,55
221,3,11:28.0,,Defensive rebound by L. Markkanen,52,55
222,3,11:13.0,,R. Lopez makes 2-pt layup from 2 ft,52,57
223,3,10:53.0,E. Turner makes 2-pt layup from 2 ft,,54,57
224,3,10:53.0,Shooting foul by D. Nwaba (drawn by E. Turner),,54,57
225,3,10:53.0,E. Turner makes free throw 1 of 1,,55,57
226,3,10:39.0,,R. Lopez makes 2-pt jump shot from 17 ft (assist by K. Dunn),55,59
227,3,10:28.0,,Violation by D. Nwaba (kicked ball),55,59
228,3,10:19.0,Turnover by J. Nurkić (turnover),,55,59
229,3,10:10.0,,Shooting foul by C. McCollum (drawn by J. Holiday),55,59
230,3,10:10.0,,J. Holiday makes free throw 1 of 3,55,60
231,3,10:10.0,,J. Holiday makes free throw 2 of 3,55,61
232,3,10:10.0,,J. Holiday makes free throw 3 of 3,55,62
233,3,9:51.0,J. Nurkić misses 2-pt layup from 3 ft,,55,62
234,3,9:44.0,Offensive rebound by J. Nurkić,,55,62
235,3,9:44.0,J. Nurkić makes 2-pt layup at rim,,57,62
236,3,9:32.0,,K. Dunn misses 3-pt jump shot from 22 ft,57,62
237,3,9:28.0,Defensive rebound by C. McCollum,,57,62
238,3,9:22.0,A. Aminu makes 2-pt layup from 1 ft (assist by J. Nurkić),,59,62
239,3,9:09.0,,D. Nwaba misses 2-pt layup from 2 ft,59,62
240,3,9:09.0,,Offensive rebound by D. Nwaba,59,62
241,3,9:06.0,,J. Holiday misses 3-pt jump shot from 24 ft,59,62
242,3,9:06.0,Defensive rebound by E. Turner,,59,62
243,3,8:57.0,E. Turner misses 2-pt jump shot from 5 ft,,59,62
244,3,8:57.0,,Defensive rebound by J. Holiday,59,62
245,3,8:53.0,,Shooting foul by E. Turner (drawn by D. Nwaba),59,62
246,3,8:53.0,,D. Nwaba misses free throw 1 of 2,59,62
247,3,8:53.0,,Offensive rebound by Team,59,62
248,3,8:53.0,,D. Nwaba makes free throw 2 of 2,59,63
249,3,8:43.0,S. Napier misses 3-pt jump shot from 25 ft,,59,63
250,3,8:43.0,,Defensive rebound by J. Holiday,59,63
251,3,8:32.0,,D. Nwaba misses 2-pt jump shot from 5 ft,59,63
252,3,8:28.0,,Offensive rebound by R. Lopez,59,63
253,3,8:25.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by R. Lopez),59,66
254,3,8:17.0,Personal foul by L. Markkanen (drawn by C. McCollum),,59,66
255,3,8:09.0,C. McCollum makes 2-pt dunk from 1 ft (assist by S. Napier),,61,66
256,3,7:55.0,,L. Markkanen misses 2-pt jump shot from 21 ft,61,66
257,3,7:52.0,Defensive rebound by J. Nurkić,,61,66
258,3,7:42.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by J. Nurkić),,64,66
259,3,7:41.0,,Chicago full timeout,64,66
260,3,7:23.0,,R. Lopez misses 2-pt jump shot from 18 ft,64,66
261,3,7:19.0,,Offensive rebound by D. Nwaba,64,66
262,3,7:18.0,Offensive charge foul by K. Dunn (drawn by S. Napier),,64,66
263,3,7:18.0,,Turnover by K. Dunn (offensive foul),64,66
264,3,7:01.0,J. Nurkić makes 2-pt layup from 3 ft,,66,66
265,3,6:49.0,,K. Dunn makes 3-pt jump shot from 25 ft (assist by J. Holiday),66,69
266,3,6:33.0,C. McCollum misses 3-pt jump shot from 25 ft,,66,69
267,3,6:33.0,,Defensive rebound by L. Markkanen,66,69
268,3,6:27.0,,L. Markkanen makes 2-pt jump shot from 19 ft,66,71
269,3,6:11.0,E. Turner misses 2-pt jump shot from 8 ft,,66,71
270,3,6:06.0,,Defensive rebound by J. Holiday,66,71
271,3,5:53.0,,R. Lopez misses 2-pt jump shot from 8 ft,66,71
272,3,5:53.0,Defensive rebound by J. Nurkić,,66,71
273,3,5:38.0,J. Nurkić misses 2-pt jump shot from 7 ft,,66,71
274,3,5:37.0,,Defensive rebound by K. Dunn,66,71
275,3,5:37.0,,Personal foul by J. Nurkić (drawn by K. Dunn),66,71
276,3,5:26.0,,Shooting foul by S. Napier (drawn by R. Lopez),66,71
277,3,5:26.0,,R. Lopez makes free throw 1 of 2,66,72
278,3,5:26.0,P. Connaughton enters the game for S. Napier,,66,72
279,3,5:26.0,,R. Lopez misses free throw 2 of 2,66,72
280,3,5:24.0,Defensive rebound by J. Nurkić,,66,72
281,3,5:07.0,A. Aminu misses 3-pt jump shot from 24 ft,,66,72
282,3,5:07.0,,Defensive rebound by L. Markkanen,66,72
283,3,4:59.0,,K. Dunn misses 2-pt jump shot from 10 ft,66,72
284,3,4:59.0,Defensive rebound by E. Turner,,66,72
285,3,4:47.0,P. Connaughton makes 2-pt layup from 1 ft (assist by E. Turner),,68,72
286,3,4:47.0,Shooting foul by R. Lopez (drawn by P. Connaughton),,68,72
287,3,4:47.0,P. Connaughton makes free throw 1 of 1,,69,72
288,3,4:33.0,,K. Dunn misses 2-pt jump shot from 11 ft,69,72
289,3,4:33.0,,Offensive rebound by R. Lopez,69,72
290,3,4:27.0,,R. Lopez misses 2-pt layup at rim,69,72
291,3,4:27.0,Defensive rebound by J. Nurkić,,69,72
292,3,4:13.0,C. McCollum makes 2-pt layup from 2 ft,,71,72
293,3,3:59.0,,Shooting foul by J. Nurkić (drawn by L. Markkanen),71,72
294,3,3:59.0,,L. Markkanen makes free throw 1 of 2,71,73
295,3,3:59.0,,D. Valentine enters the game for D. Nwaba,71,73
296,3,3:59.0,,L. Markkanen misses free throw 2 of 2,71,73
297,3,3:56.0,Defensive rebound by A. Aminu,,71,73
298,3,3:45.0,Shooting foul by J. Holiday (drawn by C. McCollum),,71,73
299,3,3:45.0,C. McCollum misses free throw 1 of 2,,71,73
300,3,3:45.0,Offensive rebound by Team,,71,73
301,3,3:45.0,,N. Mirotić enters the game for L. Markkanen,71,73
302,3,3:45.0,C. McCollum makes free throw 2 of 2,,72,73
303,3,3:32.0,,Personal foul by A. Aminu (drawn by N. Mirotić),72,73
304,3,3:32.0,,N. Mirotić makes free throw 1 of 2,72,74
305,3,3:32.0,,B. Portis enters the game for R. Lopez,72,74
306,3,3:32.0,E. Davis enters the game for A. Aminu,,72,74
307,3,3:32.0,Z. Collins enters the game for J. Nurkić,,72,74
308,3,3:32.0,,N. Mirotić makes free throw 2 of 2,72,75
309,3,3:16.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by E. Turner),,75,75
310,3,2:59.0,,D. Valentine misses 3-pt jump shot from 23 ft,75,75
311,3,2:56.0,Defensive rebound by Z. Collins,,75,75
312,3,2:46.0,Turnover by C. McCollum (bad pass; steal by K. Dunn),,75,75
313,3,2:39.0,,D. Valentine misses 2-pt layup from 1 ft,75,75
314,3,2:36.0,,Offensive rebound by K. Dunn,75,75
315,3,2:35.0,,K. Dunn makes 2-pt layup from 1 ft,75,77
316,3,2:21.0,C. McCollum misses 2-pt jump shot from 18 ft (block by K. Dunn),,75,77
317,3,2:17.0,,Defensive rebound by N. Mirotić,75,77
318,3,2:13.0,,D. Valentine misses 3-pt jump shot from 23 ft,75,77
319,3,2:08.0,,Offensive rebound by B. Portis,75,77
320,3,2:07.0,,B. Portis misses 2-pt hook shot from 3 ft,75,77
321,3,2:07.0,,Offensive rebound by B. Portis,75,77
322,3,1:56.0,,N. Mirotić makes 3-pt jump shot from 26 ft (assist by B. Portis),75,80
323,3,1:54.0,Portland full timeout,,75,80
324,3,1:54.0,,J. Grant enters the game for K. Dunn,75,80
325,3,1:54.0,S. Napier enters the game for E. Turner,,75,80
326,3,1:31.0,E. Davis misses 2-pt jump shot from 3 ft (block by B. Portis),,75,80
327,3,1:26.0,Offensive rebound by E. Davis,,75,80
328,3,1:25.0,E. Davis makes 2-pt dunk from 1 ft,,77,80
329,3,1:18.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by J. Grant),77,83
330,3,0:56.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by P. Connaughton),,80,83
331,3,0:45.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by D. Valentine),80,86
332,3,0:33.0,C. McCollum misses 3-pt jump shot from 25 ft,,80,86
333,3,0:30.0,,Defensive rebound by B. Portis,80,86
334,3,0:24.0,,Shooting foul by S. Napier (drawn by J. Grant),80,86
335,3,0:24.0,,J. Grant misses free throw 1 of 2,80,86
336,3,0:24.0,,Offensive rebound by Team,80,86
337,3,0:24.0,,J. Grant makes free throw 2 of 2,80,87
338,3,0:02.0,S. Napier makes 3-pt jump shot from 25 ft (assist by C. McCollum),,83,87
339,4,11:43.0,P. Connaughton makes 2-pt jump shot from 4 ft (assist by Z. Collins),,85,87
340,4,11:29.0,,Shooting foul by Z. Collins (drawn by N. Mirotić),85,87
341,4,11:29.0,,N. Mirotić makes free throw 1 of 2,85,88
342,4,11:29.0,,N. Mirotić makes free throw 2 of 2,85,89
343,4,11:07.0,Z. Collins misses 3-pt jump shot from 22 ft,,85,89
344,4,11:03.0,,Defensive rebound by N. Mirotić,85,89
345,4,10:57.0,,P. Zipser misses 2-pt jump shot from 16 ft,85,89
346,4,10:57.0,Defensive rebound by Z. Collins,,85,89
347,4,10:48.0,S. Napier misses 2-pt jump shot from 9 ft,,85,89
348,4,10:48.0,,Defensive rebound by N. Mirotić,85,89
349,4,10:34.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by B. Portis),85,91
350,4,10:12.0,P. Connaughton misses 2-pt jump shot from 19 ft,,85,91
351,4,10:10.0,,Defensive rebound by Team,85,91
352,4,10:10.0,C. McCollum enters the game for P. Connaughton,,85,91
353,4,10:10.0,A. Aminu enters the game for Z. Collins,,85,91
354,4,10:02.0,,J. Grant misses 2-pt jump shot from 7 ft,85,91
355,4,10:00.0,Defensive rebound by A. Aminu,,85,91
356,4,9:53.0,A. Aminu makes 3-pt jump shot from 25 ft (assist by C. McCollum),,88,91
357,4,9:33.0,,B. Portis makes 2-pt layup from 1 ft (assist by D. Valentine),88,93
358,4,9:12.0,A. Aminu makes 3-pt jump shot from 24 ft (assist by S. Napier),,91,93
359,4,8:56.0,,B. Portis misses 2-pt jump shot from 7 ft,91,93
360,4,8:56.0,Defensive rebound by E. Davis,,91,93
361,4,8:45.0,,Offensive charge foul by A. Aminu (drawn by N. Mirotić),91,93
362,4,8:45.0,Turnover by A. Aminu (offensive foul),,91,93
363,4,8:29.0,,N. Mirotić misses 2-pt layup from 3 ft (block by E. Davis),91,93
364,4,8:25.0,,Offensive rebound by N. Mirotić,91,93
365,4,8:24.0,,N. Mirotić misses 2-pt layup from 1 ft (block by E. Davis),91,93
366,4,8:24.0,Defensive rebound by S. Napier,,91,93
367,4,8:10.0,Personal foul by D. Valentine (drawn by C. McCollum),,91,93
368,4,7:59.0,Shooting foul by J. Grant (drawn by S. Napier),,91,93
369,4,7:59.0,S. Napier makes free throw 1 of 2,,92,93
370,4,7:59.0,,K. Dunn enters the game for J. Grant,92,93
371,4,7:59.0,J. Nurkić enters the game for E. Davis,,92,93
372,4,7:59.0,S. Napier makes free throw 2 of 2,,93,93
373,4,7:48.0,,N. Mirotić misses 3-pt jump shot from 24 ft,93,93
374,4,7:45.0,Defensive rebound by S. Napier,,93,93
375,4,7:35.0,C. McCollum misses 2-pt jump shot from 6 ft,,93,93
376,4,7:35.0,Offensive rebound by J. Nurkić,,93,93
377,4,7:34.0,J. Nurkić makes 2-pt layup from 1 ft,,95,93
378,4,7:34.0,,Chicago full timeout,95,93
379,4,7:34.0,,L. Markkanen enters the game for B. Portis,95,93
380,4,7:34.0,,J. Holiday enters the game for P. Zipser,95,93
381,4,7:34.0,,R. Lopez enters the game for N. Mirotić,95,93
