,QUARTER,TIME_REMAINING,DETROIT_ACTION,MEMPHIS_ACTION,DETROIT_SCORE,MEMPHIS_SCORE
379,4,5:05.0,,Offensive rebound by D. Davis,102,112
380,4,5:05.0,,D. Davis makes 2-pt layup at rim,102,114
381,4,4:50.0,Personal foul by M. Brooks (drawn by L. Kennard),,102,114
382,4,4:50.0,,B. McLemore enters the game for M. Brooks,102,114
383,4,4:50.0,S. Johnson enters the game for J. Ennis,,102,114
384,4,4:38.0,S. Johnson misses 2-pt jump shot from 10 ft,,102,114
385,4,4:35.0,,Defensive rebound by D. Brooks,102,114
386,4,4:27.0,,Turnover by D. Brooks (bad pass; steal by L. Kennard),102,114
387,4,4:19.0,L. Kennard misses 2-pt jump shot from 9 ft,,102,114
388,4,4:13.0,Offensive rebound by A. Drummond,,102,114
389,4,4:13.0,A. Drummond makes 2-pt dunk at rim,,104,114
390,4,3:58.0,,K. Simmons makes 3-pt jump shot from 25 ft (assist by M. Gasol),104,117
391,4,3:42.0,A. Tolliver misses 3-pt jump shot from 25 ft,,104,117
392,4,3:39.0,,Defensive rebound by D. Brooks,104,117
393,4,3:25.0,,D. Brooks misses 3-pt jump shot from 26 ft,104,117
394,4,3:21.0,,Offensive rebound by M. Gasol,104,117
395,4,3:20.0,,M. Gasol misses 3-pt jump shot from 26 ft,104,117
396,4,3:20.0,Defensive rebound by Team,,104,117
397,4,3:20.0,,Loose ball foul by D. Brooks (drawn by I. Smith),104,117
398,4,3:12.0,Shooting foul by B. McLemore (drawn by L. Kennard),,104,117
399,4,3:12.0,L. Kennard makes free throw 1 of 2,,105,117
400,4,3:12.0,L. Kennard makes free throw 2 of 2,,106,117
401,4,2:57.0,,Shooting foul by A. Tolliver (drawn by D. Brooks),106,117
402,4,2:57.0,,D. Brooks makes free throw 1 of 2,106,118
403,4,2:57.0,,D. Brooks makes free throw 2 of 2,106,119
404,4,2:48.0,S. Johnson makes 3-pt jump shot from 22 ft (assist by I. Smith),,109,119
405,4,2:40.0,,Turnover by D. Brooks (bad pass; steal by I. Smith),109,119
406,4,2:36.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by I. Smith),,112,119
407,4,2:35.0,,Memphis full timeout,112,119
408,4,2:35.0,,M. Brooks enters the game for B. McLemore,112,119
409,4,2:19.0,,M. Brooks makes 2-pt jump shot from 10 ft (assist by D. Brooks),112,121
410,4,2:07.0,I. Smith misses 3-pt jump shot from 25 ft,,112,121
411,4,2:05.0,,Defensive rebound by Team,112,121
412,4,1:46.0,,D. Brooks makes 3-pt jump shot from 27 ft (assist by M. Gasol),112,124
413,4,1:35.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by L. Kennard),,115,124
414,4,1:22.0,,M. Gasol makes 2-pt dunk from 1 ft (assist by D. Davis),115,126
415,4,1:17.0,I. Smith misses 2-pt layup from 4 ft,,115,126
416,4,1:17.0,Offensive rebound by A. Drummond,,115,126
417,4,1:17.0,A. Drummond makes 2-pt layup at rim,,117,126
418,4,1:06.0,,Shooting foul by A. Drummond (drawn by D. Brooks),117,126
419,4,1:06.0,,D. Brooks makes free throw 1 of 2,117,127
420,4,1:06.0,,I. Rabb enters the game for M. Gasol,117,127
421,4,1:06.0,,D. Brooks misses free throw 2 of 2,117,127
422,4,1:03.0,Defensive rebound by A. Drummond,,117,127
423,4,0:59.0,S. Johnson misses 2-pt layup at rim,,117,127
424,4,0:55.0,Offensive rebound by S. Johnson,,117,127
425,4,0:54.0,S. Johnson misses 2-pt layup from 3 ft (block by I. Rabb),,117,127
426,4,0:51.0,Offensive rebound by S. Johnson,,117,127
427,4,0:50.0,I. Smith misses 3-pt jump shot from 26 ft,,117,127
428,4,0:50.0,,Defensive rebound by D. Davis,117,127
429,4,0:28.0,,M. Brooks makes 3-pt jump shot from 26 ft,117,130
430,4,0:20.0,S. Johnson misses 3-pt jump shot from 28 ft,,117,130
431,4,0:16.0,Offensive rebound by A. Drummond,,117,130
432,4,0:16.0,A. Drummond misses 2-pt layup at rim,,117,130
433,4,0:16.0,,Defensive rebound by K. Simmons,117,130
