,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CHICAGO_ACTION,WASHINGTON_SCORE,CHICAGO_SCORE
26,1,8:14.0,K. Oubre misses 3-pt jump shot from 25 ft,,9,2
27,1,8:10.0,,Defensive rebound by R. Lopez,9,2
28,1,8:03.0,,J. Grant makes 3-pt jump shot from 25 ft,9,5
29,1,7:39.0,M. Gortat makes 2-pt layup from 1 ft,,11,5
30,1,7:25.0,,J. Holiday misses 3-pt jump shot from 24 ft,11,5
31,1,7:21.0,,Offensive rebound by J. Grant,11,5
32,1,7:20.0,Offensive charge foul by L. Markkanen (drawn by M. Gortat),,11,5
33,1,7:20.0,,Turnover by L. Markkanen (offensive foul),11,5
34,1,6:53.0,O. Porter misses 3-pt jump shot from 25 ft,,11,5
35,1,6:51.0,,Defensive rebound by J. Holiday,11,5
36,1,6:46.0,,Turnover by J. Holiday (bad pass; steal by M. Gortat),11,5
37,1,6:42.0,T. Satoranský makes 2-pt layup at rim (assist by O. Porter),,13,5
38,1,6:20.0,,R. Lopez misses 2-pt hook shot from 3 ft,13,5
39,1,6:18.0,Defensive rebound by O. Porter,,13,5
40,1,6:06.0,T. Satoranský makes 3-pt jump shot from 22 ft (assist by M. Gortat),,16,5
41,1,5:51.0,,J. Holiday makes 2-pt jump shot from 15 ft (assist by R. Lopez),16,7
42,1,5:33.0,T. Satoranský makes 3-pt jump shot from 25 ft (assist by M. Gortat),,19,7
43,1,5:21.0,,Turnover by J. Grant (out of bounds lost ball),19,7
44,1,5:21.0,,D. Nwaba enters the game for D. Valentine,19,7
45,1,5:05.0,B. Beal misses 3-pt jump shot from 25 ft,,19,7
46,1,5:01.0,,Defensive rebound by J. Grant,19,7
47,1,4:57.0,,Shooting foul by T. Satoranský (drawn by J. Grant),19,7
48,1,4:57.0,,J. Grant makes free throw 1 of 2,19,8
49,1,4:57.0,M. Scott enters the game for O. Porter,,19,8
50,1,4:57.0,,J. Grant makes free throw 2 of 2,19,9
51,1,4:31.0,K. Oubre misses 2-pt jump shot from 22 ft,,19,9
52,1,4:28.0,,Defensive rebound by D. Nwaba,19,9
53,1,4:25.0,,L. Markkanen misses 3-pt jump shot from 24 ft,19,9
54,1,4:21.0,,Offensive rebound by J. Grant,19,9
55,1,4:18.0,,D. Nwaba makes 2-pt dunk at rim (assist by J. Grant),19,11
56,1,3:59.0,Washington full timeout,,19,11
57,1,3:55.0,Personal foul by D. Nwaba (drawn by K. Oubre),,19,11
58,1,3:50.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by M. Gortat),,22,11
59,1,3:33.0,,L. Markkanen misses 2-pt hook shot from 4 ft,22,11
60,1,3:31.0,Defensive rebound by M. Gortat,,22,11
61,1,3:21.0,M. Scott misses 3-pt jump shot from 23 ft,,22,11
62,1,3:16.0,Offensive rebound by M. Gortat,,22,11
63,1,3:13.0,K. Oubre misses 3-pt jump shot from 26 ft,,22,11
64,1,3:09.0,,Defensive rebound by L. Markkanen,22,11
65,1,3:05.0,,L. Markkanen misses 3-pt jump shot from 25 ft,22,11
66,1,3:05.0,Defensive rebound by M. Gortat,,22,11
67,1,2:50.0,Turnover by B. Beal (bad pass; steal by J. Holiday),,22,11
68,1,2:46.0,,Shooting foul by M. Scott (drawn by J. Grant),22,11
69,1,2:46.0,,J. Grant makes free throw 1 of 2,22,12
70,1,2:46.0,,B. Portis enters the game for L. Markkanen,22,12
71,1,2:46.0,T. Frazier enters the game for B. Beal,,22,12
72,1,2:46.0,J. Meeks enters the game for T. Satoranský,,22,12
73,1,2:46.0,,J. Grant makes free throw 2 of 2,22,13
74,1,2:33.0,T. Frazier misses 3-pt jump shot from 22 ft,,22,13
75,1,2:27.0,,Defensive rebound by B. Portis,22,13
76,1,2:16.0,,D. Nwaba misses 3-pt jump shot from 25 ft,22,13
77,1,2:14.0,Defensive rebound by M. Gortat,,22,13
78,1,2:05.0,M. Scott misses 2-pt jump shot from 4 ft,,22,13
79,1,2:04.0,,Defensive rebound by J. Holiday,22,13
80,1,1:53.0,,B. Portis makes 2-pt jump shot from 19 ft,22,15
81,1,1:34.0,J. Meeks misses 2-pt jump shot from 13 ft,,22,15
82,1,1:32.0,,Defensive rebound by R. Lopez,22,15
83,1,1:27.0,,D. Nwaba makes 2-pt layup from 2 ft (assist by R. Lopez),22,17
84,1,1:13.0,M. Scott makes 3-pt jump shot from 26 ft (assist by T. Frazier),,25,17
85,1,0:54.0,,J. Grant misses 2-pt jump shot from 6 ft,25,17
86,1,0:53.0,Defensive rebound by J. Meeks,,25,17
87,1,0:47.0,K. Oubre misses 2-pt jump shot from 6 ft,,25,17
88,1,0:47.0,,Defensive rebound by B. Portis,25,17
89,1,0:42.0,,J. Holiday makes 2-pt layup from 2 ft (assist by B. Portis),25,19
90,1,0:28.0,T. Frazier makes 3-pt jump shot from 24 ft,,28,19
91,1,0:08.0,,B. Portis makes 3-pt jump shot from 24 ft (assist by J. Grant),28,22
92,1,0:02.0,T. Frazier makes 2-pt layup from 6 ft,,30,22
93,2,11:46.0,,B. Portis misses 3-pt jump shot from 22 ft,30,22
94,2,11:42.0,Defensive rebound by K. Oubre,,30,22
95,2,11:32.0,J. Meeks makes 2-pt jump shot from 17 ft (assist by M. Scott),,32,22
96,2,11:25.0,,Personal foul by T. Frazier (drawn by R. Arcidiacono),32,22
97,2,11:19.0,,B. Portis makes 2-pt jump shot from 19 ft (assist by D. Valentine),32,24
98,2,10:58.0,J. Meeks makes 2-pt layup from 1 ft (assist by T. Frazier),,34,24
99,2,10:45.0,,Personal foul by I. Mahinmi (drawn by B. Portis),34,24
100,2,10:33.0,,B. Portis makes 2-pt hook shot from 5 ft,34,26
101,2,10:17.0,M. Scott makes 2-pt layup from 1 ft (assist by T. Frazier),,36,26
102,2,10:07.0,,B. Portis misses 3-pt jump shot from 24 ft,36,26
103,2,10:05.0,Defensive rebound by J. Meeks,,36,26
104,2,9:45.0,K. Oubre misses 3-pt jump shot from 25 ft,,36,26
105,2,9:43.0,Offensive rebound by M. Scott,,36,26
106,2,9:43.0,Shooting foul by R. Arcidiacono (drawn by M. Scott),,36,26
107,2,9:43.0,M. Scott misses free throw 1 of 2,,36,26
108,2,9:43.0,Offensive rebound by Team,,36,26
109,2,9:43.0,M. Scott makes free throw 2 of 2,,37,26
110,2,9:28.0,,Personal foul by M. Scott (drawn by B. Portis),37,26
111,2,9:28.0,O. Porter enters the game for K. Oubre,,37,26
112,2,9:14.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by D. Nwaba),37,29
113,2,8:51.0,Washington full timeout,,37,29
114,2,8:51.0,C. McCullough enters the game for T. Frazier,,37,29
115,2,8:33.0,Turnover by M. Scott (lost ball; steal by P. Zipser),,37,29
116,2,8:29.0,,P. Zipser makes 3-pt jump shot from 25 ft (assist by D. Valentine),37,32
117,2,8:06.0,Shooting foul by D. Valentine (drawn by C. McCullough),,37,32
118,2,8:06.0,C. McCullough makes free throw 1 of 2,,38,32
119,2,8:06.0,C. McCullough makes free throw 2 of 2,,39,32
120,2,8:06.0,B. Beal enters the game for J. Meeks,,39,32
121,2,7:54.0,,D. Valentine misses 2-pt jump shot from 3 ft,39,32
122,2,7:51.0,Defensive rebound by I. Mahinmi,,39,32
123,2,7:41.0,Turnover by O. Porter (bad pass; steal by B. Portis),,39,32
124,2,7:36.0,,R. Arcidiacono misses 3-pt jump shot from 24 ft,39,32
125,2,7:33.0,Defensive rebound by M. Scott,,39,32
126,2,7:22.0,M. Scott makes 2-pt layup from 1 ft (assist by B. Beal),,41,32
127,2,7:03.0,,D. Nwaba makes 2-pt layup from 1 ft,41,34
128,2,6:44.0,O. Porter misses 2-pt jump shot from 20 ft,,41,34
129,2,6:41.0,,Defensive rebound by R. Arcidiacono,41,34
130,2,6:38.0,,D. Valentine makes 2-pt layup at rim (assist by R. Arcidiacono),41,36
131,2,6:23.0,B. Beal misses 2-pt layup from 3 ft (block by P. Zipser),,41,36
132,2,6:20.0,,Defensive rebound by D. Valentine,41,36
133,2,6:20.0,,Shooting foul by I. Mahinmi (drawn by D. Nwaba),41,36
134,2,6:20.0,,D. Nwaba misses free throw 1 of 2,41,36
135,2,6:20.0,,Offensive rebound by Team,41,36
136,2,6:20.0,,J. Grant enters the game for R. Arcidiacono,41,36
137,2,6:20.0,,L. Markkanen enters the game for P. Zipser,41,36
138,2,6:20.0,T. Satoranský enters the game for I. Mahinmi,,41,36
139,2,6:20.0,M. Gortat enters the game for C. McCullough,,41,36
140,2,6:20.0,,D. Nwaba makes free throw 2 of 2,41,37
141,2,6:05.0,B. Beal makes 2-pt jump shot from 18 ft,,43,37
142,2,5:53.0,,D. Valentine misses 3-pt jump shot from 25 ft,43,37
143,2,5:53.0,Defensive rebound by Team,,43,37
144,2,5:38.0,O. Porter misses 3-pt jump shot from 25 ft,,43,37
145,2,5:35.0,,Defensive rebound by L. Markkanen,43,37
146,2,5:31.0,,D. Valentine makes 3-pt jump shot from 22 ft (assist by J. Grant),43,40
147,2,5:30.0,Washington full timeout,,43,40
148,2,5:30.0,,J. Holiday enters the game for D. Nwaba,43,40
149,2,5:30.0,K. Oubre enters the game for M. Scott,,43,40
150,2,5:10.0,K. Oubre misses 3-pt jump shot from 25 ft,,43,40
151,2,5:05.0,,Defensive rebound by J. Grant,43,40
152,2,4:57.0,,Personal foul by O. Porter (drawn by J. Holiday),43,40
153,2,4:57.0,,J. Holiday makes free throw 1 of 2,43,41
154,2,4:57.0,,J. Holiday misses free throw 2 of 2,43,41
155,2,4:54.0,Defensive rebound by M. Gortat,,43,41
156,2,4:39.0,O. Porter makes 2-pt jump shot from 22 ft (assist by T. Satoranský),,45,41
157,2,4:21.0,,L. Markkanen misses 2-pt layup from 2 ft,45,41
158,2,4:16.0,,Offensive rebound by B. Portis,45,41
159,2,4:16.0,,B. Portis misses 2-pt layup at rim,45,41
160,2,4:15.0,,Offensive rebound by L. Markkanen,45,41
161,2,4:14.0,,L. Markkanen makes 2-pt layup from 2 ft,45,43
162,2,3:51.0,T. Satoranský makes 2-pt layup from 1 ft (assist by M. Gortat),,47,43
163,2,3:37.0,,Turnover by B. Portis (bad pass; steal by O. Porter),47,43
164,2,3:34.0,T. Satoranský makes 2-pt dunk at rim (assist by O. Porter),,49,43
165,2,3:34.0,,Chicago full timeout,49,43
166,2,3:34.0,,R. Lopez enters the game for B. Portis,49,43
167,2,3:10.0,,Turnover by Team (shot clock),49,43
168,2,2:56.0,Turnover by B. Beal (bad pass; steal by J. Grant),,49,43
169,2,2:45.0,,L. Markkanen misses 2-pt jump shot from 12 ft,49,43
170,2,2:42.0,Defensive rebound by O. Porter,,49,43
171,2,2:22.0,B. Beal misses 2-pt layup from 2 ft,,49,43
172,2,2:19.0,,Defensive rebound by R. Lopez,49,43
173,2,2:15.0,,D. Valentine misses 3-pt jump shot from 25 ft,49,43
174,2,2:15.0,Defensive rebound by M. Gortat,,49,43
175,2,2:07.0,Turnover by T. Satoranský (lost ball; steal by J. Holiday),,49,43
176,2,2:03.0,,Turnover by L. Markkanen (lost ball; steal by B. Beal),49,43
177,2,1:58.0,Turnover by K. Oubre (lost ball; steal by D. Valentine),,49,43
178,2,1:54.0,,L. Markkanen misses 3-pt jump shot from 25 ft,49,43
179,2,1:51.0,Defensive rebound by T. Satoranský,,49,43
180,2,1:40.0,B. Beal makes 2-pt jump shot from 9 ft,,51,43
181,2,1:28.0,,R. Lopez misses 2-pt jump shot from 19 ft,51,43
182,2,1:26.0,Defensive rebound by O. Porter,,51,43
183,2,1:19.0,O. Porter makes 2-pt layup from 2 ft,,53,43
184,2,1:19.0,Shooting foul by R. Lopez (drawn by O. Porter),,53,43
185,2,1:19.0,,D. Nwaba enters the game for D. Valentine,53,43
186,2,1:19.0,O. Porter makes free throw 1 of 1,,54,43
187,2,0:58.0,,J. Holiday makes 2-pt jump shot from 16 ft (assist by J. Grant),54,45
188,2,0:44.0,M. Gortat makes 2-pt jump shot from 12 ft (assist by B. Beal),,56,45
189,2,0:38.0,,Personal block foul by M. Gortat (drawn by J. Grant),56,45
190,2,0:38.0,,J. Grant misses free throw 1 of 2,56,45
191,2,0:38.0,,Offensive rebound by Team,56,45
192,2,0:38.0,,J. Grant makes free throw 2 of 2,56,46
193,2,0:31.0,B. Beal misses 3-pt jump shot from 25 ft,,56,46
194,2,0:28.0,,Defensive rebound by L. Markkanen,56,46
195,2,0:07.0,,L. Markkanen misses 2-pt jump shot from 18 ft,56,46
196,2,0:04.0,Defensive rebound by K. Oubre,,56,46
197,2,0:00.0,K. Oubre misses 2-pt jump shot from 8 ft,,56,46
198,2,0:00.0,,Defensive rebound by L. Markkanen,56,46
199,3,11:42.0,,Turnover by R. Lopez (lost ball; steal by M. Gortat),56,46
200,3,11:21.0,M. Gortat misses 2-pt jump shot from 21 ft,,56,46
201,3,11:19.0,Offensive rebound by Team,,56,46
202,3,11:10.0,M. Gortat misses 2-pt hook shot from 5 ft,,56,46
203,3,11:06.0,Offensive rebound by O. Porter,,56,46
204,3,11:06.0,O. Porter misses 2-pt layup at rim,,56,46
205,3,11:05.0,,Defensive rebound by L. Markkanen,56,46
206,3,10:59.0,,R. Lopez makes 2-pt layup from 1 ft (assist by J. Grant),56,48
207,3,10:33.0,O. Porter makes 2-pt jump shot from 12 ft (assist by K. Oubre),,58,48
208,3,10:13.0,,L. Markkanen makes 2-pt jump shot from 8 ft,58,50
209,3,9:51.0,M. Gortat misses 2-pt layup from 1 ft,,58,50
210,3,9:51.0,,Defensive rebound by Team,58,50
211,3,9:40.0,,Turnover by D. Valentine (bad pass),58,50
212,3,9:30.0,B. Beal makes 2-pt layup from 2 ft,,60,50
213,3,9:30.0,Shooting foul by J. Grant (drawn by B. Beal),,60,50
214,3,9:30.0,B. Beal makes free throw 1 of 1,,61,50
215,3,9:11.0,,Turnover by R. Lopez (bad pass; steal by M. Gortat),61,50
216,3,9:00.0,K. Oubre makes 3-pt jump shot from 26 ft (assist by B. Beal),,64,50
217,3,8:58.0,,Chicago full timeout,64,50
218,3,8:45.0,,D. Valentine misses 3-pt jump shot from 26 ft,64,50
219,3,8:40.0,,Offensive rebound by J. Grant,64,50
220,3,8:39.0,,L. Markkanen makes 2-pt layup from 3 ft (assist by D. Valentine),64,52
221,3,8:39.0,,Shooting foul by M. Gortat (drawn by L. Markkanen),64,52
222,3,8:39.0,,L. Markkanen makes free throw 1 of 1,64,53
223,3,8:24.0,T. Satoranský misses 3-pt jump shot from 23 ft,,64,53
224,3,8:24.0,,Defensive rebound by D. Valentine,64,53
225,3,8:18.0,,D. Valentine misses 2-pt layup from 1 ft,64,53
226,3,8:18.0,Defensive rebound by K. Oubre,,64,53
227,3,8:10.0,T. Satoranský makes 2-pt layup at rim (assist by O. Porter),,66,53
228,3,7:48.0,,D. Valentine misses 3-pt jump shot from 23 ft,66,53
229,3,7:48.0,,Offensive rebound by L. Markkanen,66,53
230,3,7:39.0,,Turnover by R. Lopez (lost ball; steal by B. Beal),66,53
231,3,7:36.0,B. Beal misses 3-pt jump shot from 25 ft,,66,53
232,3,7:36.0,Offensive rebound by T. Satoranský,,66,53
233,3,7:31.0,K. Oubre misses 3-pt jump shot from 25 ft,,66,53
234,3,7:31.0,,Defensive rebound by D. Valentine,66,53
235,3,7:19.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by J. Grant),66,56
236,3,6:58.0,,D. Nwaba enters the game for D. Valentine,66,56
237,3,6:55.0,O. Porter makes 3-pt jump shot from 23 ft (assist by K. Oubre),,69,56
238,3,6:28.0,,L. Markkanen misses 3-pt jump shot from 26 ft,69,56
239,3,6:28.0,,Offensive rebound by Team,69,56
240,3,6:28.0,,Turnover by Team (shot clock),69,56
241,3,6:07.0,Turnover by B. Beal (bad pass; steal by L. Markkanen),,69,56
242,3,6:05.0,,Shooting foul by B. Beal (drawn by D. Nwaba),69,56
243,3,6:05.0,,D. Nwaba makes free throw 1 of 2,69,57
244,3,6:05.0,,D. Nwaba makes free throw 2 of 2,69,58
245,3,5:51.0,M. Gortat misses 2-pt layup from 3 ft,,69,58
246,3,5:49.0,,Defensive rebound by J. Grant,69,58
247,3,5:44.0,,J. Grant misses 2-pt jump shot from 14 ft,69,58
248,3,5:44.0,Defensive rebound by M. Gortat,,69,58
249,3,5:31.0,Turnover by B. Beal (bad pass; steal by L. Markkanen),,69,58
250,3,5:25.0,,D. Nwaba misses 2-pt layup from 2 ft (block by O. Porter),69,58
251,3,5:23.0,Defensive rebound by K. Oubre,,69,58
252,3,5:23.0,Personal foul by J. Grant (drawn by K. Oubre),,69,58
253,3,5:10.0,Turnover by M. Gortat (bad pass; steal by J. Holiday),,69,58
254,3,5:08.0,,Personal foul by T. Satoranský (drawn by L. Markkanen),69,58
255,3,5:02.0,,L. Markkanen misses 3-pt jump shot from 25 ft,69,58
256,3,4:58.0,Defensive rebound by K. Oubre,,69,58
257,3,4:48.0,K. Oubre misses 3-pt jump shot from 24 ft,,69,58
258,3,4:44.0,,Defensive rebound by D. Nwaba,69,58
259,3,4:25.0,,R. Lopez makes 2-pt jump shot from 22 ft (assist by J. Holiday),69,60
260,3,3:59.0,T. Satoranský makes 2-pt jump shot from 7 ft (assist by B. Beal),,71,60
261,3,3:46.0,,R. Lopez makes 2-pt jump shot from 8 ft (assist by J. Grant),71,62
262,3,3:46.0,Washington full timeout,,71,62
263,3,3:46.0,M. Scott enters the game for O. Porter,,71,62
264,3,3:21.0,B. Beal misses 3-pt jump shot from 22 ft,,71,62
265,3,3:21.0,,Defensive rebound by L. Markkanen,71,62
266,3,3:06.0,,L. Markkanen makes 2-pt jump shot from 17 ft (assist by D. Nwaba),71,64
267,3,2:44.0,M. Scott misses 3-pt jump shot from 24 ft,,71,64
268,3,2:42.0,Offensive rebound by M. Gortat,,71,64
269,3,2:39.0,M. Scott makes 2-pt jump shot from 4 ft (assist by T. Satoranský),,73,64
270,3,2:39.0,Shooting foul by D. Nwaba (drawn by M. Scott),,73,64
271,3,2:39.0,J. Meeks enters the game for B. Beal,,73,64
272,3,2:39.0,M. Scott makes free throw 1 of 1,,74,64
273,3,2:21.0,,R. Lopez makes 2-pt hook shot from 2 ft,74,66
274,3,2:03.0,T. Satoranský makes 3-pt jump shot from 25 ft (assist by J. Meeks),,77,66
275,3,1:57.0,,Personal foul by M. Scott (drawn by D. Nwaba),77,66
276,3,1:57.0,,B. Portis enters the game for L. Markkanen,77,66
277,3,1:47.0,,Personal foul by K. Oubre (drawn by J. Holiday),77,66
278,3,1:47.0,,J. Holiday makes free throw 1 of 2,77,67
279,3,1:47.0,,J. Holiday makes free throw 2 of 2,77,68
280,3,1:30.0,Turnover by K. Oubre (out of bounds lost ball),,77,68
281,3,1:19.0,,R. Lopez makes 2-pt hook shot from 6 ft (assist by J. Grant),77,70
282,3,1:03.0,M. Scott misses 2-pt jump shot from 17 ft,,77,70
283,3,1:00.0,,Defensive rebound by R. Lopez,77,70
284,3,0:55.0,,Turnover by R. Lopez (traveling),77,70
285,3,0:35.0,Shooting foul by J. Holiday (drawn by K. Oubre),,77,70
286,3,0:35.0,K. Oubre makes free throw 1 of 2,,78,70
287,3,0:35.0,K. Oubre makes free throw 2 of 2,,79,70
288,3,0:29.0,,J. Grant misses 2-pt layup from 2 ft,79,70
289,3,0:27.0,Defensive rebound by M. Scott,,79,70
290,3,0:08.0,J. Meeks makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,82,70
291,3,0:00.0,,J. Holiday misses 3-pt jump shot from 25 ft,82,70
292,3,0:00.0,,Offensive rebound by Team,82,70
293,4,11:42.0,J. Meeks misses 3-pt jump shot from 25 ft,,82,70
294,4,11:40.0,,Defensive rebound by D. Valentine,82,70
295,4,11:34.0,,Personal foul by J. Smith (drawn by B. Portis),82,70
296,4,11:29.0,,B. Portis makes 2-pt jump shot from 15 ft,82,72
297,4,11:12.0,J. Smith makes 2-pt jump shot from 12 ft (assist by J. Meeks),,84,72
298,4,10:52.0,,B. Portis makes 2-pt jump shot from 20 ft,84,74
299,4,10:38.0,M. Scott makes 3-pt jump shot from 22 ft (assist by J. Smith),,87,74
300,4,10:16.0,,D. Nwaba makes 2-pt layup from 1 ft (assist by R. Arcidiacono),87,76
301,4,10:16.0,,Shooting foul by J. Meeks (drawn by D. Nwaba),87,76
302,4,10:16.0,,D. Nwaba makes free throw 1 of 1,87,77
303,4,9:56.0,M. Scott misses 3-pt jump shot from 25 ft,,87,77
304,4,9:53.0,,Defensive rebound by D. Valentine,87,77
305,4,9:47.0,,B. Portis misses 3-pt jump shot from 26 ft,87,77
306,4,9:42.0,Defensive rebound by J. Meeks,,87,77
307,4,9:35.0,K. Oubre makes 3-pt jump shot from 23 ft (assist by T. Satoranský),,90,77
308,4,9:23.0,,D. Valentine misses 2-pt jump shot from 23 ft,90,77
309,4,9:21.0,Defensive rebound by M. Scott,,90,77
310,4,9:11.0,Personal foul by D. Valentine (drawn by K. Oubre),,90,77
311,4,9:01.0,J. Smith misses 2-pt jump shot from 15 ft,,90,77
312,4,8:59.0,,Defensive rebound by P. Zipser,90,77
313,4,8:52.0,,Turnover by R. Arcidiacono (bad pass),90,77
314,4,8:41.0,Turnover by J. Meeks (bad pass; steal by P. Zipser),,90,77
315,4,8:35.0,,D. Valentine makes 2-pt layup from 3 ft (assist by R. Arcidiacono),90,79
316,4,8:15.0,J. Smith makes 2-pt layup at rim (assist by T. Satoranský),,92,79
317,4,8:15.0,Shooting foul by B. Portis (drawn by J. Smith),,92,79
318,4,8:15.0,,L. Markkanen enters the game for R. Arcidiacono,92,79
319,4,8:15.0,B. Beal enters the game for K. Oubre,,92,79
320,4,8:15.0,J. Smith makes free throw 1 of 1,,93,79
321,4,7:57.0,,L. Markkanen misses 2-pt layup from 3 ft,93,79
322,4,7:57.0,Defensive rebound by M. Scott,,93,79
323,4,7:57.0,Personal foul by L. Markkanen (drawn by M. Scott),,93,79
324,4,7:47.0,J. Smith makes 2-pt jump shot from 18 ft (assist by B. Beal),,95,79
325,4,7:46.0,,Chicago full timeout,95,79
326,4,7:29.0,,P. Zipser makes 2-pt jump shot from 21 ft,95,81
327,4,7:07.0,M. Scott misses 3-pt jump shot from 25 ft,,95,81
328,4,7:04.0,,Defensive rebound by D. Nwaba,95,81
329,4,7:00.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by D. Nwaba),95,84
330,4,6:39.0,J. Meeks makes 2-pt jump shot from 3 ft (assist by J. Smith),,97,84
331,4,6:25.0,,B. Portis misses 3-pt jump shot from 26 ft,97,84
332,4,6:25.0,,Offensive rebound by D. Nwaba,97,84
333,4,6:19.0,,D. Nwaba misses 2-pt layup at rim,97,84
334,4,6:18.0,Defensive rebound by J. Meeks,,97,84
335,4,6:15.0,Personal foul by B. Portis (drawn by J. Meeks),,97,84
336,4,6:15.0,,J. Grant enters the game for D. Nwaba,97,84
337,4,6:15.0,,J. Holiday enters the game for P. Zipser,97,84
338,4,5:58.0,B. Beal misses 2-pt jump shot from 21 ft,,97,84
339,4,5:58.0,,Defensive rebound by D. Valentine,97,84
340,4,5:50.0,Violation by B. Beal (kicked ball),,97,84
341,4,5:50.0,O. Porter enters the game for J. Meeks,,97,84
342,4,5:45.0,,Offensive foul by B. Portis (drawn by J. Smith),97,84
343,4,5:45.0,,Turnover by B. Portis (offensive foul),97,84
344,4,5:33.0,O. Porter misses 3-pt jump shot from 22 ft,,97,84
345,4,5:30.0,,Defensive rebound by L. Markkanen,97,84
346,4,5:23.0,,J. Grant makes 3-pt jump shot from 26 ft,97,87
347,4,5:01.0,B. Beal misses 3-pt jump shot from 24 ft,,97,87
348,4,4:57.0,,Defensive rebound by L. Markkanen,97,87
349,4,4:47.0,,J. Holiday misses 3-pt jump shot from 25 ft,97,87
350,4,4:42.0,Defensive rebound by O. Porter,,97,87
351,4,4:29.0,Offensive foul by J. Smith (drawn by B. Portis),,97,87
352,4,4:29.0,Turnover by J. Smith (offensive foul),,97,87
353,4,4:29.0,M. Gortat enters the game for J. Smith,,97,87
354,4,4:14.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by D. Valentine),97,90
355,4,4:12.0,Washington full timeout,,97,90
356,4,3:51.0,Turnover by T. Satoranský (bad pass; steal by J. Holiday),,97,90
357,4,3:40.0,,L. Markkanen misses 3-pt jump shot from 25 ft,97,90
358,4,3:37.0,Defensive rebound by T. Satoranský,,97,90
359,4,3:25.0,T. Satoranský makes 3-pt jump shot from 26 ft (assist by M. Gortat),,100,90
360,4,3:24.0,,Chicago full timeout,100,90
361,4,3:24.0,K. Oubre enters the game for M. Scott,,100,90
362,4,3:11.0,,L. Markkanen misses 2-pt layup from 1 ft,100,90
363,4,3:05.0,,Offensive rebound by B. Portis,100,90
364,4,3:05.0,,B. Portis misses 2-pt layup at rim,100,90
365,4,3:04.0,Defensive rebound by B. Beal,,100,90
366,4,2:51.0,B. Beal misses 3-pt jump shot from 25 ft,,100,90
367,4,2:51.0,Offensive rebound by B. Beal,,100,90
368,4,2:35.0,,Technical foul by B. Portis,100,90
369,4,2:35.0,,P. Zipser enters the game for B. Portis,100,90
370,4,2:35.0,J. Meeks enters the game for T. Satoranský,,100,90
371,4,2:35.0,J. Meeks misses flagrant free throw 1 of 2,,100,90
372,4,2:35.0,Offensive rebound by Team,,100,90
373,4,2:35.0,J. Meeks makes flagrant free throw 2 of 2,,101,90
374,4,2:15.0,K. Oubre misses 3-pt jump shot from 25 ft,,101,90
375,4,2:11.0,,Defensive rebound by P. Zipser,101,90
376,4,1:54.0,,L. Markkanen misses 3-pt jump shot from 24 ft,101,90
377,4,1:51.0,Defensive rebound by O. Porter,,101,90
378,4,1:28.0,B. Beal misses 3-pt jump shot from 25 ft,,101,90
