,QUARTER,TIME_REMAINING,NEW YORK_ACTION,LA LAKERS_ACTION,NEW YORK_SCORE,LA LAKERS_SCORE
181,2,3:49.0,,B. Ingram misses 2-pt jump shot from 16 ft,51,57
182,2,3:45.0,Defensive rebound by J. Jack,,51,57
183,2,3:43.0,T. Hardaway misses 2-pt layup from 2 ft (block by J. Hart),,51,57
184,2,3:39.0,Offensive rebound by E. Freedom,,51,57
185,2,3:37.0,T. Hardaway misses 3-pt jump shot from 22 ft,,51,57
186,2,3:37.0,,Defensive rebound by L. Nance,51,57
187,2,3:20.0,,L. Nance misses 2-pt layup from 2 ft,51,57
188,2,3:20.0,Defensive rebound by Team,,51,57
189,2,3:20.0,,Loose ball foul by L. Nance (drawn by L. Thomas),51,57
190,2,3:20.0,,B. Lopez enters the game for L. Nance,51,57
191,2,3:20.0,W. Hernangómez enters the game for L. Thomas,,51,57
192,2,3:07.0,W. Hernangómez makes 2-pt layup from 2 ft (assist by J. Jack),,53,57
193,2,3:01.0,,LA Lakers full timeout,53,57
194,2,2:46.0,,B. Lopez makes 3-pt jump shot from 24 ft (assist by J. Clarkson),53,60
195,2,2:32.0,Shooting foul by J. Hart (drawn by T. Hardaway),,53,60
196,2,2:32.0,T. Hardaway makes free throw 1 of 2,,54,60
197,2,2:32.0,T. Hardaway misses free throw 2 of 2,,54,60
198,2,2:29.0,,Defensive rebound by J. Clarkson,54,60
199,2,2:19.0,,B. Lopez misses 2-pt jump shot from 2 ft,54,60
200,2,2:15.0,Defensive rebound by W. Hernangómez,,54,60
201,2,2:11.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by W. Hernangómez),,57,60
202,2,1:57.0,,Personal foul by T. Hardaway (drawn by B. Ingram),57,60
203,2,1:57.0,,B. Ingram misses free throw 1 of 2,57,60
204,2,1:57.0,,Offensive rebound by Team,57,60
205,2,1:57.0,,B. Ingram makes free throw 2 of 2,57,61
206,2,1:46.0,T. Hardaway misses 3-pt jump shot from 27 ft,,57,61
207,2,1:41.0,Offensive rebound by J. Jack,,57,61
208,2,1:34.0,E. Freedom misses 2-pt hook shot from 4 ft,,57,61
209,2,1:32.0,,Defensive rebound by B. Lopez,57,61
210,2,1:30.0,,J. Randle makes 2-pt dunk from 1 ft (assist by J. Clarkson),57,63
211,2,1:12.0,J. Jack makes 2-pt jump shot from 17 ft,,59,63
212,2,0:52.0,,B. Ingram misses 2-pt jump shot from 12 ft,59,63
213,2,0:49.0,Defensive rebound by E. Freedom,,59,63
214,2,0:43.0,J. Jack makes 2-pt jump shot from 7 ft,,61,63
215,2,0:35.0,,B. Ingram makes 2-pt dunk from 2 ft (assist by J. Clarkson),61,65
216,2,0:26.0,E. Freedom makes 2-pt hook shot from 2 ft (assist by C. Lee),,63,65
217,2,0:05.0,,J. Clarkson makes 2-pt jump shot from 16 ft,63,67
218,2,0:02.0,J. Jack misses 3-pt jump shot from 25 ft,,63,67
219,2,0:01.0,Offensive rebound by Team,,63,67
220,3,11:39.0,,Turnover by B. Lopez (traveling),63,67
221,3,11:31.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by J. Jack),,66,67
222,3,11:31.0,Shooting foul by J. Hart (drawn by T. Hardaway),,66,67
223,3,11:31.0,T. Hardaway makes free throw 1 of 1,,67,67
224,3,11:16.0,,B. Ingram misses 2-pt jump shot from 19 ft,67,67
225,3,11:12.0,,Offensive rebound by J. Randle,67,67
226,3,11:10.0,,J. Randle makes 2-pt layup from 2 ft,67,69
227,3,10:57.0,Turnover by J. Jack (bad pass; steal by T. Ennis),,67,69
228,3,10:44.0,,B. Ingram misses 2-pt jump shot from 11 ft,67,69
229,3,10:41.0,Defensive rebound by T. Hardaway,,67,69
230,3,10:25.0,T. Hardaway makes 3-pt jump shot from 27 ft (assist by K. Porziņģis),,70,69
231,3,10:11.0,,T. Ennis misses 2-pt layup from 2 ft (block by T. Hardaway),70,69
232,3,10:11.0,Defensive rebound by Team,,70,69
233,3,10:11.0,,A. Caruso enters the game for T. Ennis,70,69
234,3,9:58.0,C. Lee makes 3-pt jump shot from 25 ft,,73,69
235,3,9:58.0,,LA Lakers full timeout,73,69
236,3,9:58.0,,K. Kuzma enters the game for J. Hart,73,69
237,3,9:58.0,,C. Brewer enters the game for B. Lopez,73,69
238,3,9:58.0,,L. Nance enters the game for B. Ingram,73,69
239,3,9:58.0,,J. Clarkson enters the game for J. Randle,73,69
240,3,9:42.0,,L. Nance makes 2-pt jump shot from 20 ft (assist by J. Clarkson),73,71
241,3,9:26.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by J. Jack),,76,71
242,3,9:02.0,,K. Kuzma makes 3-pt jump shot from 23 ft (assist by A. Caruso),76,74
243,3,8:44.0,Shooting foul by K. Kuzma (drawn by K. Porziņģis),,76,74
244,3,8:44.0,K. Porziņģis misses free throw 1 of 2,,76,74
245,3,8:44.0,Offensive rebound by Team,,76,74
246,3,8:44.0,K. Porziņģis makes free throw 2 of 2,,77,74
247,3,8:23.0,,C. Brewer makes 2-pt layup from 2 ft (assist by A. Caruso),77,76
248,3,8:12.0,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by J. Jack),,80,76
249,3,8:00.0,,K. Kuzma makes 2-pt hook shot from 12 ft,80,78
250,3,7:47.0,E. Freedom makes 2-pt layup at rim (assist by J. Jack),,82,78
251,3,7:36.0,,K. Kuzma misses 3-pt jump shot from 25 ft,82,78
252,3,7:34.0,Defensive rebound by E. Freedom,,82,78
253,3,7:28.0,K. Porziņģis makes 2-pt jump shot from 19 ft,,84,78
254,3,7:27.0,,LA Lakers full timeout,84,78
255,3,7:27.0,,J. Randle enters the game for K. Kuzma,84,78
256,3,7:16.0,,J. Clarkson misses 3-pt jump shot from 26 ft,84,78
257,3,7:11.0,,Offensive rebound by A. Caruso,84,78
258,3,6:57.0,,J. Clarkson makes 2-pt jump shot from 16 ft,84,80
259,3,6:27.0,J. Jack misses 2-pt jump shot from 14 ft,,84,80
260,3,6:24.0,,Defensive rebound by A. Caruso,84,80
261,3,6:09.0,,C. Brewer makes 2-pt jump shot from 15 ft (assist by J. Randle),84,82
262,3,5:52.0,C. Lee makes 2-pt jump shot from 3 ft (assist by J. Jack),,86,82
263,3,5:39.0,,J. Randle makes 2-pt dunk from 2 ft (assist by A. Caruso),86,84
264,3,5:18.0,Personal foul by C. Brewer (drawn by T. Hardaway),,86,84
265,3,5:18.0,D. McDermott enters the game for T. Hardaway,,86,84
266,3,5:12.0,Personal foul by J. Clarkson (drawn by K. Porziņģis),,86,84
267,3,4:55.0,J. Jack misses 3-pt jump shot from 26 ft,,86,84
268,3,4:53.0,,Defensive rebound by C. Brewer,86,84
269,3,4:48.0,,A. Caruso makes 3-pt jump shot from 25 ft (assist by C. Brewer),86,87
270,3,4:29.0,C. Lee makes 3-pt jump shot from 22 ft (assist by E. Freedom),,89,87
271,3,4:10.0,,C. Brewer makes 3-pt jump shot from 25 ft (assist by J. Clarkson),89,90
272,3,3:52.0,D. McDermott misses 3-pt jump shot from 25 ft,,89,90
273,3,3:47.0,,Defensive rebound by J. Clarkson,89,90
274,3,3:38.0,,J. Clarkson misses 2-pt jump shot from 15 ft,89,90
275,3,3:36.0,Defensive rebound by K. Porziņģis,,89,90
276,3,3:28.0,J. Jack misses 2-pt jump shot from 5 ft,,89,90
277,3,3:25.0,,Defensive rebound by J. Randle,89,90
278,3,3:25.0,Offensive charge foul by J. Randle (drawn by C. Lee),,89,90
279,3,3:25.0,,Turnover by J. Randle (offensive foul),89,90
280,3,3:25.0,F. Ntilikina enters the game for J. Jack,,89,90
281,3,3:25.0,New York full timeout,,89,90
282,3,3:09.0,Turnover by F. Ntilikina (bad pass; steal by J. Clarkson),,89,90
283,3,3:04.0,,Turnover by J. Clarkson (bad pass; steal by K. Porziņģis),89,90
284,3,3:00.0,D. McDermott misses 3-pt jump shot from 25 ft,,89,90
285,3,2:55.0,,Defensive rebound by J. Clarkson,89,90
286,3,2:34.0,,C. Brewer misses 3-pt jump shot from 23 ft,89,90
287,3,2:31.0,Defensive rebound by E. Freedom,,89,90
288,3,2:25.0,Offensive foul by E. Freedom (drawn by J. Clarkson),,89,90
289,3,2:25.0,Turnover by E. Freedom (offensive foul),,89,90
290,3,2:25.0,K. O'Quinn enters the game for E. Freedom,,89,90
291,3,2:25.0,M. Beasley enters the game for K. Porziņģis,,89,90
292,3,2:05.0,,A. Caruso makes 2-pt layup from 2 ft (assist by J. Clarkson),89,92
293,3,1:46.0,K. O'Quinn misses 2-pt jump shot from 16 ft,,89,92
294,3,1:43.0,,Defensive rebound by C. Brewer,89,92
295,3,1:32.0,,J. Randle misses 2-pt layup from 3 ft (block by K. O'Quinn),89,92
296,3,1:31.0,,Offensive rebound by J. Randle,89,92
297,3,1:31.0,,Shooting foul by M. Beasley (drawn by J. Randle),89,92
298,3,1:31.0,,J. Randle misses free throw 1 of 2,89,92
299,3,1:31.0,,Offensive rebound by Team,89,92
300,3,1:31.0,W. Hernangómez enters the game for M. Beasley,,89,92
301,3,1:31.0,,J. Randle makes free throw 2 of 2,89,93
302,3,1:16.0,C. Lee misses 2-pt jump shot from 17 ft,,89,93
303,3,1:12.0,,Defensive rebound by C. Brewer,89,93
304,3,1:10.0,,J. Clarkson makes 2-pt layup from 2 ft,89,95
305,3,0:45.0,Turnover by W. Hernangómez (bad pass; steal by J. Clarkson),,89,95
306,3,0:40.0,,L. Nance makes 2-pt layup from 2 ft (assist by J. Clarkson),89,97
307,3,0:18.0,F. Ntilikina misses 2-pt jump shot from 15 ft,,89,97
308,3,0:14.0,,Defensive rebound by J. Randle,89,97
309,3,0:03.0,,J. Clarkson misses 3-pt jump shot from 25 ft (block by K. O'Quinn),89,97
310,3,0:01.0,Defensive rebound by Team,,89,97
311,4,11:41.0,K. O'Quinn makes 2-pt layup from 3 ft (assist by W. Hernangómez),,91,97
312,4,11:19.0,,J. Randle makes 2-pt layup from 1 ft (assist by J. Clarkson),91,99
313,4,11:01.0,T. Burke makes 2-pt jump shot from 9 ft (assist by K. O'Quinn),,93,99
314,4,10:50.0,,J. Clarkson makes 2-pt jump shot from 15 ft (assist by J. Randle),93,101
315,4,10:40.0,T. Hardaway misses 2-pt jump shot from 3 ft,,93,101
316,4,10:37.0,,Defensive rebound by J. Randle,93,101
317,4,10:34.0,,Personal foul by W. Hernangómez (drawn by J. Randle),93,101
318,4,10:13.0,,J. Clarkson makes 2-pt jump shot from 15 ft (assist by C. Brewer),93,103
319,4,10:04.0,T. Burke makes 2-pt layup from 1 ft,,95,103
320,4,9:50.0,,L. Nance misses 2-pt jump shot from 21 ft,95,103
321,4,9:48.0,Defensive rebound by W. Hernangómez,,95,103
322,4,9:42.0,K. Porziņģis enters the game for W. Hernangómez,,95,103
323,4,9:29.0,T. Burke misses 2-pt jump shot from 14 ft,,95,103
324,4,9:25.0,,Defensive rebound by J. Randle,95,103
325,4,9:20.0,,L. Nance makes 2-pt dunk from 1 ft (assist by J. Randle),95,105
326,4,9:20.0,New York full timeout,,95,105
327,4,9:20.0,R. Baker enters the game for K. O'Quinn,,95,105
328,4,9:20.0,M. Beasley enters the game for F. Ntilikina,,95,105
329,4,9:09.0,M. Beasley makes 2-pt dunk from 1 ft (assist by T. Burke),,97,105
330,4,8:40.0,,J. Randle makes 2-pt layup from 2 ft,97,107
331,4,8:25.0,M. Beasley makes 2-pt hook shot from 2 ft (assist by T. Burke),,99,107
332,4,8:04.0,,Shooting foul by R. Baker (drawn by J. Clarkson),99,107
333,4,8:04.0,Technical foul by K. Porziņģis,,99,107
334,4,8:04.0,,J. Clarkson makes technical free throw,99,108
335,4,8:04.0,,J. Clarkson makes free throw 1 of 2,99,109
336,4,8:04.0,,J. Clarkson makes free throw 2 of 2,99,110
337,4,7:55.0,Personal foul by A. Caruso (drawn by T. Burke),,99,110
338,4,7:48.0,K. Porziņģis makes 2-pt jump shot from 21 ft (assist by T. Burke),,101,110
339,4,7:48.0,Shooting foul by J. Randle (drawn by K. Porziņģis),,101,110
340,4,7:48.0,K. Porziņģis misses free throw 1 of 1,,101,110
341,4,7:48.0,,Defensive rebound by Team,101,110
342,4,7:26.0,Violation by K. Porziņģis (lane),,101,110
343,4,7:26.0,,J. Clarkson misses 2-pt jump shot from 14 ft,101,110
344,4,7:26.0,Defensive rebound by T. Hardaway,,101,110
345,4,7:26.0,Personal foul by J. Randle (drawn by T. Hardaway),,101,110
346,4,7:14.0,Turnover by M. Beasley (lost ball; steal by J. Clarkson),,101,110
347,4,7:04.0,,J. Randle misses 2-pt layup from 2 ft,101,110
348,4,7:00.0,Defensive rebound by K. Porziņģis,,101,110
349,4,7:00.0,Personal foul by J. Clarkson (drawn by M. Beasley),,101,110
350,4,6:48.0,M. Beasley makes 2-pt jump shot from 11 ft (assist by T. Burke),,103,110
351,4,6:31.0,,C. Brewer misses 3-pt jump shot from 24 ft,103,110
352,4,6:30.0,,Offensive rebound by Team,103,110
353,4,6:30.0,,LA Lakers full timeout,103,110
354,4,6:30.0,,B. Ingram enters the game for C. Brewer,103,110
355,4,6:11.0,,J. Clarkson makes 2-pt jump shot from 4 ft (assist by J. Randle),103,112
356,4,5:56.0,M. Beasley misses 2-pt jump shot from 6 ft,,103,112
357,4,5:50.0,,Defensive rebound by J. Randle,103,112
358,4,5:31.0,,J. Randle makes 2-pt dunk from 2 ft (assist by B. Ingram),103,114
359,4,5:13.0,T. Burke misses 2-pt layup from 1 ft,,103,114
360,4,5:10.0,,Defensive rebound by L. Nance,103,114
361,4,4:50.0,,B. Ingram misses 3-pt jump shot from 26 ft,103,114
362,4,4:49.0,,Offensive rebound by J. Randle,103,114
363,4,4:49.0,,J. Randle makes 2-pt dunk at rim,103,116
364,4,4:49.0,New York full timeout,,103,116
365,4,4:49.0,C. Lee enters the game for M. Beasley,,103,116
366,4,4:49.0,J. Jack enters the game for T. Burke,,103,116
367,4,4:49.0,E. Freedom enters the game for R. Baker,,103,116
368,4,4:38.0,T. Hardaway misses 3-pt jump shot from 26 ft,,103,116
369,4,4:33.0,,Defensive rebound by J. Randle,103,116
370,4,4:15.0,,B. Ingram makes 2-pt jump shot from 1 ft (assist by J. Clarkson),103,118
371,4,4:00.0,K. Porziņģis misses 2-pt hook shot from 15 ft,,103,118
372,4,3:56.0,Offensive rebound by E. Freedom,,103,118
