,QUARTER,TIME_REMAINING,HOUSTON_ACTION,BOSTON_ACTION,HOUSTON_SCORE,BOSTON_SCORE
397,4,5:16.0,,T. Rozier makes free throw 1 of 1,87,86
398,4,4:57.0,J. Harden makes 3-pt jump shot from 25 ft,,90,86
399,4,4:36.0,,J. Tatum makes 2-pt layup from 2 ft (assist by M. Smart),90,88
400,4,4:21.0,J. Harden misses 3-pt jump shot from 26 ft,,90,88
401,4,4:17.0,Offensive rebound by P. Tucker,,90,88
402,4,4:07.0,E. Gordon misses 2-pt layup from 2 ft,,90,88
403,4,4:06.0,Offensive rebound by P. Tucker,,90,88
404,4,4:06.0,P. Tucker makes 2-pt layup at rim,,92,88
405,4,3:52.0,,M. Smart makes 2-pt layup from 1 ft,92,90
406,4,3:36.0,J. Harden misses 2-pt layup from 2 ft,,92,90
407,4,3:34.0,,Defensive rebound by T. Rozier,92,90
408,4,3:29.0,,K. Irving misses 3-pt jump shot from 27 ft,92,90
409,4,3:26.0,Defensive rebound by J. Harden,,92,90
410,4,3:19.0,E. Gordon misses 2-pt layup from 3 ft,,92,90
411,4,3:19.0,,Defensive rebound by Team,92,90
412,4,3:08.0,,Personal foul by T. Ariza (drawn by K. Irving),92,90
413,4,3:08.0,,K. Irving makes free throw 1 of 2,92,91
414,4,3:08.0,,K. Irving misses free throw 2 of 2,92,91
415,4,3:08.0,Defensive rebound by P. Tucker,,92,91
416,4,2:45.0,J. Harden misses 3-pt jump shot from 25 ft,,92,91
417,4,2:42.0,,Defensive rebound by T. Rozier,92,91
418,4,2:40.0,,Boston full timeout,92,91
419,4,2:27.0,,Turnover by A. Horford (bad pass; steal by E. Gordon),92,91
420,4,2:03.0,J. Harden makes 3-pt jump shot from 26 ft,,95,91
421,4,1:48.0,,K. Irving makes 2-pt jump shot from 8 ft,95,93
422,4,1:34.0,J. Harden misses 2-pt layup from 3 ft,,95,93
423,4,1:34.0,,Defensive rebound by Team,95,93
424,4,1:21.0,,K. Irving misses 2-pt layup from 1 ft (block by R. Anderson),95,93
425,4,1:20.0,Defensive rebound by P. Tucker,,95,93
426,4,0:58.0,J. Harden misses 3-pt jump shot from 26 ft (block by J. Tatum),,95,93
427,4,0:57.0,,Defensive rebound by A. Horford,95,93
428,4,0:43.0,,M. Smart misses 3-pt jump shot from 26 ft,95,93
429,4,0:38.0,Defensive rebound by J. Harden,,95,93
430,4,0:29.0,J. Harden misses 3-pt jump shot from 33 ft,,95,93
431,4,0:25.0,,Defensive rebound by J. Tatum,95,93
432,4,0:18.0,,Turnover by K. Irving (lost ball; steal by T. Ariza),95,93
433,4,0:18.0,Personal foul by K. Irving (drawn by P. Tucker),,95,93
434,4,0:18.0,P. Tucker makes free throw 1 of 2,,96,93
435,4,0:18.0,,A. Baynes enters the game for T. Rozier,96,93
436,4,0:18.0,T. Black enters the game for R. Anderson,,96,93
437,4,0:18.0,P. Tucker misses free throw 2 of 2,,96,93
438,4,0:18.0,,Defensive rebound by M. Smart,96,93
439,4,0:18.0,,Boston full timeout,96,93
440,4,0:18.0,,T. Rozier enters the game for A. Baynes,96,93
441,4,0:13.0,,M. Smart makes 2-pt layup from 1 ft,96,95
442,4,0:13.0,Houston full timeout,,96,95
443,4,0:13.0,R. Anderson enters the game for T. Black,,96,95
444,4,0:13.0,Houston full timeout,,96,95
445,4,0:11.0,Personal foul by A. Horford (drawn by J. Harden),,96,95
446,4,0:11.0,J. Harden makes free throw 1 of 2,,97,95
447,4,0:11.0,,A. Baynes enters the game for T. Rozier,97,95
448,4,0:11.0,J. Harden makes free throw 2 of 2,,98,95
449,4,0:11.0,,Boston full timeout,98,95
450,4,0:11.0,,T. Rozier enters the game for A. Baynes,98,95
451,4,0:11.0,T. Black enters the game for R. Anderson,,98,95
452,4,0:07.0,,J. Tatum makes 2-pt dunk at rim (assist by M. Smart),98,97
453,4,0:07.0,Offensive foul by J. Harden (drawn by M. Smart),,98,97
454,4,0:07.0,Turnover by J. Harden (offensive foul),,98,97
455,4,0:03.0,,A. Horford makes 2-pt jump shot from 4 ft,98,99
456,4,0:03.0,Offensive foul by J. Harden (drawn by M. Smart),,98,99
457,4,0:03.0,Turnover by J. Harden (offensive foul),,98,99
458,4,0:02.0,,Personal foul by T. Black (drawn by A. Horford),98,99
459,4,0:02.0,,A. Horford misses free throw 1 of 2,98,99
460,4,0:02.0,,Offensive rebound by Team,98,99
461,4,0:02.0,,A. Horford misses free throw 2 of 2,98,99
462,4,0:00.0,Defensive rebound by E. Gordon,,98,99
463,4,0:00.0,E. Gordon misses 3-pt jump shot from 59 ft,,98,99
464,4,0:00.0,Offensive rebound by Team,,98,99
