,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,INDIANA_ACTION,SACRAMENTO_SCORE,INDIANA_SCORE
381,4,4:55.0,Sacramento full timeout,,63,88
382,4,4:55.0,,I. Anigbogu enters the game for B. Bogdanović,63,88
383,4,4:55.0,,D. Wilkins enters the game for D. Sabonis,63,88
384,4,4:55.0,F. Mason enters the game for J. Jackson,,63,88
385,4,4:55.0,G. Papagiannis enters the game for K. Koufos,,63,88
386,4,4:43.0,D. Fox makes 2-pt jump shot from 8 ft,,65,88
387,4,4:24.0,,D. Wilkins misses 3-pt jump shot from 27 ft,65,88
388,4,4:21.0,,Offensive rebound by L. Stephenson,65,88
389,4,4:20.0,,L. Stephenson misses 2-pt layup from 1 ft,65,88
390,4,4:20.0,,Offensive rebound by T. Leaf,65,88
391,4,4:15.0,,C. Joseph makes 3-pt jump shot from 27 ft (assist by T. Leaf),65,91
392,4,4:00.0,Shooting foul by T. Leaf (drawn by S. Labissière),,65,91
393,4,4:00.0,S. Labissière makes free throw 1 of 2,,66,91
394,4,4:00.0,,J. Young enters the game for C. Joseph,66,91
395,4,4:00.0,S. Labissière makes free throw 2 of 2,,67,91
396,4,3:35.0,,I. Anigbogu misses 2-pt jump shot from 12 ft,67,91
397,4,3:31.0,Defensive rebound by D. Fox,,67,91
398,4,3:30.0,D. Fox makes 2-pt layup from 1 ft,,69,91
399,4,3:30.0,Shooting foul by T. Leaf (drawn by D. Fox),,69,91
400,4,3:30.0,D. Fox misses free throw 1 of 1,,69,91
401,4,3:28.0,Offensive rebound by D. Fox,,69,91
402,4,3:27.0,D. Fox makes 2-pt jump shot from 7 ft,,71,91
403,4,3:05.0,,J. Young misses 2-pt jump shot from 8 ft (block by G. Papagiannis),71,91
404,4,3:05.0,,Offensive rebound by I. Anigbogu,71,91
405,4,3:05.0,,Shooting foul by M. Richardson (drawn by I. Anigbogu),71,91
406,4,3:05.0,,I. Anigbogu makes free throw 1 of 2,71,92
407,4,3:05.0,,I. Anigbogu makes free throw 2 of 2,71,93
408,4,2:50.0,F. Mason makes 2-pt layup at rim (assist by G. Papagiannis),,73,93
409,4,2:42.0,Personal take foul by L. Stephenson (drawn by F. Mason),,73,93
410,4,2:42.0,F. Mason misses free throw 1 of 2,,73,93
411,4,2:42.0,Offensive rebound by Team,,73,93
412,4,2:42.0,F. Mason makes free throw 2 of 2,,74,93
413,4,2:41.0,,Turnover by D. Wilkins (bad pass; steal by D. Fox),74,93
414,4,2:22.0,,L. Stephenson misses 3-pt jump shot from 28 ft,74,93
415,4,2:18.0,Defensive rebound by F. Mason,,74,93
416,4,2:07.0,G. Papagiannis makes 2-pt dunk from 1 ft (assist by D. Fox),,76,93
417,4,2:06.0,,Indiana full timeout,76,93
418,4,2:06.0,,A. Poythress enters the game for L. Stephenson,76,93
419,4,1:56.0,,T. Leaf misses 3-pt jump shot from 26 ft,76,93
420,4,1:53.0,Defensive rebound by G. Papagiannis,,76,93
421,4,1:41.0,G. Papagiannis makes 2-pt dunk at rim (assist by F. Mason),,78,93
422,4,1:29.0,,I. Anigbogu makes 2-pt jump shot from 17 ft (assist by D. Wilkins),78,95
423,4,1:22.0,Personal foul by I. Anigbogu (drawn by F. Mason),,78,95
424,4,1:22.0,F. Mason misses free throw 1 of 2,,78,95
425,4,1:22.0,Offensive rebound by Team,,78,95
426,4,1:22.0,F. Mason makes free throw 2 of 2,,79,95
427,4,1:01.0,,A. Poythress makes 3-pt jump shot from 26 ft (assist by D. Wilkins),79,98
428,4,0:55.0,D. Fox makes 2-pt jump shot from 17 ft,,81,98
429,4,0:48.0,,Turnover by A. Poythress (bad pass; steal by M. Richardson),81,98
430,4,0:44.0,F. Mason makes 2-pt jump shot from 13 ft,,83,98
431,4,0:23.0,,A. Poythress makes 3-pt jump shot from 26 ft (assist by J. Young),83,101
432,4,0:14.0,F. Mason misses 2-pt layup from 1 ft (block by I. Anigbogu),,83,101
433,4,0:13.0,Offensive rebound by Team,,83,101
434,4,0:06.0,F. Mason misses 2-pt jump shot from 19 ft,,83,101
435,4,0:01.0,,Defensive rebound by A. Poythress,83,101
