,QUARTER,TIME_REMAINING,PORTLAND_ACTION,WASHINGTON_ACTION,PORTLAND_SCORE,WASHINGTON_SCORE
384,4,1:57.0,Turnover by D. Lillard (out of bounds lost ball),,98,105
385,4,1:42.0,,B. Beal misses 2-pt layup at rim,98,105
386,4,1:36.0,Defensive rebound by P. Connaughton,,98,105
387,4,1:32.0,,Technical foul by M. Morris,98,105
388,4,1:32.0,J. Nurkić misses flagrant free throw 1 of 2,,98,105
389,4,1:32.0,Offensive rebound by Team,,98,105
390,4,1:32.0,J. Nurkić makes flagrant free throw 2 of 2,,99,105
391,4,1:30.0,C. McCollum makes 3-pt jump shot from 30 ft (assist by P. Connaughton),,102,105
392,4,1:07.0,,B. Beal misses 3-pt jump shot from 24 ft,102,105
393,4,1:01.0,Defensive rebound by C. McCollum,,102,105
394,4,0:57.0,C. McCollum makes 2-pt layup from 1 ft,,104,105
395,4,0:38.0,,B. Beal misses 2-pt layup from 1 ft,104,105
396,4,0:34.0,Defensive rebound by N. Vonleh,,104,105
397,4,0:21.0,C. McCollum makes 2-pt jump shot from 19 ft,,106,105
398,4,0:20.0,,Washington full timeout,106,105
399,4,0:13.0,,Personal foul by D. Lillard (drawn by M. Morris),106,105
400,4,0:06.0,,B. Beal misses 2-pt jump shot from 15 ft,106,105
401,4,0:02.0,Defensive rebound by P. Connaughton,,106,105
402,4,0:02.0,Personal foul by M. Gortat (drawn by P. Connaughton),,106,105
403,4,0:02.0,P. Connaughton makes free throw 1 of 2,,107,105
404,4,0:02.0,P. Connaughton makes free throw 2 of 2,,108,105
405,4,0:02.0,,Washington full timeout,108,105
406,4,0:02.0,,K. Oubre enters the game for M. Morris,108,105
407,4,0:02.0,S. Napier enters the game for N. Vonleh,,108,105
408,4,0:00.0,,B. Beal misses 3-pt jump shot from 27 ft,108,105
409,4,0:00.0,,Offensive rebound by Team,108,105
