,QUARTER,TIME_REMAINING,DALLAS_ACTION,CHICAGO_ACTION,DALLAS_SCORE,CHICAGO_SCORE
83,1,2:46.0,,J. Grant makes free throw 2 of 2,23,17
84,1,2:36.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,23,17
85,1,2:33.0,,Defensive rebound by B. Portis,23,17
86,1,2:28.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by K. Dunn),23,20
87,1,2:08.0,Turnover by J. Barea (bad pass; steal by J. Grant),,23,20
88,1,2:04.0,,D. Valentine misses 2-pt jump shot from 4 ft,23,20
89,1,1:56.0,,Offensive rebound by N. Vonleh,23,20
90,1,1:56.0,,N. Vonleh makes 2-pt layup at rim,23,22
91,1,1:49.0,J. Barea makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),,26,22
92,1,1:41.0,,N. Vonleh misses 3-pt jump shot from 25 ft,26,22
93,1,1:37.0,Defensive rebound by Y. Ferrell,,26,22
94,1,1:30.0,J. Barea misses 2-pt jump shot from 11 ft,,26,22
95,1,1:29.0,Offensive rebound by D. McDermott,,26,22
96,1,1:27.0,D. McDermott misses 2-pt layup at rim,,26,22
97,1,1:26.0,,Defensive rebound by J. Grant,26,22
98,1,1:19.0,,Turnover by K. Dunn (discontinued dribble),26,22
99,1,1:19.0,,C. Payne enters the game for K. Dunn,26,22
100,1,1:02.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),,29,22
101,1,0:48.0,,N. Vonleh misses 2-pt jump shot from 19 ft,29,22
102,1,0:48.0,Defensive rebound by D. Powell,,29,22
103,1,0:32.0,J. Barea misses 2-pt jump shot from 2 ft,,29,22
104,1,0:32.0,,Defensive rebound by Team,29,22
105,1,0:32.0,Loose ball foul by D. Powell (drawn by B. Portis),,29,22
106,1,0:32.0,,B. Portis makes free throw 1 of 2,29,23
107,1,0:32.0,M. Kleber enters the game for D. Powell,,29,23
108,1,0:32.0,,B. Portis makes free throw 2 of 2,29,24
109,1,0:12.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by J. Barea),,32,24
110,1,0:03.0,,D. Valentine misses 3-pt jump shot from 25 ft,32,24
111,1,0:03.0,Defensive rebound by D. McDermott,,32,24
112,2,11:48.0,,Offensive foul by C. Felício (drawn by J. Barea),32,24
113,2,11:48.0,,Turnover by C. Felício (offensive foul),32,24
114,2,11:31.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,32,24
115,2,11:28.0,,Defensive rebound by D. Valentine,32,24
116,2,11:15.0,,B. Portis misses 3-pt jump shot from 25 ft,32,24
117,2,11:15.0,Defensive rebound by Team,,32,24
118,2,11:03.0,Personal foul by D. Valentine (drawn by D. Powell),,32,24
119,2,10:52.0,D. Powell misses 2-pt hook shot from 6 ft,,32,24
120,2,10:49.0,,Defensive rebound by C. Payne,32,24
121,2,10:29.0,,C. Felício misses 2-pt jump shot from 6 ft (block by D. Nowitzki),32,24
122,2,10:26.0,Defensive rebound by D. McDermott,,32,24
123,2,10:12.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),,35,24
124,2,9:57.0,,C. Payne misses 2-pt jump shot from 20 ft,35,24
125,2,9:57.0,Defensive rebound by D. Nowitzki,,35,24
126,2,9:47.0,Turnover by J. Barea (bad pass; steal by C. Payne),,35,24
127,2,9:40.0,,C. Payne makes 2-pt layup at rim (assist by J. Grant),35,26
128,2,9:25.0,D. Powell misses 2-pt jump shot from 20 ft,,35,26
129,2,9:25.0,Offensive rebound by D. McDermott,,35,26
130,2,9:23.0,D. McDermott misses 2-pt layup from 1 ft,,35,26
131,2,9:23.0,Offensive rebound by D. McDermott,,35,26
132,2,9:23.0,Shooting foul by C. Payne (drawn by D. McDermott),,35,26
133,2,9:23.0,D. McDermott makes free throw 1 of 2,,36,26
134,2,9:23.0,,D. Nwaba enters the game for D. Valentine,36,26
135,2,9:23.0,D. McDermott makes free throw 2 of 2,,37,26
136,2,9:10.0,,Turnover by J. Grant (lost ball; steal by Y. Ferrell),37,26
137,2,9:04.0,Y. Ferrell makes 2-pt layup from 1 ft,,39,26
138,2,9:04.0,,Chicago full timeout,39,26
139,2,9:04.0,,Z. LaVine enters the game for J. Grant,39,26
140,2,8:45.0,,C. Payne misses 3-pt jump shot from 26 ft,39,26
141,2,8:44.0,Defensive rebound by Team,,39,26
142,2,8:33.0,D. McDermott misses 2-pt jump shot from 20 ft,,39,26
143,2,8:27.0,Offensive rebound by D. Nowitzki,,39,26
144,2,8:26.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,39,26
145,2,8:24.0,,Defensive rebound by D. Nwaba,39,26
146,2,8:13.0,,B. Portis misses 2-pt jump shot from 17 ft,39,26
147,2,8:09.0,,Offensive rebound by C. Felício,39,26
148,2,8:07.0,,C. Felício makes 2-pt layup at rim,39,28
149,2,7:56.0,J. Barea makes 3-pt jump shot from 25 ft,,42,28
150,2,7:40.0,,Shooting foul by D. Nowitzki (drawn by C. Felício),42,28
151,2,7:40.0,D. Smith enters the game for Y. Ferrell,,42,28
152,2,7:40.0,,C. Felício makes free throw 1 of 2,42,29
153,2,7:40.0,,K. Dunn enters the game for B. Portis,42,29
154,2,7:40.0,,L. Markkanen enters the game for C. Payne,42,29
155,2,7:40.0,,C. Felício makes free throw 2 of 2,42,30
156,2,7:15.0,J. Barea misses 3-pt jump shot from 25 ft,,42,30
157,2,7:12.0,,Defensive rebound by L. Markkanen,42,30
158,2,7:02.0,,Z. LaVine makes 2-pt jump shot from 15 ft,42,32
159,2,6:48.0,D. McDermott misses 2-pt jump shot from 18 ft,,42,32
160,2,6:45.0,,Defensive rebound by C. Felício,42,32
161,2,6:38.0,,C. Felício makes 2-pt layup at rim (assist by D. Nwaba),42,34
162,2,6:37.0,Dallas full timeout,,42,34
163,2,6:37.0,H. Barnes enters the game for D. McDermott,,42,34
164,2,6:37.0,W. Matthews enters the game for D. Nowitzki,,42,34
165,2,6:20.0,W. Matthews misses 3-pt jump shot from 25 ft,,42,34
166,2,6:16.0,,Defensive rebound by K. Dunn,42,34
167,2,6:00.0,,K. Dunn misses 3-pt jump shot from 25 ft,42,34
168,2,5:57.0,Defensive rebound by D. Powell,,42,34
169,2,5:41.0,H. Barnes misses 2-pt jump shot from 17 ft,,42,34
170,2,5:38.0,,Defensive rebound by Z. LaVine,42,34
171,2,5:34.0,,L. Markkanen misses 3-pt jump shot from 25 ft,42,34
172,2,5:25.0,,Offensive rebound by D. Nwaba,42,34
173,2,5:25.0,,D. Nwaba makes 2-pt layup at rim,42,36
174,2,5:09.0,H. Barnes misses 3-pt jump shot from 23 ft,,42,36
175,2,5:07.0,,Defensive rebound by C. Felício,42,36
176,2,5:07.0,N. Noel enters the game for D. Powell,,42,36
177,2,4:48.0,,Z. LaVine makes 2-pt layup at rim,42,38
178,2,4:48.0,,Shooting foul by N. Noel (drawn by Z. LaVine),42,38
179,2,4:48.0,,Z. LaVine makes free throw 1 of 1,42,39
180,2,4:30.0,D. Smith makes 2-pt jump shot from 21 ft,,44,39
181,2,4:10.0,,L. Markkanen misses 2-pt hook shot from 6 ft,44,39
182,2,4:07.0,,Offensive rebound by L. Markkanen,44,39
183,2,4:06.0,,L. Markkanen misses 2-pt layup from 3 ft (block by N. Noel),44,39
184,2,4:06.0,,Offensive rebound by L. Markkanen,44,39
185,2,4:02.0,,L. Markkanen misses 2-pt layup from 3 ft,44,39
186,2,4:02.0,Defensive rebound by H. Barnes,,44,39
187,2,3:43.0,W. Matthews misses 2-pt jump shot from 12 ft (block by D. Nwaba),,44,39
188,2,3:40.0,Offensive rebound by W. Matthews,,44,39
189,2,3:39.0,W. Matthews misses 2-pt jump shot from 7 ft,,44,39
190,2,3:39.0,,Defensive rebound by L. Markkanen,44,39
191,2,3:23.0,,Shooting foul by N. Noel (drawn by Z. LaVine),44,39
192,2,3:23.0,,Z. LaVine makes free throw 1 of 2,44,40
193,2,3:23.0,,B. Portis enters the game for C. Felício,44,40
194,2,3:23.0,Y. Ferrell enters the game for J. Barea,,44,40
195,2,3:23.0,,Z. LaVine makes free throw 2 of 2,44,41
196,2,3:14.0,Personal block foul by L. Markkanen (drawn by Y. Ferrell),,44,41
197,2,3:08.0,D. Smith misses 2-pt jump shot from 18 ft,,44,41
198,2,3:03.0,,Defensive rebound by Z. LaVine,44,41
199,2,2:57.0,,D. Nwaba misses 3-pt jump shot from 21 ft,44,41
200,2,2:54.0,Defensive rebound by H. Barnes,,44,41
201,2,2:36.0,H. Barnes makes 2-pt jump shot from 7 ft,,46,41
202,2,2:18.0,,Z. LaVine misses 2-pt jump shot from 13 ft,46,41
203,2,2:15.0,,Offensive rebound by Team,46,41
204,2,2:02.0,,D. Nwaba misses 2-pt jump shot from 7 ft,46,41
205,2,1:59.0,Defensive rebound by N. Noel,,46,41
206,2,1:50.0,H. Barnes misses 2-pt jump shot from 18 ft,,46,41
207,2,1:44.0,,Defensive rebound by K. Dunn,46,41
208,2,1:36.0,,L. Markkanen makes 2-pt layup from 2 ft (assist by Z. LaVine),46,43
209,2,1:18.0,Turnover by Y. Ferrell (bad pass; steal by Z. LaVine),,46,43
210,2,1:14.0,,Turnover by D. Nwaba (bad pass; steal by Y. Ferrell),46,43
211,2,1:09.0,D. Smith makes 3-pt jump shot from 25 ft (assist by W. Matthews),,49,43
212,2,0:50.0,,B. Portis misses 2-pt jump shot from 3 ft,49,43
213,2,0:49.0,,Offensive rebound by L. Markkanen,49,43
214,2,0:49.0,,L. Markkanen makes 2-pt dunk at rim,49,45
215,2,0:31.0,D. Smith misses 2-pt jump shot from 13 ft,,49,45
216,2,0:29.0,,Defensive rebound by K. Dunn,49,45
217,2,0:27.0,,K. Dunn makes 2-pt layup from 2 ft,49,47
218,2,0:03.0,H. Barnes misses 2-pt layup from 1 ft,,49,47
219,2,0:00.0,,Defensive rebound by D. Nwaba,49,47
220,3,11:42.0,,K. Dunn misses 2-pt jump shot from 15 ft,49,47
221,3,11:37.0,Defensive rebound by H. Barnes,,49,47
222,3,11:21.0,W. Matthews makes 2-pt jump shot from 17 ft (assist by D. Nowitzki),,51,47
223,3,11:04.0,,K. Dunn makes 3-pt jump shot from 25 ft (assist by Z. LaVine),51,50
224,3,10:49.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Smith),,54,50
225,3,10:36.0,,Z. LaVine misses 3-pt jump shot from 26 ft,54,50
226,3,10:31.0,Defensive rebound by D. Powell,,54,50
227,3,10:20.0,D. Smith makes 3-pt jump shot from 25 ft (assist by H. Barnes),,57,50
228,3,10:05.0,,Shooting foul by D. Powell (drawn by D. Nwaba),57,50
229,3,10:05.0,,D. Nwaba makes free throw 1 of 2,57,51
230,3,10:05.0,M. Kleber enters the game for D. Powell,,57,51
231,3,10:05.0,,D. Nwaba makes free throw 2 of 2,57,52
232,3,10:04.0,Personal foul by K. Dunn (drawn by D. Smith),,57,52
233,3,9:58.0,H. Barnes makes 3-pt jump shot from 22 ft (assist by D. Smith),,60,52
234,3,9:45.0,,D. Nwaba misses 2-pt layup from 2 ft,60,52
235,3,9:43.0,Defensive rebound by M. Kleber,,60,52
236,3,9:32.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by W. Matthews),,62,52
237,3,9:30.0,,Chicago full timeout,62,52
238,3,9:19.0,,Turnover by K. Dunn (bad pass),62,52
239,3,9:05.0,Turnover by M. Kleber (bad pass; steal by D. Nwaba),,62,52
240,3,9:01.0,,L. Markkanen makes 2-pt layup at rim (assist by D. Nwaba),62,54
241,3,8:53.0,Shooting foul by K. Dunn (drawn by D. Smith),,62,54
242,3,8:53.0,D. Smith makes free throw 1 of 2,,63,54
243,3,8:53.0,D. Smith makes free throw 2 of 2,,64,54
244,3,8:36.0,,Z. LaVine misses 2-pt jump shot from 4 ft (block by D. Nowitzki),64,54
245,3,8:32.0,Defensive rebound by H. Barnes,,64,54
246,3,8:30.0,Turnover by D. Nowitzki (bad pass),,64,54
247,3,8:14.0,,C. Felício makes 2-pt jump shot from 17 ft (assist by D. Nwaba),64,56
248,3,7:52.0,W. Matthews misses 3-pt jump shot from 25 ft,,64,56
249,3,7:50.0,,Defensive rebound by D. Nwaba,64,56
250,3,7:39.0,,K. Dunn makes 2-pt layup from 1 ft,64,58
251,3,7:23.0,M. Kleber makes 2-pt dunk at rim (assist by W. Matthews),,66,58
252,3,7:11.0,,Shooting foul by M. Kleber (drawn by K. Dunn),66,58
253,3,7:11.0,,K. Dunn makes free throw 1 of 2,66,59
254,3,7:11.0,,K. Dunn misses free throw 2 of 2,66,59
255,3,7:08.0,Defensive rebound by D. Nowitzki,,66,59
256,3,6:58.0,Personal foul by Z. LaVine (drawn by W. Matthews),,66,59
257,3,6:50.0,W. Matthews misses 3-pt jump shot from 24 ft,,66,59
258,3,6:47.0,Offensive rebound by M. Kleber,,66,59
259,3,6:46.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by M. Kleber),,69,59
260,3,6:30.0,,Turnover by D. Nwaba (bad pass),69,59
261,3,6:17.0,Shooting foul by C. Felício (drawn by M. Kleber),,69,59
262,3,6:17.0,M. Kleber makes free throw 1 of 2,,70,59
263,3,6:17.0,M. Kleber makes free throw 2 of 2,,71,59
264,3,6:06.0,,C. Felício misses 2-pt layup from 2 ft,71,59
265,3,6:06.0,,Offensive rebound by Team,71,59
266,3,6:06.0,,D. Valentine enters the game for Z. LaVine,71,59
267,3,6:06.0,D. McDermott enters the game for D. Nowitzki,,71,59
268,3,6:06.0,N. Noel enters the game for M. Kleber,,71,59
269,3,6:00.0,,Turnover by C. Felício (lost ball; steal by N. Noel),71,59
270,3,5:55.0,D. Smith makes 2-pt layup from 1 ft,,73,59
271,3,5:41.0,,D. Nwaba misses 3-pt jump shot from 23 ft,73,59
272,3,5:41.0,,Offensive rebound by Team,73,59
273,3,5:41.0,Loose ball foul by W. Matthews (drawn by L. Markkanen),,73,59
274,3,5:41.0,,B. Portis enters the game for C. Felício,73,59
275,3,5:32.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by K. Dunn),73,62
276,3,5:13.0,H. Barnes misses 2-pt jump shot from 20 ft,,73,62
277,3,5:09.0,Offensive rebound by N. Noel,,73,62
278,3,5:08.0,D. Smith misses 3-pt jump shot from 25 ft,,73,62
279,3,5:05.0,,Defensive rebound by L. Markkanen,73,62
280,3,4:58.0,,B. Portis makes 2-pt jump shot from 18 ft (assist by D. Valentine),73,64
281,3,4:46.0,W. Matthews misses 2-pt jump shot from 20 ft,,73,64
282,3,4:46.0,,Defensive rebound by D. Nwaba,73,64
283,3,4:38.0,,B. Portis makes 3-pt jump shot from 26 ft (assist by K. Dunn),73,67
284,3,4:37.0,Dallas full timeout,,73,67
285,3,4:20.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by D. Smith),,76,67
286,3,4:04.0,,D. Valentine makes 3-pt jump shot from 24 ft (assist by D. Nwaba),76,70
287,3,3:52.0,Personal foul by L. Markkanen (drawn by H. Barnes),,76,70
288,3,3:52.0,H. Barnes makes free throw 1 of 2,,77,70
289,3,3:52.0,H. Barnes makes free throw 2 of 2,,78,70
290,3,3:40.0,,Shooting foul by D. Smith (drawn by K. Dunn),78,70
291,3,3:40.0,,K. Dunn makes free throw 1 of 2,78,71
292,3,3:40.0,,K. Dunn makes free throw 2 of 2,78,72
293,3,3:24.0,N. Noel misses 2-pt jump shot from 2 ft,,78,72
294,3,3:24.0,Offensive rebound by N. Noel,,78,72
295,3,3:14.0,D. Smith makes 2-pt layup from 2 ft,,80,72
296,3,2:52.0,,L. Markkanen misses 2-pt jump shot from 13 ft,80,72
297,3,2:52.0,Defensive rebound by D. McDermott,,80,72
298,3,2:44.0,Turnover by D. Smith (bad pass),,80,72
299,3,2:44.0,,C. Felício enters the game for L. Markkanen,80,72
300,3,2:44.0,,C. Payne enters the game for K. Dunn,80,72
301,3,2:36.0,,D. Valentine misses 3-pt jump shot from 24 ft,80,72
302,3,2:36.0,Defensive rebound by D. McDermott,,80,72
303,3,2:36.0,,D. Valentine misses technical free throw,80,72
304,3,2:36.0,Defensive rebound by Team,,80,72
305,3,2:36.0,,Z. LaVine enters the game for D. Nwaba,80,72
306,3,2:36.0,J. Barea enters the game for W. Matthews,,80,72
307,3,2:21.0,Shooting foul by B. Portis (drawn by H. Barnes),,80,72
308,3,2:21.0,H. Barnes makes free throw 1 of 2,,81,72
309,3,2:21.0,H. Barnes makes free throw 2 of 2,,82,72
310,3,2:12.0,,D. Valentine makes 2-pt jump shot from 18 ft (assist by B. Portis),82,74
311,3,1:50.0,H. Barnes makes 2-pt jump shot from 12 ft,,84,74
312,3,1:32.0,,B. Portis misses 3-pt jump shot from 26 ft,84,74
313,3,1:26.0,Defensive rebound by N. Noel,,84,74
314,3,1:15.0,D. McDermott misses 2-pt jump shot from 21 ft,,84,74
315,3,1:11.0,Offensive rebound by N. Noel,,84,74
316,3,1:10.0,N. Noel misses 2-pt jump shot from 1 ft,,84,74
317,3,1:10.0,Offensive rebound by Team,,84,74
318,3,0:56.0,Turnover by H. Barnes (bad pass; steal by C. Payne),,84,74
319,3,0:48.0,D. Nowitzki enters the game for D. Smith,,84,74
320,3,0:48.0,D. Powell enters the game for N. Noel,,84,74
321,3,0:48.0,Y. Ferrell enters the game for H. Barnes,,84,74
322,3,0:39.0,,Z. LaVine misses 2-pt jump shot from 18 ft,84,74
323,3,0:37.0,,Offensive rebound by B. Portis,84,74
324,3,0:37.0,,B. Portis makes 2-pt layup at rim,84,76
325,3,0:25.0,Def 3 sec tech foul by D. Valentine,,84,76
326,3,0:25.0,D. Nowitzki makes technical free throw,,85,76
327,3,0:25.0,H. Barnes enters the game for D. Nowitzki,,85,76
328,3,0:16.0,Turnover by D. McDermott (bad pass),,85,76
329,3,0:06.0,,C. Payne makes 2-pt jump shot from 21 ft,85,78
330,3,0:00.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,85,78
331,3,0:00.0,Offensive rebound by Team,,85,78
332,4,11:39.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),,88,78
333,4,11:25.0,,C. Payne misses 2-pt jump shot from 19 ft,88,78
334,4,11:23.0,Defensive rebound by D. Powell,,88,78
335,4,11:17.0,Turnover by J. Barea (bad pass),,88,78
336,4,10:56.0,,C. Payne misses 2-pt jump shot from 21 ft,88,78
337,4,10:52.0,,Offensive rebound by B. Portis,88,78
338,4,10:52.0,,B. Portis makes 2-pt layup from 1 ft,88,80
339,4,10:52.0,,Shooting foul by D. Nowitzki (drawn by B. Portis),88,80
340,4,10:52.0,,B. Portis misses free throw 1 of 1,88,80
341,4,10:48.0,Defensive rebound by D. Powell,,88,80
342,4,10:31.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. McDermott),,91,80
343,4,10:14.0,,B. Portis misses 3-pt jump shot from 25 ft,91,80
344,4,10:14.0,Defensive rebound by J. Barea,,91,80
345,4,10:08.0,Turnover by J. Barea (bad pass; steal by D. Valentine),,91,80
346,4,10:08.0,,Personal take foul by D. Nowitzki (drawn by B. Portis),91,80
347,4,9:55.0,,Z. LaVine makes 3-pt jump shot from 25 ft,91,83
348,4,9:37.0,J. Barea misses 3-pt jump shot from 24 ft,,91,83
349,4,9:36.0,,Defensive rebound by Team,91,83
350,4,9:22.0,,Z. LaVine makes 2-pt layup from 1 ft,91,85
351,4,9:22.0,Dallas full timeout,,91,85
352,4,9:05.0,D. Powell makes 2-pt layup from 1 ft (assist by J. Barea),,93,85
353,4,8:43.0,,Turnover by C. Felício (traveling),93,85
354,4,8:43.0,,D. Nwaba enters the game for Z. LaVine,93,85
355,4,8:27.0,Turnover by D. McDermott (bad pass),,93,85
356,4,8:16.0,,Turnover by D. Valentine (traveling),93,85
357,4,8:16.0,,L. Markkanen enters the game for C. Felício,93,85
358,4,8:00.0,Y. Ferrell misses 2-pt layup at rim,,93,85
359,4,7:58.0,,Defensive rebound by D. Nwaba,93,85
360,4,7:52.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by D. Valentine),93,88
361,4,7:25.0,J. Barea misses 3-pt jump shot from 22 ft,,93,88
362,4,7:22.0,,Defensive rebound by D. Nwaba,93,88
363,4,7:08.0,,D. Nwaba makes 2-pt layup from 2 ft (assist by B. Portis),93,90
364,4,6:48.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,93,90
365,4,6:46.0,,Defensive rebound by D. Valentine,93,90
366,4,6:41.0,,D. Valentine makes 2-pt jump shot from 20 ft,93,92
367,4,6:40.0,Dallas full timeout,,93,92
368,4,6:40.0,,K. Dunn enters the game for C. Payne,93,92
369,4,6:40.0,D. Smith enters the game for J. Barea,,93,92
370,4,6:40.0,W. Matthews enters the game for Y. Ferrell,,93,92
371,4,6:40.0,H. Barnes enters the game for D. Nowitzki,,93,92
372,4,6:15.0,H. Barnes misses 2-pt jump shot from 6 ft,,93,92
373,4,6:12.0,,Defensive rebound by K. Dunn,93,92
374,4,6:08.0,,D. Valentine misses 3-pt jump shot from 26 ft,93,92
375,4,6:05.0,,Offensive rebound by L. Markkanen,93,92
376,4,5:54.0,,K. Dunn misses 2-pt jump shot from 2 ft,93,92
377,4,5:50.0,Defensive rebound by D. Powell,,93,92
378,4,5:39.0,D. Smith misses 2-pt jump shot from 20 ft,,93,92
379,4,5:35.0,,Defensive rebound by B. Portis,93,92
380,4,5:34.0,,Turnover by B. Portis (bad pass; steal by D. Smith),93,92
381,4,5:31.0,D. Smith misses 2-pt layup from 1 ft (block by K. Dunn),,93,92
382,4,5:31.0,Offensive rebound by Team,,93,92
383,4,5:30.0,Shooting foul by K. Dunn (drawn by D. Smith),,93,92
384,4,5:30.0,D. Smith makes free throw 1 of 2,,94,92
