,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,GOLDEN STATE_ACTION,MINNESOTA_SCORE,GOLDEN STATE_SCORE
379,4,5:13.0,Defensive rebound by K. Towns,,106,117
380,4,5:13.0,Personal foul by N. Young (drawn by K. Towns),,106,117
381,4,5:13.0,,D. Green enters the game for S. Livingston,106,117
382,4,5:13.0,K. Towns makes free throw 1 of 2,,107,117
383,4,5:13.0,K. Towns misses free throw 2 of 2,,107,117
384,4,5:08.0,,Defensive rebound by K. Looney,107,117
385,4,4:52.0,,Turnover by D. Green (bad pass; steal by J. Teague),107,117
386,4,4:48.0,J. Crawford makes 2-pt jump shot from 18 ft (assist by K. Towns),,109,117
387,4,4:46.0,,Golden State full timeout,109,117
388,4,4:46.0,,K. Thompson enters the game for N. Young,109,117
389,4,4:29.0,,K. Durant misses 2-pt jump shot from 11 ft,109,117
390,4,4:28.0,Defensive rebound by Team,,109,117
391,4,4:28.0,,Loose ball foul by K. Looney (drawn by K. Towns),109,117
392,4,4:28.0,K. Towns makes free throw 1 of 2,,110,117
393,4,4:28.0,,A. Iguodala enters the game for K. Looney,110,117
394,4,4:28.0,K. Towns makes free throw 2 of 2,,111,117
395,4,4:16.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by K. Durant),111,120
396,4,3:57.0,A. Wiggins misses 3-pt jump shot from 28 ft,,111,120
397,4,3:53.0,,Defensive rebound by K. Durant,111,120
398,4,3:31.0,,A. Iguodala misses 2-pt layup from 3 ft,111,120
399,4,3:25.0,Defensive rebound by K. Towns,,111,120
400,4,3:10.0,A. Wiggins misses 2-pt jump shot from 9 ft,,111,120
401,4,3:06.0,Offensive rebound by K. Towns,,111,120
402,4,3:06.0,K. Towns misses 2-pt layup at rim,,111,120
403,4,3:05.0,,Defensive rebound by D. Green,111,120
404,4,3:03.0,,Shooting foul by J. Teague (drawn by D. Green),111,120
405,4,3:03.0,,D. Green makes free throw 1 of 2,111,121
406,4,3:03.0,,D. Green misses free throw 2 of 2,111,121
407,4,3:01.0,Defensive rebound by T. Gibson,,111,121
408,4,2:51.0,K. Towns misses 3-pt jump shot from 26 ft,,111,121
409,4,2:48.0,,Defensive rebound by D. Green,111,121
410,4,2:37.0,,S. Curry misses 2-pt jump shot from 18 ft,111,121
411,4,2:30.0,,Offensive rebound by A. Iguodala,111,121
412,4,2:17.0,,A. Iguodala misses 3-pt jump shot from 23 ft,111,121
413,4,2:14.0,Defensive rebound by J. Teague,,111,121
414,4,2:08.0,T. Gibson misses 2-pt layup from 2 ft (block by K. Durant),,111,121
415,4,2:07.0,Offensive rebound by Team,,111,121
416,4,2:05.0,K. Towns misses 2-pt jump shot from 17 ft,,111,121
417,4,2:00.0,,Defensive rebound by K. Durant,111,121
418,4,1:59.0,,Turnover by K. Durant (traveling),111,121
419,4,1:42.0,Turnover by A. Wiggins (bad pass; steal by K. Durant),,111,121
420,4,1:38.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by A. Iguodala),111,124
421,4,1:36.0,Minnesota full timeout,,111,124
422,4,1:30.0,A. Wiggins misses 2-pt jump shot from 21 ft,,111,124
423,4,1:28.0,,Defensive rebound by K. Durant,111,124
424,4,1:07.0,,D. Green misses 3-pt jump shot from 28 ft,111,124
425,4,1:06.0,,Offensive rebound by Team,111,124
426,4,1:06.0,,Turnover by Team (shot clock),111,124
427,4,0:57.0,T. Gibson misses 2-pt layup from 2 ft (block by K. Durant),,111,124
428,4,0:55.0,,Defensive rebound by K. Durant,111,124
429,4,0:34.0,,D. Green makes 2-pt dunk from 1 ft,111,126
430,4,0:34.0,Minnesota full timeout,,111,126
431,4,0:32.0,K. Towns makes 2-pt jump shot from 8 ft (assist by J. Crawford),,113,126
432,4,0:09.0,,D. Green misses 3-pt jump shot from 32 ft,113,126
433,4,0:05.0,Defensive rebound by J. Teague,,113,126
434,4,0:03.0,Turnover by J. Teague (bad pass; steal by D. Green),,113,126
