,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DETROIT_ACTION,MEMPHIS_SCORE,DETROIT_SCORE
391,4,6:10.0,,Offensive rebound by A. Drummond,94,90
392,4,6:09.0,,A. Drummond makes 2-pt layup from 1 ft,94,92
393,4,5:57.0,Turnover by W. Selden (lost ball; steal by S. Johnson),,94,92
394,4,5:53.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by S. Johnson),94,94
395,4,5:53.0,Memphis full timeout,,94,94
396,4,5:53.0,,I. Smith enters the game for D. Buycks,94,94
397,4,5:38.0,M. Gasol makes 2-pt hook shot from 4 ft,,96,94
398,4,5:11.0,,Turnover by Team (shot clock),96,94
399,4,5:00.0,M. Gasol misses 2-pt jump shot from 20 ft,,96,94
400,4,4:57.0,,Defensive rebound by I. Smith,96,94
401,4,4:48.0,,I. Smith makes 2-pt layup from 4 ft,96,96
402,4,4:33.0,W. Selden misses 3-pt jump shot from 25 ft,,96,96
403,4,4:30.0,,Defensive rebound by A. Drummond,96,96
404,4,4:24.0,,I. Smith misses 2-pt jump shot from 5 ft,96,96
405,4,4:22.0,Defensive rebound by M. Gasol,,96,96
406,4,4:10.0,J. Martin misses 2-pt jump shot from 12 ft,,96,96
407,4,4:07.0,,Defensive rebound by A. Drummond,96,96
408,4,3:55.0,,S. Johnson misses 3-pt jump shot from 25 ft,96,96
409,4,3:53.0,Defensive rebound by M. Gasol,,96,96
410,4,3:48.0,D. Brooks misses 2-pt layup from 4 ft (block by B. Griffin),,96,96
411,4,3:44.0,,Defensive rebound by I. Smith,96,96
412,4,3:35.0,,Shooting foul by M. Henry (drawn by B. Griffin),96,96
413,4,3:35.0,,B. Griffin makes free throw 1 of 2,96,97
414,4,3:35.0,J. Green enters the game for J. Martin,,96,97
415,4,3:35.0,A. Harrison enters the game for W. Selden,,96,97
416,4,3:35.0,,B. Griffin makes free throw 2 of 2,96,98
417,4,3:17.0,Personal foul by B. Griffin (drawn by D. Brooks),,96,98
418,4,3:09.0,Shooting foul by I. Smith (drawn by M. Gasol),,96,98
419,4,3:09.0,M. Gasol makes free throw 1 of 2,,97,98
420,4,3:09.0,W. Selden enters the game for M. Henry,,97,98
421,4,3:09.0,M. Gasol makes free throw 2 of 2,,98,98
422,4,3:09.0,,A. Tolliver enters the game for A. Drummond,98,98
423,4,2:54.0,,S. Johnson misses 3-pt jump shot from 23 ft,98,98
424,4,2:49.0,Defensive rebound by J. Green,,98,98
425,4,2:35.0,A. Harrison misses 3-pt jump shot from 25 ft,,98,98
426,4,2:32.0,,Defensive rebound by R. Bullock,98,98
427,4,2:23.0,,B. Griffin misses 2-pt layup from 3 ft,98,98
428,4,2:22.0,Defensive rebound by M. Gasol,,98,98
429,4,2:09.0,Personal foul by B. Griffin (drawn by A. Harrison),,98,98
430,4,2:09.0,A. Harrison makes free throw 1 of 2,,99,98
431,4,2:09.0,A. Harrison makes free throw 2 of 2,,100,98
432,4,1:49.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by B. Griffin),100,101
433,4,1:24.0,M. Gasol misses 2-pt jump shot from 9 ft,,100,101
434,4,1:24.0,Offensive rebound by Team,,100,101
435,4,1:24.0,Turnover by Team (shot clock),,100,101
436,4,1:09.0,,R. Bullock misses 3-pt jump shot from 25 ft,100,101
437,4,1:04.0,Defensive rebound by J. Green,,100,101
438,4,0:50.0,M. Gasol misses 3-pt jump shot from 29 ft,,100,101
439,4,0:47.0,,Defensive rebound by I. Smith,100,101
440,4,0:25.0,,A. Tolliver misses 3-pt jump shot from 24 ft,100,101
441,4,0:22.0,Defensive rebound by A. Harrison,,100,101
442,4,0:20.0,Memphis full timeout,,100,101
443,4,0:15.0,M. Gasol misses 2-pt hook shot from 8 ft,,100,101
444,4,0:10.0,Offensive rebound by J. Green,,100,101
445,4,0:10.0,J. Green misses 2-pt dunk at rim,,100,101
446,4,0:10.0,,Defensive rebound by Team,100,101
447,4,0:07.0,,Personal foul by J. Green (drawn by R. Bullock),100,101
448,4,0:07.0,,Detroit full timeout,100,101
449,4,0:07.0,,L. Kennard enters the game for S. Johnson,100,101
450,4,0:07.0,J. Martin enters the game for A. Harrison,,100,101
451,4,0:06.0,,Personal foul by J. Martin (drawn by A. Tolliver),100,101
452,4,0:06.0,,A. Tolliver makes free throw 1 of 2,100,102
453,4,0:06.0,,S. Johnson enters the game for I. Smith,100,102
454,4,0:06.0,,A. Tolliver makes free throw 2 of 2,100,103
455,4,0:06.0,Memphis full timeout,,100,103
456,4,0:06.0,A. Harrison enters the game for J. Martin,,100,103
457,4,0:02.0,Personal foul by A. Tolliver (drawn by W. Selden),,100,103
458,4,0:02.0,W. Selden makes free throw 1 of 2,,101,103
459,4,0:02.0,,A. Drummond enters the game for L. Kennard,101,103
460,4,0:02.0,D. Davis enters the game for A. Harrison,,101,103
461,4,0:02.0,W. Selden makes free throw 2 of 2,,102,103
462,4,0:02.0,,Personal foul by W. Selden (drawn by R. Bullock),102,103
463,4,0:02.0,,R. Bullock misses free throw 1 of 2,102,103
464,4,0:02.0,,Offensive rebound by Team,102,103
465,4,0:02.0,,L. Kennard enters the game for A. Drummond,102,103
466,4,0:02.0,J. Martin enters the game for D. Davis,,102,103
467,4,0:02.0,,R. Bullock makes free throw 2 of 2,102,104
468,4,0:00.0,M. Gasol misses 3-pt jump shot from 36 ft,,102,104
469,4,0:00.0,Offensive rebound by Team,,102,104
