,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CHARLOTTE_ACTION,NEW ORLEANS_SCORE,CHARLOTTE_SCORE
43,1,7:59.0,Turnover by R. Rondo (bad pass; steal by M. Williams),,8,4
44,1,7:45.0,,K. Walker misses 2-pt layup from 1 ft,8,4
45,1,7:38.0,,Offensive rebound by M. Williams,8,4
46,1,7:38.0,,M. Williams misses 2-pt layup at rim,8,4
47,1,7:38.0,,Offensive rebound by D. Howard,8,4
48,1,7:35.0,,D. Howard makes 2-pt layup at rim,8,6
49,1,7:34.0,R. Rondo makes 2-pt layup from 1 ft (assist by D. Cousins),,10,6
50,1,7:22.0,,Turnover by K. Walker (bad pass; steal by E. Moore),10,6
51,1,7:17.0,Turnover by R. Rondo (bad pass),,10,6
52,1,7:07.0,,N. Batum makes 2-pt jump shot from 19 ft (assist by K. Walker),10,8
53,1,6:49.0,R. Rondo makes 2-pt layup at rim,,12,8
54,1,6:32.0,,D. Howard makes 2-pt hook shot from 5 ft (assist by N. Batum),12,10
55,1,6:14.0,A. Davis makes 2-pt jump shot from 18 ft (assist by R. Rondo),,14,10
56,1,6:01.0,,Shooting foul by J. Holiday (drawn by N. Batum),14,10
57,1,6:01.0,,Charlotte full timeout,14,10
58,1,6:01.0,D. Cunningham enters the game for D. Cousins,,14,10
59,1,6:01.0,,N. Batum misses free throw 1 of 3,14,10
60,1,6:01.0,,Offensive rebound by Team,14,10
61,1,6:01.0,,N. Batum misses free throw 2 of 3,14,10
62,1,6:01.0,,Offensive rebound by Team,14,10
63,1,6:01.0,,N. Batum makes free throw 3 of 3,14,11
64,1,5:50.0,R. Rondo misses 2-pt layup from 1 ft,,14,11
65,1,5:46.0,,Defensive rebound by K. Walker,14,11
66,1,5:40.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,14,13
67,1,5:27.0,A. Davis misses 2-pt jump shot from 18 ft,,14,13
68,1,5:25.0,,Defensive rebound by K. Walker,14,13
69,1,5:15.0,,M. Williams misses 2-pt layup from 2 ft,14,13
70,1,5:10.0,,Offensive rebound by N. Batum,14,13
71,1,5:10.0,,N. Batum misses 2-pt layup at rim,14,13
72,1,5:10.0,Defensive rebound by D. Cunningham,,14,13
73,1,5:06.0,R. Rondo misses 2-pt layup from 2 ft (block by D. Howard),,14,13
74,1,5:06.0,Offensive rebound by R. Rondo,,14,13
75,1,5:00.0,D. Cunningham misses 2-pt layup from 1 ft (block by K. Walker),,14,13
76,1,5:00.0,,Defensive rebound by M. Kidd-Gilchrist,14,13
77,1,4:50.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),14,16
78,1,4:45.0,Turnover by E. Moore (bad pass; steal by N. Batum),,14,16
79,1,4:38.0,,K. Walker misses 3-pt jump shot from 25 ft,14,16
80,1,4:35.0,Defensive rebound by J. Holiday,,14,16
81,1,4:31.0,Shooting foul by M. Kidd-Gilchrist (drawn by A. Davis),,14,16
82,1,4:31.0,A. Davis makes free throw 1 of 2,,15,16
83,1,4:31.0,D. Miller enters the game for R. Rondo,,15,16
84,1,4:31.0,A. Davis makes free throw 2 of 2,,16,16
85,1,4:17.0,,K. Walker misses 2-pt jump shot from 9 ft,16,16
86,1,4:14.0,Defensive rebound by J. Holiday,,16,16
87,1,4:10.0,E. Moore misses 3-pt jump shot from 24 ft,,16,16
88,1,4:07.0,,Defensive rebound by N. Batum,16,16
89,1,3:58.0,,N. Batum misses 2-pt jump shot from 11 ft,16,16
90,1,3:56.0,Defensive rebound by D. Miller,,16,16
91,1,3:47.0,J. Holiday makes 2-pt layup from 1 ft,,18,16
92,1,3:35.0,,K. Walker misses 2-pt jump shot from 13 ft,18,16
93,1,3:32.0,Defensive rebound by A. Davis,,18,16
94,1,3:26.0,Personal foul by M. Kidd-Gilchrist (drawn by A. Davis),,18,16
95,1,3:26.0,,F. Kaminsky enters the game for M. Williams,18,16
96,1,3:26.0,,J. Lamb enters the game for M. Kidd-Gilchrist,18,16
97,1,3:13.0,A. Davis makes 2-pt jump shot from 11 ft,,20,16
98,1,3:03.0,,D. Howard makes 2-pt layup from 2 ft,20,18
99,1,2:53.0,J. Holiday makes 2-pt jump shot from 9 ft,,22,18
100,1,2:33.0,,D. Howard misses 2-pt layup from 3 ft (block by A. Davis),22,18
101,1,2:33.0,Defensive rebound by Team,,22,18
102,1,2:33.0,New Orleans full timeout,,22,18
103,1,2:33.0,,M. Carter-Williams enters the game for K. Walker,22,18
104,1,2:33.0,I. Clark enters the game for E. Moore,,22,18
105,1,2:10.0,A. Davis makes 2-pt jump shot from 11 ft,,24,18
106,1,2:00.0,,Turnover by F. Kaminsky (turnover),24,18
107,1,2:00.0,,T. Graham enters the game for N. Batum,24,18
108,1,2:00.0,,J. O'Bryant enters the game for D. Howard,24,18
109,1,2:00.0,J. Nelson enters the game for J. Holiday,,24,18
110,1,2:00.0,D. Cousins enters the game for A. Davis,,24,18
111,1,1:39.0,D. Cousins makes 2-pt jump shot from 12 ft,,26,18
112,1,1:39.0,Shooting foul by J. O'Bryant (drawn by D. Cousins),,26,18
113,1,1:39.0,D. Cousins makes free throw 1 of 1,,27,18
114,1,1:22.0,,J. Lamb misses 2-pt jump shot from 8 ft,27,18
115,1,1:19.0,Defensive rebound by D. Cousins,,27,18
116,1,1:12.0,Personal foul by J. O'Bryant (drawn by D. Cousins),,27,18
117,1,1:12.0,D. Cousins makes free throw 1 of 2,,28,18
118,1,1:12.0,D. Cousins misses free throw 2 of 2,,28,18
119,1,1:08.0,,Defensive rebound by J. O'Bryant,28,18
120,1,1:00.0,,Shooting foul by J. Nelson (drawn by M. Carter-Williams),28,18
121,1,1:00.0,,M. Carter-Williams makes free throw 1 of 2,28,19
122,1,1:00.0,,M. Carter-Williams makes free throw 2 of 2,28,20
123,1,0:55.0,I. Clark makes 2-pt jump shot from 17 ft (assist by J. Nelson),,30,20
124,1,0:43.0,,Shooting foul by D. Cunningham (drawn by F. Kaminsky),30,20
125,1,0:43.0,,F. Kaminsky misses free throw 1 of 3,30,20
126,1,0:43.0,,Offensive rebound by Team,30,20
127,1,0:43.0,,F. Kaminsky misses free throw 2 of 3,30,20
128,1,0:43.0,,Offensive rebound by Team,30,20
129,1,0:43.0,,F. Kaminsky makes free throw 3 of 3,30,21
130,1,0:25.0,I. Clark misses 2-pt jump shot from 7 ft,,30,21
131,1,0:23.0,,Defensive rebound by F. Kaminsky,30,21
132,1,0:06.0,,F. Kaminsky misses 2-pt hook shot from 8 ft,30,21
133,1,0:04.0,Defensive rebound by D. Cousins,,30,21
134,1,0:01.0,D. Cunningham makes 2-pt dunk at rim (assist by D. Cousins),,32,21
135,1,0:00.0,,J. O'Bryant misses 3-pt jump shot from 52 ft,32,21
136,1,0:00.0,,Offensive rebound by Team,32,21
137,2,11:46.0,,J. Lamb misses 2-pt jump shot from 5 ft,32,21
138,2,11:42.0,Defensive rebound by D. Miller,,32,21
139,2,11:22.0,I. Clark misses 2-pt jump shot from 12 ft,,32,21
140,2,11:22.0,Offensive rebound by Team,,32,21
141,2,11:22.0,,Loose ball foul by J. O'Bryant (drawn by D. Cousins),32,21
142,2,11:22.0,,M. Williams enters the game for J. O'Bryant,32,21
143,2,11:15.0,J. Nelson misses 2-pt jump shot from 17 ft,,32,21
144,2,11:11.0,,Defensive rebound by F. Kaminsky,32,21
145,2,10:55.0,,M. Williams makes 2-pt layup from 1 ft,32,23
146,2,10:47.0,Personal foul by T. Graham (drawn by D. Cousins),,32,23
147,2,10:43.0,Turnover by D. Cousins (bad pass),,32,23
148,2,10:17.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by J. Lamb),32,26
149,2,9:52.0,D. Cousins makes 2-pt jump shot from 14 ft,,34,26
150,2,9:40.0,,F. Kaminsky makes 3-pt jump shot from 28 ft (assist by M. Carter-Williams),34,29
151,2,9:18.0,Turnover by D. Cousins (out of bounds lost ball),,34,29
152,2,9:03.0,,M. Carter-Williams misses 2-pt layup from 1 ft,34,29
153,2,9:01.0,Defensive rebound by D. Cousins,,34,29
154,2,8:46.0,D. Cunningham makes 2-pt jump shot from 16 ft (assist by D. Cousins),,36,29
155,2,8:25.0,,F. Kaminsky makes 2-pt layup from 1 ft,36,31
156,2,8:13.0,Turnover by D. Cousins (turnover),,36,31
157,2,7:57.0,,J. Lamb makes 2-pt layup from 1 ft,36,33
158,2,7:48.0,Turnover by D. Cousins (out of bounds lost ball),,36,33
159,2,7:48.0,,K. Walker enters the game for M. Carter-Williams,36,33
160,2,7:48.0,D. Liggins enters the game for D. Cousins,,36,33
161,2,7:48.0,A. Davis enters the game for D. Cunningham,,36,33
162,2,7:35.0,,M. Williams makes 2-pt dunk from 1 ft (assist by J. Lamb),36,35
163,2,7:16.0,J. Nelson misses 3-pt jump shot from 26 ft,,36,35
164,2,7:16.0,,Defensive rebound by M. Williams,36,35
165,2,6:59.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by K. Walker),36,37
166,2,6:59.0,,Shooting foul by I. Clark (drawn by F. Kaminsky),36,37
167,2,6:59.0,,Charlotte full timeout,36,37
168,2,6:59.0,,D. Howard enters the game for M. Williams,36,37
169,2,6:59.0,E. Moore enters the game for I. Clark,,36,37
170,2,6:59.0,J. Holiday enters the game for J. Nelson,,36,37
171,2,6:59.0,,F. Kaminsky misses free throw 1 of 1,36,37
172,2,6:55.0,Defensive rebound by A. Davis,,36,37
173,2,6:40.0,J. Holiday misses 3-pt jump shot from 25 ft,,36,37
174,2,6:36.0,,Defensive rebound by D. Howard,36,37
175,2,6:32.0,Violation by A. Davis (kicked ball),,36,37
176,2,6:21.0,,T. Graham misses 2-pt jump shot from 7 ft (block by D. Liggins),36,37
177,2,6:17.0,Defensive rebound by D. Liggins,,36,37
178,2,6:11.0,D. Miller makes 3-pt jump shot from 23 ft (assist by J. Holiday),,39,37
179,2,5:56.0,,Shooting foul by E. Moore (drawn by F. Kaminsky),39,37
180,2,5:56.0,,F. Kaminsky makes free throw 1 of 2,39,38
181,2,5:56.0,,N. Batum enters the game for T. Graham,39,38
182,2,5:56.0,,F. Kaminsky makes free throw 2 of 2,39,39
183,2,5:38.0,D. Miller makes 2-pt jump shot from 14 ft (assist by A. Davis),,41,39
184,2,5:17.0,,D. Howard misses 2-pt layup from 4 ft (block by A. Davis),41,39
185,2,5:17.0,,Offensive rebound by Team,41,39
186,2,5:13.0,,K. Walker misses 3-pt jump shot from 25 ft,41,39
187,2,5:13.0,,Offensive rebound by D. Howard,41,39
188,2,5:08.0,,D. Howard makes 2-pt layup from 1 ft,41,41
189,2,4:56.0,Turnover by D. Liggins (lost ball; steal by D. Howard),,41,41
190,2,4:52.0,,Turnover by D. Howard (lost ball; steal by A. Davis),41,41
191,2,4:43.0,A. Davis misses 2-pt layup from 5 ft,,41,41
192,2,4:40.0,,Defensive rebound by D. Howard,41,41
193,2,4:35.0,,K. Walker makes 2-pt layup at rim (assist by N. Batum),41,43
194,2,4:24.0,J. Holiday makes 2-pt jump shot from 3 ft,,43,43
195,2,4:12.0,,Turnover by K. Walker (bad pass; steal by A. Davis),43,43
196,2,4:08.0,,Offensive charge foul by A. Davis (drawn by F. Kaminsky),43,43
197,2,4:08.0,Turnover by A. Davis (offensive foul),,43,43
198,2,4:08.0,,M. Williams enters the game for J. Lamb,43,43
199,2,4:08.0,,M. Kidd-Gilchrist enters the game for F. Kaminsky,43,43
200,2,4:08.0,D. Cousins enters the game for D. Miller,,43,43
201,2,3:45.0,,K. Walker makes 2-pt jump shot from 16 ft,43,45
202,2,3:24.0,J. Holiday makes 2-pt layup from 1 ft (assist by E. Moore),,45,45
203,2,3:10.0,,Turnover by M. Williams (out of bounds lost ball),45,45
204,2,2:55.0,D. Cousins makes 3-pt jump shot from 25 ft (assist by J. Holiday),,48,45
205,2,2:31.0,,D. Howard makes 2-pt layup from 3 ft (assist by K. Walker),48,47
206,2,2:31.0,,Shooting foul by D. Cousins (drawn by D. Howard),48,47
207,2,2:31.0,New Orleans full timeout,,48,47
208,2,2:31.0,D. Miller enters the game for D. Liggins,,48,47
209,2,2:31.0,,D. Howard makes free throw 1 of 1,48,48
210,2,2:16.0,A. Davis misses 2-pt jump shot from 8 ft,,48,48
211,2,2:12.0,,Defensive rebound by D. Howard,48,48
212,2,2:10.0,,K. Walker makes 2-pt layup from 1 ft,48,50
213,2,2:02.0,E. Moore misses 2-pt layup from 1 ft,,48,50
214,2,2:00.0,,Defensive rebound by D. Howard,48,50
215,2,1:55.0,,Shooting foul by D. Cousins (drawn by M. Kidd-Gilchrist),48,50
216,2,1:55.0,,M. Kidd-Gilchrist misses free throw 1 of 2,48,50
217,2,1:55.0,,Offensive rebound by Team,48,50
218,2,1:55.0,D. Cunningham enters the game for D. Cousins,,48,50
219,2,1:55.0,Technical foul by D. Cousins,,48,50
220,2,1:55.0,,N. Batum makes technical free throw,48,51
221,2,1:55.0,,M. Kidd-Gilchrist makes free throw 2 of 2,48,52
222,2,1:33.0,E. Moore makes 3-pt jump shot from 25 ft (assist by J. Holiday),,51,52
223,2,1:30.0,,Turnover by M. Kidd-Gilchrist (traveling),51,52
224,2,1:30.0,,T. Graham enters the game for M. Kidd-Gilchrist,51,52
225,2,1:16.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by A. Davis),,54,52
226,2,1:03.0,,K. Walker misses 3-pt jump shot from 25 ft,54,52
227,2,1:00.0,Defensive rebound by E. Moore,,54,52
228,2,0:49.0,D. Cunningham misses 2-pt layup from 1 ft (block by D. Howard),,54,52
229,2,0:45.0,,Defensive rebound by K. Walker,54,52
230,2,0:45.0,,Shooting foul by D. Miller (drawn by M. Williams),54,52
231,2,0:45.0,,M. Williams makes free throw 1 of 2,54,53
232,2,0:45.0,,M. Williams misses free throw 2 of 2,54,53
233,2,0:41.0,Defensive rebound by D. Cunningham,,54,53
234,2,0:31.0,A. Davis misses 2-pt layup from 4 ft,,54,53
235,2,0:28.0,,Defensive rebound by M. Williams,54,53
236,2,0:21.0,,Turnover by N. Batum (bad pass; steal by D. Cunningham),54,53
237,2,0:14.0,Personal foul by N. Batum (drawn by J. Holiday),,54,53
238,2,0:02.0,D. Cunningham makes 2-pt jump shot from 11 ft (assist by A. Davis),,56,53
239,2,0:00.0,,K. Walker misses 3-pt jump shot from 60 ft,56,53
240,2,0:00.0,,Offensive rebound by Team,56,53
241,3,11:46.0,,M. Williams misses 3-pt jump shot from 25 ft,56,53
242,3,11:41.0,Defensive rebound by D. Cousins,,56,53
243,3,11:32.0,D. Cousins misses 3-pt jump shot from 26 ft,,56,53
244,3,11:29.0,,Defensive rebound by D. Howard,56,53
245,3,11:17.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft (assist by K. Walker),56,55
246,3,11:03.0,,Offensive charge foul by R. Rondo (drawn by K. Walker),56,55
247,3,11:03.0,Turnover by R. Rondo (offensive foul),,56,55
248,3,10:49.0,,Turnover by K. Walker (bad pass),56,55
249,3,10:33.0,Personal foul by M. Williams (drawn by D. Cousins),,56,55
250,3,10:27.0,Personal foul by M. Kidd-Gilchrist (drawn by R. Rondo),,56,55
251,3,10:19.0,Turnover by D. Cousins (bad pass; steal by M. Kidd-Gilchrist),,56,55
252,3,10:14.0,,M. Williams misses 3-pt jump shot from 28 ft,56,55
253,3,10:11.0,Defensive rebound by D. Cousins,,56,55
254,3,9:55.0,D. Cousins makes 2-pt dunk from 1 ft (assist by R. Rondo),,58,55
255,3,9:37.0,,N. Batum misses 2-pt jump shot from 20 ft,58,55
256,3,9:35.0,Defensive rebound by A. Davis,,58,55
257,3,9:26.0,E. Moore misses 3-pt jump shot from 25 ft,,58,55
258,3,9:21.0,,Defensive rebound by M. Williams,58,55
259,3,9:15.0,,K. Walker misses 3-pt jump shot from 25 ft,58,55
260,3,9:14.0,,Offensive rebound by D. Howard,58,55
261,3,9:14.0,,Shooting foul by E. Moore (drawn by D. Howard),58,55
262,3,9:14.0,,D. Howard makes free throw 1 of 2,58,56
263,3,9:14.0,,D. Howard misses free throw 2 of 2,58,56
264,3,9:11.0,Defensive rebound by D. Cousins,,58,56
265,3,9:01.0,D. Cousins misses 2-pt jump shot from 20 ft,,58,56
266,3,8:56.0,Offensive rebound by A. Davis,,58,56
267,3,8:45.0,A. Davis misses 2-pt jump shot from 16 ft,,58,56
268,3,8:42.0,Offensive rebound by D. Cousins,,58,56
269,3,8:41.0,D. Cousins misses 2-pt layup from 1 ft (block by M. Williams),,58,56
270,3,8:38.0,,Defensive rebound by N. Batum,58,56
271,3,8:35.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,58,58
272,3,8:18.0,A. Davis makes 2-pt jump shot from 20 ft (assist by R. Rondo),,60,58
273,3,7:55.0,,M. Williams misses 3-pt jump shot from 23 ft,60,58
274,3,7:53.0,,Offensive rebound by M. Williams,60,58
275,3,7:53.0,,M. Williams makes 2-pt layup at rim,60,60
276,3,7:31.0,R. Rondo misses 3-pt jump shot from 23 ft,,60,60
277,3,7:29.0,,Defensive rebound by M. Williams,60,60
278,3,7:21.0,,K. Walker makes 2-pt layup from 4 ft,60,62
279,3,7:09.0,J. Holiday makes 2-pt layup from 1 ft (assist by R. Rondo),,62,62
280,3,6:54.0,,M. Williams makes 2-pt jump shot from 11 ft (assist by N. Batum),62,64
281,3,6:41.0,J. Holiday makes 2-pt layup from 1 ft (assist by D. Cousins),,64,64
282,3,6:41.0,,Charlotte full timeout,64,64
283,3,6:31.0,,K. Walker misses 2-pt jump shot from 18 ft,64,64
284,3,6:29.0,Defensive rebound by Team,,64,64
285,3,6:19.0,Turnover by D. Cousins (bad pass),,64,64
286,3,5:55.0,,D. Howard makes 2-pt layup from 1 ft,64,66
287,3,5:31.0,A. Davis misses 2-pt jump shot from 18 ft,,64,66
288,3,5:28.0,,Defensive rebound by M. Williams,64,66
289,3,5:13.0,,D. Howard misses 2-pt layup from 5 ft (block by D. Cousins),64,66
290,3,5:09.0,Defensive rebound by D. Cousins,,64,66
291,3,5:06.0,,Technical foul by D. Howard,64,66
292,3,5:06.0,A. Davis makes technical free throw,,65,66
293,3,5:06.0,D. Cunningham enters the game for A. Davis,,65,66
294,3,4:55.0,Personal foul by D. Howard (drawn by D. Cousins),,65,66
295,3,4:43.0,D. Cousins misses 3-pt jump shot from 26 ft,,65,66
296,3,4:37.0,Offensive rebound by E. Moore,,65,66
297,3,4:37.0,E. Moore misses 2-pt layup at rim,,65,66
298,3,4:36.0,,Defensive rebound by D. Howard,65,66
299,3,4:31.0,,K. Walker misses 2-pt layup from 2 ft (block by J. Holiday),65,66
300,3,4:28.0,Defensive rebound by D. Cunningham,,65,66
301,3,4:28.0,E. Moore makes 2-pt layup from 1 ft (assist by R. Rondo),,67,66
302,3,4:28.0,Shooting foul by M. Kidd-Gilchrist (drawn by E. Moore),,67,66
303,3,4:28.0,,J. Lamb enters the game for M. Kidd-Gilchrist,67,66
304,3,4:28.0,E. Moore makes free throw 1 of 1,,68,66
305,3,4:12.0,,Personal foul by D. Cousins (drawn by D. Howard),68,66
306,3,4:12.0,Ö. Aşık enters the game for D. Cousins,,68,66
307,3,4:12.0,D. Miller enters the game for R. Rondo,,68,66
308,3,4:05.0,,N. Batum misses 2-pt jump shot from 22 ft,68,66
309,3,4:03.0,Defensive rebound by D. Cunningham,,68,66
310,3,3:59.0,Turnover by J. Holiday (out of bounds lost ball),,68,66
311,3,3:46.0,,D. Howard makes 2-pt layup from 2 ft (assist by K. Walker),68,68
312,3,3:28.0,E. Moore misses 2-pt jump shot from 19 ft,,68,68
313,3,3:26.0,Offensive rebound by Ö. Aşık,,68,68
314,3,3:16.0,D. Miller misses 3-pt jump shot from 25 ft,,68,68
315,3,3:12.0,,Defensive rebound by K. Walker,68,68
316,3,3:04.0,,K. Walker misses 2-pt jump shot from 18 ft,68,68
317,3,3:01.0,Defensive rebound by D. Cunningham,,68,68
318,3,2:53.0,J. Holiday misses 2-pt jump shot from 6 ft,,68,68
319,3,2:51.0,Offensive rebound by J. Holiday,,68,68
320,3,2:44.0,E. Moore misses 3-pt jump shot from 22 ft,,68,68
321,3,2:41.0,,Defensive rebound by D. Howard,68,68
322,3,2:25.0,,N. Batum misses 2-pt jump shot from 13 ft,68,68
323,3,2:22.0,Defensive rebound by Ö. Aşık,,68,68
324,3,2:17.0,J. Holiday misses 3-pt jump shot from 26 ft,,68,68
325,3,2:13.0,,Defensive rebound by K. Walker,68,68
326,3,2:08.0,,J. Lamb misses 3-pt jump shot from 23 ft,68,68
327,3,2:04.0,Defensive rebound by E. Moore,,68,68
328,3,2:00.0,E. Moore makes 2-pt layup from 2 ft,,70,68
329,3,2:00.0,Shooting foul by N. Batum (drawn by E. Moore),,70,68
330,3,2:00.0,New Orleans full timeout,,70,68
331,3,2:00.0,,F. Kaminsky enters the game for M. Williams,70,68
332,3,2:00.0,,T. Graham enters the game for N. Batum,70,68
333,3,2:00.0,J. Nelson enters the game for J. Holiday,,70,68
334,3,2:00.0,E. Moore makes free throw 1 of 1,,71,68
335,3,1:41.0,,K. Walker makes 2-pt jump shot from 11 ft,71,70
336,3,1:18.0,J. Nelson makes 2-pt jump shot from 22 ft (assist by E. Moore),,73,70
337,3,0:56.0,,D. Howard misses 2-pt hook shot from 6 ft,73,70
338,3,0:53.0,Defensive rebound by D. Cunningham,,73,70
339,3,0:31.0,E. Moore misses 2-pt jump shot from 15 ft,,73,70
340,3,0:27.0,,Defensive rebound by D. Howard,73,70
341,3,0:11.0,,K. Walker makes 3-pt jump shot from 24 ft,73,73
342,3,0:00.0,D. Miller makes 3-pt jump shot from 24 ft (assist by J. Nelson),,76,73
343,4,11:49.0,D. Miller misses 3-pt jump shot from 25 ft,,76,73
344,4,11:45.0,,Defensive rebound by J. Lamb,76,73
345,4,11:38.0,,Shooting foul by A. Davis (drawn by F. Kaminsky),76,73
346,4,11:38.0,,F. Kaminsky misses free throw 1 of 2,76,73
347,4,11:38.0,,Offensive rebound by Team,76,73
348,4,11:38.0,,F. Kaminsky makes free throw 2 of 2,76,74
349,4,11:22.0,D. Cunningham misses 2-pt layup from 1 ft,,76,74
350,4,11:19.0,,Defensive rebound by M. Williams,76,74
351,4,10:56.0,,J. Lamb makes 2-pt layup at rim,76,76
352,4,10:48.0,Personal foul by M. Carter-Williams (drawn by J. Nelson),,76,76
353,4,10:44.0,Personal foul by M. Williams (drawn by A. Davis),,76,76
354,4,10:36.0,A. Davis makes 2-pt jump shot from 18 ft (assist by I. Clark),,78,76
355,4,10:08.0,,J. Lamb makes 2-pt jump shot from 10 ft (assist by F. Kaminsky),78,78
356,4,9:59.0,I. Clark misses 3-pt jump shot from 23 ft,,78,78
357,4,9:56.0,Offensive rebound by D. Cunningham,,78,78
358,4,9:44.0,J. Nelson misses 3-pt jump shot from 26 ft,,78,78
359,4,9:40.0,,Defensive rebound by F. Kaminsky,78,78
360,4,9:31.0,,F. Kaminsky misses 2-pt jump shot from 17 ft,78,78
361,4,9:28.0,Defensive rebound by J. Nelson,,78,78
362,4,9:22.0,J. Nelson makes 3-pt jump shot from 26 ft (assist by A. Davis),,81,78
363,4,9:00.0,,J. Lamb misses 3-pt jump shot from 27 ft,81,78
364,4,8:54.0,,Offensive rebound by M. Williams,81,78
365,4,8:53.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,81,78
366,4,8:50.0,,Offensive rebound by M. Carter-Williams,81,78
367,4,8:38.0,,M. Carter-Williams misses 2-pt layup from 1 ft,81,78
368,4,8:38.0,,Offensive rebound by F. Kaminsky,81,78
369,4,8:38.0,,Shooting foul by D. Miller (drawn by F. Kaminsky),81,78
370,4,8:38.0,,F. Kaminsky makes free throw 1 of 2,81,79
371,4,8:38.0,,F. Kaminsky makes free throw 2 of 2,81,80
372,4,8:13.0,J. Nelson makes 3-pt jump shot from 25 ft,,84,80
373,4,7:58.0,,J. Lamb misses 2-pt jump shot from 21 ft,84,80
374,4,7:58.0,,Offensive rebound by F. Kaminsky,84,80
375,4,7:58.0,,Personal foul by J. Nelson (drawn by F. Kaminsky),84,80
376,4,7:47.0,,Shooting foul by A. Davis (drawn by F. Kaminsky),84,80
377,4,7:47.0,,F. Kaminsky misses free throw 1 of 2,84,80
378,4,7:47.0,,Offensive rebound by Team,84,80
379,4,7:47.0,,D. Howard enters the game for M. Williams,84,80
380,4,7:47.0,D. Cousins enters the game for D. Cunningham,,84,80
381,4,7:47.0,,F. Kaminsky makes free throw 2 of 2,84,81
382,4,7:32.0,I. Clark misses 2-pt jump shot from 18 ft,,84,81
383,4,7:29.0,,Defensive rebound by D. Howard,84,81
