,QUARTER,TIME_REMAINING,DALLAS_ACTION,MINNESOTA_ACTION,DALLAS_SCORE,MINNESOTA_SCORE
40,1,6:27.0,,K. Towns misses 2-pt layup at rim,8,11
41,1,6:27.0,Defensive rebound by D. Smith,,8,11
42,1,6:19.0,N. Noel misses 2-pt layup at rim,,8,11
43,1,6:17.0,,Defensive rebound by J. Butler,8,11
44,1,6:10.0,,Personal foul by W. Matthews (drawn by K. Towns),8,11
45,1,6:10.0,,Minnesota full timeout,8,11
46,1,6:10.0,J. Barea enters the game for D. Smith,,8,11
47,1,6:10.0,D. Nowitzki enters the game for W. Matthews,,8,11
48,1,6:01.0,,Offensive foul by K. Towns (drawn by D. Nowitzki),8,11
49,1,6:01.0,,Turnover by K. Towns (offensive foul),8,11
50,1,5:48.0,Turnover by H. Barnes (traveling),,8,11
51,1,5:37.0,,Personal foul by Y. Ferrell (drawn by A. Wiggins),8,11
52,1,5:37.0,,A. Wiggins makes free throw 1 of 2,8,12
53,1,5:37.0,D. Harris enters the game for Y. Ferrell,,8,12
54,1,5:37.0,,A. Wiggins makes free throw 2 of 2,8,13
55,1,5:26.0,N. Noel makes 2-pt dunk at rim (assist by J. Barea),,10,13
56,1,5:08.0,,T. Gibson misses 2-pt jump shot from 5 ft (block by N. Noel),10,13
57,1,5:08.0,Defensive rebound by J. Barea,,10,13
58,1,4:54.0,D. Harris makes 3-pt jump shot from 25 ft (assist by J. Barea),,13,13
59,1,4:35.0,,K. Towns makes 2-pt layup from 1 ft (assist by J. Butler),13,15
60,1,4:35.0,Violation by N. Noel (def goaltending),,13,15
61,1,4:16.0,D. Harris misses 2-pt layup from 4 ft,,13,15
62,1,4:13.0,,Defensive rebound by K. Towns,13,15
63,1,4:07.0,,K. Towns misses 3-pt jump shot from 25 ft,13,15
64,1,4:07.0,,Offensive rebound by T. Gibson,13,15
65,1,4:03.0,,K. Towns makes 2-pt dunk from 1 ft (assist by T. Gibson),13,17
66,1,3:35.0,H. Barnes makes 2-pt jump shot from 14 ft,,15,17
67,1,3:15.0,,A. Wiggins makes 2-pt jump shot from 16 ft (assist by J. Teague),15,19
68,1,3:03.0,J. Barea misses 3-pt jump shot from 26 ft,,15,19
69,1,3:00.0,,Defensive rebound by J. Teague,15,19
70,1,2:55.0,,J. Butler misses 3-pt jump shot from 24 ft,15,19
71,1,2:55.0,,Offensive rebound by K. Towns,15,19
72,1,2:55.0,,K. Towns makes 2-pt layup from 1 ft,15,21
73,1,2:55.0,Dallas full timeout,,15,21
74,1,2:55.0,,N. Bjelica enters the game for J. Butler,15,21
75,1,2:55.0,,G. Dieng enters the game for K. Towns,15,21
76,1,2:55.0,,J. Crawford enters the game for T. Gibson,15,21
77,1,2:55.0,W. Matthews enters the game for H. Barnes,,15,21
78,1,2:45.0,Personal foul by J. Teague (drawn by D. Harris),,15,21
79,1,2:31.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,15,21
80,1,2:28.0,,Defensive rebound by G. Dieng,15,21
81,1,2:22.0,,J. Teague makes 2-pt jump shot from 13 ft,15,23
82,1,2:02.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,15,23
83,1,1:59.0,Offensive rebound by N. Noel,,15,23
84,1,1:57.0,N. Noel misses 2-pt hook shot from 4 ft,,15,23
85,1,1:55.0,,Defensive rebound by J. Crawford,15,23
86,1,1:51.0,,J. Teague misses 3-pt jump shot from 24 ft,15,23
87,1,1:47.0,Defensive rebound by J. Barea,,15,23
88,1,1:43.0,J. Barea makes 2-pt layup from 1 ft,,17,23
89,1,1:43.0,Shooting foul by N. Bjelica (drawn by J. Barea),,17,23
90,1,1:43.0,J. Barea makes free throw 1 of 1,,18,23
91,1,1:26.0,,J. Teague misses 3-pt jump shot from 25 ft,18,23
92,1,1:22.0,Defensive rebound by J. Barea,,18,23
93,1,1:20.0,W. Matthews misses 2-pt layup from 1 ft,,18,23
94,1,1:20.0,,Defensive rebound by N. Bjelica,18,23
95,1,1:00.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Teague),18,25
96,1,0:39.0,N. Noel misses 2-pt dunk from 1 ft,,18,25
97,1,0:36.0,,Defensive rebound by N. Bjelica,18,25
98,1,0:26.0,,J. Teague makes 2-pt jump shot from 11 ft,18,27
99,1,0:05.0,Turnover by J. Barea (lost ball; steal by J. Teague),,18,27
100,1,0:00.0,,J. Crawford misses 2-pt jump shot from 4 ft,18,27
101,1,0:00.0,,Offensive rebound by Team,18,27
102,2,11:45.0,J. Barea makes 2-pt jump shot from 19 ft,,20,27
103,2,11:20.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by G. Dieng),20,30
104,2,11:02.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,20,30
105,2,10:59.0,,Defensive rebound by J. Crawford,20,30
106,2,10:51.0,,S. Muhammad misses 3-pt jump shot from 22 ft,20,30
107,2,10:49.0,Defensive rebound by J. Barea,,20,30
108,2,10:44.0,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by J. Barea),,22,30
109,2,10:24.0,,J. Crawford makes 2-pt jump shot from 17 ft (assist by N. Bjelica),22,32
110,2,10:12.0,J. Barea makes 2-pt jump shot from 16 ft,,24,32
111,2,9:56.0,,T. Jones makes 3-pt jump shot from 24 ft (assist by S. Muhammad),24,35
112,2,9:44.0,J. Barea misses 2-pt layup from 3 ft,,24,35
113,2,9:42.0,,Defensive rebound by N. Bjelica,24,35
114,2,9:40.0,H. Barnes enters the game for D. Nowitzki,,24,35
115,2,9:29.0,,T. Jones makes 3-pt jump shot from 24 ft (assist by G. Dieng),24,38
116,2,9:28.0,Dallas full timeout,,24,38
117,2,9:28.0,D. Smith enters the game for J. Barea,,24,38
118,2,9:28.0,Y. Ferrell enters the game for D. Harris,,24,38
119,2,9:15.0,D. Powell makes 2-pt jump shot from 17 ft (assist by H. Barnes),,26,38
120,2,8:59.0,,Shooting foul by H. Barnes (drawn by G. Dieng),26,38
121,2,8:59.0,,G. Dieng misses free throw 1 of 2,26,38
122,2,8:59.0,,Offensive rebound by Team,26,38
123,2,8:59.0,,G. Dieng makes free throw 2 of 2,26,39
124,2,8:41.0,D. Powell misses 3-pt jump shot from 25 ft,,26,39
125,2,8:37.0,,Defensive rebound by S. Muhammad,26,39
126,2,8:31.0,,Turnover by J. Crawford (bad pass; steal by D. Powell),26,39
127,2,8:28.0,H. Barnes makes 2-pt layup from 2 ft,,28,39
128,2,8:11.0,,S. Muhammad makes 2-pt jump shot from 4 ft,28,41
129,2,7:52.0,H. Barnes misses 3-pt jump shot from 22 ft,,28,41
130,2,7:50.0,,Defensive rebound by G. Dieng,28,41
131,2,7:43.0,,G. Dieng misses 2-pt jump shot from 19 ft,28,41
132,2,7:40.0,Defensive rebound by H. Barnes,,28,41
133,2,7:29.0,Y. Ferrell makes 2-pt layup from 2 ft (assist by D. Powell),,30,41
134,2,7:11.0,,N. Bjelica makes 3-pt jump shot from 26 ft (assist by T. Jones),30,44
135,2,7:00.0,Dallas full timeout,,30,44
136,2,7:00.0,,J. Butler enters the game for G. Dieng,30,44
137,2,7:00.0,,K. Towns enters the game for N. Bjelica,30,44
138,2,7:00.0,M. Kleber enters the game for W. Matthews,,30,44
139,2,6:45.0,D. Smith misses 2-pt jump shot from 8 ft (block by K. Towns),,30,44
140,2,6:42.0,,Defensive rebound by K. Towns,30,44
141,2,6:38.0,,J. Crawford misses 3-pt jump shot from 24 ft,30,44
142,2,6:36.0,Defensive rebound by H. Barnes,,30,44
143,2,6:19.0,H. Barnes makes 2-pt dunk from 2 ft (assist by D. Powell),,32,44
144,2,6:01.0,,K. Towns makes 2-pt layup at rim (assist by J. Butler),32,46
145,2,5:45.0,M. Kleber misses 3-pt jump shot from 26 ft,,32,46
146,2,5:41.0,,Defensive rebound by J. Crawford,32,46
147,2,5:39.0,,S. Muhammad makes 2-pt dunk from 1 ft (assist by J. Crawford),32,48
148,2,5:18.0,D. Smith makes 3-pt jump shot from 24 ft (assist by D. Powell),,35,48
149,2,5:04.0,,J. Crawford misses 2-pt jump shot from 16 ft,35,48
150,2,5:01.0,Defensive rebound by D. Smith,,35,48
151,2,4:52.0,Turnover by D. Smith (bad pass; steal by J. Crawford),,35,48
152,2,4:45.0,,J. Crawford makes 2-pt jump shot from 12 ft (assist by J. Butler),35,50
153,2,4:44.0,Dallas full timeout,,35,50
154,2,4:44.0,,J. Teague enters the game for T. Jones,35,50
155,2,4:44.0,,T. Gibson enters the game for S. Muhammad,35,50
156,2,4:44.0,N. Noel enters the game for D. Smith,,35,50
157,2,4:44.0,J. Barea enters the game for D. Powell,,35,50
158,2,4:44.0,D. Harris enters the game for Y. Ferrell,,35,50
159,2,4:44.0,,A. Wiggins enters the game for J. Crawford,35,50
160,2,4:36.0,Offensive foul by D. Harris (drawn by J. Butler),,35,50
161,2,4:36.0,Turnover by D. Harris (offensive foul),,35,50
162,2,4:22.0,,Turnover by J. Teague (bad pass; steal by N. Noel),35,50
163,2,4:18.0,D. Harris makes 2-pt jump shot from 11 ft,,37,50
164,2,4:18.0,Shooting foul by A. Wiggins (drawn by D. Harris),,37,50
165,2,4:18.0,D. Harris misses free throw 1 of 1,,37,50
166,2,4:17.0,Offensive rebound by N. Noel,,37,50
167,2,4:17.0,Personal foul by K. Towns (drawn by N. Noel),,37,50
168,2,4:10.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Harris),,40,50
169,2,3:50.0,,J. Butler makes 2-pt jump shot from 17 ft,40,52
170,2,3:40.0,Shooting foul by J. Teague (drawn by J. Barea),,40,52
171,2,3:40.0,J. Barea makes free throw 2 of 2,,41,52
172,2,3:40.0,J. Barea makes free throw 1 of 2,,42,52
173,2,3:23.0,,J. Teague misses 2-pt jump shot from 8 ft,42,52
174,2,3:16.0,Defensive rebound by H. Barnes,,42,52
175,2,3:12.0,Turnover by J. Barea (bad pass),,42,52
176,2,3:03.0,,Offensive foul by J. Butler (drawn by J. Barea),42,52
177,2,3:03.0,,Turnover by J. Butler (offensive foul),42,52
178,2,2:56.0,D. Harris makes 2-pt layup from 2 ft (assist by J. Barea),,44,52
179,2,2:44.0,,K. Towns misses 2-pt jump shot from 4 ft,44,52
180,2,2:42.0,Defensive rebound by N. Noel,,44,52
181,2,2:33.0,J. Barea makes 2-pt layup from 1 ft,,46,52
182,2,2:21.0,W. Matthews enters the game for M. Kleber,,46,52
183,2,2:19.0,,K. Towns makes 2-pt layup from 1 ft (assist by A. Wiggins),46,54
184,2,2:01.0,J. Barea misses 2-pt layup from 1 ft,,46,54
185,2,1:58.0,,Defensive rebound by J. Teague,46,54
186,2,1:56.0,,Turnover by J. Teague (lost ball; steal by D. Harris),46,54
187,2,1:47.0,D. Harris misses 2-pt jump shot from 5 ft (block by K. Towns),,46,54
188,2,1:43.0,Offensive rebound by H. Barnes,,46,54
189,2,1:43.0,,Personal foul by D. Harris (drawn by T. Gibson),46,54
190,2,1:42.0,H. Barnes misses 2-pt layup from 1 ft (block by T. Gibson),,46,54
191,2,1:42.0,,Defensive rebound by T. Gibson,46,54
192,2,1:31.0,,A. Wiggins makes 2-pt dunk from 1 ft (assist by J. Teague),46,56
193,2,1:11.0,H. Barnes misses 2-pt jump shot from 7 ft (block by A. Wiggins),,46,56
194,2,1:08.0,,Defensive rebound by K. Towns,46,56
195,2,1:02.0,,K. Towns makes 2-pt dunk from 1 ft (assist by J. Butler),46,58
196,2,0:40.0,Shooting foul by T. Gibson (drawn by J. Barea),,46,58
197,2,0:40.0,J. Barea makes free throw 1 of 2,,47,58
198,2,0:40.0,S. Mejri enters the game for N. Noel,,47,58
199,2,0:40.0,J. Barea misses free throw 2 of 2,,47,58
200,2,0:40.0,,Defensive rebound by T. Gibson,47,58
201,2,0:26.0,,Shooting foul by S. Mejri (drawn by A. Wiggins),47,58
202,2,0:26.0,,A. Wiggins makes free throw 1 of 2,47,59
203,2,0:26.0,D. Nowitzki enters the game for S. Mejri,,47,59
204,2,0:26.0,,A. Wiggins misses free throw 2 of 2,47,59
205,2,0:24.0,Defensive rebound by D. Nowitzki,,47,59
206,2,0:03.0,H. Barnes makes 2-pt layup from 2 ft,,49,59
207,2,0:01.0,,J. Teague misses 3-pt jump shot from 42 ft,49,59
208,2,0:01.0,,Offensive rebound by Team,49,59
209,3,11:41.0,W. Matthews misses 2-pt jump shot from 18 ft,,49,59
210,3,11:39.0,,Defensive rebound by T. Gibson,49,59
211,3,11:23.0,,J. Teague misses 2-pt jump shot from 12 ft,49,59
212,3,11:21.0,Defensive rebound by D. Nowitzki,,49,59
213,3,11:13.0,Turnover by D. Smith (bad pass),,49,59
214,3,10:52.0,,T. Gibson misses 2-pt jump shot from 19 ft,49,59
215,3,10:50.0,Defensive rebound by S. Mejri,,49,59
216,3,10:28.0,H. Barnes misses 2-pt jump shot from 8 ft,,49,59
217,3,10:25.0,,Defensive rebound by J. Butler,49,59
218,3,10:16.0,,A. Wiggins makes 2-pt jump shot from 14 ft (assist by J. Teague),49,61
219,3,9:55.0,Turnover by S. Mejri (traveling),,49,61
220,3,9:36.0,,K. Towns makes 3-pt jump shot from 22 ft,49,64
221,3,9:11.0,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by H. Barnes),,51,64
222,3,8:59.0,,J. Butler misses 3-pt jump shot from 24 ft,51,64
223,3,8:56.0,,Offensive rebound by K. Towns,51,64
224,3,8:53.0,,T. Gibson makes 2-pt layup from 2 ft (assist by K. Towns),51,66
225,3,8:41.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Smith),,54,66
226,3,8:25.0,,K. Towns makes 2-pt jump shot from 4 ft (assist by J. Teague),54,68
227,3,8:10.0,W. Matthews misses 3-pt jump shot from 24 ft,,54,68
228,3,8:07.0,,Defensive rebound by A. Wiggins,54,68
229,3,7:57.0,,K. Towns misses 2-pt jump shot from 7 ft,54,68
230,3,7:55.0,,Offensive rebound by T. Gibson,54,68
231,3,7:55.0,,Shooting foul by D. Nowitzki (drawn by T. Gibson),54,68
232,3,7:55.0,,T. Gibson makes free throw 1 of 2,54,69
233,3,7:55.0,D. Harris enters the game for D. Nowitzki,,54,69
234,3,7:55.0,,T. Gibson makes free throw 2 of 2,54,70
235,3,7:38.0,W. Matthews misses 2-pt jump shot from 19 ft,,54,70
236,3,7:36.0,Offensive rebound by S. Mejri,,54,70
237,3,7:28.0,D. Smith misses 2-pt jump shot from 17 ft,,54,70
238,3,7:24.0,,Defensive rebound by T. Gibson,54,70
239,3,7:17.0,Offensive charge foul by A. Wiggins (drawn by D. Harris),,54,70
240,3,7:17.0,,Turnover by A. Wiggins (offensive foul),54,70
241,3,7:09.0,D. Smith misses 2-pt jump shot from 14 ft (block by J. Teague),,54,70
242,3,7:07.0,,Defensive rebound by K. Towns,54,70
243,3,6:50.0,,Minnesota full timeout,54,70
244,3,6:50.0,J. Barea enters the game for D. Smith,,54,70
245,3,6:50.0,N. Noel enters the game for S. Mejri,,54,70
246,3,6:44.0,,T. Gibson makes 2-pt jump shot from 15 ft,54,72
247,3,6:16.0,W. Matthews misses 2-pt jump shot from 11 ft,,54,72
248,3,6:14.0,,Defensive rebound by K. Towns,54,72
249,3,6:06.0,,J. Butler misses 2-pt jump shot from 16 ft,54,72
250,3,6:04.0,Defensive rebound by N. Noel,,54,72
251,3,5:59.0,Offensive foul by N. Noel (drawn by J. Teague),,54,72
252,3,5:59.0,Turnover by N. Noel (offensive foul),,54,72
253,3,5:50.0,,K. Towns makes 3-pt jump shot from 23 ft (assist by J. Teague),54,75
254,3,5:34.0,Turnover by H. Barnes (lost ball; steal by J. Teague),,54,75
255,3,5:30.0,,J. Teague makes 2-pt layup from 1 ft (assist by T. Gibson),54,77
256,3,5:30.0,Dallas full timeout,,54,77
257,3,5:30.0,M. Kleber enters the game for W. Matthews,,54,77
258,3,5:18.0,Turnover by M. Kleber (traveling),,54,77
259,3,5:00.0,,Shooting foul by D. Harris (drawn by K. Towns),54,77
260,3,5:00.0,,K. Towns makes free throw 1 of 2,54,78
261,3,5:00.0,D. Nowitzki enters the game for N. Noel,,54,78
262,3,5:00.0,,K. Towns makes free throw 2 of 2,54,79
263,3,4:44.0,D. Harris makes 2-pt layup at rim (assist by J. Barea),,56,79
264,3,4:35.0,,J. Teague misses 2-pt jump shot from 17 ft,56,79
265,3,4:31.0,,Offensive rebound by T. Gibson,56,79
266,3,4:18.0,,K. Towns misses 2-pt jump shot from 13 ft,56,79
267,3,4:16.0,Defensive rebound by M. Kleber,,56,79
268,3,4:07.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),,59,79
269,3,3:47.0,,T. Gibson makes 2-pt jump shot from 7 ft (assist by K. Towns),59,81
270,3,3:31.0,Personal foul by A. Wiggins (drawn by D. Harris),,59,81
271,3,3:31.0,,G. Dieng enters the game for K. Towns,59,81
272,3,3:21.0,Turnover by J. Barea (bad pass; steal by J. Teague),,59,81
273,3,3:07.0,,J. Teague misses 3-pt jump shot from 25 ft,59,81
274,3,3:04.0,,Offensive rebound by T. Gibson,59,81
275,3,3:03.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by T. Gibson),59,84
276,3,2:41.0,D. Nowitzki misses 2-pt jump shot from 20 ft,,59,84
277,3,2:38.0,,Defensive rebound by A. Wiggins,59,84
278,3,2:30.0,,Turnover by A. Wiggins (bad pass; steal by D. Harris),59,84
279,3,2:25.0,J. Barea makes 2-pt layup from 2 ft,,61,84
280,3,2:10.0,,Shooting foul by H. Barnes (drawn by J. Butler),61,84
281,3,2:10.0,,J. Butler makes free throw 1 of 2,61,85
282,3,2:10.0,,N. Bjelica enters the game for T. Gibson,61,85
283,3,2:10.0,,J. Butler makes free throw 2 of 2,61,86
284,3,1:58.0,D. Harris misses 3-pt jump shot from 25 ft,,61,86
285,3,1:56.0,,Defensive rebound by Team,61,86
286,3,1:56.0,,J. Crawford enters the game for J. Butler,61,86
287,3,1:48.0,,Offensive foul by J. Crawford (drawn by D. Harris),61,86
288,3,1:48.0,,Turnover by J. Crawford (offensive foul),61,86
289,3,1:38.0,J. Barea misses 3-pt jump shot from 25 ft,,61,86
290,3,1:34.0,,Defensive rebound by J. Crawford,61,86
291,3,1:31.0,,A. Wiggins misses 3-pt jump shot from 24 ft,61,86
292,3,1:27.0,,Offensive rebound by G. Dieng,61,86
293,3,1:23.0,,G. Dieng makes 2-pt layup from 3 ft (assist by J. Teague),61,88
294,3,1:14.0,Shooting foul by G. Dieng (drawn by D. Harris),,61,88
295,3,1:14.0,D. Harris makes free throw 1 of 2,,62,88
296,3,1:14.0,,T. Jones enters the game for J. Teague,62,88
297,3,1:14.0,W. Matthews enters the game for J. Barea,,62,88
298,3,1:14.0,Y. Ferrell enters the game for H. Barnes,,62,88
299,3,1:14.0,D. Harris misses free throw 2 of 2,,62,88
300,3,1:12.0,,Defensive rebound by G. Dieng,62,88
301,3,0:59.0,,J. Crawford makes 2-pt jump shot from 19 ft,62,90
302,3,0:47.0,Shooting foul by N. Bjelica (drawn by D. Harris),,62,90
303,3,0:47.0,D. Harris makes free throw 1 of 2,,63,90
304,3,0:47.0,D. Harris makes free throw 2 of 2,,64,90
305,3,0:36.0,,A. Wiggins misses 2-pt jump shot from 16 ft,64,90
306,3,0:32.0,Defensive rebound by Y. Ferrell,,64,90
307,3,0:25.0,W. Matthews makes 2-pt layup from 1 ft,,66,90
308,3,0:06.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by G. Dieng),66,93
309,3,0:00.0,D. Harris makes 3-pt jump shot from 37 ft,,69,93
310,4,11:50.0,,J. Crawford misses 3-pt jump shot from 25 ft,69,93
311,4,11:45.0,Defensive rebound by W. Matthews,,69,93
312,4,11:38.0,,Loose ball foul by N. Bjelica (drawn by M. Kleber),69,93
313,4,11:37.0,Y. Ferrell misses 3-pt jump shot from 24 ft,,69,93
314,4,11:37.0,Offensive rebound by Team,,69,93
315,4,11:20.0,D. Smith makes 3-pt jump shot from 25 ft (assist by W. Matthews),,72,93
316,4,11:05.0,,Personal foul by Y. Ferrell (drawn by J. Crawford),72,93
317,4,11:01.0,,Turnover by S. Muhammad (turnover),72,93
318,4,11:01.0,,Loose ball foul by S. Muhammad (drawn by Y. Ferrell),72,93
319,4,10:45.0,Turnover by D. Powell (lost ball; steal by S. Muhammad),,72,93
320,4,10:40.0,,T. Jones misses 2-pt jump shot from 10 ft,72,93
321,4,10:38.0,Defensive rebound by M. Kleber,,72,93
322,4,10:16.0,W. Matthews misses 2-pt layup at rim (block by G. Dieng),,72,93
323,4,10:14.0,,Defensive rebound by N. Bjelica,72,93
324,4,10:06.0,,Turnover by N. Bjelica (turnover),72,93
325,4,9:53.0,D. Smith makes 3-pt jump shot from 25 ft (assist by M. Kleber),,75,93
326,4,9:52.0,,Minnesota full timeout,75,93
327,4,9:52.0,G. Clavell enters the game for W. Matthews,,75,93
328,4,9:43.0,,Offensive foul by G. Dieng (drawn by M. Kleber),75,93
329,4,9:43.0,,Turnover by G. Dieng (offensive foul),75,93
330,4,9:26.0,D. Smith misses 3-pt jump shot from 24 ft,,75,93
331,4,9:24.0,,Defensive rebound by G. Dieng,75,93
332,4,9:15.0,,Turnover by J. Crawford (bad pass),75,93
333,4,9:08.0,Personal foul by S. Muhammad (drawn by G. Clavell),,75,93
334,4,9:08.0,,K. Towns enters the game for G. Dieng,75,93
335,4,9:08.0,,J. Butler enters the game for S. Muhammad,75,93
336,4,8:56.0,Turnover by D. Powell (out of bounds lost ball),,75,93
337,4,8:36.0,,Personal block foul by D. Powell (drawn by K. Towns),75,93
338,4,8:24.0,,K. Towns misses 3-pt jump shot from 25 ft,75,93
339,4,8:20.0,Defensive rebound by D. Smith,,75,93
340,4,8:15.0,D. Smith makes 2-pt layup from 2 ft,,77,93
341,4,7:52.0,,K. Towns makes 2-pt layup from 3 ft (assist by J. Butler),77,95
342,4,7:38.0,D. Smith misses 2-pt layup from 1 ft (block by N. Bjelica),,77,95
343,4,7:36.0,,Defensive rebound by K. Towns,77,95
344,4,7:25.0,,J. Crawford makes 2-pt layup from 1 ft (assist by N. Bjelica),77,97
345,4,7:24.0,Dallas full timeout,,77,97
346,4,7:24.0,,J. Teague enters the game for T. Jones,77,97
347,4,7:24.0,,A. Wiggins enters the game for J. Crawford,77,97
348,4,7:12.0,M. Kleber makes 2-pt layup from 1 ft,,79,97
349,4,6:56.0,,Shooting foul by D. Powell (drawn by K. Towns),79,97
350,4,6:56.0,,K. Towns misses free throw 1 of 2,79,97
351,4,6:56.0,,Offensive rebound by Team,79,97
352,4,6:56.0,,T. Gibson enters the game for N. Bjelica,79,97
353,4,6:56.0,,K. Towns makes free throw 2 of 2,79,98
354,4,6:45.0,M. Kleber makes 2-pt jump shot from 14 ft,,81,98
355,4,6:29.0,,K. Towns makes 2-pt layup from 1 ft (assist by J. Teague),81,100
356,4,6:18.0,M. Kleber misses 3-pt jump shot from 25 ft,,81,100
357,4,6:15.0,,Defensive rebound by K. Towns,81,100
358,4,6:09.0,,Turnover by J. Teague (bad pass; steal by D. Smith),81,100
359,4,6:04.0,Y. Ferrell makes 3-pt jump shot from 24 ft,,84,100
360,4,5:38.0,,J. Teague makes 2-pt jump shot from 22 ft (assist by J. Butler),84,102
361,4,5:20.0,D. Smith misses 2-pt layup from 6 ft,,84,102
362,4,5:18.0,,Defensive rebound by K. Towns,84,102
363,4,5:09.0,,A. Wiggins misses 3-pt jump shot from 25 ft,84,102
364,4,5:06.0,,Offensive rebound by Team,84,102
365,4,4:47.0,,Turnover by K. Towns (lost ball; steal by D. Powell),84,102
366,4,4:40.0,D. Smith makes 2-pt layup at rim,,86,102
367,4,4:40.0,Shooting foul by J. Butler (drawn by D. Smith),,86,102
368,4,4:40.0,D. Smith makes free throw 1 of 1,,87,102
369,4,4:25.0,,Turnover by T. Gibson (bad pass),87,102
370,4,4:14.0,D. Smith misses 3-pt jump shot from 24 ft,,87,102
371,4,4:11.0,Offensive rebound by Team,,87,102
372,4,4:05.0,D. Smith makes 2-pt dunk at rim,,89,102
373,4,4:03.0,,Minnesota full timeout,89,102
374,4,3:49.0,,A. Wiggins makes 2-pt layup from 4 ft,89,104
375,4,3:32.0,Turnover by Y. Ferrell (lost ball; steal by T. Gibson),,89,104
376,4,3:28.0,,J. Butler misses 2-pt layup from 1 ft,89,104
377,4,3:23.0,,Offensive rebound by T. Gibson,89,104
378,4,3:23.0,,T. Gibson makes 2-pt layup at rim,89,106
379,4,3:13.0,G. Clavell misses 3-pt jump shot from 25 ft,,89,106
380,4,3:13.0,,Defensive rebound by J. Teague,89,106
381,4,3:05.0,,J. Teague misses 2-pt jump shot from 14 ft,89,106
382,4,3:04.0,Defensive rebound by Y. Ferrell,,89,106
