,QUARTER,TIME_REMAINING,DENVER_ACTION,ATLANTA_ACTION,DENVER_SCORE,ATLANTA_SCORE
385,4,6:07.0,W. Barton makes 2-pt layup from 3 ft (assist by M. Plumlee),,89,83
386,4,5:51.0,,Personal foul by M. Plumlee (drawn by M. Muscala),89,83
387,4,5:44.0,,Turnover by K. Bazemore (bad pass; steal by G. Harris),89,83
388,4,5:37.0,W. Barton makes 2-pt dunk from 1 ft (assist by M. Plumlee),,91,83
389,4,5:37.0,,Atlanta full timeout,91,83
390,4,5:37.0,,M. Belinelli enters the game for M. Delaney,91,83
391,4,5:37.0,,D. Schröder enters the game for K. Bazemore,91,83
392,4,5:27.0,,E. İlyasova makes 2-pt jump shot from 18 ft (assist by D. Schröder),91,85
393,4,5:08.0,W. Barton makes 2-pt jump shot from 11 ft (assist by M. Plumlee),,93,85
394,4,4:46.0,,D. Schröder misses 3-pt jump shot from 25 ft,93,85
395,4,4:42.0,Defensive rebound by P. Millsap,,93,85
396,4,4:19.0,Turnover by Team (shot clock),,93,85
397,4,4:19.0,,D. Dedmon enters the game for M. Muscala,93,85
398,4,4:14.0,,Shooting foul by P. Millsap (drawn by D. Schröder),93,85
399,4,4:14.0,,D. Schröder makes free throw 1 of 2,93,86
400,4,4:14.0,,D. Schröder makes free throw 2 of 2,93,87
401,4,4:14.0,Denver full timeout,,93,87
402,4,3:59.0,M. Plumlee misses 2-pt jump shot from 10 ft,,93,87
403,4,3:56.0,,Defensive rebound by E. İlyasova,93,87
404,4,3:37.0,,Turnover by M. Belinelli (bad pass; steal by W. Barton),93,87
405,4,3:23.0,P. Millsap makes 2-pt layup from 4 ft (assist by W. Barton),,95,87
406,4,3:03.0,,D. Schröder makes 2-pt jump shot from 9 ft,95,89
407,4,2:45.0,P. Millsap makes 2-pt layup from 1 ft (assist by M. Plumlee),,97,89
408,4,2:24.0,,M. Belinelli misses 3-pt jump shot from 27 ft,97,89
409,4,2:19.0,,Offensive rebound by D. Schröder,97,89
410,4,2:17.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. Dedmon),97,92
411,4,1:53.0,M. Plumlee makes 2-pt layup from 1 ft (assist by W. Barton),,99,92
412,4,1:43.0,Denver full timeout,,99,92
413,4,1:43.0,N. Jokić enters the game for M. Plumlee,,99,92
414,4,1:42.0,,T. Prince makes 2-pt layup from 5 ft (assist by D. Schröder),99,94
415,4,1:33.0,P. Millsap makes 2-pt jump shot from 11 ft (assist by N. Jokić),,101,94
416,4,1:28.0,,Shooting foul by P. Millsap (drawn by D. Dedmon),101,94
417,4,1:28.0,,D. Dedmon makes free throw 1 of 2,101,95
418,4,1:28.0,,D. Dedmon makes free throw 2 of 2,101,96
419,4,1:23.0,Turnover by W. Barton (lost ball; steal by D. Schröder),,101,96
420,4,1:22.0,,D. Schröder makes 2-pt layup from 1 ft,101,98
421,4,1:06.0,,Violation by D. Dedmon (kicked ball),101,98
422,4,1:01.0,N. Jokić makes 2-pt jump shot from 19 ft (assist by E. Mudiay),,103,98
423,4,0:49.0,,Turnover by T. Prince (lost ball; steal by W. Barton),103,98
424,4,0:46.0,Turnover by W. Barton (out of bounds lost ball),,103,98
425,4,0:46.0,W. Chandler enters the game for N. Jokić,,103,98
426,4,0:34.0,,T. Prince misses 3-pt jump shot from 23 ft,103,98
427,4,0:29.0,Defensive rebound by W. Barton,,103,98
428,4,0:26.0,Personal foul by E. İlyasova (drawn by W. Barton),,103,98
429,4,0:26.0,,K. Bazemore enters the game for M. Belinelli,103,98
430,4,0:26.0,,I. Taylor enters the game for E. İlyasova,103,98
431,4,0:26.0,N. Jokić enters the game for W. Chandler,,103,98
432,4,0:23.0,Personal take foul by T. Prince (drawn by P. Millsap),,103,98
433,4,0:23.0,P. Millsap misses free throw 1 of 2,,103,98
434,4,0:23.0,Offensive rebound by Team,,103,98
435,4,0:23.0,,E. İlyasova enters the game for I. Taylor,103,98
436,4,0:23.0,W. Chandler enters the game for N. Jokić,,103,98
437,4,0:23.0,P. Millsap makes free throw 2 of 2,,104,98
438,4,0:23.0,,Atlanta full timeout,104,98
439,4,0:23.0,,M. Belinelli enters the game for D. Schröder,104,98
440,4,0:23.0,,M. Muscala enters the game for K. Bazemore,104,98
441,4,0:20.0,,T. Prince makes 2-pt layup from 2 ft,104,100
442,4,0:20.0,Denver full timeout,,104,100
443,4,0:20.0,,D. Schröder enters the game for E. İlyasova,104,100
444,4,0:20.0,,I. Taylor enters the game for M. Belinelli,104,100
445,4,0:20.0,,K. Bazemore enters the game for M. Muscala,104,100
446,4,0:20.0,N. Jokić enters the game for E. Mudiay,,104,100
447,4,0:20.0,J. Murray enters the game for W. Chandler,,104,100
448,4,0:19.0,Personal take foul by I. Taylor (drawn by G. Harris),,104,100
449,4,0:19.0,G. Harris makes free throw 1 of 2,,105,100
450,4,0:19.0,,M. Belinelli enters the game for I. Taylor,105,100
451,4,0:19.0,E. Mudiay enters the game for N. Jokić,,105,100
452,4,0:19.0,W. Chandler enters the game for J. Murray,,105,100
453,4,0:19.0,G. Harris misses free throw 2 of 2,,105,100
454,4,0:17.0,,Defensive rebound by T. Prince,105,100
455,4,0:08.0,,T. Prince misses 2-pt jump shot from 18 ft,105,100
456,4,0:05.0,,Offensive rebound by K. Bazemore,105,100
457,4,0:04.0,,K. Bazemore misses 3-pt jump shot from 23 ft,105,100
458,4,0:04.0,Defensive rebound by Team,,105,100
