,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BROOKLYN_ACTION,SAN ANTONIO_SCORE,BROOKLYN_SCORE
377,4,5:03.0,,S. Dinwiddie misses 2-pt jump shot from 7 ft,87,81
378,4,5:00.0,Defensive rebound by T. Parker,,87,81
379,4,5:00.0,Turnover by L. Aldridge (turnover),,87,81
380,4,4:48.0,,Brooklyn full timeout,87,81
381,4,4:48.0,,T. Zeller enters the game for J. Okafor,87,81
382,4,4:48.0,P. Mills enters the game for K. Anderson,,87,81
383,4,4:48.0,D. Murray enters the game for T. Parker,,87,81
384,4,4:30.0,,A. Crabbe misses 3-pt jump shot from 25 ft,87,81
385,4,4:27.0,Defensive rebound by P. Mills,,87,81
386,4,4:21.0,Personal foul by S. Dinwiddie (drawn by P. Mills),,87,81
387,4,4:11.0,D. Green misses 2-pt layup from 5 ft,,87,81
388,4,4:06.0,Offensive rebound by P. Gasol,,87,81
389,4,4:06.0,P. Gasol makes 2-pt layup at rim,,89,81
390,4,3:59.0,,S. Dinwiddie misses 2-pt jump shot from 6 ft,89,81
391,4,3:59.0,,Offensive rebound by Team,89,81
392,4,3:59.0,Loose ball foul by P. Gasol (drawn by S. Dinwiddie),,89,81
393,4,3:51.0,,Shooting foul by P. Mills (drawn by S. Dinwiddie),89,81
394,4,3:51.0,,S. Dinwiddie makes free throw 1 of 2,89,82
395,4,3:51.0,,S. Dinwiddie makes free throw 2 of 2,89,83
396,4,3:34.0,L. Aldridge misses 2-pt jump shot from 11 ft,,89,83
397,4,3:32.0,,Defensive rebound by D. Carroll,89,83
398,4,3:21.0,,Shooting foul by P. Mills (drawn by S. Dinwiddie),89,83
399,4,3:21.0,,S. Dinwiddie misses free throw 1 of 2,89,83
400,4,3:21.0,,Offensive rebound by Team,89,83
401,4,3:21.0,,S. Dinwiddie misses free throw 2 of 2,89,83
402,4,3:19.0,Defensive rebound by P. Gasol,,89,83
403,4,3:00.0,L. Aldridge misses 2-pt jump shot from 8 ft,,89,83
404,4,2:58.0,,Defensive rebound by A. Crabbe,89,83
405,4,2:48.0,,S. Dinwiddie makes 2-pt layup from 3 ft,89,85
406,4,2:34.0,Personal foul by T. Zeller (drawn by L. Aldridge),,89,85
407,4,2:27.0,Shooting foul by S. Dinwiddie (drawn by P. Mills),,89,85
408,4,2:27.0,P. Mills makes free throw 1 of 3,,90,85
409,4,2:27.0,P. Mills makes free throw 2 of 3,,91,85
410,4,2:27.0,P. Mills misses free throw 3 of 3,,91,85
411,4,2:23.0,,Defensive rebound by T. Zeller,91,85
412,4,2:16.0,,S. Dinwiddie makes 2-pt layup from 1 ft,91,87
413,4,2:16.0,,Shooting foul by D. Murray (drawn by S. Dinwiddie),91,87
414,4,2:16.0,,S. Dinwiddie makes free throw 1 of 1,91,88
415,4,1:52.0,P. Gasol misses 2-pt jump shot from 11 ft,,91,88
416,4,1:50.0,,Defensive rebound by A. Crabbe,91,88
417,4,1:40.0,,T. Zeller misses 2-pt hook shot from 5 ft,91,88
418,4,1:38.0,Defensive rebound by D. Murray,,91,88
419,4,1:23.0,L. Aldridge misses 2-pt jump shot from 11 ft,,91,88
420,4,1:19.0,Offensive rebound by D. Murray,,91,88
421,4,1:18.0,Turnover by D. Murray (lost ball; steal by S. Dinwiddie),,91,88
422,4,1:14.0,,J. Harris misses 3-pt jump shot from 26 ft,91,88
423,4,1:11.0,Defensive rebound by D. Murray,,91,88
424,4,0:53.0,L. Aldridge makes 2-pt layup from 3 ft (assist by P. Mills),,93,88
425,4,0:53.0,Shooting block foul by T. Zeller (drawn by L. Aldridge),,93,88
426,4,0:53.0,K. Anderson enters the game for P. Gasol,,93,88
427,4,0:53.0,,Brooklyn full timeout,93,88
428,4,0:53.0,L. Aldridge makes free throw 1 of 1,,94,88
429,4,0:41.0,,S. Dinwiddie misses 3-pt jump shot from 27 ft,94,88
430,4,0:40.0,,Offensive rebound by D. Carroll,94,88
431,4,0:40.0,,Personal foul by K. Anderson (drawn by D. Carroll),94,88
432,4,0:40.0,,D. Carroll misses free throw 1 of 2,94,88
433,4,0:40.0,,Offensive rebound by Team,94,88
434,4,0:40.0,P. Gasol enters the game for K. Anderson,,94,88
435,4,0:40.0,,D. Carroll makes free throw 2 of 2,94,89
436,4,0:34.0,Personal take foul by A. Crabbe (drawn by D. Murray),,94,89
437,4,0:34.0,D. Murray makes free throw 1 of 2,,95,89
438,4,0:34.0,K. Anderson enters the game for P. Gasol,,95,89
439,4,0:34.0,,Q. Acy enters the game for T. Zeller,95,89
440,4,0:34.0,D. Murray misses free throw 2 of 2,,95,89
441,4,0:31.0,Offensive rebound by D. Murray,,95,89
442,4,0:29.0,Personal take foul by S. Dinwiddie (drawn by P. Mills),,95,89
443,4,0:29.0,P. Mills makes free throw 1 of 2,,96,89
444,4,0:29.0,P. Mills makes free throw 2 of 2,,97,89
445,4,0:22.0,,A. Crabbe makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),97,92
446,4,0:22.0,San Antonio full timeout,,97,92
447,4,0:22.0,,R. Hollis-Jefferson enters the game for J. Harris,97,92
448,4,0:22.0,,C. LeVert enters the game for Q. Acy,97,92
449,4,0:22.0,B. Forbes enters the game for D. Murray,,97,92
450,4,0:19.0,Turnover by K. Anderson (bad pass),,97,92
451,4,0:19.0,Loose ball foul by B. Forbes (drawn by C. LeVert),,97,92
452,4,0:19.0,,C. LeVert misses free throw 1 of 2,97,92
453,4,0:19.0,,Offensive rebound by Team,97,92
454,4,0:19.0,P. Gasol enters the game for B. Forbes,,97,92
455,4,0:19.0,,C. LeVert makes free throw 2 of 2,97,93
456,4,0:19.0,San Antonio full timeout,,97,93
457,4,0:19.0,D. Bertāns enters the game for P. Gasol,,97,93
458,4,0:16.0,Personal take foul by C. LeVert (drawn by D. Green),,97,93
459,4,0:16.0,D. Green makes free throw 1 of 2,,98,93
460,4,0:16.0,,Q. Acy enters the game for S. Dinwiddie,98,93
461,4,0:16.0,,T. Zeller enters the game for C. LeVert,98,93
462,4,0:16.0,D. Murray enters the game for D. Bertāns,,98,93
463,4,0:16.0,D. Green makes free throw 2 of 2,,99,93
464,4,0:16.0,,Brooklyn full timeout,99,93
465,4,0:16.0,,J. Harris enters the game for R. Hollis-Jefferson,99,93
466,4,0:16.0,,S. Dinwiddie enters the game for T. Zeller,99,93
467,4,0:16.0,B. Forbes enters the game for L. Aldridge,,99,93
468,4,0:07.0,,A. Crabbe misses 3-pt jump shot from 26 ft,99,93
469,4,0:07.0,Defensive rebound by Team,,99,93
470,4,0:07.0,,Loose ball foul by Q. Acy (drawn by D. Green),99,93
471,4,0:07.0,D. Green misses free throw 1 of 2,,99,93
472,4,0:07.0,Offensive rebound by Team,,99,93
473,4,0:07.0,D. Green makes free throw 2 of 2,,100,93
474,4,0:01.0,,A. Crabbe makes 2-pt layup from 3 ft (assist by S. Dinwiddie),100,95
