,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CHARLOTTE_ACTION,GOLDEN STATE_SCORE,CHARLOTTE_SCORE
29,1,7:54.0,Q. Cook misses 2-pt jump shot from 20 ft,,8,6
30,1,7:52.0,,Defensive rebound by D. Howard,8,6
31,1,7:46.0,,N. Batum misses 3-pt jump shot from 26 ft,8,6
32,1,7:42.0,Defensive rebound by K. Durant,,8,6
33,1,7:29.0,Golden State full timeout,,8,6
34,1,7:29.0,J. McGee enters the game for Z. Pachulia,,8,6
35,1,7:24.0,K. Thompson makes 2-pt jump shot from 13 ft (assist by J. Bell),,10,6
36,1,7:02.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 20 ft (assist by D. Howard),10,8
37,1,6:39.0,Turnover by Q. Cook (bad pass),,10,8
38,1,6:27.0,,N. Batum misses 2-pt layup from 2 ft (block by J. McGee),10,8
39,1,6:23.0,Defensive rebound by J. Bell,,10,8
40,1,6:16.0,Q. Cook misses 3-pt jump shot from 28 ft,,10,8
41,1,6:13.0,,Defensive rebound by M. Williams,10,8
42,1,6:05.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft,10,10
43,1,5:41.0,Q. Cook makes 3-pt jump shot from 23 ft (assist by K. Durant),,13,10
44,1,5:26.0,,K. Walker misses 2-pt layup from 1 ft,13,10
45,1,5:22.0,,Offensive rebound by D. Howard,13,10
46,1,5:22.0,,D. Howard makes 2-pt layup at rim,13,12
47,1,5:17.0,Shooting foul by D. Howard (drawn by K. Durant),,13,12
48,1,5:17.0,K. Durant makes free throw 1 of 2,,14,12
49,1,5:17.0,O. Casspi enters the game for J. Bell,,14,12
50,1,5:17.0,A. Iguodala enters the game for Q. Cook,,14,12
51,1,5:17.0,K. Durant makes free throw 2 of 2,,15,12
52,1,5:07.0,,K. Walker misses 2-pt jump shot from 16 ft,15,12
53,1,5:03.0,Defensive rebound by O. Casspi,,15,12
54,1,4:57.0,K. Durant makes 2-pt jump shot from 11 ft,,17,12
55,1,4:46.0,,D. Howard misses 2-pt jump shot from 15 ft,17,12
56,1,4:46.0,Defensive rebound by K. Durant,,17,12
57,1,4:39.0,K. Durant misses 3-pt jump shot from 24 ft,,17,12
58,1,4:37.0,,Defensive rebound by D. Howard,17,12
59,1,4:22.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,17,12
60,1,4:18.0,,Offensive rebound by M. Kidd-Gilchrist,17,12
61,1,4:17.0,,M. Williams misses 3-pt jump shot from 24 ft,17,12
62,1,4:17.0,Defensive rebound by K. Durant,,17,12
63,1,4:03.0,K. Durant makes 3-pt jump shot from 25 ft (assist by O. Casspi),,20,12
64,1,3:49.0,,K. Walker misses 3-pt jump shot from 25 ft,20,12
65,1,3:48.0,,Offensive rebound by Team,20,12
66,1,3:48.0,Loose ball foul by J. McGee (drawn by D. Howard),,20,12
67,1,3:48.0,,F. Kaminsky enters the game for M. Williams,20,12
68,1,3:48.0,,M. Carter-Williams enters the game for K. Walker,20,12
69,1,3:48.0,S. Livingston enters the game for K. Thompson,,20,12
70,1,3:42.0,,N. Batum misses 3-pt jump shot from 25 ft,20,12
71,1,3:38.0,Defensive rebound by O. Casspi,,20,12
72,1,3:30.0,S. Livingston misses 2-pt layup at rim,,20,12
73,1,3:28.0,,Defensive rebound by F. Kaminsky,20,12
74,1,3:21.0,,D. Howard misses 2-pt layup from 2 ft (block by A. Iguodala),20,12
75,1,3:19.0,Defensive rebound by J. McGee,,20,12
76,1,3:12.0,K. Durant makes 2-pt jump shot from 12 ft,,22,12
77,1,3:01.0,,Charlotte full timeout,22,12
78,1,3:01.0,,J. Lamb enters the game for M. Kidd-Gilchrist,22,12
79,1,3:01.0,D. West enters the game for J. McGee,,22,12
80,1,2:48.0,,N. Batum makes 2-pt jump shot from 21 ft (assist by J. Lamb),22,14
81,1,2:30.0,A. Iguodala misses 3-pt jump shot from 26 ft,,22,14
82,1,2:26.0,,Defensive rebound by M. Carter-Williams,22,14
83,1,2:20.0,,J. Lamb makes 2-pt layup from 2 ft,22,16
84,1,2:08.0,D. West makes 2-pt layup from 1 ft,,24,16
85,1,1:45.0,,F. Kaminsky misses 2-pt jump shot from 8 ft,24,16
86,1,1:40.0,Defensive rebound by A. Iguodala,,24,16
87,1,1:39.0,,Violation by M. Carter-Williams (kicked ball),24,16
88,1,1:39.0,,C. Zeller enters the game for D. Howard,24,16
89,1,1:21.0,K. Durant makes 2-pt layup from 2 ft,,26,16
90,1,1:02.0,,M. Carter-Williams misses 2-pt jump shot from 19 ft,26,16
91,1,0:58.0,,Offensive rebound by N. Batum,26,16
92,1,0:55.0,,M. Carter-Williams misses 2-pt layup from 2 ft,26,16
93,1,0:54.0,,Offensive rebound by C. Zeller,26,16
94,1,0:54.0,,C. Zeller makes 2-pt layup at rim,26,18
95,1,0:33.0,K. Durant misses 2-pt jump shot from 11 ft,,26,18
96,1,0:29.0,,Defensive rebound by C. Zeller,26,18
97,1,0:22.0,,M. Carter-Williams misses 2-pt jump shot from 9 ft,26,18
98,1,0:21.0,,Offensive rebound by Team,26,18
99,1,0:21.0,Loose ball foul by D. West (drawn by C. Zeller),,26,18
100,1,0:21.0,K. Looney enters the game for K. Durant,,26,18
101,1,0:00.0,,N. Batum misses 2-pt jump shot from 19 ft,26,18
102,1,0:00.0,,Offensive rebound by Team,26,18
103,2,11:50.0,,D. Bacon misses 2-pt jump shot from 16 ft,26,18
104,2,11:46.0,Defensive rebound by A. Iguodala,,26,18
105,2,11:31.0,Personal foul by C. Zeller (drawn by D. West),,26,18
106,2,11:25.0,K. Thompson misses 2-pt jump shot from 16 ft,,26,18
107,2,11:21.0,,Defensive rebound by D. Bacon,26,18
108,2,11:12.0,,J. Lamb misses 2-pt jump shot from 4 ft,26,18
109,2,11:09.0,Defensive rebound by K. Thompson,,26,18
110,2,11:00.0,A. Iguodala makes 2-pt layup from 2 ft (assist by D. West),,28,18
111,2,10:44.0,,M. Carter-Williams makes 2-pt layup at rim,28,20
112,2,10:33.0,S. Livingston makes 2-pt dunk at rim (assist by D. West),,30,20
113,2,10:11.0,,J. Lamb misses 2-pt jump shot from 9 ft,30,20
114,2,10:07.0,,Offensive rebound by C. Zeller,30,20
115,2,10:01.0,,C. Zeller misses 2-pt layup from 1 ft (block by D. West),30,20
116,2,10:01.0,Defensive rebound by Team,,30,20
117,2,10:01.0,,M. Williams enters the game for F. Kaminsky,30,20
118,2,10:01.0,,Charlotte full timeout,30,20
119,2,9:38.0,D. West misses 2-pt jump shot from 6 ft,,30,20
120,2,9:34.0,,Defensive rebound by C. Zeller,30,20
121,2,9:21.0,,M. Carter-Williams misses 3-pt jump shot from 28 ft,30,20
122,2,9:21.0,Defensive rebound by D. West,,30,20
123,2,8:58.0,N. Young makes 3-pt jump shot from 24 ft (assist by K. Thompson),,33,20
124,2,8:46.0,,M. Carter-Williams misses 2-pt layup from 2 ft,33,20
125,2,8:46.0,Defensive rebound by K. Thompson,,33,20
126,2,8:40.0,N. Young makes 3-pt jump shot from 24 ft,,36,20
127,2,8:30.0,,Charlotte full timeout,36,20
128,2,8:30.0,,M. Monk enters the game for D. Bacon,36,20
129,2,8:16.0,,J. Lamb misses 2-pt jump shot from 22 ft,36,20
130,2,8:13.0,Defensive rebound by N. Young,,36,20
131,2,7:58.0,K. Thompson makes 2-pt jump shot from 17 ft (assist by D. West),,38,20
132,2,7:43.0,,Turnover by M. Monk (bad pass; steal by S. Livingston),38,20
133,2,7:39.0,A. Iguodala misses 2-pt layup from 1 ft (block by C. Zeller),,38,20
134,2,7:36.0,Offensive rebound by S. Livingston,,38,20
135,2,7:36.0,S. Livingston misses 2-pt layup from 1 ft,,38,20
136,2,7:36.0,,Defensive rebound by M. Carter-Williams,38,20
137,2,7:36.0,,Personal foul by S. Livingston (drawn by M. Carter-Williams),38,20
138,2,7:36.0,,K. Walker enters the game for M. Carter-Williams,38,20
139,2,7:36.0,Q. Cook enters the game for D. West,,38,20
140,2,7:36.0,J. Bell enters the game for S. Livingston,,38,20
141,2,7:29.0,,Turnover by M. Williams (lost ball; steal by A. Iguodala),38,20
142,2,7:24.0,A. Iguodala makes 2-pt dunk at rim,,40,20
143,2,7:06.0,,J. Lamb makes 2-pt layup from 1 ft,40,22
144,2,6:51.0,J. Bell misses 2-pt dunk from 2 ft,,40,22
145,2,6:49.0,,Defensive rebound by J. Lamb,40,22
146,2,6:45.0,,Turnover by J. Lamb (bad pass; steal by A. Iguodala),40,22
147,2,6:45.0,Personal foul by J. Lamb (drawn by A. Iguodala),,40,22
148,2,6:45.0,,D. Howard enters the game for M. Monk,40,22
149,2,6:45.0,,N. Batum enters the game for C. Zeller,40,22
150,2,6:24.0,Turnover by K. Thompson (bad pass),,40,22
151,2,6:13.0,,M. Williams misses 3-pt jump shot from 24 ft,40,22
152,2,6:10.0,Defensive rebound by A. Iguodala,,40,22
153,2,6:04.0,Turnover by A. Iguodala (bad pass; steal by K. Walker),,40,22
154,2,6:00.0,,K. Walker misses 2-pt layup from 1 ft (block by A. Iguodala),40,22
155,2,5:57.0,Defensive rebound by Q. Cook,,40,22
156,2,5:52.0,N. Young misses 3-pt jump shot from 25 ft,,40,22
157,2,5:50.0,,Defensive rebound by J. Lamb,40,22
158,2,5:50.0,,Personal foul by J. Bell (drawn by K. Walker),40,22
159,2,5:50.0,O. Casspi enters the game for A. Iguodala,,40,22
160,2,5:50.0,K. Durant enters the game for K. Thompson,,40,22
161,2,5:49.0,,Offensive foul by D. Howard (drawn by O. Casspi),40,22
162,2,5:49.0,,Turnover by D. Howard (offensive foul),40,22
163,2,5:32.0,O. Casspi misses 2-pt jump shot from 9 ft,,40,22
164,2,5:29.0,,Defensive rebound by D. Howard,40,22
165,2,5:12.0,,J. Lamb misses 2-pt jump shot from 4 ft,40,22
166,2,5:07.0,,Offensive rebound by J. Lamb,40,22
167,2,5:07.0,,J. Lamb misses 2-pt layup at rim,40,22
168,2,5:06.0,Defensive rebound by K. Durant,,40,22
169,2,5:03.0,Q. Cook makes 3-pt jump shot from 22 ft (assist by K. Durant),,43,22
170,2,4:50.0,,K. Walker misses 2-pt layup from 2 ft,43,22
171,2,4:48.0,Defensive rebound by O. Casspi,,43,22
172,2,4:48.0,Turnover by O. Casspi (bad pass),,43,22
173,2,4:48.0,,M. Kidd-Gilchrist enters the game for J. Lamb,43,22
174,2,4:45.0,,Turnover by N. Batum (bad pass; steal by N. Young),43,22
175,2,4:40.0,Shooting foul by D. Howard (drawn by N. Young),,43,22
176,2,4:40.0,N. Young misses free throw 1 of 2,,43,22
177,2,4:40.0,Offensive rebound by Team,,43,22
178,2,4:40.0,,C. Zeller enters the game for D. Howard,43,22
179,2,4:40.0,N. Young misses free throw 2 of 2,,43,22
180,2,4:37.0,,Defensive rebound by M. Williams,43,22
181,2,4:18.0,,C. Zeller misses 2-pt layup from 3 ft (block by O. Casspi),43,22
182,2,4:15.0,Defensive rebound by K. Durant,,43,22
183,2,4:15.0,Turnover by K. Durant (bad pass),,43,22
184,2,4:01.0,,M. Williams misses 2-pt jump shot from 10 ft,43,22
185,2,4:00.0,Defensive rebound by Team,,43,22
186,2,4:00.0,Golden State full timeout,,43,22
187,2,4:00.0,K. Thompson enters the game for N. Young,,43,22
188,2,3:47.0,K. Durant makes 2-pt jump shot from 11 ft (assist by J. Bell),,45,22
189,2,3:28.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 20 ft,45,22
190,2,3:25.0,,Offensive rebound by M. Williams,45,22
191,2,3:19.0,,Turnover by N. Batum (lost ball; steal by O. Casspi),45,22
192,2,3:07.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by K. Durant),,48,22
193,2,2:57.0,,K. Walker makes 2-pt layup at rim,48,24
194,2,2:57.0,,Shooting foul by O. Casspi (drawn by K. Walker),48,24
195,2,2:57.0,,K. Walker makes free throw 1 of 1,48,25
196,2,2:33.0,K. Durant misses 3-pt jump shot from 26 ft,,48,25
197,2,2:29.0,,Defensive rebound by M. Williams,48,25
198,2,2:23.0,,K. Walker misses 3-pt jump shot from 26 ft,48,25
199,2,2:19.0,,Offensive rebound by C. Zeller,48,25
200,2,2:18.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by C. Zeller),48,28
201,2,2:18.0,Golden State full timeout,,48,28
202,2,2:18.0,D. West enters the game for J. Bell,,48,28
203,2,2:18.0,A. Iguodala enters the game for O. Casspi,,48,28
204,2,2:02.0,Personal foul by M. Kidd-Gilchrist (drawn by K. Durant),,48,28
205,2,2:00.0,Offensive foul by D. West (drawn by M. Kidd-Gilchrist),,48,28
206,2,2:00.0,Turnover by D. West (offensive foul),,48,28
207,2,1:51.0,,C. Zeller makes 2-pt dunk from 1 ft (assist by K. Walker),48,30
208,2,1:33.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by Q. Cook),,51,30
209,2,1:24.0,,K. Walker makes 2-pt layup from 1 ft,51,32
210,2,1:10.0,K. Durant misses 2-pt jump shot from 11 ft,,51,32
211,2,1:07.0,,Defensive rebound by C. Zeller,51,32
212,2,1:02.0,,K. Walker makes 3-pt jump shot from 27 ft,51,35
213,2,0:43.0,Turnover by K. Thompson (bad pass; steal by N. Batum),,51,35
214,2,0:43.0,,Turnover by N. Batum (bad pass; steal by A. Iguodala),51,35
215,2,0:37.0,K. Durant makes 2-pt layup from 1 ft (assist by A. Iguodala),,53,35
216,2,0:31.0,,K. Walker makes 3-pt jump shot from 26 ft,53,38
217,2,0:08.0,A. Iguodala misses 3-pt jump shot from 26 ft,,53,38
218,2,0:05.0,,Defensive rebound by K. Walker,53,38
219,2,0:00.0,,K. Walker misses 2-pt layup from 1 ft (block by K. Durant),53,38
220,2,0:00.0,Defensive rebound by A. Iguodala,,53,38
221,3,11:48.0,,D. Howard misses 2-pt jump shot from 3 ft,53,38
222,3,11:45.0,Defensive rebound by J. Bell,,53,38
223,3,11:31.0,K. Durant makes 2-pt jump shot from 10 ft (assist by D. West),,55,38
224,3,11:13.0,,M. Williams makes 2-pt layup from 2 ft (assist by N. Batum),55,40
225,3,11:02.0,K. Durant misses 3-pt jump shot from 27 ft,,55,40
226,3,10:59.0,,Defensive rebound by K. Walker,55,40
227,3,10:50.0,,M. Williams makes 2-pt layup from 1 ft (assist by K. Walker),55,42
228,3,10:50.0,,Shooting foul by J. Bell (drawn by M. Williams),55,42
229,3,10:50.0,,M. Williams makes free throw 1 of 1,55,43
230,3,10:33.0,Turnover by D. West (bad pass; steal by N. Batum),,55,43
231,3,10:27.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,55,43
232,3,10:25.0,Defensive rebound by K. Durant,,55,43
233,3,10:23.0,Golden State full timeout,,55,43
234,3,10:17.0,K. Durant makes 2-pt jump shot from 9 ft,,57,43
235,3,9:56.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by J. Bell),57,43
236,3,9:52.0,Defensive rebound by Q. Cook,,57,43
237,3,9:48.0,Q. Cook makes 2-pt jump shot from 12 ft,,59,43
238,3,9:33.0,,K. Walker misses 3-pt jump shot from 25 ft,59,43
239,3,9:28.0,Defensive rebound by K. Durant,,59,43
240,3,9:24.0,D. West makes 2-pt jump shot from 18 ft (assist by K. Thompson),,61,43
241,3,9:09.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft (assist by N. Batum),61,45
242,3,8:53.0,Personal foul by M. Kidd-Gilchrist (drawn by K. Durant),,61,45
243,3,8:43.0,K. Durant makes 3-pt jump shot from 25 ft (assist by J. Bell),,64,45
244,3,8:29.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by J. Bell),64,45
245,3,8:29.0,,Offensive rebound by Team,64,45
246,3,8:27.0,,K. Walker makes 2-pt jump shot from 17 ft (assist by N. Batum),64,47
247,3,8:05.0,K. Durant misses 2-pt jump shot from 10 ft,,64,47
248,3,7:57.0,Offensive rebound by D. West,,64,47
249,3,7:57.0,D. West misses 2-pt layup at rim,,64,47
250,3,7:56.0,,Defensive rebound by N. Batum,64,47
251,3,7:56.0,,D. Howard makes 2-pt dunk from 1 ft (assist by M. Williams),64,49
252,3,7:56.0,,Shooting foul by K. Durant (drawn by D. Howard),64,49
253,3,7:56.0,,D. Howard makes free throw 1 of 1,64,50
254,3,7:37.0,Turnover by K. Thompson (traveling),,64,50
255,3,7:29.0,,Shooting foul by J. Bell (drawn by K. Walker),64,50
256,3,7:29.0,,K. Walker misses free throw 1 of 2,64,50
257,3,7:29.0,,Offensive rebound by Team,64,50
258,3,7:29.0,,K. Walker makes free throw 2 of 2,64,51
259,3,7:10.0,K. Durant misses 2-pt jump shot from 13 ft,,64,51
260,3,7:03.0,Offensive rebound by J. Bell,,64,51
261,3,7:03.0,J. Bell misses 2-pt layup at rim,,64,51
262,3,7:02.0,Offensive rebound by D. West,,64,51
263,3,6:48.0,Q. Cook misses 3-pt jump shot from 25 ft,,64,51
264,3,6:45.0,,Defensive rebound by D. Howard,64,51
265,3,6:38.0,,K. Walker misses 2-pt layup from 7 ft (block by J. Bell),64,51
266,3,6:35.0,Defensive rebound by K. Thompson,,64,51
267,3,6:32.0,D. West makes 2-pt dunk from 1 ft (assist by K. Durant),,66,51
268,3,6:18.0,,Turnover by K. Walker (bad pass),66,51
269,3,6:04.0,A. Iguodala enters the game for Q. Cook,,66,51
270,3,5:56.0,K. Durant misses 3-pt jump shot from 25 ft,,66,51
271,3,5:52.0,,Defensive rebound by D. Howard,66,51
272,3,5:47.0,,Shooting foul by D. West (drawn by D. Howard),66,51
273,3,5:47.0,,D. Howard misses free throw 1 of 2,66,51
274,3,5:47.0,,Offensive rebound by Team,66,51
275,3,5:47.0,J. McGee enters the game for J. Bell,,66,51
276,3,5:47.0,O. Casspi enters the game for D. West,,66,51
277,3,5:47.0,,D. Howard makes free throw 2 of 2,66,52
278,3,5:24.0,Turnover by K. Durant (bad pass),,66,52
279,3,5:09.0,,D. Howard misses 2-pt layup from 2 ft,66,52
280,3,5:09.0,,Offensive rebound by Team,66,52
281,3,5:06.0,,Shooting foul by J. McGee (drawn by D. Howard),66,52
282,3,5:06.0,,D. Howard makes free throw 1 of 2,66,53
283,3,5:06.0,,D. Howard makes free throw 2 of 2,66,54
284,3,4:47.0,K. Thompson makes 2-pt jump shot from 13 ft (assist by K. Durant),,68,54
285,3,4:36.0,,Personal foul by K. Durant (drawn by D. Howard),68,54
286,3,4:36.0,,D. Howard makes free throw 1 of 2,68,55
287,3,4:36.0,,D. Howard makes free throw 2 of 2,68,56
288,3,4:19.0,K. Durant makes 2-pt jump shot from 3 ft,,70,56
289,3,4:09.0,,D. Howard misses 2-pt layup from 3 ft,70,56
290,3,4:07.0,Defensive rebound by K. Durant,,70,56
291,3,4:01.0,J. McGee makes 2-pt layup from 2 ft (assist by K. Durant),,72,56
292,3,3:56.0,,Charlotte full timeout,72,56
293,3,3:56.0,,C. Zeller enters the game for M. Williams,72,56
294,3,3:56.0,,T. Graham enters the game for D. Howard,72,56
295,3,3:56.0,S. Livingston enters the game for K. Thompson,,72,56
296,3,3:48.0,,N. Batum makes 2-pt jump shot from 19 ft (assist by K. Walker),72,58
297,3,3:29.0,A. Iguodala misses 3-pt jump shot from 26 ft,,72,58
298,3,3:26.0,,Defensive rebound by M. Kidd-Gilchrist,72,58
299,3,3:21.0,,N. Batum makes 2-pt jump shot from 7 ft,72,60
300,3,3:09.0,J. McGee makes 2-pt dunk at rim (assist by K. Durant),,74,60
301,3,2:53.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by J. McGee),74,60
302,3,2:49.0,,Offensive rebound by K. Walker,74,60
303,3,2:46.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,74,60
304,3,2:45.0,,Offensive rebound by N. Batum,74,60
305,3,2:45.0,,Personal foul by A. Iguodala (drawn by N. Batum),74,60
306,3,2:45.0,,N. Batum misses free throw 1 of 2,74,60
307,3,2:45.0,,Offensive rebound by Team,74,60
308,3,2:45.0,,J. Lamb enters the game for M. Kidd-Gilchrist,74,60
309,3,2:45.0,K. Looney enters the game for J. McGee,,74,60
310,3,2:45.0,,N. Batum makes free throw 2 of 2,74,61
311,3,2:25.0,S. Livingston misses 2-pt jump shot from 15 ft,,74,61
312,3,2:22.0,,Defensive rebound by C. Zeller,74,61
313,3,2:11.0,,C. Zeller misses 2-pt layup from 3 ft,74,61
314,3,2:09.0,,Offensive rebound by C. Zeller,74,61
315,3,2:08.0,,J. Lamb misses 3-pt jump shot from 25 ft,74,61
316,3,2:05.0,Defensive rebound by O. Casspi,,74,61
317,3,2:01.0,Shooting foul by J. Lamb (drawn by A. Iguodala),,74,61
318,3,2:01.0,A. Iguodala misses free throw 1 of 2,,74,61
319,3,2:01.0,Offensive rebound by Team,,74,61
320,3,2:01.0,A. Iguodala makes free throw 2 of 2,,75,61
321,3,1:46.0,,N. Batum makes 2-pt jump shot from 14 ft,75,63
322,3,1:25.0,Shooting foul by N. Batum (drawn by K. Durant),,75,63
323,3,1:25.0,K. Durant makes free throw 1 of 2,,76,63
324,3,1:25.0,K. Durant makes free throw 2 of 2,,77,63
325,3,1:16.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by C. Zeller),77,66
326,3,0:59.0,O. Casspi makes 2-pt hook shot from 5 ft (assist by K. Durant),,79,66
327,3,0:49.0,,C. Zeller misses 2-pt layup from 2 ft,79,66
328,3,0:44.0,Defensive rebound by K. Looney,,79,66
329,3,0:40.0,K. Durant misses 2-pt layup from 1 ft,,79,66
330,3,0:37.0,,Defensive rebound by N. Batum,79,66
331,3,0:36.0,,C. Zeller makes 2-pt dunk from 1 ft (assist by N. Batum),79,68
332,3,0:30.0,K. Durant misses 2-pt jump shot from 18 ft,,79,68
333,3,0:30.0,,Defensive rebound by J. Lamb,79,68
334,3,0:07.0,,K. Walker misses 2-pt jump shot from 18 ft,79,68
335,3,0:06.0,Defensive rebound by O. Casspi,,79,68
336,3,0:00.0,O. Casspi misses 3-pt jump shot from 48 ft,,79,68
337,3,0:00.0,Offensive rebound by Team,,79,68
338,4,11:40.0,K. Thompson misses 3-pt jump shot from 25 ft,,79,68
339,4,11:37.0,,Defensive rebound by N. Batum,79,68
340,4,11:29.0,,K. Walker misses 3-pt jump shot from 26 ft,79,68
341,4,11:26.0,Defensive rebound by K. Thompson,,79,68
342,4,11:19.0,K. Thompson makes 2-pt jump shot from 20 ft,,81,68
343,4,10:58.0,,Turnover by J. Lamb (lost ball; steal by D. West),81,68
344,4,10:45.0,S. Livingston makes 2-pt dunk from 1 ft (assist by K. Thompson),,83,68
345,4,10:32.0,,T. Graham makes 3-pt jump shot from 26 ft (assist by K. Walker),83,71
346,4,10:10.0,A. Iguodala misses 2-pt jump shot from 14 ft,,83,71
347,4,10:03.0,Offensive rebound by A. Iguodala,,83,71
348,4,10:00.0,Shooting foul by K. Walker (drawn by N. Young),,83,71
349,4,10:00.0,N. Young makes free throw 1 of 2,,84,71
350,4,10:00.0,,M. Carter-Williams enters the game for N. Batum,84,71
351,4,10:00.0,N. Young makes free throw 2 of 2,,85,71
352,4,9:43.0,,D. Howard makes 2-pt hook shot from 7 ft,85,73
353,4,9:24.0,D. West misses 2-pt jump shot from 10 ft,,85,73
354,4,9:24.0,,Defensive rebound by Team,85,73
355,4,9:04.0,,M. Carter-Williams misses 2-pt layup from 3 ft (block by D. West),85,73
356,4,9:00.0,Defensive rebound by A. Iguodala,,85,73
357,4,8:49.0,K. Thompson misses 2-pt jump shot from 9 ft,,85,73
358,4,8:47.0,,Defensive rebound by J. Lamb,85,73
359,4,8:35.0,,J. Lamb makes 2-pt layup from 1 ft,85,75
360,4,8:35.0,Golden State full timeout,,85,75
361,4,8:35.0,K. Durant enters the game for S. Livingston,,85,75
362,4,8:23.0,Offensive foul by D. West (drawn by M. Carter-Williams),,85,75
363,4,8:23.0,Turnover by D. West (offensive foul),,85,75
364,4,8:01.0,,J. Lamb misses 2-pt layup from 1 ft,85,75
365,4,7:59.0,Defensive rebound by Team,,85,75
366,4,7:59.0,K. Looney enters the game for D. West,,85,75
367,4,7:44.0,Offensive foul by K. Looney (drawn by M. Carter-Williams),,85,75
368,4,7:44.0,Turnover by K. Looney (offensive foul),,85,75
369,4,7:27.0,,T. Graham misses 2-pt jump shot from 11 ft,85,75
370,4,7:22.0,Defensive rebound by K. Durant,,85,75
371,4,7:19.0,K. Durant misses 2-pt jump shot from 8 ft,,85,75
372,4,7:17.0,,Defensive rebound by D. Howard,85,75
373,4,6:57.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),85,78
374,4,6:33.0,K. Durant misses 2-pt jump shot from 17 ft,,85,78
375,4,6:23.0,,Defensive rebound by K. Walker,85,78
376,4,6:17.0,,M. Carter-Williams misses 2-pt layup from 3 ft,85,78
377,4,6:14.0,,Offensive rebound by J. Lamb,85,78
378,4,6:12.0,,J. Lamb misses 2-pt jump shot from 8 ft,85,78
379,4,6:09.0,Defensive rebound by K. Looney,,85,78
380,4,6:05.0,K. Thompson makes 2-pt jump shot from 13 ft,,87,78
381,4,5:46.0,,Shooting foul by A. Iguodala (drawn by K. Walker),87,78
382,4,5:46.0,,K. Walker makes free throw 1 of 2,87,79
383,4,5:46.0,,N. Batum enters the game for M. Carter-Williams,87,79
384,4,5:46.0,,M. Williams enters the game for T. Graham,87,79
385,4,5:46.0,,K. Walker makes free throw 2 of 2,87,80
