,QUARTER,TIME_REMAINING,INDIANA_ACTION,DENVER_ACTION,INDIANA_SCORE,DENVER_SCORE
380,4,5:05.0,V. Oladipo makes 2-pt jump shot from 20 ft,,85,89
381,4,4:46.0,,N. Jokić makes 2-pt hook shot from 2 ft,85,91
382,4,4:36.0,Personal foul by W. Barton (drawn by V. Oladipo),,85,91
383,4,4:27.0,T. Young makes 2-pt jump shot from 4 ft (assist by V. Oladipo),,87,91
384,4,4:08.0,,Turnover by N. Jokić (lost ball; steal by D. Collison),87,91
385,4,3:55.0,Shooting foul by P. Millsap (drawn by T. Young),,87,91
386,4,3:55.0,T. Young makes free throw 1 of 2,,88,91
387,4,3:55.0,T. Young makes free throw 2 of 2,,89,91
388,4,3:37.0,,J. Murray makes 3-pt jump shot from 22 ft (assist by N. Jokić),89,94
389,4,3:36.0,Indiana full timeout,,89,94
390,4,3:36.0,,M. Plumlee enters the game for N. Jokić,89,94
391,4,3:30.0,V. Oladipo misses 2-pt jump shot from 20 ft,,89,94
392,4,3:25.0,Offensive rebound by T. Young,,89,94
393,4,3:12.0,T. Young misses 2-pt layup from 5 ft (block by P. Millsap),,89,94
394,4,3:09.0,,Defensive rebound by W. Barton,89,94
395,4,3:09.0,,Denver full timeout,89,94
396,4,3:09.0,,N. Jokić enters the game for M. Plumlee,89,94
397,4,3:09.0,C. Joseph enters the game for D. Collison,,89,94
398,4,2:55.0,,Shooting foul by M. Turner (drawn by W. Barton),89,94
399,4,2:55.0,,W. Barton makes free throw 1 of 2,89,95
400,4,2:55.0,D. Collison enters the game for C. Joseph,,89,95
401,4,2:55.0,,W. Barton makes free throw 2 of 2,89,96
402,4,2:42.0,V. Oladipo misses 2-pt layup from 1 ft (block by P. Millsap),,89,96
403,4,2:39.0,,Defensive rebound by N. Jokić,89,96
404,4,2:36.0,,W. Barton makes 2-pt layup from 2 ft,89,98
405,4,2:20.0,Shooting foul by N. Jokić (drawn by V. Oladipo),,89,98
406,4,2:20.0,V. Oladipo misses free throw 1 of 2,,89,98
407,4,2:20.0,Offensive rebound by Team,,89,98
408,4,2:20.0,C. Joseph enters the game for D. Collison,,89,98
409,4,2:20.0,V. Oladipo misses free throw 2 of 2,,89,98
410,4,2:17.0,,Defensive rebound by W. Chandler,89,98
411,4,2:02.0,,W. Barton misses 2-pt layup from 6 ft (block by V. Oladipo),89,98
412,4,2:02.0,Defensive rebound by Team,,89,98
413,4,1:49.0,T. Young misses 2-pt jump shot from 5 ft,,89,98
414,4,1:46.0,,Defensive rebound by N. Jokić,89,98
415,4,1:29.0,,P. Millsap makes 2-pt jump shot from 3 ft (assist by J. Murray),89,100
416,4,1:29.0,Indiana full timeout,,89,100
417,4,1:29.0,,M. Plumlee enters the game for N. Jokić,89,100
418,4,1:29.0,D. Collison enters the game for C. Joseph,,89,100
419,4,1:18.0,M. Turner misses 2-pt layup from 2 ft,,89,100
420,4,1:14.0,Offensive rebound by T. Young,,89,100
421,4,1:14.0,T. Young misses 2-pt layup at rim,,89,100
422,4,1:13.0,,Defensive rebound by M. Plumlee,89,100
423,4,0:58.0,,P. Millsap misses 3-pt jump shot from 25 ft,89,100
424,4,0:55.0,Defensive rebound by V. Oladipo,,89,100
425,4,0:52.0,V. Oladipo makes 3-pt jump shot from 25 ft,,92,100
426,4,0:51.0,,Denver full timeout,92,100
427,4,0:51.0,,N. Jokić enters the game for M. Plumlee,92,100
428,4,0:39.0,,Turnover by N. Jokić (bad pass; steal by V. Oladipo),92,100
429,4,0:38.0,V. Oladipo makes 2-pt layup from 2 ft,,94,100
430,4,0:25.0,,Personal take foul by M. Turner (drawn by N. Jokić),94,100
431,4,0:25.0,,N. Jokić makes free throw 1 of 2,94,101
432,4,0:25.0,,N. Jokić makes free throw 2 of 2,94,102
433,4,0:25.0,Indiana full timeout,,94,102
434,4,0:25.0,,T. Craig enters the game for N. Jokić,94,102
435,4,0:25.0,L. Stephenson enters the game for T. Young,,94,102
436,4,0:20.0,V. Oladipo makes 2-pt dunk from 1 ft,,96,102
437,4,0:18.0,,Personal take foul by D. Collison (drawn by J. Murray),96,102
438,4,0:18.0,,J. Murray makes free throw 1 of 2,96,103
439,4,0:18.0,,J. Murray makes free throw 2 of 2,96,104
440,4,0:12.0,D. Collison makes 2-pt layup from 1 ft,,98,104
441,4,0:11.0,,Personal take foul by V. Oladipo (drawn by W. Barton),98,104
442,4,0:11.0,,W. Barton makes free throw 1 of 2,98,105
443,4,0:11.0,,W. Barton makes free throw 2 of 2,98,106
444,4,0:05.0,B. Bogdanović makes 3-pt jump shot from 24 ft,,101,106
445,4,0:02.0,,Personal take foul by B. Bogdanović (drawn by W. Chandler),101,106
446,4,0:02.0,,W. Chandler misses free throw 1 of 2,101,106
447,4,0:02.0,,Offensive rebound by Team,101,106
448,4,0:02.0,,W. Chandler makes free throw 2 of 2,101,107
449,4,0:00.0,D. Collison makes 3-pt jump shot from 22 ft (assist by L. Stephenson),,104,107
