,QUARTER,TIME_REMAINING,BOSTON_ACTION,PHOENIX_ACTION,BOSTON_SCORE,PHOENIX_SCORE
40,1,6:35.0,,Phoenix full timeout,14,9
41,1,6:35.0,,A. Len enters the game for M. Chriss,14,9
42,1,6:35.0,M. Morris enters the game for J. Brown,,14,9
43,1,6:24.0,,Turnover by E. Payton (bad pass),14,9
44,1,6:05.0,T. Rozier misses 3-pt jump shot from 28 ft,,14,9
45,1,6:01.0,Offensive rebound by A. Horford,,14,9
46,1,5:59.0,M. Morris makes 3-pt jump shot from 26 ft (assist by A. Horford),,17,9
47,1,5:40.0,,J. Jackson misses 3-pt jump shot from 25 ft,17,9
48,1,5:37.0,Defensive rebound by A. Baynes,,17,9
49,1,5:24.0,A. Horford makes 3-pt jump shot from 23 ft (assist by A. Baynes),,20,9
50,1,4:57.0,,Turnover by Team (shot clock),20,9
51,1,4:57.0,,T. Ulis enters the game for E. Payton,20,9
52,1,4:44.0,J. Tatum misses 2-pt jump shot from 18 ft,,20,9
53,1,4:41.0,,Defensive rebound by J. Jackson,20,9
54,1,4:35.0,,J. Jackson misses 2-pt layup from 1 ft (block by A. Horford),20,9
55,1,4:34.0,,Offensive rebound by Team,20,9
56,1,4:34.0,,J. Dudley enters the game for D. Bender,20,9
57,1,4:31.0,,T. Daniels misses 3-pt jump shot from 28 ft,20,9
58,1,4:30.0,Defensive rebound by T. Rozier,,20,9
59,1,4:24.0,T. Rozier misses 3-pt jump shot from 27 ft,,20,9
60,1,4:21.0,,Defensive rebound by J. Jackson,20,9
61,1,4:14.0,,J. Jackson makes 2-pt layup from 1 ft,20,11
62,1,4:04.0,Turnover by J. Tatum (bad pass; steal by A. Len),,20,11
63,1,3:48.0,,J. Jackson misses 3-pt jump shot from 25 ft,20,11
64,1,3:45.0,Defensive rebound by A. Horford,,20,11
65,1,3:29.0,A. Baynes makes 2-pt hook shot from 6 ft,,22,11
66,1,3:21.0,,T. Ulis misses 2-pt layup from 2 ft,22,11
67,1,3:19.0,,Offensive rebound by A. Len,22,11
68,1,3:19.0,,A. Len misses 2-pt layup at rim,22,11
69,1,3:16.0,Defensive rebound by A. Horford,,22,11
70,1,3:16.0,Personal take foul by J. Dudley (drawn by T. Rozier),,22,11
71,1,3:16.0,Boston full timeout,,22,11
72,1,3:16.0,,D. Reed enters the game for J. Jackson,22,11
73,1,3:16.0,S. Ojeleye enters the game for A. Baynes,,22,11
74,1,3:09.0,J. Tatum misses 2-pt layup at rim,,22,11
75,1,3:09.0,,Defensive rebound by Team,22,11
76,1,2:47.0,,T. Daniels misses 2-pt jump shot from 22 ft,22,11
77,1,2:44.0,Defensive rebound by J. Tatum,,22,11
78,1,2:35.0,M. Morris makes 2-pt jump shot from 9 ft,,24,11
79,1,2:23.0,,T. Daniels misses 3-pt jump shot from 28 ft,24,11
80,1,2:19.0,Defensive rebound by M. Morris,,24,11
81,1,2:13.0,A. Horford makes 2-pt jump shot from 21 ft (assist by T. Rozier),,26,11
82,1,2:00.0,,D. Reed misses 3-pt jump shot from 27 ft,26,11
83,1,1:57.0,Defensive rebound by J. Tatum,,26,11
84,1,1:40.0,T. Rozier makes 3-pt jump shot from 27 ft (assist by A. Horford),,29,11
85,1,1:21.0,,A. Len makes 2-pt dunk at rim (assist by J. Dudley),29,13
86,1,1:04.0,T. Rozier misses 2-pt jump shot from 16 ft,,29,13
87,1,0:59.0,Offensive rebound by T. Rozier,,29,13
88,1,0:59.0,T. Rozier misses 2-pt layup at rim,,29,13
89,1,0:58.0,,Defensive rebound by J. Dudley,29,13
90,1,0:56.0,,Turnover by T. Daniels (bad pass; steal by J. Tatum),29,13
91,1,0:54.0,Turnover by J. Tatum (step out of bounds),,29,13
92,1,0:54.0,,J. Jackson enters the game for T. Daniels,29,13
93,1,0:54.0,S. Larkin enters the game for T. Rozier,,29,13
94,1,0:54.0,G. Monroe enters the game for A. Horford,,29,13
95,1,0:49.0,,Shooting foul by S. Larkin (drawn by T. Ulis),29,13
96,1,0:49.0,,T. Ulis makes free throw 1 of 2,29,14
97,1,0:49.0,J. Brown enters the game for J. Tatum,,29,14
98,1,0:49.0,,T. Ulis misses free throw 2 of 2,29,14
99,1,0:47.0,Defensive rebound by M. Morris,,29,14
100,1,0:28.0,Shooting foul by A. Len (drawn by M. Morris),,29,14
101,1,0:28.0,M. Morris makes free throw 1 of 2,,30,14
102,1,0:28.0,M. Morris makes free throw 2 of 2,,31,14
103,1,0:08.0,,Shooting foul by G. Monroe (drawn by J. Jackson),31,14
104,1,0:08.0,,J. Jackson misses free throw 1 of 2,31,14
105,1,0:08.0,,Offensive rebound by Team,31,14
106,1,0:08.0,T. Rozier enters the game for S. Ojeleye,,31,14
107,1,0:08.0,,J. Jackson makes free throw 2 of 2,31,15
108,2,11:45.0,G. Monroe makes 2-pt hook shot from 4 ft (assist by M. Morris),,33,15
109,2,11:31.0,,J. Dudley misses 3-pt jump shot from 27 ft,33,15
110,2,11:29.0,Defensive rebound by J. Brown,,33,15
111,2,11:21.0,J. Brown misses 2-pt layup from 1 ft,,33,15
112,2,11:19.0,,Defensive rebound by J. Dudley,33,15
113,2,11:12.0,,A. Len misses 2-pt layup from 1 ft,33,15
114,2,11:08.0,,Offensive rebound by A. Len,33,15
115,2,11:08.0,,A. Len makes 2-pt layup at rim,33,17
116,2,10:55.0,G. Monroe misses 2-pt jump shot from 17 ft,,33,17
117,2,10:52.0,,Defensive rebound by T. Ulis,33,17
118,2,10:48.0,,Turnover by D. Reed (step out of bounds),33,17
119,2,10:36.0,J. Brown makes 3-pt jump shot from 27 ft (assist by G. Monroe),,36,17
120,2,10:14.0,,Turnover by J. Jackson (lost ball; steal by J. Brown),36,17
121,2,10:10.0,Turnover by J. Brown (lost ball; steal by J. Jackson),,36,17
122,2,10:10.0,,Shooting foul by G. Monroe (drawn by A. Len),36,17
123,2,10:10.0,,A. Len makes free throw 1 of 2,36,18
124,2,10:10.0,,A. Len makes free throw 2 of 2,36,19
125,2,9:52.0,M. Morris makes 3-pt jump shot from 26 ft (assist by S. Ojeleye),,39,19
126,2,9:35.0,,J. Jackson makes 2-pt dunk at rim (assist by T. Ulis),39,21
127,2,9:17.0,Personal foul by A. Len (drawn by G. Monroe),,39,21
128,2,9:17.0,,A. Williams enters the game for J. Dudley,39,21
129,2,9:17.0,,D. Bender enters the game for A. Len,39,21
130,2,9:11.0,S. Larkin misses 2-pt jump shot from 11 ft,,39,21
131,2,9:08.0,,Defensive rebound by D. Bender,39,21
132,2,8:55.0,,D. Reed makes 3-pt jump shot from 28 ft (assist by T. Ulis),39,24
133,2,8:32.0,J. Brown makes 2-pt layup from 1 ft,,41,24
134,2,8:21.0,,Shooting foul by S. Larkin (drawn by T. Ulis),41,24
135,2,8:21.0,,T. Ulis makes free throw 1 of 2,41,25
136,2,8:21.0,,S. Harrison enters the game for J. Jackson,41,25
137,2,8:21.0,,T. Ulis makes free throw 2 of 2,41,26
138,2,8:03.0,J. Brown misses 2-pt jump shot from 19 ft,,41,26
139,2,8:00.0,,Defensive rebound by D. Bender,41,26
140,2,7:51.0,,A. Williams misses 2-pt jump shot from 10 ft,41,26
141,2,7:48.0,Defensive rebound by G. Monroe,,41,26
142,2,7:29.0,G. Monroe misses 2-pt hook shot from 6 ft,,41,26
143,2,7:25.0,,Defensive rebound by S. Harrison,41,26
144,2,7:23.0,,Turnover by S. Harrison (out of bounds lost ball),41,26
145,2,7:14.0,S. Larkin misses 2-pt layup from 1 ft (block by T. Ulis),,41,26
146,2,7:10.0,,Defensive rebound by T. Ulis,41,26
147,2,7:08.0,,D. Reed misses 3-pt jump shot from 24 ft,41,26
148,2,7:05.0,,Offensive rebound by D. Bender,41,26
149,2,7:01.0,,D. Reed misses 3-pt jump shot from 26 ft,41,26
150,2,6:58.0,Defensive rebound by J. Brown,,41,26
151,2,6:50.0,Turnover by J. Brown (bad pass; steal by S. Harrison),,41,26
152,2,6:37.0,,A. Williams misses 2-pt hook shot from 2 ft,41,26
153,2,6:34.0,Defensive rebound by M. Morris,,41,26
154,2,6:18.0,M. Morris misses 2-pt jump shot from 18 ft,,41,26
155,2,6:13.0,,Defensive rebound by A. Williams,41,26
156,2,6:05.0,,S. Harrison makes 2-pt layup from 1 ft (assist by T. Ulis),41,28
157,2,6:05.0,Boston full timeout,,41,28
158,2,6:05.0,,T. Daniels enters the game for D. Reed,41,28
159,2,5:48.0,S. Larkin misses 3-pt jump shot from 26 ft,,41,28
160,2,5:45.0,,Defensive rebound by T. Ulis,41,28
161,2,5:29.0,,S. Harrison misses 2-pt layup from 1 ft,41,28
162,2,5:24.0,,Offensive rebound by T. Ulis,41,28
163,2,5:16.0,,T. Ulis makes 2-pt jump shot from 18 ft,41,30
164,2,5:06.0,Personal foul by A. Williams (drawn by G. Monroe),,41,30
165,2,5:06.0,,M. Chriss enters the game for A. Williams,41,30
166,2,5:06.0,T. Rozier enters the game for J. Brown,,41,30
167,2,5:06.0,A. Horford enters the game for S. Larkin,,41,30
168,2,5:06.0,J. Tatum enters the game for M. Morris,,41,30
169,2,5:01.0,G. Monroe makes 2-pt layup from 1 ft (assist by T. Rozier),,43,30
170,2,4:40.0,,T. Daniels makes 3-pt jump shot from 24 ft (assist by T. Ulis),43,33
171,2,4:23.0,Personal foul by S. Harrison (drawn by J. Tatum),,43,33
172,2,4:23.0,,J. Jackson enters the game for T. Ulis,43,33
173,2,4:09.0,A. Horford misses 3-pt jump shot from 27 ft,,43,33
174,2,4:06.0,,Defensive rebound by J. Jackson,43,33
175,2,3:57.0,M. Morris enters the game for G. Monroe,,43,33
176,2,3:57.0,S. Larkin enters the game for S. Ojeleye,,43,33
177,2,3:45.0,,M. Chriss makes 2-pt layup from 2 ft (assist by S. Harrison),43,35
178,2,3:32.0,T. Rozier misses 3-pt jump shot from 23 ft,,43,35
179,2,3:28.0,,Defensive rebound by S. Harrison,43,35
180,2,3:12.0,,D. Bender misses 2-pt layup from 1 ft,43,35
181,2,3:09.0,Defensive rebound by A. Horford,,43,35
182,2,3:08.0,Turnover by A. Horford (bad pass),,43,35
183,2,3:08.0,,Phoenix full timeout,43,35
184,2,3:08.0,,T. Ulis enters the game for S. Harrison,43,35
185,2,2:48.0,,M. Chriss makes 2-pt dunk from 1 ft (assist by T. Ulis),43,37
186,2,2:22.0,J. Tatum makes 3-pt jump shot from 23 ft (assist by A. Horford),,46,37
187,2,2:04.0,,Turnover by T. Ulis (turnover),46,37
188,2,1:41.0,M. Morris misses 3-pt jump shot from 27 ft,,46,37
189,2,1:35.0,Offensive rebound by T. Rozier,,46,37
190,2,1:26.0,A. Horford makes 2-pt hook shot from 5 ft,,48,37
191,2,1:11.0,,T. Ulis makes 3-pt jump shot from 27 ft,48,40
192,2,0:45.0,T. Rozier misses 3-pt jump shot from 25 ft,,48,40
193,2,0:40.0,,Defensive rebound by J. Jackson,48,40
194,2,0:36.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by J. Jackson),48,43
195,2,0:28.0,J. Tatum misses 2-pt jump shot from 20 ft,,48,43
196,2,0:26.0,,Defensive rebound by D. Bender,48,43
197,2,0:08.0,,T. Ulis misses 2-pt jump shot from 17 ft,48,43
198,2,0:05.0,,Offensive rebound by M. Chriss,48,43
199,2,0:05.0,,M. Chriss makes 2-pt layup from 1 ft,48,45
200,2,0:05.0,,Shooting foul by J. Tatum (drawn by M. Chriss),48,45
201,2,0:05.0,,M. Chriss misses free throw 1 of 1,48,45
202,2,0:05.0,Defensive rebound by A. Horford,,48,45
203,2,0:03.0,Personal take foul by T. Ulis (drawn by T. Rozier),,48,45
204,2,0:00.0,T. Rozier misses 3-pt jump shot from 25 ft,,48,45
205,2,0:00.0,,Defensive rebound by T. Daniels,48,45
206,3,11:46.0,J. Brown misses 2-pt layup at rim,,48,45
207,3,11:44.0,,Defensive rebound by T. Daniels,48,45
208,3,11:26.0,,J. Jackson makes 2-pt layup from 3 ft,48,47
209,3,11:08.0,J. Tatum misses 2-pt layup from 9 ft,,48,47
210,3,11:05.0,Offensive rebound by A. Baynes,,48,47
211,3,10:54.0,J. Tatum makes 2-pt layup from 2 ft,,50,47
212,3,10:42.0,,Personal foul by A. Baynes (drawn by M. Chriss),50,47
213,3,10:36.0,,M. Chriss misses 3-pt jump shot from 23 ft,50,47
214,3,10:33.0,Defensive rebound by J. Tatum,,50,47
215,3,10:27.0,T. Rozier misses 2-pt jump shot from 15 ft,,50,47
216,3,10:26.0,,Defensive rebound by E. Payton,50,47
217,3,10:20.0,,T. Daniels makes 3-pt jump shot from 26 ft (assist by E. Payton),50,50
218,3,10:01.0,Turnover by J. Brown (bad pass; steal by E. Payton),,50,50
219,3,9:51.0,,M. Chriss misses 3-pt jump shot from 27 ft,50,50
220,3,9:49.0,Defensive rebound by T. Rozier,,50,50
221,3,9:49.0,Boston full timeout,,50,50
222,3,9:25.0,A. Horford misses 2-pt jump shot from 8 ft,,50,50
223,3,9:22.0,,Defensive rebound by T. Daniels,50,50
224,3,9:15.0,,T. Daniels makes 3-pt jump shot from 26 ft,50,53
225,3,9:01.0,A. Horford makes 3-pt jump shot from 25 ft (assist by T. Rozier),,53,53
226,3,8:43.0,,Personal foul by J. Brown (drawn by T. Daniels),53,53
227,3,8:39.0,,Turnover by D. Bender (bad pass; steal by J. Tatum),53,53
228,3,8:15.0,J. Tatum misses 2-pt jump shot from 22 ft,,53,53
229,3,8:11.0,,Defensive rebound by M. Chriss,53,53
230,3,8:01.0,,Turnover by D. Bender (bad pass; steal by A. Horford),53,53
231,3,7:50.0,J. Tatum misses 3-pt jump shot from 24 ft,,53,53
232,3,7:47.0,,Defensive rebound by T. Daniels,53,53
233,3,7:41.0,,D. Bender misses 3-pt jump shot from 27 ft,53,53
234,3,7:39.0,Defensive rebound by A. Baynes,,53,53
235,3,7:26.0,J. Tatum makes 2-pt layup at rim (assist by A. Baynes),,55,53
236,3,7:26.0,Shooting foul by E. Payton (drawn by J. Tatum),,55,53
237,3,7:26.0,,A. Williams enters the game for D. Bender,55,53
238,3,7:26.0,J. Tatum makes free throw 1 of 1,,56,53
239,3,7:12.0,,Personal foul by A. Horford (drawn by M. Chriss),56,53
240,3,7:07.0,,Personal foul by J. Tatum (drawn by J. Jackson),56,53
241,3,7:01.0,,T. Daniels misses 3-pt jump shot from 24 ft,56,53
242,3,6:58.0,Defensive rebound by T. Rozier,,56,53
243,3,6:49.0,Turnover by A. Baynes (traveling),,56,53
244,3,6:39.0,,M. Chriss makes 3-pt jump shot from 24 ft (assist by A. Williams),56,56
245,3,6:09.0,J. Brown misses 2-pt dunk from 1 ft,,56,56
246,3,6:07.0,Offensive rebound by A. Baynes,,56,56
247,3,6:02.0,T. Rozier makes 3-pt jump shot from 23 ft (assist by J. Brown),,59,56
248,3,5:43.0,,Shooting foul by A. Baynes (drawn by A. Williams),59,56
249,3,5:43.0,,A. Williams misses free throw 1 of 2,59,56
250,3,5:43.0,,Offensive rebound by Team,59,56
251,3,5:43.0,,D. Bender enters the game for M. Chriss,59,56
252,3,5:43.0,M. Morris enters the game for A. Horford,,59,56
253,3,5:43.0,,A. Williams makes free throw 2 of 2,59,57
254,3,5:23.0,T. Rozier misses 3-pt jump shot from 26 ft,,59,57
255,3,5:21.0,Offensive rebound by Team,,59,57
256,3,5:21.0,A. Nader enters the game for J. Tatum,,59,57
257,3,5:12.0,J. Brown makes 2-pt layup from 1 ft,,61,57
258,3,4:58.0,,T. Daniels misses 3-pt jump shot from 24 ft,61,57
259,3,4:54.0,Defensive rebound by J. Brown,,61,57
260,3,4:47.0,A. Baynes makes 2-pt jump shot from 11 ft (assist by J. Brown),,63,57
261,3,4:37.0,,A. Williams makes 2-pt jump shot from 5 ft (assist by E. Payton),63,59
262,3,4:22.0,M. Morris makes 3-pt jump shot from 25 ft (assist by A. Nader),,66,59
263,3,4:20.0,,Phoenix full timeout,66,59
264,3,4:20.0,,S. Harrison enters the game for E. Payton,66,59
265,3,4:20.0,,T. Ulis enters the game for T. Daniels,66,59
266,3,4:02.0,,D. Bender misses 3-pt jump shot from 23 ft,66,59
267,3,4:00.0,Defensive rebound by J. Brown,,66,59
268,3,3:42.0,J. Brown misses 2-pt layup from 1 ft,,66,59
269,3,3:40.0,,Defensive rebound by A. Williams,66,59
270,3,3:37.0,,Turnover by J. Jackson (bad pass; steal by A. Nader),66,59
271,3,3:16.0,T. Rozier misses 2-pt layup from 2 ft (block by D. Bender),,66,59
272,3,3:13.0,Offensive rebound by A. Baynes,,66,59
273,3,3:12.0,Turnover by A. Baynes (out of bounds lost ball),,66,59
274,3,2:54.0,,J. Jackson misses 2-pt layup from 2 ft,66,59
275,3,2:52.0,Defensive rebound by A. Baynes,,66,59
276,3,2:47.0,Turnover by J. Brown (lost ball; steal by T. Ulis),,66,59
277,3,2:40.0,,T. Ulis misses 2-pt jump shot from 10 ft (block by A. Nader),66,59
278,3,2:36.0,Defensive rebound by T. Rozier,,66,59
279,3,2:35.0,Shooting foul by D. Bender (drawn by T. Rozier),,66,59
280,3,2:35.0,T. Rozier makes free throw 1 of 2,,67,59
281,3,2:35.0,,A. Len enters the game for A. Williams,67,59
282,3,2:35.0,,D. Reed enters the game for J. Jackson,67,59
283,3,2:35.0,A. Horford enters the game for J. Brown,,67,59
284,3,2:35.0,G. Monroe enters the game for A. Baynes,,67,59
285,3,2:35.0,T. Rozier makes free throw 2 of 2,,68,59
286,3,2:35.0,,M. Chriss enters the game for D. Bender,68,59
287,3,2:11.0,,S. Harrison misses 2-pt jump shot from 11 ft,68,59
288,3,2:10.0,,Offensive rebound by Team,68,59
289,3,2:10.0,,Turnover by Team (shot clock),68,59
290,3,1:55.0,M. Morris makes 2-pt jump shot from 19 ft,,70,59
291,3,1:47.0,,M. Chriss makes 2-pt layup from 1 ft (assist by T. Ulis),70,61
292,3,1:47.0,,Personal block foul by G. Monroe (drawn by M. Chriss),70,61
293,3,1:47.0,Turnover by G. Monroe (turnover),,70,61
294,3,1:47.0,,T. Daniels enters the game for S. Harrison,70,61
295,3,1:47.0,S. Larkin enters the game for T. Rozier,,70,61
296,3,1:47.0,,M. Chriss misses free throw 1 of 1,70,61
297,3,1:47.0,,Offensive rebound by A. Len,70,61
298,3,1:43.0,,A. Len misses 2-pt layup from 2 ft,70,61
299,3,1:41.0,Defensive rebound by A. Horford,,70,61
300,3,1:36.0,Personal foul by D. Reed (drawn by M. Morris),,70,61
301,3,1:32.0,S. Larkin misses 2-pt jump shot from 19 ft,,70,61
302,3,1:30.0,,Defensive rebound by A. Len,70,61
303,3,1:24.0,,T. Daniels makes 3-pt jump shot from 29 ft (assist by T. Ulis),70,64
304,3,1:00.0,A. Nader misses 2-pt jump shot from 21 ft,,70,64
305,3,0:57.0,Offensive rebound by Team,,70,64
306,3,0:55.0,M. Morris makes 2-pt jump shot from 14 ft (assist by S. Larkin),,72,64
307,3,0:47.0,,Turnover by T. Ulis (bad pass; steal by S. Larkin),72,64
308,3,0:44.0,S. Larkin misses 2-pt layup from 1 ft (block by M. Chriss),,72,64
309,3,0:42.0,Offensive rebound by A. Horford,,72,64
310,3,0:41.0,S. Larkin makes 2-pt layup at rim (assist by A. Horford),,74,64
311,3,0:25.0,,T. Daniels misses 3-pt jump shot from 25 ft,74,64
312,3,0:25.0,,Offensive rebound by A. Len,74,64
313,3,0:21.0,,A. Len misses 2-pt jump shot from 6 ft,74,64
314,3,0:21.0,,Offensive rebound by A. Len,74,64
315,3,0:16.0,,A. Len misses 2-pt layup at rim,74,64
316,3,0:15.0,,Offensive rebound by Team,74,64
317,3,0:15.0,,J. Jackson enters the game for M. Chriss,74,64
318,3,0:15.0,A. Baynes enters the game for G. Monroe,,74,64
319,3,0:15.0,,J. Dudley enters the game for A. Len,74,64
320,3,0:04.0,,Shooting foul by S. Larkin (drawn by J. Jackson),74,64
321,3,0:04.0,,J. Jackson misses free throw 1 of 2,74,64
322,3,0:04.0,,Offensive rebound by Team,74,64
323,3,0:04.0,,A. Len enters the game for J. Dudley,74,64
324,3,0:04.0,T. Rozier enters the game for A. Baynes,,74,64
325,3,0:04.0,,J. Jackson makes free throw 2 of 2,74,65
326,3,0:00.0,Shooting foul by T. Daniels (drawn by M. Morris),,74,65
327,3,0:00.0,M. Morris makes free throw 1 of 3,,75,65
328,3,0:00.0,M. Morris makes free throw 2 of 3,,76,65
329,3,0:00.0,M. Morris makes free throw 3 of 3,,77,65
330,4,11:47.0,,T. Ulis makes 2-pt jump shot from 9 ft,77,67
331,4,11:29.0,G. Monroe misses 2-pt dunk from 1 ft,,77,67
332,4,11:28.0,,Defensive rebound by T. Ulis,77,67
333,4,11:23.0,,T. Ulis makes 2-pt jump shot from 15 ft,77,69
334,4,11:04.0,Personal foul by A. Len (drawn by G. Monroe),,77,69
335,4,10:52.0,A. Nader makes 3-pt jump shot from 24 ft (assist by S. Larkin),,80,69
336,4,10:34.0,,T. Ulis makes 2-pt jump shot from 4 ft,80,71
337,4,10:18.0,G. Monroe makes 2-pt layup from 1 ft,,82,71
338,4,10:08.0,,Turnover by T. Ulis (bad pass),82,71
339,4,9:59.0,A. Horford makes 3-pt jump shot from 25 ft (assist by G. Monroe),,85,71
340,4,9:40.0,,A. Len makes 2-pt layup at rim (assist by J. Jackson),85,73
341,4,9:16.0,J. Tatum makes 2-pt jump shot from 19 ft,,87,73
342,4,9:13.0,,Phoenix full timeout,87,73
343,4,9:13.0,,D. Bender enters the game for A. Len,87,73
344,4,9:13.0,,A. Williams enters the game for M. Chriss,87,73
345,4,9:13.0,S. Ojeleye enters the game for A. Horford,,87,73
346,4,9:00.0,,A. Williams misses 2-pt layup from 3 ft,87,73
347,4,8:57.0,Defensive rebound by S. Larkin,,87,73
348,4,8:41.0,Shooting foul by A. Williams (drawn by G. Monroe),,87,73
349,4,8:41.0,G. Monroe makes free throw 1 of 2,,88,73
350,4,8:41.0,G. Monroe makes free throw 2 of 2,,89,73
351,4,8:28.0,,D. Bender misses 3-pt jump shot from 28 ft,89,73
352,4,8:25.0,,Offensive rebound by A. Williams,89,73
353,4,8:21.0,,T. Ulis misses 2-pt jump shot from 13 ft,89,73
354,4,8:20.0,Defensive rebound by S. Ojeleye,,89,73
355,4,8:07.0,G. Monroe misses 2-pt hook shot from 2 ft,,89,73
356,4,8:04.0,,Defensive rebound by A. Williams,89,73
357,4,8:01.0,,T. Daniels misses 3-pt jump shot from 27 ft,89,73
358,4,7:59.0,Defensive rebound by S. Larkin,,89,73
359,4,7:53.0,J. Tatum misses 3-pt jump shot from 27 ft,,89,73
360,4,7:51.0,Offensive rebound by G. Monroe,,89,73
361,4,7:44.0,S. Larkin misses 2-pt layup from 1 ft (block by A. Williams),,89,73
362,4,7:43.0,,Defensive rebound by J. Jackson,89,73
363,4,7:38.0,,J. Jackson makes 2-pt layup from 1 ft,89,75
364,4,7:38.0,,Shooting foul by J. Tatum (drawn by J. Jackson),89,75
365,4,7:38.0,,J. Jackson misses free throw 1 of 1,89,75
366,4,7:35.0,Defensive rebound by G. Monroe,,89,75
367,4,7:21.0,A. Nader misses 3-pt jump shot from 28 ft,,89,75
368,4,7:17.0,,Defensive rebound by D. Bender,89,75
369,4,7:14.0,,Personal foul by A. Nader (drawn by A. Williams),89,75
370,4,7:14.0,,D. Reed enters the game for T. Daniels,89,75
371,4,7:10.0,,J. Jackson makes 2-pt jump shot from 11 ft,89,77
372,4,6:57.0,J. Tatum makes 2-pt jump shot from 20 ft (assist by G. Monroe),,91,77
373,4,6:41.0,,D. Reed misses 3-pt jump shot from 27 ft (block by A. Nader),91,77
374,4,6:38.0,Defensive rebound by J. Tatum,,91,77
375,4,6:35.0,Turnover by J. Tatum (lost ball; steal by J. Jackson),,91,77
376,4,6:35.0,,Personal foul by J. Tatum (drawn by J. Jackson),91,77
377,4,6:35.0,,S. Harrison enters the game for T. Ulis,91,77
378,4,6:35.0,J. Brown enters the game for J. Tatum,,91,77
379,4,6:24.0,,D. Reed makes 2-pt layup from 1 ft,91,79
380,4,6:00.0,J. Brown misses 2-pt layup from 1 ft,,91,79
381,4,5:58.0,,Defensive rebound by D. Bender,91,79
382,4,5:54.0,,Turnover by J. Jackson (bad pass; steal by G. Monroe),91,79
383,4,5:38.0,A. Nader misses 3-pt jump shot from 26 ft,,91,79
384,4,5:35.0,,Defensive rebound by D. Bender,91,79
385,4,5:12.0,,Turnover by S. Harrison (lost ball; steal by J. Brown),91,79
386,4,5:12.0,,Loose ball foul by A. Williams (drawn by J. Brown),91,79
387,4,4:52.0,G. Monroe misses 2-pt hook shot from 7 ft,,91,79
388,4,4:49.0,,Defensive rebound by D. Bender,91,79
389,4,4:46.0,,Personal foul by S. Ojeleye (drawn by A. Williams),91,79
