,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,GOLDEN STATE_ACTION,BROOKLYN_SCORE,GOLDEN STATE_SCORE
378,4,3:27.0,D. Russell makes 2-pt jump shot from 19 ft (assist by R. Hollis-Jefferson),,93,110
379,4,3:08.0,,K. Durant misses 2-pt jump shot from 14 ft,93,110
380,4,3:03.0,Defensive rebound by D. Carroll,,93,110
381,4,3:00.0,S. Dinwiddie makes 3-pt jump shot from 27 ft (assist by D. Russell),,96,110
382,4,2:47.0,,Golden State full timeout,96,110
383,4,2:47.0,,K. Looney enters the game for D. Green,96,110
384,4,2:47.0,Q. Acy enters the game for D. Russell,,96,110
385,4,2:47.0,C. LeVert enters the game for D. Carroll,,96,110
386,4,2:40.0,,Personal foul by Q. Acy (drawn by K. Thompson),96,110
387,4,2:29.0,,S. Curry misses 3-pt jump shot from 26 ft,96,110
388,4,2:24.0,Defensive rebound by R. Hollis-Jefferson,,96,110
389,4,2:17.0,Q. Acy makes 2-pt layup from 1 ft (assist by R. Hollis-Jefferson),,98,110
390,4,2:04.0,,Turnover by K. Thompson (bad pass),98,110
391,4,1:58.0,Q. Acy misses 3-pt jump shot from 26 ft,,98,110
392,4,1:56.0,,Defensive rebound by K. Durant,98,110
393,4,1:56.0,,Personal foul by R. Hollis-Jefferson (drawn by K. Durant),98,110
394,4,1:56.0,,K. Durant misses free throw 1 of 2,98,110
395,4,1:56.0,,Offensive rebound by Team,98,110
396,4,1:56.0,,K. Durant makes free throw 2 of 2,98,111
397,4,1:48.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,98,111
398,4,1:44.0,Offensive rebound by C. LeVert,,98,111
399,4,1:40.0,A. Crabbe misses 2-pt jump shot from 18 ft,,98,111
400,4,1:36.0,,Defensive rebound by K. Looney,98,111
401,4,1:23.0,,K. Thompson misses 2-pt jump shot from 17 ft,98,111
402,4,1:19.0,Defensive rebound by R. Hollis-Jefferson,,98,111
403,4,1:19.0,Personal foul by K. Durant (drawn by R. Hollis-Jefferson),,98,111
404,4,1:19.0,R. Hollis-Jefferson makes free throw 1 of 2,,99,111
405,4,1:19.0,,Q. Cook enters the game for S. Curry,99,111
406,4,1:19.0,,J. McGee enters the game for K. Durant,99,111
407,4,1:19.0,R. Hollis-Jefferson makes free throw 2 of 2,,100,111
408,4,0:59.0,,J. McGee misses 2-pt layup from 2 ft,100,111
409,4,0:56.0,Defensive rebound by R. Hollis-Jefferson,,100,111
410,4,0:54.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft (block by J. McGee),,100,111
411,4,0:54.0,Offensive rebound by Team,,100,111
412,4,0:48.0,C. LeVert misses 2-pt jump shot from 12 ft,,100,111
413,4,0:45.0,,Defensive rebound by K. Thompson,100,111
414,4,0:38.0,,Q. Cook misses 3-pt jump shot from 27 ft,100,111
415,4,0:34.0,Defensive rebound by S. Dinwiddie,,100,111
416,4,0:32.0,Personal foul by Q. Cook (drawn by R. Hollis-Jefferson),,100,111
417,4,0:32.0,R. Hollis-Jefferson makes free throw 1 of 2,,101,111
418,4,0:32.0,R. Hollis-Jefferson misses free throw 2 of 2,,101,111
419,4,0:30.0,,Defensive rebound by J. McGee,101,111
420,4,0:15.0,,K. Thompson makes 3-pt jump shot from 27 ft,101,114
421,4,0:06.0,C. LeVert misses 3-pt jump shot from 24 ft,,101,114
422,4,0:01.0,Offensive rebound by A. Crabbe,,101,114
