,QUARTER,TIME_REMAINING,TORONTO_ACTION,DALLAS_ACTION,TORONTO_SCORE,DALLAS_SCORE
67,1,4:14.0,,M. Kleber makes 3-pt jump shot from 26 ft (assist by W. Matthews),15,21
68,1,4:07.0,Toronto full timeout,,15,21
69,1,4:07.0,,Y. Ferrell enters the game for D. Smith,15,21
70,1,4:07.0,J. Poeltl enters the game for S. Ibaka,,15,21
71,1,4:07.0,P. Siakam enters the game for J. Valančiūnas,,15,21
72,1,3:54.0,K. Lowry misses 2-pt jump shot from 8 ft (block by M. Kleber),,15,21
73,1,3:52.0,Offensive rebound by P. Siakam,,15,21
74,1,3:52.0,P. Siakam misses 2-pt jump shot from 1 ft,,15,21
75,1,3:51.0,,Defensive rebound by Team,15,21
76,1,3:34.0,,H. Barnes makes 2-pt layup from 3 ft,15,23
77,1,3:24.0,Personal foul by Y. Ferrell (drawn by K. Lowry),,15,23
78,1,3:24.0,K. Lowry makes free throw 1 of 2,,16,23
79,1,3:24.0,K. Lowry misses free throw 2 of 2,,16,23
80,1,3:21.0,,Defensive rebound by S. Mejri,16,23
81,1,3:09.0,,Y. Ferrell misses 2-pt jump shot from 19 ft,16,23
82,1,3:06.0,Defensive rebound by C. Miles,,16,23
83,1,3:03.0,P. Siakam makes 2-pt layup at rim (assist by K. Lowry),,18,23
84,1,2:39.0,,S. Mejri makes 2-pt hook shot from 2 ft (assist by H. Barnes),18,25
85,1,2:31.0,C. Miles makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,21,25
86,1,2:12.0,,H. Barnes makes 2-pt jump shot from 19 ft,21,27
87,1,1:53.0,J. Poeltl makes 2-pt layup at rim (assist by D. DeRozan),,23,27
88,1,1:39.0,,H. Barnes makes 2-pt jump shot from 20 ft,23,29
89,1,1:32.0,C. Miles misses 3-pt jump shot from 26 ft,,23,29
90,1,1:29.0,,Defensive rebound by M. Kleber,23,29
91,1,1:23.0,,W. Matthews misses 2-pt jump shot from 17 ft,23,29
92,1,1:21.0,Defensive rebound by K. Lowry,,23,29
93,1,1:11.0,J. Poeltl misses 2-pt jump shot from 5 ft,,23,29
94,1,1:09.0,Offensive rebound by P. Siakam,,23,29
95,1,1:08.0,P. Siakam misses 2-pt jump shot from 1 ft,,23,29
96,1,1:08.0,,Defensive rebound by Y. Ferrell,23,29
97,1,0:58.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,23,29
98,1,0:53.0,Defensive rebound by J. Poeltl,,23,29
99,1,0:44.0,D. DeRozan misses 2-pt layup from 1 ft (block by M. Kleber),,23,29
100,1,0:44.0,,Defensive rebound by Y. Ferrell,23,29
101,1,0:27.0,,Turnover by S. Mejri (lost ball; steal by J. Poeltl),23,29
102,1,0:08.0,,Offensive charge foul by J. Poeltl (drawn by M. Kleber),23,29
103,1,0:08.0,Turnover by J. Poeltl (offensive foul),,23,29
104,1,0:08.0,,D. Nowitzki enters the game for M. Kleber,23,29
105,1,0:08.0,,D. Smith enters the game for S. Mejri,23,29
106,1,0:08.0,D. Wright enters the game for C. Miles,,23,29
107,1,0:08.0,N. Powell enters the game for K. Lowry,,23,29
108,1,0:08.0,F. VanVleet enters the game for D. DeRozan,,23,29
109,1,0:02.0,,D. Smith makes 2-pt layup at rim,23,31
110,1,0:00.0,D. Wright misses 3-pt jump shot from 45 ft,,23,31
111,1,0:00.0,Offensive rebound by Team,,23,31
112,2,11:36.0,Turnover by Team (shot clock),,23,31
113,2,11:26.0,,Turnover by J. Barea (traveling),23,31
114,2,11:13.0,Offensive foul by D. Wright (drawn by J. Barea),,23,31
115,2,11:13.0,Turnover by D. Wright (offensive foul),,23,31
116,2,11:01.0,,Turnover by D. Harris (bad pass; steal by D. Wright),23,31
117,2,10:57.0,D. Wright makes 2-pt dunk from 3 ft,,25,31
118,2,10:46.0,,J. Barea misses 2-pt jump shot from 15 ft,25,31
119,2,10:44.0,Defensive rebound by N. Powell,,25,31
120,2,10:40.0,J. Poeltl makes 2-pt layup from 2 ft (assist by P. Siakam),,27,31
121,2,10:40.0,Shooting foul by D. Nowitzki (drawn by J. Poeltl),,27,31
122,2,10:40.0,,Dallas full timeout,27,31
123,2,10:40.0,J. Poeltl makes free throw 1 of 1,,28,31
124,2,10:23.0,,Personal foul by N. Powell (drawn by D. Harris),28,31
125,2,10:20.0,,Personal foul by N. Powell (drawn by D. Harris),28,31
126,2,10:05.0,,D. Powell misses 2-pt jump shot from 9 ft,28,31
127,2,10:03.0,Defensive rebound by D. Wright,,28,31
128,2,9:56.0,D. Wright makes 3-pt jump shot from 26 ft (assist by F. VanVleet),,31,31
129,2,9:37.0,,D. Nowitzki makes 2-pt jump shot from 13 ft,31,33
130,2,9:18.0,F. VanVleet misses 2-pt jump shot from 13 ft,,31,33
131,2,9:15.0,,Defensive rebound by D. Powell,31,33
132,2,9:07.0,,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by J. Barea),31,35
133,2,8:44.0,N. Powell misses 2-pt layup from 2 ft (block by D. Nowitzki),,31,35
134,2,8:42.0,,Defensive rebound by D. Nowitzki,31,35
135,2,8:30.0,,J. Barea makes 2-pt jump shot from 14 ft,31,37
136,2,8:24.0,Toronto full timeout,,31,37
137,2,8:18.0,F. VanVleet makes 3-pt jump shot from 24 ft,,34,37
138,2,8:01.0,,J. Barea misses 2-pt jump shot from 21 ft,34,37
139,2,7:58.0,Defensive rebound by P. Siakam,,34,37
140,2,7:57.0,,Offensive charge foul by N. Powell (drawn by D. Harris),34,37
141,2,7:57.0,Turnover by N. Powell (offensive foul),,34,37
142,2,7:57.0,O. Anunoby enters the game for N. Powell,,34,37
143,2,7:47.0,,D. Harris makes 2-pt layup from 1 ft (assist by J. Barea),34,39
144,2,7:31.0,Shooting foul by D. Nowitzki (drawn by P. Siakam),,34,39
145,2,7:31.0,P. Siakam makes free throw 1 of 2,,35,39
146,2,7:31.0,,D. Smith enters the game for D. Harris,35,39
147,2,7:31.0,J. Valančiūnas enters the game for J. Poeltl,,35,39
148,2,7:31.0,P. Siakam makes free throw 2 of 2,,36,39
149,2,7:21.0,,D. Powell misses 2-pt jump shot from 10 ft (block by D. Wright),36,39
150,2,7:17.0,Defensive rebound by F. VanVleet,,36,39
151,2,7:06.0,P. Siakam misses 2-pt layup from 9 ft,,36,39
152,2,7:04.0,,Defensive rebound by D. Powell,36,39
153,2,6:50.0,,D. Nowitzki misses 2-pt jump shot from 11 ft (block by D. Wright),36,39
154,2,6:50.0,,Offensive rebound by D. Nowitzki,36,39
155,2,6:47.0,,D. Powell misses 2-pt hook shot from 1 ft,36,39
156,2,6:47.0,,Offensive rebound by D. Nowitzki,36,39
157,2,6:47.0,,D. Nowitzki makes 2-pt layup from 1 ft,36,41
158,2,6:47.0,,Shooting foul by D. Wright (drawn by D. Nowitzki),36,41
159,2,6:47.0,S. Ibaka enters the game for P. Siakam,,36,41
160,2,6:47.0,K. Lowry enters the game for D. Wright,,36,41
161,2,6:47.0,,D. Nowitzki makes free throw 1 of 1,36,42
162,2,6:29.0,S. Ibaka misses 2-pt hook shot from 6 ft,,36,42
163,2,6:27.0,Offensive rebound by J. Valančiūnas,,36,42
164,2,6:25.0,J. Valančiūnas misses 2-pt layup from 3 ft (block by D. Nowitzki),,36,42
165,2,6:25.0,Offensive rebound by F. VanVleet,,36,42
166,2,6:24.0,Turnover by S. Ibaka (traveling),,36,42
167,2,6:24.0,,S. Mejri enters the game for D. Powell,36,42
168,2,6:24.0,,H. Barnes enters the game for D. Nowitzki,36,42
169,2,6:11.0,,J. Barea makes 3-pt jump shot from 25 ft (assist by S. Mejri),36,45
170,2,5:54.0,K. Lowry misses 3-pt jump shot from 25 ft,,36,45
171,2,5:51.0,Offensive rebound by J. Valančiūnas,,36,45
172,2,5:50.0,J. Valančiūnas makes 2-pt layup from 1 ft,,38,45
173,2,5:42.0,,D. Smith misses 3-pt jump shot from 24 ft,38,45
174,2,5:38.0,,Offensive rebound by S. Mejri,38,45
175,2,5:31.0,,J. Barea misses 2-pt jump shot from 1 ft (block by S. Ibaka),38,45
176,2,5:29.0,Defensive rebound by F. VanVleet,,38,45
177,2,5:29.0,Personal foul by D. Smith (drawn by F. VanVleet),,38,45
178,2,5:29.0,,W. Matthews enters the game for Y. Ferrell,38,45
179,2,5:29.0,D. DeRozan enters the game for F. VanVleet,,38,45
180,2,5:22.0,J. Valančiūnas makes 2-pt hook shot from 4 ft (assist by K. Lowry),,40,45
181,2,5:12.0,,J. Barea misses 3-pt jump shot from 24 ft,40,45
182,2,5:12.0,Defensive rebound by K. Lowry,,40,45
183,2,5:02.0,Shooting foul by J. Barea (drawn by K. Lowry),,40,45
184,2,5:02.0,K. Lowry makes free throw 1 of 2,,41,45
185,2,5:02.0,K. Lowry makes free throw 2 of 2,,42,45
186,2,5:02.0,,Technical foul by J. Barea,42,45
187,2,5:02.0,D. DeRozan makes technical free throw,,43,45
188,2,5:02.0,,D. Harris enters the game for J. Barea,43,45
189,2,4:46.0,,D. Smith misses 2-pt layup from 1 ft,43,45
190,2,4:43.0,Defensive rebound by J. Valančiūnas,,43,45
191,2,4:38.0,K. Lowry makes 3-pt jump shot from 24 ft,,46,45
192,2,4:37.0,,Dallas full timeout,46,45
193,2,4:24.0,,Personal foul by S. Ibaka (drawn by D. Harris),46,45
194,2,4:18.0,,D. Smith misses 2-pt layup at rim,46,45
195,2,4:16.0,Defensive rebound by K. Lowry,,46,45
196,2,4:03.0,O. Anunoby misses 3-pt jump shot from 23 ft,,46,45
197,2,3:59.0,Offensive rebound by O. Anunoby,,46,45
198,2,3:58.0,S. Ibaka misses 3-pt jump shot from 24 ft,,46,45
199,2,3:57.0,,Defensive rebound by Team,46,45
200,2,3:57.0,Loose ball foul by K. Lowry (drawn by S. Mejri),,46,45
201,2,3:57.0,,S. Mejri makes free throw 1 of 2,46,46
202,2,3:57.0,,S. Mejri makes free throw 2 of 2,46,47
203,2,3:46.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,49,47
204,2,3:25.0,,Turnover by H. Barnes (traveling),49,47
205,2,3:05.0,Shooting foul by H. Barnes (drawn by S. Ibaka),,49,47
206,2,3:05.0,S. Ibaka misses free throw 1 of 2,,49,47
207,2,3:05.0,Offensive rebound by Team,,49,47
208,2,3:05.0,,D. Nowitzki enters the game for S. Mejri,49,47
209,2,3:05.0,,M. Kleber enters the game for D. Harris,49,47
210,2,3:05.0,S. Ibaka makes free throw 2 of 2,,50,47
211,2,2:42.0,,W. Matthews makes 2-pt layup from 1 ft,50,49
212,2,2:31.0,D. DeRozan misses 2-pt jump shot from 16 ft,,50,49
213,2,2:29.0,,Defensive rebound by M. Kleber,50,49
214,2,2:23.0,,W. Matthews misses 3-pt jump shot from 23 ft,50,49
215,2,2:19.0,Defensive rebound by J. Valančiūnas,,50,49
216,2,2:16.0,O. Anunoby misses 3-pt jump shot from 25 ft,,50,49
217,2,2:12.0,,Defensive rebound by M. Kleber,50,49
218,2,2:10.0,,Personal foul by S. Ibaka (drawn by D. Smith),50,49
219,2,2:10.0,,D. Smith makes free throw 2 of 2,50,50
220,2,2:10.0,,D. Smith misses free throw 1 of 2,50,50
221,2,2:10.0,,Offensive rebound by Team,50,50
222,2,2:10.0,D. Wright enters the game for O. Anunoby,,50,50
223,2,1:52.0,S. Ibaka makes 2-pt jump shot from 16 ft (assist by K. Lowry),,52,50
224,2,1:39.0,,M. Kleber misses 3-pt jump shot from 23 ft,52,50
225,2,1:39.0,Defensive rebound by D. DeRozan,,52,50
226,2,1:29.0,Shooting foul by D. Smith (drawn by D. DeRozan),,52,50
227,2,1:29.0,D. DeRozan misses free throw 1 of 2,,52,50
228,2,1:29.0,Offensive rebound by Team,,52,50
229,2,1:29.0,,Y. Ferrell enters the game for D. Smith,52,50
230,2,1:29.0,F. VanVleet enters the game for K. Lowry,,52,50
231,2,1:29.0,D. DeRozan makes free throw 2 of 2,,53,50
232,2,1:25.0,,Turnover by D. Nowitzki (bad pass; steal by F. VanVleet),53,50
233,2,1:16.0,D. DeRozan misses 2-pt jump shot from 5 ft,,53,50
234,2,1:15.0,Offensive rebound by S. Ibaka,,53,50
235,2,1:14.0,S. Ibaka misses 2-pt jump shot from 1 ft (block by M. Kleber),,53,50
236,2,1:14.0,,Defensive rebound by H. Barnes,53,50
237,2,0:55.0,,D. Nowitzki misses 2-pt jump shot from 12 ft,53,50
238,2,0:55.0,,Offensive rebound by M. Kleber,53,50
239,2,0:54.0,,M. Kleber makes 2-pt layup at rim,53,52
240,2,0:54.0,,Shooting foul by J. Valančiūnas (drawn by M. Kleber),53,52
241,2,0:54.0,,M. Kleber makes free throw 1 of 1,53,53
242,2,0:32.0,F. VanVleet misses 3-pt jump shot from 25 ft,,53,53
243,2,0:28.0,,Defensive rebound by H. Barnes,53,53
244,2,0:28.0,,Personal foul by S. Ibaka (drawn by H. Barnes),53,53
245,2,0:28.0,,H. Barnes makes free throw 1 of 2,53,54
246,2,0:28.0,,S. Mejri enters the game for D. Nowitzki,53,54
247,2,0:28.0,C. Miles enters the game for S. Ibaka,,53,54
248,2,0:28.0,,H. Barnes makes free throw 2 of 2,53,55
249,2,0:08.0,D. DeRozan misses 2-pt jump shot from 12 ft,,53,55
250,2,0:06.0,,Defensive rebound by Y. Ferrell,53,55
251,2,0:02.0,,M. Kleber makes 2-pt dunk from 2 ft (assist by Y. Ferrell),53,57
252,2,0:00.0,F. VanVleet misses 3-pt jump shot from 56 ft,,53,57
253,2,0:00.0,Offensive rebound by Team,,53,57
254,3,11:46.0,D. DeRozan makes 2-pt jump shot from 2 ft (assist by J. Valančiūnas),,55,57
255,3,11:31.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,55,57
256,3,11:28.0,Defensive rebound by J. Valančiūnas,,55,57
257,3,11:20.0,D. DeRozan misses 3-pt jump shot from 26 ft,,55,57
258,3,11:16.0,,Defensive rebound by H. Barnes,55,57
259,3,11:09.0,,M. Kleber misses 3-pt jump shot from 25 ft,55,57
260,3,11:07.0,Defensive rebound by J. Valančiūnas,,55,57
261,3,10:55.0,S. Ibaka misses 3-pt jump shot from 25 ft,,55,57
262,3,10:52.0,,Defensive rebound by W. Matthews,55,57
263,3,10:46.0,,Shooting foul by J. Valančiūnas (drawn by D. Smith),55,57
264,3,10:46.0,,D. Smith makes free throw 1 of 2,55,58
265,3,10:46.0,,D. Smith misses free throw 2 of 2,55,58
266,3,10:44.0,Defensive rebound by D. DeRozan,,55,58
267,3,10:31.0,Shooting foul by M. Kleber (drawn by J. Valančiūnas),,55,58
268,3,10:31.0,J. Valančiūnas makes free throw 1 of 2,,56,58
269,3,10:31.0,J. Valančiūnas makes free throw 2 of 2,,57,58
270,3,10:14.0,,H. Barnes misses 2-pt jump shot from 16 ft,57,58
271,3,10:11.0,Defensive rebound by K. Lowry,,57,58
272,3,10:05.0,J. Valančiūnas makes 2-pt hook shot from 6 ft (assist by K. Lowry),,59,58
273,3,10:05.0,Shooting foul by M. Kleber (drawn by J. Valančiūnas),,59,58
274,3,10:05.0,J. Valančiūnas makes free throw 1 of 1,,60,58
275,3,9:53.0,,Turnover by H. Barnes (lost ball; steal by O. Anunoby),60,58
276,3,9:49.0,D. DeRozan misses 2-pt layup from 2 ft (block by M. Kleber),,60,58
277,3,9:47.0,,Defensive rebound by D. Smith,60,58
278,3,9:44.0,,W. Matthews misses 3-pt jump shot from 24 ft,60,58
279,3,9:44.0,Defensive rebound by O. Anunoby,,60,58
280,3,9:29.0,S. Ibaka misses 2-pt jump shot from 14 ft,,60,58
281,3,9:27.0,,Defensive rebound by D. Nowitzki,60,58
282,3,9:27.0,,Personal foul by J. Valančiūnas (drawn by D. Nowitzki),60,58
283,3,9:27.0,J. Poeltl enters the game for J. Valančiūnas,,60,58
284,3,9:04.0,,W. Matthews misses 2-pt jump shot from 7 ft,60,58
285,3,9:02.0,Defensive rebound by O. Anunoby,,60,58
286,3,8:57.0,K. Lowry misses 3-pt jump shot from 26 ft,,60,58
287,3,8:55.0,,Defensive rebound by D. Nowitzki,60,58
288,3,8:50.0,,D. Smith makes 2-pt layup at rim,60,60
289,3,8:35.0,K. Lowry makes 2-pt jump shot from 7 ft,,62,60
290,3,8:17.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by D. Smith),62,62
291,3,8:04.0,Personal foul by D. Smith (drawn by K. Lowry),,62,62
292,3,8:04.0,,Y. Ferrell enters the game for D. Smith,62,62
293,3,7:57.0,D. DeRozan misses 2-pt jump shot from 14 ft,,62,62
294,3,7:55.0,Offensive rebound by S. Ibaka,,62,62
295,3,7:54.0,S. Ibaka makes 2-pt jump shot from 13 ft,,64,62
296,3,7:31.0,,Turnover by W. Matthews (bad pass; steal by D. DeRozan),64,62
297,3,7:26.0,D. DeRozan misses 2-pt layup at rim,,64,62
298,3,7:24.0,,Defensive rebound by M. Kleber,64,62
299,3,7:20.0,,Y. Ferrell misses 2-pt jump shot from 23 ft,64,62
300,3,7:19.0,,Offensive rebound by H. Barnes,64,62
301,3,7:19.0,,Personal take foul by D. DeRozan (drawn by H. Barnes),64,62
302,3,7:19.0,,J. Barea enters the game for Y. Ferrell,64,62
303,3,7:07.0,,H. Barnes misses 2-pt jump shot from 14 ft,64,62
304,3,7:03.0,Defensive rebound by K. Lowry,,64,62
305,3,7:01.0,Shooting foul by D. Nowitzki (drawn by J. Poeltl),,64,62
306,3,7:01.0,J. Poeltl makes free throw 1 of 2,,65,62
307,3,7:01.0,J. Poeltl makes free throw 2 of 2,,66,62
308,3,6:52.0,,D. Nowitzki makes 2-pt jump shot from 12 ft (assist by H. Barnes),66,64
309,3,6:39.0,K. Lowry misses 3-pt jump shot from 25 ft,,66,64
310,3,6:35.0,,Defensive rebound by M. Kleber,66,64
311,3,6:29.0,,M. Kleber makes 2-pt dunk at rim (assist by J. Barea),66,66
312,3,6:17.0,Shooting foul by M. Kleber (drawn by K. Lowry),,66,66
313,3,6:17.0,,Dallas full timeout,66,66
314,3,6:17.0,,S. Mejri enters the game for D. Nowitzki,66,66
315,3,6:17.0,P. Siakam enters the game for J. Poeltl,,66,66
316,3,6:17.0,K. Lowry makes free throw 1 of 2,,67,66
317,3,6:17.0,,D. Powell enters the game for S. Mejri,67,66
318,3,6:17.0,K. Lowry makes free throw 2 of 2,,68,66
319,3,6:02.0,,H. Barnes misses 2-pt jump shot from 7 ft,68,66
320,3,5:59.0,,Offensive rebound by H. Barnes,68,66
321,3,5:58.0,,H. Barnes misses 2-pt layup from 1 ft,68,66
322,3,5:58.0,Defensive rebound by S. Ibaka,,68,66
323,3,5:50.0,P. Siakam makes 2-pt layup from 1 ft (assist by K. Lowry),,70,66
324,3,5:38.0,,Turnover by J. Barea (bad pass; steal by P. Siakam),70,66
325,3,5:16.0,K. Lowry makes 3-pt jump shot from 26 ft,,73,66
326,3,5:02.0,,J. Barea misses 3-pt jump shot from 24 ft,73,66
327,3,4:58.0,,Offensive rebound by M. Kleber,73,66
328,3,4:53.0,,J. Barea misses 3-pt jump shot from 24 ft,73,66
329,3,4:50.0,,Offensive rebound by W. Matthews,73,66
330,3,4:36.0,,D. Powell misses 2-pt jump shot from 8 ft (block by O. Anunoby),73,66
331,3,4:33.0,Defensive rebound by K. Lowry,,73,66
332,3,4:22.0,Turnover by O. Anunoby (bad pass; steal by M. Kleber),,73,66
333,3,4:14.0,,J. Barea makes 2-pt layup at rim (assist by W. Matthews),73,68
334,3,4:04.0,K. Lowry misses 2-pt jump shot from 9 ft,,73,68
335,3,4:02.0,,Defensive rebound by H. Barnes,73,68
336,3,3:58.0,,J. Barea makes 2-pt layup at rim,73,70
337,3,3:58.0,,Shooting block foul by P. Siakam (drawn by J. Barea),73,70
338,3,3:58.0,,J. Barea misses free throw 1 of 1,73,70
339,3,3:56.0,Defensive rebound by S. Ibaka,,73,70
340,3,3:56.0,Toronto full timeout,,73,70
341,3,3:56.0,C. Miles enters the game for O. Anunoby,,73,70
342,3,3:36.0,K. Lowry misses 2-pt jump shot from 8 ft,,73,70
343,3,3:34.0,,Defensive rebound by J. Barea,73,70
344,3,3:26.0,Offensive charge foul by W. Matthews (drawn by K. Lowry),,73,70
345,3,3:26.0,,Turnover by W. Matthews (offensive foul),73,70
346,3,3:26.0,D. Wright enters the game for K. Lowry,,73,70
347,3,3:14.0,S. Ibaka misses 3-pt jump shot from 25 ft,,73,70
348,3,3:11.0,,Defensive rebound by H. Barnes,73,70
349,3,3:04.0,,J. Barea makes 2-pt jump shot from 15 ft,73,72
350,3,2:36.0,D. DeRozan misses 2-pt jump shot from 15 ft (block by W. Matthews),,73,72
351,3,2:36.0,Offensive rebound by Team,,73,72
352,3,2:36.0,Turnover by Team (shot clock),,73,72
353,3,2:36.0,J. Poeltl enters the game for S. Ibaka,,73,72
354,3,2:23.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by M. Kleber),73,75
355,3,2:08.0,D. DeRozan misses 2-pt jump shot from 11 ft,,73,75
356,3,2:08.0,Offensive rebound by J. Poeltl,,73,75
357,3,2:07.0,Personal foul by J. Barea (drawn by J. Poeltl),,73,75
358,3,2:07.0,J. Poeltl misses free throw 1 of 2,,73,75
359,3,2:07.0,Offensive rebound by Team,,73,75
360,3,2:07.0,,D. Harris enters the game for M. Kleber,73,75
361,3,2:07.0,J. Poeltl misses free throw 2 of 2,,73,75
362,3,2:04.0,,Defensive rebound by D. Harris,73,75
363,3,1:56.0,,W. Matthews makes 2-pt jump shot from 6 ft,73,77
364,3,1:56.0,,Shooting foul by D. Wright (drawn by W. Matthews),73,77
365,3,1:56.0,,W. Matthews makes free throw 1 of 1,73,78
366,3,1:36.0,D. DeRozan misses 2-pt jump shot from 16 ft,,73,78
367,3,1:33.0,,Defensive rebound by D. Harris,73,78
368,3,1:17.0,,J. Barea misses 2-pt jump shot from 8 ft,73,78
369,3,1:16.0,,Offensive rebound by D. Powell,73,78
370,3,1:16.0,,Personal foul by C. Miles (drawn by D. Powell),73,78
371,3,1:16.0,,D. Powell makes free throw 1 of 2,73,79
372,3,1:16.0,,D. Nowitzki enters the game for H. Barnes,73,79
373,3,1:16.0,N. Powell enters the game for D. DeRozan,,73,79
374,3,1:16.0,,D. Powell makes free throw 2 of 2,73,80
375,3,0:57.0,C. Miles misses 3-pt jump shot from 24 ft (block by D. Harris),,73,80
376,3,0:54.0,,Defensive rebound by W. Matthews,73,80
377,3,0:33.0,,J. Barea makes 3-pt jump shot from 26 ft,73,83
378,3,0:16.0,D. Wright makes 2-pt layup from 2 ft,,75,83
379,3,0:04.0,,D. Powell makes 2-pt layup from 2 ft (assist by J. Barea),75,85
