,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DALLAS_ACTION,CLEVELAND_SCORE,DALLAS_SCORE
142,2,8:15.0,J. Smith enters the game for D. Wade,,35,29
143,2,7:56.0,,Y. Ferrell makes 2-pt layup at rim (assist by J. Barea),35,31
144,2,7:39.0,K. Korver misses 3-pt jump shot from 24 ft,,35,31
145,2,7:36.0,,Defensive rebound by S. Mejri,35,31
146,2,7:24.0,,Turnover by J. Barea (bad pass),35,31
147,2,7:24.0,,D. Smith enters the game for J. Barea,35,31
148,2,7:24.0,K. Love enters the game for K. Korver,,35,31
149,2,7:11.0,,Offensive charge foul by J. Green (drawn by S. Mejri),35,31
150,2,7:11.0,Turnover by J. Green (offensive foul),,35,31
151,2,7:11.0,J. Crowder enters the game for J. Green,,35,31
152,2,6:50.0,,Turnover by H. Barnes (lost ball; steal by I. Shumpert),35,31
153,2,6:45.0,J. Smith misses 3-pt jump shot from 22 ft,,35,31
154,2,6:43.0,,Defensive rebound by S. Mejri,35,31
155,2,6:25.0,,D. Smith makes 2-pt layup from 1 ft,35,33
156,2,6:12.0,L. James makes 3-pt jump shot from 24 ft,,38,33
157,2,5:57.0,,D. Smith misses 3-pt jump shot from 25 ft,38,33
158,2,5:54.0,Defensive rebound by L. James,,38,33
159,2,5:51.0,Personal foul by D. Smith (drawn by K. Love),,38,33
160,2,5:31.0,L. James misses 2-pt jump shot from 20 ft,,38,33
161,2,5:31.0,Offensive rebound by Team,,38,33
162,2,5:31.0,Personal foul by W. Matthews (drawn by J. Crowder),,38,33
163,2,5:26.0,J. Crowder misses 3-pt jump shot from 23 ft,,38,33
164,2,5:22.0,,Defensive rebound by H. Barnes,38,33
165,2,5:17.0,,S. Mejri makes 2-pt dunk at rim (assist by Y. Ferrell),38,35
166,2,5:01.0,K. Love makes 2-pt hook shot from 1 ft,,40,35
167,2,4:48.0,,D. Smith misses 2-pt layup from 2 ft,40,35
168,2,4:48.0,,Offensive rebound by S. Mejri,40,35
169,2,4:45.0,,S. Mejri makes 2-pt layup from 1 ft,40,37
170,2,4:31.0,J. Smith misses 2-pt layup from 1 ft,,40,37
171,2,4:29.0,,Defensive rebound by D. Smith,40,37
172,2,4:23.0,,Personal foul by L. James (drawn by S. Mejri),40,37
173,2,4:08.0,,W. Matthews makes 2-pt hook shot from 5 ft (assist by H. Barnes),40,39
174,2,3:44.0,K. Love misses 2-pt layup from 4 ft (block by D. Smith),,40,39
175,2,3:39.0,,Defensive rebound by H. Barnes,40,39
176,2,3:38.0,,H. Barnes misses 2-pt layup from 1 ft,40,39
177,2,3:38.0,,Offensive rebound by S. Mejri,40,39
178,2,3:38.0,,S. Mejri makes 2-pt layup at rim,40,41
179,2,3:38.0,Cleveland full timeout,,40,41
180,2,3:33.0,Personal block foul by S. Mejri (drawn by J. Crowder),,40,41
181,2,3:33.0,J. Crowder makes free throw 1 of 2,,41,41
182,2,3:33.0,J. Crowder makes free throw 2 of 2,,42,41
183,2,3:17.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,42,41
184,2,3:15.0,,Offensive rebound by D. Smith,42,41
185,2,3:10.0,,D. Smith misses 2-pt layup from 1 ft,42,41
186,2,3:10.0,Defensive rebound by K. Love,,42,41
187,2,2:53.0,L. James makes 2-pt layup from 1 ft (assist by K. Love),,44,41
188,2,2:36.0,,W. Matthews misses 3-pt jump shot from 25 ft,44,41
189,2,2:34.0,,Offensive rebound by H. Barnes,44,41
190,2,2:32.0,,Y. Ferrell misses 2-pt jump shot from 12 ft,44,41
191,2,2:27.0,Defensive rebound by I. Shumpert,,44,41
192,2,2:22.0,J. Smith misses 3-pt jump shot from 25 ft,,44,41
193,2,2:19.0,,Defensive rebound by W. Matthews,44,41
194,2,2:09.0,,H. Barnes makes 2-pt jump shot from 20 ft (assist by W. Matthews),44,43
195,2,1:58.0,Turnover by I. Shumpert (bad pass),,44,43
196,2,1:51.0,,D. Smith makes 2-pt dunk from 1 ft,44,45
197,2,1:33.0,J. Smith makes 3-pt jump shot from 24 ft (assist by I. Shumpert),,47,45
198,2,1:15.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),47,48
199,2,0:54.0,Personal foul by H. Barnes (drawn by K. Love),,47,48
200,2,0:54.0,K. Love makes free throw 1 of 2,,48,48
201,2,0:54.0,K. Love makes free throw 2 of 2,,49,48
202,2,0:34.0,,Shooting foul by J. Crowder (drawn by D. Smith),49,48
203,2,0:34.0,,D. Smith makes free throw 1 of 2,49,49
204,2,0:34.0,,D. Smith makes free throw 2 of 2,49,50
205,2,0:12.0,K. Love misses 3-pt jump shot from 22 ft,,49,50
206,2,0:09.0,,Defensive rebound by H. Barnes,49,50
207,2,0:05.0,,H. Barnes makes 2-pt layup from 1 ft,49,52
208,2,0:00.0,J. Smith misses 3-pt jump shot from 38 ft,,49,52
209,2,0:00.0,Offensive rebound by Team,,49,52
210,3,11:46.0,,Y. Ferrell misses 2-pt layup at rim,49,52
211,3,11:44.0,Defensive rebound by K. Love,,49,52
212,3,11:34.0,I. Shumpert misses 3-pt jump shot from 24 ft,,49,52
213,3,11:30.0,Offensive rebound by K. Love,,49,52
214,3,11:29.0,K. Love makes 2-pt layup from 1 ft,,51,52
215,3,11:09.0,,W. Matthews misses 3-pt jump shot from 22 ft,51,52
216,3,11:07.0,Defensive rebound by L. James,,51,52
217,3,11:00.0,J. Crowder makes 2-pt layup from 1 ft (assist by L. James),,53,52
218,3,10:46.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Smith),53,55
219,3,10:27.0,L. James misses 2-pt jump shot from 22 ft,,53,55
220,3,10:24.0,,Defensive rebound by H. Barnes,53,55
221,3,10:14.0,,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by D. Smith),53,57
222,3,10:02.0,L. James misses 3-pt jump shot from 24 ft,,53,57
223,3,10:00.0,,Defensive rebound by H. Barnes,53,57
224,3,9:53.0,,Shooting foul by J. Crowder (drawn by H. Barnes),53,57
225,3,9:53.0,,H. Barnes makes free throw 1 of 2,53,58
226,3,9:53.0,,H. Barnes misses free throw 2 of 2,53,58
227,3,9:50.0,Defensive rebound by K. Love,,53,58
228,3,9:40.0,K. Love misses 2-pt layup from 2 ft (block by D. Smith),,53,58
229,3,9:38.0,Offensive rebound by K. Love,,53,58
230,3,9:33.0,K. Love makes 2-pt layup at rim,,55,58
231,3,9:24.0,,Shooting foul by L. James (drawn by D. Smith),55,58
232,3,9:24.0,,D. Smith misses free throw 1 of 2,55,58
233,3,9:24.0,,Offensive rebound by Team,55,58
234,3,9:24.0,,D. Smith makes free throw 2 of 2,55,59
235,3,9:09.0,K. Love makes 2-pt jump shot from 6 ft,,57,59
236,3,8:56.0,,H. Barnes misses 2-pt jump shot from 5 ft,57,59
237,3,8:54.0,Defensive rebound by I. Shumpert,,57,59
238,3,8:43.0,Personal foul by H. Barnes (drawn by K. Love),,57,59
239,3,8:35.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by K. Love),,60,59
240,3,8:17.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by D. Smith),60,62
241,3,8:02.0,J. Crowder misses 3-pt jump shot from 24 ft,,60,62
242,3,8:01.0,Offensive rebound by K. Love,,60,62
243,3,7:58.0,K. Love makes 2-pt layup from 1 ft,,62,62
244,3,7:40.0,,H. Barnes makes 2-pt jump shot from 16 ft (assist by W. Matthews),62,64
245,3,7:27.0,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),,65,64
246,3,7:04.0,,D. Smith misses 3-pt jump shot from 26 ft,65,64
247,3,7:01.0,Defensive rebound by J. Smith,,65,64
248,3,6:55.0,Shooting foul by W. Matthews (drawn by L. James),,65,64
249,3,6:55.0,,Dallas full timeout,65,64
250,3,6:55.0,L. James misses free throw 1 of 2,,65,64
251,3,6:55.0,Offensive rebound by Team,,65,64
252,3,6:55.0,L. James makes free throw 2 of 2,,66,64
253,3,6:42.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,66,64
254,3,6:39.0,Defensive rebound by J. Crowder,,66,64
255,3,6:24.0,J. Smith misses 2-pt jump shot from 2 ft,,66,64
256,3,6:22.0,K. Love makes 2-pt dunk from 1 ft,,68,64
257,3,6:20.0,Offensive rebound by K. Love,,68,64
258,3,6:04.0,,Shooting foul by I. Shumpert (drawn by H. Barnes),68,64
259,3,6:04.0,,H. Barnes makes free throw 1 of 2,68,65
260,3,6:04.0,,S. Mejri enters the game for D. Nowitzki,68,65
261,3,6:04.0,,H. Barnes makes free throw 2 of 2,68,66
262,3,5:48.0,J. Crowder misses 3-pt jump shot from 26 ft,,68,66
263,3,5:45.0,Offensive rebound by I. Shumpert,,68,66
264,3,5:45.0,Shooting foul by Y. Ferrell (drawn by J. Crowder),,68,66
265,3,5:45.0,J. Crowder makes free throw 1 of 2,,69,66
266,3,5:45.0,J. Crowder makes free throw 2 of 2,,70,66
267,3,5:21.0,,W. Matthews misses 2-pt jump shot from 18 ft,70,66
268,3,5:19.0,Defensive rebound by I. Shumpert,,70,66
269,3,5:14.0,Shooting foul by S. Mejri (drawn by J. Crowder),,70,66
270,3,5:14.0,J. Crowder makes free throw 1 of 2,,71,66
271,3,5:14.0,J. Crowder makes free throw 2 of 2,,72,66
272,3,4:57.0,,Turnover by H. Barnes (lost ball; steal by J. Smith),72,66
273,3,4:48.0,J. Smith makes 3-pt jump shot from 22 ft (assist by J. Crowder),,75,66
274,3,4:48.0,,Dallas full timeout,75,66
275,3,4:48.0,,D. Harris enters the game for D. Smith,75,66
276,3,4:48.0,,J. Barea enters the game for Y. Ferrell,75,66
277,3,4:48.0,,D. Powell enters the game for S. Mejri,75,66
278,3,4:40.0,,D. Powell misses 2-pt jump shot from 16 ft,75,66
279,3,4:37.0,Defensive rebound by L. James,,75,66
280,3,4:24.0,Personal foul by D. Harris (drawn by J. Smith),,75,66
281,3,4:24.0,J. Smith misses free throw 1 of 2,,75,66
282,3,4:24.0,Offensive rebound by Team,,75,66
283,3,4:24.0,J. Smith makes free throw 2 of 2,,76,66
284,3,3:58.0,,H. Barnes misses 2-pt jump shot from 22 ft,76,66
285,3,3:55.0,Defensive rebound by L. James,,76,66
286,3,3:48.0,Shooting block foul by W. Matthews (drawn by L. James),,76,66
287,3,3:48.0,L. James misses free throw 1 of 2,,76,66
288,3,3:48.0,Offensive rebound by Team,,76,66
289,3,3:48.0,L. James makes free throw 2 of 2,,77,66
290,3,3:30.0,,J. Barea makes 2-pt layup from 1 ft (assist by W. Matthews),77,68
291,3,3:30.0,,Shooting foul by J. Smith (drawn by J. Barea),77,68
292,3,3:30.0,,J. Barea makes free throw 1 of 1,77,69
293,3,3:20.0,I. Shumpert makes 2-pt layup at rim (assist by K. Love),,79,69
294,3,3:09.0,,Turnover by D. Harris (bad pass; steal by I. Shumpert),79,69
295,3,3:02.0,Shooting foul by D. Powell (drawn by K. Love),,79,69
296,3,3:02.0,K. Love makes free throw 1 of 2,,80,69
297,3,3:02.0,K. Love makes free throw 2 of 2,,81,69
298,3,2:52.0,,J. Barea misses 3-pt jump shot from 25 ft,81,69
299,3,2:48.0,Defensive rebound by I. Shumpert,,81,69
300,3,2:43.0,L. James misses 2-pt jump shot from 22 ft,,81,69
301,3,2:40.0,,Defensive rebound by D. Powell,81,69
302,3,2:28.0,,H. Barnes makes 2-pt layup from 1 ft,81,71
303,3,2:06.0,K. Love misses 2-pt jump shot from 10 ft,,81,71
304,3,2:02.0,,Defensive rebound by H. Barnes,81,71
305,3,1:59.0,,D. Harris misses 3-pt jump shot from 23 ft,81,71
306,3,1:53.0,Defensive rebound by K. Love,,81,71
307,3,1:37.0,I. Shumpert misses 3-pt jump shot from 23 ft,,81,71
308,3,1:33.0,,Defensive rebound by D. Harris,81,71
309,3,1:23.0,,W. Matthews misses 2-pt jump shot from 9 ft,81,71
310,3,1:20.0,,Offensive rebound by D. Powell,81,71
311,3,1:20.0,,D. Powell makes 2-pt layup at rim,81,73
312,3,1:20.0,Cleveland full timeout,,81,73
313,3,1:20.0,D. Wade enters the game for K. Love,,81,73
314,3,1:20.0,K. Korver enters the game for I. Shumpert,,81,73
315,3,1:20.0,J. Green enters the game for J. Crowder,,81,73
316,3,1:14.0,Personal foul by W. Matthews (drawn by L. James),,81,73
317,3,1:14.0,L. James makes free throw 1 of 2,,82,73
318,3,1:14.0,L. James makes free throw 2 of 2,,83,73
319,3,1:03.0,,Shooting foul by D. Wade (drawn by D. Harris),83,73
320,3,1:03.0,,D. Harris misses free throw 1 of 2,83,73
321,3,1:03.0,,Offensive rebound by Team,83,73
322,3,1:03.0,,D. Harris makes free throw 2 of 2,83,74
323,3,0:45.0,D. Wade misses 2-pt jump shot from 19 ft,,83,74
324,3,0:42.0,,Defensive rebound by D. Powell,83,74
325,3,0:32.0,,J. Barea misses 3-pt jump shot from 24 ft,83,74
326,3,0:29.0,,Offensive rebound by W. Matthews,83,74
327,3,0:11.0,,W. Matthews misses 2-pt jump shot from 16 ft,83,74
328,3,0:08.0,Defensive rebound by J. Smith,,83,74
329,3,0:00.0,Turnover by L. James (bad pass),,83,74
330,3,0:00.0,,Y. Ferrell enters the game for D. Harris,83,74
331,3,0:00.0,,D. Powell misses 3-pt jump shot from 59 ft,83,74
332,3,0:00.0,,Offensive rebound by Team,83,74
333,4,11:44.0,Turnover by D. Wade (bad pass),,83,74
334,4,11:29.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,83,74
335,4,11:28.0,Defensive rebound by Team,,83,74
336,4,11:16.0,K. Love misses 2-pt jump shot from 19 ft,,83,74
337,4,11:12.0,,Defensive rebound by D. Powell,83,74
338,4,11:05.0,,J. Barea makes 2-pt layup at rim,83,76
339,4,10:50.0,Offensive foul by K. Love (drawn by D. Powell),,83,76
340,4,10:50.0,Turnover by K. Love (offensive foul),,83,76
341,4,10:27.0,,Y. Ferrell misses 2-pt jump shot from 10 ft,83,76
342,4,10:24.0,Defensive rebound by K. Korver,,83,76
343,4,10:16.0,D. Wade misses 2-pt jump shot from 17 ft,,83,76
344,4,10:14.0,,Defensive rebound by J. Barea,83,76
345,4,10:05.0,,D. Nowitzki misses 2-pt jump shot from 12 ft,83,76
346,4,10:00.0,Defensive rebound by K. Love,,83,76
347,4,9:50.0,J. Green makes 2-pt layup at rim,,85,76
348,4,9:26.0,,Turnover by Team (shot clock),85,76
349,4,9:16.0,J. Green misses 2-pt layup from 2 ft,,85,76
350,4,9:14.0,,Defensive rebound by D. Finney-Smith,85,76
351,4,9:09.0,,Shooting foul by I. Shumpert (drawn by J. Barea),85,76
352,4,9:09.0,,J. Barea makes free throw 1 of 2,85,77
353,4,9:09.0,,J. Barea misses free throw 2 of 2,85,77
354,4,9:07.0,Defensive rebound by I. Shumpert,,85,77
355,4,9:00.0,K. Korver makes 3-pt jump shot from 26 ft (assist by J. Green),,88,77
356,4,8:58.0,,Dallas full timeout,88,77
357,4,8:58.0,,W. Matthews enters the game for D. Finney-Smith,88,77
358,4,8:58.0,L. James enters the game for K. Love,,88,77
359,4,8:49.0,,D. Nowitzki makes 2-pt jump shot from 13 ft (assist by J. Barea),88,79
360,4,8:35.0,Turnover by J. Green (traveling),,88,79
361,4,8:23.0,,J. Barea misses 2-pt layup at rim,88,79
362,4,8:22.0,,Offensive rebound by D. Powell,88,79
363,4,8:22.0,,Shooting foul by K. Korver (drawn by D. Powell),88,79
364,4,8:22.0,,D. Powell misses free throw 1 of 2,88,79
365,4,8:22.0,,Offensive rebound by Team,88,79
366,4,8:22.0,,D. Powell makes free throw 2 of 2,88,80
367,4,8:12.0,K. Korver makes 3-pt jump shot from 27 ft (assist by D. Wade),,91,80
368,4,7:56.0,,Shooting foul by K. Korver (drawn by W. Matthews),91,80
369,4,7:56.0,,W. Matthews makes free throw 1 of 2,91,81
370,4,7:56.0,,D. Smith enters the game for J. Barea,91,81
371,4,7:56.0,,H. Barnes enters the game for D. Powell,91,81
372,4,7:56.0,,W. Matthews makes free throw 2 of 2,91,82
373,4,7:42.0,I. Shumpert misses 2-pt jump shot from 19 ft,,91,82
374,4,7:38.0,,Defensive rebound by H. Barnes,91,82
375,4,7:30.0,,Shooting foul by I. Shumpert (drawn by W. Matthews),91,82
376,4,7:30.0,,W. Matthews makes free throw 1 of 2,91,83
377,4,7:30.0,,W. Matthews makes free throw 2 of 2,91,84
378,4,7:22.0,Personal foul by W. Matthews (drawn by L. James),,91,84
379,4,7:22.0,J. Crowder enters the game for I. Shumpert,,91,84
380,4,7:22.0,J. Smith enters the game for J. Green,,91,84
381,4,7:18.0,J. Smith misses 3-pt jump shot from 25 ft,,91,84
382,4,7:16.0,,Defensive rebound by Team,91,84
383,4,7:11.0,,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by D. Smith),91,87
384,4,6:53.0,D. Wade misses 2-pt jump shot from 18 ft,,91,87
385,4,6:53.0,,Defensive rebound by Team,91,87
386,4,6:44.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Smith),91,90
387,4,6:43.0,Cleveland full timeout,,91,90
388,4,6:43.0,K. Love enters the game for D. Wade,,91,90
389,4,6:33.0,K. Korver misses 3-pt jump shot from 25 ft,,91,90
390,4,6:29.0,,Defensive rebound by H. Barnes,91,90
391,4,6:16.0,,Y. Ferrell misses 2-pt jump shot from 20 ft,91,90
392,4,6:14.0,Defensive rebound by L. James,,91,90
393,4,6:08.0,K. Korver makes 3-pt jump shot from 22 ft (assist by J. Smith),,94,90
394,4,5:45.0,,D. Smith misses 3-pt jump shot from 24 ft,94,90
395,4,5:42.0,Defensive rebound by L. James,,94,90
