,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ORLANDO_ACTION,CHARLOTTE_SCORE,ORLANDO_SCORE
94,2,9:56.0,,J. Green makes free throw 2 of 2,39,34
95,2,9:42.0,,Violation by C. Watson (kicked ball),39,34
96,2,9:36.0,J. Lamb misses 2-pt jump shot from 18 ft,,39,34
97,2,9:35.0,,Defensive rebound by B. Biyombo,39,34
98,2,9:27.0,,E. Payton misses 2-pt jump shot from 10 ft,39,34
99,2,9:25.0,Defensive rebound by M. Kidd-Gilchrist,,39,34
100,2,9:11.0,Turnover by R. Hibbert (bad pass; steal by E. Payton),,39,34
101,2,9:08.0,,B. Biyombo makes 2-pt layup from 2 ft (assist by J. Green),39,36
102,2,9:08.0,,Shooting foul by J. Lamb (drawn by B. Biyombo),39,36
103,2,9:08.0,,B. Biyombo makes free throw 1 of 1,39,37
104,2,8:42.0,R. Hibbert makes 2-pt jump shot from 19 ft (assist by M. Kidd-Gilchrist),,41,37
105,2,8:20.0,,N. Vučević makes 2-pt jump shot from 15 ft,41,39
106,2,8:02.0,J. Lamb misses 2-pt jump shot from 17 ft,,41,39
107,2,8:00.0,,Defensive rebound by N. Vučević,41,39
108,2,7:48.0,,N. Vučević makes 2-pt jump shot from 12 ft,41,41
109,2,7:41.0,Charlotte full timeout,,41,41
110,2,7:41.0,K. Walker enters the game for J. Lamb,,41,41
111,2,7:26.0,R. Hibbert misses 2-pt jump shot from 20 ft,,41,41
112,2,7:25.0,,Defensive rebound by B. Biyombo,41,41
113,2,7:03.0,,J. Green misses 3-pt jump shot from 26 ft,41,41
114,2,7:01.0,Defensive rebound by R. Sessions,,41,41
115,2,6:51.0,K. Walker makes 3-pt jump shot from 25 ft,,44,41
116,2,6:36.0,,J. Green misses 3-pt jump shot from 24 ft,44,41
117,2,6:35.0,Defensive rebound by R. Sessions,,44,41
118,2,6:20.0,M. Kidd-Gilchrist makes 2-pt layup from 3 ft (assist by K. Walker),,46,41
119,2,6:14.0,,Orlando full timeout,46,41
120,2,6:00.0,,Turnover by N. Vučević (bad pass),46,41
121,2,5:43.0,Shooting foul by C. Watson (drawn by R. Sessions),,46,41
122,2,5:43.0,R. Sessions makes free throw 1 of 2,,47,41
123,2,5:43.0,,A. Gordon enters the game for J. Green,47,41
124,2,5:43.0,,S. Ibaka enters the game for N. Vučević,47,41
125,2,5:43.0,N. Batum enters the game for M. Kidd-Gilchrist,,47,41
126,2,5:43.0,M. Williams enters the game for F. Kaminsky,,47,41
127,2,5:43.0,R. Sessions makes free throw 2 of 2,,48,41
128,2,5:28.0,,A. Gordon misses 2-pt jump shot from 20 ft,48,41
129,2,5:27.0,Defensive rebound by M. Williams,,48,41
130,2,5:20.0,Shooting foul by E. Payton (drawn by K. Walker),,48,41
131,2,5:20.0,K. Walker makes free throw 1 of 2,,49,41
132,2,5:20.0,K. Walker makes free throw 2 of 2,,50,41
133,2,5:07.0,,E. Payton misses 2-pt layup from 3 ft,50,41
134,2,5:05.0,Defensive rebound by M. Williams,,50,41
135,2,4:56.0,R. Sessions misses 2-pt layup from 1 ft,,50,41
136,2,4:54.0,,Defensive rebound by B. Biyombo,50,41
137,2,4:47.0,,C. Watson misses 2-pt jump shot from 11 ft,50,41
138,2,4:46.0,Defensive rebound by R. Hibbert,,50,41
139,2,4:37.0,M. Williams misses 3-pt jump shot from 25 ft,,50,41
140,2,4:35.0,,Defensive rebound by A. Gordon,50,41
141,2,4:29.0,,S. Ibaka makes 2-pt hook shot from 4 ft (assist by E. Payton),50,43
142,2,4:14.0,K. Walker makes 2-pt jump shot from 9 ft,,52,43
143,2,4:00.0,,S. Ibaka makes 3-pt jump shot from 26 ft (assist by E. Payton),52,46
144,2,3:44.0,K. Walker misses 3-pt jump shot from 26 ft,,52,46
145,2,3:43.0,,Defensive rebound by S. Ibaka,52,46
146,2,3:34.0,,S. Ibaka misses 3-pt jump shot from 25 ft,52,46
147,2,3:32.0,,Offensive rebound by A. Gordon,52,46
148,2,3:32.0,,A. Gordon makes 2-pt layup from 2 ft,52,48
149,2,3:22.0,Charlotte full timeout,,52,48
150,2,3:22.0,,J. Meeks enters the game for E. Payton,52,48
151,2,3:22.0,,D. Augustin enters the game for C. Watson,52,48
152,2,3:22.0,M. Kidd-Gilchrist enters the game for R. Sessions,,52,48
153,2,3:22.0,C. Zeller enters the game for R. Hibbert,,52,48
154,2,3:10.0,K. Walker makes 2-pt jump shot from 20 ft,,54,48
155,2,2:50.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by S. Ibaka),54,51
156,2,2:28.0,M. Williams makes 3-pt jump shot from 26 ft (assist by N. Batum),,57,51
157,2,2:17.0,,Orlando full timeout,57,51
158,2,2:17.0,Official timeout,,57,51
159,2,2:17.0,,N. Vučević enters the game for B. Biyombo,57,51
160,2,2:03.0,,N. Vučević makes 2-pt hook shot from 9 ft,57,53
161,2,1:47.0,N. Batum misses 2-pt jump shot from 13 ft,,57,53
162,2,1:45.0,Offensive rebound by C. Zeller,,57,53
163,2,1:36.0,N. Batum makes 3-pt jump shot from 26 ft (assist by C. Zeller),,60,53
164,2,1:14.0,,J. Meeks misses 2-pt jump shot from 13 ft,60,53
165,2,1:12.0,Defensive rebound by C. Zeller,,60,53
166,2,1:06.0,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by N. Batum),,62,53
167,2,0:53.0,,Turnover by D. Augustin (bad pass; steal by M. Williams),62,53
168,2,0:42.0,K. Walker misses 3-pt jump shot from 26 ft,,62,53
169,2,0:41.0,Offensive rebound by Team,,62,53
170,2,0:41.0,,Loose ball foul by D. Augustin (drawn by C. Zeller),62,53
171,2,0:37.0,K. Walker misses 3-pt jump shot from 25 ft,,62,53
172,2,0:34.0,,Defensive rebound by N. Vučević,62,53
173,2,0:26.0,,N. Vučević makes 2-pt jump shot from 7 ft (assist by D. Augustin),62,55
174,2,0:02.0,Turnover by Team (shot clock),,62,55
175,2,0:02.0,R. Hibbert enters the game for C. Zeller,,62,55
176,2,0:00.0,,D. Augustin misses 3-pt jump shot from 57 ft,62,55
177,2,0:00.0,,Offensive rebound by Team,62,55
178,3,11:51.0,Turnover by C. Zeller (offensive goaltending),,62,55
179,3,11:37.0,,D. Augustin misses 2-pt jump shot from 20 ft,62,55
180,3,11:36.0,Defensive rebound by M. Kidd-Gilchrist,,62,55
181,3,11:25.0,M. Kidd-Gilchrist misses 2-pt layup from 3 ft,,62,55
182,3,11:24.0,Offensive rebound by M. Kidd-Gilchrist,,62,55
183,3,11:22.0,M. Williams misses 3-pt jump shot from 25 ft,,62,55
184,3,11:18.0,,Defensive rebound by B. Biyombo,62,55
185,3,11:06.0,,Turnover by J. Meeks (bad pass),62,55
186,3,10:49.0,Turnover by N. Batum (bad pass; steal by J. Meeks),,62,55
187,3,10:43.0,,J. Meeks makes 2-pt layup from 3 ft,62,57
188,3,10:21.0,M. Williams misses 2-pt jump shot from 6 ft (block by S. Ibaka),,62,57
189,3,10:18.0,Offensive rebound by M. Williams,,62,57
190,3,10:18.0,M. Williams makes 2-pt hook shot from 4 ft,,64,57
191,3,10:01.0,,J. Meeks makes 2-pt jump shot from 8 ft,64,59
192,3,9:49.0,,Offensive charge foul by M. Kidd-Gilchrist (drawn by A. Gordon),64,59
193,3,9:49.0,Turnover by M. Kidd-Gilchrist (offensive foul),,64,59
194,3,9:34.0,,D. Augustin misses 3-pt jump shot from 25 ft,64,59
195,3,9:33.0,Defensive rebound by N. Batum,,64,59
196,3,9:27.0,N. Batum misses 2-pt jump shot from 18 ft,,64,59
197,3,9:25.0,,Defensive rebound by S. Ibaka,64,59
198,3,9:13.0,,J. Meeks misses 3-pt jump shot from 26 ft,64,59
199,3,9:12.0,Defensive rebound by M. Williams,,64,59
200,3,8:54.0,M. Kidd-Gilchrist makes 2-pt jump shot from 19 ft (assist by N. Batum),,66,59
201,3,8:40.0,,S. Ibaka misses 3-pt jump shot from 25 ft,66,59
202,3,8:39.0,Defensive rebound by N. Batum,,66,59
203,3,8:32.0,M. Williams misses 2-pt jump shot from 3 ft (block by B. Biyombo),,66,59
204,3,8:29.0,,Defensive rebound by S. Ibaka,66,59
205,3,8:14.0,,A. Gordon misses 3-pt jump shot from 24 ft,66,59
206,3,8:13.0,Defensive rebound by M. Williams,,66,59
207,3,7:58.0,N. Batum makes 2-pt jump shot from 13 ft,,68,59
208,3,7:35.0,,Offensive foul by B. Biyombo (drawn by M. Kidd-Gilchrist),68,59
209,3,7:35.0,,Turnover by B. Biyombo (offensive foul),68,59
210,3,7:22.0,M. Kidd-Gilchrist makes 2-pt jump shot from 16 ft (assist by C. Zeller),,70,59
211,3,6:57.0,,Turnover by J. Meeks (bad pass; steal by M. Kidd-Gilchrist),70,59
212,3,6:39.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,73,59
213,3,6:39.0,,Orlando full timeout,73,59
214,3,6:39.0,,E. Payton enters the game for B. Biyombo,73,59
215,3,6:39.0,,N. Vučević enters the game for D. Augustin,73,59
216,3,6:27.0,,E. Payton misses 2-pt jump shot from 8 ft (block by M. Williams),73,59
217,3,6:24.0,Defensive rebound by K. Walker,,73,59
218,3,6:19.0,Shooting foul by N. Vučević (drawn by K. Walker),,73,59
219,3,6:19.0,K. Walker makes 2-pt layup from 2 ft,,75,59
220,3,6:19.0,K. Walker makes free throw 1 of 1,,76,59
221,3,6:11.0,,N. Vučević makes 2-pt jump shot from 20 ft (assist by A. Gordon),76,61
222,3,5:57.0,Shooting foul by S. Ibaka (drawn by C. Zeller),,76,61
223,3,5:57.0,C. Zeller makes free throw 1 of 2,,77,61
224,3,5:57.0,J. Lamb enters the game for M. Kidd-Gilchrist,,77,61
225,3,5:57.0,C. Zeller makes free throw 2 of 2,,78,61
226,3,5:46.0,,J. Meeks misses 3-pt jump shot from 26 ft,78,61
227,3,5:45.0,Defensive rebound by K. Walker,,78,61
228,3,5:34.0,N. Batum makes 2-pt dunk at rim (assist by K. Walker),,80,61
229,3,5:18.0,,Turnover by S. Ibaka (bad pass; steal by C. Zeller),80,61
230,3,5:11.0,C. Zeller makes 2-pt dunk at rim (assist by M. Williams),,82,61
231,3,5:11.0,,Orlando full timeout,82,61
232,3,5:11.0,,J. Green enters the game for A. Gordon,82,61
233,3,5:11.0,,C. Watson enters the game for J. Meeks,82,61
234,3,5:06.0,,Personal foul by N. Batum (drawn by J. Green),82,61
235,3,4:55.0,,E. Payton misses 3-pt jump shot from 24 ft,82,61
236,3,4:53.0,,Offensive rebound by S. Ibaka,82,61
237,3,4:50.0,,C. Watson misses 3-pt jump shot from 24 ft,82,61
238,3,4:49.0,,Offensive rebound by E. Payton,82,61
239,3,4:46.0,,C. Watson misses 3-pt jump shot from 23 ft,82,61
240,3,4:45.0,,Offensive rebound by E. Payton,82,61
241,3,4:37.0,Violation by K. Walker (kicked ball),,82,61
242,3,4:37.0,F. Kaminsky enters the game for M. Williams,,82,61
243,3,4:30.0,,S. Ibaka misses 3-pt jump shot from 26 ft,82,61
244,3,4:29.0,Defensive rebound by C. Zeller,,82,61
245,3,4:19.0,K. Walker makes 2-pt layup from 3 ft (assist by N. Batum),,84,61
246,3,4:05.0,,S. Ibaka misses 2-pt jump shot from 10 ft,84,61
247,3,4:03.0,Defensive rebound by N. Batum,,84,61
248,3,3:47.0,J. Lamb makes 2-pt jump shot from 18 ft,,86,61
249,3,3:27.0,,C. Watson misses 2-pt jump shot from 20 ft,86,61
250,3,3:26.0,Defensive rebound by N. Batum,,86,61
251,3,3:22.0,N. Batum makes 2-pt layup from 3 ft,,88,61
252,3,3:22.0,Shooting foul by N. Vučević (drawn by N. Batum),,88,61
253,3,3:22.0,R. Sessions enters the game for K. Walker,,88,61
254,3,3:22.0,N. Batum makes free throw 1 of 1,,89,61
255,3,3:05.0,,N. Vučević misses 2-pt jump shot from 12 ft,89,61
256,3,3:04.0,,Offensive rebound by S. Ibaka,89,61
257,3,2:58.0,,E. Payton misses 3-pt jump shot from 26 ft,89,61
258,3,2:57.0,Defensive rebound by N. Batum,,89,61
259,3,2:50.0,N. Batum makes 3-pt jump shot from 25 ft,,92,61
260,3,2:49.0,,Orlando full timeout,92,61
261,3,2:49.0,R. Hibbert enters the game for C. Zeller,,92,61
262,3,2:42.0,,Shooting foul by N. Batum (drawn by J. Green),92,61
263,3,2:42.0,,J. Green makes 2-pt jump shot from 8 ft (assist by N. Vučević),92,63
264,3,2:42.0,,J. Green makes free throw 1 of 1,92,64
265,3,2:19.0,F. Kaminsky makes 2-pt layup from 3 ft (assist by N. Batum),,94,64
266,3,2:07.0,,Shooting foul by R. Hibbert (drawn by N. Vučević),94,64
267,3,2:07.0,,N. Vučević makes free throw 1 of 2,94,65
268,3,2:07.0,,N. Vučević misses free throw 2 of 2,94,65
269,3,2:06.0,Defensive rebound by N. Batum,,94,65
270,3,1:55.0,Offensive foul by F. Kaminsky (drawn by J. Green),,94,65
271,3,1:55.0,Turnover by F. Kaminsky (offensive foul),,94,65
272,3,1:44.0,,N. Vučević makes 2-pt jump shot from 11 ft (assist by C. Watson),94,67
273,3,1:44.0,Charlotte full timeout,,94,67
274,3,1:24.0,R. Sessions makes 3-pt jump shot from 26 ft (assist by N. Batum),,97,67
275,3,1:02.0,,E. Payton misses 2-pt jump shot from 17 ft,97,67
276,3,1:01.0,Defensive rebound by N. Batum,,97,67
277,3,0:39.0,R. Sessions misses 2-pt jump shot from 12 ft,,97,67
278,3,0:38.0,,Defensive rebound by Team,97,67
279,3,0:27.0,,Shooting foul by R. Hibbert (drawn by C. Watson),97,67
280,3,0:27.0,,C. Watson makes free throw 1 of 2,97,68
281,3,0:27.0,,C. Watson misses free throw 2 of 2,97,68
282,3,0:26.0,Defensive rebound by N. Batum,,97,68
283,3,0:09.0,Turnover by R. Sessions (lost ball),,97,68
284,3,0:08.0,,Turnover by C. Watson (bad pass; steal by N. Batum),97,68
285,3,0:03.0,Turnover by N. Batum (lost ball; steal by N. Vučević),,97,68
286,3,0:01.0,,S. Ibaka misses 3-pt jump shot from 26 ft,97,68
287,3,0:00.0,,Offensive rebound by Team,97,68
288,4,11:46.0,,D. Rudež misses 3-pt jump shot from 26 ft,97,68
289,4,11:44.0,,Offensive rebound by D. Rudež,97,68
290,4,11:35.0,,E. Payton misses 2-pt layup from 3 ft (block by R. Hibbert),97,68
291,4,11:34.0,Defensive rebound by R. Sessions,,97,68
292,4,11:24.0,Shooting foul by M. Hezonja (drawn by J. Lamb),,97,68
293,4,11:24.0,J. Lamb makes free throw 1 of 2,,98,68
294,4,11:24.0,J. Lamb makes free throw 2 of 2,,99,68
295,4,11:13.0,,N. Vučević misses 2-pt hook shot from 8 ft,99,68
296,4,11:12.0,Defensive rebound by F. Kaminsky,,99,68
297,4,11:01.0,R. Sessions misses 2-pt jump shot from 8 ft,,99,68
298,4,10:43.0,,Defensive rebound by N. Vučević,99,68
299,4,10:43.0,,Turnover by N. Vučević (bad pass; steal by R. Sessions),99,68
300,4,10:43.0,R. Sessions makes 2-pt layup from 3 ft,,101,68
301,4,10:39.0,,E. Payton makes 2-pt jump shot from 10 ft,101,70
302,4,10:17.0,F. Kaminsky makes 2-pt jump shot from 7 ft,,103,70
303,4,10:07.0,,N. Vučević makes 2-pt jump shot from 16 ft,103,72
304,4,9:45.0,Turnover by R. Hibbert (lost ball; steal by N. Vučević),,103,72
305,4,9:43.0,,Personal foul by R. Sessions (drawn by E. Payton),103,72
306,4,9:43.0,,A. Gordon enters the game for C. Watson,103,72
307,4,9:32.0,,A. Gordon misses 2-pt layup from 2 ft (block by R. Hibbert),103,72
308,4,9:29.0,Defensive rebound by J. Lamb,,103,72
309,4,9:07.0,F. Kaminsky misses 2-pt jump shot from 8 ft,,103,72
310,4,9:06.0,Offensive rebound by R. Hibbert,,103,72
311,4,9:06.0,R. Hibbert misses 2-pt layup from 1 ft,,103,72
312,4,9:04.0,,Defensive rebound by M. Hezonja,103,72
313,4,9:03.0,,Turnover by M. Hezonja (traveling),103,72
314,4,8:48.0,J. Lamb misses 2-pt jump shot from 17 ft,,103,72
315,4,8:47.0,,Defensive rebound by N. Vučević,103,72
316,4,8:38.0,,N. Vučević makes 2-pt layup from 2 ft,103,74
317,4,8:22.0,Charlotte full timeout,,103,74
318,4,8:22.0,S. Hawes enters the game for R. Hibbert,,103,74
319,4,8:15.0,M. Kidd-Gilchrist misses 2-pt jump shot from 9 ft (block by N. Vučević),,103,74
320,4,8:15.0,Offensive rebound by S. Hawes,,103,74
321,4,8:15.0,Personal foul by M. Hezonja (drawn by S. Hawes),,103,74
322,4,8:08.0,Turnover by F. Kaminsky (traveling),,103,74
323,4,7:59.0,,M. Hezonja makes 3-pt jump shot from 25 ft (assist by A. Gordon),103,77
324,4,7:43.0,Turnover by J. Lamb (bad pass; steal by N. Vučević),,103,77
325,4,7:28.0,,E. Payton makes 2-pt layup from 2 ft (assist by N. Vučević),103,79
326,4,7:05.0,S. Hawes makes 2-pt hook shot from 8 ft (assist by M. Kidd-Gilchrist),,105,79
327,4,6:54.0,,D. Rudež misses 3-pt jump shot from 25 ft,105,79
328,4,6:53.0,Defensive rebound by J. Lamb,,105,79
329,4,6:42.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,105,79
330,4,6:41.0,Offensive rebound by M. Kidd-Gilchrist,,105,79
331,4,6:36.0,J. Lamb misses 3-pt jump shot from 25 ft,,105,79
332,4,6:35.0,Offensive rebound by F. Kaminsky,,105,79
333,4,6:23.0,R. Sessions makes 2-pt jump shot from 23 ft,,107,79
334,4,6:12.0,,M. Hezonja makes 2-pt jump shot from 21 ft,107,81
335,4,5:58.0,J. Lamb makes 2-pt dunk at rim (assist by S. Hawes),,109,81
336,4,5:48.0,,Personal foul by R. Sessions (drawn by E. Payton),109,81
337,4,5:48.0,Official timeout,,109,81
338,4,5:48.0,B. Roberts enters the game for R. Sessions,,109,81
339,4,5:48.0,,C. Watson enters the game for A. Gordon,109,81
340,4,5:48.0,,C. Wilcox enters the game for N. Vučević,109,81
341,4,5:48.0,,S. Zimmerman enters the game for E. Payton,109,81
342,4,5:32.0,,S. Zimmerman makes 2-pt layup from 2 ft (assist by D. Rudež),109,83
343,4,5:15.0,Turnover by S. Hawes (bad pass; steal by C. Wilcox),,109,83
344,4,5:14.0,,Personal foul by M. Kidd-Gilchrist (drawn by D. Rudež),109,83
345,4,5:05.0,,D. Rudež misses 2-pt hook shot from 7 ft,109,83
346,4,5:04.0,Defensive rebound by S. Hawes,,109,83
347,4,4:52.0,M. Kidd-Gilchrist misses 2-pt jump shot from 17 ft (block by M. Hezonja),,109,83
348,4,4:50.0,,Defensive rebound by S. Zimmerman,109,83
349,4,4:37.0,,D. Rudež misses 3-pt jump shot from 26 ft,109,83
350,4,4:36.0,,Offensive rebound by C. Wilcox,109,83
351,4,4:31.0,,M. Hezonja misses 3-pt jump shot from 25 ft,109,83
352,4,4:30.0,Defensive rebound by J. Lamb,,109,83
353,4,4:18.0,Shooting foul by D. Rudež (drawn by F. Kaminsky),,109,83
354,4,4:18.0,F. Kaminsky makes free throw 1 of 2,,110,83
355,4,4:18.0,T. Graham enters the game for M. Kidd-Gilchrist,,110,83
356,4,4:18.0,F. Kaminsky makes free throw 2 of 2,,111,83
357,4,4:08.0,,C. Wilcox misses 3-pt jump shot from 24 ft,111,83
358,4,4:07.0,Defensive rebound by F. Kaminsky,,111,83
359,4,3:54.0,J. Lamb misses 2-pt dunk at rim (block by C. Wilcox),,111,83
360,4,3:52.0,,Defensive rebound by S. Zimmerman,111,83
361,4,3:47.0,,D. Rudež misses 3-pt jump shot from 24 ft,111,83
362,4,3:45.0,Defensive rebound by S. Hawes,,111,83
363,4,3:26.0,S. Hawes makes 2-pt jump shot from 15 ft (assist by B. Roberts),,113,83
364,4,3:08.0,,C. Watson makes 3-pt jump shot from 23 ft (assist by C. Wilcox),113,86
365,4,2:51.0,Shooting foul by C. Wilcox (drawn by B. Roberts),,113,86
366,4,2:51.0,,Orlando full timeout,113,86
367,4,2:51.0,B. Roberts makes free throw 1 of 2,,114,86
368,4,2:51.0,B. Roberts makes free throw 2 of 2,,115,86
369,4,2:39.0,,M. Hezonja misses 3-pt jump shot from 26 ft,115,86
370,4,2:38.0,,Offensive rebound by S. Zimmerman,115,86
371,4,2:34.0,,S. Zimmerman makes 2-pt layup from 2 ft,115,88
372,4,2:25.0,Personal foul by M. Hezonja (drawn by T. Graham),,115,88
