,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,TORONTO_ACTION,NEW ORLEANS_SCORE,TORONTO_SCORE
71,1,2:47.0,,P. Siakam makes 2-pt jump shot from 19 ft (assist by C. Joseph),18,23
72,1,2:28.0,A. Davis misses 2-pt jump shot from 17 ft,,18,23
73,1,2:27.0,,Defensive rebound by L. Nogueira,18,23
74,1,2:20.0,,N. Powell misses 3-pt jump shot from 25 ft,18,23
75,1,2:19.0,Defensive rebound by A. Davis,,18,23
76,1,2:02.0,A. Davis makes 2-pt hook shot from 6 ft,,20,23
77,1,1:47.0,,P. Siakam misses 2-pt jump shot from 13 ft,20,23
78,1,1:46.0,Defensive rebound by D. Motiejūnas,,20,23
79,1,1:38.0,Personal foul by C. Joseph (drawn by E. Moore),,20,23
80,1,1:38.0,New Orleans full timeout,,20,23
81,1,1:38.0,,T. Ross enters the game for D. Carroll,20,23
82,1,1:38.0,L. Galloway enters the game for B. Hield,,20,23
83,1,1:23.0,Turnover by Team (shot clock),,20,23
84,1,1:02.0,,Turnover by N. Powell (lost ball; steal by E. Moore),20,23
85,1,0:54.0,T. Frazier misses 3-pt jump shot from 27 ft,,20,23
86,1,0:54.0,Offensive rebound by D. Motiejūnas,,20,23
87,1,0:52.0,D. Motiejūnas makes 2-pt hook shot from 6 ft,,22,23
88,1,0:27.0,,N. Powell misses 2-pt layup from 2 ft,22,23
89,1,0:27.0,Defensive rebound by A. Davis,,22,23
90,1,0:22.0,E. Moore makes 3-pt jump shot from 25 ft (assist by T. Frazier),,25,23
91,1,0:02.0,,C. Joseph misses 2-pt jump shot from 10 ft,25,23
92,1,0:01.0,Defensive rebound by A. Davis,,25,23
93,2,11:42.0,L. Galloway makes 2-pt jump shot from 10 ft (assist by T. Frazier),,27,23
94,2,11:21.0,,P. Patterson misses 3-pt jump shot from 25 ft,27,23
95,2,11:20.0,Defensive rebound by L. Galloway,,27,23
96,2,11:05.0,E. Moore misses 2-pt jump shot from 8 ft,,27,23
97,2,11:04.0,,Defensive rebound by T. Ross,27,23
98,2,10:55.0,,L. Nogueira makes 2-pt layup from 3 ft (assist by K. Lowry),27,25
99,2,10:30.0,T. Jones misses 2-pt jump shot from 2 ft (block by L. Nogueira),,27,25
100,2,10:29.0,,Defensive rebound by T. Ross,27,25
101,2,10:15.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by C. Joseph),27,28
102,2,9:59.0,T. Frazier makes 2-pt layup from 4 ft,,29,28
103,2,9:39.0,,Turnover by K. Lowry (bad pass; steal by D. Motiejūnas),29,28
104,2,9:31.0,L. Galloway misses 3-pt jump shot from 30 ft,,29,28
105,2,9:30.0,,Defensive rebound by T. Ross,29,28
106,2,9:16.0,,C. Joseph makes 2-pt hook shot from 7 ft,29,30
107,2,9:01.0,T. Frazier misses 3-pt jump shot from 26 ft,,29,30
108,2,9:00.0,,Defensive rebound by L. Nogueira,29,30
109,2,8:52.0,,C. Joseph misses 2-pt jump shot from 8 ft,29,30
110,2,8:52.0,,Offensive rebound by L. Nogueira,29,30
111,2,8:51.0,,L. Nogueira makes 2-pt dunk at rim,29,32
112,2,8:33.0,T. Jones misses 2-pt hook shot from 5 ft,,29,32
113,2,8:33.0,Offensive rebound by T. Frazier,,29,32
114,2,8:28.0,E. Moore makes 2-pt jump shot from 8 ft,,31,32
115,2,8:14.0,,C. Joseph misses 2-pt layup from 4 ft,31,32
116,2,8:13.0,Defensive rebound by D. Motiejūnas,,31,32
117,2,8:06.0,Shooting foul by L. Nogueira (drawn by L. Galloway),,31,32
118,2,8:06.0,Official timeout,,31,32
119,2,8:06.0,L. Galloway makes free throw 1 of 2,,32,32
120,2,8:06.0,J. Holiday enters the game for T. Frazier,,31,32
121,2,8:06.0,L. Galloway makes free throw 2 of 2,,33,32
122,2,7:50.0,,L. Nogueira misses 2-pt dunk at rim,33,32
123,2,7:50.0,Defensive rebound by E. Moore,,33,32
124,2,7:32.0,J. Holiday makes 2-pt jump shot from 6 ft,,35,32
125,2,7:12.0,,T. Ross misses 2-pt jump shot from 15 ft,35,32
126,2,7:11.0,Defensive rebound by T. Jones,,35,32
127,2,7:01.0,T. Jones makes 2-pt dunk at rim (assist by L. Galloway),,37,32
128,2,6:50.0,,Toronto full timeout,37,32
129,2,6:50.0,,J. Valančiūnas enters the game for P. Patterson,37,32
130,2,6:50.0,A. Davis enters the game for D. Motiejūnas,,37,32
131,2,6:50.0,B. Hield enters the game for E. Moore,,37,32
132,2,6:42.0,,T. Ross misses 3-pt jump shot from 26 ft,37,32
133,2,6:42.0,Defensive rebound by A. Davis,,37,32
134,2,6:27.0,J. Holiday makes 2-pt layup from 3 ft,,39,32
135,2,6:13.0,,K. Lowry misses 2-pt layup from 3 ft (block by T. Jones),39,32
136,2,6:11.0,,Offensive rebound by L. Nogueira,39,32
137,2,6:08.0,,K. Lowry misses 3-pt jump shot from 24 ft,39,32
138,2,6:07.0,,Offensive rebound by J. Valančiūnas,39,32
139,2,6:05.0,,J. Valančiūnas misses 2-pt layup from 2 ft,39,32
140,2,6:04.0,Defensive rebound by A. Davis,,39,32
141,2,5:57.0,T. Jones makes 2-pt hook shot from 10 ft,,41,32
142,2,5:57.0,Shooting foul by L. Nogueira (drawn by T. Jones),,41,32
143,2,5:57.0,T. Jones misses free throw 1 of 1,,41,32
144,2,5:57.0,,N. Powell enters the game for C. Joseph,41,32
145,2,5:57.0,,D. Carroll enters the game for L. Nogueira,41,32
146,2,5:56.0,,Defensive rebound by D. Carroll,41,32
147,2,5:35.0,,J. Valančiūnas makes 2-pt jump shot from 6 ft,41,34
148,2,5:23.0,L. Galloway misses 3-pt jump shot from 23 ft,,41,34
149,2,5:22.0,,Defensive rebound by J. Valančiūnas,41,34
150,2,5:10.0,,Personal foul by J. Holiday (drawn by J. Valančiūnas),41,34
151,2,4:58.0,,J. Valančiūnas misses 2-pt jump shot from 5 ft,41,34
152,2,4:57.0,Defensive rebound by B. Hield,,41,34
153,2,4:45.0,Personal foul by K. Lowry (drawn by J. Holiday),,41,34
154,2,4:45.0,S. Hill enters the game for L. Galloway,,41,34
155,2,4:40.0,J. Holiday makes 3-pt jump shot from 25 ft,,44,34
156,2,4:21.0,,T. Ross misses 2-pt jump shot from 9 ft,44,34
157,2,4:21.0,Defensive rebound by A. Davis,,44,34
158,2,4:12.0,J. Holiday misses 3-pt jump shot from 26 ft,,44,34
159,2,4:11.0,,Defensive rebound by J. Valančiūnas,44,34
160,2,3:47.0,,D. Carroll makes 2-pt hook shot from 5 ft (assist by K. Lowry),44,36
161,2,3:33.0,A. Davis misses 2-pt jump shot from 16 ft,,44,36
162,2,3:32.0,,Defensive rebound by T. Ross,44,36
163,2,3:24.0,,K. Lowry misses 3-pt jump shot from 25 ft,44,36
164,2,3:23.0,,Offensive rebound by J. Valančiūnas,44,36
165,2,3:21.0,,J. Valančiūnas makes 2-pt dunk at rim,44,38
166,2,3:12.0,J. Holiday makes 2-pt layup from 1 ft (assist by T. Jones),,46,38
167,2,2:47.0,,J. Valančiūnas makes 2-pt jump shot from 15 ft (assist by K. Lowry),46,40
168,2,2:37.0,B. Hield makes 3-pt jump shot from 24 ft (assist by A. Davis),,49,40
169,2,2:36.0,,Toronto full timeout,49,40
170,2,2:36.0,New Orleans full timeout,,49,40
171,2,2:36.0,,C. Joseph enters the game for K. Lowry,49,40
172,2,2:24.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by N. Powell),49,42
173,2,2:15.0,Personal foul by J. Valančiūnas (drawn by J. Holiday),,49,42
174,2,2:08.0,T. Jones makes 2-pt dunk at rim (assist by A. Davis),,51,42
175,2,1:54.0,,N. Powell makes 2-pt jump shot from 21 ft,51,44
176,2,1:44.0,Personal foul by J. Valančiūnas (drawn by A. Davis),,51,44
177,2,1:44.0,A. Davis makes free throw 1 of 2,,52,44
178,2,1:44.0,A. Davis makes free throw 2 of 2,,53,44
179,2,1:27.0,,T. Ross misses 3-pt jump shot from 24 ft,53,44
180,2,1:27.0,,Offensive rebound by J. Valančiūnas,53,44
181,2,1:26.0,,J. Valančiūnas makes 2-pt layup from 2 ft,53,46
182,2,1:09.0,S. Hill misses 3-pt jump shot from 23 ft,,53,46
183,2,1:08.0,Offensive rebound by A. Davis,,53,46
184,2,0:56.0,J. Holiday makes 2-pt layup from 1 ft,,55,46
185,2,0:43.0,,Turnover by N. Powell (lost ball; steal by S. Hill),55,46
186,2,0:27.0,S. Hill makes 3-pt jump shot from 25 ft (assist by A. Davis),,58,46
187,2,0:08.0,,C. Joseph misses 2-pt hook shot from 5 ft,58,46
188,2,0:07.0,Defensive rebound by T. Jones,,58,46
189,2,0:01.0,Shooting foul by J. Valančiūnas (drawn by A. Davis),,58,46
190,2,0:01.0,A. Davis makes free throw 1 of 2,,59,46
191,2,0:01.0,E. Moore enters the game for S. Hill,,59,46
192,2,0:01.0,T. Frazier enters the game for J. Holiday,,59,46
193,2,0:01.0,,F. VanVleet enters the game for N. Powell,59,46
194,2,0:01.0,A. Davis makes free throw 2 of 2,,60,46
195,3,11:53.0,Turnover by S. Hill (lost ball),,60,46
196,3,11:43.0,,K. Lowry misses 3-pt jump shot from 24 ft,60,46
197,3,11:42.0,Defensive rebound by S. Hill,,60,46
198,3,11:25.0,A. Davis misses 2-pt jump shot from 19 ft,,60,46
199,3,11:25.0,,Defensive rebound by K. Lowry,60,46
200,3,11:15.0,,N. Powell makes 2-pt jump shot from 6 ft,60,48
201,3,11:07.0,,Violation by P. Patterson (kicked ball),60,48
202,3,11:02.0,J. Holiday misses 2-pt jump shot from 7 ft,,60,48
203,3,11:02.0,Offensive rebound by A. Davis,,60,48
204,3,10:58.0,S. Hill misses 3-pt jump shot from 26 ft,,60,48
205,3,10:57.0,,Defensive rebound by P. Patterson,60,48
206,3,10:41.0,,P. Patterson makes 3-pt jump shot from 26 ft (assist by D. Carroll),60,51
207,3,10:40.0,New Orleans full timeout,,60,51
208,3,10:19.0,A. Davis misses 2-pt jump shot from 21 ft,,60,51
209,3,10:18.0,,Defensive rebound by J. Valančiūnas,60,51
210,3,10:08.0,,K. Lowry makes 3-pt jump shot from 27 ft (assist by N. Powell),60,54
211,3,9:55.0,Shooting block foul by J. Valančiūnas (drawn by S. Hill),,60,54
212,3,9:55.0,S. Hill misses free throw 1 of 2,,60,54
213,3,9:55.0,Offensive rebound by Team,,60,54
214,3,9:55.0,,L. Nogueira enters the game for J. Valančiūnas,60,54
215,3,9:55.0,S. Hill makes free throw 2 of 2,,61,54
216,3,9:37.0,,P. Patterson misses 2-pt jump shot from 13 ft,61,54
217,3,9:36.0,Defensive rebound by A. Davis,,61,54
218,3,9:26.0,D. Motiejūnas misses 2-pt jump shot from 7 ft (block by P. Patterson),,61,54
219,3,9:26.0,,Defensive rebound by P. Patterson,61,54
220,3,9:17.0,,N. Powell makes 2-pt layup from 1 ft (assist by K. Lowry),61,56
221,3,9:05.0,Turnover by S. Hill (bad pass; steal by D. Carroll),,61,56
222,3,8:54.0,,Personal block foul by D. Motiejūnas (drawn by K. Lowry),61,56
223,3,8:48.0,,N. Powell makes 2-pt jump shot from 21 ft,61,58
224,3,8:31.0,A. Davis misses 2-pt jump shot from 21 ft,,61,58
225,3,8:31.0,,Defensive rebound by D. Carroll,61,58
226,3,8:18.0,,D. Carroll misses 2-pt jump shot from 6 ft,61,58
227,3,8:18.0,Defensive rebound by B. Hield,,61,58
228,3,8:09.0,B. Hield makes 2-pt jump shot from 18 ft,,63,58
229,3,7:48.0,,N. Powell makes 2-pt dunk at rim,63,60
230,3,7:39.0,Personal foul by P. Patterson (drawn by A. Davis),,63,60
231,3,7:25.0,Turnover by B. Hield (bad pass; steal by L. Nogueira),,63,60
232,3,7:18.0,,N. Powell misses 2-pt jump shot from 17 ft,63,60
233,3,7:17.0,Defensive rebound by J. Holiday,,63,60
234,3,7:08.0,D. Motiejūnas makes 2-pt hook shot from 8 ft (assist by J. Holiday),,65,60
235,3,6:50.0,,Turnover by D. Carroll (lost ball; steal by J. Holiday),65,60
236,3,6:46.0,J. Holiday makes 2-pt layup from 1 ft,,67,60
237,3,6:46.0,,Toronto full timeout,67,60
238,3,6:29.0,,N. Powell makes 2-pt layup from 3 ft,67,62
239,3,6:16.0,Turnover by D. Motiejūnas (offensive foul),,67,62
240,3,6:16.0,Offensive foul by D. Motiejūnas (drawn by N. Powell),,67,62
241,3,5:55.0,,P. Patterson misses 3-pt jump shot from 26 ft,67,62
242,3,5:54.0,,Offensive rebound by D. Carroll,67,62
243,3,5:43.0,,K. Lowry makes 2-pt jump shot from 12 ft,67,64
244,3,5:31.0,Turnover by D. Motiejūnas (bad pass),,67,64
245,3,5:25.0,,K. Lowry makes 3-pt jump shot from 26 ft,67,67
246,3,5:12.0,D. Motiejūnas misses 2-pt hook shot from 4 ft,,67,67
247,3,5:11.0,,Defensive rebound by L. Nogueira,67,67
248,3,5:01.0,,D. Carroll makes 2-pt jump shot from 19 ft (assist by K. Lowry),67,69
249,3,5:00.0,New Orleans full timeout,,67,69
250,3,5:00.0,T. Jones enters the game for B. Hield,,67,69
251,3,5:00.0,E. Moore enters the game for D. Motiejūnas,,67,69
252,3,4:54.0,Turnover by J. Holiday (lost ball; steal by N. Powell),,67,69
253,3,4:50.0,,N. Powell makes 2-pt dunk at rim,67,71
254,3,4:31.0,T. Jones makes 2-pt jump shot from 6 ft,,69,71
255,3,4:17.0,,Shooting foul by A. Davis (drawn by K. Lowry),69,71
256,3,4:17.0,,K. Lowry misses free throw 1 of 2,69,71
257,3,4:17.0,,Offensive rebound by Team,69,71
258,3,4:17.0,,P. Siakam enters the game for P. Patterson,69,71
259,3,4:17.0,,K. Lowry makes free throw 2 of 2,69,72
260,3,4:05.0,Shooting foul by L. Nogueira (drawn by A. Davis),,69,72
261,3,4:05.0,A. Davis makes free throw 1 of 2,,70,72
262,3,4:05.0,A. Davis makes free throw 2 of 2,,71,72
263,3,3:51.0,,K. Lowry misses 3-pt jump shot from 25 ft,71,72
264,3,3:50.0,,Offensive rebound by P. Siakam,71,72
265,3,3:39.0,,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),71,74
266,3,3:18.0,A. Davis misses 2-pt jump shot from 6 ft,,71,74
267,3,3:16.0,Offensive rebound by A. Davis,,71,74
268,3,3:14.0,A. Davis misses 2-pt dunk from 3 ft,,71,74
269,3,3:13.0,,Defensive rebound by P. Siakam,71,74
270,3,3:13.0,,Personal foul by T. Jones (drawn by K. Lowry),71,74
271,3,3:13.0,L. Galloway enters the game for S. Hill,,71,74
272,3,3:13.0,,C. Joseph enters the game for K. Lowry,71,74
273,3,3:13.0,,T. Ross enters the game for D. Carroll,71,74
274,3,3:01.0,,N. Powell misses 2-pt layup from 3 ft,71,74
275,3,3:01.0,,Offensive rebound by L. Nogueira,71,74
276,3,3:01.0,,Shooting foul by E. Moore (drawn by L. Nogueira),71,74
277,3,3:01.0,,L. Nogueira misses free throw 1 of 2,71,74
278,3,3:01.0,,Offensive rebound by Team,71,74
279,3,3:01.0,,L. Nogueira makes free throw 2 of 2,71,75
280,3,2:43.0,A. Davis misses 2-pt hook shot from 6 ft,,71,75
281,3,2:42.0,Offensive rebound by J. Holiday,,71,75
282,3,2:38.0,T. Jones makes 2-pt dunk at rim (assist by J. Holiday),,73,75
283,3,2:21.0,,N. Powell misses 2-pt layup from 2 ft (block by A. Davis),73,75
284,3,2:21.0,,Offensive rebound by Team,73,75
285,3,2:12.0,,C. Joseph misses 2-pt jump shot from 12 ft,73,75
286,3,2:11.0,Defensive rebound by E. Moore,,73,75
287,3,2:02.0,T. Jones misses 2-pt jump shot from 9 ft,,73,75
288,3,1:59.0,Offensive rebound by L. Galloway,,73,75
289,3,1:52.0,E. Moore misses 2-pt layup from 2 ft,,73,75
290,3,1:52.0,,Defensive rebound by Team,73,75
291,3,1:52.0,D. Motiejūnas enters the game for A. Davis,,73,75
292,3,1:52.0,,K. Lowry enters the game for N. Powell,73,75
293,3,1:27.0,,K. Lowry misses 2-pt jump shot from 5 ft (block by J. Holiday),73,75
294,3,1:26.0,,Offensive rebound by L. Nogueira,73,75
295,3,1:24.0,,L. Nogueira makes 2-pt layup from 2 ft,73,77
296,3,1:08.0,T. Jones misses 3-pt jump shot from 26 ft,,73,77
297,3,1:08.0,,Defensive rebound by P. Siakam,73,77
298,3,0:59.0,,P. Siakam misses 2-pt layup from 2 ft,73,77
299,3,0:58.0,,Offensive rebound by P. Siakam,73,77
300,3,0:55.0,,Turnover by P. Siakam (bad pass; steal by T. Jones),73,77
301,3,0:54.0,Personal foul by L. Nogueira (drawn by T. Jones),,73,77
302,3,0:45.0,J. Holiday makes 2-pt jump shot from 18 ft,,75,77
303,3,0:30.0,Offensive charge foul by T. Ross (drawn by E. Moore),,75,77
304,3,0:30.0,,Turnover by T. Ross (offensive foul),75,77
305,3,0:10.0,J. Holiday misses 2-pt jump shot from 5 ft (block by P. Siakam),,75,77
306,3,0:09.0,,Defensive rebound by P. Siakam,75,77
307,3,0:00.0,,T. Ross misses 3-pt jump shot from 26 ft,75,77
308,3,0:00.0,,Offensive rebound by Team,75,77
309,4,11:48.0,,Turnover by K. Lowry (lost ball),75,77
310,4,11:35.0,Turnover by E. Moore (bad pass),,75,77
311,4,11:19.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by C. Joseph),75,80
312,4,11:06.0,L. Galloway misses 3-pt jump shot from 27 ft,,75,80
313,4,11:06.0,Offensive rebound by D. Motiejūnas,,75,80
314,4,10:49.0,D. Motiejūnas misses 3-pt jump shot from 26 ft (block by L. Nogueira),,75,80
315,4,10:48.0,,Defensive rebound by P. Patterson,75,80
316,4,10:42.0,,Turnover by C. Joseph (bad pass; steal by T. Jones),75,80
317,4,10:36.0,E. Moore makes 3-pt jump shot from 25 ft (assist by T. Jones),,78,80
318,4,10:12.0,,T. Ross misses 3-pt jump shot from 26 ft,78,80
319,4,10:12.0,Defensive rebound by L. Galloway,,78,80
320,4,9:56.0,E. Moore makes 3-pt jump shot from 24 ft (assist by T. Jones),,81,80
321,4,9:38.0,,Shooting block foul by D. Motiejūnas (drawn by K. Lowry),81,80
322,4,9:38.0,,K. Lowry makes free throw 1 of 2,81,81
323,4,9:38.0,,J. Valančiūnas enters the game for L. Nogueira,81,81
324,4,9:38.0,,D. Carroll enters the game for P. Patterson,81,81
325,4,9:38.0,,K. Lowry makes free throw 2 of 2,81,82
326,4,9:18.0,T. Jones makes 2-pt hook shot from 5 ft,,83,82
327,4,9:03.0,,T. Ross misses 3-pt jump shot from 27 ft,83,82
328,4,9:02.0,Defensive rebound by E. Moore,,83,82
329,4,8:48.0,E. Moore misses 2-pt jump shot from 8 ft,,83,82
330,4,8:47.0,Offensive rebound by T. Jones,,83,82
331,4,8:44.0,T. Jones misses 2-pt layup from 3 ft,,83,82
332,4,8:42.0,Offensive rebound by T. Jones,,83,82
333,4,8:40.0,T. Jones misses 2-pt jump shot from 4 ft,,83,82
334,4,8:39.0,,Defensive rebound by J. Valančiūnas,83,82
335,4,8:30.0,,D. Carroll misses 3-pt jump shot from 24 ft,83,82
336,4,8:29.0,Defensive rebound by L. Galloway,,83,82
337,4,8:20.0,L. Galloway misses 3-pt jump shot from 24 ft,,83,82
338,4,8:20.0,,Defensive rebound by T. Ross,83,82
339,4,8:01.0,,J. Valančiūnas makes 2-pt jump shot from 13 ft (assist by K. Lowry),83,84
340,4,7:45.0,E. Moore makes 3-pt jump shot from 26 ft (assist by L. Galloway),,86,84
341,4,7:24.0,,D. Carroll misses 3-pt jump shot from 26 ft,86,84
342,4,7:24.0,,Offensive rebound by Team,86,84
343,4,7:24.0,Loose ball foul by D. Motiejūnas (drawn by J. Valančiūnas),,86,84
344,4,7:24.0,Official timeout,,86,84
345,4,7:24.0,,N. Powell enters the game for T. Ross,86,84
346,4,7:24.0,A. Davis enters the game for D. Motiejūnas,,86,84
347,4,7:24.0,J. Holiday enters the game for T. Frazier,,86,84
348,4,7:14.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),86,86
349,4,7:00.0,Shooting foul by N. Powell (drawn by J. Holiday),,86,86
350,4,7:00.0,J. Holiday misses free throw 1 of 2,,86,86
351,4,7:00.0,Offensive rebound by Team,,86,86
352,4,7:00.0,J. Holiday makes free throw 2 of 2,,87,86
353,4,6:44.0,,J. Valančiūnas misses 2-pt jump shot from 15 ft,87,86
354,4,6:44.0,Defensive rebound by A. Davis,,87,86
355,4,6:27.0,Personal foul by K. Lowry (drawn by A. Davis),,87,86
356,4,6:18.0,E. Moore misses 2-pt jump shot from 15 ft,,87,86
357,4,6:17.0,Offensive rebound by E. Moore,,87,86
358,4,6:13.0,A. Davis makes 2-pt jump shot from 17 ft (assist by E. Moore),,89,86
359,4,5:55.0,,Personal foul by J. Holiday (drawn by D. Carroll),89,86
360,4,5:55.0,,Toronto full timeout,89,86
361,4,5:55.0,,P. Patterson enters the game for D. Carroll,89,86
362,4,5:41.0,,J. Valančiūnas misses 2-pt hook shot from 6 ft,89,86
363,4,5:40.0,Defensive rebound by A. Davis,,89,86
364,4,5:17.0,T. Jones misses 2-pt hook shot from 5 ft,,89,86
365,4,5:17.0,,Defensive rebound by N. Powell,89,86
366,4,5:09.0,,N. Powell misses 2-pt jump shot from 14 ft,89,86
367,4,5:08.0,Defensive rebound by A. Davis,,89,86
368,4,4:47.0,L. Galloway misses 3-pt jump shot from 26 ft,,89,86
369,4,4:46.0,,Defensive rebound by J. Valančiūnas,89,86
370,4,4:38.0,,K. Lowry makes 3-pt jump shot from 26 ft,89,89
371,4,4:17.0,J. Holiday makes 2-pt layup from 2 ft,,91,89
372,4,3:56.0,,Turnover by P. Patterson (bad pass; steal by L. Galloway),91,89
373,4,3:56.0,Personal foul by P. Patterson (drawn by T. Jones),,91,89
374,4,3:56.0,,D. Carroll enters the game for C. Joseph,91,89
375,4,3:56.0,B. Hield enters the game for L. Galloway,,91,89
376,4,3:39.0,T. Jones misses 2-pt jump shot from 7 ft,,91,89
377,4,3:38.0,,Defensive rebound by P. Patterson,91,89
378,4,3:29.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by P. Patterson),91,92
379,4,3:10.0,E. Moore makes 3-pt jump shot from 24 ft (assist by T. Jones),,94,92
380,4,2:52.0,,Shooting foul by T. Jones (drawn by K. Lowry),94,92
381,4,2:52.0,New Orleans full timeout,,94,92
382,4,2:52.0,,K. Lowry misses free throw 1 of 3,94,92
383,4,2:52.0,,Offensive rebound by Team,94,92
384,4,2:52.0,,K. Lowry makes free throw 2 of 3,94,93
