,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MINNESOTA_ACTION,ATLANTA_SCORE,MINNESOTA_SCORE
380,4,4:25.0,D. Bembry misses free throw 1 of 2,,76,100
381,4,4:25.0,Offensive rebound by Team,,76,100
382,4,4:25.0,D. Bembry misses free throw 2 of 2,,76,100
383,4,4:25.0,K. Humphries enters the game for M. Scott,,76,100
384,4,4:23.0,Offensive rebound by K. Humphries,,76,100
385,4,4:15.0,K. Humphries misses 3-pt jump shot from 24 ft,,76,100
386,4,4:14.0,,Defensive rebound by S. Muhammad,76,100
387,4,3:58.0,,Turnover by N. Bjelica (lost ball; steal by M. Delaney),76,100
388,4,3:54.0,Turnover by M. Delaney (lost ball),,76,100
389,4,3:35.0,,J. Hill misses 2-pt jump shot from 9 ft,76,100
390,4,3:34.0,Defensive rebound by D. Bembry,,76,100
391,4,3:23.0,K. Humphries makes 2-pt dunk at rim (assist by R. Kelly),,78,100
392,4,3:07.0,,N. Bjelica misses 3-pt jump shot from 25 ft,78,100
393,4,3:05.0,Defensive rebound by Team,,78,100
394,4,2:49.0,T. Prince misses 2-pt jump shot from 20 ft,,78,100
395,4,2:47.0,Offensive rebound by K. Humphries,,78,100
396,4,2:47.0,K. Humphries makes 2-pt layup from 1 ft,,80,100
397,4,2:33.0,,K. Dunn misses 2-pt jump shot from 19 ft,80,100
398,4,2:31.0,,Offensive rebound by J. Hill,80,100
399,4,2:28.0,,T. Jones misses 3-pt jump shot from 23 ft,80,100
400,4,2:27.0,Defensive rebound by T. Prince,,80,100
401,4,2:20.0,D. Bembry makes 2-pt layup from 1 ft (assist by T. Prince),,82,100
402,4,2:20.0,Shooting foul by K. Dunn (drawn by D. Bembry),,82,100
403,4,2:20.0,,Minnesota full timeout,82,100
404,4,2:20.0,M. Scott enters the game for M. Delaney,,82,100
405,4,2:20.0,D. Bembry makes free throw 1 of 1,,83,100
406,4,2:07.0,,N. Bjelica makes 2-pt jump shot from 11 ft,83,102
407,4,1:45.0,R. Kelly misses 2-pt jump shot from 20 ft,,83,102
408,4,1:43.0,Offensive rebound by K. Humphries,,83,102
409,4,1:34.0,R. Kelly makes 3-pt jump shot from 23 ft (assist by T. Prince),,86,102
410,4,1:20.0,,N. Bjelica misses 3-pt jump shot from 24 ft,86,102
411,4,1:19.0,Defensive rebound by M. Scott,,86,102
412,4,1:07.0,M. Scott misses 3-pt jump shot from 25 ft,,86,102
413,4,1:06.0,,Defensive rebound by K. Dunn,86,102
414,4,0:56.0,,Turnover by N. Bjelica (lost ball; steal by R. Kelly),86,102
415,4,0:52.0,T. Prince makes 2-pt dunk at rim (assist by K. Humphries),,88,102
416,4,0:36.0,,Shooting foul by R. Kelly (drawn by N. Bjelica),88,102
417,4,0:36.0,,N. Bjelica makes free throw 1 of 2,88,103
418,4,0:36.0,,N. Bjelica makes free throw 2 of 2,88,104
419,4,0:28.0,,Violation by K. Dunn (kicked ball),88,104
420,4,0:18.0,Shooting foul by N. Bjelica (drawn by K. Humphries),,88,104
421,4,0:18.0,K. Humphries makes free throw 1 of 2,,89,104
422,4,0:18.0,K. Humphries makes free throw 2 of 2,,90,104
