,QUARTER,TIME_REMAINING,TORONTO_ACTION,SAN ANTONIO_ACTION,TORONTO_SCORE,SAN ANTONIO_SCORE
379,4,3:15.0,F. VanVleet makes 2-pt jump shot from 12 ft,,79,106
380,4,3:15.0,,Technical foul by D. Dedmon,79,106
381,4,3:15.0,C. Joseph makes technical free throw,,80,106
382,4,3:02.0,,Turnover by J. Simmons (bad pass; steal by F. VanVleet),80,106
383,4,2:57.0,N. Powell misses 2-pt layup from 2 ft (block by D. Bertāns),,80,106
384,4,2:55.0,,Defensive rebound by J. Simmons,80,106
385,4,2:52.0,,Turnover by K. Anderson (offensive foul),80,106
386,4,2:52.0,,Offensive foul by K. Anderson (drawn by N. Powell),80,106
387,4,2:52.0,Toronto full timeout,,80,106
388,4,2:41.0,B. Caboclo enters the game for C. Joseph,,80,106
389,4,2:31.0,Turnover by N. Powell (bad pass),,80,106
390,4,2:16.0,,J. Simmons misses 3-pt jump shot from 25 ft,80,106
391,4,2:15.0,Defensive rebound by P. Siakam,,80,106
392,4,2:04.0,P. Siakam misses 2-pt jump shot from 17 ft,,80,106
393,4,2:00.0,Offensive rebound by J. Poeltl,,80,106
394,4,2:00.0,J. Poeltl misses 2-pt layup from 2 ft,,80,106
395,4,1:59.0,,Defensive rebound by J. Simmons,80,106
396,4,1:52.0,,D. Bertāns makes 2-pt layup from 1 ft (assist by J. Simmons),80,108
397,4,1:34.0,F. VanVleet misses 2-pt jump shot from 8 ft (block by D. Murray),,80,108
398,4,1:33.0,,Defensive rebound by K. Anderson,80,108
399,4,1:27.0,,D. Murray misses 2-pt jump shot from 12 ft (block by P. Siakam),80,108
400,4,1:25.0,,Offensive rebound by D. Murray,80,108
401,4,1:23.0,,D. Bertāns misses 3-pt jump shot from 24 ft,80,108
402,4,1:22.0,Defensive rebound by N. Powell,,80,108
403,4,1:03.0,N. Powell misses 2-pt jump shot from 22 ft (block by D. Bertāns),,80,108
404,4,1:02.0,,Defensive rebound by D. Dedmon,80,108
405,4,0:55.0,,K. Anderson makes 2-pt jump shot from 15 ft,80,110
406,4,0:43.0,J. Poeltl misses 2-pt layup from 1 ft,,80,110
407,4,0:42.0,Offensive rebound by J. Poeltl,,80,110
408,4,0:42.0,J. Poeltl makes 2-pt layup from 1 ft,,82,110
409,4,0:19.0,,J. Simmons misses 2-pt jump shot from 14 ft,82,110
410,4,0:18.0,Defensive rebound by J. Poeltl,,82,110
411,4,0:07.0,Turnover by J. Poeltl (bad pass; steal by D. Murray),,82,110
