,QUARTER,TIME_REMAINING,DALLAS_ACTION,BOSTON_ACTION,DALLAS_SCORE,BOSTON_SCORE
391,4,1:12.0,W. Matthews misses 3-pt jump shot from 27 ft,,79,84
392,4,1:09.0,,Defensive rebound by I. Thomas,79,84
393,4,1:06.0,,A. Bradley makes 2-pt dunk at rim (assist by I. Thomas),79,86
394,4,1:06.0,Dallas full timeout,,79,86
395,4,0:56.0,S. Curry misses 2-pt jump shot from 13 ft,,79,86
396,4,0:55.0,,Defensive rebound by A. Bradley,79,86
397,4,0:41.0,,Personal take foul by H. Barnes (drawn by I. Thomas),79,86
398,4,0:41.0,,I. Thomas makes free throw 1 of 2,79,87
399,4,0:41.0,,I. Thomas makes free throw 2 of 2,79,88
400,4,0:41.0,Dallas full timeout,,79,88
401,4,0:39.0,H. Barnes makes 2-pt dunk at rim (assist by J. Anderson),,81,88
402,4,0:31.0,,Boston full timeout,81,88
403,4,0:31.0,,K. Olynyk enters the game for A. Johnson,81,88
404,4,0:31.0,D. Finney-Smith enters the game for D. Powell,,81,88
405,4,0:29.0,,Turnover by M. Smart (bad pass; steal by J. Anderson),81,88
406,4,0:25.0,J. Anderson misses 2-pt layup from 1 ft,,81,88
407,4,0:24.0,,Defensive rebound by M. Smart,81,88
408,4,0:22.0,,Personal take foul by H. Barnes (drawn by I. Thomas),81,88
409,4,0:22.0,,I. Thomas makes free throw 1 of 2,81,89
410,4,0:22.0,,A. Johnson enters the game for K. Olynyk,81,89
411,4,0:22.0,N. Brussino enters the game for H. Barnes,,81,89
412,4,0:22.0,,I. Thomas makes free throw 2 of 2,81,90
413,4,0:13.0,S. Curry makes 2-pt layup from 2 ft,,83,90
