,QUARTER,TIME_REMAINING,ORLANDO_ACTION,LA CLIPPERS_ACTION,ORLANDO_SCORE,LA CLIPPERS_SCORE
388,4,6:09.0,,Turnover by M. Speights (offensive foul),87,92
389,4,5:58.0,A. Gordon makes 3-pt jump shot from 28 ft (assist by N. Vučević),,90,92
390,4,5:38.0,,M. Speights makes 3-pt jump shot from 26 ft (assist by J. Redick),90,95
391,4,5:14.0,N. Vučević makes 2-pt hook shot from 13 ft (assist by C. Watson),,92,95
392,4,5:00.0,,M. Speights misses 3-pt jump shot from 26 ft,92,95
393,4,4:59.0,Defensive rebound by E. Fournier,,92,95
394,4,4:45.0,A. Gordon misses 2-pt jump shot from 13 ft,,92,95
395,4,4:42.0,,Defensive rebound by J. Redick,92,95
396,4,4:35.0,,W. Johnson misses 3-pt jump shot from 26 ft,92,95
397,4,4:33.0,Defensive rebound by N. Vučević,,92,95
398,4,4:27.0,E. Fournier misses 3-pt jump shot from 24 ft,,92,95
399,4,4:25.0,,Defensive rebound by C. Paul,92,95
400,4,4:25.0,,LA Clippers full timeout,92,95
401,4,4:25.0,,A. Rivers enters the game for W. Johnson,92,95
402,4,4:25.0,,D. Jordan enters the game for M. Speights,92,95
403,4,4:07.0,,J. Redick misses 3-pt jump shot from 27 ft,92,95
404,4,4:07.0,,Offensive rebound by Team,92,95
405,4,4:07.0,Loose ball foul by E. Fournier (drawn by D. Jordan),,92,95
406,4,4:07.0,J. Meeks enters the game for C. Watson,,92,95
407,4,3:50.0,,J. Redick misses 2-pt jump shot from 6 ft (block by N. Vučević),92,95
408,4,3:49.0,Defensive rebound by N. Vučević,,92,95
409,4,3:38.0,N. Vučević misses 3-pt jump shot from 26 ft,,92,95
410,4,3:36.0,,Defensive rebound by A. Rivers,92,95
411,4,3:31.0,,Turnover by C. Paul (lost ball; steal by J. Meeks),92,95
412,4,3:25.0,D. Augustin misses 2-pt layup from 2 ft (block by J. Redick),,92,95
413,4,3:21.0,,Defensive rebound by A. Rivers,92,95
414,4,3:16.0,,J. Redick makes 3-pt jump shot from 29 ft (assist by C. Paul),92,98
415,4,2:57.0,D. Augustin misses 3-pt jump shot from 26 ft,,92,98
416,4,2:56.0,,Defensive rebound by A. Rivers,92,98
417,4,2:34.0,,C. Paul misses 2-pt jump shot from 16 ft,92,98
418,4,2:30.0,Defensive rebound by J. Meeks,,92,98
419,4,2:15.0,N. Vučević misses 2-pt hook shot from 7 ft,,92,98
420,4,2:15.0,Offensive rebound by Team,,92,98
421,4,2:15.0,Official timeout,,92,98
422,4,2:15.0,,L. Mbah a Moute enters the game for J. Crawford,92,98
423,4,2:15.0,J. Green enters the game for E. Fournier,,92,98
424,4,2:04.0,N. Vučević misses 2-pt jump shot from 19 ft,,92,98
425,4,2:04.0,,Defensive rebound by C. Paul,92,98
426,4,2:04.0,,LA Clippers full timeout,92,98
427,4,2:04.0,,J. Crawford enters the game for L. Mbah a Moute,92,98
428,4,1:48.0,,J. Redick misses 3-pt jump shot from 26 ft,92,98
429,4,1:47.0,Defensive rebound by A. Gordon,,92,98
430,4,1:41.0,J. Meeks misses 2-pt layup from 2 ft,,92,98
431,4,1:40.0,Offensive rebound by N. Vučević,,92,98
432,4,1:40.0,N. Vučević makes 2-pt layup from 1 ft,,94,98
433,4,1:19.0,,J. Redick makes 2-pt jump shot from 16 ft (assist by A. Rivers),94,100
434,4,1:19.0,Orlando full timeout,,94,100
435,4,1:19.0,,L. Mbah a Moute enters the game for J. Crawford,94,100
436,4,1:19.0,E. Fournier enters the game for J. Green,,94,100
437,4,1:09.0,E. Fournier misses 3-pt jump shot from 26 ft,,94,100
438,4,1:08.0,,Defensive rebound by C. Paul,94,100
439,4,0:50.0,,C. Paul makes 3-pt jump shot from 26 ft,94,103
440,4,0:50.0,Orlando full timeout,,94,103
441,4,0:46.0,E. Fournier makes 2-pt layup from 1 ft (assist by N. Vučević),,96,103
442,4,0:44.0,,Personal take foul by A. Gordon (drawn by C. Paul),96,103
443,4,0:44.0,,J. Crawford enters the game for L. Mbah a Moute,96,103
444,4,0:39.0,,Personal take foul by A. Gordon (drawn by J. Redick),96,103
445,4,0:39.0,,J. Redick misses free throw 1 of 2,96,103
446,4,0:39.0,,Offensive rebound by Team,96,103
447,4,0:39.0,,J. Redick misses free throw 2 of 2,96,103
448,4,0:39.0,,L. Mbah a Moute enters the game for J. Crawford,96,103
449,4,0:38.0,Defensive rebound by N. Vučević,,96,103
450,4,0:38.0,Orlando full timeout,,96,103
451,4,0:28.0,Turnover by A. Gordon (lost ball; steal by L. Mbah a Moute),,96,103
452,4,0:22.0,,Personal take foul by N. Vučević (drawn by C. Paul),96,103
453,4,0:22.0,,C. Paul makes free throw 1 of 2,96,104
454,4,0:22.0,,C. Paul makes free throw 2 of 2,96,105
455,4,0:14.0,A. Gordon misses 3-pt jump shot from 27 ft,,96,105
456,4,0:13.0,,Defensive rebound by J. Redick,96,105
