,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DENVER_ACTION,MEMPHIS_SCORE,DENVER_SCORE
45,1,7:19.0,,Shooting foul by M. Gasol (drawn by J. Nurkić),13,11
46,1,7:19.0,,J. Nurkić misses free throw 1 of 2,13,11
47,1,7:19.0,,Offensive rebound by Team,13,11
48,1,7:19.0,,J. Nurkić makes free throw 2 of 2,13,12
49,1,6:57.0,M. Gasol misses 2-pt jump shot from 17 ft,,13,12
50,1,6:56.0,,Defensive rebound by K. Faried,13,12
51,1,6:52.0,,E. Mudiay misses 2-pt jump shot from 14 ft,13,12
52,1,6:51.0,Defensive rebound by Team,,13,12
53,1,6:51.0,,Loose ball foul by K. Faried (drawn by M. Conley),13,12
54,1,6:36.0,J. Green makes 2-pt jump shot from 18 ft (assist by C. Parsons),,15,12
55,1,6:11.0,,D. Gallinari misses 3-pt jump shot from 26 ft,15,12
56,1,6:10.0,,Offensive rebound by Team,15,12
57,1,6:10.0,A. Harrison enters the game for M. Conley,,15,12
58,1,6:10.0,Z. Randolph enters the game for J. Green,,15,12
59,1,6:00.0,,Turnover by G. Harris (bad pass; steal by A. Harrison),15,12
60,1,5:41.0,Z. Randolph makes 2-pt jump shot from 22 ft (assist by A. Harrison),,17,12
61,1,5:41.0,,Denver full timeout,17,12
62,1,5:41.0,,D. Arthur enters the game for K. Faried,17,12
63,1,5:18.0,,Turnover by J. Nurkić (lost ball),17,12
64,1,5:04.0,C. Parsons misses 2-pt jump shot from 20 ft,,17,12
65,1,5:04.0,,Defensive rebound by D. Arthur,17,12
66,1,4:51.0,,E. Mudiay makes 2-pt layup from 3 ft (assist by D. Gallinari),17,14
67,1,4:31.0,C. Parsons misses 2-pt layup from 2 ft,,17,14
68,1,4:31.0,,Defensive rebound by D. Gallinari,17,14
69,1,4:25.0,,D. Arthur misses 3-pt jump shot from 25 ft,17,14
70,1,4:21.0,Defensive rebound by Z. Randolph,,17,14
71,1,4:09.0,M. Gasol misses 2-pt jump shot from 5 ft,,17,14
72,1,4:08.0,,Defensive rebound by D. Arthur,17,14
73,1,4:05.0,,E. Mudiay misses 2-pt layup from 3 ft,17,14
74,1,4:05.0,Defensive rebound by Team,,17,14
75,1,4:05.0,J. Ennis enters the game for T. Allen,,17,14
76,1,4:05.0,V. Carter enters the game for C. Parsons,,17,14
77,1,4:05.0,,J. Murray enters the game for G. Harris,17,14
78,1,3:50.0,Shooting foul by J. Murray (drawn by A. Harrison),,17,14
79,1,3:50.0,A. Harrison makes free throw 1 of 2,,18,14
80,1,3:50.0,A. Harrison misses free throw 2 of 2,,18,14
81,1,3:50.0,,W. Chandler enters the game for D. Gallinari,18,14
82,1,3:47.0,,Defensive rebound by J. Nurkić,18,14
83,1,3:38.0,,Personal foul by A. Harrison (drawn by E. Mudiay),18,14
84,1,3:38.0,,E. Mudiay makes free throw 1 of 2,18,15
85,1,3:38.0,,E. Mudiay makes free throw 2 of 2,18,16
86,1,3:18.0,J. Green enters the game for M. Gasol,,18,16
87,1,3:13.0,Z. Randolph misses 2-pt jump shot from 22 ft,,18,16
88,1,3:11.0,Offensive rebound by J. Green,,18,16
89,1,3:10.0,J. Green makes 2-pt layup from 1 ft,,20,16
90,1,2:53.0,,J. Murray misses 3-pt jump shot from 24 ft,20,16
91,1,2:51.0,Defensive rebound by J. Ennis,,20,16
92,1,2:37.0,Z. Randolph misses 3-pt jump shot from 24 ft,,20,16
93,1,2:37.0,,Defensive rebound by E. Mudiay,20,16
94,1,2:32.0,,J. Nurkić misses 2-pt layup from 1 ft,20,16
95,1,2:31.0,Defensive rebound by Z. Randolph,,20,16
96,1,2:28.0,Turnover by Z. Randolph (lost ball),,20,16
97,1,2:28.0,Memphis full timeout,,20,16
98,1,2:28.0,,K. Faried enters the game for J. Nurkić,20,16
99,1,2:08.0,,D. Arthur misses 2-pt layup from 2 ft,20,16
100,1,2:06.0,Defensive rebound by J. Green,,20,16
101,1,1:51.0,J. Green makes 2-pt dunk at rim (assist by Z. Randolph),,22,16
102,1,1:34.0,,W. Chandler misses 3-pt jump shot from 25 ft,22,16
103,1,1:33.0,,Offensive rebound by K. Faried,22,16
104,1,1:28.0,,Turnover by W. Chandler (bad pass),22,16
105,1,1:13.0,Z. Randolph makes 2-pt hook shot from 7 ft (assist by A. Harrison),,24,16
106,1,0:55.0,,J. Murray misses 3-pt jump shot from 24 ft,24,16
107,1,0:53.0,Defensive rebound by J. Ennis,,24,16
108,1,0:42.0,Turnover by Z. Randolph (lost ball; steal by W. Chandler),,24,16
109,1,0:32.0,,K. Faried makes 2-pt layup from 1 ft (assist by E. Mudiay),24,18
110,1,0:11.0,V. Carter makes 3-pt jump shot from 23 ft (assist by J. Ennis),,27,18
111,1,0:00.0,,E. Mudiay misses 3-pt jump shot from 26 ft,27,18
112,1,0:00.0,,Offensive rebound by Team,27,18
113,2,11:40.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by W. Chandler),27,21
114,2,11:16.0,Z. Randolph makes 2-pt jump shot from 17 ft,,29,21
115,2,11:04.0,,Turnover by W. Chandler (traveling),29,21
116,2,10:57.0,Turnover by M. Conley (lost ball; steal by G. Harris),,29,21
117,2,10:56.0,,Clear path foul by Z. Randolph,29,21
118,2,10:56.0,,G. Harris makes clear path free throw 1 of 2,29,22
119,2,10:56.0,,G. Harris makes clear path free throw 2 of 2,29,23
120,2,10:43.0,,W. Chandler misses 2-pt jump shot from 7 ft,29,23
121,2,10:43.0,Defensive rebound by M. Conley,,29,23
122,2,10:29.0,Z. Randolph makes 2-pt layup from 2 ft (assist by V. Carter),,31,23
123,2,10:19.0,,Def 3 sec tech foul by Z. Randolph,31,23
124,2,10:19.0,,D. Gallinari makes technical free throw,31,24
125,2,10:09.0,,J. Murray misses 2-pt layup from 2 ft,31,24
126,2,10:07.0,,Offensive rebound by J. Murray,31,24
127,2,10:06.0,,J. Murray misses 2-pt layup from 2 ft,31,24
128,2,10:05.0,Defensive rebound by Team,,31,24
129,2,10:05.0,,Loose ball foul by K. Faried (drawn by Z. Randolph),31,24
130,2,9:53.0,V. Carter makes 2-pt layup from 2 ft,,33,24
131,2,9:53.0,,Denver full timeout,33,24
132,2,9:39.0,,D. Gallinari misses 2-pt jump shot from 14 ft,33,24
133,2,9:39.0,Defensive rebound by J. Green,,33,24
134,2,9:25.0,M. Conley makes 2-pt layup from 1 ft (assist by V. Carter),,35,24
135,2,9:07.0,,Shooting foul by J. Green (drawn by D. Gallinari),35,24
136,2,9:07.0,,D. Gallinari makes free throw 1 of 2,35,25
137,2,9:07.0,,D. Gallinari makes free throw 2 of 2,35,26
138,2,8:57.0,V. Carter misses 2-pt jump shot from 20 ft,,35,26
139,2,8:56.0,Offensive rebound by Z. Randolph,,35,26
140,2,8:56.0,Z. Randolph misses 2-pt layup from 2 ft,,35,26
141,2,8:55.0,,Defensive rebound by W. Chandler,35,26
142,2,8:47.0,,G. Harris makes 2-pt layup from 2 ft (assist by W. Chandler),35,28
143,2,8:32.0,J. Ennis misses 3-pt jump shot from 28 ft,,35,28
144,2,8:31.0,,Defensive rebound by Team,35,28
145,2,8:31.0,C. Parsons enters the game for V. Carter,,35,28
146,2,8:17.0,,Turnover by G. Harris (bad pass),35,28
147,2,7:55.0,J. Ennis makes 2-pt layup from 2 ft (assist by Z. Randolph),,37,28
148,2,7:41.0,,W. Chandler misses 2-pt jump shot from 22 ft,37,28
149,2,7:41.0,,Offensive rebound by K. Faried,37,28
150,2,7:41.0,,Turnover by K. Faried (lost ball),37,28
151,2,7:40.0,,E. Mudiay enters the game for G. Harris,37,28
152,2,7:27.0,Z. Randolph misses 2-pt jump shot from 21 ft,,37,28
153,2,7:26.0,,Defensive rebound by W. Chandler,37,28
154,2,7:11.0,,Turnover by K. Faried (bad pass),37,28
155,2,7:07.0,Memphis full timeout,,37,28
156,2,7:07.0,M. Gasol enters the game for Z. Randolph,,37,28
157,2,7:07.0,,J. Nurkić enters the game for K. Faried,37,28
158,2,6:54.0,M. Conley makes 2-pt layup from 2 ft,,39,28
159,2,6:35.0,,J. Murray makes 2-pt jump shot from 12 ft,39,30
160,2,6:35.0,,Shooting foul by J. Ennis (drawn by J. Murray),39,30
161,2,6:35.0,T. Allen enters the game for J. Ennis,,39,30
162,2,6:35.0,V. Carter enters the game for J. Green,,39,30
163,2,6:35.0,,J. Murray makes free throw 1 of 1,39,31
164,2,6:24.0,M. Conley misses 3-pt jump shot from 27 ft,,39,31
165,2,6:24.0,,Defensive rebound by E. Mudiay,39,31
166,2,6:07.0,,J. Nurkić misses 2-pt jump shot from 3 ft,39,31
167,2,6:05.0,Defensive rebound by M. Gasol,,39,31
168,2,5:49.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by M. Conley),,42,31
169,2,5:36.0,,W. Chandler makes 2-pt jump shot from 7 ft (assist by E. Mudiay),42,33
170,2,5:22.0,M. Conley makes 3-pt jump shot from 25 ft (assist by M. Gasol),,45,33
171,2,5:08.0,,E. Mudiay misses 2-pt jump shot from 3 ft,45,33
172,2,5:06.0,,Offensive rebound by E. Mudiay,45,33
173,2,5:06.0,,E. Mudiay makes 2-pt layup from 2 ft,45,35
174,2,4:46.0,T. Allen misses 2-pt layup from 1 ft (block by W. Chandler),,45,35
175,2,4:45.0,Offensive rebound by M. Conley,,45,35
176,2,4:44.0,M. Conley misses 2-pt jump shot from 11 ft,,45,35
177,2,4:43.0,,Defensive rebound by E. Mudiay,45,35
178,2,4:31.0,,E. Mudiay misses 2-pt layup from 2 ft,45,35
179,2,4:30.0,Defensive rebound by C. Parsons,,45,35
180,2,4:16.0,M. Gasol misses 2-pt jump shot from 14 ft,,45,35
181,2,4:15.0,,Defensive rebound by J. Murray,45,35
182,2,4:05.0,,G. Harris enters the game for J. Murray,45,35
183,2,4:05.0,A. Harrison enters the game for M. Conley,,45,35
184,2,4:02.0,,W. Chandler makes 2-pt layup from 2 ft (assist by E. Mudiay),45,37
185,2,4:02.0,,Shooting foul by A. Harrison (drawn by W. Chandler),45,37
186,2,4:02.0,,W. Chandler misses free throw 1 of 1,45,37
187,2,4:01.0,Defensive rebound by C. Parsons,,45,37
188,2,3:38.0,M. Gasol makes 2-pt hook shot from 7 ft (assist by A. Harrison),,47,37
189,2,3:26.0,,Turnover by D. Gallinari (traveling),47,37
190,2,3:13.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by C. Parsons),,50,37
191,2,3:13.0,,Denver full timeout,50,37
192,2,3:13.0,,D. Arthur enters the game for J. Nurkić,50,37
193,2,2:57.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by E. Mudiay),50,39
194,2,2:44.0,T. Allen misses 2-pt layup from 1 ft,,50,39
195,2,2:41.0,,Defensive rebound by D. Arthur,50,39
196,2,2:35.0,,W. Chandler misses 2-pt layup from 2 ft (block by M. Gasol),50,39
197,2,2:34.0,Defensive rebound by V. Carter,,50,39
198,2,2:25.0,V. Carter makes 3-pt jump shot from 23 ft (assist by A. Harrison),,53,39
199,2,2:00.0,,D. Arthur makes 3-pt jump shot from 24 ft (assist by W. Chandler),53,42
200,2,1:37.0,C. Parsons makes 2-pt layup from 1 ft (assist by V. Carter),,55,42
201,2,1:22.0,,D. Gallinari misses 3-pt jump shot from 25 ft,55,42
202,2,1:21.0,Defensive rebound by M. Gasol,,55,42
203,2,1:07.0,A. Harrison makes 3-pt jump shot from 24 ft,,58,42
204,2,0:55.0,,D. Arthur makes 3-pt jump shot from 26 ft (assist by W. Chandler),58,45
205,2,0:37.0,Shooting foul by D. Gallinari (drawn by M. Gasol),,58,45
206,2,0:37.0,M. Gasol makes free throw 1 of 2,,59,45
207,2,0:37.0,J. Ennis enters the game for C. Parsons,,59,45
208,2,0:37.0,J. Green enters the game for V. Carter,,59,45
209,2,0:37.0,M. Gasol makes free throw 2 of 2,,60,45
210,2,0:30.0,,Shooting foul by M. Gasol (drawn by E. Mudiay),60,45
211,2,0:30.0,,E. Mudiay makes free throw 1 of 2,60,46
212,2,0:30.0,,E. Mudiay misses free throw 2 of 2,60,46
213,2,0:30.0,V. Carter enters the game for J. Green,,60,46
214,2,0:30.0,C. Parsons enters the game for A. Harrison,,60,46
215,2,0:30.0,M. Conley enters the game for J. Ennis,,60,46
216,2,0:29.0,Defensive rebound by V. Carter,,60,46
217,2,0:15.0,M. Conley makes 2-pt layup at rim,,62,46
218,2,0:03.0,,D. Arthur makes 3-pt jump shot from 27 ft (assist by E. Mudiay),62,49
219,2,0:01.0,M. Conley misses 3-pt jump shot from 28 ft,,62,49
220,2,0:00.0,Offensive rebound by Team,,62,49
221,3,11:43.0,,D. Gallinari misses 2-pt jump shot from 14 ft,62,49
222,3,11:42.0,Defensive rebound by C. Parsons,,62,49
223,3,11:17.0,M. Gasol makes 2-pt jump shot from 10 ft (assist by C. Parsons),,64,49
224,3,10:57.0,,G. Harris makes 2-pt layup from 1 ft (assist by J. Nurkić),64,51
225,3,10:36.0,J. Green misses 3-pt jump shot from 26 ft,,64,51
226,3,10:34.0,,Defensive rebound by J. Nurkić,64,51
227,3,10:28.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by J. Murray),64,54
228,3,10:11.0,M. Gasol makes 2-pt jump shot from 14 ft (assist by M. Conley),,66,54
229,3,9:59.0,,J. Murray misses 3-pt jump shot from 25 ft,66,54
230,3,9:57.0,Defensive rebound by C. Parsons,,66,54
231,3,9:46.0,C. Parsons makes 2-pt layup from 2 ft,,68,54
232,3,9:34.0,Violation by M. Gasol (kicked ball),,68,54
233,3,9:27.0,,J. Murray misses 2-pt jump shot from 13 ft,68,54
234,3,9:25.0,,Offensive rebound by K. Faried,68,54
235,3,9:23.0,,K. Faried makes 2-pt layup from 1 ft,68,56
236,3,8:58.0,J. Green misses 2-pt jump shot from 15 ft,,68,56
237,3,8:56.0,,Defensive rebound by G. Harris,68,56
238,3,8:48.0,,J. Murray misses 3-pt jump shot from 25 ft,68,56
239,3,8:46.0,Defensive rebound by M. Gasol,,68,56
240,3,8:40.0,C. Parsons misses 3-pt jump shot from 28 ft,,68,56
241,3,8:38.0,,Defensive rebound by K. Faried,68,56
242,3,8:32.0,,J. Murray makes 2-pt layup from 1 ft (assist by G. Harris),68,58
243,3,8:12.0,T. Allen makes 2-pt layup from 2 ft (assist by J. Green),,70,58
244,3,7:57.0,,J. Nurkić misses 2-pt jump shot from 19 ft,70,58
245,3,7:57.0,Defensive rebound by Team,,70,58
246,3,7:57.0,,Loose ball foul by D. Gallinari (drawn by C. Parsons),70,58
247,3,7:36.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by M. Conley),,73,58
248,3,7:21.0,,D. Gallinari misses 3-pt jump shot from 27 ft,73,58
249,3,7:19.0,,Offensive rebound by K. Faried,73,58
250,3,7:18.0,,Shooting foul by M. Gasol (drawn by J. Nurkić),73,58
251,3,7:18.0,,J. Nurkić misses free throw 1 of 2,73,58
252,3,7:18.0,,Offensive rebound by Team,73,58
253,3,7:18.0,,J. Nurkić makes free throw 2 of 2,73,59
254,3,6:59.0,M. Gasol misses 3-pt jump shot from 25 ft,,73,59
255,3,6:59.0,,Defensive rebound by K. Faried,73,59
256,3,6:53.0,,Turnover by J. Murray (bad pass; steal by T. Allen),73,59
257,3,6:36.0,,D. Arthur enters the game for J. Nurkić,73,59
258,3,6:36.0,V. Carter enters the game for C. Parsons,,73,59
259,3,6:31.0,J. Green misses 2-pt layup from 1 ft,,73,59
260,3,6:30.0,,Defensive rebound by K. Faried,73,59
261,3,6:21.0,,D. Arthur makes 3-pt jump shot from 26 ft (assist by K. Faried),73,62
262,3,6:21.0,Memphis full timeout,,73,62
263,3,6:21.0,A. Harrison enters the game for M. Conley,,73,62
264,3,6:06.0,T. Allen misses 2-pt layup from 3 ft,,73,62
265,3,6:05.0,Offensive rebound by J. Green,,73,62
266,3,6:05.0,J. Green misses 2-pt layup from 1 ft,,73,62
267,3,6:03.0,,Defensive rebound by D. Gallinari,73,62
268,3,5:57.0,,K. Faried makes 2-pt dunk at rim (assist by D. Gallinari),73,64
269,3,5:39.0,M. Gasol makes 2-pt layup from 2 ft,,75,64
270,3,5:39.0,Shooting foul by D. Arthur (drawn by M. Gasol),,75,64
271,3,5:39.0,M. Gasol makes free throw 1 of 1,,76,64
272,3,5:26.0,,Shooting foul by V. Carter (drawn by D. Gallinari),76,64
273,3,5:26.0,,D. Gallinari makes free throw 1 of 2,76,65
274,3,5:26.0,,W. Chandler enters the game for K. Faried,76,65
275,3,5:26.0,J. Ennis enters the game for T. Allen,,76,65
276,3,5:26.0,,D. Gallinari makes free throw 2 of 2,76,66
277,3,5:08.0,M. Gasol misses 2-pt jump shot from 4 ft,,76,66
278,3,5:07.0,Offensive rebound by J. Green,,76,66
279,3,5:04.0,J. Green makes 2-pt layup from 2 ft,,78,66
280,3,4:48.0,,D. Arthur misses 3-pt jump shot from 24 ft,78,66
281,3,4:48.0,Defensive rebound by V. Carter,,78,66
282,3,4:44.0,A. Harrison misses 2-pt layup at rim,,78,66
283,3,4:43.0,,Defensive rebound by Team,78,66
284,3,4:27.0,,D. Gallinari misses 2-pt jump shot from 22 ft,78,66
285,3,4:26.0,Defensive rebound by J. Green,,78,66
286,3,4:08.0,V. Carter makes 3-pt jump shot from 24 ft (assist by M. Gasol),,81,66
287,3,4:08.0,,Denver full timeout,81,66
288,3,4:08.0,,E. Mudiay enters the game for J. Murray,81,66
289,3,3:53.0,,D. Arthur misses 2-pt jump shot from 21 ft,81,66
290,3,3:52.0,Defensive rebound by M. Gasol,,81,66
291,3,3:36.0,Personal foul by W. Chandler (drawn by M. Gasol),,81,66
292,3,3:36.0,Z. Randolph enters the game for M. Gasol,,81,66
293,3,3:36.0,,J. Hernangómez enters the game for G. Harris,81,66
294,3,3:23.0,J. Green misses 2-pt jump shot from 15 ft,,81,66
295,3,3:22.0,,Defensive rebound by J. Hernangómez,81,66
296,3,3:14.0,,Turnover by D. Gallinari (lost ball),81,66
297,3,3:05.0,Personal take foul by D. Gallinari (drawn by V. Carter),,81,66
298,3,3:05.0,,K. Faried enters the game for D. Gallinari,81,66
299,3,2:56.0,A. Harrison misses 3-pt jump shot from 25 ft,,81,66
300,3,2:55.0,,Defensive rebound by W. Chandler,81,66
301,3,2:49.0,,Personal foul by J. Green (drawn by K. Faried),81,66
302,3,2:37.0,,E. Mudiay misses 2-pt jump shot from 7 ft,81,66
303,3,2:36.0,Defensive rebound by V. Carter,,81,66
304,3,2:26.0,J. Ennis makes 3-pt jump shot from 23 ft (assist by A. Harrison),,84,66
305,3,2:17.0,,Shooting foul by J. Green (drawn by E. Mudiay),84,66
306,3,2:17.0,,E. Mudiay makes free throw 1 of 2,84,67
307,3,2:17.0,,E. Mudiay misses free throw 2 of 2,84,67
308,3,2:17.0,,D. Gallinari enters the game for K. Faried,84,67
309,3,2:17.0,T. Allen enters the game for J. Green,,84,67
310,3,2:15.0,Defensive rebound by J. Ennis,,84,67
311,3,1:56.0,Z. Randolph misses 2-pt hook shot from 3 ft,,84,67
312,3,1:55.0,,Defensive rebound by D. Arthur,84,67
313,3,1:47.0,,Shooting foul by A. Harrison (drawn by E. Mudiay),84,67
314,3,1:47.0,,E. Mudiay misses free throw 1 of 2,84,67
315,3,1:47.0,,Offensive rebound by Team,84,67
316,3,1:47.0,,E. Mudiay misses free throw 2 of 2,84,67
317,3,1:47.0,,K. Faried enters the game for D. Gallinari,84,67
318,3,1:45.0,Defensive rebound by J. Ennis,,84,67
319,3,1:34.0,Z. Randolph makes 2-pt layup from 1 ft (assist by V. Carter),,86,67
320,3,1:34.0,,Denver full timeout,86,67
321,3,1:23.0,,Turnover by W. Chandler (bad pass; steal by A. Harrison),86,67
322,3,1:17.0,T. Allen misses 2-pt layup from 2 ft,,86,67
323,3,1:16.0,,Defensive rebound by D. Arthur,86,67
324,3,1:12.0,,Shooting block foul by V. Carter (drawn by D. Arthur),86,67
325,3,1:12.0,,D. Arthur makes free throw 1 of 2,86,68
326,3,1:12.0,,D. Arthur makes free throw 2 of 2,86,69
327,3,1:00.0,J. Ennis misses 3-pt jump shot from 22 ft,,86,69
328,3,0:59.0,,Defensive rebound by Team,86,69
329,3,0:42.0,,J. Hernangómez misses 2-pt jump shot from 13 ft,86,69
330,3,0:41.0,Defensive rebound by T. Allen,,86,69
331,3,0:33.0,Shooting foul by E. Mudiay (drawn by A. Harrison),,86,69
332,3,0:33.0,A. Harrison makes free throw 1 of 2,,87,69
333,3,0:33.0,A. Harrison misses free throw 2 of 2,,87,69
334,3,0:33.0,,J. Murray enters the game for J. Hernangómez,87,69
335,3,0:32.0,,Defensive rebound by K. Faried,87,69
336,3,0:23.0,,J. Murray misses 3-pt jump shot from 25 ft,87,69
337,3,0:22.0,,Offensive rebound by K. Faried,87,69
338,3,0:15.0,,D. Arthur misses 3-pt jump shot from 24 ft,87,69
339,3,0:14.0,Defensive rebound by Z. Randolph,,87,69
340,3,0:01.0,A. Harrison misses 2-pt jump shot from 19 ft,,87,69
341,3,0:00.0,Offensive rebound by Team,,87,69
342,4,11:40.0,M. Conley misses 3-pt jump shot from 25 ft,,87,69
343,4,11:38.0,Offensive rebound by T. Allen,,87,69
344,4,11:29.0,T. Allen misses 2-pt layup from 2 ft,,87,69
345,4,11:28.0,Offensive rebound by V. Carter,,87,69
346,4,11:28.0,V. Carter misses 2-pt layup from 2 ft,,87,69
347,4,11:25.0,,Defensive rebound by J. Hernangómez,87,69
348,4,11:08.0,,J. Murray misses 2-pt jump shot from 12 ft,87,69
349,4,11:05.0,Defensive rebound by J. Ennis,,87,69
350,4,11:03.0,Turnover by J. Ennis (bad pass; steal by J. Murray),,87,69
351,4,10:58.0,,J. Hernangómez makes 2-pt dunk at rim (assist by J. Murray),87,71
352,4,10:58.0,,Shooting foul by V. Carter (drawn by J. Hernangómez),87,71
353,4,10:58.0,,J. Hernangómez makes free throw 1 of 1,87,72
354,4,10:43.0,Turnover by Z. Randolph (bad pass; steal by J. Murray),,87,72
355,4,10:40.0,,Turnover by E. Mudiay (bad pass; steal by M. Conley),87,72
356,4,10:34.0,J. Ennis makes 3-pt jump shot from 24 ft (assist by M. Conley),,90,72
357,4,10:18.0,,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),90,74
358,4,10:18.0,,Shooting foul by Z. Randolph (drawn by K. Faried),90,74
359,4,10:18.0,,K. Faried makes free throw 1 of 1,90,75
360,4,10:03.0,Shooting foul by W. Chandler (drawn by J. Ennis),,90,75
361,4,10:03.0,J. Ennis makes free throw 1 of 2,,91,75
362,4,10:03.0,J. Ennis makes free throw 2 of 2,,92,75
363,4,9:48.0,,J. Murray misses 2-pt jump shot from 13 ft (block by J. Ennis),92,75
364,4,9:47.0,,Offensive rebound by J. Hernangómez,92,75
365,4,9:45.0,,J. Hernangómez misses 2-pt layup from 3 ft (block by V. Carter),92,75
366,4,9:41.0,Defensive rebound by M. Conley,,92,75
367,4,9:33.0,Personal block foul by K. Faried (drawn by V. Carter),,92,75
368,4,9:24.0,M. Conley misses 2-pt jump shot from 18 ft,,92,75
369,4,9:24.0,Offensive rebound by T. Allen,,92,75
370,4,9:24.0,T. Allen makes 2-pt layup from 1 ft,,94,75
371,4,9:24.0,,Denver full timeout,94,75
372,4,9:17.0,,J. Hernangómez makes 3-pt jump shot from 26 ft (assist by E. Mudiay),94,78
373,4,9:03.0,Shooting foul by K. Faried (drawn by V. Carter),,94,78
374,4,9:03.0,V. Carter misses free throw 1 of 2,,94,78
375,4,9:03.0,Offensive rebound by Team,,94,78
376,4,9:03.0,V. Carter makes free throw 2 of 2,,95,78
377,4,8:49.0,,Turnover by E. Mudiay (bad pass; steal by T. Allen),95,78
378,4,8:45.0,T. Allen misses 2-pt layup from 2 ft (block by J. Murray),,95,78
379,4,8:45.0,Offensive rebound by J. Ennis,,95,78
380,4,8:45.0,J. Ennis makes 2-pt layup from 2 ft,,97,78
381,4,8:45.0,Shooting foul by E. Mudiay (drawn by J. Ennis),,97,78
382,4,8:45.0,J. Ennis makes free throw 1 of 1,,98,78
383,4,8:29.0,,E. Mudiay makes 2-pt layup from 2 ft,98,80
384,4,8:15.0,Personal foul by K. Faried (drawn by V. Carter),,98,80
385,4,8:15.0,V. Carter makes free throw 1 of 2,,99,80
386,4,8:15.0,,M. Miller enters the game for W. Chandler,99,80
387,4,8:15.0,V. Carter makes free throw 2 of 2,,100,80
