,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DENVER_ACTION,CHARLOTTE_SCORE,DENVER_SCORE
95,1,1:10.0,Turnover by J. Lamb (bad pass; steal by J. Murray),,31,21
96,1,1:05.0,,W. Barton makes 2-pt layup from 1 ft (assist by J. Murray),31,23
97,1,0:38.0,M. Belinelli misses 3-pt jump shot from 28 ft,,31,23
98,1,0:36.0,,Defensive rebound by J. Murray,31,23
99,1,0:32.0,,D. Arthur misses 3-pt jump shot from 26 ft,31,23
100,1,0:30.0,,Offensive rebound by J. Hernangómez,31,23
101,1,0:29.0,,J. Hernangómez misses 2-pt layup from 2 ft (block by C. Wood),31,23
102,1,0:28.0,,Offensive rebound by Team,31,23
103,1,0:15.0,,Offensive foul by W. Barton (drawn by J. Lamb),31,23
104,1,0:15.0,,Turnover by W. Barton (offensive foul),31,23
105,1,0:01.0,M. Belinelli misses 2-pt jump shot from 17 ft (block by D. Arthur),,31,23
106,1,0:00.0,Offensive rebound by Team,,31,23
107,2,11:43.0,M. Belinelli misses 2-pt jump shot from 4 ft,,31,23
108,2,11:42.0,Offensive rebound by J. Lamb,,31,23
109,2,11:38.0,J. Lamb makes 2-pt hook shot from 2 ft,,33,23
110,2,11:11.0,,J. Murray makes 3-pt jump shot from 26 ft (assist by W. Barton),33,26
111,2,10:54.0,B. Roberts makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,36,26
112,2,10:41.0,,J. Murray makes 3-pt jump shot from 26 ft (assist by M. Plumlee),36,29
113,2,10:36.0,Charlotte full timeout,,36,29
114,2,10:36.0,J. O'Bryant enters the game for C. Wood,,36,29
115,2,10:18.0,B. Roberts misses 2-pt jump shot from 4 ft,,36,29
116,2,10:17.0,Offensive rebound by M. Williams,,36,29
117,2,10:16.0,M. Williams misses 2-pt layup from 2 ft,,36,29
118,2,10:15.0,Offensive rebound by M. Williams,,36,29
119,2,10:15.0,M. Williams misses 2-pt layup from 2 ft,,36,29
120,2,10:14.0,Offensive rebound by M. Williams,,36,29
121,2,10:13.0,M. Williams makes 2-pt layup from 2 ft,,38,29
122,2,9:53.0,,D. Gallinari misses 3-pt jump shot from 23 ft,38,29
123,2,9:53.0,,Offensive rebound by M. Plumlee,38,29
124,2,9:53.0,,Shooting foul by M. Williams (drawn by D. Gallinari),38,29
125,2,9:53.0,,D. Gallinari makes free throw 1 of 2,38,30
126,2,9:53.0,,D. Gallinari makes free throw 2 of 2,38,31
127,2,9:34.0,M. Belinelli misses 2-pt jump shot from 19 ft,,38,31
128,2,9:33.0,,Defensive rebound by M. Plumlee,38,31
129,2,9:12.0,,J. Murray misses 2-pt jump shot from 20 ft,38,31
130,2,9:11.0,Defensive rebound by B. Roberts,,38,31
131,2,9:05.0,Personal foul by M. Plumlee (drawn by B. Roberts),,38,31
132,2,9:05.0,K. Walker enters the game for B. Roberts,,38,31
133,2,9:05.0,,G. Harris enters the game for J. Hernangómez,38,31
134,2,8:47.0,J. O'Bryant makes 2-pt jump shot from 10 ft,,40,31
135,2,8:34.0,,Shooting foul by J. Lamb (drawn by D. Gallinari),40,31
136,2,8:34.0,,D. Gallinari makes free throw 1 of 2,40,32
137,2,8:34.0,,D. Gallinari makes free throw 2 of 2,40,33
138,2,8:13.0,J. Lamb makes 2-pt jump shot from 4 ft,,42,33
139,2,8:05.0,,J. Murray misses 2-pt jump shot from 4 ft (block by K. Walker),42,33
140,2,8:04.0,Defensive rebound by Team,,42,33
141,2,8:04.0,N. Batum enters the game for J. Lamb,,42,33
142,2,8:04.0,C. Zeller enters the game for J. O'Bryant,,42,33
143,2,7:47.0,M. Belinelli misses 3-pt jump shot from 26 ft,,42,33
144,2,7:45.0,,Defensive rebound by W. Barton,42,33
145,2,7:39.0,,W. Barton misses 2-pt layup from 2 ft (block by M. Williams),42,33
146,2,7:38.0,,Offensive rebound by W. Barton,42,33
147,2,7:21.0,,Personal foul by C. Zeller (drawn by D. Gallinari),42,33
148,2,7:21.0,,D. Gallinari makes free throw 1 of 2,42,34
149,2,7:21.0,,N. Jokić enters the game for M. Plumlee,42,34
150,2,7:21.0,,D. Gallinari makes free throw 2 of 2,42,35
151,2,6:56.0,K. Walker misses 2-pt jump shot from 17 ft,,42,35
152,2,6:55.0,Offensive rebound by M. Williams,,42,35
153,2,6:55.0,Shooting foul by W. Barton (drawn by M. Williams),,42,35
154,2,6:55.0,M. Williams makes free throw 1 of 2,,43,35
155,2,6:55.0,,W. Chandler enters the game for D. Gallinari,43,35
156,2,6:55.0,M. Williams makes free throw 2 of 2,,44,35
157,2,6:34.0,,N. Jokić misses 2-pt jump shot from 17 ft,44,35
158,2,6:34.0,Defensive rebound by M. Williams,,44,35
159,2,6:23.0,N. Batum makes 3-pt jump shot from 23 ft (assist by M. Belinelli),,47,35
160,2,6:10.0,,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),47,37
161,2,5:46.0,M. Williams makes 2-pt hook shot from 5 ft (assist by N. Batum),,49,37
162,2,5:32.0,,G. Harris misses 3-pt jump shot from 24 ft,49,37
163,2,5:31.0,Defensive rebound by M. Belinelli,,49,37
164,2,5:24.0,Shooting foul by J. Murray (drawn by C. Zeller),,49,37
165,2,5:24.0,Official timeout,,49,37
166,2,5:24.0,C. Zeller makes free throw 1 of 2,,50,37
167,2,5:24.0,M. Kidd-Gilchrist enters the game for M. Williams,,49,37
168,2,5:24.0,,J. Nelson enters the game for J. Murray,49,37
169,2,5:24.0,C. Zeller makes free throw 2 of 2,,51,37
170,2,5:00.0,,W. Chandler makes 3-pt jump shot from 24 ft,51,40
171,2,4:44.0,,Violation by G. Harris (kicked ball),51,40
172,2,4:38.0,Turnover by N. Batum (bad pass; steal by G. Harris),,51,40
173,2,4:32.0,,J. Nelson misses 3-pt jump shot from 23 ft,51,40
174,2,4:31.0,Defensive rebound by C. Zeller,,51,40
175,2,4:31.0,,Loose ball foul by W. Barton (drawn by C. Zeller),51,40
176,2,4:31.0,,D. Gallinari enters the game for W. Barton,51,40
177,2,4:19.0,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,,51,40
178,2,4:19.0,,Defensive rebound by N. Jokić,51,40
179,2,4:10.0,,D. Gallinari makes 2-pt jump shot from 21 ft (assist by N. Jokić),51,42
180,2,3:58.0,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,,51,42
181,2,3:57.0,,Defensive rebound by W. Chandler,51,42
182,2,3:45.0,,N. Jokić makes 2-pt jump shot from 4 ft (assist by J. Nelson),51,44
183,2,3:33.0,Def 3 sec tech foul by W. Chandler,,51,44
184,2,3:33.0,N. Batum makes technical free throw,,52,44
185,2,3:33.0,M. Williams enters the game for C. Zeller,,52,44
186,2,3:18.0,K. Walker misses 3-pt jump shot from 22 ft,,52,44
187,2,3:15.0,Offensive rebound by M. Williams,,52,44
188,2,3:11.0,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Kidd-Gilchrist),,55,44
189,2,2:57.0,,N. Jokić makes 2-pt layup at rim (assist by W. Chandler),55,46
190,2,2:57.0,,Shooting foul by M. Williams (drawn by N. Jokić),55,46
191,2,2:57.0,,Denver full timeout,55,46
192,2,2:57.0,J. O'Bryant enters the game for M. Williams,,55,46
193,2,2:57.0,,N. Jokić makes free throw 1 of 1,55,47
194,2,2:36.0,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,,55,47
195,2,2:35.0,Offensive rebound by J. O'Bryant,,55,47
196,2,2:35.0,J. O'Bryant misses 2-pt layup from 1 ft,,55,47
197,2,2:33.0,,Defensive rebound by N. Jokić,55,47
198,2,2:13.0,,W. Chandler misses 3-pt jump shot from 25 ft,55,47
199,2,2:13.0,Defensive rebound by J. O'Bryant,,55,47
200,2,1:57.0,J. O'Bryant makes 2-pt jump shot from 12 ft (assist by K. Walker),,57,47
201,2,1:37.0,,J. Nelson makes 3-pt jump shot from 26 ft (assist by G. Harris),57,50
202,2,1:19.0,K. Walker makes 2-pt jump shot from 17 ft,,59,50
203,2,0:55.0,,J. Nelson misses 2-pt jump shot from 22 ft,59,50
204,2,0:53.0,Defensive rebound by J. O'Bryant,,59,50
205,2,0:41.0,K. Walker misses 2-pt jump shot from 15 ft,,59,50
206,2,0:40.0,,Defensive rebound by W. Chandler,59,50
207,2,0:25.0,,Turnover by N. Jokić (lost ball; steal by M. Kidd-Gilchrist),59,50
208,2,0:22.0,M. Kidd-Gilchrist makes 2-pt layup from 2 ft,,61,50
209,2,0:18.0,,Denver full timeout,61,50
210,2,0:05.0,,N. Jokić makes 2-pt jump shot from 7 ft (assist by J. Nelson),61,52
211,3,11:37.0,N. Batum makes 2-pt jump shot from 16 ft (assist by M. Williams),,63,52
212,3,11:24.0,,Personal foul by N. Batum (drawn by D. Gallinari),63,52
213,3,11:12.0,,D. Gallinari misses 3-pt jump shot from 26 ft,63,52
214,3,11:12.0,Defensive rebound by M. Williams,,63,52
215,3,11:02.0,C. Zeller makes 2-pt layup from 1 ft (assist by N. Batum),,65,52
216,3,10:46.0,,Turnover by G. Harris (bad pass; steal by K. Walker),65,52
217,3,10:27.0,N. Batum makes 3-pt jump shot from 26 ft (assist by M. Williams),,68,52
218,3,10:27.0,,Denver full timeout,68,52
219,3,10:15.0,,Turnover by J. Nelson (bad pass; steal by K. Walker),68,52
220,3,10:06.0,M. Williams makes 3-pt jump shot from 27 ft (assist by K. Walker),,71,52
221,3,9:51.0,Violation by N. Batum (def goaltending),,71,52
222,3,9:51.0,,N. Jokić makes 2-pt jump shot from 4 ft (assist by W. Chandler),71,54
223,3,9:29.0,M. Kidd-Gilchrist misses 2-pt jump shot from 7 ft,,71,54
224,3,9:28.0,,Defensive rebound by N. Jokić,71,54
225,3,9:18.0,,Personal foul by M. Williams (drawn by W. Chandler),71,54
226,3,9:02.0,,D. Gallinari misses 2-pt jump shot from 5 ft (block by M. Williams),71,54
227,3,9:00.0,Defensive rebound by C. Zeller,,71,54
228,3,8:45.0,C. Zeller misses 2-pt layup from 1 ft,,71,54
229,3,8:43.0,Offensive rebound by M. Kidd-Gilchrist,,71,54
230,3,8:43.0,M. Kidd-Gilchrist makes 2-pt dunk at rim,,73,54
231,3,8:27.0,,N. Jokić makes 2-pt layup from 2 ft,73,56
232,3,8:08.0,Turnover by M. Williams (lost ball; steal by D. Gallinari),,73,56
233,3,7:58.0,,Turnover by J. Nelson (traveling),73,56
234,3,7:40.0,K. Walker makes 3-pt jump shot from 26 ft (assist by C. Zeller),,76,56
235,3,7:32.0,,Turnover by N. Jokić (bad pass; steal by M. Kidd-Gilchrist),76,56
236,3,7:31.0,Personal foul by N. Jokić (drawn by K. Walker),,76,56
237,3,7:31.0,,W. Barton enters the game for G. Harris,76,56
238,3,7:16.0,Personal foul by D. Gallinari (drawn by M. Williams),,76,56
239,3,6:59.0,K. Walker misses 2-pt jump shot from 15 ft,,76,56
240,3,6:58.0,,Defensive rebound by W. Barton,76,56
241,3,6:48.0,,W. Chandler misses 3-pt jump shot from 23 ft,76,56
242,3,6:47.0,,Offensive rebound by Team,76,56
243,3,6:39.0,,N. Jokić makes 2-pt dunk at rim,76,58
244,3,6:20.0,N. Batum makes 2-pt jump shot from 19 ft,,78,58
245,3,6:01.0,,W. Barton misses 2-pt jump shot from 4 ft (block by M. Kidd-Gilchrist),78,58
246,3,5:59.0,Defensive rebound by C. Zeller,,78,58
247,3,5:53.0,K. Walker misses 3-pt jump shot from 26 ft,,78,58
248,3,5:51.0,,Defensive rebound by N. Jokić,78,58
249,3,5:45.0,,Shooting block foul by C. Zeller (drawn by D. Gallinari),78,58
250,3,5:45.0,,D. Gallinari makes free throw 1 of 2,78,59
251,3,5:45.0,J. Lamb enters the game for M. Williams,,78,59
252,3,5:45.0,,D. Gallinari makes free throw 2 of 2,78,60
253,3,5:29.0,Turnover by N. Batum (bad pass; steal by N. Jokić),,78,60
254,3,5:13.0,,Shooting foul by C. Zeller (drawn by N. Jokić),78,60
255,3,5:13.0,,N. Jokić makes free throw 1 of 2,78,61
256,3,5:13.0,J. O'Bryant enters the game for C. Zeller,,78,61
257,3,5:13.0,,N. Jokić makes free throw 2 of 2,78,62
258,3,4:50.0,J. O'Bryant makes 2-pt hook shot from 3 ft (assist by N. Batum),,80,62
259,3,4:39.0,,J. Nelson makes 3-pt jump shot from 25 ft,80,65
260,3,4:20.0,N. Batum misses 2-pt jump shot from 11 ft,,80,65
261,3,4:19.0,,Defensive rebound by N. Jokić,80,65
262,3,4:16.0,,Personal foul by J. Lamb (drawn by W. Chandler),80,65
263,3,4:16.0,,W. Chandler misses free throw 1 of 2,80,65
264,3,4:16.0,,Offensive rebound by Team,80,65
265,3,4:16.0,,J. Murray enters the game for J. Nelson,80,65
266,3,4:16.0,,W. Chandler makes free throw 2 of 2,80,66
267,3,4:01.0,K. Walker misses 2-pt layup from 3 ft,,80,66
268,3,4:01.0,,Defensive rebound by D. Gallinari,80,66
269,3,3:50.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by W. Barton),80,69
270,3,3:49.0,Charlotte full timeout,,80,69
271,3,3:49.0,M. Williams enters the game for M. Kidd-Gilchrist,,80,69
272,3,3:49.0,,D. Arthur enters the game for W. Chandler,80,69
273,3,3:28.0,N. Batum misses 3-pt jump shot from 23 ft,,80,69
274,3,3:27.0,,Defensive rebound by D. Gallinari,80,69
275,3,3:14.0,,N. Jokić makes 2-pt jump shot from 4 ft,80,71
276,3,2:59.0,K. Walker makes 3-pt jump shot from 24 ft,,83,71
277,3,2:38.0,,D. Gallinari misses 3-pt jump shot from 24 ft,83,71
278,3,2:38.0,Defensive rebound by M. Williams,,83,71
279,3,2:29.0,K. Walker misses 2-pt layup from 2 ft (block by W. Barton),,83,71
280,3,2:27.0,,Defensive rebound by N. Jokić,83,71
281,3,2:22.0,,D. Arthur misses 2-pt jump shot from 18 ft,83,71
282,3,2:22.0,,Offensive rebound by N. Jokić,83,71
283,3,2:18.0,,N. Jokić makes 2-pt layup from 2 ft,83,73
284,3,1:57.0,J. O'Bryant makes 2-pt dunk at rim (assist by N. Batum),,85,73
285,3,1:44.0,,Shooting foul by J. O'Bryant (drawn by N. Jokić),85,73
286,3,1:44.0,,N. Jokić makes free throw 1 of 3,85,74
287,3,1:44.0,,N. Jokić misses free throw 2 of 3,85,74
288,3,1:44.0,,Offensive rebound by Team,85,74
289,3,1:44.0,M. Belinelli enters the game for N. Batum,,85,74
290,3,1:44.0,,J. Hernangómez enters the game for D. Gallinari,85,74
291,3,1:44.0,,N. Jokić makes free throw 3 of 3,85,75
292,3,1:30.0,K. Walker makes 2-pt layup from 2 ft,,87,75
293,3,1:23.0,,Personal foul by J. O'Bryant (drawn by W. Barton),87,75
294,3,1:23.0,,W. Barton makes free throw 1 of 2,87,76
295,3,1:23.0,,M. Plumlee enters the game for N. Jokić,87,76
296,3,1:23.0,,W. Barton makes free throw 2 of 2,87,77
297,3,1:04.0,J. Lamb misses 3-pt jump shot from 25 ft,,87,77
298,3,1:04.0,,Defensive rebound by W. Barton,87,77
299,3,0:55.0,,D. Arthur makes 2-pt dunk at rim (assist by J. Murray),87,79
300,3,0:31.0,J. Lamb makes 3-pt jump shot from 30 ft (assist by J. O'Bryant),,90,79
301,3,0:14.0,,W. Barton misses 2-pt layup from 1 ft,90,79
302,3,0:13.0,,Offensive rebound by M. Plumlee,90,79
303,3,0:12.0,,M. Plumlee misses 2-pt layup from 1 ft,90,79
304,3,0:11.0,Defensive rebound by J. O'Bryant,,90,79
305,3,0:10.0,Personal foul by M. Plumlee (drawn by J. O'Bryant),,90,79
306,3,0:00.0,K. Walker misses 2-pt layup from 2 ft,,90,79
307,3,0:00.0,Offensive rebound by Team,,90,79
308,4,11:51.0,,Offensive foul by M. Plumlee (drawn by B. Roberts),90,79
309,4,11:51.0,,Turnover by M. Plumlee (offensive foul),90,79
310,4,11:38.0,Personal foul by M. Plumlee (drawn by M. Belinelli),,90,79
311,4,11:28.0,J. O'Bryant makes 3-pt jump shot from 25 ft (assist by B. Roberts),,93,79
312,4,11:15.0,,M. Plumlee makes 2-pt layup from 2 ft,93,81
313,4,11:15.0,,Shooting foul by M. Williams (drawn by M. Plumlee),93,81
314,4,11:15.0,,Turnover by J. Hernangómez (lane violation.),93,81
315,4,10:57.0,J. Lamb misses 2-pt jump shot from 12 ft,,93,81
316,4,10:57.0,Offensive rebound by J. O'Bryant,,93,81
317,4,10:36.0,B. Roberts misses 2-pt jump shot from 21 ft,,93,81
318,4,10:35.0,,Defensive rebound by D. Arthur,93,81
319,4,10:25.0,,W. Barton misses 3-pt jump shot from 25 ft,93,81
320,4,10:24.0,Defensive rebound by M. Williams,,93,81
321,4,10:10.0,M. Belinelli misses 2-pt jump shot from 15 ft,,93,81
322,4,10:10.0,,Defensive rebound by D. Arthur,93,81
323,4,10:00.0,,J. Murray makes 2-pt layup from 2 ft,93,83
324,4,9:41.0,J. Lamb misses 2-pt jump shot from 3 ft (block by M. Plumlee),,93,83
325,4,9:39.0,Offensive rebound by J. O'Bryant,,93,83
326,4,9:38.0,J. O'Bryant makes 2-pt layup from 2 ft,,95,83
327,4,9:29.0,,J. Murray misses 2-pt jump shot from 15 ft,95,83
328,4,9:27.0,,Offensive rebound by M. Plumlee,95,83
329,4,9:19.0,,D. Arthur misses 3-pt jump shot from 26 ft,95,83
330,4,9:19.0,Defensive rebound by J. Lamb,,95,83
331,4,9:03.0,B. Roberts misses 3-pt jump shot from 25 ft,,95,83
332,4,9:01.0,,Defensive rebound by D. Arthur,95,83
333,4,8:54.0,,Turnover by M. Plumlee (lost ball; steal by J. Lamb),95,83
334,4,8:48.0,Personal foul by D. Arthur (drawn by M. Belinelli),,95,83
335,4,8:48.0,Official timeout,,95,83
336,4,8:48.0,K. Walker enters the game for B. Roberts,,95,83
337,4,8:37.0,J. Lamb misses 2-pt jump shot from 11 ft,,95,83
338,4,8:37.0,,Defensive rebound by J. Hernangómez,95,83
339,4,8:22.0,,Turnover by J. Murray (bad pass; steal by M. Belinelli),95,83
340,4,8:03.0,J. O'Bryant makes 2-pt jump shot from 22 ft (assist by K. Walker),,97,83
341,4,7:39.0,,J. Hernangómez makes 3-pt jump shot from 28 ft (assist by W. Barton),97,86
342,4,7:22.0,J. O'Bryant misses 3-pt jump shot from 26 ft,,97,86
343,4,7:21.0,,Defensive rebound by M. Plumlee,97,86
344,4,7:13.0,,Shooting foul by J. O'Bryant (drawn by M. Plumlee),97,86
345,4,7:13.0,,M. Plumlee makes 2-pt jump shot from 7 ft,97,88
346,4,7:13.0,C. Zeller enters the game for J. Lamb,,97,88
347,4,7:13.0,J. Lamb enters the game for J. O'Bryant,,97,88
348,4,7:13.0,,J. Nelson enters the game for J. Hernangómez,97,88
349,4,7:13.0,,M. Plumlee makes free throw 1 of 1,97,89
350,4,6:59.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by C. Zeller),,100,89
351,4,6:59.0,,Denver full timeout,100,89
352,4,6:59.0,N. Batum enters the game for J. Lamb,,100,89
353,4,6:59.0,,W. Chandler enters the game for D. Arthur,100,89
354,4,6:59.0,,N. Jokić enters the game for M. Plumlee,100,89
355,4,6:44.0,Violation by M. Belinelli (kicked ball),,100,89
356,4,6:31.0,,W. Chandler misses 2-pt jump shot from 21 ft,100,89
357,4,6:30.0,Defensive rebound by K. Walker,,100,89
358,4,6:14.0,N. Batum misses 3-pt jump shot from 25 ft,,100,89
359,4,6:14.0,,Defensive rebound by J. Murray,100,89
360,4,6:01.0,,W. Chandler misses 3-pt jump shot from 25 ft,100,89
361,4,6:00.0,Defensive rebound by M. Williams,,100,89
362,4,5:38.0,K. Walker misses 2-pt jump shot from 15 ft,,100,89
363,4,5:37.0,Offensive rebound by M. Williams,,100,89
364,4,5:36.0,Turnover by Team (shot clock),,100,89
365,4,5:15.0,,W. Barton makes 3-pt jump shot from 26 ft (assist by J. Murray),100,92
366,4,4:59.0,Turnover by K. Walker (bad pass; steal by J. Murray),,100,92
367,4,4:54.0,,J. Murray makes 2-pt layup from 1 ft,100,94
368,4,4:54.0,Charlotte full timeout,,100,94
369,4,4:54.0,,D. Gallinari enters the game for W. Chandler,100,94
370,4,4:41.0,C. Zeller misses 2-pt layup from 2 ft,,100,94
371,4,4:41.0,,Defensive rebound by N. Jokić,100,94
372,4,4:33.0,,W. Barton makes 2-pt layup from 1 ft (assist by N. Jokić),100,96
373,4,4:19.0,M. Belinelli misses 2-pt jump shot from 15 ft,,100,96
374,4,4:18.0,Offensive rebound by Team,,100,96
375,4,4:18.0,Personal foul by J. Nelson (drawn by C. Zeller),,100,96
376,4,4:10.0,K. Walker makes 3-pt jump shot from 25 ft,,103,96
