,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DETROIT_ACTION,LA CLIPPERS_SCORE,DETROIT_SCORE
380,4,1:41.0,Turnover by J. Redick (offensive foul),,95,102
381,4,1:41.0,,Offensive charge foul by J. Redick (drawn by K. Caldwell-Pope),95,102
382,4,1:41.0,J. Crawford enters the game for L. Mbah a Moute,,95,102
383,4,1:26.0,,M. Morris makes 2-pt jump shot from 6 ft,95,104
384,4,1:08.0,B. Griffin misses 2-pt jump shot from 5 ft,,95,104
385,4,1:07.0,Offensive rebound by D. Jordan,,95,104
386,4,1:04.0,D. Jordan makes 2-pt layup from 1 ft,,97,104
387,4,0:51.0,,Detroit full timeout,97,104
388,4,0:50.0,,Turnover by M. Morris (bad pass; steal by C. Paul),97,104
389,4,0:45.0,Turnover by C. Paul (bad pass; steal by J. Leuer),,97,104
390,4,0:41.0,,M. Morris makes 2-pt dunk at rim (assist by I. Smith),97,106
391,4,0:41.0,LA Clippers full timeout,,97,106
392,4,0:33.0,J. Redick misses 3-pt jump shot from 26 ft,,97,106
393,4,0:32.0,,Defensive rebound by I. Smith,97,106
394,4,0:32.0,,Personal foul by C. Paul (drawn by I. Smith),97,106
395,4,0:32.0,,A. Baynes enters the game for A. Drummond,97,106
396,4,0:32.0,W. Johnson enters the game for D. Jordan,,97,106
397,4,0:28.0,,Personal foul by C. Paul (drawn by I. Smith),97,106
398,4,0:28.0,,I. Smith makes free throw 1 of 2,97,107
399,4,0:28.0,,D. Hilliard enters the game for A. Baynes,97,107
400,4,0:28.0,,I. Smith makes free throw 2 of 2,97,108
401,4,0:21.0,C. Paul misses 3-pt jump shot from 28 ft,,97,108
402,4,0:20.0,,Defensive rebound by J. Leuer,97,108
