,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CHARLOTTE_ACTION,PORTLAND_SCORE,CHARLOTTE_SCORE
374,4,6:03.0,Turnover by C. McCollum (bad pass; steal by F. Kaminsky),,78,93
375,4,6:00.0,,N. Batum makes 2-pt dunk at rim (assist by M. Kidd-Gilchrist),78,95
376,4,5:49.0,D. Lillard misses 2-pt layup from 1 ft,,78,95
377,4,5:47.0,,Defensive rebound by F. Kaminsky,78,95
378,4,5:33.0,,K. Walker makes 3-pt jump shot from 25 ft,78,98
379,4,5:33.0,Portland full timeout,,78,98
380,4,5:33.0,,C. Zeller enters the game for F. Kaminsky,78,98
381,4,5:33.0,,M. Williams enters the game for R. Hibbert,78,98
382,4,5:14.0,Offensive foul by M. Plumlee (drawn by M. Kidd-Gilchrist),,78,98
383,4,5:14.0,Turnover by M. Plumlee (offensive foul),,78,98
384,4,5:02.0,,K. Walker misses 2-pt jump shot from 19 ft,78,98
385,4,5:01.0,Defensive rebound by A. Aminu,,78,98
386,4,4:53.0,C. McCollum makes 2-pt jump shot from 19 ft (assist by A. Aminu),,80,98
387,4,4:30.0,,K. Walker misses 3-pt jump shot from 25 ft (block by D. Lillard),80,98
388,4,4:27.0,Defensive rebound by M. Plumlee,,80,98
389,4,4:24.0,M. Plumlee misses 2-pt layup from 2 ft,,80,98
390,4,4:24.0,,Defensive rebound by Team,80,98
391,4,4:24.0,Loose ball foul by C. McCollum (drawn by N. Batum),,80,98
392,4,4:12.0,,K. Walker makes 2-pt layup at rim (assist by N. Batum),80,100
393,4,4:10.0,Portland full timeout,,80,100
394,4,4:10.0,M. Leonard enters the game for A. Aminu,,80,100
395,4,4:10.0,N. Vonleh enters the game for M. Harkless,,80,100
396,4,4:10.0,J. Layman enters the game for M. Plumlee,,80,100
397,4,4:10.0,P. Connaughton enters the game for C. McCollum,,80,100
398,4,4:10.0,S. Napier enters the game for D. Lillard,,80,100
399,4,3:50.0,N. Vonleh misses 2-pt layup from 3 ft,,80,100
400,4,3:49.0,,Defensive rebound by M. Williams,80,100
401,4,3:31.0,,M. Williams misses 3-pt jump shot from 25 ft,80,100
402,4,3:29.0,Defensive rebound by N. Vonleh,,80,100
403,4,3:06.0,N. Vonleh misses 2-pt layup from 2 ft (block by M. Kidd-Gilchrist),,80,100
404,4,3:06.0,Offensive rebound by P. Connaughton,,80,100
405,4,3:06.0,Turnover by Team (shot clock),,80,100
406,4,3:06.0,,R. Hibbert enters the game for M. Kidd-Gilchrist,80,100
407,4,3:06.0,,B. Roberts enters the game for M. Williams,80,100
408,4,3:06.0,,T. Graham enters the game for C. Zeller,80,100
409,4,3:06.0,,F. Kaminsky enters the game for N. Batum,80,100
410,4,3:06.0,,R. Sessions enters the game for K. Walker,80,100
411,4,2:51.0,,R. Sessions misses 2-pt jump shot from 8 ft,80,100
412,4,2:49.0,,Offensive rebound by R. Hibbert,80,100
413,4,2:49.0,,R. Hibbert makes 2-pt dunk at rim,80,102
414,4,2:33.0,S. Napier misses 3-pt jump shot from 25 ft,,80,102
415,4,2:30.0,,Defensive rebound by R. Hibbert,80,102
416,4,2:25.0,,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by R. Sessions),80,105
417,4,2:01.0,Turnover by S. Napier (bad pass; steal by B. Roberts),,80,105
418,4,1:45.0,,R. Sessions misses 3-pt jump shot from 24 ft,80,105
419,4,1:43.0,Defensive rebound by M. Leonard,,80,105
420,4,1:30.0,M. Leonard makes 2-pt jump shot from 16 ft (assist by P. Connaughton),,82,105
421,4,1:11.0,,F. Kaminsky misses 3-pt jump shot from 23 ft,82,105
422,4,1:10.0,Defensive rebound by S. Napier,,82,105
423,4,1:03.0,P. Connaughton misses 3-pt jump shot from 25 ft,,82,105
424,4,1:02.0,,Defensive rebound by R. Sessions,82,105
425,4,0:56.0,,R. Sessions makes 2-pt layup from 1 ft,82,107
426,4,0:42.0,M. Leonard misses 2-pt jump shot from 17 ft,,82,107
427,4,0:41.0,,Defensive rebound by F. Kaminsky,82,107
428,4,0:24.0,,T. Graham misses 2-pt jump shot from 16 ft (block by J. Layman),82,107
429,4,0:19.0,Defensive rebound by P. Connaughton,,82,107
430,4,0:12.0,M. Leonard makes 3-pt jump shot from 27 ft (assist by J. Layman),,85,107
