,QUARTER,TIME_REMAINING,TORONTO_ACTION,GOLDEN STATE_ACTION,TORONTO_SCORE,GOLDEN STATE_SCORE
379,4,5:24.0,,S. Curry makes 2-pt layup from 2 ft,103,114
380,4,5:10.0,K. Lowry misses 3-pt jump shot from 30 ft,,103,114
381,4,5:09.0,,Defensive rebound by Team,103,114
382,4,4:52.0,,I. Clark misses 2-pt layup from 1 ft,103,114
383,4,4:52.0,,Offensive rebound by I. Clark,103,114
384,4,4:51.0,,I. Clark misses 2-pt layup from 2 ft,103,114
385,4,4:50.0,,Offensive rebound by I. Clark,103,114
386,4,4:50.0,,I. Clark misses 2-pt layup from 2 ft,103,114
387,4,4:49.0,Defensive rebound by T. Ross,,103,114
388,4,4:43.0,D. DeRozan makes 2-pt layup from 1 ft,,105,114
389,4,4:25.0,,S. Curry misses 3-pt jump shot from 26 ft,105,114
390,4,4:24.0,Defensive rebound by D. DeRozan,,105,114
391,4,4:18.0,T. Ross misses 3-pt jump shot from 26 ft,,105,114
392,4,4:16.0,Offensive rebound by P. Patterson,,105,114
393,4,4:06.0,T. Ross misses 3-pt jump shot from 26 ft,,105,114
394,4,4:06.0,,Defensive rebound by K. Durant,105,114
395,4,3:49.0,,K. Thompson enters the game for I. Clark,105,114
396,4,3:40.0,,K. Thompson misses 2-pt layup from 1 ft,105,114
397,4,3:40.0,Defensive rebound by D. Carroll,,105,114
398,4,3:25.0,D. DeRozan makes 2-pt jump shot from 16 ft (assist by K. Lowry),,107,114
399,4,3:06.0,,K. Thompson misses 3-pt jump shot from 24 ft,107,114
400,4,3:06.0,Defensive rebound by K. Lowry,,107,114
401,4,3:01.0,D. Carroll makes 2-pt layup from 2 ft (assist by K. Lowry),,109,114
402,4,3:01.0,,Golden State full timeout,109,114
403,4,2:45.0,,S. Curry misses 2-pt layup from 2 ft (block by P. Patterson),109,114
404,4,2:45.0,,Offensive rebound by Team,109,114
405,4,2:41.0,,Turnover by S. Curry (bad pass; steal by K. Lowry),109,114
406,4,2:41.0,Personal foul by D. Green (drawn by K. Lowry),,109,114
407,4,2:23.0,D. Carroll misses 3-pt jump shot from 25 ft,,109,114
408,4,2:23.0,Offensive rebound by Team,,109,114
409,4,2:18.0,T. Ross misses 2-pt jump shot from 23 ft,,109,114
410,4,2:17.0,,Defensive rebound by S. Curry,109,114
411,4,2:14.0,,Personal foul by K. Lowry (drawn by S. Curry),109,114
412,4,2:04.0,,K. Durant misses 3-pt jump shot from 26 ft,109,114
413,4,2:04.0,,Offensive rebound by S. Curry,109,114
414,4,2:04.0,,Shooting foul by T. Ross (drawn by S. Curry),109,114
415,4,2:04.0,,S. Curry makes free throw 1 of 2,109,115
416,4,2:04.0,,S. Curry makes free throw 2 of 2,109,116
417,4,1:54.0,D. DeRozan misses 2-pt jump shot from 16 ft,,109,116
418,4,1:54.0,,Defensive rebound by A. Iguodala,109,116
419,4,1:40.0,,Turnover by D. Green (3 sec),109,116
420,4,1:40.0,Toronto full timeout,,109,116
421,4,1:32.0,D. DeRozan misses 2-pt layup from 2 ft (block by K. Durant),,109,116
422,4,1:30.0,,Defensive rebound by D. Green,109,116
423,4,1:16.0,,K. Durant misses 2-pt jump shot from 18 ft,109,116
424,4,1:15.0,,Offensive rebound by A. Iguodala,109,116
425,4,0:59.0,,K. Durant misses 2-pt jump shot from 12 ft,109,116
426,4,0:59.0,Defensive rebound by D. DeRozan,,109,116
427,4,0:52.0,D. DeRozan misses 2-pt jump shot from 7 ft,,109,116
428,4,0:52.0,,Defensive rebound by K. Durant,109,116
429,4,0:45.0,,Personal foul by P. Patterson (drawn by S. Curry),109,116
430,4,0:45.0,,S. Curry makes free throw 1 of 2,109,117
431,4,0:45.0,,S. Curry makes free throw 2 of 2,109,118
432,4,0:41.0,K. Lowry misses 3-pt jump shot from 28 ft,,109,118
433,4,0:40.0,,Defensive rebound by A. Iguodala,109,118
434,4,0:37.0,,Personal take foul by D. DeRozan (drawn by K. Durant),109,118
435,4,0:37.0,,K. Durant misses free throw 1 of 2,109,118
436,4,0:37.0,,Offensive rebound by Team,109,118
437,4,0:37.0,,K. Durant makes free throw 2 of 2,109,119
438,4,0:33.0,Shooting foul by K. Thompson (drawn by D. DeRozan),,109,119
439,4,0:33.0,D. DeRozan makes free throw 1 of 2,,110,119
440,4,0:33.0,D. DeRozan makes free throw 2 of 2,,111,119
441,4,0:14.0,,S. Curry makes 2-pt layup from 2 ft,111,121
442,4,0:05.0,D. Carroll misses 2-pt jump shot from 6 ft,,111,121
443,4,0:03.0,Offensive rebound by D. Carroll,,111,121
444,4,0:02.0,D. Carroll misses 2-pt layup from 2 ft (block by K. Durant),,111,121
445,4,0:01.0,Offensive rebound by D. Carroll,,111,121
