,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CHICAGO_ACTION,LA LAKERS_SCORE,CHICAGO_SCORE
48,1,6:29.0,,Shooting foul by B. Ingram (drawn by D. Wade),7,11
49,1,6:29.0,,D. Wade misses free throw 1 of 2,7,11
50,1,6:29.0,,Offensive rebound by Team,7,11
51,1,6:29.0,J. Clarkson enters the game for B. Ingram,,7,11
52,1,6:29.0,,D. Wade makes free throw 2 of 2,7,12
53,1,6:16.0,J. Calderón makes 2-pt jump shot from 19 ft,,9,12
54,1,5:56.0,,T. Gibson misses 2-pt jump shot from 19 ft,9,12
55,1,5:56.0,,Offensive rebound by Team,9,12
56,1,5:56.0,Loose ball foul by T. Mozgov (drawn by R. Lopez),,9,12
57,1,5:56.0,T. Black enters the game for T. Mozgov,,9,12
58,1,5:48.0,,D. Wade makes 2-pt jump shot from 13 ft (assist by T. Gibson),9,14
59,1,5:43.0,Turnover by J. Calderón (back court),,9,14
60,1,5:25.0,,T. Gibson makes 2-pt hook shot from 6 ft (assist by D. Wade),9,16
61,1,5:11.0,Shooting foul by T. Gibson (drawn by J. Randle),,9,16
62,1,5:11.0,J. Randle misses free throw 1 of 2,,9,16
63,1,5:11.0,Offensive rebound by Team,,9,16
64,1,5:11.0,,N. Mirotić enters the game for T. Gibson,9,16
65,1,5:11.0,,I. Canaan enters the game for D. Wade,9,16
66,1,5:11.0,J. Randle makes free throw 2 of 2,,10,16
67,1,5:00.0,,N. Mirotić makes 2-pt layup from 3 ft (assist by R. Rondo),10,18
68,1,4:47.0,J. Clarkson misses 2-pt jump shot from 5 ft,,10,18
69,1,4:45.0,Offensive rebound by J. Randle,,10,18
70,1,4:45.0,J. Randle misses 2-pt layup from 2 ft,,10,18
71,1,4:45.0,Offensive rebound by J. Randle,,10,18
72,1,4:43.0,J. Randle makes 2-pt layup from 2 ft,,12,18
73,1,4:17.0,,R. Lopez misses 2-pt jump shot from 19 ft,12,18
74,1,4:15.0,,Offensive rebound by R. Rondo,12,18
75,1,4:12.0,,J. Butler makes 2-pt layup from 2 ft (assist by R. Rondo),12,20
76,1,3:58.0,J. Clarkson misses 2-pt layup from 3 ft (block by R. Lopez),,12,20
77,1,3:56.0,,Defensive rebound by N. Mirotić,12,20
78,1,3:49.0,,I. Canaan misses 3-pt jump shot from 25 ft,12,20
79,1,3:47.0,Defensive rebound by L. Deng,,12,20
80,1,3:38.0,Turnover by L. Deng (bad pass; steal by J. Butler),,12,20
81,1,3:38.0,,Personal foul by T. Black (drawn by J. Butler),12,20
82,1,3:38.0,,J. Butler makes free throw 1 of 2,12,21
83,1,3:38.0,,D. Valentine enters the game for R. Rondo,12,21
84,1,3:38.0,L. Williams enters the game for J. Calderón,,12,21
85,1,3:38.0,L. Nance enters the game for J. Randle,,12,21
86,1,3:38.0,,J. Butler makes free throw 2 of 2,12,22
87,1,3:22.0,Turnover by L. Nance (bad pass; steal by D. Valentine),,12,22
88,1,3:04.0,,N. Mirotić misses 2-pt jump shot from 20 ft,12,22
89,1,3:04.0,,Offensive rebound by N. Mirotić,12,22
90,1,3:04.0,,N. Mirotić misses 2-pt jump shot from 20 ft (block by T. Black),12,22
91,1,3:04.0,,Offensive rebound by Team,12,22
92,1,3:04.0,,Chicago full timeout,12,22
93,1,3:04.0,B. Ingram enters the game for L. Deng,,12,22
94,1,3:00.0,,R. Lopez misses 2-pt jump shot from 18 ft,12,22
95,1,2:59.0,Defensive rebound by B. Ingram,,12,22
96,1,2:40.0,J. Clarkson misses 2-pt jump shot from 14 ft,,12,22
97,1,2:39.0,,Defensive rebound by R. Lopez,12,22
98,1,2:27.0,,N. Mirotić misses 3-pt jump shot from 25 ft,12,22
99,1,2:26.0,Defensive rebound by L. Williams,,12,22
100,1,2:19.0,L. Williams makes 2-pt jump shot from 11 ft (assist by J. Clarkson),,14,22
101,1,1:58.0,,D. Valentine misses 2-pt jump shot from 17 ft,14,22
102,1,1:57.0,,Offensive rebound by R. Lopez,14,22
103,1,1:54.0,,Shooting foul by T. Black (drawn by J. Butler),14,22
104,1,1:54.0,,J. Butler makes free throw 1 of 2,14,23
105,1,1:54.0,,J. Butler makes free throw 2 of 2,14,24
106,1,1:32.0,B. Ingram misses 2-pt jump shot from 19 ft,,14,24
107,1,1:31.0,Offensive rebound by T. Black,,14,24
108,1,1:27.0,Turnover by T. Black (bad pass; steal by D. Valentine),,14,24
109,1,1:24.0,,R. Lopez makes 2-pt dunk at rim (assist by D. Valentine),14,26
110,1,1:09.0,J. Clarkson misses 2-pt jump shot from 16 ft,,14,26
111,1,1:07.0,,Defensive rebound by N. Mirotić,14,26
112,1,0:51.0,,D. Valentine misses 3-pt jump shot from 24 ft,14,26
113,1,0:50.0,Defensive rebound by J. Clarkson,,14,26
114,1,0:43.0,Turnover by J. Clarkson (bad pass; steal by J. Butler),,14,26
115,1,0:40.0,,I. Canaan makes 2-pt dunk at rim,14,28
116,1,0:30.0,Shooting foul by R. Lopez (drawn by T. Black),,14,28
117,1,0:30.0,T. Black misses free throw 1 of 2,,14,28
118,1,0:30.0,Offensive rebound by Team,,14,28
119,1,0:30.0,,B. Portis enters the game for R. Lopez,14,28
120,1,0:30.0,T. Black makes free throw 2 of 2,,15,28
121,1,0:21.0,,Turnover by J. Butler (bad pass; steal by L. Williams),15,28
122,1,0:18.0,J. Clarkson makes 2-pt layup from 2 ft (assist by L. Williams),,17,28
123,1,0:01.0,,J. Butler misses 2-pt jump shot from 15 ft,17,28
124,1,0:00.0,Defensive rebound by L. Nance,,17,28
125,2,11:43.0,Shooting foul by B. Portis (drawn by T. Black),,17,28
126,2,11:43.0,T. Black misses free throw 1 of 2,,17,28
127,2,11:43.0,Offensive rebound by Team,,17,28
128,2,11:43.0,T. Black makes free throw 2 of 2,,18,28
129,2,11:30.0,,B. Portis makes 2-pt dunk at rim (assist by D. Wade),18,30
130,2,11:21.0,Shooting foul by B. Portis (drawn by B. Ingram),,18,30
131,2,11:21.0,B. Ingram makes free throw 1 of 2,,19,30
132,2,11:21.0,B. Ingram makes free throw 2 of 2,,20,30
133,2,11:11.0,,Turnover by I. Canaan (bad pass; steal by B. Ingram),20,30
134,2,11:04.0,J. Clarkson makes 2-pt layup from 1 ft (assist by B. Ingram),,22,30
135,2,10:47.0,,D. Wade misses 2-pt jump shot from 18 ft,22,30
136,2,10:46.0,,Offensive rebound by B. Portis,22,30
137,2,10:32.0,,D. Wade misses 3-pt jump shot from 25 ft,22,30
138,2,10:31.0,,Offensive rebound by B. Portis,22,30
139,2,10:30.0,,Shooting foul by T. Black (drawn by B. Portis),22,30
140,2,10:30.0,,B. Portis makes free throw 1 of 2,22,31
141,2,10:30.0,,B. Portis misses free throw 2 of 2,22,31
142,2,10:30.0,T. Robinson enters the game for T. Black,,22,31
143,2,10:27.0,Defensive rebound by L. Nance,,22,31
144,2,10:17.0,L. Williams misses 3-pt jump shot from 25 ft,,22,31
145,2,10:13.0,Offensive rebound by T. Robinson,,22,31
146,2,10:07.0,L. Williams misses 2-pt layup from 3 ft,,22,31
147,2,10:06.0,Offensive rebound by L. Nance,,22,31
148,2,10:06.0,Shooting foul by D. Valentine (drawn by L. Nance),,22,31
149,2,10:06.0,L. Nance makes 2-pt layup from 2 ft,,24,31
150,2,10:06.0,L. Nance misses free throw 1 of 1,,24,31
151,2,10:06.0,,T. Gibson enters the game for N. Mirotić,24,31
152,2,10:03.0,Offensive rebound by T. Robinson,,24,31
153,2,9:55.0,Shooting foul by D. Valentine (drawn by L. Williams),,24,31
154,2,9:55.0,L. Williams makes free throw 1 of 2,,25,31
155,2,9:55.0,,R. Rondo enters the game for D. Valentine,25,31
156,2,9:55.0,L. Williams makes free throw 2 of 2,,26,31
157,2,9:39.0,,D. Wade makes 2-pt layup from 2 ft,26,33
158,2,9:16.0,L. Nance makes 2-pt jump shot from 22 ft (assist by T. Robinson),,28,33
159,2,8:59.0,,D. Wade misses 2-pt jump shot from 15 ft,28,33
160,2,8:57.0,Defensive rebound by L. Williams,,28,33
161,2,8:46.0,Turnover by B. Ingram (back court),,28,33
162,2,8:46.0,,Chicago full timeout,28,33
163,2,8:25.0,,D. Wade misses 2-pt jump shot from 18 ft,28,33
164,2,8:23.0,Defensive rebound by T. Robinson,,28,33
165,2,8:12.0,Personal foul by D. Wade (drawn by B. Ingram),,28,33
166,2,8:12.0,B. Ingram makes free throw 1 of 2,,29,33
167,2,8:12.0,B. Ingram makes free throw 2 of 2,,30,33
168,2,7:56.0,,Turnover by D. Wade (bad pass; steal by T. Robinson),30,33
169,2,7:52.0,Turnover by J. Clarkson (lost ball; steal by D. Wade),,30,33
170,2,7:50.0,,Personal foul by L. Nance (drawn by T. Gibson),30,33
171,2,7:43.0,,D. Wade makes 2-pt layup from 3 ft,30,35
172,2,7:36.0,J. Clarkson makes 2-pt layup from 3 ft (assist by L. Williams),,32,35
173,2,7:24.0,,I. Canaan misses 2-pt jump shot from 20 ft,32,35
174,2,7:22.0,,Offensive rebound by B. Portis,32,35
175,2,7:19.0,Violation by L. Williams (kicked ball),,32,35
176,2,7:19.0,,J. Butler enters the game for I. Canaan,32,35
177,2,7:14.0,,Shooting foul by L. Nance (drawn by T. Gibson),32,35
178,2,7:14.0,,T. Gibson misses free throw 1 of 2,32,35
179,2,7:14.0,,Offensive rebound by Team,32,35
180,2,7:14.0,,T. Gibson misses free throw 2 of 2,32,35
181,2,7:14.0,J. Randle enters the game for T. Robinson,,32,35
182,2,7:12.0,Defensive rebound by L. Nance,,32,35
183,2,6:57.0,L. Williams makes 2-pt jump shot from 20 ft (assist by B. Ingram),,34,35
184,2,6:43.0,,D. Wade misses 2-pt jump shot from 20 ft,34,35
185,2,6:40.0,,Offensive rebound by B. Portis,34,35
186,2,6:40.0,,B. Portis misses 2-pt layup from 2 ft,34,35
187,2,6:37.0,Defensive rebound by J. Clarkson,,34,35
188,2,6:25.0,L. Williams misses 3-pt jump shot from 23 ft,,34,35
189,2,6:24.0,,Defensive rebound by D. Wade,34,35
190,2,6:22.0,,J. Butler makes 2-pt jump shot from 5 ft (assist by D. Wade),34,37
191,2,6:22.0,,Shooting foul by J. Clarkson (drawn by J. Butler),34,37
192,2,6:22.0,LA Lakers full timeout,,34,37
193,2,6:22.0,L. Deng enters the game for J. Clarkson,,34,37
194,2,6:22.0,,J. Butler makes free throw 1 of 1,34,38
195,2,6:01.0,Turnover by L. Deng (traveling),,34,38
196,2,5:46.0,,D. Wade makes 2-pt layup from 2 ft,34,40
197,2,5:32.0,B. Ingram misses 2-pt jump shot from 21 ft,,34,40
198,2,5:30.0,Offensive rebound by L. Nance,,34,40
199,2,5:30.0,L. Nance makes 2-pt layup from 2 ft,,36,40
200,2,5:12.0,,Turnover by R. Rondo (bad pass),36,40
201,2,5:12.0,,R. Lopez enters the game for B. Portis,36,40
202,2,5:12.0,T. Mozgov enters the game for L. Nance,,36,40
203,2,4:58.0,B. Ingram misses 2-pt layup from 4 ft (block by R. Lopez),,36,40
204,2,4:57.0,,Defensive rebound by R. Rondo,36,40
205,2,4:52.0,,J. Butler misses 2-pt layup from 2 ft (block by L. Williams),36,40
206,2,4:49.0,Defensive rebound by L. Williams,,36,40
207,2,4:46.0,J. Randle misses 2-pt layup from 3 ft,,36,40
208,2,4:45.0,,Defensive rebound by T. Gibson,36,40
209,2,4:38.0,,J. Butler misses 3-pt jump shot from 24 ft,36,40
210,2,4:37.0,Defensive rebound by T. Mozgov,,36,40
211,2,4:27.0,L. Williams misses 2-pt jump shot from 7 ft,,36,40
212,2,4:25.0,Offensive rebound by J. Randle,,36,40
213,2,4:24.0,J. Randle misses 2-pt layup from 2 ft (block by T. Gibson),,36,40
214,2,4:22.0,Offensive rebound by J. Randle,,36,40
215,2,4:19.0,L. Williams misses 2-pt jump shot from 8 ft,,36,40
216,2,4:17.0,,Defensive rebound by R. Lopez,36,40
217,2,4:16.0,,I. Canaan enters the game for D. Wade,36,40
218,2,4:06.0,,R. Rondo makes 2-pt jump shot from 19 ft (assist by J. Butler),36,42
219,2,3:46.0,L. Deng makes 2-pt layup from 2 ft,,38,42
220,2,3:46.0,Shooting foul by R. Lopez (drawn by L. Deng),,38,42
221,2,3:46.0,J. Clarkson enters the game for L. Williams,,38,42
222,2,3:46.0,L. Deng makes free throw 1 of 1,,39,42
223,2,3:34.0,,R. Rondo makes 2-pt jump shot from 18 ft,39,44
224,2,3:19.0,B. Ingram misses 2-pt layup from 2 ft (block by R. Lopez),,39,44
225,2,3:19.0,Offensive rebound by Team,,39,44
226,2,3:11.0,Turnover by T. Mozgov (bad pass; steal by R. Rondo),,39,44
227,2,3:04.0,,I. Canaan misses 3-pt jump shot from 27 ft,39,44
228,2,3:03.0,Defensive rebound by J. Clarkson,,39,44
229,2,2:54.0,J. Clarkson makes 2-pt layup from 1 ft,,41,44
230,2,2:36.0,,R. Lopez misses 2-pt hook shot from 2 ft,41,44
231,2,2:35.0,Defensive rebound by J. Randle,,41,44
232,2,2:30.0,Turnover by J. Randle (offensive foul),,41,44
233,2,2:30.0,,Offensive charge foul by J. Randle (drawn by T. Gibson),41,44
234,2,2:30.0,,Chicago full timeout,41,44
235,2,2:13.0,,J. Butler misses 2-pt jump shot from 21 ft,41,44
236,2,2:13.0,Defensive rebound by L. Deng,,41,44
237,2,1:57.0,T. Mozgov makes 2-pt jump shot from 21 ft (assist by J. Randle),,43,44
238,2,1:38.0,,I. Canaan misses 3-pt jump shot from 24 ft,43,44
239,2,1:37.0,,Offensive rebound by T. Gibson,43,44
240,2,1:36.0,,T. Gibson makes 2-pt layup from 2 ft,43,46
241,2,1:17.0,J. Randle misses 2-pt layup from 2 ft,,43,46
242,2,1:16.0,,Defensive rebound by R. Rondo,43,46
243,2,1:10.0,,R. Rondo misses 2-pt layup from 2 ft,43,46
244,2,1:09.0,,Offensive rebound by J. Butler,43,46
245,2,0:58.0,,J. Butler misses 2-pt layup from 3 ft,43,46
246,2,0:57.0,Defensive rebound by J. Randle,,43,46
247,2,0:46.0,B. Ingram makes 2-pt layup from 2 ft,,45,46
248,2,0:46.0,Shooting foul by R. Lopez (drawn by B. Ingram),,45,46
249,2,0:46.0,B. Ingram misses free throw 1 of 1,,45,46
250,2,0:46.0,,N. Mirotić enters the game for R. Lopez,45,46
251,2,0:46.0,L. Williams enters the game for T. Mozgov,,45,46
252,2,0:45.0,Offensive rebound by J. Randle,,45,46
253,2,0:39.0,Turnover by J. Randle (lost ball; steal by N. Mirotić),,45,46
254,2,0:27.0,,Shooting foul by B. Ingram (drawn by T. Gibson),45,46
255,2,0:27.0,,T. Gibson makes free throw 1 of 2,45,47
256,2,0:27.0,,T. Gibson misses free throw 2 of 2,45,47
257,2,0:26.0,Defensive rebound by L. Deng,,45,47
258,2,0:05.0,Shooting foul by T. Gibson (drawn by L. Williams),,45,47
259,2,0:05.0,L. Williams makes free throw 1 of 2,,46,47
260,2,0:05.0,,Chicago full timeout,46,47
261,2,0:05.0,L. Williams makes free throw 2 of 2,,47,47
262,2,0:00.0,,J. Butler misses 2-pt jump shot from 23 ft,47,47
263,2,0:00.0,,Offensive rebound by Team,47,47
264,3,11:43.0,J. Calderón makes 2-pt jump shot from 20 ft (assist by T. Mozgov),,49,47
265,3,11:27.0,,R. Rondo makes 3-pt jump shot from 24 ft (assist by D. Wade),49,50
266,3,11:06.0,J. Calderón makes 2-pt layup from 2 ft,,51,50
267,3,11:06.0,Shooting foul by R. Rondo (drawn by J. Calderón),,51,50
268,3,11:06.0,J. Calderón makes free throw 1 of 1,,52,50
269,3,10:47.0,,R. Lopez makes 2-pt jump shot from 10 ft,52,52
270,3,10:33.0,Offensive foul by T. Mozgov (drawn by R. Rondo),,52,52
271,3,10:33.0,Turnover by T. Mozgov (offensive foul),,52,52
272,3,10:13.0,,R. Lopez misses 2-pt jump shot from 21 ft,52,52
273,3,10:12.0,Defensive rebound by B. Ingram,,52,52
274,3,10:00.0,J. Calderón misses 2-pt jump shot from 5 ft (block by R. Lopez),,52,52
275,3,10:00.0,Offensive rebound by Team,,52,52
276,3,9:54.0,Turnover by T. Mozgov (bad pass),,52,52
277,3,9:37.0,,T. Gibson misses 2-pt jump shot from 8 ft,52,52
278,3,9:36.0,Defensive rebound by B. Ingram,,52,52
279,3,9:31.0,L. Deng misses 2-pt layup from 3 ft,,52,52
280,3,9:30.0,,Defensive rebound by T. Gibson,52,52
281,3,9:27.0,,Turnover by T. Gibson (lost ball; steal by J. Randle),52,52
282,3,9:23.0,J. Randle misses 2-pt jump shot from 3 ft,,52,52
283,3,9:21.0,Offensive rebound by J. Randle,,52,52
284,3,9:21.0,J. Randle misses 2-pt layup from 2 ft (block by T. Gibson),,52,52
285,3,9:19.0,,Defensive rebound by T. Gibson,52,52
286,3,9:14.0,,R. Lopez makes 2-pt layup from 3 ft (assist by R. Rondo),52,54
287,3,8:53.0,B. Ingram misses 3-pt jump shot from 26 ft,,52,54
288,3,8:51.0,Offensive rebound by J. Randle,,52,54
289,3,8:37.0,T. Mozgov misses 2-pt layup from 2 ft (block by R. Lopez),,52,54
290,3,8:36.0,,Defensive rebound by T. Gibson,52,54
291,3,8:25.0,,R. Rondo makes 3-pt jump shot from 25 ft (assist by D. Wade),52,57
292,3,8:25.0,LA Lakers full timeout,,52,57
293,3,8:06.0,B. Ingram misses 2-pt jump shot from 22 ft,,52,57
294,3,8:05.0,,Defensive rebound by R. Rondo,52,57
295,3,7:53.0,,R. Lopez misses 2-pt jump shot from 18 ft,52,57
296,3,7:52.0,Defensive rebound by L. Deng,,52,57
297,3,7:44.0,Shooting foul by T. Gibson (drawn by L. Deng),,52,57
298,3,7:44.0,L. Deng makes free throw 1 of 2,,53,57
299,3,7:44.0,L. Deng misses free throw 2 of 2,,53,57
300,3,7:43.0,Offensive rebound by L. Deng,,53,57
301,3,7:43.0,Shooting foul by J. Butler (drawn by L. Deng),,53,57
302,3,7:43.0,L. Deng misses free throw 1 of 2,,53,57
303,3,7:43.0,Offensive rebound by Team,,53,57
304,3,7:43.0,L. Deng makes free throw 2 of 2,,54,57
305,3,7:30.0,,Shooting foul by J. Randle (drawn by J. Butler),54,57
306,3,7:30.0,,J. Butler makes free throw 1 of 2,54,58
307,3,7:30.0,,J. Butler makes free throw 2 of 2,54,59
308,3,7:18.0,Shooting foul by D. Wade (drawn by J. Randle),,54,59
309,3,7:18.0,J. Randle makes free throw 1 of 2,,55,59
310,3,7:18.0,J. Randle makes free throw 2 of 2,,56,59
311,3,7:08.0,,R. Rondo misses 2-pt jump shot from 22 ft,56,59
312,3,7:06.0,Defensive rebound by J. Randle,,56,59
313,3,6:47.0,B. Ingram misses 2-pt jump shot from 21 ft,,56,59
314,3,6:46.0,,Defensive rebound by D. Wade,56,59
315,3,6:31.0,,D. Wade misses 2-pt jump shot from 18 ft,56,59
316,3,6:30.0,Defensive rebound by L. Deng,,56,59
317,3,6:22.0,L. Deng misses 3-pt jump shot from 26 ft,,56,59
318,3,6:20.0,,Defensive rebound by T. Gibson,56,59
319,3,6:12.0,J. Clarkson enters the game for B. Ingram,,56,59
320,3,6:09.0,,Turnover by J. Butler (bad pass; steal by J. Randle),56,59
321,3,6:08.0,Turnover by J. Randle (bad pass; steal by T. Gibson),,56,59
322,3,6:02.0,,Shooting foul by T. Mozgov (drawn by J. Butler),56,59
323,3,6:02.0,,J. Butler makes free throw 1 of 2,56,60
324,3,6:02.0,,I. Canaan enters the game for D. Wade,56,60
325,3,6:02.0,,J. Butler makes free throw 2 of 2,56,61
326,3,5:45.0,T. Mozgov misses 2-pt hook shot from 3 ft,,56,61
327,3,5:44.0,,Defensive rebound by R. Rondo,56,61
328,3,5:34.0,,Turnover by J. Butler (bad pass; steal by L. Deng),56,61
329,3,5:31.0,Turnover by L. Deng (bad pass; steal by I. Canaan),,56,61
330,3,5:28.0,,I. Canaan misses 3-pt jump shot from 24 ft,56,61
331,3,5:28.0,Defensive rebound by Team,,56,61
332,3,5:28.0,,Loose ball foul by T. Gibson (drawn by J. Randle),56,61
333,3,5:28.0,J. Randle misses free throw 1 of 2,,56,61
334,3,5:28.0,Offensive rebound by Team,,56,61
335,3,5:28.0,T. Black enters the game for T. Mozgov,,56,61
336,3,5:28.0,J. Randle makes free throw 2 of 2,,57,61
337,3,5:09.0,,I. Canaan misses 2-pt jump shot from 17 ft,57,61
338,3,5:08.0,Defensive rebound by J. Randle,,57,61
339,3,4:58.0,J. Randle misses 2-pt layup from 3 ft,,57,61
340,3,4:57.0,Offensive rebound by J. Randle,,57,61
341,3,4:57.0,J. Randle misses 2-pt layup from 1 ft,,57,61
342,3,4:57.0,,Defensive rebound by R. Rondo,57,61
343,3,4:49.0,,R. Rondo makes 2-pt layup from 2 ft,57,63
344,3,4:29.0,J. Clarkson misses 2-pt jump shot from 20 ft,,57,63
345,3,4:28.0,,Defensive rebound by J. Butler,57,63
346,3,4:16.0,,T. Gibson misses 2-pt jump shot from 12 ft,57,63
347,3,4:15.0,Defensive rebound by L. Deng,,57,63
348,3,4:03.0,Turnover by J. Calderón (lost ball; steal by T. Gibson),,57,63
349,3,3:57.0,,R. Rondo misses 2-pt layup from 2 ft,57,63
350,3,3:56.0,,Offensive rebound by I. Canaan,57,63
351,3,3:51.0,Offensive charge foul by J. Butler (drawn by L. Deng),,57,63
352,3,3:51.0,,Turnover by J. Butler (offensive foul),57,63
353,3,3:51.0,,N. Mirotić enters the game for T. Gibson,57,63
354,3,3:51.0,,J. Grant enters the game for R. Rondo,57,63
355,3,3:51.0,L. Nance enters the game for J. Randle,,57,63
356,3,3:51.0,L. Williams enters the game for J. Calderón,,57,63
357,3,3:34.0,L. Deng misses 2-pt jump shot from 12 ft,,57,63
358,3,3:34.0,,Defensive rebound by J. Butler,57,63
359,3,3:34.0,,Personal foul by T. Black (drawn by J. Butler),57,63
360,3,3:22.0,,N. Mirotić makes 2-pt layup from 3 ft (assist by J. Butler),57,65
361,3,3:03.0,J. Clarkson makes 2-pt jump shot from 5 ft,,59,65
362,3,2:46.0,,Personal foul by L. Deng (drawn by J. Butler),59,65
363,3,2:46.0,,Chicago full timeout,59,65
364,3,2:46.0,B. Ingram enters the game for L. Deng,,59,65
365,3,2:42.0,,J. Grant misses 3-pt jump shot from 24 ft,59,65
366,3,2:41.0,Defensive rebound by L. Nance,,59,65
367,3,2:25.0,T. Black makes 2-pt dunk at rim (assist by L. Williams),,61,65
368,3,2:02.0,,Shooting foul by B. Ingram (drawn by J. Butler),61,65
369,3,2:02.0,,J. Butler makes free throw 1 of 2,61,66
370,3,2:02.0,,J. Butler makes free throw 2 of 2,61,67
371,3,1:45.0,L. Williams makes 3-pt jump shot from 26 ft (assist by B. Ingram),,64,67
372,3,1:21.0,,N. Mirotić misses 3-pt jump shot from 25 ft,64,67
373,3,1:20.0,Defensive rebound by L. Williams,,64,67
374,3,1:15.0,T. Black makes 2-pt layup from 2 ft (assist by L. Williams),,66,67
375,3,1:06.0,,Personal foul by T. Black (drawn by R. Lopez),66,67
376,3,1:06.0,,R. Lopez makes free throw 1 of 2,66,68
377,3,1:06.0,T. Robinson enters the game for T. Black,,66,68
378,3,1:06.0,,D. Wade enters the game for I. Canaan,66,68
379,3,1:06.0,,R. Lopez makes free throw 2 of 2,66,69
380,3,0:55.0,Shooting foul by J. Butler (drawn by L. Williams),,66,69
381,3,0:55.0,L. Williams makes free throw 1 of 2,,67,69
382,3,0:55.0,L. Williams makes free throw 2 of 2,,68,69
383,3,0:38.0,,J. Grant makes 2-pt layup from 2 ft (assist by N. Mirotić),68,71
384,3,0:30.0,L. Williams misses 2-pt jump shot from 15 ft,,68,71
385,3,0:29.0,,Defensive rebound by N. Mirotić,68,71
386,3,0:22.0,,Shooting foul by L. Nance (drawn by D. Wade),68,71
387,3,0:22.0,,D. Wade makes free throw 1 of 2,68,72
388,3,0:22.0,,I. Canaan enters the game for J. Butler,68,72
389,3,0:22.0,,B. Portis enters the game for R. Lopez,68,72
390,3,0:22.0,,D. Wade makes free throw 2 of 2,68,73
391,3,0:01.0,Shooting foul by J. Grant (drawn by L. Williams),,68,73
392,3,0:01.0,L. Williams makes free throw 1 of 3,,69,73
393,3,0:01.0,L. Williams makes free throw 2 of 3,,70,73
