,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CLEVELAND_ACTION,SACRAMENTO_SCORE,CLEVELAND_SCORE
343,4,9:05.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by L. James),87,90
344,4,8:56.0,Sacramento full timeout,,87,90
345,4,8:50.0,Turnover by T. Lawson (bad pass; steal by L. James),,87,90
346,4,8:50.0,,Personal foul by M. Richardson (drawn by L. James),87,90
347,4,8:50.0,,L. James makes free throw 1 of 2,87,91
348,4,8:50.0,D. Cousins enters the game for A. Tolliver,,87,91
349,4,8:50.0,,L. James makes free throw 2 of 2,87,92
350,4,8:24.0,Turnover by M. Richardson (bad pass; steal by K. Felder),,87,92
351,4,8:18.0,,L. James makes 2-pt dunk at rim (assist by K. Felder),87,94
352,4,8:13.0,Sacramento full timeout,,87,94
353,4,8:13.0,G. Temple enters the game for M. Barnes,,87,94
354,4,8:13.0,A. Afflalo enters the game for M. Richardson,,87,94
355,4,8:01.0,D. Cousins misses 3-pt jump shot from 26 ft,,87,94
356,4,8:01.0,,Defensive rebound by L. James,87,94
357,4,7:44.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by L. James),87,97
358,4,7:31.0,D. Collison enters the game for T. Lawson,,87,97
359,4,7:20.0,D. Cousins makes 2-pt jump shot from 14 ft (assist by D. Collison),,89,97
360,4,7:05.0,,C. Frye misses 3-pt jump shot from 25 ft,89,97
361,4,7:04.0,Defensive rebound by D. Collison,,89,97
362,4,6:58.0,Turnover by D. Collison (bad pass; steal by K. Felder),,89,97
363,4,6:55.0,,Turnover by K. Felder (lost ball),89,97
364,4,6:33.0,D. Cousins misses 2-pt layup from 1 ft (block by L. James),,89,97
365,4,6:33.0,,Defensive rebound by J. Jones,89,97
366,4,6:26.0,,J. Jones misses 3-pt jump shot from 25 ft,89,97
367,4,6:26.0,Defensive rebound by W. Cauley-Stein,,89,97
368,4,6:15.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by G. Temple),,92,97
369,4,5:56.0,,Turnover by L. James (bad pass; steal by D. Cousins),92,97
370,4,5:46.0,D. Collison makes 2-pt layup from 1 ft (assist by D. Cousins),,94,97
371,4,5:46.0,,Cleveland full timeout,94,97
372,4,5:46.0,,T. Thompson enters the game for J. Jones,94,97
373,4,5:46.0,,K. Irving enters the game for C. Frye,94,97
374,4,5:46.0,,K. Love enters the game for K. Felder,94,97
375,4,5:30.0,,Shooting foul by G. Temple (drawn by T. Thompson),94,97
376,4,5:30.0,,T. Thompson misses free throw 1 of 2,94,97
377,4,5:30.0,,Offensive rebound by Team,94,97
378,4,5:30.0,,T. Thompson misses free throw 2 of 2,94,97
379,4,5:29.0,Defensive rebound by D. Cousins,,94,97
380,4,5:13.0,Shooting foul by K. Love (drawn by D. Cousins),,94,97
381,4,5:13.0,D. Cousins makes free throw 1 of 2,,95,97
382,4,5:13.0,D. Cousins makes free throw 2 of 2,,96,97
383,4,4:46.0,,L. James misses 3-pt jump shot from 22 ft,96,97
384,4,4:46.0,,Offensive rebound by T. Thompson,96,97
385,4,4:34.0,,K. Korver misses 3-pt jump shot from 24 ft,96,97
386,4,4:33.0,Defensive rebound by W. Cauley-Stein,,96,97
387,4,4:08.0,D. Cousins makes 2-pt jump shot from 16 ft (assist by D. Collison),,98,97
388,4,3:49.0,,K. Love misses 3-pt jump shot from 25 ft,98,97
389,4,3:49.0,,Offensive rebound by K. Korver,98,97
