,QUARTER,TIME_REMAINING,MIAMI_ACTION,LA CLIPPERS_ACTION,MIAMI_SCORE,LA CLIPPERS_SCORE
55,1,4:49.0,,Defensive rebound by R. Felton,10,18
56,1,4:41.0,,J. Redick misses 2-pt jump shot from 17 ft (block by T. Johnson),10,18
57,1,4:38.0,Defensive rebound by T. Johnson,,10,18
58,1,4:25.0,T. Johnson misses 3-pt jump shot from 26 ft,,10,18
59,1,4:25.0,,Defensive rebound by D. Jordan,10,18
60,1,4:18.0,,L. Mbah a Moute misses 2-pt layup from 2 ft (block by J. Johnson),10,18
61,1,4:18.0,,Offensive rebound by Team,10,18
62,1,4:18.0,W. Reed enters the game for H. Whiteside,,10,18
63,1,4:06.0,,Turnover by J. Crawford (bad pass),10,18
64,1,3:55.0,D. Waiters makes 2-pt layup from 2 ft,,12,18
65,1,3:41.0,,J. Crawford misses 2-pt jump shot from 5 ft,12,18
66,1,3:39.0,Defensive rebound by W. Reed,,12,18
67,1,3:27.0,G. Dragić misses 2-pt jump shot from 5 ft,,12,18
68,1,3:25.0,,Defensive rebound by D. Jordan,12,18
69,1,3:18.0,,Shooting foul by W. Reed (drawn by D. Jordan),12,18
70,1,3:18.0,,D. Jordan misses free throw 1 of 2,12,18
71,1,3:18.0,,Offensive rebound by Team,12,18
72,1,3:18.0,,D. Jordan misses free throw 2 of 2,12,18
73,1,3:18.0,,W. Johnson enters the game for J. Redick,12,18
74,1,3:16.0,Defensive rebound by T. Johnson,,12,18
75,1,3:13.0,Miami full timeout,,12,18
76,1,3:03.0,D. Waiters makes 3-pt jump shot from 27 ft (assist by G. Dragić),,15,18
77,1,2:40.0,,L. Mbah a Moute misses 3-pt jump shot from 26 ft,15,18
78,1,2:39.0,Defensive rebound by T. Johnson,,15,18
79,1,2:27.0,J. Johnson misses 3-pt jump shot from 26 ft,,15,18
80,1,2:26.0,,Defensive rebound by D. Jordan,15,18
81,1,2:14.0,,J. Crawford misses 2-pt jump shot from 18 ft,15,18
82,1,2:11.0,Defensive rebound by J. Johnson,,15,18
83,1,1:54.0,,C. Paul enters the game for R. Felton,15,18
84,1,1:54.0,R. McGruder enters the game for G. Dragić,,15,18
85,1,1:50.0,W. Reed makes 2-pt jump shot from 16 ft,,17,18
86,1,1:30.0,,W. Johnson misses 3-pt jump shot from 25 ft,17,18
87,1,1:30.0,Defensive rebound by Team,,17,18
88,1,1:30.0,,Loose ball foul by D. Jordan (drawn by W. Reed),17,18
89,1,1:30.0,,M. Speights enters the game for D. Jordan,17,18
90,1,1:19.0,D. Waiters misses 2-pt jump shot from 18 ft,,17,18
91,1,1:16.0,,Defensive rebound by C. Paul,17,18
92,1,0:59.0,,M. Speights makes 2-pt dunk at rim (assist by C. Paul),17,20
93,1,0:36.0,Shooting foul by M. Speights (drawn by J. Johnson),,17,20
94,1,0:36.0,J. Johnson makes free throw 1 of 2,,18,20
95,1,0:36.0,,B. Bass enters the game for L. Mbah a Moute,18,20
96,1,0:36.0,J. Johnson makes free throw 2 of 2,,19,20
97,1,0:33.0,,Offensive foul by M. Speights (drawn by T. Johnson),19,20
98,1,0:33.0,,Turnover by M. Speights (offensive foul),19,20
99,1,0:22.0,J. Johnson misses 2-pt jump shot from 16 ft,,19,20
100,1,0:21.0,,Defensive rebound by W. Johnson,19,20
101,1,0:03.0,,B. Bass misses 2-pt jump shot from 10 ft,19,20
102,1,0:01.0,Defensive rebound by D. Waiters,,19,20
103,2,11:47.0,,M. Speights misses 3-pt jump shot from 22 ft,19,20
104,2,11:46.0,Defensive rebound by R. McGruder,,19,20
105,2,11:38.0,Shooting foul by C. Paul (drawn by D. Waiters),,19,20
106,2,11:38.0,D. Waiters makes free throw 1 of 2,,20,20
107,2,11:38.0,D. Waiters makes free throw 2 of 2,,21,20
108,2,11:35.0,,Turnover by W. Johnson (bad pass; steal by R. McGruder),21,20
109,2,11:30.0,D. Waiters misses 3-pt jump shot from 28 ft,,21,20
110,2,11:29.0,Offensive rebound by R. McGruder,,21,20
111,2,11:29.0,R. McGruder misses 2-pt layup from 1 ft,,21,20
112,2,11:26.0,,Defensive rebound by B. Bass,21,20
113,2,11:22.0,,J. Crawford misses 3-pt jump shot from 26 ft,21,20
114,2,11:21.0,,Offensive rebound by W. Johnson,21,20
115,2,11:11.0,,W. Johnson misses 2-pt layup from 1 ft (block by W. Reed),21,20
116,2,11:09.0,Defensive rebound by W. Reed,,21,20
117,2,11:02.0,T. Johnson misses 2-pt jump shot from 7 ft,,21,20
118,2,11:00.0,,Defensive rebound by M. Speights,21,20
119,2,10:48.0,,W. Johnson misses 2-pt layup from 1 ft,21,20
120,2,10:47.0,Defensive rebound by W. Reed,,21,20
121,2,10:45.0,Turnover by D. Waiters (lost ball; steal by W. Johnson),,21,20
122,2,10:43.0,,Shooting foul by W. Reed (drawn by W. Johnson),21,20
123,2,10:43.0,,W. Johnson makes free throw 1 of 2,21,21
124,2,10:43.0,,W. Johnson misses free throw 2 of 2,21,21
125,2,10:42.0,Defensive rebound by J. Johnson,,21,21
126,2,10:28.0,W. Reed misses 2-pt jump shot from 7 ft,,21,21
127,2,10:25.0,,Defensive rebound by W. Johnson,21,21
128,2,10:16.0,,M. Speights makes 2-pt jump shot from 8 ft (assist by C. Paul),21,23
129,2,9:58.0,J. Johnson misses 2-pt jump shot from 16 ft,,21,23
130,2,9:56.0,,Defensive rebound by C. Paul,21,23
131,2,9:43.0,,Personal foul by T. Johnson (drawn by B. Bass),21,23
132,2,9:37.0,,B. Bass misses 2-pt jump shot from 14 ft,21,23
133,2,9:36.0,Defensive rebound by D. Waiters,,21,23
134,2,9:29.0,Shooting block foul by M. Speights (drawn by D. Waiters),,21,23
135,2,9:29.0,D. Waiters misses free throw 1 of 2,,21,23
136,2,9:29.0,Offensive rebound by Team,,21,23
137,2,9:29.0,D. Waiters makes free throw 2 of 2,,22,23
138,2,9:15.0,,Personal foul by J. Johnson (drawn by J. Crawford),22,23
139,2,9:15.0,G. Dragić enters the game for T. Johnson,,22,23
140,2,9:01.0,,C. Paul makes 3-pt jump shot from 26 ft (assist by M. Speights),22,26
141,2,8:48.0,Turnover by J. Johnson (bad pass; steal by C. Paul),,22,26
142,2,8:44.0,,B. Bass makes 2-pt layup from 3 ft (assist by C. Paul),22,28
143,2,8:43.0,Miami full timeout,,22,28
144,2,8:43.0,,J. Redick enters the game for W. Johnson,22,28
145,2,8:43.0,H. Whiteside enters the game for W. Reed,,22,28
146,2,8:26.0,Turnover by G. Dragić (bad pass; steal by B. Bass),,22,28
147,2,8:21.0,,B. Bass makes 2-pt dunk at rim (assist by J. Crawford),22,30
148,2,7:58.0,D. Waiters misses 2-pt layup from 2 ft (block by M. Speights),,22,30
149,2,7:58.0,Offensive rebound by H. Whiteside,,22,30
150,2,7:58.0,H. Whiteside makes 2-pt layup from 2 ft,,24,30
151,2,7:58.0,Shooting foul by B. Bass (drawn by H. Whiteside),,24,30
152,2,7:58.0,H. Whiteside misses free throw 1 of 1,,24,30
153,2,7:58.0,,D. Jordan enters the game for M. Speights,24,30
154,2,7:56.0,,Defensive rebound by J. Redick,24,30
155,2,7:42.0,,J. Crawford misses 2-pt jump shot from 17 ft,24,30
156,2,7:40.0,,Offensive rebound by B. Bass,24,30
157,2,7:40.0,,B. Bass makes 2-pt dunk at rim,24,32
158,2,7:21.0,H. Whiteside misses 2-pt hook shot from 7 ft,,24,32
159,2,7:18.0,,Defensive rebound by D. Jordan,24,32
160,2,7:10.0,,C. Paul makes 2-pt jump shot from 16 ft,24,34
161,2,6:53.0,Turnover by G. Dragić (bad pass),,24,34
162,2,6:53.0,,R. Felton enters the game for C. Paul,24,34
163,2,6:43.0,,Personal foul by D. Waiters (drawn by J. Crawford),24,34
164,2,6:37.0,,J. Crawford misses 2-pt jump shot from 13 ft,24,34
165,2,6:36.0,Defensive rebound by H. Whiteside,,24,34
166,2,6:28.0,H. Whiteside makes 2-pt layup from 2 ft (assist by J. Johnson),,26,34
167,2,6:28.0,Shooting foul by J. Redick (drawn by H. Whiteside),,26,34
168,2,6:28.0,,LA Clippers full timeout,26,34
169,2,6:28.0,D. Williams enters the game for J. Johnson,,26,34
170,2,6:28.0,T. Johnson enters the game for R. McGruder,,26,34
171,2,6:28.0,H. Whiteside makes free throw 1 of 1,,27,34
172,2,6:14.0,,J. Redick misses 3-pt jump shot from 25 ft,27,34
173,2,6:13.0,Defensive rebound by D. Williams,,27,34
174,2,5:55.0,T. Johnson misses 2-pt jump shot from 19 ft,,27,34
175,2,5:54.0,,Defensive rebound by J. Redick,27,34
176,2,5:40.0,,B. Bass misses 2-pt jump shot from 16 ft,27,34
177,2,5:40.0,,Offensive rebound by Team,27,34
178,2,5:40.0,Loose ball foul by H. Whiteside (drawn by D. Jordan),,27,34
179,2,5:40.0,,D. Jordan misses free throw 1 of 2,27,34
180,2,5:40.0,,Offensive rebound by Team,27,34
181,2,5:40.0,,D. Jordan misses free throw 2 of 2,27,34
182,2,5:35.0,Defensive rebound by H. Whiteside,,27,34
183,2,5:19.0,H. Whiteside makes 2-pt hook shot from 4 ft,,29,34
184,2,5:06.0,,R. Felton makes 2-pt jump shot from 18 ft,29,36
185,2,4:57.0,Shooting foul by R. Felton (drawn by G. Dragić),,29,36
186,2,4:57.0,G. Dragić makes free throw 1 of 2,,30,36
187,2,4:57.0,,L. Mbah a Moute enters the game for B. Bass,30,36
188,2,4:57.0,G. Dragić makes free throw 2 of 2,,31,36
189,2,4:42.0,,J. Crawford misses 2-pt jump shot from 17 ft,31,36
190,2,4:41.0,Defensive rebound by D. Williams,,31,36
191,2,4:32.0,T. Johnson misses 2-pt jump shot from 6 ft,,31,36
192,2,4:30.0,Offensive rebound by H. Whiteside,,31,36
193,2,4:29.0,Turnover by H. Whiteside (traveling),,31,36
194,2,4:19.0,,J. Redick makes 2-pt jump shot from 22 ft (assist by R. Felton),31,38
195,2,4:09.0,Turnover by G. Dragić (lost ball; steal by R. Felton),,31,38
196,2,4:06.0,,R. Felton makes 2-pt layup from 3 ft,31,40
197,2,3:46.0,D. Waiters misses 2-pt layup from 2 ft,,31,40
198,2,3:45.0,,Defensive rebound by D. Jordan,31,40
199,2,3:39.0,,J. Crawford makes 2-pt jump shot from 8 ft,31,42
200,2,3:33.0,Miami full timeout,,31,42
201,2,3:33.0,,C. Paul enters the game for J. Crawford,31,42
202,2,3:33.0,J. Johnson enters the game for D. Williams,,31,42
203,2,3:28.0,Personal foul by J. Redick (drawn by T. Johnson),,31,42
204,2,3:28.0,T. Johnson misses free throw 1 of 2,,31,42
205,2,3:28.0,Offensive rebound by Team,,31,42
206,2,3:28.0,R. McGruder enters the game for D. Waiters,,31,42
207,2,3:28.0,T. Johnson makes free throw 2 of 2,,32,42
208,2,3:21.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by C. Paul),32,45
209,2,2:57.0,R. McGruder misses 3-pt jump shot from 27 ft,,32,45
210,2,2:55.0,,Defensive rebound by R. Felton,32,45
211,2,2:49.0,,D. Jordan makes 2-pt dunk at rim (assist by R. Felton),32,47
212,2,2:27.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by R. McGruder),,35,47
213,2,2:11.0,,J. Redick makes 2-pt jump shot from 18 ft (assist by C. Paul),35,49
214,2,1:53.0,T. Johnson makes 2-pt jump shot from 12 ft,,37,49
215,2,1:43.0,,L. Mbah a Moute misses 2-pt jump shot from 20 ft,37,49
216,2,1:41.0,Defensive rebound by T. Johnson,,37,49
217,2,1:25.0,H. Whiteside misses 2-pt layup from 2 ft,,37,49
218,2,1:25.0,,Defensive rebound by D. Jordan,37,49
219,2,1:25.0,,LA Clippers full timeout,37,49
220,2,1:07.0,,C. Paul makes 2-pt jump shot from 19 ft (assist by R. Felton),37,51
221,2,0:54.0,J. Johnson misses 2-pt jump shot from 4 ft,,37,51
222,2,0:50.0,,Defensive rebound by D. Jordan,37,51
223,2,0:49.0,,Shooting foul by J. Johnson (drawn by J. Redick),37,51
224,2,0:49.0,,J. Redick misses free throw 1 of 2,37,51
225,2,0:49.0,,Offensive rebound by Team,37,51
226,2,0:49.0,W. Reed enters the game for H. Whiteside,,37,51
227,2,0:49.0,,J. Redick makes free throw 2 of 2,37,52
228,2,0:28.0,J. Johnson makes 2-pt jump shot from 16 ft,,39,52
229,2,0:08.0,,J. Redick misses 3-pt jump shot from 26 ft,39,52
230,2,0:06.0,Defensive rebound by W. Reed,,39,52
231,2,0:01.0,J. Johnson misses 3-pt jump shot from 28 ft,,39,52
232,2,0:00.0,Offensive rebound by Team,,39,52
233,3,11:42.0,,L. Mbah a Moute makes 2-pt layup from 2 ft (assist by C. Paul),39,54
234,3,11:26.0,Offensive foul by D. Williams (drawn by J. Redick),,39,54
235,3,11:26.0,Turnover by D. Williams (offensive foul),,39,54
236,3,11:09.0,,Shooting foul by H. Whiteside (drawn by D. Jordan),39,54
237,3,11:09.0,,D. Jordan makes free throw 1 of 2,39,55
238,3,11:09.0,,D. Jordan makes free throw 2 of 2,39,56
239,3,10:46.0,R. McGruder misses 3-pt jump shot from 26 ft,,39,56
240,3,10:45.0,Offensive rebound by G. Dragić,,39,56
241,3,10:44.0,G. Dragić makes 2-pt jump shot from 13 ft,,41,56
242,3,10:30.0,,C. Paul misses 2-pt jump shot from 10 ft,41,56
243,3,10:27.0,,Offensive rebound by D. Jordan,41,56
244,3,10:27.0,,D. Jordan misses 2-pt dunk from 1 ft,41,56
245,3,10:23.0,,Offensive rebound by C. Paul,41,56
246,3,10:23.0,,C. Paul makes 2-pt jump shot from 18 ft,41,58
247,3,10:03.0,H. Whiteside makes 2-pt jump shot from 12 ft,,43,58
248,3,9:47.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by C. Paul),43,61
249,3,9:29.0,G. Dragić misses 2-pt jump shot from 18 ft,,43,61
250,3,9:29.0,Offensive rebound by Team,,43,61
251,3,9:25.0,G. Dragić misses 2-pt layup from 2 ft,,43,61
252,3,9:19.0,,Defensive rebound by D. Jordan,43,61
253,3,9:17.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by R. Felton),43,64
254,3,9:17.0,Miami full timeout,,43,64
255,3,9:17.0,Technical foul by G. Dragić,,43,64
256,3,9:17.0,T. Johnson enters the game for R. McGruder,,43,64
257,3,9:17.0,J. Johnson enters the game for D. Williams,,43,64
258,3,9:17.0,,C. Paul makes technical free throw,43,65
259,3,9:01.0,Def 3 sec tech foul by L. Mbah a Moute,,43,65
260,3,9:01.0,Def 3 sec tech foul by Team,,43,65
261,3,9:01.0,,C. Paul makes technical free throw,43,66
262,3,9:01.0,G. Dragić makes technical free throw,,44,66
263,3,8:57.0,Personal foul by C. Paul (drawn by T. Johnson),,44,66
264,3,8:51.0,H. Whiteside makes 2-pt dunk at rim (assist by J. Johnson),,46,66
265,3,8:35.0,,Personal foul by T. Johnson (drawn by C. Paul),46,66
266,3,8:27.0,,Shooting foul by T. Johnson (drawn by D. Jordan),46,66
267,3,8:27.0,,D. Jordan misses free throw 1 of 2,46,66
268,3,8:27.0,,Offensive rebound by Team,46,66
269,3,8:27.0,,D. Jordan makes free throw 2 of 2,46,67
270,3,8:19.0,T. Johnson misses 2-pt jump shot from 21 ft,,46,67
271,3,8:17.0,,Defensive rebound by D. Jordan,46,67
272,3,7:55.0,,C. Paul misses 3-pt jump shot from 26 ft,46,67
273,3,7:54.0,Defensive rebound by G. Dragić,,46,67
274,3,7:40.0,W. Ellington misses 3-pt jump shot from 23 ft,,46,67
275,3,7:39.0,,Defensive rebound by R. Felton,46,67
276,3,7:22.0,,D. Jordan misses 2-pt layup from 3 ft (block by H. Whiteside),46,67
277,3,7:20.0,Defensive rebound by T. Johnson,,46,67
278,3,7:15.0,G. Dragić makes 3-pt jump shot from 24 ft (assist by J. Johnson),,49,67
279,3,6:57.0,,J. Redick misses 2-pt jump shot from 10 ft,49,67
280,3,6:55.0,Defensive rebound by G. Dragić,,49,67
281,3,6:49.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by G. Dragić),,52,67
282,3,6:26.0,,L. Mbah a Moute makes 2-pt jump shot from 20 ft (assist by C. Paul),52,69
283,3,6:01.0,H. Whiteside misses 2-pt jump shot from 8 ft (block by L. Mbah a Moute),,52,69
284,3,6:00.0,Offensive rebound by H. Whiteside,,52,69
285,3,6:00.0,Turnover by H. Whiteside (lost ball),,52,69
286,3,5:52.0,,L. Mbah a Moute misses 3-pt jump shot from 26 ft,52,69
287,3,5:51.0,,Offensive rebound by R. Felton,52,69
288,3,5:44.0,,R. Felton misses 3-pt jump shot from 28 ft,52,69
289,3,5:42.0,,Offensive rebound by J. Redick,52,69
290,3,5:39.0,,J. Redick misses 2-pt jump shot from 15 ft,52,69
291,3,5:37.0,Defensive rebound by J. Johnson,,52,69
292,3,5:30.0,T. Johnson misses 3-pt jump shot from 27 ft,,52,69
293,3,5:29.0,,Defensive rebound by D. Jordan,52,69
294,3,5:28.0,,LA Clippers full timeout,52,69
295,3,5:28.0,,J. Crawford enters the game for C. Paul,52,69
296,3,5:28.0,W. Reed enters the game for H. Whiteside,,52,69
297,3,5:17.0,,J. Redick misses 2-pt jump shot from 21 ft,52,69
298,3,5:16.0,Defensive rebound by W. Reed,,52,69
299,3,4:55.0,W. Reed misses 2-pt jump shot from 10 ft,,52,69
300,3,4:51.0,,Defensive rebound by D. Jordan,52,69
301,3,4:43.0,,R. Felton misses 2-pt layup from 4 ft,52,69
302,3,4:41.0,Defensive rebound by W. Reed,,52,69
303,3,4:33.0,G. Dragić misses 2-pt jump shot from 15 ft,,52,69
304,3,4:33.0,Offensive rebound by W. Reed,,52,69
305,3,4:31.0,W. Reed misses 2-pt layup from 1 ft,,52,69
306,3,4:30.0,Offensive rebound by W. Reed,,52,69
307,3,4:30.0,W. Reed makes 2-pt layup from 2 ft,,54,69
308,3,4:18.0,,Turnover by R. Felton (bad pass; steal by T. Johnson),54,69
309,3,4:17.0,Shooting foul by R. Felton (drawn by T. Johnson),,54,69
310,3,4:17.0,T. Johnson makes free throw 1 of 2,,55,69
311,3,4:17.0,D. Waiters enters the game for W. Ellington,,55,69
312,3,4:17.0,T. Johnson makes free throw 2 of 2,,56,69
313,3,4:12.0,,Personal foul by J. Johnson (drawn by L. Mbah a Moute),56,69
314,3,3:55.0,,Turnover by D. Jordan (3 sec),56,69
315,3,3:43.0,D. Waiters misses 2-pt jump shot from 21 ft,,56,69
316,3,3:42.0,,Defensive rebound by R. Felton,56,69
317,3,3:24.0,,J. Crawford misses 2-pt jump shot from 22 ft,56,69
318,3,3:23.0,Defensive rebound by J. Johnson,,56,69
319,3,3:19.0,,Violation by D. Jordan (kicked ball),56,69
320,3,3:10.0,J. Johnson misses 3-pt jump shot from 23 ft,,56,69
321,3,3:09.0,,Defensive rebound by D. Jordan,56,69
322,3,3:09.0,,Flagrant foul type 1 by D. Waiters (drawn by J. Redick),56,69
323,3,3:09.0,,J. Redick makes flagrant free throw 1 of 2,56,70
324,3,3:09.0,R. McGruder enters the game for D. Waiters,,56,70
325,3,3:09.0,,J. Redick makes flagrant free throw 2 of 2,56,71
326,3,2:58.0,,Turnover by J. Crawford (lost ball; steal by G. Dragić),56,71
327,3,2:51.0,Personal foul by J. Redick (drawn by T. Johnson),,56,71
328,3,2:36.0,Turnover by T. Johnson (bad pass; steal by L. Mbah a Moute),,56,71
329,3,2:32.0,,Turnover by L. Mbah a Moute (lost ball; steal by W. Reed),56,71
330,3,2:12.0,Personal foul by J. Crawford (drawn by G. Dragić),,56,71
331,3,2:12.0,,C. Paul enters the game for R. Felton,56,71
332,3,2:12.0,,M. Speights enters the game for D. Jordan,56,71
333,3,1:59.0,W. Reed misses 2-pt jump shot from 15 ft,,56,71
334,3,1:58.0,Offensive rebound by R. McGruder,,56,71
335,3,1:57.0,Personal foul by C. Paul (drawn by R. McGruder),,56,71
336,3,1:57.0,R. McGruder makes free throw 1 of 2,,57,71
337,3,1:57.0,R. McGruder makes free throw 2 of 2,,58,71
338,3,1:46.0,,M. Speights makes 3-pt jump shot from 24 ft (assist by J. Redick),58,74
339,3,1:34.0,J. Johnson makes 3-pt jump shot from 27 ft (assist by G. Dragić),,61,74
340,3,1:21.0,,J. Redick misses 3-pt jump shot from 25 ft,61,74
341,3,1:20.0,,Offensive rebound by M. Speights,61,74
342,3,1:11.0,,C. Paul misses 2-pt jump shot from 15 ft,61,74
343,3,1:09.0,Defensive rebound by W. Reed,,61,74
344,3,1:09.0,Turnover by W. Reed (bad pass),,61,74
345,3,1:04.0,,J. Crawford misses 3-pt jump shot from 26 ft,61,74
346,3,1:03.0,Defensive rebound by W. Reed,,61,74
347,3,0:51.0,G. Dragić makes 2-pt layup from 2 ft,,63,74
348,3,0:43.0,,Personal foul by T. Johnson (drawn by C. Paul),63,74
349,3,0:43.0,,C. Paul makes free throw 1 of 2,63,75
350,3,0:43.0,,B. Bass enters the game for L. Mbah a Moute,63,75
351,3,0:43.0,W. Ellington enters the game for T. Johnson,,63,75
352,3,0:43.0,,C. Paul makes free throw 2 of 2,63,76
353,3,0:36.0,Shooting foul by M. Speights (drawn by G. Dragić),,63,76
354,3,0:36.0,G. Dragić makes free throw 1 of 2,,64,76
355,3,0:36.0,G. Dragić misses free throw 2 of 2,,64,76
356,3,0:35.0,Offensive rebound by J. Johnson,,64,76
357,3,0:26.0,G. Dragić makes 2-pt layup from 2 ft,,66,76
358,3,0:07.0,,B. Bass makes 2-pt dunk at rim (assist by C. Paul),66,78
359,3,0:04.0,Turnover by J. Johnson (lost ball; steal by B. Bass),,66,78
360,3,0:01.0,,J. Redick makes 2-pt layup from 2 ft (assist by C. Paul),66,80
361,4,11:44.0,J. Johnson makes 2-pt jump shot from 16 ft (assist by W. Ellington),,68,80
362,4,11:20.0,,Turnover by B. Bass (bad pass; steal by J. Johnson),68,80
363,4,11:14.0,W. Ellington misses 3-pt jump shot from 25 ft,,68,80
364,4,11:11.0,,Defensive rebound by J. Crawford,68,80
365,4,11:05.0,,B. Bass makes 2-pt dunk at rim (assist by C. Paul),68,82
366,4,10:49.0,T. Johnson misses 2-pt jump shot from 16 ft,,68,82
367,4,10:47.0,,Defensive rebound by C. Paul,68,82
368,4,10:44.0,,Personal foul by T. Johnson (drawn by B. Bass),68,82
369,4,10:44.0,G. Dragić enters the game for T. Johnson,,68,82
370,4,10:35.0,,M. Speights makes 3-pt jump shot from 26 ft (assist by C. Paul),68,85
371,4,10:24.0,Turnover by J. Johnson (traveling),,68,85
372,4,10:24.0,Technical foul by J. Johnson,,68,85
373,4,10:24.0,,C. Paul misses technical free throw,68,85
374,4,10:24.0,,Offensive rebound by Team,68,85
375,4,10:24.0,D. Williams enters the game for J. Johnson,,68,85
376,4,10:08.0,,C. Paul makes 2-pt jump shot from 12 ft,68,87
377,4,9:53.0,R. McGruder misses 3-pt jump shot from 24 ft,,68,87
378,4,9:52.0,,Defensive rebound by C. Paul,68,87
379,4,9:43.0,,B. Bass misses 2-pt layup from 2 ft,68,87
380,4,9:39.0,Defensive rebound by R. McGruder,,68,87
381,4,9:25.0,W. Ellington misses 2-pt jump shot from 17 ft,,68,87
382,4,9:22.0,,Defensive rebound by R. Felton,68,87
383,4,9:11.0,,M. Speights makes 2-pt layup from 3 ft (assist by C. Paul),68,89
384,4,9:00.0,Shooting foul by C. Paul (drawn by W. Ellington),,68,89
385,4,9:00.0,W. Ellington makes free throw 1 of 2,,69,89
386,4,9:00.0,,J. Redick enters the game for C. Paul,69,89
387,4,9:00.0,H. Whiteside enters the game for W. Reed,,69,89
388,4,9:00.0,W. Ellington makes free throw 2 of 2,,70,89
