,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,WASHINGTON_ACTION,NEW ORLEANS_SCORE,WASHINGTON_SCORE
38,1,6:35.0,T. Jones misses 2-pt layup from 2 ft,,6,14
39,1,6:35.0,,Defensive rebound by M. Gortat,6,14
40,1,6:28.0,,O. Porter misses 3-pt jump shot from 22 ft,6,14
41,1,6:27.0,Defensive rebound by S. Hill,,6,14
42,1,6:15.0,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),,8,14
43,1,6:02.0,,Turnover by B. Beal (bad pass),8,14
44,1,5:47.0,A. Davis misses 2-pt jump shot from 16 ft,,8,14
45,1,5:47.0,,Defensive rebound by O. Porter,8,14
46,1,5:36.0,,B. Beal misses 2-pt jump shot from 12 ft,8,14
47,1,5:34.0,Defensive rebound by Team,,8,14
48,1,5:34.0,,K. Oubre enters the game for M. Morris,8,14
49,1,5:18.0,B. Hield misses 2-pt layup from 2 ft,,8,14
50,1,5:17.0,,Defensive rebound by M. Gortat,8,14
51,1,5:08.0,,J. Wall makes 2-pt jump shot from 16 ft,8,16
52,1,4:59.0,S. Hill makes 2-pt jump shot from 15 ft,,10,16
53,1,4:42.0,,M. Gortat misses 2-pt jump shot from 5 ft (block by T. Jones),10,16
54,1,4:41.0,,Offensive rebound by J. Wall,10,16
55,1,4:37.0,,J. Wall misses 2-pt jump shot from 14 ft,10,16
56,1,4:36.0,Defensive rebound by J. Holiday,,10,16
57,1,4:33.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,12,16
58,1,4:10.0,,Shooting foul by B. Hield (drawn by B. Beal),12,16
59,1,4:10.0,,K. Oubre makes free throw 1 of 2,12,17
60,1,4:10.0,D. Cunningham enters the game for T. Jones,,12,17
61,1,4:10.0,E. Moore enters the game for B. Hield,,12,17
62,1,4:10.0,,K. Oubre makes free throw 2 of 2,12,18
63,1,3:55.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,14,18
64,1,3:33.0,,O. Porter misses 2-pt jump shot from 5 ft,14,18
65,1,3:33.0,,Offensive rebound by M. Gortat,14,18
66,1,3:32.0,,Shooting foul by S. Hill (drawn by M. Gortat),14,18
67,1,3:32.0,,M. Gortat makes free throw 1 of 2,14,19
68,1,3:32.0,,M. Gortat makes free throw 2 of 2,14,20
69,1,3:15.0,J. Holiday misses 2-pt jump shot from 8 ft,,14,20
70,1,3:14.0,,Defensive rebound by M. Gortat,14,20
71,1,3:07.0,,O. Porter misses 3-pt jump shot from 28 ft,14,20
72,1,3:06.0,Defensive rebound by D. Cunningham,,14,20
73,1,2:52.0,J. Holiday misses 2-pt jump shot from 16 ft,,14,20
74,1,2:51.0,,Defensive rebound by M. Gortat,14,20
75,1,2:44.0,,Turnover by B. Beal (lost ball),14,20
76,1,2:43.0,,Washington full timeout,14,20
77,1,2:43.0,T. Evans enters the game for J. Holiday,,14,20
78,1,2:32.0,Turnover by T. Evans (bad pass; steal by J. Wall),,14,20
79,1,2:25.0,,K. Oubre makes 3-pt jump shot from 28 ft (assist by J. Wall),14,23
80,1,2:11.0,S. Hill misses 2-pt layup from 3 ft,,14,23
81,1,2:10.0,Offensive rebound by S. Hill,,14,23
82,1,1:53.0,E. Moore makes 2-pt jump shot from 8 ft,,16,23
83,1,1:36.0,,Turnover by B. Beal (bad pass),16,23
84,1,1:35.0,,T. Burke enters the game for J. Wall,16,23
85,1,1:25.0,Shooting foul by T. Burke (drawn by E. Moore),,16,23
86,1,1:25.0,E. Moore misses free throw 1 of 2,,16,23
87,1,1:25.0,Offensive rebound by Team,,16,23
88,1,1:25.0,E. Moore misses free throw 2 of 2,,16,23
89,1,1:25.0,,J. Smith enters the game for O. Porter,16,23
90,1,1:24.0,,Defensive rebound by M. Gortat,16,23
91,1,1:10.0,,Shooting foul by A. Davis (drawn by J. Smith),16,23
92,1,1:10.0,,J. Smith makes free throw 1 of 2,16,24
93,1,1:10.0,,J. Smith misses free throw 2 of 2,16,24
94,1,1:10.0,L. Galloway enters the game for S. Hill,,16,24
95,1,1:09.0,Defensive rebound by A. Davis,,16,24
96,1,0:56.0,T. Evans misses 2-pt layup from 2 ft,,16,24
97,1,0:55.0,Offensive rebound by A. Davis,,16,24
98,1,0:54.0,A. Davis makes 2-pt layup from 3 ft,,18,24
99,1,0:38.0,,T. Burke misses 2-pt jump shot from 17 ft,18,24
100,1,0:37.0,Defensive rebound by A. Davis,,18,24
101,1,0:30.0,D. Motiejūnas enters the game for A. Davis,,18,24
102,1,0:18.0,D. Cunningham misses 2-pt jump shot from 7 ft,,18,24
103,1,0:17.0,,Defensive rebound by J. Smith,18,24
104,1,0:01.0,,T. Burke misses 3-pt jump shot from 33 ft,18,24
105,1,0:00.0,,Offensive rebound by Team,18,24
106,2,11:40.0,,M. Morris makes 2-pt jump shot from 13 ft,18,26
107,2,11:25.0,Personal foul by K. Oubre (drawn by T. Evans),,18,26
108,2,11:20.0,Personal foul by M. Morris (drawn by T. Evans),,18,26
109,2,11:14.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by D. Motiejūnas),,21,26
110,2,10:50.0,,M. Morris misses 2-pt jump shot from 13 ft,21,26
111,2,10:49.0,Defensive rebound by T. Evans,,21,26
112,2,10:39.0,E. Moore misses 2-pt jump shot from 12 ft,,21,26
113,2,10:38.0,,Defensive rebound by M. Morris,21,26
114,2,10:28.0,,J. Smith makes 2-pt layup from 2 ft (assist by T. Satoranský),21,28
115,2,10:15.0,T. Evans misses 2-pt jump shot from 6 ft,,21,28
116,2,10:14.0,Offensive rebound by T. Evans,,21,28
117,2,10:12.0,T. Evans makes 2-pt layup from 2 ft,,23,28
118,2,9:54.0,,T. Satoranský makes 2-pt layup from 2 ft,23,30
119,2,9:33.0,T. Evans makes 3-pt jump shot from 28 ft (assist by E. Moore),,26,30
120,2,9:10.0,,T. Burke makes 2-pt jump shot from 19 ft,26,32
121,2,9:00.0,D. Cunningham makes 2-pt jump shot from 4 ft (assist by D. Motiejūnas),,28,32
122,2,9:00.0,Shooting foul by T. Satoranský (drawn by D. Cunningham),,28,32
123,2,9:00.0,D. Cunningham makes free throw 1 of 1,,29,32
124,2,8:46.0,,Shooting foul by E. Moore (drawn by T. Satoranský),29,32
125,2,8:46.0,Official timeout,,29,32
126,2,8:46.0,,T. Satoranský makes free throw 1 of 2,29,33
127,2,8:46.0,,T. Satoranský makes free throw 2 of 2,29,34
128,2,8:32.0,D. Motiejūnas misses 3-pt jump shot from 25 ft,,29,34
129,2,8:31.0,,Defensive rebound by K. Oubre,29,34
130,2,8:13.0,,Turnover by M. Morris (bad pass; steal by T. Evans),29,34
131,2,8:09.0,,Violation by K. Oubre (kicked ball),29,34
132,2,8:00.0,L. Galloway misses 2-pt jump shot from 19 ft,,29,34
133,2,7:59.0,,Defensive rebound by K. Oubre,29,34
134,2,7:46.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by T. Satoranský),29,36
135,2,7:29.0,T. Evans misses 2-pt jump shot from 20 ft,,29,36
136,2,7:28.0,,Defensive rebound by J. Smith,29,36
137,2,7:22.0,,Personal foul by L. Galloway (drawn by M. Morris),29,36
138,2,7:22.0,A. Davis enters the game for D. Motiejūnas,,29,36
139,2,7:22.0,J. Holiday enters the game for E. Moore,,29,36
140,2,7:13.0,,Personal foul by T. Evans (drawn by M. Morris),29,36
141,2,7:13.0,,J. Wall enters the game for T. Burke,29,36
142,2,7:03.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by T. Satoranský),29,38
143,2,6:49.0,T. Evans makes 2-pt layup from 1 ft,,31,38
144,2,6:42.0,,K. Oubre makes 3-pt jump shot from 28 ft (assist by J. Wall),31,41
145,2,6:29.0,A. Davis misses 2-pt jump shot from 15 ft,,31,41
146,2,6:28.0,,Defensive rebound by J. Wall,31,41
147,2,6:19.0,,B. Beal enters the game for T. Satoranský,31,41
148,2,6:19.0,T. Jones enters the game for D. Cunningham,,31,41
149,2,6:19.0,,M. Gortat enters the game for J. Smith,31,41
150,2,6:08.0,,M. Gortat makes 2-pt jump shot from 16 ft (assist by J. Wall),31,43
151,2,5:57.0,Def 3 sec tech foul by M. Morris,,31,43
152,2,5:57.0,,Washington full timeout,31,43
153,2,5:57.0,A. Davis misses technical free throw,,31,43
154,2,5:57.0,Offensive rebound by Team,,31,43
155,2,5:45.0,T. Jones makes 3-pt jump shot from 26 ft (assist by T. Evans),,34,43
156,2,5:26.0,,B. Beal misses 2-pt jump shot from 21 ft,34,43
157,2,5:25.0,Defensive rebound by A. Davis,,34,43
158,2,5:12.0,J. Holiday misses 2-pt jump shot from 19 ft,,34,43
159,2,5:11.0,,Defensive rebound by M. Gortat,34,43
160,2,4:57.0,Offensive charge foul by J. Wall (drawn by A. Davis),,34,43
161,2,4:57.0,,Turnover by J. Wall (offensive foul),34,43
162,2,4:57.0,S. Hill enters the game for L. Galloway,,34,43
163,2,4:57.0,,O. Porter enters the game for K. Oubre,34,43
164,2,4:38.0,Shooting block foul by M. Morris (drawn by T. Jones),,34,43
165,2,4:38.0,T. Jones misses free throw 1 of 2,,34,43
166,2,4:38.0,Offensive rebound by Team,,34,43
167,2,4:38.0,T. Jones misses free throw 2 of 2,,34,43
168,2,4:38.0,B. Hield enters the game for T. Evans,,34,43
169,2,4:37.0,,Defensive rebound by M. Gortat,34,43
170,2,4:18.0,,B. Beal misses 3-pt jump shot from 24 ft,34,43
171,2,4:17.0,Defensive rebound by J. Holiday,,34,43
172,2,4:09.0,J. Holiday makes 2-pt layup from 1 ft,,36,43
173,2,3:49.0,,O. Porter makes 3-pt jump shot from 26 ft,36,46
174,2,3:34.0,A. Davis makes 2-pt jump shot from 14 ft (assist by S. Hill),,38,46
175,2,3:34.0,Shooting foul by M. Gortat (drawn by A. Davis),,38,46
176,2,3:34.0,A. Davis makes free throw 1 of 1,,39,46
177,2,3:25.0,,Turnover by J. Wall (bad pass; steal by S. Hill),39,46
178,2,3:18.0,T. Jones makes 2-pt dunk at rim (assist by B. Hield),,41,46
179,2,3:01.0,,O. Porter misses 2-pt jump shot from 7 ft,41,46
180,2,3:00.0,Defensive rebound by J. Holiday,,41,46
181,2,2:56.0,Shooting foul by O. Porter (drawn by J. Holiday),,41,46
182,2,2:56.0,New Orleans full timeout,,41,46
183,2,2:56.0,J. Holiday makes free throw 1 of 2,,42,46
184,2,2:56.0,J. Holiday makes free throw 2 of 2,,43,46
185,2,2:38.0,,Turnover by J. Wall (step out of bounds),43,46
186,2,2:26.0,Turnover by J. Holiday (bad pass; steal by O. Porter),,43,46
187,2,2:26.0,,Personal foul by J. Holiday (drawn by O. Porter),43,46
188,2,2:08.0,,M. Morris misses 3-pt jump shot from 27 ft,43,46
189,2,2:06.0,Defensive rebound by J. Holiday,,43,46
190,2,1:56.0,J. Holiday misses 3-pt jump shot from 27 ft,,43,46
191,2,1:55.0,,Defensive rebound by J. Wall,43,46
192,2,1:50.0,,B. Beal makes 3-pt jump shot from 28 ft (assist by J. Wall),43,49
193,2,1:31.0,B. Hield misses 2-pt jump shot from 10 ft,,43,49
194,2,1:30.0,,Defensive rebound by B. Beal,43,49
195,2,1:19.0,,J. Wall misses 2-pt layup from 2 ft,43,49
196,2,1:18.0,Defensive rebound by J. Holiday,,43,49
197,2,1:14.0,T. Evans enters the game for J. Holiday,,43,49
198,2,1:08.0,T. Evans makes 2-pt layup from 2 ft,,45,49
199,2,0:50.0,,Shooting foul by T. Evans (drawn by O. Porter),45,49
200,2,0:50.0,,O. Porter makes free throw 1 of 2,45,50
201,2,0:50.0,,O. Porter makes free throw 2 of 2,45,51
202,2,0:45.0,A. Davis makes 2-pt layup from 2 ft (assist by T. Evans),,47,51
203,2,0:35.0,,B. Beal makes 2-pt layup from 1 ft,47,53
204,2,0:11.0,B. Hield makes 2-pt layup from 1 ft,,49,53
205,2,0:01.0,,J. Wall misses 2-pt jump shot from 13 ft,49,53
206,2,0:00.0,,Offensive rebound by Team,49,53
207,3,11:44.0,,M. Morris misses 3-pt jump shot from 26 ft,49,53
208,3,11:43.0,Defensive rebound by B. Hield,,49,53
209,3,11:38.0,S. Hill makes 3-pt jump shot from 25 ft (assist by B. Hield),,52,53
210,3,11:20.0,,J. Wall makes 3-pt jump shot from 27 ft (assist by B. Beal),52,56
211,3,11:06.0,J. Holiday misses 2-pt jump shot from 14 ft,,52,56
212,3,11:05.0,,Defensive rebound by B. Beal,52,56
213,3,11:01.0,,Turnover by B. Beal (bad pass),52,56
214,3,10:48.0,T. Jones makes 2-pt jump shot from 7 ft,,54,56
215,3,10:48.0,Shooting foul by M. Morris (drawn by T. Jones),,54,56
216,3,10:48.0,T. Jones misses free throw 1 of 1,,54,56
217,3,10:47.0,,Defensive rebound by O. Porter,54,56
218,3,10:35.0,,M. Gortat misses 2-pt jump shot from 10 ft,54,56
219,3,10:34.0,Defensive rebound by T. Jones,,54,56
220,3,10:28.0,B. Hield misses 2-pt layup from 1 ft (block by M. Gortat),,54,56
221,3,10:27.0,,Defensive rebound by O. Porter,54,56
222,3,10:19.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),54,58
223,3,10:06.0,J. Holiday makes 2-pt jump shot from 7 ft (assist by A. Davis),,56,58
224,3,9:43.0,,Turnover by O. Porter (bad pass; steal by A. Davis),56,58
225,3,9:31.0,T. Jones makes 2-pt hook shot from 11 ft,,58,58
226,3,9:15.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by J. Wall),58,61
227,3,9:03.0,S. Hill misses 3-pt jump shot from 26 ft,,58,61
228,3,9:02.0,,Defensive rebound by M. Gortat,58,61
229,3,8:53.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),58,64
230,3,8:32.0,A. Davis makes 2-pt jump shot from 15 ft (assist by J. Holiday),,60,64
231,3,8:12.0,,O. Porter misses 3-pt jump shot from 24 ft,60,64
232,3,8:11.0,Defensive rebound by T. Jones,,60,64
233,3,8:03.0,S. Hill makes 2-pt layup from 2 ft (assist by J. Holiday),,62,64
234,3,7:45.0,,M. Morris misses 2-pt jump shot from 8 ft,62,64
235,3,7:45.0,Defensive rebound by Team,,62,64
236,3,7:38.0,Shooting foul by B. Beal (drawn by J. Holiday),,62,64
237,3,7:38.0,J. Holiday makes free throw 1 of 2,,63,64
238,3,7:38.0,J. Holiday misses free throw 2 of 2,,63,64
239,3,7:37.0,,Defensive rebound by O. Porter,63,64
240,3,7:22.0,,Shooting foul by S. Hill (drawn by M. Morris),63,64
241,3,7:22.0,,M. Morris makes free throw 1 of 2,63,65
242,3,7:22.0,,M. Morris makes free throw 2 of 2,63,66
243,3,7:12.0,J. Holiday misses 2-pt layup from 3 ft,,63,66
244,3,7:11.0,,Defensive rebound by O. Porter,63,66
245,3,7:07.0,,Turnover by J. Wall (lost ball),63,66
246,3,6:55.0,A. Davis makes 2-pt jump shot from 6 ft,,65,66
247,3,6:33.0,,M. Gortat misses 2-pt jump shot from 5 ft,65,66
248,3,6:32.0,Defensive rebound by A. Davis,,65,66
249,3,6:22.0,B. Hield makes 2-pt jump shot from 10 ft,,67,66
250,3,6:21.0,,Washington full timeout,67,66
251,3,6:09.0,,M. Morris misses 3-pt jump shot from 24 ft,67,66
252,3,6:08.0,Defensive rebound by S. Hill,,67,66
253,3,6:02.0,B. Hield misses 3-pt jump shot from 27 ft,,67,66
254,3,6:01.0,,Defensive rebound by M. Morris,67,66
255,3,5:56.0,,Shooting foul by B. Hield (drawn by J. Wall),67,66
256,3,5:56.0,,J. Wall misses free throw 1 of 2,67,66
257,3,5:56.0,,Offensive rebound by Team,67,66
258,3,5:56.0,,J. Wall misses free throw 2 of 2,67,66
259,3,5:55.0,Defensive rebound by A. Davis,,67,66
260,3,5:38.0,A. Davis makes 2-pt jump shot from 14 ft,,69,66
261,3,5:21.0,,J. Wall misses 3-pt jump shot from 26 ft,69,66
262,3,5:20.0,Defensive rebound by B. Hield,,69,66
263,3,5:09.0,Turnover by B. Hield (bad pass; steal by J. Wall),,69,66
264,3,5:05.0,,J. Wall makes 2-pt dunk at rim,69,68
265,3,4:47.0,Turnover by S. Hill (bad pass; steal by B. Beal),,69,68
266,3,4:40.0,,J. Wall misses 2-pt layup at rim (block by S. Hill),69,68
267,3,4:39.0,,Offensive rebound by M. Gortat,69,68
268,3,4:39.0,,M. Gortat makes 2-pt layup from 2 ft,69,70
269,3,4:39.0,New Orleans full timeout,,69,70
270,3,4:39.0,,K. Oubre enters the game for M. Morris,69,70
271,3,4:39.0,E. Moore enters the game for B. Hield,,69,70
272,3,4:23.0,J. Holiday makes 2-pt layup from 2 ft,,71,70
273,3,4:04.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),71,72
274,3,3:50.0,Personal foul by K. Oubre (drawn by J. Holiday),,71,72
275,3,3:50.0,T. Evans enters the game for T. Jones,,71,72
276,3,3:43.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,73,72
277,3,3:23.0,,B. Beal misses 3-pt jump shot from 24 ft,73,72
278,3,3:22.0,Defensive rebound by S. Hill,,73,72
279,3,3:16.0,Shooting foul by M. Gortat (drawn by T. Evans),,73,72
280,3,3:16.0,T. Evans misses free throw 1 of 2,,73,72
281,3,3:16.0,Offensive rebound by Team,,73,72
282,3,3:16.0,T. Evans makes free throw 2 of 2,,74,72
283,3,3:01.0,,J. Wall misses 3-pt jump shot from 27 ft,74,72
284,3,3:00.0,Defensive rebound by A. Davis,,74,72
285,3,2:43.0,T. Evans misses 2-pt jump shot from 18 ft,,74,72
286,3,2:42.0,Offensive rebound by J. Holiday,,74,72
287,3,2:39.0,J. Holiday makes 2-pt jump shot from 14 ft,,76,72
288,3,2:19.0,,K. Oubre misses 3-pt jump shot from 26 ft,76,72
289,3,2:18.0,,Offensive rebound by O. Porter,76,72
290,3,2:15.0,,O. Porter makes 2-pt layup from 3 ft,76,74
291,3,2:02.0,Turnover by T. Evans (bad pass; steal by J. Wall),,76,74
292,3,1:58.0,,J. Wall makes 2-pt dunk at rim,76,76
293,3,1:38.0,A. Davis makes 2-pt jump shot from 16 ft (assist by J. Holiday),,78,76
294,3,1:20.0,,Shooting foul by J. Holiday (drawn by J. Wall),78,76
295,3,1:20.0,,J. Wall makes free throw 1 of 2,78,77
296,3,1:20.0,T. Jones enters the game for A. Davis,,78,77
297,3,1:20.0,,T. Satoranský enters the game for B. Beal,78,77
298,3,1:20.0,,J. Smith enters the game for M. Gortat,78,77
299,3,1:20.0,,J. Wall makes free throw 2 of 2,78,78
300,3,1:05.0,T. Jones misses 2-pt jump shot from 5 ft,,78,78
301,3,1:05.0,Offensive rebound by Team,,78,78
302,3,1:01.0,Shooting foul by J. Smith (drawn by T. Jones),,78,78
303,3,1:01.0,T. Jones misses free throw 1 of 2,,78,78
304,3,1:01.0,Offensive rebound by Team,,78,78
305,3,1:01.0,D. Cunningham enters the game for S. Hill,,78,78
306,3,1:01.0,T. Jones makes free throw 2 of 2,,79,78
307,3,0:50.0,,Shooting foul by D. Cunningham (drawn by J. Wall),79,78
308,3,0:50.0,,J. Wall makes free throw 1 of 2,79,79
309,3,0:50.0,B. Hield enters the game for J. Holiday,,79,79
310,3,0:50.0,,J. Wall makes free throw 2 of 2,79,80
311,3,0:34.0,T. Jones makes 2-pt jump shot from 8 ft,,81,80
312,3,0:27.0,,O. Porter misses 3-pt jump shot from 26 ft,81,80
313,3,0:27.0,Defensive rebound by Team,,81,80
314,3,0:26.0,,Loose ball foul by J. Smith (drawn by T. Jones),81,80
315,3,0:26.0,T. Jones makes free throw 1 of 2,,82,80
316,3,0:26.0,T. Jones makes free throw 2 of 2,,83,80
317,3,0:04.0,,J. Wall misses 2-pt jump shot from 9 ft,83,80
318,3,0:03.0,Defensive rebound by T. Jones,,83,80
319,3,0:01.0,T. Jones misses 3-pt jump shot from 37 ft,,83,80
320,3,0:00.0,Offensive rebound by Team,,83,80
321,4,11:38.0,B. Hield misses 2-pt jump shot from 5 ft (block by T. Satoranský),,83,80
322,4,11:36.0,,Defensive rebound by J. Smith,83,80
323,4,11:19.0,,M. Morris misses 2-pt jump shot from 4 ft,83,80
324,4,11:18.0,,Offensive rebound by J. Smith,83,80
325,4,11:16.0,,J. Smith makes 2-pt layup from 1 ft,83,82
326,4,10:58.0,B. Hield misses 3-pt jump shot from 28 ft,,83,82
327,4,10:57.0,,Defensive rebound by M. Morris,83,82
328,4,10:42.0,,Turnover by K. Oubre (lost ball; steal by D. Cunningham),83,82
329,4,10:36.0,T. Evans misses 2-pt jump shot from 5 ft (block by T. Burke),,83,82
330,4,10:35.0,Offensive rebound by B. Hield,,83,82
331,4,10:32.0,T. Jones misses 2-pt jump shot from 19 ft,,83,82
332,4,10:31.0,,Defensive rebound by T. Burke,83,82
333,4,10:14.0,,T. Burke makes 2-pt jump shot from 11 ft,83,84
334,4,10:01.0,T. Evans misses 2-pt jump shot from 4 ft (block by J. Smith),,83,84
335,4,10:00.0,Offensive rebound by T. Jones,,83,84
336,4,9:59.0,Shooting foul by J. Smith (drawn by T. Jones),,83,84
337,4,9:59.0,T. Jones misses free throw 1 of 2,,83,84
338,4,9:59.0,Offensive rebound by Team,,83,84
339,4,9:59.0,T. Jones makes free throw 2 of 2,,84,84
340,4,9:52.0,,Personal foul by E. Moore (drawn by T. Burke),84,84
341,4,9:48.0,,K. Oubre makes 2-pt jump shot from 14 ft (assist by T. Burke),84,86
342,4,9:30.0,Turnover by T. Evans (traveling),,84,86
343,4,9:15.0,,M. Morris makes 2-pt layup from 2 ft,84,88
344,4,9:14.0,New Orleans full timeout,,84,88
345,4,9:14.0,A. Davis enters the game for T. Jones,,84,88
346,4,9:14.0,J. Holiday enters the game for B. Hield,,84,88
347,4,9:00.0,T. Evans misses 2-pt layup from 1 ft,,84,88
348,4,8:59.0,,Defensive rebound by J. Smith,84,88
349,4,8:38.0,,M. Morris misses 2-pt jump shot from 10 ft,84,88
350,4,8:37.0,Defensive rebound by T. Evans,,84,88
351,4,8:25.0,A. Davis misses 2-pt jump shot from 11 ft,,84,88
352,4,8:24.0,,Defensive rebound by M. Morris,84,88
353,4,8:10.0,,K. Oubre misses 3-pt jump shot from 25 ft,84,88
354,4,8:09.0,Defensive rebound by T. Evans,,84,88
355,4,8:09.0,Personal foul by T. Satoranský (drawn by T. Evans),,84,88
356,4,8:09.0,,J. Wall enters the game for T. Satoranský,84,88
357,4,8:09.0,,B. Beal enters the game for T. Burke,84,88
358,4,7:55.0,J. Holiday misses 2-pt layup from 1 ft (block by K. Oubre),,84,88
359,4,7:53.0,Offensive rebound by J. Holiday,,84,88
360,4,7:48.0,J. Holiday misses 3-pt jump shot from 26 ft,,84,88
361,4,7:47.0,,Defensive rebound by B. Beal,84,88
362,4,7:41.0,,K. Oubre misses 3-pt jump shot from 26 ft,84,88
363,4,7:40.0,Defensive rebound by A. Davis,,84,88
364,4,7:24.0,T. Evans makes 2-pt jump shot from 6 ft,,86,88
365,4,7:00.0,,B. Beal makes 2-pt jump shot from 16 ft (assist by J. Wall),86,90
366,4,6:36.0,Turnover by J. Holiday (lost ball),,86,90
367,4,6:36.0,,M. Gortat enters the game for J. Smith,86,90
368,4,6:36.0,,O. Porter enters the game for K. Oubre,86,90
369,4,6:24.0,,B. Beal misses 2-pt jump shot from 5 ft (block by E. Moore),86,90
370,4,6:21.0,Defensive rebound by J. Holiday,,86,90
371,4,6:18.0,J. Holiday misses 2-pt jump shot from 5 ft (block by J. Wall),,86,90
372,4,6:16.0,Offensive rebound by D. Cunningham,,86,90
373,4,6:14.0,D. Cunningham makes 2-pt layup at rim,,88,90
374,4,6:02.0,,M. Morris misses 2-pt jump shot from 4 ft,88,90
375,4,6:02.0,Defensive rebound by D. Cunningham,,88,90
376,4,5:52.0,T. Evans makes 3-pt jump shot from 27 ft (assist by J. Holiday),,91,90
377,4,5:50.0,,Washington full timeout,91,90
378,4,5:39.0,,M. Morris makes 2-pt dunk at rim (assist by J. Wall),91,92
379,4,5:23.0,A. Davis misses 2-pt jump shot from 16 ft,,91,92
380,4,5:22.0,,Defensive rebound by O. Porter,91,92
381,4,5:01.0,,M. Morris misses 2-pt jump shot from 6 ft (block by A. Davis),91,92
382,4,4:59.0,Defensive rebound by E. Moore,,91,92
383,4,4:54.0,T. Evans misses 2-pt jump shot from 6 ft,,91,92
384,4,4:53.0,,Defensive rebound by M. Gortat,91,92
385,4,4:47.0,,J. Wall makes 2-pt jump shot from 20 ft,91,94
386,4,4:34.0,J. Holiday misses 2-pt layup from 2 ft,,91,94
387,4,4:33.0,,Defensive rebound by M. Gortat,91,94
388,4,4:14.0,,Shooting foul by J. Holiday (drawn by M. Morris),91,94
389,4,4:14.0,,M. Morris makes free throw 1 of 2,91,95
390,4,4:14.0,,M. Morris makes free throw 2 of 2,91,96
391,4,3:59.0,Turnover by A. Davis (lost ball),,91,96
392,4,3:41.0,,B. Beal misses 3-pt jump shot from 23 ft,91,96
