,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DALLAS_ACTION,PHILADELPHIA_SCORE,DALLAS_SCORE
380,4,6:43.0,,Y. Ferrell misses 2-pt jump shot from 16 ft,76,95
381,4,6:41.0,Defensive rebound by G. Henderson,,76,95
382,4,6:32.0,N. Noel misses 2-pt jump shot from 15 ft,,76,95
383,4,6:31.0,,Defensive rebound by H. Barnes,76,95
384,4,6:22.0,,Personal block foul by E. İlyasova (drawn by S. Curry),76,95
385,4,6:22.0,,D. Powell enters the game for S. Mejri,76,95
386,4,6:22.0,C. Randle enters the game for N. Stauskas,,76,95
387,4,6:22.0,R. Holmes enters the game for N. Noel,,76,95
388,4,6:14.0,,S. Curry makes 2-pt jump shot from 10 ft,76,97
389,4,6:06.0,T. McConnell makes 2-pt layup from 2 ft,,78,97
390,4,5:48.0,,Personal foul by C. Randle (drawn by S. Curry),78,97
391,4,5:48.0,T. Luwawu-Cabarrot enters the game for E. İlyasova,,78,97
392,4,5:48.0,D. Šarić enters the game for T. McConnell,,78,97
393,4,5:40.0,,D. Powell makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),78,100
394,4,5:27.0,C. Randle makes 2-pt jump shot from 13 ft (assist by T. Luwawu-Cabarrot),,80,100
395,4,5:12.0,,Turnover by D. Powell (lost ball; steal by C. Randle),80,100
396,4,5:05.0,Turnover by C. Randle (bad pass; steal by Y. Ferrell),,80,100
397,4,4:58.0,,H. Barnes misses 3-pt jump shot from 26 ft,80,100
398,4,4:56.0,,Offensive rebound by D. Powell,80,100
399,4,4:53.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,80,100
400,4,4:52.0,Defensive rebound by D. Šarić,,80,100
401,4,4:39.0,C. Randle makes 3-pt jump shot from 24 ft,,83,100
402,4,4:31.0,,Dallas full timeout,83,100
403,4,4:31.0,,J. Anderson enters the game for H. Barnes,83,100
404,4,4:31.0,,N. Brussino enters the game for S. Curry,83,100
405,4,4:31.0,N. Stauskas enters the game for G. Henderson,,83,100
406,4,4:18.0,,D. Powell makes 2-pt layup from 3 ft (assist by Y. Ferrell),83,102
407,4,4:08.0,Shooting block foul by D. Powell (drawn by D. Šarić),,83,102
408,4,4:08.0,D. Šarić misses free throw 1 of 2,,83,102
409,4,4:08.0,Offensive rebound by Team,,83,102
410,4,4:08.0,D. Šarić misses free throw 2 of 2,,83,102
411,4,4:07.0,,Defensive rebound by J. Anderson,83,102
412,4,3:49.0,,Y. Ferrell misses 3-pt jump shot from 26 ft,83,102
413,4,3:48.0,Defensive rebound by T. Luwawu-Cabarrot,,83,102
414,4,3:40.0,T. Luwawu-Cabarrot misses 2-pt layup from 3 ft (block by D. Powell),,83,102
415,4,3:38.0,,Defensive rebound by J. Anderson,83,102
416,4,3:30.0,,J. Anderson makes 3-pt jump shot from 24 ft (assist by D. Finney-Smith),83,105
417,4,3:12.0,C. Randle makes 2-pt jump shot from 7 ft,,85,105
418,4,3:12.0,Shooting foul by Y. Ferrell (drawn by C. Randle),,85,105
419,4,3:12.0,C. Randle makes free throw 1 of 1,,86,105
420,4,2:59.0,,N. Brussino misses 2-pt jump shot from 14 ft,86,105
421,4,2:58.0,Defensive rebound by C. Randle,,86,105
422,4,2:49.0,Turnover by N. Stauskas (lost ball; steal by D. Powell),,86,105
423,4,2:41.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by D. Finney-Smith),86,105
424,4,2:41.0,,D. Finney-Smith misses free throw 1 of 2,86,105
425,4,2:41.0,,Offensive rebound by Team,86,105
426,4,2:41.0,,D. Finney-Smith makes free throw 2 of 2,86,106
427,4,2:28.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by C. Randle),,88,106
428,4,2:14.0,Violation by R. Holmes (kicked ball),,88,106
429,4,2:08.0,,Shooting foul by C. Randle (drawn by D. Powell),88,106
430,4,2:08.0,,D. Powell makes free throw 1 of 2,88,107
431,4,2:08.0,,D. Powell misses free throw 2 of 2,88,107
432,4,2:07.0,,Offensive rebound by J. Anderson,88,107
433,4,2:05.0,,Turnover by J. Anderson (bad pass; steal by D. Šarić),88,107
434,4,1:54.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by D. Šarić),,91,107
435,4,1:53.0,,Personal foul by C. Randle (drawn by Y. Ferrell),91,107
436,4,1:53.0,,Y. Ferrell makes free throw 1 of 2,91,108
437,4,1:53.0,,Y. Ferrell makes free throw 2 of 2,91,109
438,4,1:44.0,R. Holmes makes 2-pt layup at rim (assist by C. Randle),,93,109
439,4,1:21.0,,J. Anderson makes 2-pt layup from 1 ft,93,111
440,4,1:13.0,C. Randle misses 3-pt jump shot from 24 ft,,93,111
441,4,1:12.0,,Defensive rebound by J. Anderson,93,111
442,4,1:03.0,,D. Powell misses 2-pt layup at rim (block by R. Holmes),93,111
443,4,1:01.0,Defensive rebound by D. Šarić,,93,111
444,4,0:55.0,D. Šarić misses 3-pt jump shot from 24 ft,,93,111
445,4,0:54.0,,Defensive rebound by D. Powell,93,111
446,4,0:35.0,,J. Anderson misses 3-pt jump shot from 25 ft,93,111
447,4,0:34.0,,Offensive rebound by N. Brussino,93,111
448,4,0:25.0,,J. Anderson makes 2-pt jump shot from 6 ft,93,113
449,4,0:14.0,Shooting foul by D. Powell (drawn by D. Šarić),,93,113
450,4,0:14.0,D. Šarić makes free throw 1 of 2,,94,113
451,4,0:14.0,D. Šarić makes free throw 2 of 2,,95,113
