,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,HOUSTON_ACTION,BROOKLYN_SCORE,HOUSTON_SCORE
93,1,2:09.0,Offensive charge foul by E. Gordon (drawn by J. Lin),,20,27
94,1,2:09.0,,Turnover by E. Gordon (offensive foul),20,27
95,1,2:09.0,,Houston full timeout,20,27
96,1,2:09.0,,C. Brewer enters the game for T. Ariza,20,27
97,1,2:09.0,,P. Beverley enters the game for J. Harden,20,27
98,1,1:57.0,Turnover by J. Lin (bad pass; steal by E. Gordon),,20,27
99,1,1:54.0,,Turnover by E. Gordon (bad pass),20,27
100,1,1:39.0,R. Hollis-Jefferson makes 2-pt jump shot from 7 ft,,22,27
101,1,1:22.0,,P. Beverley misses 2-pt jump shot from 5 ft,22,27
102,1,1:21.0,Defensive rebound by R. Hollis-Jefferson,,22,27
103,1,1:16.0,R. Hollis-Jefferson misses 2-pt layup from 3 ft (block by S. Dekker),,22,27
104,1,1:16.0,Offensive rebound by Team,,22,27
105,1,1:02.0,J. Lin misses 3-pt jump shot from 24 ft,,22,27
106,1,1:01.0,,Defensive rebound by P. Beverley,22,27
107,1,0:54.0,,N. Hilário makes 2-pt jump shot from 19 ft (assist by P. Beverley),22,29
108,1,0:43.0,Personal foul by P. Beverley (drawn by B. Lopez),,22,29
109,1,0:37.0,J. Lin makes 2-pt layup from 2 ft,,24,29
110,1,0:27.0,,S. Dekker misses 3-pt jump shot from 26 ft,24,29
111,1,0:25.0,Defensive rebound by J. Harris,,24,29
112,1,0:03.0,J. Harris misses 3-pt jump shot from 25 ft,,24,29
113,1,0:02.0,,Defensive rebound by S. Dekker,24,29
114,1,0:00.0,,S. Dekker misses 3-pt jump shot from 50 ft,24,29
115,1,0:00.0,,Offensive rebound by Team,24,29
116,2,11:41.0,,N. Hilário makes 2-pt hook shot from 7 ft,24,31
117,2,11:30.0,Turnover by B. Lopez (lost ball; steal by N. Hilário),,24,31
118,2,11:13.0,,Turnover by N. Hilário (bad pass; steal by B. Bogdanović),24,31
119,2,11:07.0,T. Booker makes 2-pt dunk at rim (assist by B. Bogdanović),,26,31
120,2,10:52.0,,S. Dekker makes 2-pt layup from 2 ft (assist by E. Gordon),26,33
121,2,10:34.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,26,33
122,2,10:33.0,,Defensive rebound by S. Dekker,26,33
123,2,10:28.0,,E. Gordon misses 3-pt jump shot from 27 ft,26,33
124,2,10:26.0,Defensive rebound by T. Booker,,26,33
125,2,10:14.0,C. LeVert misses 3-pt jump shot from 25 ft,,26,33
126,2,10:13.0,,Defensive rebound by S. Dekker,26,33
127,2,10:02.0,,N. Hilário makes 2-pt jump shot from 18 ft (assist by P. Beverley),26,35
128,2,9:45.0,B. Lopez misses 2-pt hook shot from 8 ft,,26,35
129,2,9:43.0,,Defensive rebound by N. Hilário,26,35
130,2,9:33.0,,P. Beverley misses 2-pt layup from 4 ft,26,35
131,2,9:32.0,Defensive rebound by T. Booker,,26,35
132,2,9:26.0,Shooting block foul by C. Brewer (drawn by I. Whitehead),,26,35
133,2,9:26.0,I. Whitehead misses free throw 1 of 2,,26,35
134,2,9:26.0,Offensive rebound by Team,,26,35
135,2,9:26.0,,C. Capela enters the game for N. Hilário,26,35
136,2,9:26.0,L. Scola enters the game for B. Lopez,,26,35
137,2,9:26.0,I. Whitehead makes free throw 2 of 2,,27,35
138,2,9:10.0,,Turnover by E. Gordon (bad pass; steal by T. Booker),27,35
139,2,9:05.0,C. LeVert misses 2-pt layup from 2 ft,,27,35
140,2,9:04.0,,Defensive rebound by C. Capela,27,35
141,2,8:51.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by P. Beverley),27,38
142,2,8:35.0,L. Scola misses 2-pt jump shot from 9 ft,,27,38
143,2,8:33.0,,Defensive rebound by C. Capela,27,38
144,2,8:27.0,,P. Beverley makes 3-pt jump shot from 26 ft,27,41
145,2,8:25.0,Brooklyn full timeout,,27,41
146,2,8:25.0,S. Dinwiddie enters the game for I. Whitehead,,27,41
147,2,8:25.0,,T. Ariza enters the game for P. Beverley,27,41
148,2,8:25.0,,R. Anderson enters the game for S. Dekker,27,41
149,2,8:25.0,,J. Harden enters the game for C. Brewer,27,41
150,2,8:06.0,S. Dinwiddie misses 2-pt jump shot from 8 ft,,27,41
151,2,8:04.0,,Defensive rebound by R. Anderson,27,41
152,2,8:01.0,,Shooting foul by B. Bogdanović (drawn by C. Capela),27,41
153,2,8:01.0,,C. Capela misses free throw 1 of 2,27,41
154,2,8:01.0,,Offensive rebound by Team,27,41
155,2,8:01.0,,C. Capela misses free throw 2 of 2,27,41
156,2,7:59.0,Defensive rebound by T. Booker,,27,41
157,2,7:43.0,Shooting block foul by T. Ariza (drawn by C. LeVert),,27,41
158,2,7:43.0,C. LeVert makes free throw 1 of 2,,28,41
159,2,7:43.0,C. LeVert misses free throw 2 of 2,,28,41
160,2,7:42.0,,Defensive rebound by C. Capela,28,41
161,2,7:28.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),28,43
162,2,7:07.0,C. LeVert makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,31,43
163,2,6:58.0,,Personal foul by S. Dinwiddie (drawn by E. Gordon),31,43
164,2,6:58.0,J. Harris enters the game for B. Bogdanović,,31,43
165,2,6:58.0,S. Kilpatrick enters the game for C. LeVert,,31,43
166,2,6:45.0,,J. Harden misses 3-pt jump shot from 25 ft,31,43
167,2,6:42.0,Defensive rebound by T. Booker,,31,43
168,2,6:20.0,J. Harris misses 2-pt jump shot from 8 ft,,31,43
169,2,6:19.0,,Defensive rebound by Team,31,43
170,2,6:14.0,,Turnover by J. Harden (bad pass; steal by T. Booker),31,43
171,2,6:07.0,Turnover by S. Dinwiddie (bad pass; steal by J. Harden),,31,43
172,2,5:56.0,,R. Anderson makes 3-pt jump shot from 23 ft (assist by J. Harden),31,46
173,2,5:33.0,L. Scola misses 2-pt jump shot from 23 ft,,31,46
174,2,5:31.0,,Defensive rebound by T. Ariza,31,46
175,2,5:22.0,,R. Anderson misses 3-pt jump shot from 23 ft,31,46
176,2,5:21.0,Defensive rebound by J. Harris,,31,46
177,2,5:15.0,L. Scola makes 2-pt layup from 2 ft (assist by S. Dinwiddie),,33,46
178,2,5:02.0,,E. Gordon misses 2-pt jump shot from 18 ft (block by S. Dinwiddie),33,46
179,2,5:00.0,Defensive rebound by T. Booker,,33,46
180,2,4:56.0,Shooting foul by J. Harden (drawn by T. Booker),,33,46
181,2,4:56.0,Official timeout,,33,46
182,2,4:56.0,T. Booker makes free throw 1 of 2,,34,46
183,2,4:56.0,J. Lin enters the game for L. Scola,,33,46
184,2,4:56.0,B. Lopez enters the game for S. Dinwiddie,,33,46
185,2,4:56.0,,M. Harrell enters the game for C. Capela,33,46
186,2,4:56.0,,P. Beverley enters the game for E. Gordon,33,46
187,2,4:56.0,T. Booker misses free throw 2 of 2,,34,46
188,2,4:55.0,,Defensive rebound by M. Harrell,34,46
189,2,4:44.0,,J. Harden misses 3-pt jump shot from 27 ft,34,46
190,2,4:42.0,Defensive rebound by T. Booker,,34,46
191,2,4:30.0,B. Lopez makes 2-pt layup from 3 ft,,36,46
192,2,4:10.0,,P. Beverley misses 3-pt jump shot from 23 ft,36,46
193,2,4:08.0,Defensive rebound by S. Kilpatrick,,36,46
194,2,3:57.0,B. Lopez misses 2-pt hook shot from 10 ft,,36,46
195,2,3:56.0,,Defensive rebound by Team,36,46
196,2,3:56.0,A. Bennett enters the game for T. Booker,,36,46
197,2,3:36.0,,R. Anderson misses 3-pt jump shot from 29 ft,36,46
198,2,3:36.0,,Offensive rebound by Team,36,46
199,2,3:36.0,Loose ball foul by J. Harris (drawn by P. Beverley),,36,46
200,2,3:36.0,C. LeVert enters the game for J. Harris,,36,46
201,2,3:25.0,,J. Harden makes 2-pt jump shot from 7 ft,36,48
202,2,3:11.0,B. Lopez makes 2-pt layup from 3 ft,,38,48
203,2,2:57.0,,J. Harden misses 2-pt layup from 2 ft,38,48
204,2,2:55.0,Defensive rebound by S. Kilpatrick,,38,48
205,2,2:53.0,Personal block foul by P. Beverley (drawn by S. Kilpatrick),,38,48
206,2,2:53.0,,Houston full timeout,38,48
207,2,2:53.0,,N. Hilário enters the game for M. Harrell,38,48
208,2,2:43.0,B. Lopez misses 3-pt jump shot from 25 ft,,38,48
209,2,2:43.0,,Defensive rebound by Team,38,48
210,2,2:33.0,,Offensive foul by N. Hilário (drawn by A. Bennett),38,48
211,2,2:33.0,,Turnover by N. Hilário (offensive foul),38,48
212,2,2:25.0,S. Kilpatrick misses 2-pt jump shot from 7 ft,,38,48
213,2,2:24.0,,Defensive rebound by R. Anderson,38,48
214,2,2:01.0,,N. Hilário misses 2-pt jump shot from 23 ft,38,48
215,2,2:00.0,,Offensive rebound by R. Anderson,38,48
216,2,1:55.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by R. Anderson),38,51
217,2,1:41.0,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by J. Lin),,41,51
218,2,1:27.0,,P. Beverley misses 2-pt hook shot from 8 ft,41,51
219,2,1:26.0,Defensive rebound by J. Lin,,41,51
220,2,1:21.0,S. Kilpatrick makes 2-pt layup from 1 ft (assist by J. Lin),,43,51
221,2,0:56.0,,R. Anderson makes 2-pt jump shot from 17 ft (assist by T. Ariza),43,53
222,2,0:48.0,Turnover by S. Kilpatrick (lost ball),,43,53
223,2,0:30.0,,J. Harden misses 3-pt jump shot from 25 ft,43,53
224,2,0:27.0,,Offensive rebound by P. Beverley,43,53
225,2,0:06.0,,J. Harden misses 2-pt jump shot from 19 ft,43,53
226,2,0:05.0,Defensive rebound by J. Lin,,43,53
227,2,0:01.0,Shooting block foul by J. Harden (drawn by J. Lin),,43,53
228,2,0:01.0,J. Lin misses free throw 1 of 2,,43,53
229,2,0:01.0,Offensive rebound by Team,,43,53
230,2,0:01.0,J. Lin misses free throw 2 of 2,,43,53
231,2,0:01.0,,Defensive rebound by J. Harden,43,53
232,3,11:45.0,,P. Beverley misses 3-pt jump shot from 25 ft,43,53
233,3,11:43.0,Defensive rebound by T. Booker,,43,53
234,3,11:32.0,B. Lopez makes 2-pt hook shot from 8 ft (assist by I. Whitehead),,45,53
235,3,11:20.0,,Personal foul by I. Whitehead (drawn by P. Beverley),45,53
236,3,11:07.0,,J. Harden makes 3-pt jump shot from 23 ft,45,56
237,3,11:00.0,Shooting foul by C. Capela (drawn by B. Lopez),,45,56
238,3,11:00.0,B. Lopez makes free throw 1 of 2,,46,56
239,3,11:00.0,B. Lopez makes free throw 2 of 2,,47,56
240,3,10:48.0,,J. Harden misses 3-pt jump shot from 25 ft,47,56
241,3,10:46.0,Defensive rebound by T. Booker,,47,56
242,3,10:37.0,I. Whitehead makes 2-pt layup from 2 ft,,49,56
243,3,10:28.0,,R. Anderson makes 3-pt jump shot from 27 ft (assist by P. Beverley),49,59
244,3,10:16.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,49,59
245,3,10:14.0,,Defensive rebound by C. Capela,49,59
246,3,10:00.0,,T. Ariza misses 3-pt jump shot from 26 ft,49,59
247,3,9:59.0,,Offensive rebound by P. Beverley,49,59
248,3,9:51.0,,P. Beverley makes 2-pt jump shot from 8 ft,49,61
249,3,9:39.0,B. Lopez makes 2-pt layup from 2 ft,,51,61
250,3,9:25.0,,Shooting foul by S. Kilpatrick (drawn by J. Harden),51,61
251,3,9:25.0,,J. Harden makes free throw 1 of 2,51,62
252,3,9:25.0,,J. Harden makes free throw 2 of 2,51,63
253,3,9:11.0,S. Kilpatrick makes 2-pt layup from 3 ft (assist by I. Whitehead),,53,63
254,3,9:00.0,,J. Harden misses 3-pt jump shot from 26 ft,53,63
255,3,8:58.0,Defensive rebound by S. Kilpatrick,,53,63
256,3,8:53.0,Shooting foul by J. Harden (drawn by S. Kilpatrick),,53,63
257,3,8:53.0,S. Kilpatrick misses free throw 1 of 2,,53,63
258,3,8:53.0,Offensive rebound by Team,,53,63
259,3,8:53.0,S. Kilpatrick makes free throw 2 of 2,,54,63
260,3,8:26.0,,R. Anderson misses 2-pt jump shot from 21 ft,54,63
261,3,8:24.0,Defensive rebound by I. Whitehead,,54,63
262,3,8:21.0,I. Whitehead makes 2-pt layup from 2 ft,,56,63
263,3,8:11.0,,Turnover by J. Harden (bad pass; steal by T. Booker),56,63
264,3,8:07.0,,Offensive charge foul by T. Booker (drawn by J. Harden),56,63
265,3,8:07.0,Turnover by T. Booker (offensive foul),,56,63
266,3,7:58.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by C. Capela),56,66
267,3,7:38.0,B. Lopez makes 2-pt jump shot from 7 ft,,58,66
268,3,7:38.0,Shooting foul by C. Capela (drawn by B. Lopez),,58,66
269,3,7:38.0,,N. Hilário enters the game for C. Capela,58,66
270,3,7:38.0,B. Lopez makes free throw 1 of 1,,59,66
271,3,7:21.0,,J. Harden makes 2-pt jump shot from 8 ft,59,68
272,3,7:05.0,B. Lopez misses 2-pt jump shot from 12 ft,,59,68
273,3,7:04.0,,Defensive rebound by P. Beverley,59,68
274,3,6:56.0,,P. Beverley misses 3-pt jump shot from 25 ft,59,68
275,3,6:54.0,,Offensive rebound by R. Anderson,59,68
276,3,6:51.0,,Shooting foul by B. Bogdanović (drawn by N. Hilário),59,68
277,3,6:51.0,,N. Hilário makes free throw 1 of 2,59,69
278,3,6:51.0,A. Bennett enters the game for B. Lopez,,59,69
279,3,6:51.0,,N. Hilário makes free throw 2 of 2,59,70
280,3,6:37.0,S. Kilpatrick makes 2-pt jump shot from 8 ft (assist by I. Whitehead),,61,70
281,3,6:23.0,,T. Ariza misses 3-pt jump shot from 25 ft,61,70
282,3,6:23.0,Defensive rebound by Team,,61,70
283,3,6:14.0,Turnover by I. Whitehead (bad pass; steal by T. Ariza),,61,70
284,3,6:11.0,,T. Ariza makes 2-pt layup from 4 ft,61,72
285,3,6:11.0,,Shooting foul by I. Whitehead (drawn by T. Ariza),61,72
286,3,6:11.0,,T. Ariza misses free throw 1 of 1,61,72
287,3,6:11.0,Defensive rebound by T. Booker,,61,72
288,3,6:11.0,J. Harris enters the game for S. Kilpatrick,,61,72
289,3,6:03.0,Turnover by T. Booker (lost ball),,61,72
290,3,5:52.0,,R. Anderson makes 2-pt jump shot from 20 ft,61,74
291,3,5:37.0,T. Booker makes 2-pt hook shot from 6 ft,,63,74
292,3,5:13.0,,J. Harden misses 2-pt jump shot from 9 ft,63,74
293,3,5:12.0,,Offensive rebound by N. Hilário,63,74
294,3,5:08.0,,N. Hilário misses 2-pt hook shot from 8 ft,63,74
295,3,5:07.0,Defensive rebound by J. Harris,,63,74
296,3,5:01.0,B. Bogdanović makes 2-pt layup from 4 ft,,65,74
297,3,5:01.0,Shooting foul by N. Hilário (drawn by B. Bogdanović),,65,74
298,3,5:01.0,,Houston full timeout,65,74
299,3,5:01.0,B. Bogdanović misses free throw 1 of 1,,65,74
300,3,5:01.0,,Defensive rebound by T. Ariza,65,74
301,3,5:01.0,J. Lin enters the game for I. Whitehead,,65,74
302,3,5:01.0,,E. Gordon enters the game for P. Beverley,65,74
303,3,5:01.0,,M. Harrell enters the game for N. Hilário,65,74
304,3,4:46.0,,J. Harden misses 2-pt jump shot from 10 ft,65,74
305,3,4:45.0,Defensive rebound by J. Lin,,65,74
306,3,4:37.0,J. Harris misses 3-pt jump shot from 25 ft,,65,74
307,3,4:34.0,Offensive rebound by A. Bennett,,65,74
308,3,4:33.0,A. Bennett makes 2-pt dunk at rim,,67,74
309,3,4:17.0,,T. Ariza makes 2-pt dunk at rim,67,76
310,3,4:04.0,T. Booker makes 2-pt layup from 1 ft (assist by J. Lin),,69,76
311,3,3:53.0,,Shooting foul by J. Harris (drawn by R. Anderson),69,76
312,3,3:53.0,,R. Anderson makes free throw 1 of 2,69,77
313,3,3:53.0,,R. Anderson makes free throw 2 of 2,69,78
314,3,3:42.0,Shooting foul by T. Ariza (drawn by J. Lin),,69,78
315,3,3:42.0,J. Lin misses free throw 1 of 2,,69,78
316,3,3:42.0,Offensive rebound by Team,,69,78
317,3,3:42.0,,S. Dekker enters the game for R. Anderson,69,78
318,3,3:42.0,C. LeVert enters the game for J. Harris,,69,78
319,3,3:42.0,J. Lin makes free throw 2 of 2,,70,78
320,3,3:32.0,,S. Dekker makes 3-pt jump shot from 24 ft (assist by T. Ariza),70,81
321,3,3:23.0,R. Hollis-Jefferson enters the game for B. Bogdanović,,70,81
322,3,3:07.0,C. LeVert misses 3-pt jump shot from 29 ft,,70,81
323,3,3:07.0,Offensive rebound by Team,,70,81
324,3,3:07.0,Turnover by Team (shot clock),,70,81
325,3,2:50.0,,T. Ariza misses 2-pt jump shot from 22 ft,70,81
326,3,2:49.0,Defensive rebound by T. Booker,,70,81
327,3,2:43.0,T. Booker misses 2-pt jump shot from 7 ft (block by M. Harrell),,70,81
328,3,2:40.0,Offensive rebound by C. LeVert,,70,81
329,3,2:35.0,J. Lin misses 2-pt jump shot from 14 ft,,70,81
330,3,2:35.0,,Defensive rebound by Team,70,81
331,3,2:35.0,Loose ball foul by A. Bennett (drawn by J. Harden),,70,81
332,3,2:35.0,Brooklyn full timeout,,70,81
333,3,2:35.0,,J. Harden makes free throw 1 of 2,70,82
334,3,2:35.0,B. Lopez enters the game for T. Booker,,70,81
335,3,2:35.0,,N. Hilário enters the game for M. Harrell,70,82
336,3,2:35.0,,J. Harden makes free throw 2 of 2,70,83
337,3,2:22.0,C. LeVert makes 3-pt jump shot from 25 ft (assist by J. Lin),,73,83
338,3,2:05.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by J. Harden),73,86
339,3,1:44.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by J. Lin),,75,86
340,3,1:32.0,,E. Gordon misses 2-pt jump shot from 4 ft (block by J. Lin),75,86
341,3,1:30.0,Defensive rebound by R. Hollis-Jefferson,,75,86
342,3,1:23.0,Turnover by B. Lopez (bad pass),,75,86
343,3,1:23.0,,P. Beverley enters the game for T. Ariza,75,86
344,3,1:10.0,,N. Hilário misses 2-pt layup from 1 ft,75,86
345,3,1:09.0,Defensive rebound by A. Bennett,,75,86
346,3,1:07.0,Shooting foul by E. Gordon (drawn by R. Hollis-Jefferson),,75,86
347,3,1:07.0,R. Hollis-Jefferson makes free throw 1 of 2,,76,86
348,3,1:07.0,R. Hollis-Jefferson makes free throw 2 of 2,,77,86
349,3,0:55.0,,Turnover by E. Gordon (lost ball; steal by R. Hollis-Jefferson),77,86
350,3,0:55.0,Personal foul by E. Gordon (drawn by R. Hollis-Jefferson),,77,86
351,3,0:55.0,R. Hollis-Jefferson makes free throw 1 of 2,,78,86
352,3,0:55.0,R. Hollis-Jefferson misses free throw 2 of 2,,78,86
353,3,0:55.0,Offensive rebound by A. Bennett,,78,86
354,3,0:52.0,A. Bennett makes 2-pt layup from 2 ft,,80,86
355,3,0:43.0,,Personal foul by R. Hollis-Jefferson (drawn by N. Hilário),80,86
356,3,0:43.0,,N. Hilário makes free throw 1 of 2,80,87
357,3,0:43.0,,N. Hilário misses free throw 2 of 2,80,87
358,3,0:43.0,Defensive rebound by A. Bennett,,80,87
359,3,0:32.0,J. Lin makes 2-pt jump shot from 7 ft,,82,87
360,3,0:27.0,,J. Harden makes 3-pt jump shot from 26 ft,82,90
361,3,0:09.0,J. Lin makes 3-pt jump shot from 28 ft,,85,90
362,3,0:00.0,,E. Gordon misses 3-pt jump shot from 28 ft,85,90
363,3,0:00.0,,Offensive rebound by Team,85,90
364,4,11:47.0,A. Bennett misses 3-pt jump shot from 26 ft,,85,90
365,4,11:44.0,,Defensive rebound by C. Capela,85,90
366,4,11:26.0,,Personal foul by C. LeVert (drawn by C. Brewer),85,90
367,4,11:17.0,,C. Brewer misses 2-pt jump shot from 8 ft (block by B. Lopez),85,90
368,4,11:17.0,,Offensive rebound by Team,85,90
369,4,11:14.0,,Shooting foul by J. Lin (drawn by C. Capela),85,90
370,4,11:14.0,,C. Capela misses free throw 1 of 2,85,90
371,4,11:14.0,,Offensive rebound by Team,85,90
372,4,11:14.0,,C. Capela misses free throw 2 of 2,85,90
373,4,11:14.0,Defensive rebound by C. LeVert,,85,90
374,4,11:03.0,B. Lopez makes 2-pt layup from 2 ft,,87,90
375,4,11:03.0,Shooting foul by C. Capela (drawn by B. Lopez),,87,90
376,4,11:03.0,I. Whitehead enters the game for J. Lin,,87,90
377,4,11:03.0,,N. Hilário enters the game for C. Capela,87,90
378,4,11:03.0,B. Lopez makes free throw 1 of 1,,88,90
379,4,10:51.0,,E. Gordon makes 2-pt jump shot from 21 ft,88,92
380,4,10:42.0,Offensive foul by I. Whitehead (drawn by P. Beverley),,88,92
381,4,10:42.0,Turnover by I. Whitehead (offensive foul),,88,92
382,4,10:42.0,T. Booker enters the game for B. Lopez,,88,92
