,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,WASHINGTON_ACTION,SAN ANTONIO_SCORE,WASHINGTON_SCORE
387,4,3:41.0,L. Aldridge misses 2-pt jump shot from 6 ft,,107,90
388,4,3:40.0,,Defensive rebound by J. Wall,107,90
389,4,3:24.0,,T. Burke makes 2-pt jump shot from 11 ft,107,92
390,4,3:06.0,K. Leonard misses 2-pt jump shot from 8 ft,,107,92
391,4,3:05.0,Offensive rebound by P. Gasol,,107,92
392,4,3:02.0,P. Gasol misses 2-pt layup at rim,,107,92
393,4,3:01.0,,Defensive rebound by M. Gortat,107,92
394,4,2:54.0,,J. Wall makes 2-pt jump shot from 15 ft,107,94
395,4,2:41.0,San Antonio full timeout,,107,94
396,4,2:41.0,D. Lee enters the game for P. Gasol,,107,94
397,4,2:27.0,Turnover by K. Leonard (lost ball; steal by B. Beal),,107,94
398,4,2:19.0,,J. Wall makes 2-pt layup from 2 ft,107,96
399,4,2:03.0,L. Aldridge makes 2-pt jump shot from 17 ft (assist by T. Parker),,109,96
400,4,1:49.0,,B. Beal misses 3-pt jump shot from 24 ft,109,96
401,4,1:49.0,Defensive rebound by D. Lee,,109,96
402,4,1:39.0,Personal foul by M. Gortat (drawn by L. Aldridge),,109,96
403,4,1:30.0,Turnover by T. Parker (bad pass; steal by O. Porter),,109,96
404,4,1:29.0,,Personal foul by D. Lee (drawn by J. Wall),109,96
405,4,1:23.0,,J. Wall misses 2-pt jump shot from 21 ft,109,96
406,4,1:22.0,Defensive rebound by L. Aldridge,,109,96
407,4,1:07.0,T. Parker makes 2-pt jump shot from 6 ft,,111,96
408,4,1:07.0,,Washington full timeout,111,96
409,4,1:07.0,N. Laprovíttola enters the game for K. Leonard,,111,96
410,4,1:07.0,D. Bertāns enters the game for L. Aldridge,,111,96
411,4,1:07.0,K. Anderson enters the game for T. Parker,,111,96
412,4,1:07.0,D. Murray enters the game for D. Lee,,111,96
413,4,1:07.0,B. Forbes enters the game for J. Simmons,,111,96
414,4,1:07.0,,A. Nicholson enters the game for O. Porter,111,96
415,4,1:07.0,,S. Mac enters the game for M. Gortat,111,96
416,4,1:07.0,,T. Satoranský enters the game for B. Beal,111,96
417,4,1:07.0,,J. Smith enters the game for J. Wall,111,96
418,4,1:01.0,,T. Burke makes 2-pt jump shot from 20 ft,111,98
419,4,0:49.0,Personal foul by T. Burke (drawn by D. Murray),,111,98
420,4,0:49.0,D. Murray misses free throw 1 of 2,,111,98
421,4,0:49.0,Offensive rebound by Team,,111,98
422,4,0:49.0,D. Murray misses free throw 2 of 2,,111,98
423,4,0:48.0,,Defensive rebound by J. Smith,111,98
424,4,0:27.0,,A. Nicholson makes 2-pt dunk at rim (assist by T. Burke),111,100
425,4,0:17.0,Personal foul by A. Nicholson (drawn by K. Anderson),,111,100
426,4,0:17.0,K. Anderson misses free throw 1 of 2,,111,100
427,4,0:17.0,Offensive rebound by Team,,111,100
428,4,0:17.0,K. Anderson makes free throw 2 of 2,,112,100
429,4,0:04.0,,T. Burke misses 2-pt jump shot from 16 ft,112,100
430,4,0:03.0,Defensive rebound by B. Forbes,,112,100
