,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ATLANTA_ACTION,CHARLOTTE_SCORE,ATLANTA_SCORE
115,2,10:37.0,M. Belinelli makes 2-pt jump shot from 17 ft,,28,23
116,2,10:20.0,,D. Howard makes 2-pt dunk at rim (assist by T. Hardaway),28,25
117,2,10:06.0,F. Kaminsky misses 3-pt jump shot from 27 ft,,28,25
118,2,10:03.0,,Defensive rebound by K. Korver,28,25
119,2,9:56.0,,K. Korver misses 2-pt jump shot from 7 ft,28,25
120,2,9:54.0,Defensive rebound by R. Sessions,,28,25
121,2,9:42.0,R. Sessions makes 2-pt jump shot from 6 ft,,30,25
122,2,9:28.0,,T. Hardaway misses 2-pt jump shot from 21 ft,30,25
123,2,9:27.0,Defensive rebound by R. Sessions,,30,25
124,2,9:20.0,Shooting foul by D. Howard (drawn by R. Hibbert),,30,25
125,2,9:20.0,,Violation by Team (delay of game),30,25
126,2,9:20.0,R. Hibbert makes free throw 1 of 2,,31,25
127,2,9:20.0,R. Hibbert misses free throw 2 of 2,,31,25
128,2,9:20.0,,D. Schröder enters the game for M. Delaney,31,25
129,2,9:18.0,,Defensive rebound by D. Howard,31,25
130,2,9:08.0,,Turnover by D. Schröder (bad pass; steal by F. Kaminsky),31,25
131,2,8:57.0,M. Belinelli makes 2-pt layup from 1 ft,,33,25
132,2,8:57.0,,Atlanta full timeout,33,25
133,2,8:57.0,,P. Millsap enters the game for M. Muscala,33,25
134,2,8:57.0,,K. Bazemore enters the game for K. Korver,33,25
135,2,8:33.0,,Shooting foul by R. Hibbert (drawn by T. Hardaway),33,25
136,2,8:33.0,,T. Hardaway misses free throw 1 of 2,33,25
137,2,8:33.0,,Offensive rebound by Team,33,25
138,2,8:33.0,,T. Hardaway misses free throw 2 of 2,33,25
139,2,8:33.0,C. Zeller enters the game for R. Hibbert,,33,25
140,2,8:32.0,,Offensive rebound by D. Howard,33,25
141,2,8:20.0,,D. Schröder misses 2-pt layup from 1 ft (block by J. Lamb),33,25
142,2,8:19.0,,Offensive rebound by D. Schröder,33,25
143,2,8:18.0,,Personal foul by C. Zeller (drawn by D. Howard),33,25
144,2,8:11.0,,P. Millsap misses 3-pt jump shot from 24 ft,33,25
145,2,8:11.0,Defensive rebound by Team,,33,25
146,2,7:55.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,33,25
147,2,7:53.0,,Defensive rebound by D. Howard,33,25
148,2,7:43.0,,D. Schröder misses 2-pt jump shot from 18 ft,33,25
149,2,7:41.0,Defensive rebound by J. Lamb,,33,25
150,2,7:32.0,M. Belinelli makes 2-pt jump shot from 20 ft (assist by F. Kaminsky),,35,25
151,2,7:16.0,,Shooting foul by M. Belinelli (drawn by T. Hardaway),35,25
152,2,7:16.0,,T. Hardaway makes free throw 1 of 2,35,26
153,2,7:16.0,,T. Hardaway misses free throw 2 of 2,35,26
154,2,7:16.0,,T. Sefolosha enters the game for D. Howard,35,26
155,2,7:16.0,M. Williams enters the game for F. Kaminsky,,35,26
156,2,7:16.0,K. Walker enters the game for R. Sessions,,35,26
157,2,7:12.0,Defensive rebound by C. Zeller,,35,26
158,2,7:04.0,M. Belinelli misses 3-pt jump shot from 27 ft,,35,26
159,2,7:03.0,,Defensive rebound by P. Millsap,35,26
160,2,6:40.0,,D. Schröder makes 2-pt layup from 2 ft (assist by T. Hardaway),35,28
161,2,6:32.0,Personal foul by D. Schröder (drawn by K. Walker),,35,28
162,2,6:20.0,K. Walker makes 3-pt jump shot from 26 ft (assist by M. Williams),,38,28
163,2,5:57.0,,K. Bazemore misses 3-pt jump shot from 27 ft,38,28
164,2,5:55.0,Defensive rebound by J. Lamb,,38,28
165,2,5:44.0,J. Lamb makes 2-pt jump shot from 14 ft,,40,28
166,2,5:25.0,,P. Millsap misses 2-pt layup from 3 ft,40,28
167,2,5:23.0,,Offensive rebound by K. Bazemore,40,28
168,2,5:20.0,,K. Bazemore makes 2-pt layup from 2 ft,40,30
169,2,5:01.0,J. Lamb makes 2-pt layup from 2 ft,,42,30
170,2,4:45.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by K. Bazemore),42,33
171,2,4:37.0,Charlotte full timeout,,42,33
172,2,4:37.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,42,33
173,2,4:33.0,Personal foul by T. Sefolosha (drawn by C. Zeller),,42,33
174,2,4:25.0,M. Kidd-Gilchrist misses 3-pt jump shot from 25 ft,,42,33
175,2,4:24.0,Offensive rebound by J. Lamb,,42,33
176,2,4:21.0,J. Lamb makes 2-pt layup from 4 ft,,44,33
177,2,3:58.0,,T. Hardaway makes 2-pt jump shot from 13 ft (assist by D. Schröder),44,35
178,2,3:39.0,C. Zeller misses 2-pt jump shot from 16 ft,,44,35
179,2,3:37.0,,Defensive rebound by T. Hardaway,44,35
180,2,3:23.0,,T. Hardaway misses 3-pt jump shot from 27 ft,44,35
181,2,3:21.0,Defensive rebound by C. Zeller,,44,35
182,2,3:10.0,M. Williams makes 2-pt layup from 4 ft (assist by K. Walker),,46,35
183,2,2:56.0,,P. Millsap misses 2-pt jump shot from 11 ft,46,35
184,2,2:54.0,Defensive rebound by C. Zeller,,46,35
185,2,2:45.0,K. Walker misses 3-pt jump shot from 27 ft,,46,35
186,2,2:44.0,,Defensive rebound by P. Millsap,46,35
187,2,2:39.0,,Shooting block foul by J. Lamb (drawn by K. Bazemore),46,35
188,2,2:39.0,Official timeout,,46,35
189,2,2:39.0,,K. Bazemore makes free throw 1 of 2,46,36
190,2,2:39.0,N. Batum enters the game for J. Lamb,,46,35
191,2,2:39.0,,K. Korver enters the game for P. Millsap,46,35
192,2,2:39.0,,M. Muscala enters the game for T. Hardaway,46,35
193,2,2:39.0,,D. Howard enters the game for D. Schröder,46,35
194,2,2:39.0,,K. Bazemore makes free throw 2 of 2,46,37
195,2,2:25.0,Turnover by M. Williams (bad pass; steal by D. Howard),,46,37
196,2,2:25.0,,Personal foul by C. Zeller (drawn by D. Howard),46,37
197,2,2:25.0,,D. Howard misses free throw 1 of 2,46,37
198,2,2:25.0,,Offensive rebound by Team,46,37
199,2,2:25.0,,D. Howard makes free throw 2 of 2,46,38
200,2,2:12.0,N. Batum misses 3-pt jump shot from 26 ft,,46,38
201,2,2:10.0,,Defensive rebound by D. Howard,46,38
202,2,2:01.0,,D. Howard makes 2-pt dunk at rim (assist by K. Bazemore),46,40
203,2,1:48.0,K. Walker makes 3-pt jump shot from 26 ft,,49,40
204,2,1:36.0,,K. Korver misses 3-pt jump shot from 26 ft,49,40
205,2,1:35.0,Defensive rebound by Team,,49,40
206,2,1:35.0,M. Belinelli enters the game for C. Zeller,,49,40
207,2,1:16.0,K. Walker misses 3-pt jump shot from 25 ft,,49,40
208,2,1:15.0,,Defensive rebound by K. Korver,49,40
209,2,1:11.0,Offensive charge foul by T. Sefolosha (drawn by K. Walker),,49,40
210,2,1:11.0,,Turnover by T. Sefolosha (offensive foul),49,40
211,2,0:57.0,M. Kidd-Gilchrist makes 2-pt jump shot from 15 ft (assist by K. Walker),,51,40
212,2,0:45.0,,K. Bazemore makes 2-pt layup from 1 ft,51,42
213,2,0:25.0,K. Walker misses 2-pt layup from 1 ft,,51,42
214,2,0:24.0,Offensive rebound by M. Kidd-Gilchrist,,51,42
215,2,0:21.0,M. Williams makes 2-pt jump shot from 18 ft (assist by M. Kidd-Gilchrist),,53,42
216,2,0:04.0,,Turnover by K. Bazemore (bad pass; steal by N. Batum),53,42
217,2,0:00.0,K. Walker misses 3-pt jump shot from 25 ft,,53,42
218,2,0:00.0,Offensive rebound by Team,,53,42
219,3,11:42.0,M. Kidd-Gilchrist makes 2-pt jump shot from 8 ft,,55,42
220,3,11:33.0,,D. Howard misses 2-pt layup from 2 ft,55,42
221,3,11:31.0,,Offensive rebound by D. Howard,55,42
222,3,11:30.0,,Turnover by D. Howard (bad pass; steal by N. Batum),55,42
223,3,11:24.0,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),,57,42
224,3,11:24.0,,Atlanta full timeout,57,42
225,3,11:05.0,,T. Hardaway misses 2-pt jump shot from 17 ft,57,42
226,3,11:05.0,Defensive rebound by Team,,57,42
227,3,10:47.0,M. Kidd-Gilchrist misses 2-pt hook shot from 7 ft,,57,42
228,3,10:45.0,,Defensive rebound by D. Howard,57,42
229,3,10:38.0,,D. Schröder makes 2-pt layup from 1 ft,57,44
230,3,10:26.0,K. Walker misses 2-pt jump shot from 19 ft,,57,44
231,3,10:25.0,,Defensive rebound by D. Howard,57,44
232,3,10:16.0,,D. Schröder misses 2-pt jump shot from 20 ft,57,44
233,3,10:14.0,Defensive rebound by C. Zeller,,57,44
234,3,10:04.0,C. Zeller makes 2-pt jump shot from 19 ft (assist by N. Batum),,59,44
235,3,9:38.0,,T. Hardaway misses 3-pt jump shot from 25 ft,59,44
236,3,9:36.0,,Offensive rebound by D. Howard,59,44
237,3,9:35.0,,D. Howard makes 2-pt dunk at rim,59,46
238,3,9:15.0,M. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),,62,46
239,3,9:01.0,,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by P. Millsap),62,49
240,3,8:41.0,M. Kidd-Gilchrist misses 2-pt jump shot from 16 ft,,62,49
241,3,8:40.0,,Defensive rebound by D. Howard,62,49
242,3,8:33.0,,D. Schröder misses 2-pt jump shot from 21 ft,62,49
243,3,8:32.0,Defensive rebound by M. Williams,,62,49
244,3,8:15.0,C. Zeller misses 2-pt layup from 2 ft,,62,49
245,3,8:13.0,,Defensive rebound by T. Hardaway,62,49
246,3,8:07.0,,T. Hardaway misses 2-pt layup from 1 ft (block by M. Kidd-Gilchrist),62,49
247,3,8:04.0,Defensive rebound by N. Batum,,62,49
248,3,8:00.0,Turnover by M. Kidd-Gilchrist (lost ball),,62,49
249,3,7:47.0,,P. Millsap makes 2-pt jump shot from 12 ft (assist by T. Hardaway),62,51
250,3,7:27.0,Shooting foul by D. Howard (drawn by M. Williams),,62,51
251,3,7:27.0,M. Williams misses free throw 1 of 2,,62,51
252,3,7:27.0,Offensive rebound by Team,,62,51
253,3,7:27.0,M. Williams makes free throw 2 of 2,,63,51
254,3,7:11.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Schröder),63,54
255,3,6:52.0,,Offensive charge foul by C. Zeller (drawn by T. Hardaway),63,54
256,3,6:52.0,Turnover by C. Zeller (offensive foul),,63,54
257,3,6:41.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by D. Schröder),63,57
258,3,6:41.0,Charlotte full timeout,,63,57
259,3,6:25.0,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,,63,57
260,3,6:23.0,,Defensive rebound by P. Millsap,63,57
261,3,6:13.0,,P. Millsap misses 2-pt layup from 2 ft,63,57
262,3,6:08.0,,Offensive rebound by D. Howard,63,57
263,3,6:08.0,,D. Howard makes 2-pt dunk at rim,63,59
264,3,6:00.0,Turnover by K. Walker (lost ball),,63,59
265,3,5:50.0,,Turnover by D. Schröder (bad pass; steal by N. Batum),63,59
266,3,5:32.0,Turnover by M. Kidd-Gilchrist (lost ball; steal by T. Sefolosha),,63,59
267,3,5:09.0,,T. Hardaway misses 2-pt jump shot from 16 ft,63,59
268,3,5:07.0,Defensive rebound by M. Williams,,63,59
269,3,4:56.0,K. Walker makes 3-pt jump shot from 25 ft,,66,59
270,3,4:35.0,,D. Schröder makes 2-pt layup from 1 ft (assist by P. Millsap),66,61
271,3,4:20.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,69,61
272,3,4:03.0,,Shooting foul by M. Williams (drawn by P. Millsap),69,61
273,3,4:03.0,,P. Millsap makes free throw 1 of 2,69,62
274,3,4:03.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,69,62
275,3,4:03.0,M. Belinelli enters the game for M. Williams,,69,62
276,3,4:03.0,,K. Bazemore enters the game for D. Howard,69,62
277,3,4:03.0,,M. Muscala enters the game for T. Hardaway,69,62
278,3,4:03.0,,P. Millsap makes free throw 2 of 2,69,63
279,3,3:49.0,N. Batum misses 2-pt jump shot from 13 ft,,69,63
280,3,3:47.0,,Defensive rebound by D. Schröder,69,63
281,3,3:40.0,,P. Millsap makes 2-pt layup from 3 ft (assist by D. Schröder),69,65
282,3,3:19.0,K. Walker makes 2-pt layup from 1 ft,,71,65
283,3,3:04.0,,M. Muscala misses 2-pt jump shot from 17 ft,71,65
284,3,3:01.0,Defensive rebound by F. Kaminsky,,71,65
285,3,2:55.0,N. Batum makes 2-pt layup at rim (assist by K. Walker),,73,65
286,3,2:55.0,,Atlanta full timeout,73,65
287,3,2:55.0,,M. Delaney enters the game for D. Schröder,73,65
288,3,2:55.0,,K. Korver enters the game for M. Muscala,73,65
289,3,2:55.0,R. Sessions enters the game for K. Walker,,73,65
290,3,2:47.0,,Turnover by K. Bazemore (bad pass; steal by C. Zeller),73,65
291,3,2:33.0,C. Zeller makes 2-pt layup from 2 ft (assist by N. Batum),,75,65
292,3,2:13.0,,M. Delaney makes 2-pt jump shot from 20 ft,75,67
293,3,1:51.0,N. Batum misses 2-pt jump shot from 16 ft,,75,67
294,3,1:46.0,,Defensive rebound by P. Millsap,75,67
295,3,1:42.0,,K. Korver misses 3-pt jump shot from 25 ft,75,67
296,3,1:40.0,Defensive rebound by C. Zeller,,75,67
297,3,1:29.0,Turnover by F. Kaminsky (traveling),,75,67
298,3,1:29.0,,T. Hardaway enters the game for T. Sefolosha,75,67
299,3,1:16.0,,P. Millsap misses 2-pt jump shot from 17 ft,75,67
300,3,1:14.0,Defensive rebound by M. Belinelli,,75,67
301,3,1:07.0,Turnover by M. Belinelli (bad pass; steal by P. Millsap),,75,67
302,3,1:02.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by P. Millsap),75,69
303,3,0:40.0,N. Batum misses 2-pt jump shot from 6 ft,,75,69
304,3,0:40.0,Offensive rebound by C. Zeller,,75,69
305,3,0:40.0,C. Zeller makes 2-pt layup at rim,,77,69
306,3,0:31.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by M. Delaney),77,72
307,3,0:10.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by R. Sessions),,80,72
308,3,0:06.0,,Personal take foul by N. Batum (drawn by T. Hardaway),80,72
309,3,0:06.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,80,72
310,3,0:06.0,M. Williams enters the game for C. Zeller,,80,72
311,3,0:03.0,,P. Millsap makes 2-pt layup from 1 ft (assist by T. Hardaway),80,74
312,4,11:49.0,,K. Korver makes 2-pt jump shot from 20 ft (assist by D. Howard),80,76
313,4,11:30.0,M. Belinelli makes 2-pt jump shot from 18 ft (assist by F. Kaminsky),,82,76
314,4,11:17.0,,K. Korver misses 3-pt jump shot from 25 ft,82,76
315,4,11:16.0,Defensive rebound by R. Hibbert,,82,76
316,4,11:07.0,Turnover by R. Sessions (bad pass; steal by M. Delaney),,82,76
317,4,10:56.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by K. Korver),82,78
318,4,10:37.0,M. Belinelli misses 2-pt jump shot from 20 ft,,82,78
319,4,10:36.0,,Defensive rebound by D. Howard,82,78
320,4,10:27.0,,M. Delaney misses 2-pt jump shot from 10 ft,82,78
321,4,10:26.0,,Offensive rebound by D. Howard,82,78
322,4,10:25.0,,D. Howard misses 2-pt layup from 2 ft,82,78
323,4,10:25.0,Defensive rebound by Team,,82,78
324,4,10:13.0,F. Kaminsky makes 2-pt dunk at rim (assist by R. Sessions),,84,78
325,4,9:56.0,,K. Korver makes 2-pt jump shot from 18 ft (assist by M. Delaney),84,80
326,4,9:40.0,R. Hibbert misses 2-pt jump shot from 15 ft,,84,80
327,4,9:39.0,,Defensive rebound by K. Korver,84,80
328,4,9:27.0,,K. Bazemore misses 3-pt jump shot from 24 ft,84,80
329,4,9:25.0,Defensive rebound by J. Lamb,,84,80
330,4,9:21.0,J. Lamb makes 2-pt jump shot from 14 ft,,86,80
331,4,9:21.0,Shooting foul by T. Hardaway (drawn by J. Lamb),,86,80
332,4,9:21.0,J. Lamb misses free throw 1 of 1,,86,80
333,4,9:19.0,,Defensive rebound by D. Howard,86,80
334,4,9:04.0,,T. Hardaway makes 2-pt jump shot from 12 ft,86,82
335,4,8:53.0,Personal foul by M. Delaney (drawn by R. Sessions),,86,82
336,4,8:53.0,Official timeout,,86,82
337,4,8:53.0,K. Walker enters the game for R. Sessions,,86,82
338,4,8:41.0,J. Lamb misses 2-pt jump shot from 8 ft,,86,82
339,4,8:39.0,,Defensive rebound by D. Howard,86,82
340,4,8:27.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by K. Bazemore),86,85
341,4,8:10.0,F. Kaminsky misses 2-pt layup from 3 ft,,86,85
342,4,8:08.0,,Defensive rebound by K. Korver,86,85
343,4,7:53.0,,K. Bazemore misses 3-pt jump shot from 26 ft,86,85
344,4,7:51.0,Defensive rebound by K. Walker,,86,85
345,4,7:43.0,J. Lamb misses 3-pt jump shot from 26 ft,,86,85
346,4,7:42.0,,Defensive rebound by K. Bazemore,86,85
347,4,7:41.0,,Shooting foul by K. Walker (drawn by T. Hardaway),86,85
348,4,7:41.0,,T. Hardaway makes free throw 1 of 2,86,86
349,4,7:41.0,,D. Schröder enters the game for M. Delaney,86,86
350,4,7:41.0,C. Zeller enters the game for R. Hibbert,,86,86
351,4,7:41.0,M. Williams enters the game for F. Kaminsky,,86,86
352,4,7:41.0,,T. Hardaway makes free throw 2 of 2,86,87
353,4,7:41.0,,Technical foul by D. Howard,86,87
354,4,7:41.0,Technical foul by C. Zeller,,86,87
355,4,7:26.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by M. Williams),,89,87
356,4,7:09.0,,K. Bazemore misses 2-pt jump shot from 20 ft,89,87
357,4,7:08.0,Defensive rebound by J. Lamb,,89,87
358,4,6:50.0,M. Belinelli makes 3-pt jump shot from 26 ft,,92,87
359,4,6:31.0,,T. Hardaway misses 3-pt jump shot from 26 ft,92,87
360,4,6:30.0,Defensive rebound by K. Walker,,92,87
361,4,6:13.0,J. Lamb misses 2-pt jump shot from 5 ft,,92,87
362,4,6:12.0,,Defensive rebound by D. Howard,92,87
363,4,6:05.0,,Turnover by D. Schröder (bad pass; steal by M. Williams),92,87
364,4,5:47.0,,Offensive charge foul by J. Lamb (drawn by K. Korver),92,87
365,4,5:47.0,Turnover by J. Lamb (offensive foul),,92,87
366,4,5:47.0,,Atlanta full timeout,92,87
367,4,5:47.0,,P. Millsap enters the game for T. Hardaway,92,87
368,4,5:47.0,N. Batum enters the game for J. Lamb,,92,87
369,4,5:28.0,,P. Millsap makes 2-pt layup from 2 ft (assist by K. Bazemore),92,89
370,4,5:14.0,,Offensive charge foul by C. Zeller (drawn by P. Millsap),92,89
371,4,5:14.0,Turnover by C. Zeller (offensive foul),,92,89
372,4,5:14.0,,T. Sefolosha enters the game for K. Korver,92,89
373,4,4:57.0,,K. Bazemore makes 2-pt jump shot from 5 ft,92,91
374,4,4:57.0,,Loose ball foul by D. Howard (drawn by K. Walker),92,91
375,4,4:46.0,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),,94,91
376,4,4:29.0,,K. Bazemore makes 2-pt layup from 3 ft (assist by P. Millsap),94,93
