,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,HOUSTON_ACTION,OKLAHOMA CITY_SCORE,HOUSTON_SCORE
171,2,5:28.0,,J. Harden misses 3-pt jump shot from 28 ft,44,44
172,2,5:27.0,Defensive rebound by V. Oladipo,,44,44
173,2,5:12.0,T. Gibson misses 2-pt hook shot from 7 ft,,44,44
174,2,5:12.0,Offensive rebound by Team,,44,44
175,2,5:12.0,,Loose ball foul by N. Hilário (drawn by S. Adams),44,44
176,2,5:12.0,,C. Capela enters the game for N. Hilário,44,44
177,2,5:06.0,V. Oladipo misses 3-pt jump shot from 24 ft,,44,44
178,2,5:06.0,,Defensive rebound by E. Gordon,44,44
179,2,4:57.0,,T. Ariza misses 2-pt jump shot from 4 ft,44,44
180,2,4:56.0,,Offensive rebound by C. Capela,44,44
181,2,4:52.0,,E. Gordon makes 3-pt jump shot from 23 ft (assist by C. Capela),44,47
182,2,4:36.0,R. Westbrook misses 3-pt jump shot from 25 ft,,44,47
183,2,4:33.0,,Defensive rebound by T. Ariza,44,47
184,2,4:23.0,,J. Harden makes 2-pt layup from 1 ft,44,49
185,2,4:00.0,A. Roberson makes 3-pt jump shot from 25 ft (assist by S. Adams),,47,49
186,2,3:39.0,,J. Harden makes 2-pt layup from 2 ft,47,51
187,2,3:25.0,Shooting foul by E. Gordon (drawn by R. Westbrook),,47,51
188,2,3:25.0,R. Westbrook makes 2-pt layup from 2 ft,,49,51
189,2,3:25.0,R. Westbrook makes free throw 1 of 1,,50,51
190,2,3:00.0,,J. Harden misses 2-pt jump shot from 12 ft,50,51
191,2,2:59.0,Defensive rebound by S. Adams,,50,51
192,2,2:42.0,S. Adams makes 2-pt hook shot from 5 ft (assist by R. Westbrook),,52,51
193,2,2:41.0,,Houston full timeout,52,51
194,2,2:41.0,Oklahoma City full timeout,,52,51
195,2,2:41.0,,P. Beverley enters the game for E. Gordon,52,51
196,2,2:27.0,,R. Anderson misses 3-pt jump shot from 26 ft,52,51
197,2,2:26.0,Defensive rebound by S. Adams,,52,51
198,2,2:12.0,V. Oladipo misses 2-pt layup from 3 ft,,52,51
199,2,2:11.0,Offensive rebound by S. Adams,,52,51
200,2,2:04.0,R. Westbrook misses 3-pt jump shot from 27 ft,,52,51
201,2,2:03.0,,Defensive rebound by P. Beverley,52,51
202,2,1:58.0,,C. Capela makes 2-pt layup from 3 ft (assist by P. Beverley),52,53
203,2,1:58.0,,Shooting foul by T. Gibson (drawn by C. Capela),52,53
204,2,1:58.0,,C. Capela misses free throw 1 of 1,52,53
205,2,1:58.0,Defensive rebound by R. Westbrook,,52,53
206,2,1:47.0,Turnover by R. Westbrook (lost ball; steal by J. Harden),,52,53
207,2,1:41.0,,T. Ariza makes 2-pt layup from 1 ft,52,55
208,2,1:22.0,A. Roberson makes 2-pt layup from 2 ft,,54,55
209,2,1:02.0,,J. Harden makes 2-pt jump shot from 19 ft,54,57
210,2,0:42.0,Shooting foul by C. Capela (drawn by S. Adams),,54,57
211,2,0:42.0,S. Adams misses free throw 1 of 2,,54,57
212,2,0:42.0,Offensive rebound by Team,,54,57
213,2,0:42.0,S. Adams misses free throw 2 of 2,,54,57
214,2,0:42.0,Offensive rebound by V. Oladipo,,54,57
215,2,0:35.0,V. Oladipo misses 3-pt jump shot from 26 ft,,54,57
216,2,0:35.0,,Defensive rebound by R. Anderson,54,57
217,2,0:25.0,,J. Harden misses 2-pt layup from 2 ft (block by A. Roberson),54,57
218,2,0:25.0,,Offensive rebound by Team,54,57
219,2,0:11.0,,J. Harden misses 3-pt jump shot from 25 ft,54,57
220,2,0:09.0,,Offensive rebound by R. Anderson,54,57
221,2,0:09.0,,R. Anderson makes 2-pt layup from 2 ft,54,59
222,2,0:01.0,R. Westbrook misses 3-pt jump shot from 28 ft,,54,59
223,2,0:01.0,,Defensive rebound by R. Anderson,54,59
224,3,11:35.0,,J. Harden makes 3-pt jump shot from 25 ft,54,62
225,3,11:18.0,T. Gibson misses 2-pt jump shot from 11 ft,,54,62
226,3,11:18.0,,Defensive rebound by J. Harden,54,62
227,3,10:52.0,,C. Capela misses 2-pt jump shot from 18 ft,54,62
228,3,10:50.0,Defensive rebound by A. Roberson,,54,62
229,3,10:44.0,Turnover by R. Westbrook (bad pass; steal by C. Capela),,54,62
230,3,10:37.0,,P. Beverley makes 2-pt jump shot from 8 ft (assist by J. Harden),54,64
231,3,10:37.0,Oklahoma City full timeout,,54,64
232,3,10:12.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,57,64
233,3,9:45.0,,P. Beverley misses 2-pt jump shot from 19 ft,57,64
234,3,9:44.0,Defensive rebound by A. Roberson,,57,64
235,3,9:40.0,Turnover by R. Westbrook (offensive foul),,57,64
236,3,9:40.0,,Offensive charge foul by R. Westbrook (drawn by P. Beverley),57,64
237,3,9:20.0,,P. Beverley misses 3-pt jump shot from 25 ft,57,64
238,3,9:20.0,Defensive rebound by R. Westbrook,,57,64
239,3,9:14.0,Turnover by R. Westbrook (bad pass; steal by P. Beverley),,57,64
240,3,9:09.0,,Turnover by J. Harden (bad pass; steal by A. Roberson),57,64
241,3,9:04.0,Shooting foul by J. Harden (drawn by V. Oladipo),,57,64
242,3,9:04.0,V. Oladipo makes free throw 1 of 2,,58,64
243,3,9:04.0,V. Oladipo makes free throw 2 of 2,,59,64
244,3,8:54.0,,Personal foul by V. Oladipo (drawn by T. Ariza),59,64
245,3,8:45.0,,P. Beverley misses 2-pt jump shot from 8 ft,59,64
246,3,8:44.0,,Offensive rebound by C. Capela,59,64
247,3,8:43.0,,C. Capela misses 2-pt layup from 3 ft,59,64
248,3,8:41.0,Defensive rebound by R. Westbrook,,59,64
249,3,8:31.0,A. Roberson makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,62,64
250,3,8:18.0,,Shooting foul by A. Roberson (drawn by J. Harden),62,64
251,3,8:18.0,,J. Harden makes free throw 1 of 3,62,65
252,3,8:18.0,,J. Harden makes free throw 2 of 3,62,66
253,3,8:18.0,,J. Harden makes free throw 3 of 3,62,67
254,3,8:06.0,R. Westbrook misses 2-pt layup from 2 ft,,62,67
255,3,8:03.0,,Defensive rebound by C. Capela,62,67
256,3,7:59.0,,P. Beverley misses 2-pt layup from 2 ft (block by V. Oladipo),62,67
257,3,7:58.0,Defensive rebound by S. Adams,,62,67
258,3,7:49.0,Turnover by V. Oladipo (lost ball; steal by J. Harden),,62,67
259,3,7:46.0,,Turnover by T. Ariza (lost ball; steal by V. Oladipo),62,67
260,3,7:28.0,A. Roberson misses 3-pt jump shot from 23 ft,,62,67
261,3,7:25.0,Offensive rebound by Team,,62,67
262,3,7:21.0,R. Westbrook misses 3-pt jump shot from 26 ft,,62,67
263,3,7:20.0,,Defensive rebound by T. Ariza,62,67
264,3,7:03.0,,J. Harden misses 3-pt jump shot from 25 ft,62,67
265,3,7:03.0,Defensive rebound by A. Roberson,,62,67
266,3,6:56.0,V. Oladipo misses 3-pt jump shot from 25 ft,,62,67
267,3,6:55.0,,Defensive rebound by C. Capela,62,67
268,3,6:55.0,,Personal foul by R. Westbrook (drawn by C. Capela),62,67
269,3,6:42.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by J. Harden),62,70
270,3,6:32.0,Personal foul by T. Ariza (drawn by V. Oladipo),,62,70
271,3,6:32.0,J. Grant enters the game for T. Gibson,,62,70
272,3,6:19.0,Turnover by J. Grant (lost ball; steal by R. Anderson),,62,70
273,3,6:09.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by J. Harden),62,73
274,3,6:09.0,Oklahoma City full timeout,,62,73
275,3,6:09.0,,N. Hilário enters the game for C. Capela,62,73
276,3,5:56.0,R. Westbrook misses 2-pt jump shot from 20 ft,,62,73
277,3,5:55.0,,Defensive rebound by P. Beverley,62,73
278,3,5:48.0,,R. Anderson misses 3-pt jump shot from 23 ft,62,73
279,3,5:47.0,Defensive rebound by A. Roberson,,62,73
280,3,5:35.0,Turnover by S. Adams (lost ball),,62,73
281,3,5:35.0,Á. Abrines enters the game for V. Oladipo,,62,73
282,3,5:12.0,,E. Gordon enters the game for P. Beverley,62,73
283,3,5:12.0,,Turnover by T. Ariza (lost ball; steal by A. Roberson),62,73
284,3,5:03.0,R. Westbrook makes 2-pt layup from 2 ft,,64,73
285,3,4:38.0,,E. Gordon makes 3-pt jump shot from 27 ft (assist by J. Harden),64,76
286,3,4:38.0,,Violation by Team (jump ball),64,76
287,3,4:30.0,Shooting foul by E. Gordon (drawn by R. Westbrook),,64,76
288,3,4:30.0,R. Westbrook makes free throw 1 of 3,,65,76
289,3,4:30.0,R. Westbrook misses free throw 2 of 3,,65,76
290,3,4:30.0,Offensive rebound by Team,,65,76
291,3,4:30.0,,L. Williams enters the game for R. Anderson,65,76
292,3,4:30.0,R. Westbrook makes free throw 3 of 3,,66,76
293,3,4:15.0,,N. Hilário makes 2-pt layup from 1 ft (assist by J. Harden),66,78
294,3,4:01.0,R. Westbrook misses 2-pt layup from 3 ft,,66,78
295,3,4:00.0,Offensive rebound by J. Grant,,66,78
296,3,4:00.0,J. Grant makes 2-pt dunk at rim,,68,78
297,3,4:00.0,Violation by Team (jump ball),,68,78
298,3,3:48.0,,L. Williams misses 2-pt jump shot from 4 ft,68,78
299,3,3:47.0,Defensive rebound by R. Westbrook,,68,78
300,3,3:40.0,Á. Abrines misses 3-pt jump shot from 25 ft,,68,78
301,3,3:40.0,Offensive rebound by R. Westbrook,,68,78
302,3,3:38.0,S. Adams misses 2-pt layup at rim (block by N. Hilário),,68,78
303,3,3:37.0,,Defensive rebound by J. Harden,68,78
304,3,3:29.0,,Shooting foul by J. Grant (drawn by J. Harden),68,78
305,3,3:29.0,,J. Harden makes free throw 1 of 3,68,79
306,3,3:29.0,,J. Harden makes free throw 2 of 3,68,80
307,3,3:29.0,E. Freedom enters the game for S. Adams,,68,80
308,3,3:29.0,,J. Harden makes free throw 3 of 3,68,81
309,3,3:11.0,A. Roberson makes 2-pt layup from 2 ft (assist by R. Westbrook),,70,81
310,3,3:00.0,,N. Hilário makes 2-pt layup from 1 ft (assist by L. Williams),70,83
311,3,2:37.0,Turnover by A. Roberson (step out of bounds),,70,83
312,3,2:37.0,,Houston full timeout,70,83
313,3,2:37.0,S. Christon enters the game for R. Westbrook,,70,83
314,3,2:16.0,,J. Harden makes 2-pt layup from 1 ft,70,85
315,3,1:59.0,,Offensive charge foul by E. Freedom (drawn by N. Hilário),70,85
316,3,1:59.0,Turnover by E. Freedom (offensive foul),,70,85
317,3,1:47.0,,J. Harden misses 2-pt jump shot from 17 ft,70,85
318,3,1:46.0,Defensive rebound by J. Grant,,70,85
319,3,1:43.0,Turnover by A. Roberson (traveling),,70,85
320,3,1:34.0,,L. Williams misses 3-pt jump shot from 25 ft,70,85
321,3,1:33.0,Defensive rebound by E. Freedom,,70,85
322,3,1:20.0,E. Freedom misses 2-pt jump shot from 16 ft,,70,85
323,3,1:19.0,,Defensive rebound by T. Ariza,70,85
324,3,1:01.0,,Shooting foul by A. Roberson (drawn by L. Williams),70,85
325,3,1:01.0,,L. Williams makes free throw 1 of 2,70,86
326,3,1:01.0,,L. Williams makes free throw 2 of 2,70,87
327,3,0:47.0,Personal foul by N. Hilário (drawn by E. Freedom),,70,87
328,3,0:40.0,S. Christon makes 2-pt jump shot from 18 ft,,72,87
329,3,0:28.0,,J. Harden misses 2-pt jump shot from 14 ft (block by A. Roberson),72,87
330,3,0:27.0,Defensive rebound by E. Freedom,,72,87
331,3,0:23.0,A. Roberson makes 2-pt layup from 1 ft (assist by S. Christon),,74,87
332,3,0:04.0,,Shooting foul by E. Freedom (drawn by J. Harden),74,87
333,3,0:04.0,,J. Harden makes free throw 1 of 2,74,88
334,3,0:04.0,,J. Harden makes free throw 2 of 2,74,89
335,4,11:45.0,V. Oladipo misses 2-pt jump shot from 17 ft,,74,89
336,4,11:45.0,,Defensive rebound by C. Capela,74,89
337,4,11:37.0,,E. Gordon misses 3-pt jump shot from 25 ft,74,89
338,4,11:37.0,Defensive rebound by J. Grant,,74,89
339,4,11:23.0,V. Oladipo misses 2-pt jump shot from 20 ft,,74,89
340,4,11:22.0,,Defensive rebound by R. Anderson,74,89
341,4,11:12.0,,P. Beverley makes 2-pt jump shot from 11 ft,74,91
342,4,10:44.0,V. Oladipo misses 3-pt jump shot from 25 ft,,74,91
343,4,10:43.0,,Defensive rebound by L. Williams,74,91
344,4,10:30.0,,Shooting foul by V. Oladipo (drawn by L. Williams),74,91
345,4,10:30.0,,L. Williams misses free throw 1 of 2,74,91
346,4,10:30.0,,Offensive rebound by Team,74,91
347,4,10:30.0,,L. Williams makes free throw 2 of 2,74,92
348,4,10:14.0,E. Freedom misses 2-pt jump shot from 19 ft,,74,92
349,4,10:12.0,,Defensive rebound by P. Beverley,74,92
350,4,9:56.0,,L. Williams misses 2-pt jump shot from 16 ft,74,92
351,4,9:55.0,Defensive rebound by S. Christon,,74,92
352,4,9:49.0,J. Grant makes 2-pt dunk at rim (assist by V. Oladipo),,76,92
353,4,9:28.0,,C. Capela makes 2-pt dunk at rim (assist by P. Beverley),76,94
354,4,9:14.0,Personal foul by L. Williams (drawn by Á. Abrines),,76,94
355,4,9:14.0,N. Cole enters the game for V. Oladipo,,76,94
356,4,9:14.0,R. Westbrook enters the game for S. Christon,,76,94
357,4,9:03.0,R. Westbrook misses 2-pt layup from 3 ft (block by C. Capela),,76,94
358,4,9:01.0,,Defensive rebound by P. Beverley,76,94
359,4,8:58.0,,Turnover by P. Beverley (bad pass; steal by R. Westbrook),76,94
360,4,8:54.0,N. Cole misses 2-pt layup from 1 ft,,76,94
361,4,8:53.0,Offensive rebound by E. Freedom,,76,94
362,4,8:53.0,E. Freedom makes 2-pt dunk at rim,,78,94
363,4,8:39.0,,Shooting foul by R. Westbrook (drawn by L. Williams),78,94
364,4,8:39.0,,Houston full timeout,78,94
365,4,8:39.0,,L. Williams makes free throw 1 of 3,78,95
366,4,8:39.0,,L. Williams misses free throw 2 of 3,78,95
367,4,8:39.0,,Offensive rebound by Team,78,95
368,4,8:39.0,,L. Williams makes free throw 3 of 3,78,96
369,4,8:33.0,Á. Abrines misses 3-pt jump shot from 25 ft,,78,96
370,4,8:33.0,,Defensive rebound by L. Williams,78,96
371,4,8:26.0,,L. Williams misses 2-pt layup from 2 ft,78,96
372,4,8:25.0,,Offensive rebound by L. Williams,78,96
373,4,8:25.0,,L. Williams makes 2-pt layup from 2 ft,78,98
374,4,8:11.0,R. Westbrook misses 3-pt jump shot from 25 ft,,78,98
375,4,8:10.0,,Defensive rebound by R. Anderson,78,98
376,4,7:50.0,,E. Gordon misses 3-pt jump shot from 25 ft,78,98
377,4,7:49.0,,Offensive rebound by R. Anderson,78,98
378,4,7:40.0,,C. Capela makes 2-pt dunk at rim (assist by P. Beverley),78,100
379,4,7:23.0,J. Grant makes 2-pt jump shot from 8 ft,,80,100
380,4,7:23.0,Shooting block foul by R. Anderson (drawn by J. Grant),,80,100
381,4,7:23.0,J. Grant misses free throw 1 of 1,,80,100
382,4,7:23.0,,Defensive rebound by C. Capela,80,100
383,4,7:23.0,A. Roberson enters the game for Á. Abrines,,80,100
384,4,7:23.0,S. Adams enters the game for E. Freedom,,80,100
385,4,7:23.0,,J. Harden enters the game for P. Beverley,80,100
386,4,7:05.0,,L. Williams misses 3-pt jump shot from 26 ft,80,100
