,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DENVER_ACTION,MILWAUKEE_SCORE,DENVER_SCORE
122,2,10:14.0,,Turnover by W. Barton (lost ball; steal by G. Antetokounmpo),33,33
123,2,10:05.0,G. Antetokounmpo makes 2-pt dunk at rim,,35,33
124,2,9:59.0,,D. Arthur misses 2-pt layup from 2 ft (block by M. Teletović),35,33
125,2,9:59.0,,Offensive rebound by Team,35,33
126,2,9:56.0,,E. Mudiay misses 2-pt layup from 2 ft (block by M. Brogdon),35,33
127,2,9:53.0,Defensive rebound by G. Antetokounmpo,,35,33
128,2,9:49.0,Turnover by M. Teletović (bad pass),,35,33
129,2,9:49.0,,Turnover by J. Murray (bad pass),35,33
130,2,9:30.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,37,33
131,2,9:30.0,,Denver full timeout,37,33
132,2,9:30.0,T. Snell enters the game for M. Teletović,,37,33
133,2,9:30.0,,W. Chandler enters the game for J. Hernangómez,37,33
134,2,9:13.0,,D. Arthur makes 2-pt jump shot from 20 ft (assist by W. Barton),37,35
135,2,8:54.0,Turnover by G. Antetokounmpo (lost ball; steal by W. Barton),,37,35
136,2,8:49.0,,J. Murray makes 2-pt layup from 1 ft (assist by W. Barton),37,37
137,2,8:25.0,M. Brogdon misses 2-pt jump shot from 16 ft,,37,37
138,2,8:24.0,,Defensive rebound by J. Murray,37,37
139,2,8:13.0,,D. Arthur makes 3-pt jump shot from 26 ft (assist by J. Murray),37,40
140,2,7:52.0,M. Brogdon makes 2-pt layup from 2 ft,,39,40
141,2,7:52.0,Shooting foul by D. Arthur (drawn by M. Brogdon),,39,40
142,2,7:52.0,M. Dellavedova enters the game for J. Terry,,39,40
143,2,7:52.0,J. Henson enters the game for G. Monroe,,39,40
144,2,7:52.0,M. Brogdon makes free throw 1 of 1,,40,40
145,2,7:32.0,,W. Barton makes 2-pt layup from 2 ft,40,42
146,2,7:22.0,Turnover by M. Dellavedova (bad pass),,40,42
147,2,7:09.0,,W. Barton makes 2-pt layup from 2 ft (assist by W. Chandler),40,44
148,2,6:48.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,40,44
149,2,6:47.0,,Defensive rebound by W. Barton,40,44
150,2,6:42.0,,Turnover by W. Barton (lost ball; steal by J. Henson),40,44
151,2,6:38.0,Shooting foul by D. Arthur (drawn by G. Antetokounmpo),,40,44
152,2,6:38.0,G. Antetokounmpo makes free throw 1 of 2,,41,44
153,2,6:38.0,J. Parker enters the game for M. Brogdon,,41,44
154,2,6:38.0,,N. Jokić enters the game for D. Arthur,41,44
155,2,6:38.0,,K. Faried enters the game for W. Barton,41,44
156,2,6:38.0,G. Antetokounmpo makes free throw 2 of 2,,42,44
157,2,6:19.0,,N. Jokić misses 2-pt jump shot from 5 ft (block by G. Antetokounmpo),42,44
158,2,6:18.0,Defensive rebound by J. Henson,,42,44
159,2,6:06.0,M. Dellavedova makes 2-pt jump shot from 5 ft,,44,44
160,2,5:51.0,,N. Jokić makes 2-pt jump shot from 19 ft (assist by E. Mudiay),44,46
161,2,5:44.0,Turnover by M. Dellavedova (bad pass; steal by N. Jokić),,44,46
162,2,5:40.0,,J. Murray makes 2-pt dunk at rim (assist by N. Jokić),44,48
163,2,5:40.0,Milwaukee full timeout,,44,48
164,2,5:40.0,M. Brogdon enters the game for T. Snell,,44,48
165,2,5:40.0,,G. Harris enters the game for E. Mudiay,44,48
166,2,5:40.0,,J. Nelson enters the game for J. Murray,44,48
167,2,5:27.0,J. Parker misses 2-pt hook shot from 9 ft,,44,48
168,2,5:27.0,,Defensive rebound by K. Faried,44,48
169,2,5:16.0,,Shooting foul by J. Henson (drawn by N. Jokić),44,48
170,2,5:16.0,,N. Jokić makes free throw 1 of 2,44,49
171,2,5:16.0,,N. Jokić makes free throw 2 of 2,44,50
172,2,4:55.0,J. Henson misses 2-pt layup from 3 ft,,44,50
173,2,4:54.0,,Defensive rebound by K. Faried,44,50
174,2,4:33.0,,W. Chandler makes 2-pt jump shot from 10 ft (assist by K. Faried),44,52
175,2,4:13.0,J. Henson makes 2-pt jump shot from 5 ft (assist by G. Antetokounmpo),,46,52
176,2,3:55.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by J. Nelson),46,55
177,2,3:38.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,46,55
178,2,3:38.0,,Defensive rebound by G. Harris,46,55
179,2,3:32.0,,J. Nelson misses 3-pt jump shot from 25 ft,46,55
180,2,3:29.0,Defensive rebound by J. Parker,,46,55
181,2,3:16.0,J. Parker misses 2-pt jump shot from 14 ft,,46,55
182,2,3:16.0,,Defensive rebound by J. Nelson,46,55
183,2,2:58.0,,W. Chandler makes 2-pt layup from 2 ft (assist by N. Jokić),46,57
184,2,2:57.0,Milwaukee full timeout,,46,57
185,2,2:57.0,Official timeout,,46,57
186,2,2:57.0,M. Beasley enters the game for G. Antetokounmpo,,46,57
187,2,2:45.0,M. Dellavedova misses 2-pt jump shot from 9 ft,,46,57
188,2,2:44.0,Offensive rebound by M. Dellavedova,,46,57
189,2,2:41.0,M. Beasley misses 2-pt jump shot from 9 ft,,46,57
190,2,2:40.0,Offensive rebound by M. Dellavedova,,46,57
191,2,2:36.0,J. Henson misses 2-pt jump shot from 19 ft,,46,57
192,2,2:36.0,,Defensive rebound by G. Harris,46,57
193,2,2:30.0,,Shooting foul by J. Henson (drawn by W. Chandler),46,57
194,2,2:30.0,,W. Chandler makes free throw 1 of 2,46,58
195,2,2:30.0,G. Monroe enters the game for J. Henson,,46,58
196,2,2:30.0,,W. Chandler makes free throw 2 of 2,46,59
197,2,2:17.0,J. Parker makes 2-pt layup from 1 ft (assist by M. Dellavedova),,48,59
198,2,2:06.0,,G. Harris misses 2-pt jump shot from 17 ft,48,59
199,2,2:06.0,,Offensive rebound by N. Jokić,48,59
200,2,2:04.0,,Shooting foul by M. Beasley (drawn by W. Chandler),48,59
201,2,2:04.0,,W. Chandler makes free throw 1 of 2,48,60
202,2,2:04.0,,W. Chandler makes free throw 2 of 2,48,61
203,2,1:47.0,Shooting foul by W. Chandler (drawn by M. Beasley),,48,61
204,2,1:47.0,M. Beasley makes free throw 1 of 2,,49,61
205,2,1:47.0,M. Beasley misses free throw 2 of 2,,49,61
206,2,1:47.0,,W. Barton enters the game for W. Chandler,49,61
207,2,1:44.0,,Defensive rebound by N. Jokić,49,61
208,2,1:31.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),49,64
209,2,1:18.0,M. Brogdon makes 2-pt jump shot from 5 ft,,51,64
210,2,1:01.0,,N. Jokić misses 3-pt jump shot from 26 ft,51,64
211,2,1:00.0,,Offensive rebound by K. Faried,51,64
212,2,0:59.0,,Shooting foul by G. Monroe (drawn by K. Faried),51,64
213,2,0:59.0,,K. Faried makes free throw 1 of 2,51,65
214,2,0:59.0,,K. Faried makes free throw 2 of 2,51,66
215,2,0:45.0,J. Parker misses 2-pt jump shot from 13 ft,,51,66
216,2,0:44.0,Offensive rebound by G. Monroe,,51,66
217,2,0:43.0,Personal foul by G. Harris (drawn by G. Monroe),,51,66
218,2,0:43.0,G. Monroe misses free throw 1 of 2,,51,66
219,2,0:43.0,Offensive rebound by Team,,51,66
220,2,0:43.0,G. Monroe misses free throw 2 of 2,,51,66
221,2,0:41.0,,Defensive rebound by N. Jokić,51,66
222,2,0:34.0,Violation by M. Dellavedova (kicked ball),,51,66
223,2,0:25.0,,G. Harris misses 3-pt jump shot from 24 ft,51,66
224,2,0:24.0,,Offensive rebound by N. Jokić,51,66
225,2,0:22.0,,N. Jokić makes 2-pt jump shot from 5 ft,51,68
226,2,0:07.0,Personal foul by G. Harris (drawn by G. Monroe),,51,68
227,2,0:07.0,G. Monroe makes free throw 1 of 2,,52,68
228,2,0:07.0,G. Monroe makes free throw 2 of 2,,53,68
229,2,0:01.0,,K. Faried makes 2-pt jump shot from 14 ft (assist by N. Jokić),53,70
230,2,0:00.0,J. Parker misses 3-pt jump shot from 57 ft,,53,70
231,2,0:00.0,Offensive rebound by Team,,53,70
232,3,11:42.0,,G. Harris makes 3-pt jump shot from 26 ft (assist by J. Nelson),53,73
233,3,11:29.0,T. Snell misses 2-pt layup from 3 ft,,53,73
234,3,11:26.0,,Defensive rebound by N. Jokić,53,73
235,3,11:14.0,,G. Harris makes 2-pt dunk at rim (assist by N. Jokić),53,75
236,3,10:53.0,G. Antetokounmpo makes 2-pt hook shot from 5 ft,,55,75
237,3,10:38.0,,Personal foul by T. Snell (drawn by G. Harris),55,75
238,3,10:29.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),55,77
239,3,10:22.0,Def 3 sec tech foul by N. Jokić,,55,77
240,3,10:22.0,T. Snell makes technical free throw,,56,77
241,3,10:22.0,M. Beasley enters the game for G. Antetokounmpo,,56,77
242,3,10:12.0,J. Parker makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),,59,77
243,3,9:56.0,,N. Jokić misses 3-pt jump shot from 26 ft,59,77
244,3,9:55.0,Defensive rebound by J. Parker,,59,77
245,3,9:49.0,T. Maker makes 3-pt jump shot from 24 ft (assist by J. Parker),,62,77
246,3,9:29.0,,N. Jokić misses 2-pt layup from 2 ft (block by T. Maker),62,77
247,3,9:28.0,,Offensive rebound by Team,62,77
248,3,9:24.0,,Turnover by J. Nelson (bad pass; steal by M. Dellavedova),62,77
249,3,9:21.0,Shooting foul by G. Harris (drawn by T. Snell),,62,77
250,3,9:21.0,T. Snell misses free throw 1 of 2,,62,77
251,3,9:21.0,Offensive rebound by Team,,62,77
252,3,9:21.0,T. Snell makes free throw 2 of 2,,63,77
253,3,9:03.0,,K. Faried makes 2-pt dunk at rim (assist by N. Jokić),63,79
254,3,9:03.0,,Shooting foul by T. Maker (drawn by K. Faried),63,79
255,3,9:03.0,,K. Faried makes free throw 1 of 1,63,80
256,3,8:49.0,Turnover by T. Maker (kicked ball),,63,80
257,3,8:30.0,,W. Chandler makes 2-pt layup from 1 ft,63,82
258,3,8:30.0,,Shooting foul by M. Beasley (drawn by W. Chandler),63,82
259,3,8:30.0,,W. Chandler makes free throw 1 of 1,63,83
260,3,8:21.0,J. Parker misses 2-pt layup from 2 ft (block by K. Faried),,63,83
261,3,8:20.0,Offensive rebound by Team,,63,83
262,3,8:11.0,T. Maker makes 3-pt jump shot from 24 ft (assist by J. Parker),,66,83
263,3,8:02.0,,K. Faried makes 2-pt layup from 2 ft,66,85
264,3,8:02.0,,Shooting foul by T. Maker (drawn by K. Faried),66,85
265,3,8:02.0,,K. Faried makes free throw 1 of 1,66,86
266,3,7:47.0,J. Parker makes 2-pt jump shot from 6 ft (assist by M. Dellavedova),,68,86
267,3,7:38.0,,Personal block foul by T. Maker (drawn by J. Nelson),68,86
268,3,7:38.0,,J. Nelson makes free throw 1 of 2,68,87
269,3,7:38.0,,J. Nelson misses free throw 2 of 2,68,87
270,3,7:38.0,J. Henson enters the game for T. Maker,,68,87
271,3,7:38.0,,W. Barton enters the game for W. Chandler,68,87
272,3,7:36.0,Defensive rebound by M. Beasley,,68,87
273,3,7:33.0,Shooting foul by K. Faried (drawn by J. Parker),,68,87
274,3,7:33.0,J. Parker makes free throw 1 of 2,,69,87
275,3,7:33.0,J. Parker makes free throw 2 of 2,,70,87
276,3,7:10.0,,N. Jokić misses 2-pt layup from 2 ft (block by J. Henson),70,87
277,3,7:09.0,Defensive rebound by J. Henson,,70,87
278,3,7:00.0,T. Snell makes 2-pt jump shot from 18 ft,,72,87
279,3,7:00.0,,Denver full timeout,72,87
280,3,6:43.0,,G. Harris misses 2-pt jump shot from 17 ft,72,87
281,3,6:43.0,Defensive rebound by M. Dellavedova,,72,87
282,3,6:33.0,M. Beasley makes 2-pt jump shot from 4 ft (assist by M. Dellavedova),,74,87
283,3,6:21.0,,W. Barton misses 3-pt jump shot from 25 ft,74,87
284,3,6:20.0,,Offensive rebound by K. Faried,74,87
285,3,6:19.0,Loose ball foul by T. Snell (drawn by K. Faried),,74,87
286,3,6:19.0,,K. Faried misses free throw 1 of 2,74,87
287,3,6:19.0,,Offensive rebound by Team,74,87
288,3,6:19.0,,K. Faried misses free throw 2 of 2,74,87
289,3,6:15.0,Defensive rebound by Team,,74,87
290,3,6:03.0,Shooting foul by G. Harris (drawn by M. Beasley),,74,87
291,3,6:03.0,M. Beasley misses free throw 1 of 2,,74,87
292,3,6:03.0,Offensive rebound by Team,,74,87
293,3,6:03.0,,J. Murray enters the game for G. Harris,74,87
294,3,6:03.0,M. Beasley makes free throw 2 of 2,,75,87
295,3,5:38.0,,W. Barton misses 2-pt layup from 2 ft (block by J. Parker),75,87
296,3,5:36.0,Defensive rebound by J. Henson,,75,87
297,3,5:28.0,J. Parker makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,78,87
298,3,5:28.0,,Denver full timeout,78,87
299,3,5:28.0,,W. Chandler enters the game for K. Faried,78,87
300,3,5:11.0,,W. Barton misses 2-pt jump shot from 16 ft,78,87
301,3,5:10.0,Defensive rebound by M. Dellavedova,,78,87
302,3,5:04.0,M. Beasley makes 2-pt layup from 1 ft (assist by M. Dellavedova),,80,87
303,3,4:46.0,,J. Murray misses 3-pt jump shot from 23 ft,80,87
304,3,4:45.0,Defensive rebound by J. Parker,,80,87
305,3,4:33.0,Turnover by M. Beasley (lost ball),,80,87
306,3,4:18.0,,Def 3 sec tech foul by J. Parker,80,87
307,3,4:18.0,,J. Murray makes technical free throw,80,88
308,3,4:18.0,G. Antetokounmpo enters the game for M. Beasley,,80,88
309,3,4:09.0,,Shooting foul by M. Dellavedova (drawn by W. Chandler),80,88
310,3,4:09.0,,W. Chandler misses free throw 1 of 2,80,88
311,3,4:09.0,,Offensive rebound by Team,80,88
312,3,4:09.0,M. Brogdon enters the game for M. Dellavedova,,80,88
313,3,4:09.0,,W. Chandler makes free throw 2 of 2,80,89
314,3,3:54.0,J. Henson makes 2-pt dunk at rim (assist by J. Parker),,82,89
315,3,3:37.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by W. Chandler),82,92
316,3,3:22.0,Shooting foul by W. Chandler (drawn by J. Parker),,82,92
317,3,3:22.0,J. Parker makes 2-pt layup from 3 ft,,84,92
318,3,3:22.0,,E. Mudiay enters the game for J. Nelson,84,92
319,3,3:22.0,J. Terry enters the game for T. Snell,,84,92
320,3,3:22.0,J. Parker makes free throw 1 of 1,,85,92
321,3,2:57.0,,Turnover by Team (shot clock),85,92
322,3,2:41.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,85,92
323,3,2:41.0,,Defensive rebound by W. Chandler,85,92
324,3,2:34.0,,Shooting foul by J. Henson (drawn by W. Barton),85,92
325,3,2:34.0,,W. Barton makes free throw 1 of 2,85,93
326,3,2:34.0,,D. Arthur enters the game for N. Jokić,85,93
327,3,2:34.0,,W. Barton makes free throw 2 of 2,85,94
328,3,2:16.0,J. Henson misses 2-pt hook shot from 3 ft,,85,94
329,3,2:16.0,,Defensive rebound by D. Arthur,85,94
330,3,1:57.0,,J. Murray misses 2-pt layup from 1 ft,85,94
331,3,1:56.0,Defensive rebound by J. Parker,,85,94
332,3,1:38.0,Turnover by J. Terry (bad pass; steal by W. Chandler),,85,94
333,3,1:34.0,,Shooting foul by G. Antetokounmpo (drawn by J. Murray),85,94
334,3,1:34.0,,J. Murray makes free throw 1 of 2,85,95
335,3,1:34.0,,J. Murray makes free throw 2 of 2,85,96
336,3,1:26.0,G. Antetokounmpo makes 2-pt layup at rim,,87,96
337,3,1:19.0,,J. Murray misses 2-pt layup from 2 ft (block by J. Terry),87,96
338,3,1:16.0,,Offensive rebound by J. Murray,87,96
339,3,1:10.0,,W. Barton misses 3-pt jump shot from 26 ft,87,96
340,3,1:09.0,,Offensive rebound by D. Arthur,87,96
341,3,0:53.0,,E. Mudiay makes 2-pt layup from 3 ft (assist by D. Arthur),87,98
342,3,0:44.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,89,98
343,3,0:33.0,,W. Chandler misses 3-pt jump shot from 25 ft,89,98
344,3,0:32.0,Defensive rebound by G. Antetokounmpo,,89,98
345,3,0:18.0,Turnover by G. Antetokounmpo (lost ball),,89,98
346,3,0:02.0,,W. Chandler misses 3-pt jump shot from 24 ft,89,98
347,3,0:01.0,Defensive rebound by J. Parker,,89,98
348,4,12:00.0,Technical foul by Team,,89,98
349,4,12:00.0,,J. Murray makes technical free throw,89,99
350,4,11:39.0,J. Henson makes 2-pt hook shot from 3 ft (assist by G. Antetokounmpo),,91,99
351,4,11:25.0,,W. Chandler misses 3-pt jump shot from 24 ft,91,99
352,4,11:24.0,Defensive rebound by M. Brogdon,,91,99
353,4,11:01.0,J. Henson makes 2-pt layup from 3 ft (assist by M. Brogdon),,93,99
354,4,10:34.0,,E. Mudiay misses 2-pt jump shot from 12 ft (block by J. Terry),93,99
355,4,10:33.0,,Offensive rebound by E. Mudiay,93,99
356,4,10:27.0,,D. Arthur makes 3-pt jump shot from 24 ft (assist by E. Mudiay),93,102
357,4,10:16.0,J. Terry misses 3-pt jump shot from 23 ft,,93,102
358,4,10:16.0,,Defensive rebound by D. Arthur,93,102
359,4,10:04.0,,D. Arthur misses 2-pt jump shot from 19 ft,93,102
360,4,10:03.0,Defensive rebound by G. Antetokounmpo,,93,102
361,4,9:57.0,M. Brogdon misses 3-pt jump shot from 23 ft,,93,102
362,4,9:55.0,,Defensive rebound by E. Mudiay,93,102
363,4,9:48.0,,Personal take foul by J. Henson (drawn by E. Mudiay),93,102
364,4,9:39.0,,J. Murray misses 2-pt jump shot from 14 ft,93,102
365,4,9:39.0,,Offensive rebound by W. Chandler,93,102
366,4,9:36.0,,W. Chandler misses 2-pt hook shot from 3 ft,93,102
367,4,9:33.0,Defensive rebound by M. Beasley,,93,102
368,4,9:25.0,Turnover by M. Brogdon (bad pass),,93,102
369,4,9:17.0,,D. Arthur misses 2-pt jump shot from 3 ft (block by M. Beasley),93,102
370,4,9:16.0,Defensive rebound by Team,,93,102
371,4,9:07.0,Shooting foul by W. Chandler (drawn by J. Henson),,93,102
372,4,9:07.0,J. Henson makes free throw 1 of 2,,94,102
373,4,9:07.0,J. Henson makes free throw 2 of 2,,95,102
374,4,8:52.0,,E. Mudiay misses 3-pt jump shot from 25 ft,95,102
375,4,8:51.0,Defensive rebound by G. Antetokounmpo,,95,102
376,4,8:46.0,M. Beasley misses 2-pt layup from 2 ft,,95,102
377,4,8:46.0,Offensive rebound by M. Beasley,,95,102
378,4,8:45.0,M. Beasley misses 2-pt layup from 2 ft,,95,102
379,4,8:44.0,Offensive rebound by Team,,95,102
380,4,8:44.0,Official timeout,,95,102
