,QUARTER,TIME_REMAINING,PORTLAND_ACTION,DETROIT_ACTION,PORTLAND_SCORE,DETROIT_SCORE
47,1,5:58.0,,Detroit full timeout,14,4
48,1,5:58.0,,T. Harris enters the game for J. Leuer,14,4
49,1,5:46.0,,A. Drummond makes 2-pt layup at rim,14,6
50,1,5:23.0,Shooting foul by T. Harris (drawn by J. Nurkić),,14,6
51,1,5:23.0,J. Nurkić makes free throw 1 of 2,,15,6
52,1,5:23.0,J. Nurkić misses free throw 2 of 2,,15,6
53,1,5:23.0,A. Crabbe enters the game for C. McCollum,,15,6
54,1,5:22.0,,Defensive rebound by A. Drummond,15,6
55,1,5:06.0,,Turnover by R. Jackson (lost ball; steal by D. Lillard),15,6
56,1,4:58.0,Shooting foul by A. Drummond (drawn by M. Harkless),,15,6
57,1,4:58.0,M. Harkless misses free throw 1 of 2,,15,6
58,1,4:58.0,Offensive rebound by Team,,15,6
59,1,4:58.0,M. Harkless misses free throw 2 of 2,,15,6
60,1,4:58.0,M. Leonard enters the game for J. Nurkić,,15,6
61,1,4:58.0,,A. Baynes enters the game for A. Drummond,15,6
62,1,4:57.0,,Defensive rebound by K. Caldwell-Pope,15,6
63,1,4:45.0,,Turnover by R. Jackson (bad pass; steal by A. Crabbe),15,6
64,1,4:35.0,D. Lillard misses 2-pt jump shot from 7 ft,,15,6
65,1,4:33.0,Offensive rebound by D. Lillard,,15,6
66,1,4:28.0,M. Leonard makes 3-pt jump shot from 26 ft (assist by D. Lillard),,18,6
67,1,4:15.0,,Shooting foul by N. Vonleh (drawn by M. Morris),18,6
68,1,4:15.0,,M. Morris misses free throw 1 of 2,18,6
69,1,4:15.0,,Offensive rebound by Team,18,6
70,1,4:15.0,,I. Smith enters the game for R. Jackson,18,6
71,1,4:15.0,,M. Morris makes free throw 2 of 2,18,7
72,1,3:59.0,M. Leonard makes 2-pt jump shot from 15 ft (assist by D. Lillard),,20,7
73,1,3:48.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,20,7
74,1,3:47.0,Defensive rebound by D. Lillard,,20,7
75,1,3:38.0,D. Lillard misses 2-pt jump shot from 19 ft,,20,7
76,1,3:35.0,,Defensive rebound by M. Morris,20,7
77,1,3:29.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by I. Smith),20,10
78,1,3:08.0,D. Lillard makes 2-pt jump shot from 5 ft,,22,10
79,1,2:58.0,,Personal foul by A. Crabbe (drawn by K. Caldwell-Pope),22,10
80,1,2:58.0,Portland full timeout,,22,10
81,1,2:58.0,,S. Johnson enters the game for K. Caldwell-Pope,22,10
82,1,2:58.0,A. Aminu enters the game for N. Vonleh,,22,10
83,1,2:58.0,C. McCollum enters the game for M. Harkless,,22,10
84,1,2:58.0,S. Napier enters the game for D. Lillard,,22,10
85,1,2:48.0,,T. Harris misses 2-pt layup at rim,22,10
86,1,2:48.0,Defensive rebound by A. Aminu,,22,10
87,1,2:35.0,C. McCollum makes 2-pt jump shot from 19 ft,,24,10
88,1,2:22.0,,T. Harris misses 3-pt jump shot from 26 ft,24,10
89,1,2:21.0,Defensive rebound by M. Leonard,,24,10
90,1,2:08.0,Turnover by A. Aminu (back court),,24,10
91,1,1:53.0,,I. Smith misses 2-pt jump shot from 18 ft,24,10
92,1,1:53.0,Defensive rebound by M. Leonard,,24,10
93,1,1:34.0,S. Napier misses 3-pt jump shot from 24 ft,,24,10
94,1,1:34.0,,Defensive rebound by M. Morris,24,10
95,1,1:29.0,,A. Baynes makes 2-pt layup from 1 ft (assist by I. Smith),24,12
96,1,1:29.0,,Shooting foul by M. Leonard (drawn by A. Baynes),24,12
97,1,1:29.0,,A. Baynes misses free throw 1 of 1,24,12
98,1,1:29.0,,Offensive rebound by M. Morris,24,12
99,1,1:27.0,,M. Morris makes 2-pt layup from 1 ft,24,14
100,1,1:17.0,Personal foul by A. Baynes (drawn by M. Leonard),,24,14
101,1,1:09.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by A. Aminu),,27,14
102,1,0:54.0,,S. Johnson misses 2-pt jump shot from 13 ft,27,14
103,1,0:53.0,Defensive rebound by A. Aminu,,27,14
104,1,0:37.0,Turnover by A. Aminu (bad pass; steal by I. Smith),,27,14
105,1,0:30.0,,T. Harris misses 2-pt layup from 1 ft (block by A. Aminu),27,14
106,1,0:30.0,,Offensive rebound by M. Morris,27,14
107,1,0:30.0,,M. Morris makes 2-pt layup from 1 ft,27,16
108,1,0:12.0,C. McCollum misses 2-pt layup from 2 ft (block by A. Baynes),,27,16
109,1,0:11.0,,Defensive rebound by A. Baynes,27,16
110,1,0:07.0,,S. Johnson makes 3-pt jump shot from 24 ft (assist by T. Harris),27,19
111,1,0:00.0,Turnover by C. McCollum (traveling),,27,19
112,2,11:45.0,Turnover by C. McCollum (bad pass; steal by I. Smith),,27,19
113,2,11:24.0,,J. Leuer misses 2-pt jump shot from 18 ft,27,19
114,2,11:22.0,Defensive rebound by S. Napier,,27,19
115,2,11:16.0,Turnover by S. Napier (lost ball),,27,19
116,2,11:02.0,,I. Smith misses 2-pt jump shot from 17 ft,27,19
117,2,11:02.0,Defensive rebound by S. Napier,,27,19
118,2,10:49.0,Turnover by M. Leonard (step out of bounds),,27,19
119,2,10:43.0,,Personal foul by C. McCollum (drawn by J. Leuer),27,19
120,2,10:32.0,,S. Johnson misses 2-pt jump shot from 17 ft,27,19
121,2,10:32.0,Defensive rebound by S. Napier,,27,19
122,2,10:14.0,C. McCollum misses 2-pt jump shot from 15 ft,,27,19
123,2,10:13.0,,Defensive rebound by J. Leuer,27,19
124,2,10:01.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by I. Smith),27,21
125,2,9:48.0,C. McCollum makes 2-pt layup from 1 ft (assist by M. Leonard),,29,21
126,2,9:32.0,,J. Leuer misses 2-pt jump shot from 11 ft (block by M. Leonard),29,21
127,2,9:31.0,Defensive rebound by M. Leonard,,29,21
128,2,9:18.0,A. Aminu misses 3-pt jump shot from 24 ft,,29,21
129,2,9:17.0,,Defensive rebound by J. Leuer,29,21
130,2,9:04.0,,A. Baynes makes 2-pt jump shot from 17 ft (assist by S. Johnson),29,23
131,2,9:03.0,Portland full timeout,,29,23
132,2,8:53.0,C. McCollum makes 2-pt layup from 1 ft,,31,23
133,2,8:53.0,Shooting foul by K. Caldwell-Pope (drawn by C. McCollum),,31,23
134,2,8:53.0,C. McCollum makes free throw 1 of 1,,32,23
135,2,8:42.0,,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,32,23
136,2,8:41.0,Defensive rebound by A. Aminu,,32,23
137,2,8:26.0,M. Leonard misses 3-pt jump shot from 25 ft,,32,23
138,2,8:26.0,,Defensive rebound by J. Leuer,32,23
139,2,8:17.0,,J. Leuer misses 3-pt jump shot from 27 ft,32,23
140,2,8:17.0,Defensive rebound by S. Napier,,32,23
141,2,8:04.0,A. Crabbe makes 3-pt jump shot from 26 ft (assist by S. Napier),,35,23
142,2,7:52.0,,Shooting foul by A. Crabbe (drawn by A. Baynes),35,23
143,2,7:52.0,,A. Baynes misses free throw 1 of 2,35,23
144,2,7:52.0,,Offensive rebound by Team,35,23
145,2,7:52.0,D. Lillard enters the game for C. McCollum,,35,23
146,2,7:52.0,,A. Baynes makes free throw 2 of 2,35,24
147,2,7:36.0,A. Crabbe misses 2-pt jump shot from 21 ft,,35,24
148,2,7:36.0,,Defensive rebound by J. Leuer,35,24
149,2,7:21.0,,Turnover by S. Johnson (lost ball; steal by A. Crabbe),35,24
150,2,7:12.0,D. Lillard makes 2-pt layup at rim (assist by M. Leonard),,37,24
151,2,7:06.0,,Detroit full timeout,37,24
152,2,7:06.0,,A. Drummond enters the game for A. Baynes,37,24
153,2,7:06.0,J. Nurkić enters the game for M. Leonard,,37,24
154,2,7:06.0,M. Harkless enters the game for S. Napier,,37,24
155,2,6:54.0,,K. Caldwell-Pope makes 2-pt jump shot from 10 ft (assist by A. Drummond),37,26
156,2,6:40.0,Shooting foul by I. Smith (drawn by A. Crabbe),,37,26
157,2,6:40.0,A. Crabbe makes free throw 1 of 2,,38,26
158,2,6:40.0,A. Crabbe misses free throw 2 of 2,,38,26
159,2,6:40.0,,Defensive rebound by A. Drummond,38,26
160,2,6:40.0,,M. Morris enters the game for S. Johnson,38,26
161,2,6:30.0,,T. Harris enters the game for J. Leuer,38,26
162,2,6:18.0,,I. Smith misses 2-pt jump shot from 19 ft,38,26
163,2,6:18.0,Defensive rebound by A. Aminu,,38,26
164,2,6:01.0,,R. Jackson enters the game for I. Smith,38,26
165,2,5:53.0,D. Lillard misses 2-pt jump shot from 6 ft,,38,26
166,2,5:53.0,,Defensive rebound by A. Drummond,38,26
167,2,5:45.0,,R. Jackson makes 2-pt layup at rim,38,28
168,2,5:27.0,A. Crabbe misses 2-pt jump shot from 21 ft,,38,28
169,2,5:26.0,,Defensive rebound by A. Drummond,38,28
170,2,5:12.0,,R. Jackson misses 3-pt jump shot from 26 ft,38,28
171,2,5:10.0,,Offensive rebound by A. Drummond,38,28
172,2,5:09.0,,A. Drummond makes 2-pt layup at rim,38,30
173,2,5:09.0,,Shooting foul by J. Nurkić (drawn by A. Drummond),38,30
174,2,5:09.0,Official timeout,,38,30
175,2,5:09.0,,A. Drummond misses free throw 1 of 1,38,30
176,2,5:08.0,Defensive rebound by D. Lillard,,38,30
177,2,4:48.0,A. Aminu misses 3-pt jump shot from 26 ft,,38,30
178,2,4:47.0,,Defensive rebound by K. Caldwell-Pope,38,30
179,2,4:43.0,,Turnover by K. Caldwell-Pope (bad pass; steal by A. Aminu),38,30
180,2,4:36.0,A. Aminu misses 2-pt layup from 1 ft,,38,30
181,2,4:36.0,,Defensive rebound by K. Caldwell-Pope,38,30
182,2,4:28.0,,M. Morris misses 3-pt jump shot from 26 ft,38,30
183,2,4:27.0,,Offensive rebound by M. Morris,38,30
184,2,4:21.0,,T. Harris makes 2-pt dunk at rim (assist by M. Morris),38,32
185,2,4:01.0,J. Nurkić makes 2-pt jump shot from 19 ft (assist by D. Lillard),,40,32
186,2,3:45.0,,T. Harris makes 3-pt jump shot from 23 ft (assist by M. Morris),40,35
187,2,3:29.0,A. Crabbe makes 2-pt jump shot from 18 ft (assist by D. Lillard),,42,35
188,2,3:21.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by R. Jackson),42,38
189,2,3:20.0,Portland full timeout,,42,38
190,2,3:20.0,C. McCollum enters the game for A. Crabbe,,42,38
191,2,3:03.0,J. Nurkić misses 2-pt layup from 2 ft,,42,38
192,2,3:03.0,Offensive rebound by J. Nurkić,,42,38
193,2,3:00.0,J. Nurkić makes 2-pt layup at rim,,44,38
194,2,2:41.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),44,40
195,2,2:26.0,Def 3 sec tech foul by T. Harris,,44,40
196,2,2:26.0,,Detroit full timeout,44,40
197,2,2:26.0,,A. Baynes enters the game for A. Drummond,44,40
198,2,2:26.0,D. Lillard makes technical free throw,,45,40
199,2,2:16.0,A. Aminu misses 3-pt jump shot from 26 ft,,45,40
200,2,2:16.0,,Defensive rebound by A. Baynes,45,40
201,2,2:05.0,,R. Jackson makes 2-pt jump shot from 22 ft,45,42
202,2,1:38.0,C. McCollum misses 2-pt jump shot from 17 ft,,45,42
203,2,1:37.0,,Defensive rebound by A. Baynes,45,42
204,2,1:29.0,,Personal foul by M. Harkless (drawn by T. Harris),45,42
205,2,1:29.0,N. Vonleh enters the game for A. Aminu,,45,42
206,2,1:19.0,,M. Morris misses 3-pt jump shot from 24 ft,45,42
207,2,1:19.0,Defensive rebound by N. Vonleh,,45,42
208,2,1:03.0,Personal foul by A. Baynes (drawn by D. Lillard),,45,42
209,2,0:55.0,D. Lillard makes 2-pt layup from 1 ft,,47,42
210,2,0:45.0,,R. Jackson misses 2-pt jump shot from 15 ft,47,42
211,2,0:44.0,Defensive rebound by D. Lillard,,47,42
212,2,0:36.0,D. Lillard makes 2-pt jump shot from 7 ft,,49,42
213,2,0:23.0,,A. Baynes makes 2-pt dunk at rim (assist by M. Morris),49,44
214,2,0:03.0,D. Lillard misses 3-pt jump shot from 28 ft,,49,44
215,2,0:01.0,Offensive rebound by M. Harkless,,49,44
216,2,0:01.0,Turnover by M. Harkless (step out of bounds),,49,44
217,2,0:00.0,,R. Jackson misses 3-pt jump shot from 64 ft,49,44
218,2,0:00.0,,Offensive rebound by Team,49,44
219,3,11:42.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by N. Vonleh),,52,44
220,3,11:24.0,,J. Leuer misses 3-pt jump shot from 26 ft,52,44
221,3,11:24.0,,Offensive rebound by A. Drummond,52,44
222,3,11:15.0,,A. Drummond makes 2-pt layup at rim,52,46
223,3,11:06.0,J. Nurkić makes 2-pt jump shot from 6 ft (assist by D. Lillard),,54,46
224,3,10:55.0,,Shooting foul by D. Lillard (drawn by R. Jackson),54,46
225,3,10:55.0,,R. Jackson makes free throw 1 of 2,54,47
226,3,10:55.0,,R. Jackson makes free throw 2 of 2,54,48
227,3,10:35.0,M. Harkless misses 2-pt jump shot from 5 ft,,54,48
228,3,10:35.0,Offensive rebound by J. Nurkić,,54,48
229,3,10:35.0,Shooting foul by R. Jackson (drawn by J. Nurkić),,54,48
230,3,10:35.0,J. Nurkić misses free throw 1 of 2,,54,48
231,3,10:35.0,Offensive rebound by Team,,54,48
232,3,10:35.0,J. Nurkić makes free throw 2 of 2,,55,48
233,3,10:13.0,,M. Morris makes 2-pt jump shot from 21 ft (assist by R. Jackson),55,50
234,3,10:00.0,Turnover by D. Lillard (bad pass; steal by A. Drummond),,55,50
235,3,9:51.0,,R. Jackson misses 3-pt jump shot from 26 ft,55,50
236,3,9:51.0,Defensive rebound by C. McCollum,,55,50
237,3,9:45.0,Turnover by C. McCollum (bad pass; steal by K. Caldwell-Pope),,55,50
238,3,9:39.0,,R. Jackson makes 2-pt layup at rim (assist by K. Caldwell-Pope),55,52
239,3,9:20.0,J. Nurkić makes 2-pt layup at rim (assist by D. Lillard),,57,52
240,3,9:20.0,Shooting foul by R. Jackson (drawn by J. Nurkić),,57,52
241,3,9:20.0,J. Nurkić makes free throw 1 of 1,,58,52
242,3,9:00.0,,M. Morris makes 2-pt jump shot from 13 ft,58,54
243,3,8:48.0,D. Lillard makes 3-pt jump shot from 28 ft (assist by J. Nurkić),,61,54
244,3,8:36.0,,Personal foul by C. McCollum (drawn by M. Morris),61,54
245,3,8:28.0,,R. Jackson misses 2-pt jump shot from 8 ft,61,54
246,3,8:26.0,,Offensive rebound by R. Jackson,61,54
247,3,8:24.0,,R. Jackson makes 2-pt layup at rim,61,56
248,3,8:09.0,Turnover by D. Lillard (bad pass),,61,56
249,3,8:09.0,Technical foul by C. McCollum,,61,56
250,3,8:09.0,,K. Caldwell-Pope makes technical free throw,61,57
251,3,7:48.0,,J. Leuer misses 2-pt jump shot from 19 ft,61,57
252,3,7:47.0,Defensive rebound by D. Lillard,,61,57
253,3,7:39.0,D. Lillard misses 3-pt jump shot from 26 ft,,61,57
254,3,7:39.0,Offensive rebound by M. Harkless,,61,57
255,3,7:36.0,M. Harkless makes 2-pt dunk at rim,,63,57
256,3,7:24.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,63,57
257,3,7:20.0,,Offensive rebound by A. Drummond,63,57
258,3,7:09.0,,M. Morris misses 3-pt jump shot from 25 ft,63,57
259,3,7:08.0,Defensive rebound by M. Harkless,,63,57
260,3,7:01.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by M. Harkless),,66,57
261,3,6:54.0,,Detroit full timeout,66,57
262,3,6:43.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),66,60
263,3,6:23.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by J. Nurkić),,69,60
264,3,6:01.0,,Shooting foul by M. Harkless (drawn by M. Morris),69,60
265,3,6:01.0,,M. Morris makes free throw 1 of 2,69,61
266,3,6:01.0,,M. Morris makes free throw 2 of 2,69,62
267,3,5:44.0,C. McCollum makes 2-pt jump shot from 5 ft,,71,62
268,3,5:30.0,,J. Leuer misses 3-pt jump shot from 27 ft,71,62
269,3,5:29.0,,Offensive rebound by A. Drummond,71,62
270,3,5:12.0,,J. Leuer misses 2-pt jump shot from 19 ft,71,62
271,3,5:11.0,,Offensive rebound by A. Drummond,71,62
272,3,5:06.0,,A. Drummond misses 2-pt jump shot from 7 ft,71,62
273,3,5:06.0,Defensive rebound by J. Nurkić,,71,62
274,3,4:57.0,D. Lillard makes 2-pt layup from 1 ft,,73,62
275,3,4:34.0,,M. Morris misses 2-pt jump shot from 16 ft,73,62
276,3,4:34.0,Defensive rebound by D. Lillard,,73,62
277,3,4:15.0,J. Nurkić makes 2-pt layup from 1 ft (assist by C. McCollum),,75,62
278,3,4:02.0,,R. Jackson misses 2-pt layup from 1 ft,75,62
279,3,4:02.0,,Offensive rebound by A. Drummond,75,62
280,3,4:02.0,,Shooting foul by C. McCollum (drawn by A. Drummond),75,62
281,3,4:02.0,,A. Drummond makes free throw 1 of 2,75,63
282,3,4:02.0,,T. Harris enters the game for J. Leuer,75,63
283,3,4:02.0,,I. Smith enters the game for R. Jackson,75,63
284,3,4:02.0,A. Crabbe enters the game for J. Nurkić,,75,63
285,3,4:02.0,M. Leonard enters the game for C. McCollum,,75,63
286,3,4:02.0,,A. Drummond makes free throw 2 of 2,75,64
287,3,3:47.0,D. Lillard misses 2-pt jump shot from 14 ft,,75,64
288,3,3:47.0,Offensive rebound by Team,,75,64
289,3,3:47.0,,A. Baynes enters the game for A. Drummond,75,64
290,3,3:36.0,M. Harkless misses 2-pt jump shot from 5 ft,,75,64
291,3,3:36.0,,Defensive rebound by A. Baynes,75,64
292,3,3:26.0,,Shooting foul by N. Vonleh (drawn by A. Baynes),75,64
293,3,3:26.0,,A. Baynes makes free throw 1 of 2,75,65
294,3,3:26.0,A. Aminu enters the game for N. Vonleh,,75,65
295,3,3:26.0,,S. Johnson enters the game for K. Caldwell-Pope,75,65
296,3,3:26.0,,A. Baynes makes free throw 2 of 2,75,66
297,3,3:26.0,Personal foul by M. Morris (drawn by M. Leonard),,75,66
298,3,3:26.0,,Personal foul by M. Leonard,75,66
299,3,3:08.0,A. Crabbe makes 2-pt jump shot from 7 ft (assist by M. Harkless),,77,66
300,3,2:58.0,,I. Smith misses 2-pt jump shot from 9 ft,77,66
301,3,2:57.0,,Offensive rebound by A. Baynes,77,66
302,3,2:56.0,,A. Baynes misses 2-pt layup from 1 ft,77,66
303,3,2:55.0,Defensive rebound by A. Aminu,,77,66
304,3,2:47.0,Personal foul by A. Baynes (drawn by D. Lillard),,77,66
305,3,2:47.0,Portland full timeout,,77,66
306,3,2:42.0,Turnover by D. Lillard (bad pass; steal by I. Smith),,77,66
307,3,2:28.0,,T. Harris misses 2-pt jump shot from 18 ft,77,66
308,3,2:27.0,Defensive rebound by D. Lillard,,77,66
309,3,2:14.0,Turnover by A. Aminu (bad pass),,77,66
310,3,1:59.0,,Shooting foul by M. Harkless (drawn by M. Morris),77,66
311,3,1:59.0,,M. Morris makes free throw 1 of 2,77,67
312,3,1:59.0,C. McCollum enters the game for D. Lillard,,77,67
313,3,1:59.0,,M. Morris makes free throw 2 of 2,77,68
314,3,1:45.0,,Violation by I. Smith (kicked ball),77,68
315,3,1:42.0,Turnover by A. Aminu (traveling),,77,68
316,3,1:32.0,,Personal foul by M. Harkless (drawn by M. Morris),77,68
317,3,1:32.0,,M. Morris makes free throw 1 of 2,77,69
318,3,1:32.0,S. Napier enters the game for M. Harkless,,77,69
319,3,1:32.0,,M. Morris makes free throw 2 of 2,77,70
320,3,1:08.0,M. Leonard misses 2-pt jump shot from 6 ft,,77,70
321,3,1:08.0,,Defensive rebound by S. Johnson,77,70
322,3,1:00.0,,S. Johnson makes 3-pt jump shot from 26 ft (assist by I. Smith),77,73
323,3,0:46.0,M. Leonard misses 3-pt jump shot from 26 ft,,77,73
324,3,0:45.0,,Defensive rebound by S. Johnson,77,73
325,3,0:34.0,,Turnover by I. Smith (bad pass),77,73
326,3,0:20.0,C. McCollum makes 2-pt layup from 1 ft,,79,73
327,3,0:02.0,,M. Morris makes 2-pt jump shot from 12 ft,79,75
328,4,11:48.0,,T. Harris makes 2-pt jump shot from 21 ft (assist by I. Smith),79,77
329,4,11:25.0,S. Napier misses 2-pt jump shot from 5 ft,,79,77
330,4,11:25.0,,Defensive rebound by T. Harris,79,77
331,4,11:18.0,,I. Smith makes 2-pt jump shot from 15 ft,79,79
332,4,11:05.0,C. McCollum makes 2-pt dunk at rim (assist by M. Leonard),,81,79
333,4,10:46.0,,I. Smith misses 3-pt jump shot from 25 ft,81,79
334,4,10:46.0,Defensive rebound by A. Aminu,,81,79
335,4,10:29.0,M. Leonard makes 2-pt jump shot from 14 ft (assist by C. McCollum),,83,79
336,4,10:13.0,,K. Caldwell-Pope makes 2-pt jump shot from 14 ft,83,81
337,4,9:49.0,Turnover by C. McCollum (lost ball; steal by I. Smith),,83,81
338,4,9:45.0,,Turnover by I. Smith (lost ball; steal by C. McCollum),83,81
339,4,9:39.0,Shooting foul by A. Baynes (drawn by A. Aminu),,83,81
340,4,9:39.0,A. Aminu makes free throw 1 of 2,,84,81
341,4,9:39.0,A. Aminu makes free throw 2 of 2,,85,81
342,4,9:24.0,,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,85,81
343,4,9:23.0,Defensive rebound by M. Leonard,,85,81
344,4,9:20.0,Turnover by M. Leonard (bad pass; steal by K. Caldwell-Pope),,85,81
345,4,9:14.0,,I. Smith makes 2-pt jump shot from 11 ft (assist by K. Caldwell-Pope),85,83
346,4,8:58.0,C. McCollum misses 2-pt jump shot from 14 ft (block by I. Smith),,85,83
347,4,8:56.0,,Defensive rebound by S. Johnson,85,83
348,4,8:44.0,,I. Smith makes 2-pt jump shot from 14 ft,85,85
349,4,8:44.0,Portland full timeout,,85,85
350,4,8:44.0,D. Lillard enters the game for C. McCollum,,85,85
351,4,8:44.0,M. Harkless enters the game for S. Napier,,85,85
352,4,8:44.0,,A. Drummond enters the game for A. Baynes,85,85
353,4,8:25.0,Turnover by A. Aminu (bad pass; steal by S. Johnson),,85,85
354,4,8:15.0,,Shooting foul by D. Lillard (drawn by I. Smith),85,85
355,4,8:15.0,,I. Smith makes free throw 1 of 2,85,86
356,4,8:15.0,J. Nurkić enters the game for M. Leonard,,85,86
357,4,8:15.0,C. McCollum enters the game for A. Aminu,,85,86
358,4,8:15.0,,I. Smith makes free throw 2 of 2,85,87
359,4,7:53.0,D. Lillard misses 3-pt jump shot from 26 ft,,85,87
360,4,7:53.0,,Defensive rebound by A. Drummond,85,87
361,4,7:45.0,,T. Harris makes 2-pt dunk at rim (assist by I. Smith),85,89
362,4,7:28.0,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),,87,89
363,4,7:08.0,,T. Harris makes 2-pt jump shot from 14 ft (assist by I. Smith),87,91
364,4,6:59.0,Turnover by J. Nurkić (bad pass; steal by I. Smith),,87,91
365,4,6:59.0,,Personal foul by M. Harkless (drawn by I. Smith),87,91
366,4,6:51.0,,Personal foul by C. McCollum (drawn by K. Caldwell-Pope),87,91
367,4,6:51.0,,K. Caldwell-Pope makes free throw 1 of 3,87,92
368,4,6:51.0,,K. Caldwell-Pope makes free throw 2 of 3,87,93
369,4,6:51.0,,R. Jackson enters the game for I. Smith,87,92
370,4,6:51.0,,K. Caldwell-Pope makes free throw 3 of 3,87,94
371,4,6:39.0,D. Lillard makes 2-pt jump shot from 18 ft,,89,94
372,4,6:28.0,,T. Harris misses 2-pt jump shot from 5 ft,89,94
373,4,6:27.0,,Offensive rebound by T. Harris,89,94
374,4,6:25.0,,T. Harris misses 2-pt jump shot from 6 ft,89,94
375,4,6:23.0,,Offensive rebound by S. Johnson,89,94
376,4,6:16.0,,T. Harris misses 3-pt jump shot from 27 ft,89,94
377,4,6:16.0,Defensive rebound by C. McCollum,,89,94
378,4,6:14.0,Personal foul by S. Johnson (drawn by J. Nurkić),,89,94
379,4,6:03.0,D. Lillard makes 3-pt jump shot from 25 ft,,92,94
380,4,6:03.0,Technical foul by D. Lillard,,92,94
381,4,6:03.0,,K. Caldwell-Pope makes technical free throw,92,95
382,4,6:03.0,,M. Morris enters the game for T. Harris,92,95
