,QUARTER,TIME_REMAINING,BOSTON_ACTION,PHOENIX_ACTION,BOSTON_SCORE,PHOENIX_SCORE
390,4,10:01.0,,Defensive rebound by D. Booker,79,81
391,4,10:00.0,,Shooting foul by M. Smart (drawn by D. Booker),79,81
392,4,10:00.0,,D. Booker makes free throw 1 of 2,79,82
393,4,10:00.0,,D. Booker misses free throw 2 of 2,79,82
394,4,9:59.0,Defensive rebound by K. Olynyk,,79,82
395,4,9:45.0,T. Rozier misses 2-pt jump shot from 21 ft,,79,82
396,4,9:42.0,,Defensive rebound by D. Booker,79,82
397,4,9:28.0,,A. Williams misses 2-pt hook shot from 8 ft,79,82
398,4,9:27.0,,Offensive rebound by Team,79,82
399,4,9:27.0,,Personal foul by G. Green (drawn by D. Jones),79,82
400,4,9:27.0,I. Thomas enters the game for M. Smart,,79,82
401,4,9:13.0,,T. Ulis misses 2-pt jump shot from 20 ft,79,82
402,4,9:12.0,,Offensive rebound by Team,79,82
403,4,9:12.0,,Personal foul by J. Mickey (drawn by A. Williams),79,82
404,4,9:08.0,,D. Booker makes 2-pt jump shot from 18 ft (assist by T. Ulis),79,84
405,4,8:58.0,Shooting foul by D. Booker (drawn by I. Thomas),,79,84
406,4,8:58.0,Official timeout,,79,84
407,4,8:58.0,I. Thomas makes free throw 1 of 3,,80,84
408,4,8:58.0,I. Thomas makes free throw 2 of 3,,81,84
409,4,8:58.0,,E. Bledsoe enters the game for D. Booker,79,84
410,4,8:58.0,I. Thomas makes free throw 3 of 3,,82,84
411,4,8:37.0,,Shooting foul by K. Olynyk (drawn by E. Bledsoe),82,84
412,4,8:37.0,,E. Bledsoe makes free throw 1 of 2,82,85
413,4,8:37.0,,E. Bledsoe makes free throw 2 of 2,82,86
414,4,8:23.0,T. Rozier misses 2-pt jump shot from 14 ft,,82,86
415,4,8:21.0,,Defensive rebound by J. Dudley,82,86
416,4,8:19.0,,Turnover by J. Dudley (bad pass; steal by T. Rozier),82,86
417,4,8:15.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Mickey),,85,86
418,4,7:47.0,,A. Williams makes 2-pt layup from 2 ft (assist by E. Bledsoe),85,88
419,4,7:29.0,I. Thomas misses 3-pt jump shot from 25 ft,,85,88
420,4,7:27.0,Offensive rebound by T. Rozier,,85,88
421,4,7:18.0,G. Green misses 3-pt jump shot from 25 ft,,85,88
422,4,7:16.0,,Defensive rebound by A. Williams,85,88
423,4,6:57.0,,E. Bledsoe makes 3-pt jump shot from 25 ft,85,91
424,4,6:56.0,Boston full timeout,,85,91
425,4,6:56.0,J. Crowder enters the game for G. Green,,85,91
426,4,6:56.0,M. Smart enters the game for J. Mickey,,85,91
427,4,6:56.0,,M. Chriss enters the game for J. Dudley,85,91
428,4,6:31.0,I. Thomas misses 3-pt jump shot from 25 ft,,85,91
429,4,6:29.0,,Defensive rebound by A. Williams,85,91
430,4,6:13.0,,A. Williams misses 2-pt layup from 2 ft (block by K. Olynyk),85,91
431,4,6:11.0,Defensive rebound by M. Smart,,85,91
432,4,6:00.0,Personal foul by D. Jones (drawn by K. Olynyk),,85,91
433,4,6:00.0,A. Johnson enters the game for K. Olynyk,,85,91
434,4,6:00.0,,T. Warren enters the game for D. Jones,85,91
435,4,5:54.0,J. Crowder misses 3-pt jump shot from 25 ft,,85,91
436,4,5:52.0,,Defensive rebound by A. Williams,85,91
437,4,5:37.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,85,91
438,4,5:34.0,Defensive rebound by A. Johnson,,85,91
439,4,5:29.0,Shooting foul by T. Warren (drawn by M. Smart),,85,91
440,4,5:29.0,M. Smart makes free throw 1 of 2,,86,91
441,4,5:29.0,J. Brown enters the game for T. Rozier,,86,91
442,4,5:29.0,,D. Booker enters the game for A. Williams,86,91
443,4,5:29.0,M. Smart makes free throw 2 of 2,,87,91
444,4,5:22.0,,Turnover by E. Bledsoe (bad pass; steal by M. Smart),87,91
445,4,5:10.0,J. Brown makes 3-pt jump shot from 24 ft (assist by I. Thomas),,90,91
446,4,4:50.0,,M. Chriss misses 3-pt jump shot from 25 ft,90,91
447,4,4:48.0,Defensive rebound by I. Thomas,,90,91
448,4,4:41.0,I. Thomas makes 3-pt jump shot from 24 ft,,93,91
449,4,4:39.0,,Phoenix full timeout,93,91
450,4,4:39.0,,A. Williams enters the game for M. Chriss,93,91
451,4,4:31.0,,D. Booker makes 2-pt jump shot from 17 ft (assist by E. Bledsoe),93,93
452,4,4:19.0,Offensive foul by M. Smart (drawn by T. Ulis),,93,93
453,4,4:19.0,Turnover by M. Smart (offensive foul),,93,93
454,4,4:02.0,,T. Ulis misses 2-pt jump shot from 15 ft,93,93
455,4,3:59.0,Defensive rebound by J. Crowder,,93,93
456,4,3:53.0,I. Thomas misses 2-pt layup at rim,,93,93
457,4,3:50.0,Offensive rebound by A. Johnson,,93,93
458,4,3:49.0,A. Johnson makes 2-pt layup from 2 ft,,95,93
459,4,3:22.0,,T. Warren makes 2-pt jump shot from 8 ft,95,95
460,4,2:55.0,J. Brown misses 2-pt jump shot from 7 ft (block by T. Warren),,95,95
461,4,2:53.0,Offensive rebound by Team,,95,95
462,4,2:53.0,Turnover by Team (shot clock),,95,95
463,4,2:42.0,,E. Bledsoe makes 2-pt jump shot from 22 ft,95,97
464,4,2:30.0,I. Thomas makes 2-pt layup at rim,,97,97
465,4,2:15.0,,Personal foul by A. Johnson (drawn by A. Williams),97,97
466,4,2:15.0,,A. Williams makes free throw 1 of 2,97,98
467,4,2:15.0,,A. Williams misses free throw 2 of 2,97,98
468,4,2:14.0,Defensive rebound by J. Brown,,97,98
469,4,1:59.0,A. Johnson makes 2-pt dunk at rim (assist by I. Thomas),,99,98
470,4,1:41.0,,A. Williams makes 2-pt layup from 1 ft (assist by T. Ulis),99,100
471,4,1:32.0,Boston full timeout,,99,100
472,4,1:32.0,K. Olynyk enters the game for A. Johnson,,99,100
473,4,1:26.0,I. Thomas makes 2-pt layup from 2 ft,,101,100
474,4,1:13.0,,E. Bledsoe misses 2-pt jump shot from 6 ft,101,100
475,4,1:11.0,Defensive rebound by J. Crowder,,101,100
476,4,1:03.0,J. Crowder misses 3-pt jump shot from 25 ft,,101,100
477,4,1:01.0,,Defensive rebound by E. Bledsoe,101,100
478,4,0:53.0,,T. Warren misses 2-pt jump shot from 16 ft,101,100
479,4,0:53.0,,Offensive rebound by A. Williams,101,100
480,4,0:51.0,,A. Williams misses 2-pt layup from 2 ft,101,100
481,4,0:51.0,,Offensive rebound by A. Williams,101,100
482,4,0:51.0,,A. Williams makes 2-pt layup from 2 ft,101,102
483,4,0:51.0,,Shooting foul by K. Olynyk (drawn by A. Williams),101,102
484,4,0:51.0,,A. Williams misses free throw 1 of 1,101,102
485,4,0:50.0,Defensive rebound by J. Crowder,,101,102
486,4,0:49.0,Boston full timeout,,101,102
487,4,0:49.0,A. Johnson enters the game for K. Olynyk,,101,102
488,4,0:42.0,J. Crowder makes 2-pt layup from 1 ft (assist by M. Smart),,103,102
489,4,0:42.0,Shooting foul by A. Williams (drawn by J. Crowder),,103,102
490,4,0:42.0,T. Rozier enters the game for I. Thomas,,103,102
491,4,0:42.0,,M. Chriss enters the game for D. Booker,103,102
492,4,0:42.0,,A. Len enters the game for T. Ulis,103,102
493,4,0:42.0,,T. Ulis enters the game for M. Chriss,104,102
494,4,0:42.0,,J. Dudley enters the game for A. Len,104,102
495,4,0:42.0,,D. Booker enters the game for A. Williams,104,102
496,4,0:42.0,J. Jerebko enters the game for A. Johnson,,104,102
497,4,0:42.0,J. Crowder makes free throw 1 of 1,,104,102
498,4,0:42.0,,Phoenix full timeout,104,102
499,4,0:25.0,,Phoenix full timeout,104,102
500,4,0:22.0,,D. Booker misses 2-pt jump shot from 17 ft,104,102
501,4,0:21.0,Defensive rebound by J. Brown,,104,102
502,4,0:21.0,Personal take foul by J. Dudley (drawn by J. Brown),,104,102
503,4,0:21.0,J. Brown misses free throw 1 of 2,,104,102
504,4,0:21.0,Offensive rebound by Team,,104,102
505,4,0:21.0,,M. Chriss enters the game for T. Warren,104,102
506,4,0:21.0,J. Brown makes free throw 2 of 2,,105,102
507,4,0:14.0,,E. Bledsoe makes 2-pt layup from 1 ft,105,104
508,4,0:14.0,Boston full timeout,,105,104
509,4,0:14.0,I. Thomas enters the game for J. Jerebko,,105,104
510,4,0:14.0,,L. Barbosa enters the game for D. Booker,105,104
511,4,0:14.0,,T. Warren enters the game for J. Dudley,105,104
512,4,0:12.0,Personal take foul by T. Ulis (drawn by I. Thomas),,105,104
513,4,0:12.0,I. Thomas misses free throw 1 of 2,,105,104
514,4,0:12.0,Offensive rebound by Team,,105,104
515,4,0:12.0,,D. Booker enters the game for T. Warren,105,104
516,4,0:12.0,,J. Dudley enters the game for L. Barbosa,105,104
517,4,0:12.0,I. Thomas makes free throw 2 of 2,,106,104
518,4,0:04.0,,E. Bledsoe makes 2-pt layup from 1 ft,106,106
519,4,0:02.0,Turnover by J. Crowder (bad pass; steal by M. Chriss),,106,106
520,4,0:00.0,,T. Ulis makes 3-pt jump shot from 25 ft,106,109
