,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DETROIT_ACTION,ORLANDO_SCORE,DETROIT_SCORE
132,2,6:09.0,E. Payton misses 3-pt jump shot from 26 ft,,39,37
133,2,6:09.0,,Defensive rebound by J. Leuer,39,37
134,2,6:00.0,,I. Smith makes 2-pt layup from 1 ft,39,39
135,2,5:47.0,J. Meeks makes 2-pt jump shot from 10 ft (assist by E. Payton),,41,39
136,2,5:28.0,,J. Leuer makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),41,42
137,2,5:11.0,E. Payton misses 3-pt jump shot from 26 ft,,41,42
138,2,5:11.0,,Defensive rebound by A. Drummond,41,42
139,2,5:04.0,,Shooting foul by J. Meeks (drawn by A. Drummond),41,42
140,2,5:04.0,Official timeout,,41,42
141,2,5:04.0,,A. Drummond misses free throw 1 of 2,41,42
142,2,5:04.0,,Offensive rebound by Team,41,42
143,2,5:04.0,,A. Drummond misses free throw 2 of 2,41,42
144,2,5:04.0,S. Ibaka enters the game for N. Vučević,,41,42
145,2,5:04.0,,M. Morris enters the game for J. Leuer,41,42
146,2,5:03.0,,Offensive rebound by T. Harris,41,42
147,2,4:54.0,,T. Harris makes 2-pt dunk at rim (assist by I. Smith),41,44
148,2,4:35.0,J. Meeks misses 3-pt jump shot from 27 ft,,41,44
149,2,4:35.0,Offensive rebound by E. Payton,,41,44
150,2,4:29.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by J. Green),,43,44
151,2,4:07.0,,I. Smith makes 2-pt jump shot from 5 ft,43,46
152,2,3:41.0,J. Green makes 3-pt jump shot from 27 ft (assist by S. Ibaka),,46,46
153,2,3:25.0,,I. Smith misses 2-pt layup at rim,46,46
154,2,3:24.0,Defensive rebound by S. Ibaka,,46,46
155,2,3:04.0,B. Biyombo makes 2-pt layup at rim (assist by J. Green),,48,46
156,2,2:51.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by A. Drummond),48,48
157,2,2:37.0,S. Ibaka makes 2-pt hook shot from 10 ft (assist by J. Meeks),,50,48
158,2,2:20.0,,Turnover by K. Caldwell-Pope (bad pass; steal by B. Biyombo),50,48
159,2,2:13.0,Orlando full timeout,,50,48
160,2,2:13.0,E. Fournier enters the game for B. Biyombo,,50,48
161,2,2:13.0,D. Augustin enters the game for E. Payton,,50,48
162,2,2:13.0,N. Vučević enters the game for J. Meeks,,50,48
163,2,2:13.0,,D. Hilliard enters the game for K. Caldwell-Pope,50,48
164,2,2:02.0,J. Green makes 2-pt layup at rim (assist by N. Vučević),,52,48
165,2,1:41.0,,Turnover by D. Hilliard (bad pass; steal by E. Fournier),52,48
166,2,1:35.0,E. Fournier misses 2-pt layup from 2 ft,,52,48
167,2,1:32.0,Offensive rebound by S. Ibaka,,52,48
168,2,1:30.0,S. Ibaka makes 2-pt dunk at rim,,54,48
169,2,1:30.0,,Detroit full timeout,54,48
170,2,1:30.0,,S. Johnson enters the game for D. Hilliard,54,48
171,2,1:18.0,,M. Morris misses 3-pt jump shot from 26 ft,54,48
172,2,1:18.0,,Offensive rebound by S. Johnson,54,48
173,2,1:15.0,,S. Johnson misses 2-pt jump shot from 5 ft (block by S. Ibaka),54,48
174,2,1:14.0,Defensive rebound by N. Vučević,,54,48
175,2,1:01.0,Turnover by S. Ibaka (bad pass; steal by S. Johnson),,54,48
176,2,0:43.0,,T. Harris makes 2-pt jump shot from 11 ft,54,50
177,2,0:32.0,J. Green makes 2-pt jump shot from 8 ft,,56,50
178,2,0:11.0,,T. Harris misses 2-pt jump shot from 14 ft,56,50
179,2,0:10.0,Defensive rebound by J. Green,,56,50
180,2,0:02.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by D. Augustin),,58,50
181,2,0:01.0,,M. Morris misses 3-pt jump shot from 63 ft,58,50
182,2,0:00.0,,Offensive rebound by Team,58,50
183,3,11:40.0,S. Ibaka misses 3-pt jump shot from 25 ft,,58,50
184,3,11:40.0,,Defensive rebound by K. Caldwell-Pope,58,50
185,3,11:36.0,,Turnover by R. Jackson (bad pass; steal by S. Ibaka),58,50
186,3,11:22.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by S. Ibaka),,61,50
187,3,11:03.0,,T. Harris misses 3-pt jump shot from 26 ft,61,50
188,3,11:03.0,,Offensive rebound by Team,61,50
189,3,11:03.0,Loose ball foul by B. Biyombo (drawn by A. Drummond),,61,50
190,3,10:56.0,,R. Jackson makes 2-pt jump shot from 14 ft,61,52
191,3,10:35.0,,Offensive charge foul by B. Biyombo (drawn by M. Morris),61,52
192,3,10:35.0,Turnover by B. Biyombo (offensive foul),,61,52
193,3,10:35.0,N. Vučević enters the game for B. Biyombo,,61,52
194,3,10:24.0,,R. Jackson misses 2-pt jump shot from 13 ft,61,52
195,3,10:22.0,,Offensive rebound by K. Caldwell-Pope,61,52
196,3,10:13.0,,A. Drummond makes 2-pt layup at rim (assist by R. Jackson),61,54
197,3,9:56.0,D. Augustin misses 3-pt jump shot from 27 ft,,61,54
198,3,9:55.0,,Defensive rebound by K. Caldwell-Pope,61,54
199,3,9:47.0,,Turnover by K. Caldwell-Pope (bad pass; steal by E. Fournier),61,54
200,3,9:39.0,A. Gordon misses 2-pt jump shot from 6 ft (block by A. Drummond),,61,54
201,3,9:38.0,,Defensive rebound by R. Jackson,61,54
202,3,9:32.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by R. Jackson),61,57
203,3,9:32.0,Orlando full timeout,,61,57
204,3,9:12.0,E. Fournier misses 3-pt jump shot from 26 ft,,61,57
205,3,9:12.0,,Defensive rebound by M. Morris,61,57
206,3,8:56.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft,61,59
207,3,8:34.0,A. Gordon makes 2-pt layup from 1 ft,,63,59
208,3,8:22.0,,Personal foul by D. Augustin (drawn by R. Jackson),63,59
209,3,8:14.0,,Turnover by A. Drummond (traveling),63,59
210,3,7:54.0,D. Augustin makes 2-pt layup from 1 ft,,65,59
211,3,7:36.0,,R. Jackson makes 3-pt jump shot from 26 ft,65,62
212,3,7:19.0,N. Vučević makes 2-pt hook shot from 8 ft,,67,62
213,3,7:03.0,,A. Drummond misses 2-pt layup from 4 ft (block by N. Vučević),67,62
214,3,6:59.0,,Offensive rebound by T. Harris,67,62
215,3,6:54.0,,T. Harris misses 2-pt layup at rim,67,62
216,3,6:52.0,Defensive rebound by N. Vučević,,67,62
217,3,6:33.0,A. Gordon misses 3-pt jump shot from 24 ft,,67,62
218,3,6:32.0,,Defensive rebound by K. Caldwell-Pope,67,62
219,3,6:28.0,,Shooting foul by A. Gordon (drawn by R. Jackson),67,62
220,3,6:28.0,,R. Jackson makes free throw 1 of 2,67,63
221,3,6:28.0,,R. Jackson makes free throw 2 of 2,67,64
222,3,6:05.0,N. Vučević makes 2-pt jump shot from 13 ft,,69,64
223,3,5:53.0,,A. Drummond misses 2-pt layup from 1 ft (block by S. Ibaka),69,64
224,3,5:52.0,Defensive rebound by N. Vučević,,69,64
225,3,5:47.0,,I. Smith enters the game for R. Jackson,69,64
226,3,5:34.0,Turnover by N. Vučević (lost ball; steal by A. Drummond),,69,64
227,3,5:32.0,,Shooting foul by E. Fournier (drawn by I. Smith),69,64
228,3,5:32.0,,I. Smith misses free throw 1 of 2,69,64
229,3,5:32.0,,Offensive rebound by Team,69,64
230,3,5:32.0,,I. Smith makes free throw 2 of 2,69,65
231,3,5:19.0,N. Vučević makes 2-pt jump shot from 20 ft (assist by D. Augustin),,71,65
232,3,5:02.0,,T. Harris misses 2-pt jump shot from 15 ft,71,65
233,3,5:01.0,Defensive rebound by D. Augustin,,71,65
234,3,4:55.0,D. Augustin makes 3-pt jump shot from 26 ft,,74,65
235,3,4:39.0,,T. Harris misses 2-pt jump shot from 13 ft,74,65
236,3,4:39.0,Defensive rebound by Team,,74,65
237,3,4:39.0,,Loose ball foul by A. Drummond (drawn by N. Vučević),74,65
238,3,4:39.0,,J. Leuer enters the game for T. Harris,74,65
239,3,4:26.0,N. Vučević misses 2-pt jump shot from 18 ft,,74,65
240,3,4:25.0,,Defensive rebound by M. Morris,74,65
241,3,4:14.0,,I. Smith misses 3-pt jump shot from 26 ft,74,65
242,3,4:13.0,Defensive rebound by S. Ibaka,,74,65
243,3,4:04.0,D. Augustin misses 3-pt jump shot from 26 ft,,74,65
244,3,4:04.0,,Defensive rebound by J. Leuer,74,65
245,3,3:45.0,J. Green enters the game for N. Vučević,,74,65
246,3,3:44.0,,Turnover by K. Caldwell-Pope (lost ball),74,65
247,3,3:24.0,S. Ibaka makes 2-pt jump shot from 17 ft,,76,65
248,3,3:10.0,,Turnover by J. Leuer (bad pass; steal by E. Fournier),76,65
249,3,3:03.0,Turnover by E. Fournier (bad pass; steal by M. Morris),,76,65
250,3,2:50.0,,Shooting foul by D. Augustin (drawn by M. Morris),76,65
251,3,2:50.0,,Detroit full timeout,76,65
252,3,2:50.0,,M. Morris makes free throw 1 of 2,76,66
253,3,2:50.0,E. Payton enters the game for D. Augustin,,76,65
254,3,2:50.0,,A. Baynes enters the game for A. Drummond,76,65
255,3,2:50.0,,M. Morris makes free throw 2 of 2,76,67
256,3,2:34.0,E. Payton misses 2-pt jump shot from 6 ft,,76,67
257,3,2:32.0,,Defensive rebound by J. Leuer,76,67
258,3,2:25.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,76,67
259,3,2:24.0,Defensive rebound by A. Gordon,,76,67
260,3,2:15.0,A. Gordon makes 2-pt layup at rim (assist by E. Fournier),,78,67
261,3,2:15.0,Shooting foul by I. Smith (drawn by A. Gordon),,78,67
262,3,2:15.0,A. Gordon misses free throw 1 of 1,,78,67
263,3,2:14.0,,Defensive rebound by M. Morris,78,67
264,3,1:54.0,,J. Leuer makes 2-pt hook shot from 7 ft,78,69
265,3,1:42.0,J. Green misses 2-pt jump shot from 15 ft,,78,69
266,3,1:41.0,,Defensive rebound by K. Caldwell-Pope,78,69
267,3,1:26.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by M. Morris),78,71
268,3,1:09.0,J. Green misses 2-pt jump shot from 6 ft,,78,71
269,3,1:08.0,,Defensive rebound by J. Leuer,78,71
270,3,1:04.0,,I. Smith misses 2-pt jump shot from 3 ft (block by S. Ibaka),78,71
271,3,1:04.0,,Offensive rebound by Team,78,71
272,3,1:04.0,N. Vučević enters the game for S. Ibaka,,78,71
273,3,1:00.0,,I. Smith makes 2-pt jump shot from 7 ft,78,73
274,3,0:40.0,N. Vučević misses 2-pt jump shot from 18 ft,,78,73
275,3,0:39.0,,Defensive rebound by K. Caldwell-Pope,78,73
276,3,0:28.0,,A. Baynes misses 2-pt layup from 1 ft (block by N. Vučević),78,73
277,3,0:26.0,Defensive rebound by N. Vučević,,78,73
278,3,0:20.0,E. Fournier misses 2-pt jump shot from 4 ft,,78,73
279,3,0:19.0,,Defensive rebound by J. Leuer,78,73
280,3,0:01.0,,M. Morris misses 3-pt jump shot from 26 ft,78,73
281,3,0:00.0,,Offensive rebound by Team,78,73
282,4,11:35.0,,R. Jackson misses 2-pt jump shot from 18 ft,78,73
283,4,11:35.0,,Offensive rebound by Team,78,73
284,4,11:35.0,,Turnover by Team (shot clock),78,73
285,4,11:23.0,J. Meeks misses 2-pt jump shot from 18 ft,,78,73
286,4,11:22.0,,Defensive rebound by A. Baynes,78,73
287,4,11:12.0,,J. Leuer misses 2-pt jump shot from 18 ft,78,73
288,4,11:12.0,Defensive rebound by J. Green,,78,73
289,4,10:55.0,N. Vučević misses 2-pt jump shot from 12 ft,,78,73
290,4,10:53.0,,Defensive rebound by A. Baynes,78,73
291,4,10:52.0,,Shooting foul by J. Green (drawn by J. Leuer),78,73
292,4,10:52.0,,J. Leuer makes free throw 1 of 2,78,74
293,4,10:52.0,,J. Leuer misses free throw 2 of 2,78,74
294,4,10:51.0,Defensive rebound by N. Vučević,,78,74
295,4,10:37.0,E. Payton makes 2-pt layup at rim (assist by J. Green),,80,74
296,4,10:37.0,Shooting foul by J. Leuer (drawn by E. Payton),,80,74
297,4,10:37.0,E. Payton misses free throw 1 of 1,,80,74
298,4,10:35.0,,Defensive rebound by A. Baynes,80,74
299,4,10:18.0,,R. Jackson makes 2-pt jump shot from 17 ft,80,76
300,4,10:03.0,E. Payton makes 2-pt jump shot from 8 ft,,82,76
301,4,9:57.0,,Turnover by R. Jackson (traveling),82,76
302,4,9:43.0,N. Vučević makes 2-pt jump shot from 6 ft (assist by E. Payton),,84,76
303,4,9:29.0,,J. Leuer misses 3-pt jump shot from 26 ft,84,76
304,4,9:28.0,Defensive rebound by B. Biyombo,,84,76
305,4,9:11.0,N. Vučević makes 2-pt hook shot from 8 ft (assist by J. Meeks),,86,76
306,4,9:11.0,,Detroit full timeout,86,76
307,4,8:51.0,,D. Hilliard misses 2-pt jump shot from 16 ft,86,76
308,4,8:50.0,Defensive rebound by B. Biyombo,,86,76
309,4,8:26.0,N. Vučević misses 2-pt jump shot from 18 ft,,86,76
310,4,8:26.0,,Defensive rebound by A. Baynes,86,76
311,4,8:19.0,,D. Hilliard misses 2-pt jump shot from 19 ft,86,76
312,4,8:18.0,Defensive rebound by B. Biyombo,,86,76
313,4,8:05.0,J. Meeks misses 3-pt jump shot from 24 ft,,86,76
314,4,8:04.0,Offensive rebound by J. Meeks,,86,76
315,4,7:58.0,J. Green misses 3-pt jump shot from 26 ft,,86,76
316,4,7:58.0,Offensive rebound by Team,,86,76
317,4,7:58.0,,A. Drummond enters the game for A. Baynes,86,76
318,4,7:58.0,,K. Caldwell-Pope enters the game for D. Hilliard,86,76
319,4,7:54.0,J. Meeks misses 2-pt jump shot from 9 ft,,86,76
320,4,7:53.0,,Defensive rebound by T. Harris,86,76
321,4,7:37.0,,A. Drummond makes 2-pt hook shot from 6 ft (assist by J. Leuer),86,78
322,4,7:18.0,E. Payton misses 2-pt jump shot from 8 ft (block by J. Leuer),,86,78
323,4,7:17.0,,Defensive rebound by A. Drummond,86,78
324,4,6:50.0,,R. Jackson makes 2-pt layup at rim,86,80
325,4,6:36.0,J. Meeks misses 3-pt jump shot from 26 ft,,86,80
326,4,6:36.0,,Defensive rebound by J. Leuer,86,80
327,4,6:17.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,86,80
328,4,6:17.0,Defensive rebound by E. Payton,,86,80
329,4,6:17.0,Orlando full timeout,,86,80
330,4,6:17.0,D. Augustin enters the game for E. Payton,,86,80
331,4,6:17.0,S. Ibaka enters the game for N. Vučević,,86,80
332,4,6:17.0,E. Fournier enters the game for J. Meeks,,86,80
333,4,6:17.0,,I. Smith enters the game for R. Jackson,86,80
334,4,6:02.0,Shooting foul by I. Smith (drawn by B. Biyombo),,86,80
335,4,6:02.0,B. Biyombo misses free throw 1 of 2,,86,80
336,4,6:02.0,Offensive rebound by Team,,86,80
337,4,6:02.0,B. Biyombo makes free throw 2 of 2,,87,80
338,4,5:49.0,,Turnover by A. Drummond (bad pass),87,80
339,4,5:49.0,,M. Morris enters the game for T. Harris,87,80
340,4,5:32.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by B. Biyombo),,90,80
341,4,5:07.0,,A. Drummond makes 2-pt hook shot from 7 ft,90,82
342,4,4:46.0,D. Augustin makes 2-pt jump shot from 15 ft,,92,82
343,4,4:28.0,,I. Smith misses 3-pt jump shot from 25 ft,92,82
344,4,4:27.0,,Offensive rebound by A. Drummond,92,82
345,4,4:22.0,,A. Drummond misses 2-pt jump shot from 3 ft (block by S. Ibaka),92,82
346,4,4:21.0,Defensive rebound by D. Augustin,,92,82
347,4,3:59.0,J. Green misses 2-pt jump shot from 12 ft,,92,82
348,4,3:59.0,,Defensive rebound by A. Drummond,92,82
349,4,3:50.0,,J. Leuer misses 3-pt jump shot from 26 ft,92,82
350,4,3:49.0,Defensive rebound by B. Biyombo,,92,82
351,4,3:35.0,E. Fournier makes 3-pt jump shot from 28 ft (assist by B. Biyombo),,95,82
352,4,3:35.0,,Detroit full timeout,95,82
353,4,3:35.0,,T. Harris enters the game for J. Leuer,95,82
354,4,3:19.0,,K. Caldwell-Pope misses 2-pt jump shot from 4 ft (block by B. Biyombo),95,82
355,4,3:19.0,,Offensive rebound by Team,95,82
356,4,3:11.0,,I. Smith misses 2-pt jump shot from 15 ft,95,82
357,4,3:11.0,,Offensive rebound by I. Smith,95,82
358,4,3:05.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,95,82
359,4,3:05.0,Defensive rebound by D. Augustin,,95,82
360,4,2:50.0,Turnover by E. Fournier (bad pass; steal by K. Caldwell-Pope),,95,82
361,4,2:36.0,,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,95,82
362,4,2:36.0,Defensive rebound by S. Ibaka,,95,82
363,4,2:15.0,Turnover by J. Green (lost ball; steal by M. Morris),,95,82
364,4,2:09.0,,T. Harris makes 2-pt layup from 1 ft,95,84
365,4,1:48.0,Personal foul by A. Drummond (drawn by S. Ibaka),,95,84
366,4,1:33.0,Turnover by Team (shot clock),,95,84
367,4,1:25.0,,T. Harris makes 3-pt jump shot from 27 ft (assist by K. Caldwell-Pope),95,87
368,4,1:25.0,,Violation by Team (jump ball),95,87
369,4,1:25.0,Orlando full timeout,,95,87
370,4,1:25.0,N. Vučević enters the game for B. Biyombo,,95,87
371,4,1:00.0,J. Green misses 2-pt layup from 1 ft,,95,87
372,4,1:00.0,Offensive rebound by Team,,95,87
373,4,0:47.0,Turnover by E. Fournier (bad pass; steal by A. Drummond),,95,87
374,4,0:40.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft,95,90
375,4,0:40.0,Orlando full timeout,,95,90
376,4,0:20.0,J. Green makes 2-pt jump shot from 13 ft,,97,90
377,4,0:20.0,,Detroit full timeout,97,90
378,4,0:20.0,A. Gordon enters the game for E. Fournier,,97,90
379,4,0:20.0,B. Biyombo enters the game for D. Augustin,,97,90
380,4,0:20.0,E. Payton enters the game for N. Vučević,,97,90
381,4,0:14.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,97,90
382,4,0:14.0,,Offensive rebound by K. Caldwell-Pope,97,90
