,QUARTER,TIME_REMAINING,UTAH_ACTION,ORLANDO_ACTION,UTAH_SCORE,ORLANDO_SCORE
390,4,3:53.0,,N. Vučević enters the game for B. Biyombo,76,72
391,4,3:53.0,R. Hood makes free throw 2 of 2,,77,72
392,4,3:35.0,,N. Vučević misses 2-pt jump shot from 19 ft,77,72
393,4,3:34.0,Defensive rebound by R. Gobert,,77,72
394,4,3:20.0,S. Mack makes 3-pt jump shot from 25 ft (assist by G. Hayward),,80,72
395,4,3:00.0,,D. Augustin misses 3-pt jump shot from 24 ft,80,72
396,4,2:58.0,Defensive rebound by G. Hayward,,80,72
397,4,2:34.0,D. Favors makes 2-pt jump shot from 7 ft (assist by R. Gobert),,82,72
398,4,2:34.0,,Orlando full timeout,82,72
399,4,2:34.0,Utah full timeout,,82,72
400,4,2:14.0,,N. Vučević misses 2-pt hook shot from 5 ft,82,72
401,4,2:12.0,Defensive rebound by D. Favors,,82,72
402,4,1:49.0,R. Hood misses 3-pt jump shot from 26 ft,,82,72
403,4,1:48.0,,Defensive rebound by N. Vučević,82,72
404,4,1:35.0,,E. Fournier misses 3-pt jump shot from 25 ft,82,72
405,4,1:34.0,Defensive rebound by G. Hayward,,82,72
406,4,1:17.0,D. Favors misses 2-pt layup from 2 ft,,82,72
407,4,1:16.0,,Defensive rebound by E. Fournier,82,72
408,4,1:12.0,,Turnover by S. Ibaka (lost ball; steal by S. Mack),82,72
409,4,0:55.0,G. Hayward misses 2-pt jump shot from 18 ft,,82,72
410,4,0:54.0,Offensive rebound by R. Gobert,,82,72
411,4,0:53.0,R. Gobert makes 2-pt layup from 2 ft,,84,72
412,4,0:53.0,,Violation by S. Ibaka (def goaltending),84,72
413,4,0:53.0,,Orlando full timeout,84,72
414,4,0:53.0,,D. Rudež enters the game for N. Vučević,84,72
415,4,0:46.0,,E. Fournier makes 2-pt layup from 2 ft,84,74
416,4,0:43.0,Utah full timeout,,84,74
417,4,0:43.0,,A. Gordon enters the game for D. Rudež,84,74
418,4,0:43.0,J. Ingles enters the game for R. Gobert,,84,74
419,4,0:41.0,Shooting foul by S. Ibaka (drawn by D. Favors),,84,74
420,4,0:41.0,D. Favors makes free throw 1 of 2,,85,74
421,4,0:41.0,D. Favors misses free throw 2 of 2,,85,74
422,4,0:41.0,,D. Rudež enters the game for A. Gordon,85,74
423,4,0:40.0,,Defensive rebound by S. Ibaka,85,74
424,4,0:37.0,,J. Green misses 3-pt jump shot from 27 ft,85,74
425,4,0:36.0,Defensive rebound by S. Mack,,85,74
426,4,0:13.0,R. Hood makes 2-pt jump shot from 21 ft,,87,74
427,4,0:01.0,,J. Green misses 3-pt jump shot from 25 ft,87,74
428,4,0:00.0,,Offensive rebound by D. Rudež,87,74
