,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,BOSTON_ACTION,CHARLOTTE_SCORE,BOSTON_SCORE
381,4,0:53.0,,Defensive rebound by K. Olynyk,96,102
382,4,0:33.0,,I. Thomas makes 2-pt jump shot from 20 ft,96,104
383,4,0:33.0,Charlotte full timeout,,96,104
384,4,0:33.0,,M. Smart enters the game for I. Thomas,96,104
385,4,0:33.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,96,104
386,4,0:33.0,F. Kaminsky enters the game for M. Williams,,96,104
387,4,0:32.0,C. Zeller makes 2-pt dunk at rim (assist by F. Kaminsky),,98,104
388,4,0:29.0,,Boston full timeout,98,104
389,4,0:29.0,,I. Thomas enters the game for K. Olynyk,98,104
390,4,0:29.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,98,104
391,4,0:19.0,,Personal take foul by K. Walker,98,104
392,4,0:19.0,,J. Crowder makes free throw 1 of 2,98,105
393,4,0:19.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,98,105
394,4,0:19.0,,J. Crowder makes free throw 2 of 2,98,106
395,4,0:12.0,K. Walker misses 3-pt jump shot from 26 ft,,98,106
396,4,0:11.0,,Defensive rebound by A. Horford,98,106
397,4,0:10.0,,Personal take foul by M. Belinelli,98,106
398,4,0:10.0,,A. Horford makes free throw 1 of 2,98,107
399,4,0:10.0,,J. Brown enters the game for I. Thomas,98,107
400,4,0:10.0,,J. Jerebko enters the game for A. Bradley,98,107
401,4,0:10.0,,A. Horford makes free throw 2 of 2,98,108
