,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MEMPHIS_ACTION,BROOKLYN_SCORE,MEMPHIS_SCORE
36,1,7:00.0,T. Booker enters the game for R. Hollis-Jefferson,,13,8
37,1,6:46.0,C. LeVert makes 2-pt layup from 3 ft,,15,8
38,1,6:46.0,Shooting foul by C. Parsons (drawn by C. LeVert),,15,8
39,1,6:46.0,C. LeVert misses free throw 1 of 1,,15,8
40,1,6:43.0,Offensive rebound by C. LeVert,,15,8
41,1,6:38.0,B. Lopez misses 2-pt jump shot from 11 ft,,15,8
42,1,6:35.0,,Defensive rebound by C. Parsons,15,8
43,1,6:21.0,,C. Parsons makes 3-pt jump shot from 25 ft (assist by M. Gasol),15,11
44,1,6:09.0,J. Lin misses 3-pt jump shot from 24 ft,,15,11
45,1,6:08.0,,Defensive rebound by M. Gasol,15,11
46,1,5:50.0,,J. Green makes 3-pt jump shot from 23 ft (assist by A. Harrison),15,14
47,1,5:49.0,Brooklyn full timeout,,15,14
48,1,5:49.0,S. Dinwiddie enters the game for C. LeVert,,15,14
49,1,5:49.0,S. Kilpatrick enters the game for J. Lin,,15,14
50,1,5:38.0,S. Dinwiddie misses 2-pt jump shot from 12 ft,,15,14
51,1,5:35.0,,Defensive rebound by M. Gasol,15,14
52,1,5:35.0,,Shooting foul by S. Kilpatrick (drawn by C. Parsons),15,14
53,1,5:35.0,,C. Parsons makes free throw 1 of 2,15,15
54,1,5:35.0,,T. Douglas enters the game for M. Conley,15,15
55,1,5:35.0,,C. Parsons makes free throw 2 of 2,15,16
56,1,5:19.0,B. Lopez makes 2-pt dunk at rim,,17,16
57,1,5:06.0,,M. Gasol makes 2-pt jump shot from 12 ft,17,18
58,1,4:55.0,R. Foye makes 3-pt jump shot from 25 ft (assist by T. Booker),,20,18
59,1,4:43.0,,M. Gasol makes 3-pt jump shot from 24 ft (assist by T. Douglas),20,21
60,1,4:30.0,S. Kilpatrick misses 2-pt jump shot from 20 ft,,20,21
61,1,4:30.0,,Defensive rebound by J. Green,20,21
62,1,4:21.0,,M. Gasol makes 3-pt jump shot from 27 ft (assist by C. Parsons),20,24
63,1,4:06.0,S. Kilpatrick makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,23,24
64,1,3:47.0,,Turnover by T. Douglas (bad pass; steal by R. Foye),23,24
65,1,3:38.0,T. Booker misses 2-pt hook shot from 7 ft,,23,24
66,1,3:36.0,,Defensive rebound by J. Green,23,24
67,1,3:20.0,,Turnover by A. Harrison (bad pass; steal by R. Foye),23,24
68,1,3:15.0,R. Foye makes 3-pt jump shot from 26 ft,,26,24
69,1,3:15.0,,Memphis full timeout,26,24
70,1,3:15.0,,Z. Randolph enters the game for C. Parsons,26,24
71,1,3:15.0,,V. Carter enters the game for M. Gasol,26,24
72,1,3:15.0,,M. Conley enters the game for A. Harrison,26,24
73,1,3:15.0,Q. Acy enters the game for B. Lopez,,26,24
74,1,3:15.0,I. Whitehead enters the game for R. Foye,,26,24
75,1,3:02.0,,Turnover by V. Carter (bad pass),26,24
76,1,3:02.0,,Loose ball foul by T. Douglas (drawn by S. Dinwiddie),26,24
77,1,2:38.0,S. Dinwiddie misses 2-pt layup from 4 ft,,26,24
78,1,2:37.0,,Defensive rebound by Z. Randolph,26,24
79,1,2:22.0,,Turnover by Z. Randolph (lost ball; steal by I. Whitehead),26,24
80,1,2:18.0,Shooting foul by V. Carter (drawn by S. Kilpatrick),,26,24
81,1,2:18.0,S. Kilpatrick makes free throw 1 of 2,,27,24
82,1,2:18.0,S. Kilpatrick makes free throw 2 of 2,,28,24
83,1,2:08.0,,Z. Randolph misses 2-pt jump shot from 19 ft,28,24
84,1,2:06.0,,Offensive rebound by J. Green,28,24
85,1,2:02.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by T. Douglas),28,27
86,1,1:45.0,I. Whitehead misses 3-pt jump shot from 23 ft,,28,27
87,1,1:44.0,,Defensive rebound by Z. Randolph,28,27
88,1,1:39.0,,Shooting foul by Q. Acy (drawn by M. Conley),28,27
89,1,1:39.0,,M. Conley misses free throw 1 of 2,28,27
90,1,1:39.0,,Offensive rebound by Team,28,27
91,1,1:39.0,,M. Conley makes free throw 2 of 2,28,28
92,1,1:25.0,Q. Acy makes 3-pt jump shot from 24 ft (assist by I. Whitehead),,31,28
93,1,1:08.0,,T. Douglas makes 2-pt layup from 3 ft (assist by Z. Randolph),31,30
94,1,0:50.0,S. Dinwiddie makes 3-pt jump shot from 27 ft (assist by S. Kilpatrick),,34,30
95,1,0:34.0,,Z. Randolph makes 2-pt jump shot from 13 ft,34,32
96,1,0:23.0,Q. Acy makes 2-pt layup from 3 ft,,36,32
97,1,0:00.0,,M. Conley makes 2-pt jump shot from 10 ft,36,34
98,2,11:52.0,,Personal foul by Q. Acy (drawn by Z. Randolph),36,34
99,2,11:46.0,,V. Carter misses 3-pt jump shot from 24 ft,36,34
100,2,11:46.0,Defensive rebound by S. Dinwiddie,,36,34
101,2,11:34.0,Q. Acy misses 3-pt jump shot from 25 ft,,36,34
102,2,11:34.0,,Defensive rebound by J. Green,36,34
103,2,11:18.0,,J. Green misses 2-pt layup from 2 ft (block by S. Dinwiddie),36,34
104,2,11:18.0,,Offensive rebound by Team,36,34
105,2,11:15.0,,J. Green misses 2-pt layup from 3 ft (block by Q. Acy),36,34
106,2,11:13.0,,Offensive rebound by Z. Randolph,36,34
107,2,11:13.0,,Z. Randolph makes 2-pt layup from 1 ft,36,36
108,2,11:08.0,Offensive foul by T. Booker (drawn by V. Carter),,36,36
109,2,11:08.0,Turnover by T. Booker (offensive foul),,36,36
110,2,10:55.0,,M. Conley makes 2-pt jump shot from 19 ft (assist by Z. Randolph),36,38
111,2,10:35.0,Personal foul by T. Allen (drawn by Q. Acy),,36,38
112,2,10:35.0,K. McDaniels enters the game for S. Kilpatrick,,36,38
113,2,10:33.0,Personal foul by V. Carter (drawn by S. Dinwiddie),,36,38
114,2,10:17.0,S. Dinwiddie misses 3-pt jump shot from 23 ft,,36,38
115,2,10:16.0,,Defensive rebound by J. Green,36,38
116,2,9:59.0,,J. Green makes 2-pt jump shot from 8 ft,36,40
117,2,9:39.0,Q. Acy misses 3-pt jump shot from 25 ft,,36,40
118,2,9:38.0,Offensive rebound by T. Booker,,36,40
119,2,9:29.0,K. McDaniels misses 3-pt jump shot from 24 ft,,36,40
120,2,9:29.0,,Defensive rebound by M. Conley,36,40
121,2,9:20.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by M. Conley),36,43
122,2,9:19.0,Brooklyn full timeout,,36,43
123,2,9:19.0,B. Lopez enters the game for Q. Acy,,36,43
124,2,8:59.0,I. Whitehead makes 3-pt jump shot from 23 ft (assist by K. McDaniels),,39,43
125,2,8:42.0,,Z. Randolph misses 2-pt layup from 3 ft (block by I. Whitehead),39,43
126,2,8:40.0,Defensive rebound by S. Dinwiddie,,39,43
127,2,8:40.0,Turnover by T. Booker (traveling),,39,43
128,2,8:25.0,,Z. Randolph misses 2-pt jump shot from 13 ft,39,43
129,2,8:23.0,Defensive rebound by T. Booker,,39,43
130,2,8:15.0,K. McDaniels misses 2-pt layup from 2 ft,,39,43
131,2,8:15.0,Offensive rebound by K. McDaniels,,39,43
132,2,8:12.0,K. McDaniels misses 2-pt layup from 3 ft,,39,43
133,2,8:11.0,,Defensive rebound by J. Green,39,43
134,2,8:05.0,,Shooting foul by S. Dinwiddie (drawn by M. Conley),39,43
135,2,8:05.0,,M. Conley makes free throw 1 of 2,39,44
136,2,8:05.0,,M. Conley misses free throw 2 of 2,39,44
137,2,8:05.0,,B. Wright enters the game for J. Green,39,44
138,2,8:05.0,,M. Gasol enters the game for V. Carter,39,44
139,2,8:05.0,,C. Parsons enters the game for Z. Randolph,39,44
140,2,8:04.0,Defensive rebound by B. Lopez,,39,44
141,2,7:50.0,Turnover by B. Lopez (bad pass; steal by T. Allen),,39,44
142,2,7:32.0,,T. Allen misses 3-pt jump shot from 24 ft,39,44
143,2,7:30.0,Defensive rebound by T. Booker,,39,44
144,2,7:14.0,T. Booker misses 2-pt layup from 1 ft,,39,44
145,2,7:11.0,Offensive rebound by K. McDaniels,,39,44
146,2,7:11.0,K. McDaniels makes 2-pt layup from 2 ft,,41,44
147,2,6:55.0,,Turnover by T. Allen (bad pass; steal by T. Booker),41,44
148,2,6:47.0,,T. Douglas enters the game for M. Conley,41,44
149,2,6:37.0,T. Booker makes 2-pt dunk at rim (assist by S. Dinwiddie),,43,44
150,2,6:37.0,,Memphis full timeout,43,44
151,2,6:37.0,R. Hollis-Jefferson enters the game for T. Booker,,43,44
152,2,6:12.0,,C. Parsons misses 3-pt jump shot from 27 ft,43,44
153,2,6:10.0,,Offensive rebound by T. Allen,43,44
154,2,5:57.0,,B. Wright makes 2-pt jump shot from 4 ft (assist by M. Gasol),43,46
155,2,5:42.0,Turnover by I. Whitehead (lost ball; steal by T. Douglas),,43,46
156,2,5:38.0,,Shooting foul by K. McDaniels (drawn by T. Allen),43,46
157,2,5:38.0,,T. Allen makes free throw 1 of 2,43,47
158,2,5:38.0,,T. Allen misses free throw 2 of 2,43,47
159,2,5:38.0,J. Lin enters the game for S. Dinwiddie,,43,47
160,2,5:38.0,C. LeVert enters the game for K. McDaniels,,43,47
161,2,5:35.0,Defensive rebound by C. LeVert,,43,47
162,2,5:27.0,Personal foul by T. Douglas (drawn by J. Lin),,43,47
163,2,5:22.0,Turnover by C. LeVert (bad pass; steal by C. Parsons),,43,47
164,2,5:09.0,,T. Allen makes 2-pt layup from 1 ft (assist by C. Parsons),43,49
165,2,4:59.0,Personal take foul by T. Allen (drawn by I. Whitehead),,43,49
166,2,4:48.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft (block by M. Gasol),,43,49
167,2,4:46.0,,Defensive rebound by T. Allen,43,49
168,2,4:35.0,,T. Allen makes 2-pt layup from 1 ft (assist by T. Douglas),43,51
169,2,4:11.0,I. Whitehead makes 2-pt layup from 2 ft,,45,51
170,2,3:57.0,,Personal foul by J. Lin (drawn by T. Douglas),45,51
171,2,3:57.0,S. Kilpatrick enters the game for I. Whitehead,,45,51
172,2,3:45.0,,C. Parsons misses 2-pt layup from 2 ft (block by R. Hollis-Jefferson),45,51
173,2,3:44.0,Defensive rebound by B. Lopez,,45,51
174,2,3:32.0,C. LeVert makes 2-pt layup from 3 ft,,47,51
175,2,3:32.0,,Memphis full timeout,47,51
176,2,3:32.0,,M. Conley enters the game for T. Allen,47,51
177,2,3:14.0,,T. Douglas makes 2-pt jump shot from 8 ft (assist by B. Wright),47,53
178,2,2:58.0,B. Lopez makes 2-pt hook shot from 5 ft,,49,53
179,2,2:34.0,,B. Wright makes 2-pt layup from 1 ft (assist by M. Gasol),49,55
180,2,2:26.0,J. Lin makes 3-pt jump shot from 27 ft,,52,55
181,2,2:10.0,,T. Douglas misses 3-pt jump shot from 25 ft,52,55
182,2,2:10.0,Defensive rebound by J. Lin,,52,55
183,2,2:03.0,S. Kilpatrick makes 2-pt layup from 2 ft (assist by J. Lin),,54,55
184,2,1:46.0,,Turnover by M. Gasol (bad pass; steal by B. Lopez),54,55
185,2,1:40.0,C. LeVert makes 2-pt layup from 2 ft,,56,55
186,2,1:25.0,Violation by S. Kilpatrick (kicked ball),,56,55
187,2,1:25.0,,Memphis full timeout,56,55
188,2,1:25.0,,V. Carter enters the game for T. Douglas,56,55
189,2,1:13.0,,M. Gasol misses 2-pt jump shot from 7 ft,56,55
190,2,1:11.0,Defensive rebound by R. Hollis-Jefferson,,56,55
191,2,1:02.0,J. Lin misses 3-pt jump shot from 23 ft,,56,55
192,2,1:01.0,,Defensive rebound by M. Gasol,56,55
193,2,0:50.0,,Personal foul by C. LeVert (drawn by M. Gasol),56,55
194,2,0:50.0,,M. Gasol misses free throw 1 of 2,56,55
195,2,0:50.0,,Offensive rebound by Team,56,55
196,2,0:50.0,,T. Allen enters the game for C. Parsons,56,55
197,2,0:50.0,,J. Green enters the game for B. Wright,56,55
198,2,0:50.0,,M. Gasol makes free throw 2 of 2,56,56
199,2,0:27.0,Turnover by B. Lopez (3 sec),,56,56
200,2,0:27.0,,C. Parsons enters the game for J. Green,56,56
201,2,0:27.0,,T. Daniels enters the game for T. Allen,56,56
202,2,0:08.0,,Personal foul by J. Lin (drawn by M. Gasol),56,56
203,2,0:08.0,,M. Gasol makes free throw 1 of 2,56,57
204,2,0:08.0,,M. Gasol misses free throw 2 of 2,56,57
205,2,0:08.0,Defensive rebound by B. Lopez,,56,57
206,2,0:08.0,Q. Acy enters the game for R. Hollis-Jefferson,,56,57
207,2,0:08.0,,T. Allen enters the game for T. Daniels,56,57
208,2,0:00.0,J. Lin misses 3-pt jump shot from 25 ft (block by M. Gasol),,56,57
209,2,0:00.0,Offensive rebound by Team,,56,57
210,3,11:40.0,,Shooting foul by R. Hollis-Jefferson (drawn by C. Parsons),56,57
211,3,11:40.0,,C. Parsons makes free throw 1 of 2,56,58
212,3,11:40.0,,C. Parsons makes free throw 2 of 2,56,59
213,3,11:30.0,R. Foye misses 2-pt layup from 4 ft,,56,59
214,3,11:27.0,,Defensive rebound by B. Wright,56,59
215,3,11:18.0,,M. Conley makes 2-pt layup from 3 ft,56,61
216,3,11:08.0,Personal foul by A. Harrison (drawn by R. Foye),,56,61
217,3,11:01.0,R. Hollis-Jefferson misses 2-pt jump shot from 7 ft,,56,61
218,3,10:59.0,,Defensive rebound by M. Gasol,56,61
219,3,10:51.0,,B. Wright makes 2-pt layup from 1 ft (assist by M. Conley),56,63
220,3,10:51.0,,Shooting foul by C. LeVert (drawn by B. Wright),56,63
221,3,10:51.0,,B. Wright makes free throw 1 of 1,56,64
222,3,10:35.0,J. Lin makes 3-pt jump shot from 24 ft (assist by B. Lopez),,59,64
223,3,10:16.0,,Def 3 sec tech foul by R. Hollis-Jefferson,59,64
224,3,10:16.0,,M. Conley makes technical free throw,59,65
225,3,10:02.0,,A. Harrison misses 2-pt jump shot from 11 ft,59,65
226,3,9:59.0,Defensive rebound by R. Foye,,59,65
227,3,9:54.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by R. Foye),,61,65
228,3,9:37.0,,Shooting foul by J. Lin (drawn by M. Gasol),61,65
229,3,9:37.0,,M. Gasol makes free throw 1 of 2,61,66
230,3,9:37.0,,M. Gasol makes free throw 2 of 2,61,67
231,3,9:19.0,R. Foye makes 3-pt jump shot from 25 ft,,64,67
232,3,9:02.0,,M. Gasol misses 2-pt hook shot from 5 ft,64,67
233,3,8:59.0,Defensive rebound by J. Lin,,64,67
234,3,8:57.0,Shooting foul by M. Gasol (drawn by J. Lin),,64,67
235,3,8:57.0,J. Lin misses free throw 1 of 2,,64,67
236,3,8:57.0,Offensive rebound by Team,,64,67
237,3,8:57.0,J. Lin makes free throw 2 of 2,,65,67
238,3,8:44.0,,C. Parsons makes 3-pt jump shot from 26 ft,65,70
239,3,8:27.0,C. LeVert makes 3-pt jump shot from 26 ft,,68,70
240,3,8:05.0,,C. Parsons misses 2-pt layup from 2 ft,68,70
241,3,8:03.0,Defensive rebound by J. Lin,,68,70
242,3,8:01.0,Shooting block foul by M. Gasol (drawn by C. LeVert),,68,70
243,3,8:01.0,C. LeVert misses free throw 1 of 2,,68,70
244,3,8:01.0,Offensive rebound by Team,,68,70
245,3,8:01.0,C. LeVert misses free throw 2 of 2,,68,70
246,3,7:58.0,,Defensive rebound by M. Conley,68,70
247,3,7:47.0,,B. Wright makes 2-pt dunk at rim (assist by M. Conley),68,72
248,3,7:40.0,,Violation by M. Gasol (kicked ball),68,72
249,3,7:33.0,R. Foye makes 2-pt layup from 3 ft (assist by R. Hollis-Jefferson),,70,72
250,3,7:11.0,,Shooting foul by R. Foye (drawn by A. Harrison),70,72
251,3,7:11.0,,A. Harrison makes free throw 1 of 2,70,73
252,3,7:11.0,,A. Harrison makes free throw 2 of 2,70,74
253,3,7:00.0,R. Foye misses 2-pt layup from 2 ft,,70,74
254,3,6:58.0,,Defensive rebound by M. Conley,70,74
255,3,6:46.0,,M. Gasol misses 2-pt layup from 3 ft,70,74
256,3,6:45.0,Defensive rebound by B. Lopez,,70,74
257,3,6:45.0,Personal take foul by B. Wright (drawn by B. Lopez),,70,74
258,3,6:35.0,Turnover by J. Lin (lost ball),,70,74
259,3,6:28.0,,Personal foul by J. Lin (drawn by M. Gasol),70,74
260,3,6:28.0,,M. Gasol makes free throw 1 of 2,70,75
261,3,6:28.0,S. Dinwiddie enters the game for J. Lin,,70,75
262,3,6:28.0,,M. Gasol makes free throw 2 of 2,70,76
263,3,6:21.0,S. Kilpatrick enters the game for C. LeVert,,70,76
264,3,6:21.0,,V. Carter enters the game for C. Parsons,70,76
265,3,6:21.0,Brooklyn full timeout,,70,76
266,3,6:18.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by S. Kilpatrick),,72,76
267,3,5:59.0,,B. Wright misses 2-pt hook shot from 3 ft,72,76
268,3,5:58.0,,Offensive rebound by Team,72,76
269,3,5:48.0,,M. Conley makes 2-pt jump shot from 18 ft,72,78
270,3,5:22.0,B. Lopez misses 2-pt jump shot from 14 ft,,72,78
271,3,5:20.0,,Defensive rebound by B. Wright,72,78
272,3,5:08.0,,A. Harrison misses 3-pt jump shot from 24 ft,72,78
273,3,5:07.0,Defensive rebound by R. Foye,,72,78
274,3,4:59.0,Turnover by S. Dinwiddie (step out of bounds),,72,78
275,3,4:59.0,T. Booker enters the game for R. Foye,,72,78
276,3,4:59.0,I. Whitehead enters the game for R. Hollis-Jefferson,,72,78
277,3,4:59.0,,T. Douglas enters the game for B. Wright,72,78
278,3,4:59.0,,J. Green enters the game for A. Harrison,72,78
279,3,4:47.0,,M. Gasol misses 3-pt jump shot from 25 ft,72,78
280,3,4:45.0,Defensive rebound by T. Booker,,72,78
281,3,4:38.0,Shooting foul by T. Douglas (drawn by S. Kilpatrick),,72,78
282,3,4:38.0,S. Kilpatrick misses free throw 1 of 2,,72,78
283,3,4:38.0,Offensive rebound by Team,,72,78
284,3,4:38.0,,Z. Randolph enters the game for M. Gasol,72,78
285,3,4:38.0,Q. Acy enters the game for B. Lopez,,72,78
286,3,4:38.0,S. Kilpatrick makes free throw 2 of 2,,73,78
287,3,4:26.0,,M. Conley makes 2-pt layup from 2 ft (assist by Z. Randolph),73,80
288,3,4:18.0,Turnover by S. Dinwiddie (traveling),,73,80
289,3,3:59.0,,Z. Randolph makes 2-pt jump shot from 17 ft (assist by M. Conley),73,82
290,3,3:42.0,Shooting block foul by T. Douglas (drawn by S. Kilpatrick),,73,82
291,3,3:42.0,S. Kilpatrick makes free throw 1 of 2,,74,82
292,3,3:42.0,S. Kilpatrick makes free throw 2 of 2,,75,82
293,3,3:24.0,,Shooting foul by Q. Acy (drawn by Z. Randolph),75,82
294,3,3:24.0,,Z. Randolph makes free throw 1 of 2,75,83
295,3,3:24.0,,Z. Randolph makes free throw 2 of 2,75,84
296,3,3:12.0,I. Whitehead misses 3-pt jump shot from 26 ft,,75,84
297,3,3:12.0,,Defensive rebound by Z. Randolph,75,84
298,3,3:09.0,,M. Conley makes 3-pt jump shot from 27 ft,75,87
299,3,3:09.0,,Shooting foul by S. Dinwiddie (drawn by M. Conley),75,87
300,3,3:09.0,,M. Conley misses free throw 1 of 1,75,87
301,3,3:07.0,Defensive rebound by Q. Acy,,75,87
302,3,2:51.0,Personal foul by M. Conley (drawn by S. Kilpatrick),,75,87
303,3,2:51.0,,Memphis full timeout,75,87
304,3,2:51.0,S. Kilpatrick makes free throw 1 of 2,,76,87
305,3,2:51.0,,T. Allen enters the game for M. Conley,75,87
306,3,2:51.0,S. Kilpatrick makes free throw 2 of 2,,77,87
307,3,2:40.0,,Z. Randolph misses 2-pt jump shot from 19 ft,77,87
308,3,2:40.0,Defensive rebound by S. Dinwiddie,,77,87
309,3,2:29.0,S. Dinwiddie misses 2-pt layup from 2 ft,,77,87
310,3,2:26.0,,Defensive rebound by Z. Randolph,77,87
311,3,2:10.0,,Turnover by T. Douglas (bad pass; steal by S. Dinwiddie),77,87
312,3,2:05.0,S. Kilpatrick makes 2-pt jump shot from 4 ft,,79,87
313,3,2:05.0,Shooting foul by V. Carter (drawn by S. Kilpatrick),,79,87
314,3,2:05.0,S. Kilpatrick makes free throw 1 of 1,,80,87
315,3,1:47.0,,Z. Randolph makes 2-pt jump shot from 6 ft (assist by T. Douglas),80,89
316,3,1:31.0,T. Booker makes 2-pt jump shot from 17 ft (assist by S. Dinwiddie),,82,89
317,3,1:10.0,,Z. Randolph misses 2-pt jump shot from 15 ft,82,89
318,3,1:10.0,Defensive rebound by T. Booker,,82,89
319,3,1:06.0,T. Booker makes 2-pt layup from 3 ft,,84,89
320,3,1:06.0,Shooting foul by V. Carter (drawn by T. Booker),,84,89
321,3,1:06.0,T. Booker misses free throw 1 of 1,,84,89
322,3,1:06.0,,M. Conley enters the game for T. Douglas,84,89
323,3,1:05.0,,Defensive rebound by Z. Randolph,84,89
324,3,0:56.0,,Personal foul by Q. Acy (drawn by Z. Randolph),84,89
325,3,0:56.0,,Z. Randolph misses free throw 1 of 2,84,89
326,3,0:56.0,,Offensive rebound by Team,84,89
327,3,0:56.0,,Z. Randolph misses free throw 2 of 2,84,89
328,3,0:56.0,Defensive rebound by T. Booker,,84,89
329,3,0:56.0,,A. Harrison enters the game for V. Carter,84,89
330,3,0:44.0,Shooting foul by J. Green (drawn by I. Whitehead),,84,89
331,3,0:44.0,I. Whitehead makes free throw 1 of 2,,85,89
332,3,0:44.0,I. Whitehead makes free throw 2 of 2,,86,89
333,3,0:37.0,,Turnover by M. Conley (bad pass; steal by S. Kilpatrick),86,89
334,3,0:27.0,T. Booker makes 2-pt layup from 3 ft,,88,89
335,3,0:06.0,,Personal foul by S. Dinwiddie (drawn by J. Green),88,89
336,3,0:06.0,,J. Green makes free throw 1 of 2,88,90
337,3,0:06.0,,B. Wright enters the game for Z. Randolph,88,90
338,3,0:06.0,,J. Green makes free throw 2 of 2,88,91
339,3,0:01.0,S. Kilpatrick misses 2-pt layup from 3 ft,,88,91
340,3,0:00.0,Offensive rebound by I. Whitehead,,88,91
341,3,0:00.0,I. Whitehead misses 2-pt layup from 2 ft,,88,91
342,3,0:00.0,,Defensive rebound by J. Green,88,91
343,4,11:50.0,Q. Acy misses 3-pt jump shot from 23 ft,,88,91
344,4,11:49.0,Offensive rebound by T. Booker,,88,91
345,4,11:44.0,,Offensive charge foul by I. Whitehead (drawn by A. Harrison),88,91
346,4,11:44.0,Turnover by I. Whitehead (offensive foul),,88,91
347,4,11:24.0,,Z. Randolph misses 2-pt jump shot from 5 ft,88,91
348,4,11:22.0,Defensive rebound by Q. Acy,,88,91
349,4,11:22.0,Turnover by Q. Acy (lost ball; steal by T. Allen),,88,91
350,4,11:13.0,,Turnover by Z. Randolph (lost ball; steal by S. Dinwiddie),88,91
351,4,11:00.0,I. Whitehead makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),,91,91
352,4,10:42.0,,M. Conley makes 2-pt jump shot from 16 ft (assist by T. Allen),91,93
353,4,10:20.0,Turnover by T. Booker (bad pass),,91,93
354,4,10:05.0,,M. Conley misses 3-pt jump shot from 25 ft,91,93
355,4,10:04.0,,Offensive rebound by Z. Randolph,91,93
356,4,10:02.0,,Z. Randolph misses 2-pt layup from 3 ft,91,93
357,4,10:00.0,,Offensive rebound by J. Green,91,93
358,4,10:00.0,,J. Green makes 2-pt layup from 1 ft,91,95
359,4,9:47.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,91,95
360,4,9:45.0,,Defensive rebound by A. Harrison,91,95
361,4,9:37.0,,Turnover by T. Allen (bad pass; steal by I. Whitehead),91,95
362,4,9:34.0,I. Whitehead makes 2-pt layup from 2 ft,,93,95
363,4,9:34.0,Shooting foul by J. Green (drawn by I. Whitehead),,93,95
364,4,9:34.0,,M. Gasol enters the game for J. Green,93,95
365,4,9:34.0,I. Whitehead makes free throw 1 of 1,,94,95
366,4,9:17.0,,Personal foul by Q. Acy (drawn by M. Gasol),94,95
367,4,9:16.0,,Personal foul by T. Booker (drawn by Z. Randolph),94,95
368,4,9:07.0,,Z. Randolph misses 2-pt layup from 2 ft,94,95
369,4,9:05.0,,Offensive rebound by T. Allen,94,95
370,4,9:02.0,,T. Allen misses 2-pt layup from 2 ft,94,95
371,4,9:01.0,Defensive rebound by S. Kilpatrick,,94,95
372,4,8:57.0,Turnover by S. Dinwiddie (bad pass),,94,95
373,4,8:57.0,,Memphis full timeout,94,95
374,4,8:57.0,,J. Green enters the game for Z. Randolph,94,95
375,4,8:35.0,,A. Harrison misses 3-pt jump shot from 25 ft,94,95
376,4,8:35.0,Defensive rebound by Team,,94,95
377,4,8:20.0,I. Whitehead makes 2-pt layup from 4 ft,,96,95
378,4,8:05.0,,Personal foul by Q. Acy (drawn by M. Conley),96,95
379,4,8:05.0,B. Lopez enters the game for Q. Acy,,96,95
