,QUARTER,TIME_REMAINING,TORONTO_ACTION,UTAH_ACTION,TORONTO_SCORE,UTAH_SCORE
51,1,4:09.0,,Shooting foul by D. DeRozan (drawn by D. Favors),12,11
52,1,4:09.0,,D. Favors makes free throw 1 of 2,12,12
53,1,4:09.0,C. Joseph enters the game for K. Lowry,,12,12
54,1,4:09.0,,D. Favors makes free throw 2 of 2,12,13
55,1,4:06.0,Toronto full timeout,,12,13
56,1,4:06.0,T. Ross enters the game for D. Carroll,,12,13
57,1,4:06.0,,R. Neto enters the game for S. Mack,12,13
58,1,4:06.0,,T. Lyles enters the game for R. Gobert,12,13
59,1,3:50.0,T. Ross makes 2-pt jump shot from 21 ft,,14,13
60,1,3:32.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by G. Hayward),14,16
61,1,3:15.0,C. Joseph makes 2-pt jump shot from 17 ft,,16,16
62,1,2:55.0,,G. Hayward makes 2-pt layup from 1 ft (assist by J. Ingles),16,18
63,1,2:36.0,D. DeRozan makes 2-pt jump shot from 14 ft,,18,18
64,1,2:24.0,,G. Hayward makes 2-pt layup from 2 ft (assist by J. Ingles),18,20
65,1,2:24.0,,Shooting foul by L. Nogueira (drawn by G. Hayward),18,20
66,1,2:24.0,N. Powell enters the game for T. Ross,,18,20
67,1,2:24.0,,G. Hayward makes free throw 1 of 1,18,21
68,1,2:07.0,D. DeRozan makes 2-pt jump shot from 15 ft,,20,21
69,1,1:49.0,,J. Ingles makes 3-pt jump shot from 24 ft,20,24
70,1,1:39.0,Personal foul by J. Ingles (drawn by D. DeRozan),,20,24
71,1,1:39.0,,J. Johnson enters the game for G. Hayward,20,24
72,1,1:26.0,L. Nogueira makes 2-pt dunk at rim (assist by P. Patterson),,22,24
73,1,1:11.0,,Shooting foul by D. DeRozan (drawn by J. Ingles),22,24
74,1,1:11.0,,J. Ingles makes free throw 1 of 3,22,25
75,1,1:11.0,,J. Ingles makes free throw 2 of 3,22,26
76,1,1:11.0,T. Ross enters the game for D. DeRozan,,22,26
77,1,1:11.0,,J. Ingles makes free throw 3 of 3,22,27
78,1,0:58.0,T. Ross misses 3-pt jump shot from 25 ft,,22,27
79,1,0:57.0,,Defensive rebound by J. Ingles,22,27
80,1,0:44.0,,J. Johnson misses 2-pt jump shot from 3 ft,22,27
81,1,0:44.0,Defensive rebound by L. Nogueira,,22,27
82,1,0:34.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by C. Joseph),,25,27
83,1,0:19.0,,J. Johnson makes 2-pt jump shot from 8 ft,25,29
84,1,0:00.0,T. Ross makes 3-pt jump shot from 25 ft,,28,29
85,2,11:39.0,,D. Favors misses 2-pt layup from 2 ft,28,29
86,2,11:38.0,,Offensive rebound by D. Favors,28,29
87,2,11:36.0,,D. Favors misses 2-pt layup from 2 ft,28,29
88,2,11:36.0,Defensive rebound by C. Joseph,,28,29
89,2,11:29.0,C. Joseph makes 2-pt layup from 2 ft,,30,29
90,2,11:16.0,,D. Favors makes 2-pt layup from 2 ft,30,31
91,2,11:16.0,,Violation by Team (jump ball),30,31
92,2,11:06.0,Personal foul by J. Ingles (drawn by K. Lowry),,30,31
93,2,11:06.0,,R. Hood enters the game for J. Ingles,30,31
94,2,10:58.0,C. Joseph misses 2-pt jump shot from 14 ft,,30,31
95,2,10:58.0,,Defensive rebound by D. Favors,30,31
96,2,10:41.0,,J. Johnson makes 2-pt jump shot from 21 ft,30,33
97,2,10:32.0,Personal foul by R. Neto (drawn by C. Joseph),,30,33
98,2,10:22.0,Shooting foul by D. Favors (drawn by K. Lowry),,30,33
99,2,10:22.0,K. Lowry makes free throw 1 of 2,,31,33
100,2,10:22.0,K. Lowry makes free throw 2 of 2,,32,33
101,2,10:02.0,,T. Lyles misses 3-pt jump shot from 24 ft,32,33
102,2,10:02.0,Defensive rebound by T. Ross,,32,33
103,2,9:50.0,T. Ross misses 2-pt jump shot from 8 ft,,32,33
104,2,9:50.0,,Defensive rebound by D. Favors,32,33
105,2,9:48.0,,Turnover by R. Hood (discontinued dribble),32,33
106,2,9:39.0,L. Nogueira makes 2-pt layup from 1 ft (assist by C. Joseph),,34,33
107,2,9:15.0,,D. Favors misses 2-pt layup from 1 ft,34,33
108,2,9:14.0,Defensive rebound by L. Nogueira,,34,33
109,2,8:59.0,C. Joseph misses 2-pt jump shot from 12 ft,,34,33
110,2,8:58.0,,Defensive rebound by R. Neto,34,33
111,2,8:43.0,,D. Favors misses 2-pt jump shot from 14 ft,34,33
112,2,8:43.0,Defensive rebound by L. Nogueira,,34,33
113,2,8:39.0,Toronto full timeout,,34,33
114,2,8:39.0,J. Valančiūnas enters the game for L. Nogueira,,34,33
115,2,8:39.0,,S. Mack enters the game for R. Neto,34,33
116,2,8:39.0,,B. Diaw enters the game for T. Lyles,34,33
117,2,8:39.0,,R. Gobert enters the game for D. Favors,34,33
118,2,8:30.0,K. Lowry misses 3-pt jump shot from 27 ft,,34,33
119,2,8:29.0,,Defensive rebound by R. Gobert,34,33
120,2,8:08.0,,J. Johnson misses 2-pt jump shot from 22 ft,34,33
121,2,8:08.0,Defensive rebound by J. Valančiūnas,,34,33
122,2,7:57.0,Shooting foul by R. Gobert (drawn by J. Valančiūnas),,34,33
123,2,7:57.0,J. Valančiūnas makes free throw 1 of 2,,35,33
124,2,7:57.0,J. Valančiūnas makes free throw 2 of 2,,36,33
125,2,7:40.0,,R. Hood misses 3-pt jump shot from 24 ft,36,33
126,2,7:39.0,Defensive rebound by P. Patterson,,36,33
127,2,7:26.0,J. Valančiūnas makes 2-pt layup from 2 ft,,38,33
128,2,7:10.0,Violation by P. Patterson (kicked ball),,38,33
129,2,7:10.0,,G. Hayward enters the game for R. Hood,38,33
130,2,7:10.0,D. DeRozan enters the game for C. Joseph,,38,33
131,2,7:10.0,D. Carroll enters the game for P. Patterson,,38,33
132,2,7:00.0,,R. Gobert makes 2-pt dunk at rim (assist by S. Mack),38,35
133,2,7:00.0,,Shooting foul by J. Valančiūnas (drawn by R. Gobert),38,35
134,2,7:00.0,,R. Gobert makes free throw 1 of 1,38,36
135,2,6:47.0,K. Lowry makes 2-pt layup from 2 ft,,40,36
136,2,6:34.0,,B. Diaw makes 2-pt layup from 3 ft,40,38
137,2,6:24.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by K. Lowry),,42,38
138,2,6:15.0,,Utah full timeout,42,38
139,2,6:03.0,,B. Diaw misses 2-pt jump shot from 4 ft,42,38
140,2,6:02.0,Defensive rebound by J. Valančiūnas,,42,38
141,2,5:54.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,45,38
142,2,5:33.0,,Turnover by S. Mack (lost ball; steal by K. Lowry),45,38
143,2,5:26.0,D. Carroll misses 3-pt jump shot from 25 ft,,45,38
144,2,5:26.0,,Defensive rebound by Team,45,38
145,2,5:24.0,,J. Ingles enters the game for J. Johnson,45,38
146,2,5:24.0,,T. Lyles enters the game for B. Diaw,45,38
147,2,5:17.0,,Personal foul by J. Valančiūnas (drawn by R. Gobert),45,38
148,2,5:17.0,L. Nogueira enters the game for J. Valančiūnas,,45,38
149,2,5:08.0,,S. Mack misses 2-pt layup from 2 ft,45,38
150,2,5:05.0,Defensive rebound by K. Lowry,,45,38
151,2,5:00.0,K. Lowry misses 2-pt layup from 2 ft,,45,38
152,2,5:00.0,,Defensive rebound by R. Gobert,45,38
153,2,4:58.0,,Turnover by R. Gobert (lost ball; steal by L. Nogueira),45,38
154,2,4:55.0,K. Lowry makes 2-pt layup from 2 ft (assist by L. Nogueira),,47,38
155,2,4:53.0,,Utah full timeout,47,38
156,2,4:40.0,,T. Lyles misses 2-pt jump shot from 3 ft (block by L. Nogueira),47,38
157,2,4:39.0,Defensive rebound by D. Carroll,,47,38
158,2,4:34.0,Turnover by D. Carroll (lost ball; steal by J. Ingles),,47,38
159,2,4:29.0,,G. Hayward makes 2-pt dunk at rim (assist by J. Ingles),47,40
160,2,4:11.0,D. DeRozan makes 2-pt jump shot from 14 ft (assist by T. Ross),,49,40
161,2,3:48.0,,S. Mack makes 2-pt jump shot from 6 ft,49,42
162,2,3:29.0,Turnover by D. DeRozan (lost ball; steal by J. Ingles),,49,42
163,2,3:23.0,Violation by L. Nogueira (def goaltending),,49,42
164,2,3:23.0,,G. Hayward makes 2-pt layup from 3 ft (assist by R. Gobert),49,44
165,2,3:08.0,K. Lowry makes 3-pt jump shot from 26 ft,,52,44
166,2,2:54.0,,Shooting foul by T. Ross (drawn by G. Hayward),52,44
167,2,2:54.0,,Utah full timeout,52,44
168,2,2:54.0,,G. Hayward misses free throw 1 of 2,52,44
169,2,2:54.0,,Offensive rebound by Team,52,44
170,2,2:54.0,N. Powell enters the game for T. Ross,,52,44
171,2,2:54.0,P. Patterson enters the game for D. Carroll,,52,44
172,2,2:54.0,,G. Hayward makes free throw 2 of 2,52,45
173,2,2:41.0,K. Lowry misses 3-pt jump shot from 26 ft,,52,45
174,2,2:40.0,,Defensive rebound by R. Gobert,52,45
175,2,2:30.0,,G. Hayward misses 2-pt jump shot from 19 ft,52,45
176,2,2:29.0,Defensive rebound by D. DeRozan,,52,45
177,2,2:20.0,C. Joseph enters the game for K. Lowry,,52,45
178,2,2:15.0,Turnover by D. DeRozan (bad pass; steal by J. Ingles),,52,45
179,2,2:09.0,,S. Mack makes 2-pt layup from 1 ft (assist by G. Hayward),52,47
180,2,1:57.0,D. DeRozan misses 2-pt jump shot from 13 ft,,52,47
181,2,1:56.0,,Defensive rebound by T. Lyles,52,47
182,2,1:52.0,,Shooting foul by N. Powell (drawn by G. Hayward),52,47
183,2,1:52.0,,G. Hayward makes free throw 1 of 2,52,48
184,2,1:52.0,,G. Hayward makes free throw 2 of 2,52,49
185,2,1:48.0,Toronto full timeout,,52,49
186,2,1:28.0,N. Powell makes 2-pt layup from 2 ft,,54,49
187,2,1:15.0,,Turnover by G. Hayward (lost ball; steal by C. Joseph),54,49
188,2,0:59.0,D. DeRozan makes 2-pt layup from 2 ft,,56,49
189,2,0:39.0,,G. Hayward misses 3-pt jump shot from 23 ft,56,49
190,2,0:39.0,,Offensive rebound by R. Gobert,56,49
191,2,0:34.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),56,51
192,2,0:09.0,N. Powell misses 3-pt jump shot from 29 ft,,56,51
193,2,0:08.0,,Defensive rebound by T. Lyles,56,51
194,2,0:00.0,,S. Mack misses 2-pt jump shot from 13 ft,56,51
195,2,0:00.0,,Offensive rebound by Team,56,51
196,3,11:47.0,,Shooting foul by J. Valančiūnas (drawn by G. Hayward),56,51
197,3,11:47.0,,G. Hayward makes free throw 1 of 2,56,52
198,3,11:47.0,L. Nogueira enters the game for J. Valančiūnas,,56,52
199,3,11:47.0,,G. Hayward makes free throw 2 of 2,56,53
200,3,11:27.0,D. DeRozan misses 2-pt jump shot from 12 ft,,56,53
201,3,11:26.0,,Defensive rebound by B. Diaw,56,53
202,3,11:17.0,,R. Hood misses 3-pt jump shot from 23 ft,56,53
203,3,11:16.0,Defensive rebound by D. Carroll,,56,53
204,3,11:07.0,Turnover by K. Lowry (bad pass; steal by R. Gobert),,56,53
205,3,10:58.0,,Turnover by B. Diaw (traveling),56,53
206,3,10:45.0,D. DeRozan misses 2-pt jump shot from 15 ft,,56,53
207,3,10:44.0,,Defensive rebound by S. Mack,56,53
208,3,10:21.0,,S. Mack misses 3-pt jump shot from 24 ft,56,53
209,3,10:20.0,,Offensive rebound by Team,56,53
210,3,10:20.0,,Turnover by Team (shot clock),56,53
211,3,10:11.0,K. Lowry makes 3-pt jump shot from 26 ft,,59,53
212,3,10:02.0,,S. Mack misses 3-pt jump shot from 24 ft,59,53
213,3,10:02.0,,Offensive rebound by B. Diaw,59,53
214,3,10:02.0,,Personal foul by K. Lowry (drawn by B. Diaw),59,53
215,3,9:51.0,,B. Diaw misses 2-pt jump shot from 8 ft,59,53
216,3,9:50.0,Defensive rebound by K. Lowry,,59,53
217,3,9:44.0,K. Lowry makes 2-pt layup from 3 ft,,61,53
218,3,9:43.0,,Utah full timeout,61,53
219,3,9:26.0,,R. Hood misses 2-pt jump shot from 12 ft,61,53
220,3,9:25.0,Defensive rebound by K. Lowry,,61,53
221,3,9:12.0,D. Carroll misses 2-pt layup from 3 ft,,61,53
222,3,9:12.0,,Defensive rebound by S. Mack,61,53
223,3,9:00.0,,Turnover by G. Hayward (bad pass; steal by D. DeRozan),61,53
224,3,8:41.0,D. DeRozan makes 2-pt jump shot from 16 ft,,63,53
225,3,8:25.0,,Turnover by G. Hayward (lost ball; steal by L. Nogueira),63,53
226,3,8:14.0,Shooting foul by G. Hayward (drawn by D. DeRozan),,63,53
227,3,8:14.0,D. DeRozan misses free throw 1 of 2,,63,53
228,3,8:14.0,Offensive rebound by Team,,63,53
229,3,8:14.0,C. Joseph enters the game for K. Lowry,,63,53
230,3,8:14.0,,T. Lyles enters the game for B. Diaw,63,53
231,3,8:14.0,,J. Ingles enters the game for R. Hood,63,53
232,3,8:14.0,D. DeRozan makes free throw 2 of 2,,64,53
233,3,8:00.0,,G. Hayward makes 2-pt jump shot from 10 ft,64,55
234,3,7:38.0,Turnover by P. Patterson (bad pass; steal by S. Mack),,64,55
235,3,7:29.0,,Shooting foul by D. Carroll (drawn by R. Gobert),64,55
236,3,7:29.0,,R. Gobert makes free throw 1 of 2,64,56
237,3,7:29.0,,R. Gobert makes free throw 2 of 2,64,57
238,3,7:12.0,C. Joseph misses 2-pt jump shot from 12 ft,,64,57
239,3,7:11.0,,Defensive rebound by R. Gobert,64,57
240,3,7:01.0,,Personal foul by C. Joseph (drawn by G. Hayward),64,57
241,3,6:52.0,,S. Mack misses 3-pt jump shot from 23 ft,64,57
242,3,6:51.0,Defensive rebound by D. Carroll,,64,57
243,3,6:45.0,D. Carroll misses 2-pt layup from 3 ft,,64,57
244,3,6:44.0,,Defensive rebound by Team,64,57
245,3,6:26.0,,J. Ingles misses 3-pt jump shot from 27 ft,64,57
246,3,6:25.0,,Offensive rebound by R. Gobert,64,57
247,3,6:18.0,Offensive charge foul by J. Ingles (drawn by D. DeRozan),,64,57
248,3,6:18.0,,Turnover by J. Ingles (offensive foul),64,57
249,3,5:52.0,L. Nogueira makes 3-pt jump shot from 23 ft (assist by C. Joseph),,67,57
250,3,5:35.0,,G. Hayward makes 2-pt jump shot from 15 ft (assist by S. Mack),67,59
251,3,5:20.0,D. DeRozan misses 2-pt jump shot from 14 ft,,67,59
252,3,5:19.0,Offensive rebound by P. Patterson,,67,59
253,3,5:14.0,Toronto full timeout,,67,59
254,3,5:14.0,,R. Neto enters the game for S. Mack,67,59
255,3,5:14.0,T. Ross enters the game for D. Carroll,,67,59
256,3,5:03.0,D. DeRozan misses 2-pt jump shot from 16 ft,,67,59
257,3,5:02.0,,Defensive rebound by T. Lyles,67,59
258,3,4:49.0,,T. Lyles makes 3-pt jump shot from 25 ft (assist by G. Hayward),67,62
259,3,4:40.0,Personal foul by R. Neto (drawn by L. Nogueira),,67,62
260,3,4:35.0,C. Joseph misses 2-pt jump shot from 20 ft,,67,62
261,3,4:33.0,,Defensive rebound by Team,67,62
262,3,4:11.0,,T. Lyles misses 2-pt layup from 2 ft,67,62
263,3,4:10.0,Defensive rebound by D. DeRozan,,67,62
264,3,4:07.0,Toronto full timeout,,67,62
265,3,3:50.0,D. DeRozan misses 2-pt jump shot from 11 ft,,67,62
266,3,3:49.0,,Defensive rebound by J. Ingles,67,62
267,3,3:28.0,,G. Hayward misses 2-pt jump shot from 10 ft,67,62
268,3,3:26.0,,Offensive rebound by T. Lyles,67,62
269,3,3:26.0,,T. Lyles misses 2-pt layup from 1 ft,67,62
270,3,3:25.0,Defensive rebound by D. DeRozan,,67,62
271,3,3:03.0,C. Joseph misses 3-pt jump shot from 23 ft,,67,62
272,3,3:01.0,Offensive rebound by P. Patterson,,67,62
273,3,2:56.0,T. Ross makes 3-pt jump shot from 24 ft,,70,62
274,3,2:31.0,,T. Lyles makes 3-pt jump shot from 24 ft (assist by G. Hayward),70,65
275,3,2:07.0,Offensive foul by L. Nogueira (drawn by R. Neto),,70,65
276,3,2:07.0,Turnover by L. Nogueira (offensive foul),,70,65
277,3,2:07.0,,D. Favors enters the game for R. Gobert,70,65
278,3,2:07.0,,J. Johnson enters the game for G. Hayward,70,65
279,3,2:07.0,J. Valančiūnas enters the game for L. Nogueira,,70,65
280,3,1:54.0,,T. Lyles makes 2-pt dunk at rim,70,67
281,3,1:43.0,C. Joseph misses 2-pt layup from 2 ft (block by D. Favors),,70,67
282,3,1:43.0,Offensive rebound by Team,,70,67
283,3,1:43.0,N. Powell enters the game for P. Patterson,,70,67
284,3,1:40.0,D. DeRozan misses 2-pt jump shot from 16 ft,,70,67
285,3,1:39.0,,Defensive rebound by D. Favors,70,67
286,3,1:30.0,,Offensive foul by J. Ingles (drawn by D. DeRozan),70,67
287,3,1:30.0,,Turnover by J. Ingles (offensive foul),70,67
288,3,1:16.0,Shooting foul by D. Favors (drawn by J. Valančiūnas),,70,67
289,3,1:16.0,J. Valančiūnas misses free throw 1 of 2,,70,67
290,3,1:16.0,Offensive rebound by Team,,70,67
291,3,1:16.0,,S. Mack enters the game for J. Ingles,70,67
292,3,1:16.0,J. Valančiūnas makes free throw 2 of 2,,71,67
293,3,0:58.0,,T. Lyles makes 3-pt jump shot from 25 ft (assist by S. Mack),71,70
294,3,0:45.0,D. DeRozan misses 2-pt jump shot from 12 ft,,71,70
295,3,0:44.0,,Defensive rebound by S. Mack,71,70
296,3,0:39.0,,Flagrant foul type 1 by D. DeRozan (drawn by T. Lyles),71,70
297,3,0:39.0,,T. Lyles misses flagrant free throw 1 of 2,71,70
298,3,0:39.0,,Offensive rebound by Team,71,70
299,3,0:39.0,,T. Lyles makes flagrant free throw 2 of 2,71,71
300,3,0:27.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by T. Lyles),71,74
301,3,0:07.0,Personal foul by D. Favors (drawn by J. Valančiūnas),,71,74
302,3,0:07.0,J. Valančiūnas makes free throw 1 of 2,,72,74
303,3,0:07.0,J. Valančiūnas misses free throw 2 of 2,,72,74
304,3,0:07.0,,Defensive rebound by D. Favors,72,74
305,3,0:07.0,D. Carroll enters the game for D. DeRozan,,72,74
306,3,0:00.0,,D. Favors misses 2-pt jump shot from 16 ft,72,74
307,3,0:00.0,,Offensive rebound by Team,72,74
308,4,11:46.0,T. Ross makes 2-pt jump shot from 12 ft (assist by K. Lowry),,74,74
309,4,11:26.0,,J. Johnson misses 2-pt jump shot from 5 ft (block by N. Powell),74,74
310,4,11:25.0,,Offensive rebound by D. Favors,74,74
311,4,11:24.0,,D. Favors makes 2-pt layup from 2 ft,74,76
312,4,11:15.0,T. Ross misses 3-pt jump shot from 24 ft,,74,76
313,4,11:15.0,,Defensive rebound by T. Lyles,74,76
314,4,10:52.0,,S. Mack makes 2-pt jump shot from 7 ft,74,78
315,4,10:30.0,K. Lowry makes 2-pt layup from 1 ft,,76,78
316,4,10:18.0,,Shooting foul by K. Lowry (drawn by S. Mack),76,78
317,4,10:18.0,,S. Mack makes free throw 1 of 2,76,79
318,4,10:18.0,,S. Mack misses free throw 2 of 2,76,79
319,4,10:18.0,,G. Hayward enters the game for R. Neto,76,79
320,4,10:17.0,Defensive rebound by J. Valančiūnas,,76,79
321,4,10:05.0,K. Lowry makes 2-pt jump shot from 4 ft,,78,79
322,4,10:05.0,Shooting foul by D. Favors (drawn by K. Lowry),,78,79
323,4,10:05.0,K. Lowry misses free throw 1 of 1,,78,79
324,4,10:04.0,,Defensive rebound by T. Lyles,78,79
325,4,9:47.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by S. Mack),78,82
326,4,9:34.0,K. Lowry makes 3-pt jump shot from 28 ft,,81,82
327,4,9:16.0,,Turnover by S. Mack (lost ball; steal by D. Carroll),81,82
328,4,9:13.0,D. Carroll makes 2-pt jump shot from 2 ft,,83,82
329,4,9:00.0,,Personal foul by N. Powell (drawn by G. Hayward),83,82
330,4,9:00.0,,J. Ingles enters the game for J. Johnson,83,82
331,4,8:51.0,,Shooting foul by D. Carroll (drawn by T. Lyles),83,82
332,4,8:51.0,,Utah full timeout,83,82
333,4,8:51.0,,T. Lyles makes free throw 1 of 2,83,83
334,4,8:51.0,P. Patterson enters the game for T. Ross,,83,82
335,4,8:51.0,,R. Gobert enters the game for D. Favors,83,82
336,4,8:51.0,,T. Lyles makes free throw 2 of 2,83,84
337,4,8:36.0,K. Lowry makes 2-pt jump shot from 17 ft,,85,84
338,4,8:14.0,,R. Gobert misses 2-pt layup from 1 ft (block by J. Valančiūnas),85,84
339,4,8:13.0,,Offensive rebound by R. Gobert,85,84
340,4,8:12.0,,R. Gobert misses 2-pt dunk at rim,85,84
341,4,8:11.0,Defensive rebound by J. Valančiūnas,,85,84
342,4,8:05.0,D. Carroll misses 3-pt jump shot from 25 ft,,85,84
343,4,8:03.0,,Defensive rebound by R. Gobert,85,84
344,4,7:45.0,,J. Ingles misses 3-pt jump shot from 25 ft,85,84
345,4,7:45.0,Defensive rebound by J. Valančiūnas,,85,84
346,4,7:34.0,K. Lowry makes 2-pt layup from 1 ft,,87,84
347,4,7:25.0,,T. Lyles misses 3-pt jump shot from 25 ft,87,84
348,4,7:25.0,Defensive rebound by D. Carroll,,87,84
349,4,7:15.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),,89,84
350,4,7:15.0,,Utah full timeout,89,84
351,4,7:15.0,L. Nogueira enters the game for J. Valančiūnas,,89,84
352,4,7:15.0,D. DeRozan enters the game for D. Carroll,,89,84
353,4,7:15.0,,R. Neto enters the game for S. Mack,89,84
354,4,7:15.0,,J. Johnson enters the game for T. Lyles,89,84
355,4,7:02.0,,J. Ingles misses 2-pt layup from 3 ft,89,84
356,4,7:02.0,,Offensive rebound by Team,89,84
357,4,6:51.0,,Turnover by Team (shot clock),89,84
358,4,6:34.0,K. Lowry misses 3-pt jump shot from 24 ft,,89,84
359,4,6:34.0,Offensive rebound by L. Nogueira,,89,84
360,4,6:23.0,N. Powell misses 2-pt jump shot from 5 ft,,89,84
361,4,6:23.0,Offensive rebound by D. DeRozan,,89,84
362,4,6:23.0,Shooting foul by R. Neto (drawn by D. DeRozan),,89,84
363,4,6:23.0,D. DeRozan misses free throw 1 of 2,,89,84
364,4,6:23.0,Offensive rebound by Team,,89,84
365,4,6:23.0,D. DeRozan makes free throw 2 of 2,,90,84
366,4,6:14.0,,Personal foul by N. Powell (drawn by G. Hayward),90,84
367,4,6:05.0,,Turnover by J. Johnson (bad pass; steal by D. DeRozan),90,84
368,4,6:04.0,Personal foul by G. Hayward (drawn by N. Powell),,90,84
369,4,5:49.0,D. DeRozan misses 2-pt jump shot from 16 ft,,90,84
370,4,5:48.0,Offensive rebound by L. Nogueira,,90,84
371,4,5:40.0,P. Patterson misses 3-pt jump shot from 24 ft,,90,84
372,4,5:39.0,,Defensive rebound by R. Gobert,90,84
373,4,5:23.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),90,86
374,4,5:02.0,K. Lowry makes 2-pt jump shot from 9 ft,,92,86
375,4,4:48.0,,J. Johnson misses 3-pt jump shot from 24 ft,92,86
376,4,4:47.0,Defensive rebound by D. DeRozan,,92,86
377,4,4:35.0,D. DeRozan makes 2-pt jump shot from 10 ft,,94,86
378,4,4:35.0,,Utah full timeout,94,86
379,4,4:35.0,,T. Lyles enters the game for J. Johnson,94,86
380,4,4:35.0,,S. Mack enters the game for R. Neto,94,86
381,4,4:21.0,,T. Lyles misses 2-pt jump shot from 10 ft,94,86
382,4,4:21.0,Defensive rebound by K. Lowry,,94,86
383,4,4:16.0,Turnover by K. Lowry (lost ball; steal by J. Ingles),,94,86
384,4,4:11.0,,J. Ingles misses 2-pt layup from 3 ft (block by P. Patterson),94,86
385,4,4:11.0,,Offensive rebound by Team,94,86
