,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PHILADELPHIA_ACTION,SAN ANTONIO_SCORE,PHILADELPHIA_SCORE
58,1,4:23.0,,N. Noel misses 2-pt jump shot from 8 ft (block by L. Aldridge),17,9
59,1,4:23.0,Defensive rebound by Team,,17,9
60,1,4:11.0,L. Aldridge misses 2-pt jump shot from 17 ft,,17,9
61,1,4:07.0,,Defensive rebound by N. Noel,17,9
62,1,3:58.0,,Personal block foul by M. Ginóbili (drawn by N. Stauskas),17,9
63,1,3:50.0,,N. Stauskas misses 3-pt jump shot from 27 ft,17,9
64,1,3:49.0,Defensive rebound by P. Mills,,17,9
65,1,3:41.0,Turnover by D. Lee (bad pass; steal by R. Covington),,17,9
66,1,3:36.0,,Shooting foul by D. Lee (drawn by R. Covington),17,9
67,1,3:36.0,,R. Covington makes free throw 1 of 2,17,10
68,1,3:36.0,D. Bertāns enters the game for L. Aldridge,,17,10
69,1,3:36.0,,R. Covington makes free throw 2 of 2,17,11
70,1,3:26.0,Turnover by M. Ginóbili (bad pass),,17,11
71,1,3:26.0,,Philadelphia full timeout,17,11
72,1,2:59.0,,T. McConnell misses 2-pt jump shot from 19 ft,17,11
73,1,2:57.0,,Offensive rebound by N. Noel,17,11
74,1,2:51.0,,T. McConnell makes 2-pt jump shot from 4 ft (assist by N. Stauskas),17,13
75,1,2:40.0,K. Leonard makes 2-pt jump shot from 6 ft,,19,13
76,1,2:21.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by N. Stauskas),19,16
77,1,2:07.0,P. Mills makes 2-pt jump shot from 15 ft (assist by D. Bertāns),,21,16
78,1,1:43.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by T. McConnell),21,19
79,1,1:27.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),,24,19
80,1,1:07.0,,N. Stauskas misses 3-pt jump shot from 25 ft,24,19
81,1,1:06.0,Defensive rebound by P. Mills,,24,19
82,1,1:00.0,D. Lee makes 2-pt dunk at rim (assist by P. Mills),,26,19
83,1,0:45.0,,Personal foul by P. Mills,26,19
84,1,0:45.0,,N. Noel makes free throw 1 of 2,26,20
85,1,0:45.0,,N. Noel misses free throw 2 of 2,26,20
86,1,0:45.0,,S. Rodríguez enters the game for T. McConnell,26,20
87,1,0:45.0,K. Anderson enters the game for K. Leonard,,26,20
88,1,0:44.0,Defensive rebound by D. Lee,,26,20
89,1,0:32.0,M. Ginóbili misses 2-pt jump shot from 11 ft,,26,20
90,1,0:31.0,,Defensive rebound by N. Stauskas,26,20
91,1,0:14.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by S. Rodríguez),26,23
92,1,0:09.0,Personal foul by S. Rodríguez,,26,23
93,1,0:09.0,,T. Luwawu-Cabarrot enters the game for D. Šarić,26,23
94,1,0:01.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by D. Lee),,29,23
95,2,11:42.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by T. Luwawu-Cabarrot),29,26
96,2,11:28.0,J. Simmons makes 2-pt jump shot from 17 ft (assist by D. Lee),,31,26
97,2,11:02.0,,S. Rodríguez makes 2-pt jump shot from 2 ft,31,28
98,2,10:41.0,K. Anderson makes 2-pt layup from 1 ft (assist by D. Lee),,33,28
99,2,10:30.0,,Offensive foul by N. Noel (drawn by P. Mills),33,28
100,2,10:30.0,,Turnover by N. Noel (offensive foul),33,28
101,2,10:30.0,,J. Okafor enters the game for N. Noel,33,28
102,2,10:19.0,D. Lee misses 2-pt jump shot from 6 ft,,33,28
103,2,10:18.0,,Defensive rebound by E. İlyasova,33,28
104,2,9:56.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 28 ft (block by K. Anderson),33,28
105,2,9:54.0,Defensive rebound by J. Simmons,,33,28
106,2,9:46.0,P. Mills makes 3-pt jump shot from 24 ft (assist by K. Anderson),,36,28
107,2,9:46.0,,Philadelphia full timeout,36,28
108,2,9:46.0,L. Aldridge enters the game for D. Lee,,36,28
109,2,9:46.0,T. Parker enters the game for P. Mills,,36,28
110,2,9:26.0,,S. Rodríguez misses 3-pt jump shot from 25 ft,36,28
111,2,9:23.0,Defensive rebound by K. Anderson,,36,28
112,2,9:19.0,Turnover by J. Simmons (lost ball; steal by S. Rodríguez),,36,28
113,2,9:10.0,,J. Okafor makes 2-pt layup from 2 ft (assist by E. İlyasova),36,30
114,2,8:55.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by T. Parker),,38,30
115,2,8:32.0,,E. İlyasova misses 3-pt jump shot from 26 ft,38,30
116,2,8:30.0,Defensive rebound by K. Anderson,,38,30
117,2,8:22.0,J. Simmons misses 2-pt jump shot from 5 ft (block by J. Okafor),,38,30
118,2,8:19.0,,Defensive rebound by T. Luwawu-Cabarrot,38,30
119,2,8:03.0,,J. Okafor misses 2-pt layup at rim,38,30
120,2,8:03.0,,Offensive rebound by J. Okafor,38,30
121,2,8:03.0,,Shooting foul by L. Aldridge (drawn by J. Okafor),38,30
122,2,8:03.0,,J. Okafor makes free throw 1 of 2,38,31
123,2,8:03.0,K. Leonard enters the game for D. Bertāns,,38,31
124,2,8:03.0,,R. Covington enters the game for T. Luwawu-Cabarrot,38,31
125,2,8:03.0,,J. Okafor makes free throw 2 of 2,38,32
126,2,7:45.0,L. Aldridge misses 2-pt jump shot from 18 ft,,38,32
127,2,7:44.0,Offensive rebound by L. Aldridge,,38,32
128,2,7:43.0,Shooting foul by G. Henderson (drawn by L. Aldridge),,38,32
129,2,7:43.0,L. Aldridge makes free throw 1 of 2,,39,32
130,2,7:43.0,L. Aldridge makes free throw 2 of 2,,40,32
131,2,7:35.0,,J. Okafor makes 2-pt layup from 2 ft (assist by E. İlyasova),40,34
132,2,7:35.0,,Shooting foul by K. Anderson (drawn by J. Okafor),40,34
133,2,7:35.0,,J. Okafor makes free throw 1 of 1,40,35
134,2,7:19.0,,Offensive charge foul by J. Simmons (drawn by E. İlyasova),40,35
135,2,7:19.0,Turnover by J. Simmons (offensive foul),,40,35
136,2,7:19.0,D. Green enters the game for J. Simmons,,40,35
137,2,7:14.0,,Personal foul by K. Anderson (drawn by E. İlyasova),40,35
138,2,7:14.0,D. Dedmon enters the game for K. Anderson,,40,35
139,2,6:57.0,,R. Covington misses 2-pt jump shot from 7 ft,40,35
140,2,6:55.0,,Offensive rebound by R. Covington,40,35
141,2,6:53.0,,R. Covington makes 2-pt jump shot from 5 ft,40,37
142,2,6:32.0,K. Leonard makes 2-pt jump shot from 7 ft (assist by T. Parker),,42,37
143,2,6:12.0,,Shooting foul by T. Parker (drawn by E. İlyasova),42,37
144,2,6:12.0,,E. İlyasova makes free throw 1 of 2,42,38
145,2,6:12.0,,E. İlyasova misses free throw 2 of 2,42,38
146,2,6:11.0,Defensive rebound by D. Dedmon,,42,38
147,2,6:04.0,T. Parker misses 2-pt layup from 1 ft,,42,38
148,2,6:02.0,,Defensive rebound by J. Okafor,42,38
149,2,5:54.0,,S. Rodríguez misses 3-pt jump shot from 27 ft,42,38
150,2,5:52.0,Defensive rebound by D. Dedmon,,42,38
151,2,5:39.0,K. Leonard makes 3-pt jump shot from 26 ft,,45,38
152,2,5:18.0,,R. Covington misses 3-pt jump shot from 26 ft,45,38
153,2,5:17.0,Defensive rebound by Team,,45,38
154,2,5:17.0,Official timeout,,45,38
155,2,5:17.0,,N. Stauskas enters the game for G. Henderson,45,38
156,2,5:17.0,,T. McConnell enters the game for S. Rodríguez,45,38
157,2,4:56.0,T. Parker makes 3-pt jump shot from 23 ft (assist by K. Leonard),,48,38
158,2,4:34.0,,J. Okafor makes 2-pt jump shot from 5 ft (assist by N. Stauskas),48,40
159,2,4:10.0,K. Leonard makes 2-pt dunk at rim (assist by D. Dedmon),,50,40
160,2,3:49.0,,E. İlyasova makes 2-pt jump shot from 10 ft,50,42
161,2,3:49.0,,Shooting foul by D. Green (drawn by E. İlyasova),50,42
162,2,3:49.0,,E. İlyasova misses free throw 1 of 1,50,42
163,2,3:49.0,D. Lee enters the game for D. Dedmon,,50,42
164,2,3:47.0,Defensive rebound by L. Aldridge,,50,42
165,2,3:35.0,Shooting block foul by R. Covington (drawn by K. Leonard),,50,42
166,2,3:35.0,K. Leonard makes free throw 1 of 2,,51,42
167,2,3:35.0,M. Ginóbili enters the game for D. Green,,51,42
168,2,3:35.0,,D. Šarić enters the game for E. İlyasova,51,42
169,2,3:35.0,K. Leonard makes free throw 2 of 2,,52,42
170,2,3:26.0,,T. McConnell misses 2-pt jump shot from 12 ft,52,42
171,2,3:25.0,,Offensive rebound by J. Okafor,52,42
172,2,3:24.0,,J. Okafor misses 2-pt layup from 1 ft (block by L. Aldridge),52,42
173,2,3:22.0,Defensive rebound by D. Lee,,52,42
174,2,3:11.0,K. Leonard makes 3-pt jump shot from 25 ft,,55,42
175,2,3:09.0,,Philadelphia full timeout,55,42
176,2,3:09.0,,N. Noel enters the game for J. Okafor,55,42
177,2,2:58.0,,R. Covington misses 3-pt jump shot from 28 ft,55,42
178,2,2:57.0,Defensive rebound by D. Lee,,55,42
179,2,2:43.0,K. Leonard misses 3-pt jump shot from 27 ft,,55,42
180,2,2:41.0,,Defensive rebound by R. Covington,55,42
181,2,2:36.0,,D. Šarić makes 3-pt jump shot from 28 ft (assist by N. Stauskas),55,45
182,2,2:17.0,K. Leonard misses 2-pt jump shot from 18 ft,,55,45
183,2,2:16.0,San Antonio full timeout,,55,45
184,2,2:14.0,,Defensive rebound by Team,55,45
185,2,2:09.0,,Turnover by D. Šarić (lost ball),55,45
186,2,1:53.0,Turnover by D. Lee (bad pass; steal by R. Covington),,55,45
187,2,1:48.0,,R. Covington misses 2-pt layup from 2 ft,55,45
188,2,1:45.0,Defensive rebound by D. Lee,,55,45
189,2,1:30.0,Turnover by M. Ginóbili (bad pass; steal by T. McConnell),,55,45
190,2,1:24.0,,N. Stauskas makes 3-pt jump shot from 25 ft (assist by T. McConnell),55,48
191,2,0:55.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by K. Leonard),,58,48
192,2,0:39.0,,T. McConnell misses 2-pt jump shot from 9 ft,58,48
193,2,0:38.0,Defensive rebound by D. Lee,,58,48
194,2,0:31.0,K. Leonard misses 3-pt jump shot from 26 ft,,58,48
195,2,0:28.0,,Defensive rebound by N. Noel,58,48
196,2,0:05.0,,N. Stauskas makes 3-pt jump shot from 26 ft (assist by D. Šarić),58,51
197,2,0:01.0,K. Leonard misses 2-pt jump shot from 18 ft,,58,51
198,2,0:00.0,Offensive rebound by Team,,58,51
199,3,11:38.0,,Shooting foul by K. Leonard (drawn by J. Okafor),58,51
200,3,11:38.0,,J. Okafor makes free throw 1 of 2,58,52
201,3,11:38.0,D. Lee enters the game for D. Dedmon,,58,52
202,3,11:38.0,,J. Okafor makes free throw 2 of 2,58,53
203,3,11:16.0,D. Green makes 3-pt jump shot from 25 ft (assist by D. Lee),,61,53
204,3,10:50.0,,R. Covington makes 2-pt dunk at rim (assist by T. McConnell),61,55
205,3,10:26.0,Shooting block foul by E. İlyasova (drawn by K. Leonard),,61,55
206,3,10:26.0,K. Leonard makes free throw 1 of 2,,62,55
207,3,10:26.0,K. Leonard makes free throw 2 of 2,,63,55
208,3,10:14.0,,E. İlyasova misses 2-pt jump shot from 9 ft,63,55
209,3,10:13.0,Defensive rebound by L. Aldridge,,63,55
210,3,10:01.0,T. Parker misses 2-pt jump shot from 18 ft,,63,55
211,3,10:00.0,,Defensive rebound by J. Okafor,63,55
212,3,9:49.0,,G. Henderson misses 2-pt jump shot from 15 ft,63,55
213,3,9:47.0,Defensive rebound by K. Leonard,,63,55
214,3,9:32.0,Personal block foul by R. Covington (drawn by K. Leonard),,63,55
215,3,9:23.0,K. Leonard misses 2-pt jump shot from 16 ft,,63,55
216,3,9:21.0,,Defensive rebound by G. Henderson,63,55
217,3,9:16.0,,Shooting foul by D. Lee (drawn by G. Henderson),63,55
218,3,9:16.0,,G. Henderson makes free throw 1 of 2,63,56
219,3,9:16.0,,N. Noel enters the game for J. Okafor,63,56
220,3,9:16.0,D. Dedmon enters the game for D. Lee,,63,56
221,3,9:16.0,,G. Henderson makes free throw 2 of 2,63,57
222,3,9:01.0,Turnover by D. Green (bad pass),,63,57
223,3,8:50.0,,N. Noel misses 2-pt dunk at rim,63,57
224,3,8:48.0,Defensive rebound by D. Green,,63,57
225,3,8:42.0,T. Parker makes 2-pt layup from 3 ft,,65,57
226,3,8:31.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by G. Henderson),65,60
227,3,8:17.0,D. Dedmon makes 2-pt layup from 1 ft (assist by T. Parker),,67,60
228,3,7:49.0,,T. McConnell misses 2-pt jump shot from 8 ft,67,60
229,3,7:48.0,,Offensive rebound by Team,67,60
230,3,7:48.0,,Turnover by Team (shot clock),67,60
231,3,7:48.0,,Technical foul by R. Covington,67,60
232,3,7:48.0,K. Leonard makes technical free throw,,68,60
233,3,7:39.0,Personal foul by R. Covington (drawn by T. Parker),,68,60
234,3,7:39.0,,N. Stauskas enters the game for R. Covington,68,60
235,3,7:23.0,L. Aldridge misses 2-pt jump shot from 14 ft,,68,60
236,3,7:22.0,,Defensive rebound by N. Stauskas,68,60
237,3,7:13.0,,E. İlyasova misses 3-pt jump shot from 26 ft,68,60
238,3,7:11.0,Defensive rebound by L. Aldridge,,68,60
239,3,7:00.0,Turnover by L. Aldridge (lost ball),,68,60
240,3,7:00.0,,Philadelphia full timeout,68,60
241,3,7:00.0,P. Mills enters the game for T. Parker,,68,60
242,3,7:00.0,M. Ginóbili enters the game for D. Green,,68,60
243,3,6:45.0,,T. McConnell misses 2-pt jump shot from 7 ft,68,60
244,3,6:44.0,Defensive rebound by D. Dedmon,,68,60
245,3,6:35.0,Turnover by K. Leonard (bad pass; steal by T. McConnell),,68,60
246,3,6:18.0,,E. İlyasova misses 2-pt jump shot from 12 ft,68,60
247,3,6:16.0,Defensive rebound by K. Leonard,,68,60
248,3,6:11.0,D. Dedmon makes 2-pt layup from 2 ft (assist by K. Leonard),,70,60
249,3,6:11.0,Shooting foul by E. İlyasova (drawn by D. Dedmon),,70,60
250,3,6:11.0,D. Dedmon misses free throw 1 of 1,,70,60
251,3,6:10.0,,Defensive rebound by T. McConnell,70,60
252,3,5:47.0,,G. Henderson misses 2-pt jump shot from 18 ft,70,60
253,3,5:45.0,Defensive rebound by K. Leonard,,70,60
254,3,5:31.0,D. Dedmon misses 2-pt layup from 1 ft,,70,60
255,3,5:29.0,Offensive rebound by K. Leonard,,70,60
256,3,5:29.0,K. Leonard misses 2-pt layup from 1 ft,,70,60
257,3,5:28.0,,Defensive rebound by N. Stauskas,70,60
258,3,5:23.0,,T. McConnell makes 2-pt layup from 2 ft (assist by N. Stauskas),70,62
259,3,5:17.0,San Antonio full timeout,,70,62
260,3,5:17.0,,D. Šarić enters the game for E. İlyasova,70,62
261,3,5:17.0,,R. Covington enters the game for G. Henderson,70,62
262,3,5:00.0,K. Leonard makes 2-pt jump shot from 11 ft (assist by M. Ginóbili),,72,62
263,3,4:47.0,,D. Šarić makes 2-pt hook shot from 4 ft,72,64
264,3,4:32.0,K. Leonard makes 2-pt jump shot from 8 ft,,74,64
265,3,4:17.0,,R. Covington misses 3-pt jump shot from 28 ft,74,64
266,3,4:14.0,Defensive rebound by D. Dedmon,,74,64
267,3,4:04.0,L. Aldridge makes 2-pt jump shot from 13 ft (assist by K. Leonard),,76,64
268,3,3:39.0,,D. Šarić makes 3-pt jump shot from 22 ft (assist by N. Stauskas),76,67
269,3,3:17.0,Personal foul by N. Noel (drawn by L. Aldridge),,76,67
270,3,3:17.0,L. Aldridge makes free throw 1 of 2,,77,67
271,3,3:17.0,,S. Rodríguez enters the game for T. McConnell,77,67
272,3,3:17.0,D. Lee enters the game for D. Dedmon,,77,67
273,3,3:17.0,L. Aldridge makes free throw 2 of 2,,78,67
274,3,3:08.0,,N. Noel makes 2-pt dunk at rim (assist by D. Šarić),78,69
275,3,3:08.0,,Shooting foul by D. Lee (drawn by N. Noel),78,69
276,3,3:08.0,,N. Noel misses free throw 1 of 1,78,69
277,3,3:08.0,J. Simmons enters the game for K. Leonard,,78,69
278,3,3:07.0,Defensive rebound by D. Lee,,78,69
279,3,3:01.0,Turnover by D. Lee (lost ball; steal by N. Noel),,78,69
280,3,2:54.0,,R. Covington makes 2-pt dunk at rim (assist by N. Noel),78,71
281,3,2:52.0,San Antonio full timeout,,78,71
282,3,2:52.0,D. Bertāns enters the game for D. Lee,,78,71
283,3,2:38.0,P. Mills misses 2-pt jump shot from 16 ft,,78,71
284,3,2:37.0,,Defensive rebound by R. Covington,78,71
285,3,2:37.0,,Personal foul by M. Ginóbili (drawn by R. Covington),78,71
286,3,2:26.0,,D. Šarić misses 2-pt jump shot from 13 ft,78,71
287,3,2:24.0,Defensive rebound by J. Simmons,,78,71
288,3,2:19.0,D. Bertāns misses 3-pt jump shot from 25 ft,,78,71
289,3,2:18.0,,Defensive rebound by N. Stauskas,78,71
290,3,2:05.0,,S. Rodríguez misses 3-pt jump shot from 26 ft,78,71
291,3,2:03.0,Defensive rebound by P. Mills,,78,71
292,3,1:50.0,D. Bertāns misses 3-pt jump shot from 26 ft,,78,71
293,3,1:49.0,,Defensive rebound by N. Stauskas,78,71
294,3,1:33.0,,D. Šarić makes 2-pt jump shot from 5 ft,78,73
295,3,1:15.0,,G. Henderson enters the game for R. Covington,78,73
296,3,1:05.0,P. Mills misses 3-pt jump shot from 27 ft,,78,73
297,3,1:00.0,,Defensive rebound by D. Šarić,78,73
298,3,0:54.0,,Shooting foul by J. Simmons (drawn by N. Stauskas),78,73
299,3,0:54.0,,N. Stauskas makes free throw 1 of 2,78,74
300,3,0:54.0,J. Anthony enters the game for L. Aldridge,,78,74
301,3,0:54.0,,N. Stauskas makes free throw 2 of 2,78,75
302,3,0:41.0,Shooting foul by N. Noel (drawn by D. Bertāns),,78,75
303,3,0:41.0,D. Bertāns makes free throw 1 of 2,,79,75
304,3,0:41.0,D. Bertāns misses free throw 2 of 2,,79,75
305,3,0:39.0,Offensive rebound by J. Anthony,,79,75
306,3,0:35.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,79,75
307,3,0:33.0,,Defensive rebound by S. Rodríguez,79,75
308,3,0:28.0,,S. Rodríguez misses 3-pt jump shot from 25 ft,79,75
309,3,0:27.0,Defensive rebound by D. Bertāns,,79,75
310,3,0:08.0,P. Mills misses 3-pt jump shot from 26 ft,,79,75
311,3,0:07.0,,Defensive rebound by N. Noel,79,75
312,3,0:06.0,,Turnover by N. Noel (lost ball; steal by M. Ginóbili),79,75
313,3,0:01.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by J. Simmons),,82,75
314,3,0:00.0,,G. Henderson misses 3-pt jump shot from 58 ft,82,75
315,3,0:00.0,,Offensive rebound by Team,82,75
316,4,11:46.0,D. Bertāns makes 2-pt jump shot from 6 ft (assist by P. Mills),,84,75
317,4,11:29.0,,Shooting block foul by D. Bertāns (drawn by G. Henderson),84,75
318,4,11:29.0,,G. Henderson makes free throw 1 of 2,84,76
319,4,11:29.0,,G. Henderson misses free throw 2 of 2,84,76
320,4,11:27.0,Defensive rebound by J. Anthony,,84,76
321,4,11:27.0,Turnover by J. Anthony (traveling),,84,76
322,4,11:19.0,,Offensive foul by G. Henderson (drawn by J. Simmons),84,76
323,4,11:19.0,,Turnover by G. Henderson (offensive foul),84,76
324,4,11:04.0,Turnover by D. Bertāns (lost ball),,84,76
325,4,10:46.0,,D. Šarić makes 2-pt hook shot from 10 ft,84,78
326,4,10:24.0,J. Anthony misses 2-pt jump shot from 9 ft,,84,78
327,4,10:22.0,,Defensive rebound by N. Stauskas,84,78
328,4,10:13.0,,Personal foul by J. Anthony (drawn by J. Okafor),84,78
329,4,10:13.0,D. Dedmon enters the game for J. Anthony,,84,78
330,4,10:13.0,T. Parker enters the game for P. Mills,,84,78
331,4,10:13.0,D. Green enters the game for M. Ginóbili,,84,78
332,4,9:58.0,,G. Henderson makes 3-pt jump shot from 27 ft,84,81
333,4,9:36.0,T. Parker misses 2-pt layup from 2 ft (block by J. Okafor),,84,81
334,4,9:34.0,,Defensive rebound by G. Henderson,84,81
335,4,9:34.0,,Personal foul by T. Parker (drawn by G. Henderson),84,81
336,4,9:24.0,,S. Rodríguez misses 2-pt jump shot from 15 ft,84,81
337,4,9:22.0,Defensive rebound by D. Dedmon,,84,81
338,4,9:12.0,J. Simmons misses 2-pt jump shot from 19 ft,,84,81
339,4,9:10.0,Offensive rebound by D. Dedmon,,84,81
340,4,9:06.0,D. Green makes 3-pt jump shot from 27 ft (assist by D. Dedmon),,87,81
341,4,9:06.0,,Philadelphia full timeout,87,81
342,4,9:06.0,K. Leonard enters the game for J. Simmons,,87,81
343,4,9:06.0,,R. Covington enters the game for G. Henderson,87,81
344,4,8:43.0,,S. Rodríguez misses 3-pt jump shot from 26 ft,87,81
345,4,8:41.0,Defensive rebound by D. Green,,87,81
346,4,8:30.0,K. Leonard misses 2-pt jump shot from 7 ft,,87,81
347,4,8:28.0,,Defensive rebound by R. Covington,87,81
348,4,8:06.0,,N. Stauskas makes 2-pt layup from 2 ft,87,83
349,4,7:45.0,D. Green misses 2-pt jump shot from 11 ft,,87,83
350,4,7:44.0,,Defensive rebound by J. Okafor,87,83
351,4,7:35.0,,Shooting foul by K. Leonard (drawn by J. Okafor),87,83
352,4,7:35.0,,J. Okafor makes free throw 1 of 2,87,84
353,4,7:35.0,San Antonio full timeout,,87,84
354,4,7:35.0,L. Aldridge enters the game for D. Bertāns,,87,84
355,4,7:35.0,,J. Okafor makes free throw 2 of 2,87,85
356,4,7:14.0,D. Green misses 2-pt jump shot from 13 ft,,87,85
357,4,7:13.0,Offensive rebound by Team,,87,85
358,4,7:04.0,T. Parker makes 2-pt jump shot from 14 ft (assist by K. Leonard),,89,85
359,4,7:04.0,Shooting foul by S. Rodríguez (drawn by T. Parker),,89,85
360,4,7:04.0,T. Parker makes free throw 1 of 1,,90,85
361,4,6:51.0,,D. Šarić misses 2-pt layup from 1 ft,90,85
362,4,6:49.0,,Offensive rebound by Team,90,85
363,4,6:37.0,,D. Šarić misses 3-pt jump shot from 27 ft,90,85
364,4,6:36.0,Defensive rebound by D. Green,,90,85
365,4,6:26.0,K. Leonard misses 3-pt jump shot from 27 ft,,90,85
366,4,6:24.0,,Defensive rebound by J. Okafor,90,85
367,4,6:12.0,,Turnover by D. Šarić (lost ball; steal by D. Green),90,85
368,4,6:05.0,Shooting foul by R. Covington (drawn by K. Leonard),,90,85
369,4,6:05.0,K. Leonard makes free throw 1 of 2,,91,85
370,4,6:05.0,,T. McConnell enters the game for S. Rodríguez,91,85
371,4,6:05.0,,E. İlyasova enters the game for D. Šarić,91,85
372,4,6:05.0,K. Leonard makes free throw 2 of 2,,92,85
373,4,5:40.0,,R. Covington misses 3-pt jump shot from 27 ft,92,85
374,4,5:38.0,Defensive rebound by D. Dedmon,,92,85
375,4,5:29.0,T. Parker misses 2-pt jump shot from 16 ft,,92,85
376,4,5:27.0,,Defensive rebound by R. Covington,92,85
377,4,5:19.0,,Shooting foul by L. Aldridge (drawn by R. Covington),92,85
378,4,5:19.0,,R. Covington makes free throw 1 of 2,92,86
379,4,5:19.0,,R. Covington makes free throw 2 of 2,92,87
380,4,4:59.0,L. Aldridge misses 2-pt jump shot from 16 ft,,92,87
381,4,4:58.0,,Defensive rebound by N. Stauskas,92,87
382,4,4:43.0,,N. Stauskas misses 2-pt jump shot from 17 ft,92,87
