,QUARTER,TIME_REMAINING,CHICAGO_ACTION,LA CLIPPERS_ACTION,CHICAGO_SCORE,LA CLIPPERS_SCORE
73,1,1:37.0,Defensive rebound by B. Portis,,27,20
74,1,1:28.0,I. Canaan makes 2-pt jump shot from 18 ft,,29,20
75,1,1:10.0,,L. Mbah a Moute makes 3-pt jump shot from 23 ft (assist by A. Rivers),29,23
76,1,0:49.0,J. Butler misses 2-pt jump shot from 7 ft (block by M. Speights),,29,23
77,1,0:46.0,,Defensive rebound by J. Crawford,29,23
78,1,0:46.0,,Turnover by J. Crawford (bad pass; steal by J. Grant),29,23
79,1,0:37.0,N. Mirotić misses 2-pt jump shot from 21 ft,,29,23
80,1,0:36.0,Offensive rebound by J. Butler,,29,23
81,1,0:36.0,J. Butler makes 2-pt layup from 2 ft,,31,23
82,1,0:25.0,,B. Bass misses 2-pt jump shot from 18 ft,31,23
83,1,0:24.0,Defensive rebound by J. Butler,,31,23
84,1,0:04.0,Personal take foul by L. Mbah a Moute (drawn by J. Butler),,31,23
85,1,0:00.0,J. Butler makes 2-pt jump shot from 23 ft,,33,23
86,2,11:40.0,,M. Speights misses 3-pt jump shot from 25 ft,33,23
87,2,11:39.0,Defensive rebound by D. Wade,,33,23
88,2,11:24.0,N. Mirotić makes 2-pt jump shot from 17 ft (assist by I. Canaan),,35,23
89,2,11:03.0,,R. Felton misses 2-pt jump shot from 9 ft,35,23
90,2,11:03.0,Defensive rebound by Team,,35,23
91,2,10:45.0,N. Mirotić misses 3-pt jump shot from 27 ft,,35,23
92,2,10:43.0,,Defensive rebound by R. Felton,35,23
93,2,10:37.0,,Personal foul by I. Canaan (drawn by J. Crawford),35,23
94,2,10:23.0,,Turnover by R. Felton (bad pass; steal by N. Mirotić),35,23
95,2,10:22.0,Personal foul by M. Speights (drawn by N. Mirotić),,35,23
96,2,10:07.0,D. Wade makes 2-pt jump shot from 14 ft,,37,23
97,2,9:52.0,,Turnover by M. Speights (bad pass; steal by J. Grant),37,23
98,2,9:49.0,Turnover by Team (back court),,37,23
99,2,9:41.0,,J. Crawford misses 2-pt jump shot from 4 ft (block by N. Mirotić),37,23
100,2,9:41.0,,Offensive rebound by M. Speights,37,23
101,2,9:41.0,,B. Griffin enters the game for M. Speights,37,23
102,2,9:36.0,,Personal foul by I. Canaan (drawn by A. Rivers),37,23
103,2,9:36.0,R. Rondo enters the game for I. Canaan,,37,23
104,2,9:29.0,,P. Pierce misses 3-pt jump shot from 25 ft,37,23
105,2,9:29.0,,Offensive rebound by Team,37,23
106,2,9:29.0,Loose ball foul by B. Portis (drawn by B. Griffin),,37,23
107,2,9:15.0,,J. Crawford misses 3-pt jump shot from 24 ft,37,23
108,2,9:15.0,Defensive rebound by R. Rondo,,37,23
109,2,9:09.0,D. Wade makes 3-pt jump shot from 24 ft,,40,23
110,2,8:45.0,,R. Felton misses 3-pt jump shot from 25 ft,40,23
111,2,8:45.0,Defensive rebound by R. Rondo,,40,23
112,2,8:28.0,N. Mirotić misses 3-pt jump shot from 25 ft,,40,23
113,2,8:26.0,Offensive rebound by R. Rondo,,40,23
114,2,8:20.0,J. Grant misses 3-pt jump shot from 25 ft,,40,23
115,2,8:20.0,,Defensive rebound by B. Griffin,40,23
116,2,8:12.0,,P. Pierce makes 3-pt jump shot from 23 ft (assist by B. Griffin),40,26
117,2,7:48.0,Shooting foul by P. Pierce (drawn by D. Wade),,40,26
118,2,7:48.0,Official timeout,,40,26
119,2,7:48.0,D. Wade makes free throw 1 of 2,,41,26
120,2,7:48.0,,C. Paul enters the game for A. Rivers,40,26
121,2,7:48.0,,D. Jordan enters the game for P. Pierce,40,26
122,2,7:48.0,,J. Redick enters the game for R. Felton,40,26
123,2,7:48.0,R. Lopez enters the game for B. Portis,,40,26
124,2,7:48.0,D. Wade makes free throw 2 of 2,,42,26
125,2,7:33.0,,B. Griffin misses 2-pt jump shot from 5 ft (block by D. Wade),42,26
126,2,7:33.0,Defensive rebound by Team,,42,26
127,2,7:19.0,D. Wade makes 3-pt jump shot from 25 ft (assist by R. Rondo),,45,26
128,2,6:50.0,,C. Paul makes 3-pt jump shot from 25 ft (assist by B. Griffin),45,29
129,2,6:40.0,D. Wade misses 3-pt jump shot from 25 ft,,45,29
130,2,6:39.0,,Defensive rebound by D. Jordan,45,29
131,2,6:29.0,,Shooting foul by R. Lopez (drawn by B. Griffin),45,29
132,2,6:29.0,,B. Griffin makes free throw 1 of 2,45,30
133,2,6:29.0,T. Gibson enters the game for N. Mirotić,,45,30
134,2,6:29.0,J. Butler enters the game for J. Grant,,45,30
135,2,6:29.0,,B. Griffin makes free throw 2 of 2,45,31
136,2,6:07.0,T. Gibson misses 2-pt jump shot from 17 ft,,45,31
137,2,6:06.0,,Defensive rebound by D. Jordan,45,31
138,2,5:40.0,,J. Redick misses 3-pt jump shot from 23 ft,45,31
139,2,5:40.0,Defensive rebound by R. Lopez,,45,31
140,2,5:28.0,J. Butler misses 2-pt jump shot from 10 ft,,45,31
141,2,5:25.0,Offensive rebound by R. Lopez,,45,31
142,2,5:25.0,R. Lopez makes 2-pt layup from 1 ft,,47,31
143,2,5:20.0,Violation by R. Lopez (kicked ball),,47,31
144,2,5:20.0,,LA Clippers full timeout,47,31
145,2,5:20.0,D. Valentine enters the game for D. Wade,,47,31
146,2,5:11.0,,Turnover by J. Crawford (lost ball; steal by R. Rondo),47,31
147,2,5:00.0,Personal foul by J. Redick (drawn by J. Butler),,47,31
148,2,5:00.0,,L. Mbah a Moute enters the game for J. Crawford,47,31
149,2,4:50.0,Turnover by J. Butler (bad pass; steal by C. Paul),,47,31
150,2,4:44.0,,B. Griffin makes 2-pt layup from 3 ft,47,33
151,2,4:44.0,,Shooting foul by R. Lopez (drawn by B. Griffin),47,33
152,2,4:44.0,,B. Griffin makes free throw 1 of 1,47,34
153,2,4:33.0,Turnover by R. Rondo (lost ball),,47,34
154,2,4:23.0,,C. Paul misses 2-pt jump shot from 15 ft,47,34
155,2,4:21.0,,Offensive rebound by C. Paul,47,34
156,2,4:12.0,,B. Griffin misses 2-pt layup from 2 ft,47,34
157,2,4:10.0,Defensive rebound by R. Lopez,,47,34
158,2,3:56.0,J. Butler misses 2-pt hook shot from 7 ft,,47,34
159,2,3:54.0,Offensive rebound by R. Lopez,,47,34
160,2,3:49.0,D. Valentine misses 3-pt jump shot from 24 ft,,47,34
161,2,3:48.0,,Defensive rebound by B. Griffin,47,34
162,2,3:44.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by B. Griffin),47,37
163,2,3:44.0,Chicago full timeout,,47,37
164,2,3:21.0,R. Lopez misses 2-pt hook shot from 10 ft,,47,37
165,2,3:18.0,,Defensive rebound by D. Jordan,47,37
166,2,3:13.0,,C. Paul makes 2-pt jump shot from 19 ft,47,39
167,2,2:54.0,Shooting foul by L. Mbah a Moute (drawn by J. Butler),,47,39
168,2,2:54.0,J. Butler makes free throw 1 of 2,,48,39
169,2,2:54.0,D. Wade enters the game for D. Valentine,,48,39
170,2,2:54.0,J. Butler makes free throw 2 of 2,,49,39
171,2,2:39.0,,C. Paul misses 2-pt jump shot from 14 ft,49,39
172,2,2:39.0,,Offensive rebound by L. Mbah a Moute,49,39
173,2,2:39.0,,L. Mbah a Moute misses 2-pt layup from 1 ft (block by T. Gibson),49,39
174,2,2:37.0,Defensive rebound by T. Gibson,,49,39
175,2,2:23.0,J. Butler misses 3-pt jump shot from 24 ft,,49,39
176,2,2:18.0,Offensive rebound by D. Wade,,49,39
177,2,2:11.0,J. Butler makes 2-pt jump shot from 7 ft (assist by R. Rondo),,51,39
178,2,1:58.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),51,41
179,2,1:58.0,,Shooting foul by R. Lopez (drawn by B. Griffin),51,41
180,2,1:58.0,C. Felício enters the game for R. Lopez,,51,41
181,2,1:58.0,,B. Griffin makes free throw 1 of 1,51,42
182,2,1:34.0,Turnover by R. Rondo (bad pass; steal by J. Redick),,51,42
183,2,1:27.0,,J. Redick misses 3-pt jump shot from 25 ft,51,42
184,2,1:25.0,Defensive rebound by D. Wade,,51,42
185,2,1:20.0,D. Wade misses 3-pt jump shot from 26 ft,,51,42
186,2,1:19.0,,Defensive rebound by D. Jordan,51,42
187,2,1:13.0,,L. Mbah a Moute makes 3-pt jump shot from 24 ft (assist by C. Paul),51,45
188,2,1:13.0,Chicago full timeout,,51,45
189,2,0:58.0,R. Rondo misses 2-pt jump shot from 18 ft,,51,45
190,2,0:56.0,,Defensive rebound by B. Griffin,51,45
191,2,0:53.0,,Turnover by B. Griffin (bad pass),51,45
192,2,0:46.0,Shooting foul by B. Griffin (drawn by J. Butler),,51,45
193,2,0:46.0,J. Butler makes free throw 1 of 2,,52,45
194,2,0:46.0,J. Butler misses free throw 2 of 2,,52,45
195,2,0:45.0,,Defensive rebound by B. Griffin,52,45
196,2,0:33.0,,J. Redick makes 2-pt layup from 2 ft (assist by B. Griffin),52,47
197,2,0:09.0,Turnover by Team (shot clock),,52,47
198,2,0:09.0,,LA Clippers full timeout,52,47
199,2,0:09.0,,J. Crawford enters the game for L. Mbah a Moute,52,47
200,2,0:09.0,,M. Speights enters the game for D. Jordan,52,47
201,2,0:02.0,,C. Paul misses 2-pt jump shot from 11 ft,52,47
202,2,0:00.0,Defensive rebound by C. Felício,,52,47
203,3,11:38.0,,L. Mbah a Moute misses 3-pt jump shot from 22 ft,52,47
204,3,11:38.0,Defensive rebound by J. Butler,,52,47
205,3,11:30.0,T. Gibson misses 2-pt jump shot from 18 ft,,52,47
206,3,11:30.0,,Defensive rebound by Team,52,47
207,3,11:24.0,,Offensive foul by D. Jordan (drawn by T. Gibson),52,47
208,3,11:24.0,,Turnover by D. Jordan (offensive foul),52,47
209,3,11:05.0,D. Wade makes 2-pt jump shot from 15 ft,,54,47
210,3,10:46.0,,Personal foul by D. Wade (drawn by B. Griffin),54,47
211,3,10:41.0,,J. Redick misses 3-pt jump shot from 24 ft,54,47
212,3,10:39.0,Defensive rebound by R. Rondo,,54,47
213,3,10:18.0,T. Gibson makes 2-pt layup from 2 ft (assist by R. Rondo),,56,47
214,3,10:15.0,,Personal foul by T. Gibson (drawn by B. Griffin),56,47
215,3,10:15.0,,B. Griffin makes free throw 1 of 2,56,48
216,3,10:15.0,,B. Griffin makes free throw 2 of 2,56,49
217,3,10:00.0,Turnover by J. Butler (bad pass; steal by J. Redick),,56,49
218,3,9:42.0,,L. Mbah a Moute misses 2-pt layup from 2 ft,56,49
219,3,9:40.0,Defensive rebound by R. Lopez,,56,49
220,3,9:32.0,J. Butler makes 3-pt jump shot from 24 ft (assist by T. Gibson),,59,49
221,3,9:06.0,,C. Paul makes 3-pt jump shot from 25 ft,59,52
222,3,8:35.0,R. Rondo makes 2-pt jump shot from 5 ft,,61,52
223,3,8:26.0,,C. Paul makes 2-pt layup from 2 ft,61,54
224,3,8:06.0,Turnover by T. Gibson (lost ball; steal by C. Paul),,61,54
225,3,8:03.0,,Personal take foul by R. Rondo (drawn by B. Griffin),61,54
226,3,7:47.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Redick),61,56
227,3,7:47.0,Chicago full timeout,,61,56
228,3,7:28.0,D. Wade misses 2-pt jump shot from 16 ft,,61,56
229,3,7:25.0,,Defensive rebound by D. Jordan,61,56
230,3,7:23.0,,Turnover by J. Redick (lost ball; steal by R. Lopez),61,56
231,3,7:16.0,J. Butler makes 2-pt jump shot from 9 ft (assist by R. Rondo),,63,56
232,3,7:16.0,Shooting foul by D. Jordan (drawn by J. Butler),,63,56
233,3,7:16.0,J. Butler makes free throw 1 of 1,,64,56
234,3,6:58.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by J. Redick),64,58
235,3,6:44.0,Personal foul by B. Griffin (drawn by T. Gibson),,64,58
236,3,6:37.0,J. Butler misses 2-pt jump shot from 16 ft,,64,58
237,3,6:36.0,Offensive rebound by R. Lopez,,64,58
238,3,6:36.0,R. Lopez makes 2-pt layup from 2 ft,,66,58
239,3,6:23.0,,Shooting foul by T. Gibson (drawn by B. Griffin),66,58
240,3,6:23.0,,B. Griffin makes free throw 1 of 2,66,59
241,3,6:23.0,,B. Griffin makes free throw 2 of 2,66,60
242,3,6:03.0,D. Wade makes 2-pt jump shot from 18 ft (assist by T. Gibson),,68,60
243,3,5:52.0,,B. Griffin makes 2-pt jump shot from 18 ft (assist by C. Paul),68,62
244,3,5:28.0,J. Butler misses 2-pt hook shot from 9 ft,,68,62
245,3,5:24.0,,Defensive rebound by D. Jordan,68,62
246,3,5:17.0,,C. Paul makes 3-pt jump shot from 25 ft (assist by B. Griffin),68,65
247,3,4:56.0,D. Wade misses 2-pt jump shot from 18 ft,,68,65
248,3,4:54.0,,Defensive rebound by B. Griffin,68,65
249,3,4:39.0,,Turnover by B. Griffin (bad pass),68,65
250,3,4:39.0,,J. Crawford enters the game for J. Redick,68,65
251,3,4:39.0,I. Canaan enters the game for D. Wade,,68,65
252,3,4:23.0,T. Gibson misses 2-pt jump shot from 13 ft,,68,65
253,3,4:22.0,,Defensive rebound by D. Jordan,68,65
254,3,4:11.0,,C. Paul makes 2-pt jump shot from 19 ft,68,67
255,3,3:49.0,Shooting block foul by B. Griffin (drawn by T. Gibson),,68,67
256,3,3:49.0,T. Gibson misses free throw 1 of 2,,68,67
257,3,3:49.0,Offensive rebound by Team,,68,67
258,3,3:49.0,J. Grant enters the game for R. Rondo,,68,67
259,3,3:49.0,T. Gibson makes free throw 2 of 2,,69,67
260,3,3:27.0,,D. Jordan misses 2-pt layup from 3 ft,69,67
261,3,3:27.0,,Offensive rebound by D. Jordan,69,67
262,3,3:27.0,,D. Jordan misses 2-pt hook shot from 3 ft,69,67
263,3,3:26.0,,Offensive rebound by L. Mbah a Moute,69,67
264,3,3:26.0,,Turnover by L. Mbah a Moute (lost ball; steal by J. Butler),69,67
265,3,3:23.0,Shooting foul by C. Paul (drawn by I. Canaan),,69,67
266,3,3:23.0,I. Canaan makes free throw 1 of 2,,70,67
267,3,3:23.0,N. Mirotić enters the game for T. Gibson,,70,67
268,3,3:23.0,I. Canaan makes free throw 2 of 2,,71,67
269,3,3:02.0,,Turnover by C. Paul (step out of bounds),71,67
270,3,3:02.0,,Violation by Team (jump ball),71,67
271,3,3:02.0,,M. Speights enters the game for D. Jordan,71,67
272,3,2:38.0,J. Grant misses 3-pt jump shot from 24 ft,,71,67
273,3,2:38.0,Offensive rebound by J. Grant,,71,67
274,3,2:34.0,J. Grant makes 3-pt jump shot from 24 ft,,74,67
275,3,2:34.0,,LA Clippers full timeout,74,67
276,3,2:34.0,,A. Rivers enters the game for L. Mbah a Moute,74,67
277,3,2:34.0,B. Portis enters the game for R. Lopez,,74,67
278,3,2:11.0,,C. Paul misses 3-pt jump shot from 25 ft,74,67
279,3,2:11.0,,Offensive rebound by M. Speights,74,67
280,3,2:08.0,,M. Speights makes 2-pt layup from 1 ft,74,69
281,3,1:56.0,Shooting foul by A. Rivers (drawn by J. Butler),,74,69
282,3,1:56.0,J. Butler makes free throw 1 of 2,,75,69
283,3,1:56.0,J. Butler makes free throw 2 of 2,,76,69
284,3,1:37.0,,M. Speights makes 3-pt jump shot from 25 ft (assist by C. Paul),76,72
285,3,1:17.0,J. Butler misses 2-pt jump shot from 18 ft,,76,72
286,3,1:17.0,,Defensive rebound by B. Griffin,76,72
287,3,0:57.0,,C. Paul misses 2-pt jump shot from 17 ft,76,72
288,3,0:55.0,Defensive rebound by B. Portis,,76,72
289,3,0:48.0,I. Canaan misses 3-pt jump shot from 25 ft,,76,72
290,3,0:46.0,Offensive rebound by J. Butler,,76,72
291,3,0:40.0,N. Mirotić misses 3-pt jump shot from 26 ft,,76,72
292,3,0:40.0,Offensive rebound by J. Butler,,76,72
293,3,0:36.0,N. Mirotić misses 3-pt jump shot from 25 ft,,76,72
294,3,0:36.0,,Defensive rebound by B. Griffin,76,72
295,3,0:21.0,,J. Crawford misses 2-pt jump shot from 12 ft,76,72
296,3,0:18.0,Defensive rebound by N. Mirotić,,76,72
297,3,0:05.0,Shooting foul by M. Speights (drawn by I. Canaan),,76,72
298,3,0:05.0,I. Canaan misses free throw 1 of 2,,76,72
299,3,0:05.0,Offensive rebound by Team,,76,72
300,3,0:05.0,D. Valentine enters the game for J. Butler,,76,72
301,3,0:05.0,,R. Felton enters the game for B. Griffin,76,72
302,3,0:05.0,I. Canaan makes free throw 2 of 2,,77,72
303,4,11:45.0,Shooting foul by A. Rivers (drawn by D. Wade),,77,72
304,4,11:45.0,D. Wade misses free throw 1 of 2,,77,72
305,4,11:45.0,Offensive rebound by Team,,77,72
306,4,11:45.0,D. Wade makes free throw 2 of 2,,78,72
307,4,11:23.0,,P. Pierce misses 3-pt jump shot from 24 ft,78,72
308,4,11:22.0,Defensive rebound by D. Wade,,78,72
309,4,11:06.0,D. Wade misses 2-pt jump shot from 16 ft,,78,72
310,4,11:04.0,,Defensive rebound by R. Felton,78,72
311,4,10:54.0,,Shooting foul by B. Portis (drawn by M. Speights),78,72
312,4,10:54.0,,M. Speights misses free throw 1 of 2,78,72
313,4,10:54.0,,Offensive rebound by Team,78,72
314,4,10:54.0,,M. Speights makes free throw 2 of 2,78,73
315,4,10:30.0,R. Rondo enters the game for J. Grant,,78,73
316,4,10:29.0,Turnover by Team (shot clock),,78,73
317,4,10:17.0,,P. Pierce makes 2-pt jump shot from 8 ft,78,75
318,4,9:56.0,I. Canaan misses 3-pt jump shot from 27 ft,,78,75
319,4,9:54.0,Offensive rebound by R. Rondo,,78,75
320,4,9:51.0,R. Rondo makes 2-pt layup from 2 ft,,80,75
321,4,9:38.0,,R. Felton misses 2-pt layup from 2 ft,80,75
322,4,9:34.0,,Offensive rebound by M. Speights,80,75
323,4,9:34.0,,M. Speights makes 2-pt layup from 1 ft,80,77
324,4,9:17.0,Turnover by D. Wade (bad pass; steal by R. Felton),,80,77
325,4,9:08.0,,J. Crawford misses 3-pt jump shot from 24 ft,80,77
326,4,9:08.0,Defensive rebound by Team,,80,77
327,4,8:55.0,D. Wade misses 2-pt jump shot from 9 ft,,80,77
328,4,8:53.0,Offensive rebound by D. Wade,,80,77
329,4,8:46.0,R. Rondo misses 3-pt jump shot from 24 ft,,80,77
330,4,8:46.0,Offensive rebound by B. Portis,,80,77
331,4,8:32.0,B. Portis makes 2-pt jump shot from 22 ft (assist by R. Rondo),,82,77
332,4,8:08.0,,M. Speights makes 3-pt jump shot from 26 ft (assist by R. Felton),82,80
333,4,7:54.0,N. Mirotić misses 3-pt jump shot from 24 ft,,82,80
334,4,7:53.0,,Defensive rebound by A. Rivers,82,80
335,4,7:41.0,,Personal foul by B. Portis (drawn by M. Speights),82,80
336,4,7:41.0,Official timeout,,82,80
337,4,7:41.0,,B. Griffin enters the game for P. Pierce,82,80
338,4,7:41.0,T. Gibson enters the game for I. Canaan,,82,80
339,4,7:41.0,J. Butler enters the game for N. Mirotić,,82,80
340,4,7:30.0,,Shooting foul by B. Portis (drawn by M. Speights),82,80
341,4,7:30.0,,M. Speights makes free throw 1 of 2,82,81
342,4,7:30.0,,M. Speights makes free throw 2 of 2,82,82
343,4,7:10.0,J. Butler misses 2-pt jump shot from 15 ft,,82,82
344,4,7:06.0,,Defensive rebound by B. Griffin,82,82
345,4,6:54.0,,R. Felton makes 2-pt layup from 3 ft,82,84
346,4,6:41.0,Personal foul by A. Rivers (drawn by J. Butler),,82,84
347,4,6:31.0,D. Wade makes 3-pt jump shot from 24 ft,,85,84
348,4,6:14.0,,M. Speights makes 3-pt jump shot from 25 ft (assist by R. Felton),85,87
349,4,6:01.0,Personal foul by A. Rivers (drawn by J. Butler),,85,87
350,4,6:01.0,,C. Paul enters the game for R. Felton,85,87
351,4,5:54.0,Shooting foul by J. Crawford (drawn by J. Butler),,85,87
352,4,5:54.0,,LA Clippers full timeout,85,87
353,4,5:54.0,J. Butler makes free throw 1 of 2,,86,87
354,4,5:54.0,J. Butler makes free throw 2 of 2,,87,87
355,4,5:34.0,,A. Rivers makes 2-pt layup from 1 ft,87,89
356,4,5:07.0,R. Rondo misses 3-pt jump shot from 25 ft,,87,89
357,4,5:06.0,,Defensive rebound by B. Griffin,87,89
358,4,4:50.0,,M. Speights misses 2-pt jump shot from 17 ft,87,89
359,4,4:48.0,Defensive rebound by T. Gibson,,87,89
360,4,4:39.0,Turnover by D. Wade (bad pass; steal by B. Griffin),,87,89
361,4,4:39.0,,LA Clippers full timeout,87,89
362,4,4:18.0,,B. Griffin misses 2-pt layup from 2 ft,87,89
363,4,4:16.0,,Offensive rebound by B. Griffin,87,89
364,4,4:14.0,,Turnover by B. Griffin (lost ball; steal by D. Wade),87,89
365,4,4:08.0,J. Butler misses 3-pt jump shot from 23 ft,,87,89
366,4,4:08.0,,Defensive rebound by Team,87,89
367,4,3:55.0,,B. Griffin misses 2-pt jump shot from 19 ft,87,89
368,4,3:54.0,,Offensive rebound by C. Paul,87,89
369,4,3:47.0,,Personal foul by R. Rondo (drawn by C. Paul),87,89
370,4,3:47.0,I. Canaan enters the game for D. Wade,,87,89
371,4,3:38.0,,A. Rivers misses 3-pt jump shot from 24 ft,87,89
372,4,3:37.0,Defensive rebound by T. Gibson,,87,89
373,4,3:26.0,I. Canaan misses 3-pt jump shot from 25 ft,,87,89
374,4,3:25.0,,Defensive rebound by B. Griffin,87,89
375,4,3:14.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by C. Paul),87,92
376,4,3:14.0,Chicago full timeout,,87,92
377,4,3:14.0,D. Wade enters the game for I. Canaan,,87,92
378,4,3:00.0,D. Wade misses 2-pt jump shot from 17 ft,,87,92
379,4,2:58.0,,Defensive rebound by B. Griffin,87,92
380,4,2:53.0,,Turnover by C. Paul (bad pass; steal by R. Rondo),87,92
381,4,2:49.0,Shooting foul by M. Speights (drawn by D. Wade),,87,92
382,4,2:49.0,,Technical foul by C. Paul,87,92
383,4,2:49.0,J. Butler makes technical free throw,,88,92
384,4,2:49.0,D. Wade makes free throw 1 of 2,,89,92
385,4,2:49.0,D. Wade makes free throw 2 of 2,,90,92
386,4,2:31.0,,B. Griffin makes 2-pt layup from 1 ft,90,94
387,4,2:14.0,J. Butler misses 2-pt jump shot from 12 ft,,90,94
388,4,2:12.0,,Defensive rebound by C. Paul,90,94
389,4,2:00.0,,Personal foul by D. Wade (drawn by C. Paul),90,94
