,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SAN ANTONIO_ACTION,ORLANDO_SCORE,SAN ANTONIO_SCORE
36,1,7:23.0,S. Ibaka misses 3-pt jump shot from 26 ft,,6,7
37,1,7:22.0,,Defensive rebound by P. Gasol,6,7
38,1,7:18.0,,San Antonio full timeout,6,7
39,1,7:08.0,,K. Leonard misses 2-pt jump shot from 18 ft,6,7
40,1,7:07.0,Defensive rebound by S. Ibaka,,6,7
41,1,6:54.0,Turnover by E. Fournier (bad pass; steal by T. Parker),,6,7
42,1,6:49.0,,L. Aldridge makes 2-pt dunk at rim (assist by T. Parker),6,9
43,1,6:28.0,Turnover by E. Fournier (lost ball),,6,9
44,1,6:28.0,N. Vučević enters the game for B. Biyombo,,6,9
45,1,6:12.0,,Offensive foul by K. Leonard (drawn by A. Gordon),6,9
46,1,6:12.0,,Turnover by K. Leonard (offensive foul),6,9
47,1,5:55.0,Turnover by D. Augustin (bad pass),,6,9
48,1,5:36.0,,T. Parker misses 2-pt jump shot from 20 ft,6,9
49,1,5:35.0,Defensive rebound by N. Vučević,,6,9
50,1,5:26.0,A. Gordon misses 2-pt jump shot from 17 ft,,6,9
51,1,5:24.0,,Defensive rebound by L. Aldridge,6,9
52,1,5:09.0,,Turnover by K. Leonard (lost ball; steal by D. Augustin),6,9
53,1,5:04.0,D. Augustin misses 2-pt layup from 1 ft,,6,9
54,1,5:02.0,Offensive rebound by S. Ibaka,,6,9
55,1,5:02.0,S. Ibaka misses 2-pt layup from 2 ft,,6,9
56,1,5:00.0,Offensive rebound by A. Gordon,,6,9
57,1,5:00.0,A. Gordon misses 2-pt layup from 2 ft,,6,9
58,1,4:58.0,Offensive rebound by A. Gordon,,6,9
59,1,4:58.0,A. Gordon makes 2-pt layup from 1 ft,,8,9
60,1,4:41.0,,Turnover by L. Aldridge (bad pass; steal by N. Vučević),8,9
61,1,4:35.0,D. Augustin makes 2-pt layup from 1 ft (assist by E. Fournier),,10,9
62,1,4:20.0,,P. Gasol misses 2-pt jump shot from 18 ft,10,9
63,1,4:19.0,Defensive rebound by S. Ibaka,,10,9
64,1,4:06.0,N. Vučević makes 2-pt hook shot from 6 ft,,12,9
65,1,3:50.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by T. Parker),12,11
66,1,3:29.0,,D. Lee enters the game for K. Leonard,12,11
67,1,3:29.0,,M. Ginóbili enters the game for L. Aldridge,12,11
68,1,3:29.0,,P. Mills enters the game for P. Gasol,12,11
69,1,3:29.0,,D. Dedmon enters the game for D. Green,12,11
70,1,3:29.0,,J. Simmons enters the game for T. Parker,12,11
71,1,3:29.0,Orlando full timeout,,12,11
72,1,3:29.0,E. Payton enters the game for A. Gordon,,12,11
73,1,3:29.0,J. Green enters the game for D. Augustin,,12,11
74,1,3:26.0,N. Vučević misses 3-pt jump shot from 28 ft,,12,11
75,1,3:24.0,,Defensive rebound by J. Simmons,12,11
76,1,3:05.0,,P. Mills misses 2-pt layup from 3 ft,12,11
77,1,3:04.0,Defensive rebound by N. Vučević,,12,11
78,1,2:56.0,S. Ibaka makes 2-pt layup from 2 ft (assist by E. Fournier),,14,11
79,1,2:45.0,,J. Simmons makes 2-pt layup from 1 ft,14,13
80,1,2:30.0,E. Fournier misses 2-pt jump shot from 19 ft,,14,13
81,1,2:29.0,,Defensive rebound by D. Dedmon,14,13
82,1,2:16.0,,P. Mills misses 2-pt jump shot from 23 ft,14,13
83,1,2:15.0,,Offensive rebound by D. Lee,14,13
84,1,1:57.0,,P. Mills makes 2-pt jump shot from 19 ft (assist by D. Lee),14,15
85,1,1:39.0,N. Vučević makes 2-pt jump shot from 20 ft (assist by E. Payton),,16,15
86,1,1:24.0,,J. Simmons misses 2-pt jump shot from 18 ft,16,15
87,1,1:23.0,,Offensive rebound by Team,16,15
88,1,1:23.0,B. Biyombo enters the game for S. Ibaka,,16,15
89,1,1:13.0,,Personal foul by J. Green (drawn by M. Ginóbili),16,15
90,1,1:06.0,,D. Lee misses 2-pt jump shot from 10 ft,16,15
91,1,1:05.0,,Offensive rebound by D. Dedmon,16,15
92,1,1:05.0,,D. Dedmon makes 2-pt layup at rim,16,17
93,1,0:56.0,Turnover by E. Fournier (lost ball; steal by M. Ginóbili),,16,17
94,1,0:51.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),16,20
95,1,0:34.0,N. Vučević misses 2-pt layup from 1 ft,,16,20
96,1,0:32.0,,Defensive rebound by D. Lee,16,20
97,1,0:27.0,,M. Ginóbili misses 3-pt jump shot from 26 ft,16,20
98,1,0:25.0,Defensive rebound by E. Payton,,16,20
99,1,0:08.0,Personal block foul by P. Mills,,16,20
100,1,0:04.0,E. Fournier misses 2-pt jump shot from 18 ft,,16,20
101,1,0:03.0,Offensive rebound by N. Vučević,,16,20
102,1,0:03.0,N. Vučević misses 2-pt layup at rim,,16,20
103,1,0:02.0,,Defensive rebound by D. Dedmon,16,20
104,2,11:37.0,,J. Simmons misses 2-pt jump shot from 17 ft,16,20
105,2,11:36.0,Defensive rebound by N. Vučević,,16,20
106,2,11:12.0,E. Payton makes 2-pt jump shot from 19 ft,,18,20
107,2,10:49.0,,D. Lee misses 2-pt jump shot from 8 ft (block by N. Vučević),18,20
108,2,10:48.0,Defensive rebound by J. Green,,18,20
109,2,10:36.0,J. Green misses 2-pt jump shot from 16 ft,,18,20
110,2,10:33.0,Offensive rebound by N. Vučević,,18,20
111,2,10:32.0,N. Vučević misses 2-pt jump shot from 8 ft,,18,20
112,2,10:31.0,,Defensive rebound by D. Lee,18,20
113,2,10:23.0,,Personal foul by E. Payton (drawn by D. Lee),18,20
114,2,10:13.0,,J. Simmons makes 2-pt layup from 1 ft,18,22
115,2,9:51.0,J. Green misses 2-pt jump shot from 16 ft,,18,22
116,2,9:49.0,,Defensive rebound by J. Simmons,18,22
117,2,9:40.0,,D. Lee misses 2-pt jump shot from 15 ft,18,22
118,2,9:39.0,,Offensive rebound by M. Ginóbili,18,22
119,2,9:39.0,,Turnover by M. Ginóbili (lost ball; steal by E. Payton),18,22
120,2,9:39.0,Personal foul by M. Ginóbili (drawn by E. Payton),,18,22
121,2,9:39.0,,P. Gasol enters the game for D. Lee,18,22
122,2,9:39.0,,D. Green enters the game for P. Mills,18,22
123,2,9:39.0,,T. Parker enters the game for M. Ginóbili,18,22
124,2,9:27.0,N. Vučević misses 2-pt jump shot from 19 ft,,18,22
125,2,9:25.0,,Defensive rebound by D. Green,18,22
126,2,9:05.0,,Turnover by T. Parker (bad pass),18,22
127,2,8:45.0,B. Biyombo misses 2-pt jump shot from 8 ft (block by D. Dedmon),,18,22
128,2,8:43.0,,Defensive rebound by D. Dedmon,18,22
129,2,8:26.0,,D. Dedmon makes 2-pt layup from 1 ft (assist by P. Gasol),18,24
130,2,8:06.0,Turnover by B. Biyombo (bad pass; steal by J. Simmons),,18,24
131,2,7:59.0,Violation by N. Vučević (kicked ball),,18,24
132,2,7:59.0,Official timeout,,18,24
133,2,7:59.0,,K. Leonard enters the game for J. Simmons,18,24
134,2,7:59.0,,L. Aldridge enters the game for D. Dedmon,18,24
135,2,7:44.0,,K. Leonard misses 2-pt jump shot from 15 ft,18,24
136,2,7:43.0,Defensive rebound by B. Biyombo,,18,24
137,2,7:25.0,J. Green misses 2-pt jump shot from 12 ft,,18,24
138,2,7:23.0,Offensive rebound by J. Green,,18,24
139,2,7:17.0,C. Watson makes 3-pt jump shot from 24 ft (assist by J. Green),,21,24
140,2,7:03.0,,T. Parker misses 2-pt jump shot from 17 ft,21,24
141,2,7:01.0,Defensive rebound by B. Biyombo,,21,24
142,2,6:47.0,N. Vučević misses 2-pt jump shot from 6 ft,,21,24
143,2,6:46.0,,Defensive rebound by K. Leonard,21,24
144,2,6:43.0,Offensive charge foul by T. Parker (drawn by C. Watson),,21,24
145,2,6:43.0,,Turnover by T. Parker (offensive foul),21,24
146,2,6:43.0,A. Gordon enters the game for J. Green,,21,24
147,2,6:24.0,Shooting foul by T. Parker (drawn by B. Biyombo),,21,24
148,2,6:24.0,B. Biyombo makes free throw 1 of 2,,22,24
149,2,6:24.0,B. Biyombo makes free throw 2 of 2,,23,24
150,2,6:12.0,,Personal foul by N. Vučević (drawn by P. Gasol),23,24
151,2,6:12.0,S. Ibaka enters the game for N. Vučević,,23,24
152,2,5:59.0,,Turnover by D. Green (lost ball; steal by E. Payton),23,24
153,2,5:53.0,A. Gordon makes 2-pt dunk at rim (assist by C. Watson),,25,24
154,2,5:37.0,,D. Green misses 3-pt jump shot from 25 ft,25,24
155,2,5:36.0,Defensive rebound by A. Gordon,,25,24
156,2,5:24.0,S. Ibaka makes 2-pt jump shot from 17 ft (assist by E. Payton),,27,24
157,2,5:22.0,,San Antonio full timeout,27,24
158,2,5:22.0,,M. Ginóbili enters the game for D. Green,27,24
159,2,4:55.0,,P. Gasol makes 2-pt jump shot from 7 ft,27,26
160,2,4:36.0,E. Payton makes 2-pt layup from 2 ft,,29,26
161,2,4:21.0,,K. Leonard makes 2-pt layup from 1 ft,29,28
162,2,4:09.0,E. Payton makes 2-pt jump shot from 18 ft,,31,28
163,2,3:57.0,,M. Ginóbili misses 2-pt layup from 3 ft,31,28
164,2,3:57.0,,Offensive rebound by Team,31,28
165,2,3:57.0,Loose ball foul by A. Gordon (drawn by P. Gasol),,31,28
166,2,3:57.0,E. Fournier enters the game for A. Gordon,,31,28
167,2,3:47.0,,L. Aldridge misses 2-pt jump shot from 18 ft,31,28
168,2,3:46.0,Defensive rebound by S. Ibaka,,31,28
169,2,3:37.0,E. Payton makes 2-pt jump shot from 9 ft,,33,28
170,2,3:28.0,,P. Gasol misses 2-pt layup from 2 ft,33,28
171,2,3:27.0,Defensive rebound by E. Fournier,,33,28
172,2,3:16.0,B. Biyombo makes 2-pt dunk at rim (assist by C. Watson),,35,28
173,2,3:02.0,,K. Leonard makes 2-pt jump shot from 11 ft (assist by L. Aldridge),35,30
174,2,2:47.0,B. Biyombo misses 2-pt jump shot from 8 ft,,35,30
175,2,2:45.0,,Defensive rebound by M. Ginóbili,35,30
176,2,2:34.0,,P. Gasol makes 2-pt layup from 1 ft (assist by M. Ginóbili),35,32
177,2,2:34.0,Orlando full timeout,,35,32
178,2,2:34.0,,P. Mills enters the game for T. Parker,35,32
179,2,2:34.0,,D. Lee enters the game for P. Gasol,35,32
180,2,2:34.0,N. Vučević enters the game for B. Biyombo,,35,32
181,2,2:22.0,Turnover by E. Fournier (bad pass; steal by K. Leonard),,35,32
182,2,2:16.0,,Shooting foul by E. Fournier (drawn by K. Leonard),35,32
183,2,2:16.0,,K. Leonard misses free throw 1 of 2,35,32
184,2,2:16.0,,Offensive rebound by Team,35,32
185,2,2:16.0,,K. Leonard makes free throw 2 of 2,35,33
186,2,2:02.0,C. Watson makes 2-pt jump shot from 16 ft (assist by E. Payton),,37,33
187,2,1:51.0,,Shooting foul by N. Vučević (drawn by D. Lee),37,33
188,2,1:51.0,,D. Lee makes free throw 1 of 2,37,34
189,2,1:51.0,,D. Lee makes free throw 2 of 2,37,35
190,2,1:42.0,E. Payton misses 2-pt layup from 2 ft,,37,35
191,2,1:41.0,,Defensive rebound by L. Aldridge,37,35
192,2,1:22.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by L. Aldridge),37,38
193,2,1:07.0,Turnover by N. Vučević (traveling),,37,38
194,2,1:07.0,B. Biyombo enters the game for N. Vučević,,37,38
195,2,1:07.0,J. Green enters the game for C. Watson,,37,38
196,2,0:55.0,,Shooting foul by E. Payton (drawn by P. Mills),37,38
197,2,0:55.0,,P. Mills makes free throw 1 of 2,37,39
198,2,0:55.0,D. Augustin enters the game for E. Payton,,37,39
199,2,0:55.0,,P. Mills makes free throw 2 of 2,37,40
200,2,0:42.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by D. Augustin),,40,40
201,2,0:31.0,,Turnover by P. Mills (bad pass; steal by B. Biyombo),40,40
202,2,0:28.0,J. Green makes 2-pt layup from 3 ft (assist by D. Augustin),,42,40
203,2,0:04.0,,L. Aldridge makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),42,43
204,2,0:00.0,E. Fournier makes 3-pt jump shot from 25 ft,,45,43
205,3,11:34.0,,P. Gasol misses 2-pt jump shot from 15 ft,45,43
206,3,11:33.0,Defensive rebound by E. Fournier,,45,43
207,3,11:15.0,B. Biyombo makes 2-pt dunk at rim (assist by E. Fournier),,47,43
208,3,10:59.0,,Shooting foul by S. Ibaka (drawn by T. Parker),47,43
209,3,10:59.0,,T. Parker makes free throw 1 of 2,47,44
210,3,10:59.0,,T. Parker makes free throw 2 of 2,47,45
211,3,10:45.0,A. Gordon makes 2-pt dunk at rim (assist by B. Biyombo),,49,45
212,3,10:24.0,,K. Leonard misses 2-pt jump shot from 17 ft,49,45
213,3,10:24.0,,Offensive rebound by P. Gasol,49,45
214,3,10:20.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by P. Gasol),49,48
215,3,10:02.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by D. Augustin),,51,48
216,3,9:46.0,,D. Green makes 2-pt layup from 2 ft,51,50
217,3,9:32.0,E. Fournier makes 2-pt jump shot from 17 ft,,53,50
218,3,9:16.0,,K. Leonard misses 2-pt dunk at rim (block by B. Biyombo),53,50
219,3,9:16.0,,Offensive rebound by P. Gasol,53,50
220,3,9:16.0,,Shooting foul by E. Fournier (drawn by P. Gasol),53,50
221,3,9:16.0,,P. Gasol makes free throw 1 of 2,53,51
222,3,9:16.0,,P. Gasol makes free throw 2 of 2,53,52
223,3,9:07.0,E. Fournier misses 3-pt jump shot from 27 ft,,53,52
224,3,9:06.0,,Defensive rebound by P. Gasol,53,52
225,3,8:53.0,,T. Parker misses 2-pt jump shot from 8 ft,53,52
226,3,8:52.0,Defensive rebound by D. Augustin,,53,52
227,3,8:27.0,B. Biyombo misses 2-pt jump shot from 8 ft,,53,52
228,3,8:25.0,,Defensive rebound by D. Green,53,52
229,3,8:17.0,,Shooting foul by A. Gordon (drawn by K. Leonard),53,52
230,3,8:17.0,,K. Leonard makes free throw 1 of 2,53,53
231,3,8:17.0,,K. Leonard makes free throw 2 of 2,53,54
232,3,8:00.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by E. Fournier),,56,54
233,3,7:41.0,,Turnover by T. Parker (bad pass),56,54
234,3,7:28.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by D. Augustin),,59,54
235,3,7:12.0,,L. Aldridge makes 2-pt jump shot from 16 ft (assist by D. Green),59,56
236,3,6:51.0,B. Biyombo misses 2-pt jump shot from 16 ft,,59,56
237,3,6:50.0,,Defensive rebound by L. Aldridge,59,56
238,3,6:32.0,,K. Leonard makes 2-pt jump shot from 16 ft (assist by D. Green),59,58
239,3,6:10.0,A. Gordon makes 2-pt jump shot from 10 ft,,61,58
240,3,5:48.0,,K. Leonard misses 2-pt layup from 2 ft,61,58
241,3,5:48.0,Defensive rebound by S. Ibaka,,61,58
242,3,5:42.0,B. Biyombo misses 2-pt dunk at rim,,61,58
243,3,5:40.0,,Defensive rebound by D. Green,61,58
244,3,5:35.0,,D. Green misses 3-pt jump shot from 25 ft,61,58
245,3,5:34.0,Defensive rebound by Team,,61,58
246,3,5:34.0,,San Antonio full timeout,61,58
247,3,5:34.0,,P. Mills enters the game for T. Parker,61,58
248,3,5:34.0,,D. Lee enters the game for P. Gasol,61,58
249,3,5:34.0,,M. Ginóbili enters the game for D. Green,61,58
250,3,5:34.0,N. Vučević enters the game for B. Biyombo,,61,58
251,3,5:14.0,A. Gordon makes 3-pt jump shot from 23 ft (assist by S. Ibaka),,64,58
252,3,4:56.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,64,58
253,3,4:55.0,Defensive rebound by N. Vučević,,64,58
254,3,4:42.0,N. Vučević makes 2-pt jump shot from 15 ft (assist by E. Fournier),,66,58
255,3,4:26.0,,Shooting foul by A. Gordon (drawn by K. Leonard),66,58
256,3,4:26.0,,K. Leonard makes free throw 1 of 2,66,59
257,3,4:26.0,E. Payton enters the game for D. Augustin,,66,59
258,3,4:26.0,J. Green enters the game for A. Gordon,,66,59
259,3,4:26.0,B. Biyombo enters the game for S. Ibaka,,66,59
260,3,4:26.0,,D. Dedmon enters the game for L. Aldridge,66,59
261,3,4:26.0,,K. Leonard makes free throw 2 of 2,66,60
262,3,4:18.0,Personal foul by P. Mills,,66,60
263,3,4:18.0,,J. Simmons enters the game for K. Leonard,66,60
264,3,4:12.0,N. Vučević makes 2-pt jump shot from 15 ft (assist by E. Fournier),,68,60
265,3,4:02.0,,M. Ginóbili makes 2-pt hook shot from 6 ft,68,62
266,3,3:46.0,J. Green misses 2-pt jump shot from 17 ft,,68,62
267,3,3:44.0,Offensive rebound by N. Vučević,,68,62
268,3,3:42.0,N. Vučević misses 2-pt layup from 1 ft,,68,62
269,3,3:41.0,,Defensive rebound by D. Dedmon,68,62
270,3,3:33.0,,D. Dedmon misses 2-pt dunk at rim,68,62
271,3,3:31.0,Defensive rebound by J. Green,,68,62
272,3,3:28.0,Shooting foul by D. Dedmon (drawn by B. Biyombo),,68,62
273,3,3:28.0,B. Biyombo makes free throw 1 of 2,,69,62
274,3,3:28.0,B. Biyombo misses free throw 2 of 2,,69,62
275,3,3:27.0,,Defensive rebound by D. Dedmon,69,62
276,3,3:09.0,,J. Simmons misses 2-pt jump shot from 15 ft,69,62
277,3,3:06.0,Defensive rebound by B. Biyombo,,69,62
278,3,2:55.0,N. Vučević misses 2-pt hook shot from 9 ft,,69,62
279,3,2:53.0,,Defensive rebound by J. Simmons,69,62
280,3,2:37.0,,D. Lee misses 2-pt jump shot from 15 ft,69,62
281,3,2:36.0,,Offensive rebound by M. Ginóbili,69,62
282,3,2:31.0,,Turnover by J. Simmons (bad pass; steal by E. Fournier),69,62
283,3,2:20.0,B. Biyombo misses 2-pt hook shot from 5 ft,,69,62
284,3,2:18.0,,Defensive rebound by P. Mills,69,62
285,3,2:15.0,,Turnover by P. Mills (lost ball; steal by E. Payton),69,62
286,3,2:10.0,E. Payton makes 2-pt dunk at rim,,71,62
287,3,2:03.0,,Turnover by D. Lee (bad pass; steal by N. Vučević),71,62
288,3,2:02.0,Personal foul by J. Simmons (drawn by E. Fournier),,71,62
289,3,2:02.0,Orlando full timeout,,71,62
290,3,2:02.0,,D. Bertāns enters the game for D. Lee,71,62
291,3,1:45.0,N. Vučević makes 2-pt jump shot from 18 ft,,73,62
292,3,1:33.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,73,62
293,3,1:33.0,Defensive rebound by N. Vučević,,73,62
294,3,1:25.0,E. Payton misses 2-pt layup at rim (block by D. Dedmon),,73,62
295,3,1:23.0,Offensive rebound by E. Payton,,73,62
296,3,1:18.0,Turnover by E. Fournier (bad pass; steal by M. Ginóbili),,73,62
297,3,1:16.0,Violation by J. Green (kicked ball),,73,62
298,3,1:00.0,,D. Dedmon makes 2-pt layup at rim (assist by J. Simmons),73,64
299,3,1:00.0,,Shooting foul by B. Biyombo (drawn by D. Dedmon),73,64
300,3,1:00.0,,D. Dedmon misses free throw 1 of 1,73,64
301,3,1:00.0,Defensive rebound by N. Vučević,,73,64
302,3,0:47.0,N. Vučević misses 2-pt jump shot from 20 ft,,73,64
303,3,0:47.0,Offensive rebound by Team,,73,64
304,3,0:47.0,,Loose ball foul by D. Bertāns (drawn by B. Biyombo),73,64
305,3,0:32.0,Offensive foul by N. Vučević (drawn by P. Mills),,73,64
306,3,0:32.0,Turnover by N. Vučević (offensive foul),,73,64
307,3,0:16.0,,J. Simmons misses 3-pt jump shot from 23 ft,73,64
308,3,0:14.0,Defensive rebound by B. Biyombo,,73,64
309,3,0:04.0,Personal foul by J. Simmons (drawn by E. Fournier),,73,64
310,3,0:04.0,E. Fournier makes free throw 1 of 2,,74,64
311,3,0:04.0,C. Watson enters the game for N. Vučević,,74,64
312,3,0:04.0,E. Fournier makes free throw 2 of 2,,75,64
313,3,0:00.0,,D. Bertāns misses 2-pt jump shot from 13 ft,75,64
314,3,0:00.0,,Offensive rebound by Team,75,64
315,4,11:41.0,E. Payton misses 2-pt jump shot from 8 ft,,75,64
316,4,11:40.0,,Defensive rebound by D. Dedmon,75,64
317,4,11:28.0,,Shooting foul by C. Watson (drawn by M. Ginóbili),75,64
318,4,11:28.0,,M. Ginóbili misses free throw 1 of 2,75,64
319,4,11:28.0,,Offensive rebound by Team,75,64
320,4,11:28.0,,M. Ginóbili makes free throw 2 of 2,75,65
321,4,11:16.0,,Loose ball foul by T. Parker (drawn by E. Payton),75,65
322,4,11:16.0,,K. Leonard enters the game for M. Ginóbili,75,65
323,4,11:08.0,E. Payton misses 2-pt jump shot from 10 ft,,75,65
324,4,11:06.0,,Defensive rebound by D. Dedmon,75,65
325,4,10:53.0,,K. Leonard misses 3-pt jump shot from 25 ft,75,65
326,4,10:52.0,Defensive rebound by E. Payton,,75,65
327,4,10:42.0,N. Vučević misses 2-pt layup from 2 ft (block by D. Bertāns),,75,65
328,4,10:42.0,Offensive rebound by Team,,75,65
329,4,10:42.0,S. Ibaka enters the game for B. Biyombo,,75,65
330,4,10:33.0,C. Watson makes 2-pt jump shot from 17 ft (assist by S. Ibaka),,77,65
331,4,10:13.0,,Offensive foul by D. Dedmon (drawn by C. Watson),77,65
332,4,10:13.0,,Turnover by D. Dedmon (offensive foul),77,65
333,4,10:13.0,,L. Aldridge enters the game for D. Dedmon,77,65
334,4,10:02.0,Turnover by C. Watson (bad pass; steal by P. Mills),,77,65
335,4,9:56.0,,L. Aldridge makes 2-pt dunk at rim (assist by P. Mills),77,67
336,4,9:32.0,J. Green misses 3-pt jump shot from 28 ft,,77,67
337,4,9:31.0,,Defensive rebound by P. Mills,77,67
338,4,9:27.0,,K. Leonard makes 2-pt jump shot from 12 ft (assist by P. Mills),77,69
339,4,9:27.0,,Shooting foul by J. Green (drawn by K. Leonard),77,69
340,4,9:27.0,,K. Leonard makes free throw 1 of 1,77,70
341,4,9:15.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by E. Payton),,79,70
342,4,8:50.0,,P. Mills misses 3-pt jump shot from 25 ft,79,70
343,4,8:49.0,Defensive rebound by N. Vučević,,79,70
344,4,8:46.0,Turnover by E. Payton (bad pass; steal by K. Leonard),,79,70
345,4,8:36.0,,L. Aldridge misses 2-pt dunk at rim (block by E. Payton),79,70
346,4,8:34.0,Defensive rebound by S. Ibaka,,79,70
347,4,8:21.0,J. Green makes 2-pt jump shot from 5 ft (assist by C. Watson),,81,70
348,4,8:00.0,,Personal foul by C. Watson,81,70
349,4,8:00.0,Official timeout,,81,70
350,4,8:00.0,,D. Green enters the game for P. Mills,81,70
351,4,8:00.0,,J. Simmons enters the game for D. Bertāns,81,70
352,4,7:46.0,,K. Leonard misses 3-pt jump shot from 25 ft,81,70
353,4,7:45.0,Defensive rebound by C. Watson,,81,70
354,4,7:40.0,Orlando full timeout,,81,70
355,4,7:40.0,D. Augustin enters the game for E. Payton,,81,70
356,4,7:27.0,N. Vučević makes 2-pt jump shot from 4 ft (assist by J. Green),,83,70
357,4,7:02.0,,J. Simmons makes 2-pt dunk at rim (assist by L. Aldridge),83,72
358,4,6:36.0,J. Green misses 3-pt jump shot from 28 ft,,83,72
359,4,6:36.0,,Defensive rebound by Team,83,72
360,4,6:21.0,,L. Aldridge misses 2-pt jump shot from 5 ft (block by S. Ibaka),83,72
361,4,6:21.0,,Offensive rebound by Team,83,72
362,4,6:21.0,B. Biyombo enters the game for N. Vučević,,83,72
363,4,6:21.0,E. Fournier enters the game for C. Watson,,83,72
364,4,6:16.0,,T. Parker misses 2-pt jump shot from 13 ft,83,72
365,4,6:14.0,,Offensive rebound by L. Aldridge,83,72
366,4,6:12.0,,L. Aldridge makes 2-pt layup from 1 ft,83,74
367,4,5:52.0,Shooting block foul by D. Green (drawn by D. Augustin),,83,74
368,4,5:52.0,D. Augustin makes free throw 1 of 2,,84,74
369,4,5:52.0,D. Augustin makes free throw 2 of 2,,85,74
370,4,5:41.0,,K. Leonard misses 2-pt layup at rim,85,74
371,4,5:41.0,Defensive rebound by B. Biyombo,,85,74
372,4,5:31.0,S. Ibaka misses 2-pt hook shot from 10 ft,,85,74
373,4,5:30.0,,Defensive rebound by L. Aldridge,85,74
374,4,5:19.0,,Personal block foul by E. Fournier (drawn by D. Green),85,74
375,4,5:11.0,,T. Parker misses 2-pt jump shot from 10 ft,85,74
376,4,5:11.0,Defensive rebound by D. Augustin,,85,74
377,4,5:01.0,B. Biyombo makes 2-pt jump shot from 6 ft (assist by D. Augustin),,87,74
378,4,5:01.0,,San Antonio full timeout,87,74
379,4,5:01.0,,P. Mills enters the game for T. Parker,87,74
380,4,5:01.0,,M. Ginóbili enters the game for J. Simmons,87,74
381,4,4:41.0,,K. Leonard misses 2-pt jump shot from 4 ft,87,74
382,4,4:41.0,Defensive rebound by B. Biyombo,,87,74
383,4,4:41.0,Personal foul by L. Aldridge (drawn by B. Biyombo),,87,74
384,4,4:24.0,D. Augustin misses 3-pt jump shot from 23 ft,,87,74
