,QUARTER,TIME_REMAINING,BOSTON_ACTION,PORTLAND_ACTION,BOSTON_SCORE,PORTLAND_SCORE
29,1,8:07.0,I. Thomas misses 3-pt jump shot from 26 ft,,5,8
30,1,8:05.0,,Defensive rebound by N. Vonleh,5,8
31,1,7:47.0,,C. McCollum makes 2-pt jump shot from 21 ft,5,10
32,1,7:38.0,Personal foul by M. Harkless (drawn by I. Thomas),,5,10
33,1,7:31.0,J. Brown misses 2-pt layup from 3 ft,,5,10
34,1,7:30.0,Offensive rebound by A. Johnson,,5,10
35,1,7:28.0,A. Johnson misses 2-pt layup at rim,,5,10
36,1,7:27.0,Offensive rebound by A. Johnson,,5,10
37,1,7:26.0,A. Johnson misses 2-pt layup from 1 ft,,5,10
38,1,7:25.0,Offensive rebound by A. Johnson,,5,10
39,1,7:25.0,Shooting foul by N. Vonleh (drawn by A. Johnson),,5,10
40,1,7:25.0,A. Johnson misses free throw 1 of 2,,5,10
41,1,7:25.0,Offensive rebound by Team,,5,10
42,1,7:25.0,A. Johnson makes free throw 2 of 2,,6,10
43,1,7:10.0,,M. Harkless misses 2-pt dunk at rim,6,10
44,1,7:10.0,,Offensive rebound by M. Plumlee,6,10
45,1,7:08.0,,M. Plumlee makes 2-pt layup from 1 ft,6,12
46,1,7:05.0,Boston full timeout,,6,12
47,1,6:53.0,M. Smart misses 3-pt jump shot from 24 ft,,6,12
48,1,6:53.0,,Defensive rebound by D. Lillard,6,12
49,1,6:41.0,,N. Vonleh misses 2-pt jump shot from 17 ft,6,12
50,1,6:40.0,Defensive rebound by A. Horford,,6,12
51,1,6:26.0,I. Thomas makes 2-pt layup from 2 ft,,8,12
52,1,6:06.0,,C. McCollum makes 2-pt jump shot from 4 ft,8,14
53,1,5:47.0,J. Brown misses 2-pt layup from 3 ft,,8,14
54,1,5:45.0,,Defensive rebound by M. Plumlee,8,14
55,1,5:38.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by C. McCollum),8,17
56,1,5:13.0,M. Smart makes 2-pt jump shot from 22 ft,,10,17
57,1,4:56.0,,Personal foul by A. Johnson (drawn by M. Plumlee),10,17
58,1,4:56.0,K. Olynyk enters the game for J. Brown,,10,17
59,1,4:56.0,J. Young enters the game for A. Johnson,,10,17
60,1,4:56.0,,A. Crabbe enters the game for C. McCollum,10,17
61,1,4:45.0,,N. Vonleh makes 2-pt dunk at rim (assist by M. Plumlee),10,19
62,1,4:27.0,M. Smart makes 2-pt jump shot from 23 ft,,12,19
63,1,4:10.0,,Shooting foul by J. Young (drawn by M. Plumlee),12,19
64,1,4:10.0,,M. Plumlee makes free throw 1 of 2,12,20
65,1,4:10.0,,M. Plumlee misses free throw 2 of 2,12,20
66,1,4:10.0,Defensive rebound by K. Olynyk,,12,20
67,1,4:10.0,G. Green enters the game for I. Thomas,,12,20
68,1,3:55.0,M. Smart makes 2-pt layup from 1 ft (assist by A. Horford),,14,20
69,1,3:55.0,,Violation by M. Plumlee (def goaltending),14,20
70,1,3:41.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by M. Plumlee),14,23
71,1,3:28.0,J. Young misses 2-pt jump shot from 19 ft,,14,23
72,1,3:28.0,,Defensive rebound by M. Harkless,14,23
73,1,3:19.0,,D. Lillard misses 3-pt jump shot from 25 ft,14,23
74,1,3:14.0,,Offensive rebound by M. Plumlee,14,23
75,1,3:14.0,,Turnover by Team (back court),14,23
76,1,3:14.0,,A. Aminu enters the game for M. Harkless,14,23
77,1,3:14.0,,P. Connaughton enters the game for N. Vonleh,14,23
78,1,3:05.0,M. Smart misses 3-pt jump shot from 27 ft,,14,23
79,1,3:05.0,,Defensive rebound by M. Plumlee,14,23
80,1,2:43.0,,Shooting foul by J. Young (drawn by A. Aminu),14,23
81,1,2:43.0,,Portland full timeout,14,23
82,1,2:43.0,,A. Aminu misses free throw 1 of 3,14,23
83,1,2:43.0,,Offensive rebound by Team,14,23
84,1,2:43.0,,A. Aminu misses free throw 2 of 3,14,23
85,1,2:43.0,,Offensive rebound by Team,14,23
86,1,2:43.0,,M. Leonard enters the game for M. Plumlee,14,23
87,1,2:43.0,T. Rozier enters the game for M. Smart,,14,23
88,1,2:43.0,,A. Aminu makes free throw 3 of 3,14,24
89,1,2:21.0,A. Horford misses 2-pt hook shot from 8 ft,,14,24
90,1,2:20.0,,Defensive rebound by M. Leonard,14,24
91,1,2:11.0,,D. Lillard misses 2-pt layup from 2 ft,14,24
92,1,2:11.0,Defensive rebound by K. Olynyk,,14,24
93,1,2:02.0,T. Rozier makes 2-pt layup from 2 ft (assist by A. Horford),,16,24
94,1,2:02.0,Shooting foul by A. Crabbe (drawn by T. Rozier),,16,24
95,1,2:02.0,J. Jerebko enters the game for A. Horford,,16,24
96,1,2:02.0,,C. McCollum enters the game for D. Lillard,16,24
97,1,2:02.0,T. Rozier makes free throw 1 of 1,,17,24
98,1,1:47.0,,P. Connaughton makes 3-pt jump shot from 25 ft (assist by C. McCollum),17,27
99,1,1:27.0,T. Rozier misses 2-pt jump shot from 22 ft,,17,27
100,1,1:27.0,,Defensive rebound by A. Aminu,17,27
101,1,1:16.0,,A. Aminu misses 2-pt layup from 3 ft,17,27
102,1,1:16.0,,Offensive rebound by Team,17,27
103,1,1:09.0,,C. McCollum misses 3-pt jump shot from 24 ft,17,27
104,1,1:08.0,Defensive rebound by J. Jerebko,,17,27
105,1,0:57.0,G. Green makes 2-pt layup from 2 ft,,19,27
106,1,0:35.0,,Shooting foul by K. Olynyk (drawn by C. McCollum),19,27
107,1,0:35.0,,C. McCollum makes free throw 1 of 2,19,28
108,1,0:35.0,,C. McCollum makes free throw 2 of 2,19,29
109,1,0:27.0,T. Rozier makes 3-pt jump shot from 24 ft,,22,29
110,1,0:07.0,,A. Aminu makes 2-pt layup from 2 ft (assist by C. McCollum),22,31
111,1,0:07.0,,Shooting foul by J. Young (drawn by A. Aminu),22,31
112,1,0:07.0,,A. Aminu makes free throw 1 of 1,22,32
113,1,0:00.0,T. Rozier misses 3-pt jump shot from 26 ft,,22,32
114,1,0:00.0,Offensive rebound by Team,,22,32
115,2,11:50.0,Turnover by T. Rozier (bad pass),,22,32
116,2,11:29.0,,C. McCollum misses 3-pt jump shot from 25 ft,22,32
117,2,11:28.0,Defensive rebound by T. Rozier,,22,32
118,2,11:18.0,I. Thomas makes 2-pt layup from 2 ft,,24,32
119,2,11:05.0,,Turnover by C. McCollum (bad pass),24,32
120,2,10:44.0,G. Green makes 2-pt jump shot from 8 ft (assist by T. Rozier),,26,32
121,2,10:27.0,,Shooting foul by K. Olynyk (drawn by C. McCollum),26,32
122,2,10:27.0,,C. McCollum misses free throw 1 of 2,26,32
123,2,10:27.0,,Offensive rebound by Team,26,32
124,2,10:27.0,,C. McCollum makes free throw 2 of 2,26,33
125,2,10:12.0,I. Thomas misses 2-pt layup from 1 ft,,26,33
126,2,10:12.0,Offensive rebound by K. Olynyk,,26,33
127,2,10:12.0,K. Olynyk makes 2-pt layup from 2 ft,,28,33
128,2,9:54.0,,Shooting foul by G. Green (drawn by A. Aminu),28,33
129,2,9:54.0,,A. Aminu makes free throw 1 of 2,28,34
130,2,9:54.0,,A. Aminu makes free throw 2 of 2,28,35
131,2,9:42.0,G. Green misses 2-pt jump shot from 15 ft,,28,35
132,2,9:41.0,,Defensive rebound by C. McCollum,28,35
133,2,9:32.0,,C. McCollum makes 2-pt jump shot from 21 ft,28,37
134,2,9:14.0,J. Jerebko misses 3-pt jump shot from 23 ft,,28,37
135,2,9:12.0,,Defensive rebound by A. Crabbe,28,37
136,2,9:03.0,,C. McCollum misses 2-pt jump shot from 20 ft,28,37
137,2,9:02.0,Defensive rebound by J. Jerebko,,28,37
138,2,8:57.0,I. Thomas misses 3-pt jump shot from 25 ft,,28,37
139,2,8:56.0,,Defensive rebound by A. Crabbe,28,37
140,2,8:40.0,,A. Crabbe makes 2-pt jump shot from 20 ft (assist by P. Connaughton),28,39
141,2,8:26.0,Official timeout,,28,39
142,2,8:26.0,M. Smart enters the game for G. Green,,28,39
143,2,8:26.0,J. Brown enters the game for T. Rozier,,28,39
144,2,8:26.0,,D. Lillard enters the game for C. McCollum,28,39
145,2,8:18.0,Personal foul by A. Aminu (drawn by I. Thomas),,28,39
146,2,8:07.0,J. Jerebko misses 3-pt jump shot from 25 ft,,28,39
147,2,8:06.0,,Defensive rebound by A. Crabbe,28,39
148,2,7:53.0,,D. Lillard makes 2-pt layup from 1 ft (assist by A. Aminu),28,41
149,2,7:40.0,Personal foul by M. Leonard (drawn by I. Thomas),,28,41
150,2,7:40.0,,M. Harkless enters the game for P. Connaughton,28,41
151,2,7:33.0,I. Thomas misses 2-pt layup from 1 ft (block by M. Harkless),,28,41
152,2,7:29.0,,Defensive rebound by D. Lillard,28,41
153,2,7:23.0,,A. Crabbe makes 2-pt layup from 2 ft,28,43
154,2,7:12.0,K. Olynyk makes 2-pt dunk at rim (assist by M. Smart),,30,43
155,2,6:52.0,,D. Lillard misses 2-pt layup from 3 ft,30,43
156,2,6:52.0,,Offensive rebound by D. Lillard,30,43
157,2,6:52.0,,D. Lillard misses 2-pt layup from 3 ft,30,43
158,2,6:51.0,Defensive rebound by J. Jerebko,,30,43
159,2,6:47.0,Shooting foul by M. Leonard (drawn by I. Thomas),,30,43
160,2,6:47.0,Technical foul by I. Thomas,,30,43
161,2,6:47.0,,D. Lillard makes technical free throw,30,44
162,2,6:47.0,I. Thomas makes free throw 1 of 2,,31,44
163,2,6:47.0,,M. Plumlee enters the game for M. Leonard,30,44
164,2,6:47.0,A. Johnson enters the game for J. Jerebko,,31,44
165,2,6:47.0,A. Horford enters the game for K. Olynyk,,31,44
166,2,6:47.0,I. Thomas makes free throw 2 of 2,,32,44
167,2,6:32.0,,A. Crabbe misses 2-pt jump shot from 21 ft,32,44
168,2,6:31.0,Defensive rebound by J. Brown,,32,44
169,2,6:18.0,A. Johnson makes 2-pt layup from 1 ft (assist by A. Horford),,34,44
170,2,6:18.0,,Portland full timeout,34,44
171,2,6:18.0,T. Rozier enters the game for I. Thomas,,34,44
172,2,6:06.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by M. Plumlee),34,47
173,2,5:52.0,Personal foul by A. Crabbe (drawn by M. Smart),,34,47
174,2,5:52.0,,C. McCollum enters the game for A. Crabbe,34,47
175,2,5:39.0,J. Brown misses 3-pt jump shot from 24 ft,,34,47
176,2,5:35.0,Offensive rebound by A. Johnson,,34,47
177,2,5:27.0,Turnover by J. Brown (bad pass; steal by M. Harkless),,34,47
178,2,5:21.0,,Turnover by A. Aminu (step out of bounds),34,47
179,2,5:04.0,M. Smart misses 2-pt layup from 2 ft (block by C. McCollum),,34,47
180,2,5:04.0,Offensive rebound by Team,,34,47
181,2,4:58.0,T. Rozier misses 2-pt jump shot from 23 ft,,34,47
182,2,4:58.0,,Defensive rebound by A. Aminu,34,47
183,2,4:42.0,,M. Harkless misses 2-pt layup from 2 ft (block by A. Horford),34,47
184,2,4:41.0,Defensive rebound by J. Brown,,34,47
185,2,4:38.0,Shooting foul by D. Lillard (drawn by J. Brown),,34,47
186,2,4:38.0,J. Brown misses free throw 1 of 2,,34,47
187,2,4:38.0,Offensive rebound by Team,,34,47
188,2,4:38.0,J. Brown misses free throw 2 of 2,,34,47
189,2,4:38.0,I. Thomas enters the game for A. Johnson,,34,47
190,2,4:37.0,,Defensive rebound by M. Harkless,34,47
191,2,4:20.0,,D. Lillard makes 2-pt jump shot from 18 ft (assist by M. Plumlee),34,49
192,2,3:57.0,A. Horford misses 2-pt jump shot from 7 ft,,34,49
193,2,3:56.0,,Defensive rebound by M. Plumlee,34,49
194,2,3:44.0,,D. Lillard misses 2-pt jump shot from 22 ft,34,49
195,2,3:43.0,Defensive rebound by J. Brown,,34,49
196,2,3:35.0,I. Thomas misses 2-pt layup from 2 ft,,34,49
197,2,3:34.0,,Defensive rebound by A. Aminu,34,49
198,2,3:20.0,,Shooting foul by M. Smart (drawn by A. Aminu),34,49
199,2,3:20.0,,A. Aminu makes free throw 1 of 2,34,50
200,2,3:20.0,,A. Aminu makes free throw 2 of 2,34,51
201,2,3:06.0,A. Horford makes 2-pt jump shot from 17 ft (assist by I. Thomas),,36,51
202,2,2:43.0,,A. Aminu makes 2-pt jump shot from 3 ft,36,53
203,2,2:33.0,I. Thomas makes 2-pt layup from 1 ft (assist by T. Rozier),,38,53
204,2,2:19.0,Offensive charge foul by M. Harkless (drawn by M. Smart),,38,53
205,2,2:19.0,,Turnover by M. Harkless (offensive foul),38,53
206,2,2:19.0,Boston full timeout,,38,53
207,2,2:19.0,T. Zeller enters the game for J. Brown,,38,53
208,2,2:01.0,I. Thomas makes 3-pt jump shot from 26 ft (assist by T. Rozier),,41,53
209,2,1:42.0,,Turnover by C. McCollum (lost ball; steal by M. Smart),41,53
210,2,1:39.0,Shooting foul by C. McCollum (drawn by M. Smart),,41,53
211,2,1:39.0,M. Smart makes free throw 1 of 2,,42,53
212,2,1:39.0,M. Smart misses free throw 2 of 2,,42,53
213,2,1:35.0,Offensive rebound by T. Zeller,,42,53
214,2,1:30.0,T. Zeller makes 2-pt layup from 1 ft (assist by M. Smart),,44,53
215,2,1:12.0,,Shooting foul by T. Rozier (drawn by D. Lillard),44,53
216,2,1:12.0,,D. Lillard makes free throw 1 of 2,44,54
217,2,1:12.0,,D. Lillard makes free throw 2 of 2,44,55
218,2,0:59.0,I. Thomas makes 2-pt layup at rim,,46,55
219,2,0:46.0,,A. Aminu misses 3-pt jump shot from 25 ft,46,55
220,2,0:44.0,,Offensive rebound by M. Plumlee,46,55
221,2,0:40.0,,C. McCollum misses 3-pt jump shot from 24 ft,46,55
222,2,0:39.0,Defensive rebound by M. Smart,,46,55
223,2,0:23.0,A. Horford misses 3-pt jump shot from 24 ft,,46,55
224,2,0:21.0,Offensive rebound by T. Rozier,,46,55
225,2,0:18.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by T. Rozier),,49,55
226,2,0:18.0,,Portland full timeout,49,55
227,2,0:18.0,J. Brown enters the game for T. Zeller,,49,55
228,2,0:18.0,,M. Leonard enters the game for M. Plumlee,49,55
229,2,0:18.0,,A. Crabbe enters the game for M. Harkless,49,55
230,2,0:00.0,,Turnover by M. Leonard (lost ball; steal by M. Smart),49,55
231,3,11:50.0,A. Horford makes 3-pt jump shot from 24 ft (assist by A. Johnson),,52,55
232,3,11:27.0,,N. Vonleh misses 2-pt jump shot from 3 ft,52,55
233,3,11:26.0,Defensive rebound by A. Horford,,52,55
234,3,11:17.0,I. Thomas misses 3-pt jump shot from 24 ft,,52,55
235,3,11:16.0,,Defensive rebound by C. McCollum,52,55
236,3,11:08.0,,Turnover by C. McCollum (bad pass; steal by I. Thomas),52,55
237,3,11:00.0,Turnover by I. Thomas (bad pass; steal by M. Harkless),,52,55
238,3,10:48.0,,Turnover by M. Plumlee (lost ball; steal by M. Smart),52,55
239,3,10:44.0,Shooting foul by M. Harkless (drawn by J. Brown),,52,55
240,3,10:44.0,J. Brown makes free throw 1 of 2,,53,55
241,3,10:44.0,J. Brown makes free throw 2 of 2,,54,55
242,3,10:28.0,,M. Harkless makes 2-pt layup from 3 ft (assist by D. Lillard),54,57
243,3,10:07.0,Shooting foul by N. Vonleh (drawn by I. Thomas),,54,57
244,3,10:07.0,I. Thomas makes free throw 1 of 2,,55,57
245,3,10:07.0,I. Thomas misses free throw 2 of 2,,55,57
246,3,10:06.0,,Defensive rebound by M. Harkless,55,57
247,3,9:46.0,,M. Harkless misses 3-pt jump shot from 23 ft,55,57
248,3,9:46.0,,Offensive rebound by N. Vonleh,55,57
249,3,9:41.0,,D. Lillard misses 3-pt jump shot from 27 ft,55,57
250,3,9:40.0,Defensive rebound by M. Smart,,55,57
251,3,9:34.0,A. Johnson makes 2-pt dunk at rim (assist by M. Smart),,57,57
252,3,9:14.0,,C. McCollum misses 3-pt jump shot from 24 ft,57,57
253,3,9:13.0,Defensive rebound by M. Smart,,57,57
254,3,9:07.0,M. Smart misses 2-pt layup from 1 ft (block by M. Plumlee),,57,57
255,3,9:06.0,,Defensive rebound by N. Vonleh,57,57
256,3,8:57.0,,Turnover by D. Lillard (bad pass; steal by J. Brown),57,57
257,3,8:32.0,A. Horford makes 2-pt jump shot from 11 ft,,59,57
258,3,8:32.0,,Portland full timeout,59,57
259,3,8:16.0,,M. Plumlee misses 2-pt hook shot from 2 ft,59,57
260,3,8:15.0,Defensive rebound by A. Johnson,,59,57
261,3,8:02.0,I. Thomas misses 3-pt jump shot from 25 ft,,59,57
262,3,8:01.0,Offensive rebound by A. Horford,,59,57
263,3,7:56.0,A. Horford misses 2-pt hook shot from 10 ft,,59,57
264,3,7:55.0,,Defensive rebound by N. Vonleh,59,57
265,3,7:41.0,,M. Plumlee makes 2-pt jump shot from 18 ft (assist by M. Harkless),59,59
266,3,7:24.0,Turnover by A. Johnson (traveling),,59,59
267,3,7:04.0,,M. Harkless makes 2-pt layup from 2 ft (assist by D. Lillard),59,61
268,3,6:42.0,A. Johnson misses 3-pt jump shot from 23 ft,,59,61
269,3,6:41.0,,Defensive rebound by M. Plumlee,59,61
270,3,6:29.0,,C. McCollum misses 2-pt layup from 2 ft,59,61
271,3,6:29.0,,Offensive rebound by N. Vonleh,59,61
272,3,6:27.0,,Turnover by N. Vonleh (bad pass),59,61
273,3,6:27.0,K. Olynyk enters the game for A. Johnson,,59,61
274,3,6:15.0,M. Smart misses 2-pt jump shot from 3 ft,,59,61
275,3,6:15.0,,Defensive rebound by N. Vonleh,59,61
276,3,6:15.0,,Personal foul by M. Smart (drawn by N. Vonleh),59,61
277,3,6:08.0,,Shooting foul by I. Thomas (drawn by D. Lillard),59,61
278,3,6:08.0,,D. Lillard makes free throw 1 of 2,59,62
279,3,6:08.0,,D. Lillard misses free throw 2 of 2,59,62
280,3,6:08.0,,A. Crabbe enters the game for C. McCollum,59,62
281,3,6:07.0,Defensive rebound by K. Olynyk,,59,62
282,3,5:52.0,I. Thomas makes 2-pt layup from 2 ft,,61,62
283,3,5:33.0,,D. Lillard misses 2-pt layup at rim,61,62
284,3,5:32.0,Defensive rebound by M. Smart,,61,62
285,3,5:27.0,I. Thomas misses 3-pt jump shot from 25 ft,,61,62
286,3,5:27.0,,Defensive rebound by Team,61,62
287,3,5:27.0,Loose ball foul by K. Olynyk (drawn by M. Harkless),,61,62
288,3,5:14.0,,A. Crabbe misses 2-pt jump shot from 22 ft,61,62
289,3,5:13.0,,Offensive rebound by N. Vonleh,61,62
290,3,5:11.0,,Personal block foul by K. Olynyk (drawn by A. Crabbe),61,62
291,3,5:11.0,T. Zeller enters the game for K. Olynyk,,61,62
292,3,5:04.0,,Turnover by N. Vonleh (bad pass),61,62
293,3,4:48.0,A. Horford makes 2-pt jump shot from 3 ft (assist by M. Smart),,63,62
294,3,4:48.0,Shooting foul by M. Harkless (drawn by A. Horford),,63,62
295,3,4:48.0,,P. Connaughton enters the game for M. Harkless,63,62
296,3,4:48.0,,A. Aminu enters the game for N. Vonleh,63,62
297,3,4:48.0,A. Horford makes free throw 1 of 1,,64,62
298,3,4:33.0,,Turnover by M. Plumlee (bad pass),64,62
299,3,4:33.0,G. Green enters the game for M. Smart,,64,62
300,3,4:20.0,I. Thomas misses 2-pt layup from 2 ft,,64,62
301,3,4:19.0,,Defensive rebound by Team,64,62
302,3,4:07.0,,D. Lillard misses 2-pt jump shot from 9 ft,64,62
303,3,4:06.0,Defensive rebound by T. Zeller,,64,62
304,3,4:01.0,Offensive foul by T. Zeller (drawn by D. Lillard),,64,62
305,3,4:01.0,Turnover by T. Zeller (offensive foul),,64,62
306,3,4:01.0,T. Rozier enters the game for I. Thomas,,64,62
307,3,4:01.0,,M. Leonard enters the game for M. Plumlee,64,62
308,3,3:46.0,,A. Crabbe makes 2-pt jump shot from 15 ft (assist by D. Lillard),64,64
309,3,3:29.0,G. Green makes 2-pt jump shot from 19 ft (assist by T. Rozier),,66,64
310,3,3:13.0,,D. Lillard makes 2-pt layup from 2 ft,66,66
311,3,3:07.0,K. Olynyk enters the game for A. Horford,,66,66
312,3,3:07.0,M. Smart enters the game for J. Brown,,66,66
313,3,2:57.0,M. Smart makes 2-pt layup from 1 ft,,68,66
314,3,2:38.0,,P. Connaughton misses 3-pt jump shot from 23 ft,68,66
315,3,2:37.0,,Offensive rebound by P. Connaughton,68,66
316,3,2:30.0,,A. Crabbe misses 3-pt jump shot from 25 ft,68,66
317,3,2:28.0,Defensive rebound by K. Olynyk,,68,66
318,3,2:19.0,K. Olynyk misses 3-pt jump shot from 25 ft,,68,66
319,3,2:18.0,Offensive rebound by T. Zeller,,68,66
320,3,2:14.0,Turnover by T. Zeller (bad pass; steal by A. Crabbe),,68,66
321,3,2:09.0,,P. Connaughton makes 2-pt layup at rim (assist by A. Crabbe),68,68
322,3,1:49.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by G. Green),,71,68
323,3,1:25.0,,M. Leonard makes 3-pt jump shot from 25 ft (assist by D. Lillard),71,71
324,3,1:07.0,K. Olynyk misses 3-pt jump shot from 25 ft,,71,71
325,3,1:07.0,,Defensive rebound by M. Leonard,71,71
326,3,0:58.0,,A. Aminu makes 2-pt jump shot from 4 ft (assist by D. Lillard),71,73
327,3,0:58.0,,Shooting foul by T. Zeller (drawn by A. Aminu),71,73
328,3,0:58.0,Boston full timeout,,71,73
329,3,0:58.0,,C. McCollum enters the game for D. Lillard,71,73
330,3,0:58.0,,A. Aminu makes free throw 1 of 1,71,74
331,3,0:36.0,K. Olynyk makes 2-pt layup from 3 ft,,73,74
332,3,0:36.0,Shooting foul by M. Leonard (drawn by K. Olynyk),,73,74
333,3,0:36.0,J. Brown enters the game for T. Zeller,,73,74
334,3,0:36.0,K. Olynyk makes free throw 1 of 1,,74,74
335,3,0:16.0,,C. McCollum makes 2-pt jump shot from 21 ft,74,76
336,3,0:04.0,J. Brown makes 3-pt jump shot from 24 ft (assist by K. Olynyk),,77,76
337,3,0:00.0,,A. Aminu misses 2-pt layup from 3 ft,77,76
338,3,0:00.0,,Offensive rebound by Team,77,76
339,4,11:38.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by P. Connaughton),77,79
340,4,11:25.0,G. Green makes 3-pt jump shot from 22 ft (assist by I. Thomas),,80,79
341,4,11:03.0,,C. McCollum misses 2-pt jump shot from 2 ft,80,79
342,4,11:02.0,Defensive rebound by T. Rozier,,80,79
343,4,10:56.0,Shooting foul by A. Crabbe (drawn by I. Thomas),,80,79
344,4,10:56.0,I. Thomas makes free throw 1 of 2,,81,79
345,4,10:56.0,I. Thomas makes free throw 2 of 2,,82,79
346,4,10:41.0,,M. Leonard misses 3-pt jump shot from 24 ft,82,79
347,4,10:41.0,Defensive rebound by T. Rozier,,82,79
348,4,10:26.0,I. Thomas makes 2-pt layup from 2 ft,,84,79
349,4,10:11.0,,D. Lillard enters the game for P. Connaughton,84,79
350,4,10:03.0,,C. McCollum makes 2-pt jump shot from 21 ft,84,81
351,4,9:48.0,I. Thomas misses 3-pt jump shot from 25 ft,,84,81
352,4,9:47.0,,Defensive rebound by D. Lillard,84,81
353,4,9:41.0,,Shooting foul by T. Rozier (drawn by D. Lillard),84,81
354,4,9:41.0,,D. Lillard makes free throw 1 of 2,84,82
355,4,9:41.0,J. Brown enters the game for M. Smart,,84,82
356,4,9:41.0,,D. Lillard makes free throw 2 of 2,84,83
357,4,9:16.0,T. Rozier makes 2-pt jump shot from 17 ft,,86,83
358,4,9:06.0,,D. Lillard misses 2-pt jump shot from 21 ft,86,83
359,4,9:05.0,Defensive rebound by K. Olynyk,,86,83
360,4,8:47.0,I. Thomas misses 2-pt jump shot from 8 ft,,86,83
361,4,8:46.0,Offensive rebound by K. Olynyk,,86,83
362,4,8:46.0,K. Olynyk misses 2-pt layup from 2 ft,,86,83
363,4,8:44.0,,Defensive rebound by A. Aminu,86,83
364,4,8:36.0,,M. Leonard makes 2-pt hook shot from 6 ft (assist by A. Crabbe),86,85
365,4,8:19.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by I. Thomas),,89,85
366,4,8:03.0,,Turnover by M. Leonard (lost ball; steal by T. Rozier),89,85
367,4,7:58.0,T. Rozier misses 2-pt layup from 1 ft,,89,85
368,4,7:57.0,,Defensive rebound by C. McCollum,89,85
369,4,7:51.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by D. Lillard),89,88
370,4,7:36.0,I. Thomas makes 2-pt layup from 1 ft,,91,88
371,4,7:36.0,Shooting foul by M. Leonard (drawn by I. Thomas),,91,88
372,4,7:36.0,Official timeout,,91,88
373,4,7:36.0,,M. Plumlee enters the game for M. Leonard,91,88
374,4,7:36.0,I. Thomas makes free throw 1 of 1,,92,88
375,4,7:21.0,,C. McCollum makes 2-pt layup from 1 ft,92,90
376,4,7:21.0,,Shooting foul by G. Green (drawn by C. McCollum),92,90
377,4,7:21.0,,C. McCollum makes free throw 1 of 1,92,91
378,4,7:07.0,T. Rozier misses 3-pt jump shot from 24 ft,,92,91
379,4,7:06.0,Offensive rebound by G. Green,,92,91
380,4,7:06.0,G. Green makes 2-pt dunk at rim,,94,91
381,4,6:54.0,Violation by K. Olynyk (kicked ball),,94,91
382,4,6:54.0,A. Horford enters the game for K. Olynyk,,94,91
383,4,6:54.0,M. Smart enters the game for T. Rozier,,94,91
384,4,6:43.0,,C. McCollum misses 3-pt jump shot from 25 ft,94,91
385,4,6:42.0,,Offensive rebound by C. McCollum,94,91
386,4,6:39.0,,A. Aminu makes 2-pt dunk at rim (assist by C. McCollum),94,93
