,QUARTER,TIME_REMAINING,UTAH_ACTION,CHARLOTTE_ACTION,UTAH_SCORE,CHARLOTTE_SCORE
94,1,0:46.0,Defensive rebound by T. Lyles,,32,22
95,1,0:33.0,T. Lyles misses 3-pt jump shot from 25 ft,,32,22
96,1,0:32.0,,Defensive rebound by F. Kaminsky,32,22
97,1,0:20.0,,S. Hawes makes 2-pt jump shot from 15 ft (assist by F. Kaminsky),32,24
98,1,0:01.0,T. Lyles misses 3-pt jump shot from 26 ft,,32,24
99,1,0:00.0,,Defensive rebound by F. Kaminsky,32,24
100,2,11:44.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by S. Hawes),32,26
101,2,11:31.0,Offensive foul by J. Withey (drawn by R. Sessions),,32,26
102,2,11:31.0,Turnover by J. Withey (offensive foul),,32,26
103,2,11:13.0,,M. Kidd-Gilchrist misses 3-pt jump shot from 23 ft,32,26
104,2,11:12.0,Defensive rebound by R. Hood,,32,26
105,2,11:00.0,T. Lyles makes 2-pt layup from 1 ft (assist by R. Hood),,34,26
106,2,10:43.0,,M. Belinelli misses 2-pt jump shot from 15 ft,34,26
107,2,10:42.0,,Offensive rebound by Team,34,26
108,2,10:38.0,,S. Hawes makes 2-pt layup from 1 ft (assist by R. Sessions),34,28
109,2,10:38.0,,Shooting foul by J. Withey (drawn by S. Hawes),34,28
110,2,10:38.0,,S. Hawes makes free throw 1 of 1,34,29
111,2,10:26.0,R. Hood misses 3-pt jump shot from 24 ft,,34,29
112,2,10:24.0,,Defensive rebound by S. Hawes,34,29
113,2,10:17.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,34,29
114,2,10:16.0,Defensive rebound by R. Hood,,34,29
115,2,10:06.0,R. Hood makes 2-pt layup from 1 ft,,36,29
116,2,9:53.0,,S. Hawes makes 2-pt jump shot from 21 ft (assist by R. Sessions),36,31
117,2,9:47.0,Utah full timeout,,36,31
118,2,9:47.0,D. Favors enters the game for J. Withey,,36,31
119,2,9:32.0,D. Favors makes 2-pt hook shot from 5 ft (assist by T. Lyles),,38,31
120,2,9:18.0,,Turnover by M. Belinelli (bad pass),38,31
121,2,9:03.0,R. Hood misses 3-pt jump shot from 25 ft,,38,31
122,2,9:01.0,,Defensive rebound by M. Kidd-Gilchrist,38,31
123,2,8:54.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,38,31
124,2,8:52.0,Defensive rebound by D. Favors,,38,31
125,2,8:35.0,D. Favors makes 2-pt jump shot from 17 ft (assist by D. Exum),,40,31
126,2,8:14.0,,R. Sessions misses 2-pt jump shot from 8 ft,40,31
127,2,8:13.0,Defensive rebound by D. Favors,,40,31
128,2,7:56.0,J. Johnson misses 3-pt jump shot from 24 ft,,40,31
129,2,7:55.0,,Defensive rebound by M. Kidd-Gilchrist,40,31
130,2,7:46.0,,S. Hawes makes 2-pt jump shot from 10 ft (assist by M. Belinelli),40,33
131,2,7:22.0,D. Exum misses 3-pt jump shot from 25 ft,,40,33
132,2,7:21.0,,Defensive rebound by M. Kidd-Gilchrist,40,33
133,2,7:10.0,,Shooting foul by J. Johnson (drawn by S. Hawes),40,33
134,2,7:10.0,,S. Hawes misses free throw 1 of 2,40,33
135,2,7:10.0,,Offensive rebound by Team,40,33
136,2,7:10.0,,S. Hawes misses free throw 2 of 2,40,33
137,2,7:10.0,,M. Williams enters the game for F. Kaminsky,40,33
138,2,7:06.0,Defensive rebound by D. Favors,,40,33
139,2,6:58.0,D. Exum makes 3-pt jump shot from 25 ft (assist by R. Hood),,43,33
140,2,6:39.0,,Shooting foul by D. Exum (drawn by R. Sessions),43,33
141,2,6:39.0,,R. Sessions makes free throw 1 of 2,43,34
142,2,6:39.0,,R. Sessions makes free throw 2 of 2,43,35
143,2,6:32.0,Personal foul by M. Belinelli (drawn by R. Hood),,43,35
144,2,6:24.0,R. Hood makes 2-pt dunk at rim,,45,35
145,2,6:10.0,,R. Sessions misses 2-pt jump shot from 17 ft,45,35
146,2,6:09.0,Defensive rebound by T. Lyles,,45,35
147,2,5:57.0,R. Hood misses 3-pt jump shot from 25 ft,,45,35
148,2,5:56.0,,Defensive rebound by M. Kidd-Gilchrist,45,35
149,2,5:49.0,,M. Belinelli makes 3-pt jump shot from 23 ft (assist by M. Kidd-Gilchrist),45,38
150,2,5:41.0,Utah full timeout,,45,38
151,2,5:41.0,Official timeout,,45,38
152,2,5:41.0,,N. Batum enters the game for M. Kidd-Gilchrist,45,38
153,2,5:41.0,,K. Walker enters the game for R. Sessions,45,38
154,2,5:41.0,G. Hayward enters the game for R. Hood,,45,38
155,2,5:41.0,R. Gobert enters the game for D. Exum,,45,38
156,2,5:41.0,S. Mack enters the game for T. Lyles,,45,38
157,2,5:31.0,J. Johnson misses 3-pt jump shot from 23 ft,,45,38
158,2,5:30.0,,Defensive rebound by S. Hawes,45,38
159,2,5:09.0,,S. Hawes misses 2-pt jump shot from 19 ft,45,38
160,2,5:08.0,Defensive rebound by D. Favors,,45,38
161,2,4:51.0,S. Mack makes 2-pt jump shot from 19 ft (assist by J. Johnson),,47,38
162,2,4:27.0,,M. Williams misses 2-pt layup at rim,47,38
163,2,4:26.0,,Offensive rebound by M. Williams,47,38
164,2,4:26.0,,M. Williams makes 2-pt layup from 1 ft,47,40
165,2,4:12.0,D. Favors misses 2-pt jump shot from 14 ft,,47,40
166,2,4:10.0,Offensive rebound by R. Gobert,,47,40
167,2,4:03.0,S. Mack misses 3-pt jump shot from 25 ft,,47,40
168,2,4:02.0,,Defensive rebound by M. Williams,47,40
169,2,3:54.0,,M. Belinelli makes 2-pt jump shot from 20 ft,47,42
170,2,3:38.0,G. Hayward misses 2-pt jump shot from 7 ft,,47,42
171,2,3:36.0,,Defensive rebound by N. Batum,47,42
172,2,3:29.0,,Turnover by K. Walker (bad pass; steal by R. Gobert),47,42
173,2,3:12.0,D. Favors makes 2-pt jump shot from 16 ft (assist by S. Mack),,49,42
174,2,2:56.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),49,45
175,2,2:48.0,Personal foul by N. Batum (drawn by J. Johnson),,49,45
176,2,2:48.0,,Charlotte full timeout,49,45
177,2,2:48.0,,M. Kidd-Gilchrist enters the game for M. Belinelli,49,45
178,2,2:48.0,,C. Zeller enters the game for S. Hawes,49,45
179,2,2:48.0,D. Exum enters the game for D. Favors,,49,45
180,2,2:48.0,R. Hood enters the game for S. Mack,,49,45
181,2,2:39.0,G. Hayward makes 2-pt jump shot from 22 ft (assist by R. Gobert),,51,45
182,2,2:16.0,,M. Williams misses 2-pt jump shot from 8 ft,51,45
183,2,2:15.0,Defensive rebound by R. Gobert,,51,45
184,2,2:10.0,Turnover by R. Gobert (bad pass),,51,45
185,2,1:58.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by N. Batum),51,48
186,2,1:38.0,G. Hayward misses 3-pt jump shot from 25 ft,,51,48
187,2,1:36.0,Offensive rebound by R. Gobert,,51,48
188,2,1:36.0,R. Gobert makes 2-pt layup at rim,,53,48
189,2,1:08.0,,K. Walker misses 3-pt jump shot from 24 ft,53,48
190,2,1:08.0,,Offensive rebound by Team,53,48
191,2,1:08.0,,Turnover by Team (shot clock),53,48
192,2,0:55.0,R. Hood makes 3-pt jump shot from 24 ft (assist by G. Hayward),,56,48
193,2,0:40.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,56,48
194,2,0:39.0,Defensive rebound by R. Gobert,,56,48
195,2,0:34.0,G. Hayward makes 2-pt jump shot from 8 ft,,58,48
196,2,0:20.0,,Shooting foul by D. Exum (drawn by K. Walker),58,48
197,2,0:20.0,,K. Walker makes free throw 1 of 3,58,49
198,2,0:20.0,,K. Walker makes free throw 2 of 3,58,50
199,2,0:20.0,,K. Walker makes free throw 3 of 3,58,51
200,2,0:04.0,G. Hayward misses 2-pt jump shot from 14 ft,,58,51
201,2,0:03.0,,Defensive rebound by M. Williams,58,51
202,2,0:01.0,,N. Batum misses 3-pt jump shot from 53 ft,58,51
203,2,0:00.0,,Offensive rebound by Team,58,51
204,3,11:47.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 20 ft,58,51
205,3,11:46.0,Defensive rebound by D. Favors,,58,51
206,3,11:30.0,Turnover by R. Hood (bad pass; steal by K. Walker),,58,51
207,3,11:24.0,Loose ball foul by S. Mack (drawn by K. Walker),,58,51
208,3,11:11.0,,N. Batum misses 2-pt jump shot from 22 ft,58,51
209,3,11:09.0,Defensive rebound by G. Hayward,,58,51
210,3,10:50.0,S. Mack misses 2-pt layup from 2 ft,,58,51
211,3,10:50.0,,Defensive rebound by Team,58,51
212,3,10:27.0,,Turnover by K. Walker (bad pass; steal by G. Hayward),58,51
213,3,10:19.0,R. Hood misses 3-pt jump shot from 23 ft,,58,51
214,3,10:18.0,,Defensive rebound by K. Walker,58,51
215,3,10:15.0,,K. Walker misses 2-pt layup from 1 ft (block by G. Hayward),58,51
216,3,10:15.0,,Offensive rebound by Team,58,51
217,3,10:08.0,,N. Batum misses 2-pt jump shot from 11 ft (block by R. Gobert),58,51
218,3,10:06.0,Defensive rebound by G. Hayward,,58,51
219,3,9:58.0,R. Gobert misses 2-pt layup from 2 ft (block by M. Kidd-Gilchrist),,58,51
220,3,9:56.0,Offensive rebound by R. Gobert,,58,51
221,3,9:56.0,R. Gobert misses 2-pt layup from 1 ft,,58,51
222,3,9:55.0,Offensive rebound by D. Favors,,58,51
223,3,9:43.0,R. Hood makes 3-pt jump shot from 27 ft (assist by S. Mack),,61,51
224,3,9:14.0,,Shooting foul by G. Hayward (drawn by C. Zeller),61,51
225,3,9:14.0,,C. Zeller misses free throw 1 of 2,61,51
226,3,9:14.0,,Offensive rebound by Team,61,51
227,3,9:14.0,,C. Zeller makes free throw 2 of 2,61,52
228,3,9:02.0,,Loose ball foul by N. Batum (drawn by D. Favors),61,52
229,3,8:55.0,G. Hayward misses 3-pt jump shot from 25 ft,,61,52
230,3,8:55.0,,Defensive rebound by Team,61,52
231,3,8:42.0,,C. Zeller misses 2-pt layup from 3 ft (block by R. Gobert),61,52
232,3,8:40.0,,Offensive rebound by M. Kidd-Gilchrist,61,52
233,3,8:35.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by C. Zeller),61,55
234,3,8:24.0,Personal foul by M. Kidd-Gilchrist (drawn by R. Hood),,61,55
235,3,8:09.0,Turnover by Team (shot clock),,61,55
236,3,7:57.0,,N. Batum misses 3-pt jump shot from 25 ft,61,55
237,3,7:56.0,Defensive rebound by G. Hayward,,61,55
238,3,7:43.0,S. Mack misses 2-pt jump shot from 19 ft,,61,55
239,3,7:42.0,,Defensive rebound by M. Kidd-Gilchrist,61,55
240,3,7:30.0,,C. Zeller misses 2-pt layup from 2 ft (block by R. Gobert),61,55
241,3,7:28.0,,Offensive rebound by C. Zeller,61,55
242,3,7:27.0,,Personal foul by D. Favors (drawn by M. Williams),61,55
243,3,7:21.0,,N. Batum makes 2-pt layup from 1 ft (assist by M. Williams),61,57
244,3,7:08.0,D. Favors makes 2-pt jump shot from 10 ft (assist by S. Mack),,63,57
245,3,6:55.0,,K. Walker makes 2-pt jump shot from 18 ft,63,59
246,3,6:34.0,G. Hayward misses 2-pt jump shot from 20 ft,,63,59
247,3,6:33.0,,Defensive rebound by M. Williams,63,59
248,3,6:28.0,,Shooting foul by R. Gobert (drawn by M. Kidd-Gilchrist),63,59
249,3,6:28.0,,M. Kidd-Gilchrist makes free throw 1 of 2,63,60
250,3,6:28.0,,M. Kidd-Gilchrist makes free throw 2 of 2,63,61
251,3,6:05.0,R. Hood makes 3-pt jump shot from 25 ft,,66,61
252,3,5:48.0,,K. Walker misses 2-pt jump shot from 16 ft,66,61
253,3,5:48.0,Defensive rebound by Team,,66,61
254,3,5:48.0,,Charlotte full timeout,66,61
255,3,5:48.0,D. Exum enters the game for S. Mack,,66,61
256,3,5:33.0,Turnover by R. Gobert (bad pass; steal by M. Kidd-Gilchrist),,66,61
257,3,5:23.0,,Turnover by N. Batum (lost ball; steal by R. Hood),66,61
258,3,5:17.0,D. Exum misses 3-pt jump shot from 25 ft,,66,61
259,3,5:15.0,,Defensive rebound by M. Kidd-Gilchrist,66,61
260,3,5:04.0,,K. Walker misses 3-pt jump shot from 25 ft,66,61
261,3,5:03.0,Defensive rebound by G. Hayward,,66,61
262,3,4:49.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by R. Hood),,69,61
263,3,4:33.0,,N. Batum makes 2-pt jump shot from 18 ft (assist by K. Walker),69,63
264,3,4:14.0,G. Hayward misses 3-pt jump shot from 25 ft,,69,63
265,3,4:13.0,,Defensive rebound by K. Walker,69,63
266,3,4:08.0,,Offensive foul by C. Zeller (drawn by G. Hayward),69,63
267,3,4:08.0,,Turnover by C. Zeller (offensive foul),69,63
268,3,4:08.0,,F. Kaminsky enters the game for M. Kidd-Gilchrist,69,63
269,3,4:08.0,,M. Belinelli enters the game for M. Williams,69,63
270,3,4:06.0,T. Lyles enters the game for D. Favors,,69,63
271,3,4:06.0,J. Ingles enters the game for R. Hood,,69,63
272,3,3:54.0,Turnover by G. Hayward (bad pass; steal by K. Walker),,69,63
273,3,3:47.0,,C. Zeller makes 2-pt layup at rim (assist by K. Walker),69,65
274,3,3:28.0,J. Ingles misses 3-pt jump shot from 25 ft,,69,65
275,3,3:27.0,,Defensive rebound by K. Walker,69,65
276,3,3:14.0,,K. Walker makes 2-pt jump shot from 16 ft,69,67
277,3,3:14.0,Utah full timeout,,69,67
278,3,3:14.0,,S. Hawes enters the game for C. Zeller,69,67
279,3,2:57.0,T. Lyles misses 3-pt jump shot from 24 ft,,69,67
280,3,2:55.0,,Defensive rebound by K. Walker,69,67
281,3,2:44.0,,K. Walker misses 3-pt jump shot from 25 ft,69,67
282,3,2:43.0,Defensive rebound by R. Gobert,,69,67
283,3,2:32.0,Shooting foul by K. Walker (drawn by D. Exum),,69,67
284,3,2:32.0,D. Exum misses free throw 1 of 2,,69,67
285,3,2:32.0,Offensive rebound by Team,,69,67
286,3,2:32.0,D. Exum makes free throw 2 of 2,,70,67
287,3,2:06.0,,F. Kaminsky makes 3-pt jump shot from 23 ft (assist by K. Walker),70,70
288,3,1:47.0,D. Exum makes 2-pt layup from 2 ft,,72,70
289,3,1:38.0,,S. Hawes makes 2-pt jump shot from 6 ft (assist by N. Batum),72,72
290,3,1:25.0,Turnover by D. Exum (bad pass),,72,72
291,3,1:25.0,D. Favors enters the game for G. Hayward,,72,72
292,3,1:25.0,J. Johnson enters the game for R. Gobert,,72,72
293,3,1:25.0,,R. Sessions enters the game for N. Batum,72,72
294,3,1:14.0,,Personal foul by J. Ingles (drawn by M. Belinelli),72,72
295,3,1:14.0,,M. Belinelli makes free throw 1 of 2,72,73
296,3,1:14.0,,M. Belinelli makes free throw 2 of 2,72,74
297,3,1:05.0,Personal foul by R. Sessions (drawn by J. Johnson),,72,74
298,3,0:58.0,D. Favors makes 2-pt jump shot from 12 ft (assist by D. Exum),,74,74
299,3,0:49.0,,F. Kaminsky makes 2-pt jump shot from 6 ft (assist by K. Walker),74,76
300,3,0:49.0,,Violation by Team (jump ball),74,76
301,3,0:38.0,J. Johnson makes 2-pt jump shot from 7 ft (assist by D. Exum),,76,76
302,3,0:29.0,,K. Walker misses 3-pt jump shot from 25 ft,76,76
303,3,0:28.0,Defensive rebound by J. Johnson,,76,76
304,3,0:07.0,J. Johnson misses 2-pt jump shot from 17 ft,,76,76
305,3,0:06.0,Offensive rebound by T. Lyles,,76,76
306,3,0:06.0,T. Lyles makes 2-pt dunk at rim,,78,76
307,3,0:00.0,,K. Walker misses 2-pt layup from 1 ft,78,76
308,3,0:00.0,,Offensive rebound by Team,78,76
309,4,11:43.0,J. Ingles misses 3-pt jump shot from 24 ft,,78,76
310,4,11:41.0,,Defensive rebound by F. Kaminsky,78,76
311,4,11:34.0,,S. Hawes misses 3-pt jump shot from 26 ft,78,76
312,4,11:33.0,Defensive rebound by T. Lyles,,78,76
313,4,11:20.0,T. Lyles makes 2-pt jump shot from 14 ft (assist by D. Exum),,80,76
314,4,11:02.0,,F. Kaminsky makes 2-pt jump shot from 5 ft,80,78
315,4,11:02.0,,Shooting foul by T. Lyles (drawn by F. Kaminsky),80,78
316,4,11:02.0,,F. Kaminsky misses free throw 1 of 1,80,78
317,4,11:02.0,S. Mack enters the game for D. Exum,,80,78
318,4,11:00.0,Defensive rebound by T. Lyles,,80,78
319,4,10:42.0,Turnover by J. Johnson (lost ball; steal by S. Hawes),,80,78
320,4,10:36.0,,R. Sessions makes 2-pt layup at rim,80,80
321,4,10:21.0,S. Mack misses 2-pt jump shot from 13 ft (block by S. Hawes),,80,80
322,4,10:19.0,,Defensive rebound by M. Kidd-Gilchrist,80,80
323,4,10:11.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by S. Hawes),80,82
324,4,10:11.0,Utah full timeout,,80,82
325,4,10:11.0,R. Hood enters the game for J. Ingles,,80,82
326,4,9:44.0,R. Hood makes 3-pt jump shot from 23 ft (assist by S. Mack),,83,82
327,4,9:23.0,,F. Kaminsky makes 2-pt layup from 1 ft,83,84
328,4,8:57.0,S. Mack misses 2-pt jump shot from 18 ft,,83,84
329,4,8:56.0,,Defensive rebound by M. Belinelli,83,84
330,4,8:38.0,,R. Sessions misses 2-pt layup at rim (block by D. Favors),83,84
331,4,8:35.0,Defensive rebound by S. Mack,,83,84
332,4,8:20.0,R. Hood makes 2-pt jump shot from 11 ft,,85,84
333,4,8:09.0,,Personal foul by R. Hood (drawn by M. Belinelli),85,84
334,4,8:09.0,D. Exum enters the game for S. Mack,,85,84
335,4,8:09.0,G. Hayward enters the game for J. Johnson,,85,84
336,4,8:02.0,,M. Belinelli misses 3-pt jump shot from 24 ft,85,84
337,4,8:01.0,Defensive rebound by D. Exum,,85,84
338,4,7:55.0,Personal foul by M. Belinelli (drawn by D. Exum),,85,84
339,4,7:41.0,T. Lyles misses 2-pt hook shot from 7 ft,,85,84
340,4,7:40.0,,Defensive rebound by S. Hawes,85,84
341,4,7:35.0,,Personal foul by D. Exum (drawn by R. Sessions),85,84
342,4,7:35.0,R. Gobert enters the game for T. Lyles,,85,84
343,4,7:20.0,,F. Kaminsky makes 2-pt hook shot from 8 ft (assist by S. Hawes),85,86
344,4,7:10.0,,M. Williams enters the game for S. Hawes,85,86
345,4,7:10.0,Turnover by Team (5 sec inbounds),,85,86
346,4,6:56.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,85,86
347,4,6:54.0,,Offensive rebound by R. Sessions,85,86
348,4,6:51.0,,R. Sessions misses 2-pt layup from 1 ft,85,86
349,4,6:49.0,Defensive rebound by D. Favors,,85,86
350,4,6:44.0,R. Hood misses 2-pt layup from 2 ft (block by F. Kaminsky),,85,86
351,4,6:42.0,,Defensive rebound by F. Kaminsky,85,86
352,4,6:35.0,,M. Williams misses 3-pt jump shot from 23 ft,85,86
353,4,6:33.0,,Offensive rebound by F. Kaminsky,85,86
354,4,6:28.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),85,89
355,4,6:02.0,G. Hayward makes 2-pt jump shot from 23 ft,,87,89
356,4,5:48.0,,Personal foul by R. Gobert (drawn by R. Sessions),87,89
357,4,5:48.0,Official timeout,,87,89
358,4,5:48.0,,N. Batum enters the game for M. Kidd-Gilchrist,87,89
359,4,5:48.0,,K. Walker enters the game for R. Sessions,87,89
360,4,5:48.0,J. Johnson enters the game for D. Favors,,87,89
361,4,5:31.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by F. Kaminsky),87,91
362,4,5:06.0,G. Hayward misses 2-pt jump shot from 18 ft,,87,91
363,4,5:04.0,,Defensive rebound by M. Williams,87,91
364,4,4:49.0,,F. Kaminsky misses 2-pt jump shot from 19 ft,87,91
365,4,4:48.0,Defensive rebound by J. Johnson,,87,91
366,4,4:41.0,Personal foul by N. Batum (drawn by G. Hayward),,87,91
367,4,4:41.0,,C. Zeller enters the game for F. Kaminsky,87,91
368,4,4:34.0,Shooting foul by M. Belinelli (drawn by R. Hood),,87,91
369,4,4:34.0,R. Hood misses free throw 1 of 2,,87,91
370,4,4:34.0,Offensive rebound by Team,,87,91
371,4,4:34.0,R. Hood makes free throw 2 of 2,,88,91
372,4,4:18.0,,M. Williams makes 2-pt jump shot from 10 ft (assist by N. Batum),88,93
373,4,4:04.0,Turnover by G. Hayward (lost ball; steal by N. Batum),,88,93
374,4,3:59.0,,K. Walker makes 2-pt layup from 1 ft,88,95
375,4,3:59.0,,Shooting foul by R. Hood (drawn by K. Walker),88,95
376,4,3:59.0,S. Mack enters the game for R. Gobert,,88,95
377,4,3:59.0,D. Favors enters the game for D. Exum,,88,95
378,4,3:59.0,,K. Walker makes free throw 1 of 1,88,96
379,4,3:45.0,G. Hayward makes 2-pt layup from 1 ft,,90,96
380,4,3:45.0,Shooting foul by N. Batum (drawn by G. Hayward),,90,96
