,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MINNESOTA_ACTION,WASHINGTON_SCORE,MINNESOTA_SCORE
382,4,6:18.0,B. Bogdanović makes free throw 2 of 2,,94,102
383,4,6:11.0,Violation by B. Bogdanović (kicked ball),,94,102
384,4,5:59.0,,K. Towns misses 2-pt jump shot from 4 ft,94,102
385,4,5:58.0,Defensive rebound by M. Morris,,94,102
386,4,5:46.0,B. Bogdanović misses 2-pt layup from 2 ft (block by G. Dieng),,94,102
387,4,5:44.0,,Defensive rebound by K. Towns,94,102
388,4,5:38.0,,B. Rush misses 3-pt jump shot from 24 ft,94,102
389,4,5:37.0,,Offensive rebound by K. Towns,94,102
390,4,5:24.0,,Personal foul by J. Wall (drawn by R. Rubio),94,102
391,4,5:24.0,,Minnesota full timeout,94,102
392,4,5:24.0,O. Porter enters the game for B. Bogdanović,,94,102
393,4,5:15.0,,Offensive foul by G. Dieng (drawn by J. Wall),94,102
394,4,5:15.0,,Turnover by G. Dieng (offensive foul),94,102
395,4,5:04.0,M. Morris makes 2-pt dunk at rim (assist by J. Wall),,96,102
396,4,4:44.0,,K. Towns misses 2-pt jump shot from 7 ft,96,102
397,4,4:42.0,Defensive rebound by M. Morris,,96,102
398,4,4:38.0,,Offensive charge foul by J. Wall (drawn by R. Rubio),96,102
399,4,4:38.0,Turnover by J. Wall (offensive foul),,96,102
400,4,4:38.0,,N. Bjelica enters the game for G. Dieng,96,102
401,4,4:26.0,,K. Towns misses 2-pt layup from 1 ft,96,102
402,4,4:25.0,Defensive rebound by M. Morris,,96,102
403,4,4:22.0,Shooting foul by B. Rush (drawn by J. Wall),,96,102
404,4,4:22.0,J. Wall misses free throw 1 of 2,,96,102
405,4,4:22.0,Offensive rebound by Team,,96,102
406,4,4:22.0,J. Wall makes free throw 2 of 2,,97,102
407,4,4:06.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by R. Rubio),97,105
408,4,3:41.0,O. Porter misses 2-pt layup from 2 ft,,97,105
409,4,3:40.0,,Defensive rebound by K. Towns,97,105
410,4,3:24.0,,A. Wiggins misses 3-pt jump shot from 25 ft,97,105
411,4,3:24.0,,Offensive rebound by Team,97,105
412,4,3:24.0,Loose ball foul by I. Mahinmi (drawn by K. Towns),,97,105
413,4,3:24.0,,K. Towns makes free throw 1 of 2,97,106
414,4,3:24.0,B. Bogdanović enters the game for I. Mahinmi,,97,105
415,4,3:24.0,,K. Towns makes free throw 2 of 2,97,107
416,4,3:16.0,B. Beal misses 3-pt jump shot from 24 ft,,97,107
417,4,3:15.0,,Defensive rebound by B. Rush,97,107
418,4,2:57.0,,K. Towns misses 2-pt jump shot from 19 ft,97,107
419,4,2:56.0,Defensive rebound by B. Beal,,97,107
420,4,2:42.0,Shooting foul by R. Rubio (drawn by J. Wall),,97,107
421,4,2:42.0,,Minnesota full timeout,97,107
422,4,2:42.0,J. Wall makes free throw 1 of 2,,98,107
423,4,2:42.0,J. Wall misses free throw 2 of 2,,98,107
424,4,2:41.0,,Defensive rebound by A. Wiggins,98,107
425,4,2:25.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by R. Rubio),98,110
426,4,2:11.0,B. Beal misses 3-pt jump shot from 23 ft,,98,110
427,4,2:09.0,Offensive rebound by B. Beal,,98,110
428,4,2:02.0,B. Beal makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,101,110
429,4,1:42.0,,K. Towns misses 3-pt jump shot from 24 ft,101,110
430,4,1:41.0,,Offensive rebound by R. Rubio,101,110
431,4,1:24.0,,R. Rubio makes 2-pt jump shot from 11 ft,101,112
432,4,1:17.0,J. Wall misses 2-pt jump shot from 5 ft (block by A. Wiggins),,101,112
433,4,1:16.0,,Defensive rebound by Team,101,112
434,4,0:56.0,,A. Wiggins makes 2-pt jump shot from 21 ft,101,114
435,4,0:56.0,Washington full timeout,,101,114
436,4,0:50.0,B. Beal misses 3-pt jump shot from 25 ft,,101,114
437,4,0:49.0,,Defensive rebound by K. Towns,101,114
438,4,0:39.0,,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),101,116
439,4,0:39.0,,Shooting foul by B. Beal (drawn by K. Towns),101,116
440,4,0:39.0,B. Jennings enters the game for M. Morris,,101,116
441,4,0:39.0,S. Mac enters the game for O. Porter,,101,116
442,4,0:39.0,J. Smith enters the game for B. Beal,,101,116
443,4,0:39.0,T. Satoranský enters the game for J. Wall,,101,116
444,4,0:39.0,K. Oubre enters the game for B. Bogdanović,,101,116
445,4,0:39.0,,T. Jones enters the game for A. Wiggins,101,116
446,4,0:39.0,,K. Dunn enters the game for R. Rubio,101,116
447,4,0:39.0,,K. Towns makes free throw 1 of 1,101,117
448,4,0:31.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by B. Jennings),,104,117
449,4,0:10.0,,T. Jones misses 2-pt jump shot from 18 ft,104,117
450,4,0:09.0,,Offensive rebound by K. Towns,104,117
451,4,0:09.0,,K. Towns makes 2-pt layup from 1 ft,104,119
