,QUARTER,TIME_REMAINING,UTAH_ACTION,ATLANTA_ACTION,UTAH_SCORE,ATLANTA_SCORE
77,1,3:22.0,G. Hayward makes free throw 1 of 2,,26,14
78,1,3:22.0,G. Hayward makes free throw 2 of 2,,27,14
79,1,3:01.0,,M. Muscala misses 2-pt jump shot from 3 ft (block by R. Gobert),27,14
80,1,3:01.0,,Offensive rebound by Team,27,14
81,1,3:01.0,J. Johnson enters the game for G. Hayward,,27,14
82,1,2:58.0,,D. Bembry misses 2-pt layup from 2 ft (block by R. Gobert),27,14
83,1,2:56.0,,Offensive rebound by P. Millsap,27,14
84,1,2:55.0,,P. Millsap makes 2-pt layup at rim,27,16
85,1,2:55.0,Utah full timeout,,27,16
86,1,2:55.0,D. Favors enters the game for R. Gobert,,27,16
87,1,2:34.0,J. Johnson misses 2-pt jump shot from 16 ft,,27,16
88,1,2:32.0,,Defensive rebound by P. Millsap,27,16
89,1,2:18.0,,Shooting foul by T. Lyles (drawn by P. Millsap),27,16
90,1,2:18.0,,P. Millsap makes free throw 1 of 2,27,17
91,1,2:18.0,,P. Millsap misses free throw 2 of 2,27,17
92,1,2:18.0,G. Hill enters the game for D. Exum,,27,17
93,1,2:17.0,Defensive rebound by T. Lyles,,27,17
94,1,1:53.0,G. Hill misses 2-pt jump shot from 16 ft,,27,17
95,1,1:52.0,,Defensive rebound by P. Millsap,27,17
96,1,1:33.0,,P. Millsap misses 2-pt jump shot from 17 ft,27,17
97,1,1:32.0,Defensive rebound by A. Burks,,27,17
98,1,1:18.0,A. Burks makes 2-pt jump shot from 16 ft,,29,17
99,1,1:03.0,,M. Muscala makes 2-pt jump shot from 20 ft (assist by M. Dunleavy),29,19
100,1,0:46.0,,Offensive charge foul by T. Lyles (drawn by P. Millsap),29,19
101,1,0:46.0,Turnover by T. Lyles (offensive foul),,29,19
102,1,0:32.0,,M. Delaney makes 2-pt jump shot from 22 ft,29,21
103,1,0:08.0,A. Burks misses 3-pt jump shot from 23 ft,,29,21
104,1,0:06.0,,Defensive rebound by M. Delaney,29,21
105,1,0:00.0,,M. Delaney misses 3-pt jump shot from 26 ft,29,21
106,1,0:00.0,,Offensive rebound by Team,29,21
107,2,11:36.0,G. Hill misses 3-pt jump shot from 24 ft,,29,21
108,2,11:34.0,,Defensive rebound by M. Dunleavy,29,21
109,2,11:14.0,,M. Muscala misses 3-pt jump shot from 25 ft,29,21
110,2,11:13.0,Defensive rebound by J. Ingles,,29,21
111,2,11:03.0,D. Favors makes 2-pt jump shot from 18 ft (assist by J. Ingles),,31,21
112,2,10:48.0,,M. Delaney misses 2-pt jump shot from 19 ft,31,21
113,2,10:47.0,Defensive rebound by B. Diaw,,31,21
114,2,10:38.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by G. Hill),,34,21
115,2,10:15.0,,D. Bembry misses 2-pt hook shot from 8 ft,34,21
116,2,10:12.0,Defensive rebound by D. Favors,,34,21
117,2,9:57.0,B. Diaw misses 3-pt jump shot from 24 ft,,34,21
118,2,9:56.0,Offensive rebound by D. Favors,,34,21
119,2,9:40.0,J. Johnson misses 2-pt jump shot from 13 ft,,34,21
120,2,9:38.0,,Defensive rebound by M. Dunleavy,34,21
121,2,9:29.0,,D. Bembry misses 2-pt layup from 3 ft,34,21
122,2,9:26.0,Defensive rebound by J. Johnson,,34,21
123,2,9:16.0,J. Johnson misses 3-pt jump shot from 24 ft,,34,21
124,2,9:15.0,,Defensive rebound by D. Howard,34,21
125,2,8:56.0,,Offensive foul by M. Delaney (drawn by G. Hill),34,21
126,2,8:56.0,,Turnover by M. Delaney (offensive foul),34,21
127,2,8:56.0,Official timeout,,34,21
128,2,8:56.0,,K. Bazemore enters the game for D. Bembry,34,21
129,2,8:56.0,,D. Schröder enters the game for M. Muscala,34,21
130,2,8:33.0,D. Favors makes 2-pt layup at rim (assist by B. Diaw),,36,21
131,2,8:11.0,,D. Schröder makes 2-pt jump shot from 7 ft,36,23
132,2,7:53.0,J. Johnson misses 2-pt jump shot from 11 ft,,36,23
133,2,7:51.0,Offensive rebound by J. Ingles,,36,23
134,2,7:48.0,D. Favors misses 2-pt layup from 1 ft (block by D. Howard),,36,23
135,2,7:47.0,Offensive rebound by D. Favors,,36,23
136,2,7:47.0,Personal foul by M. Delaney (drawn by D. Favors),,36,23
137,2,7:47.0,G. Hayward enters the game for J. Johnson,,36,23
138,2,7:41.0,B. Diaw makes 2-pt layup from 1 ft,,38,23
139,2,7:23.0,,Turnover by D. Schröder (bad pass; steal by D. Favors),38,23
140,2,7:18.0,Personal foul by D. Schröder (drawn by G. Hill),,38,23
141,2,7:18.0,,T. Hardaway enters the game for M. Dunleavy,38,23
142,2,7:18.0,,P. Millsap enters the game for M. Delaney,38,23
143,2,7:18.0,D. Exum enters the game for D. Favors,,38,23
144,2,7:18.0,R. Gobert enters the game for G. Hill,,38,23
145,2,7:00.0,B. Diaw misses 2-pt jump shot from 12 ft,,38,23
146,2,6:59.0,,Defensive rebound by P. Millsap,38,23
147,2,6:47.0,,K. Bazemore misses 2-pt jump shot from 20 ft,38,23
148,2,6:46.0,Defensive rebound by J. Ingles,,38,23
149,2,6:39.0,D. Exum misses 2-pt layup from 2 ft,,38,23
150,2,6:38.0,,Defensive rebound by D. Howard,38,23
151,2,6:29.0,,Turnover by T. Hardaway (bad pass; steal by R. Gobert),38,23
152,2,6:23.0,D. Exum makes 2-pt layup from 1 ft (assist by G. Hayward),,40,23
153,2,6:23.0,,Atlanta full timeout,40,23
154,2,6:23.0,A. Burks enters the game for J. Ingles,,40,23
155,2,6:12.0,,Personal foul by B. Diaw (drawn by P. Millsap),40,23
156,2,6:10.0,,T. Hardaway misses 2-pt layup from 1 ft,40,23
157,2,6:08.0,,Offensive rebound by D. Howard,40,23
158,2,6:08.0,,D. Howard makes 2-pt dunk at rim,40,25
159,2,5:53.0,G. Hayward misses 3-pt jump shot from 23 ft,,40,25
160,2,5:51.0,,Defensive rebound by T. Hardaway,40,25
161,2,5:45.0,,Shooting foul by B. Diaw (drawn by P. Millsap),40,25
162,2,5:45.0,,P. Millsap makes free throw 1 of 2,40,26
163,2,5:45.0,,P. Millsap makes free throw 2 of 2,40,27
164,2,5:30.0,Turnover by B. Diaw (bad pass; steal by K. Bazemore),,40,27
165,2,5:26.0,,Shooting foul by D. Exum (drawn by T. Hardaway),40,27
166,2,5:26.0,,T. Hardaway misses free throw 1 of 2,40,27
167,2,5:26.0,,Offensive rebound by Team,40,27
168,2,5:26.0,,T. Hardaway makes free throw 2 of 2,40,28
169,2,5:11.0,Shooting foul by P. Millsap (drawn by R. Gobert),,40,28
170,2,5:11.0,R. Gobert misses free throw 1 of 2,,40,28
171,2,5:11.0,Offensive rebound by Team,,40,28
172,2,5:11.0,R. Gobert misses free throw 2 of 2,,40,28
173,2,5:10.0,,Defensive rebound by D. Howard,40,28
174,2,4:59.0,,D. Schröder makes 2-pt jump shot from 6 ft,40,30
175,2,4:53.0,Shooting foul by D. Howard (drawn by D. Exum),,40,30
176,2,4:53.0,D. Exum misses free throw 1 of 2,,40,30
177,2,4:53.0,Offensive rebound by Team,,40,30
178,2,4:53.0,D. Exum makes free throw 2 of 2,,41,30
179,2,4:40.0,,P. Millsap makes 2-pt jump shot from 14 ft (assist by K. Bazemore),41,32
180,2,4:25.0,A. Burks makes 3-pt jump shot from 25 ft (assist by R. Gobert),,44,32
181,2,4:14.0,,D. Schröder makes 2-pt layup from 2 ft,44,34
182,2,4:09.0,Turnover by D. Exum (bad pass),,44,34
183,2,4:09.0,G. Hill enters the game for D. Exum,,44,34
184,2,3:52.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by T. Hardaway),44,37
185,2,3:50.0,Utah full timeout,,44,37
186,2,3:50.0,,M. Dunleavy enters the game for D. Schröder,44,37
187,2,3:50.0,J. Johnson enters the game for B. Diaw,,44,37
188,2,3:49.0,Personal take foul by M. Dunleavy (drawn by R. Gobert),,44,37
189,2,3:49.0,R. Gobert makes free throw 1 of 2,,45,37
190,2,3:49.0,,D. Schröder enters the game for M. Dunleavy,45,37
191,2,3:49.0,R. Gobert makes free throw 2 of 2,,46,37
192,2,3:38.0,,T. Hardaway makes 2-pt jump shot from 13 ft (assist by D. Schröder),46,39
193,2,3:17.0,G. Hayward makes 2-pt jump shot from 20 ft,,48,39
194,2,2:57.0,,P. Millsap misses 2-pt hook shot from 6 ft,48,39
195,2,2:55.0,Defensive rebound by G. Hayward,,48,39
196,2,2:42.0,G. Hill misses 3-pt jump shot from 25 ft,,48,39
197,2,2:41.0,,Defensive rebound by D. Schröder,48,39
198,2,2:35.0,,D. Schröder makes 2-pt jump shot from 23 ft,48,41
199,2,2:08.0,J. Johnson misses 2-pt jump shot from 17 ft,,48,41
200,2,2:07.0,,Defensive rebound by T. Hardaway,48,41
201,2,1:54.0,,Shooting foul by G. Hayward (drawn by D. Howard),48,41
202,2,1:54.0,,D. Howard makes free throw 1 of 2,48,42
203,2,1:54.0,,D. Howard misses free throw 2 of 2,48,42
204,2,1:54.0,J. Ingles enters the game for A. Burks,,48,42
205,2,1:52.0,Defensive rebound by G. Hayward,,48,42
206,2,1:31.0,Shooting foul by P. Millsap (drawn by R. Gobert),,48,42
207,2,1:31.0,R. Gobert misses free throw 1 of 2,,48,42
208,2,1:31.0,Offensive rebound by Team,,48,42
209,2,1:31.0,,M. Muscala enters the game for D. Howard,48,42
210,2,1:31.0,R. Gobert makes free throw 2 of 2,,49,42
211,2,1:15.0,,T. Hardaway makes 2-pt layup from 1 ft,49,44
212,2,0:59.0,G. Hill makes 3-pt jump shot from 23 ft (assist by J. Johnson),,52,44
213,2,0:51.0,,Def 3 sec tech foul by R. Gobert,52,44
214,2,0:51.0,,D. Schröder makes technical free throw,52,45
215,2,0:49.0,,Personal foul by G. Hayward (drawn by K. Bazemore),52,45
216,2,0:49.0,,K. Bazemore makes free throw 1 of 2,52,46
217,2,0:49.0,,M. Delaney enters the game for D. Schröder,52,46
218,2,0:49.0,,D. Bembry enters the game for P. Millsap,52,46
219,2,0:49.0,,K. Bazemore makes free throw 2 of 2,52,47
220,2,0:40.0,Turnover by J. Johnson (lost ball; steal by K. Bazemore),,52,47
221,2,0:34.0,,K. Bazemore makes 3-pt jump shot from 26 ft,52,50
222,2,0:34.0,Utah full timeout,,52,50
223,2,0:26.0,G. Hayward makes 2-pt layup from 2 ft (assist by G. Hill),,54,50
224,2,0:20.0,,Atlanta full timeout,54,50
225,2,0:20.0,D. Exum enters the game for G. Hayward,,54,50
226,2,0:20.0,,P. Millsap enters the game for D. Bembry,54,50
227,2,0:20.0,,D. Schröder enters the game for M. Delaney,54,50
228,2,0:07.0,,D. Schröder misses 2-pt layup from 3 ft,54,50
229,2,0:06.0,Defensive rebound by D. Exum,,54,50
230,2,0:02.0,G. Hayward enters the game for D. Exum,,54,50
231,2,0:02.0,,M. Delaney enters the game for P. Millsap,54,50
232,2,0:02.0,,D. Bembry enters the game for D. Schröder,54,50
233,3,11:42.0,Turnover by G. Hill (bad pass; steal by K. Bazemore),,54,50
234,3,11:33.0,,K. Bazemore misses 2-pt jump shot from 6 ft (block by R. Gobert),54,50
235,3,11:33.0,,Offensive rebound by Team,54,50
236,3,11:33.0,Loose ball foul by J. Ingles (drawn by D. Howard),,54,50
237,3,11:25.0,,P. Millsap misses 2-pt layup from 2 ft,54,50
238,3,11:23.0,Defensive rebound by R. Gobert,,54,50
239,3,11:02.0,Turnover by J. Ingles (bad pass; steal by T. Hardaway),,54,50
240,3,10:48.0,,D. Schröder misses 2-pt layup from 2 ft (block by D. Favors),54,50
241,3,10:46.0,Defensive rebound by D. Favors,,54,50
242,3,10:42.0,Personal foul by T. Hardaway (drawn by G. Hill),,54,50
243,3,10:37.0,G. Hayward misses 3-pt jump shot from 25 ft,,54,50
244,3,10:36.0,,Defensive rebound by D. Howard,54,50
245,3,10:21.0,,Turnover by P. Millsap (bad pass; steal by D. Favors),54,50
246,3,10:19.0,Turnover by D. Favors (lost ball),,54,50
247,3,10:11.0,,P. Millsap misses 3-pt jump shot from 25 ft,54,50
248,3,10:09.0,Defensive rebound by G. Hayward,,54,50
249,3,10:02.0,G. Hayward misses 2-pt jump shot from 12 ft,,54,50
250,3,10:01.0,,Defensive rebound by D. Howard,54,50
251,3,9:50.0,,T. Hardaway misses 2-pt jump shot from 20 ft,54,50
252,3,9:49.0,Defensive rebound by G. Hayward,,54,50
253,3,9:34.0,G. Hayward makes 2-pt jump shot from 16 ft,,56,50
254,3,9:14.0,,Turnover by T. Hardaway (bad pass; steal by J. Ingles),56,50
255,3,9:12.0,Offensive foul by G. Hayward (drawn by K. Bazemore),,56,50
256,3,9:12.0,Turnover by G. Hayward (offensive foul),,56,50
257,3,9:02.0,,T. Hardaway misses 3-pt jump shot from 25 ft,56,50
258,3,9:00.0,Defensive rebound by D. Favors,,56,50
259,3,8:50.0,G. Hill misses 2-pt layup from 2 ft (block by D. Howard),,56,50
260,3,8:49.0,Offensive rebound by G. Hill,,56,50
261,3,8:39.0,Shooting foul by P. Millsap (drawn by G. Hill),,56,50
262,3,8:39.0,Utah full timeout,,56,50
263,3,8:39.0,G. Hill misses free throw 1 of 2,,56,50
264,3,8:39.0,Offensive rebound by Team,,56,50
265,3,8:39.0,G. Hill makes free throw 2 of 2,,57,50
266,3,8:30.0,,Shooting foul by G. Hill (drawn by D. Schröder),57,50
267,3,8:30.0,,D. Schröder makes free throw 1 of 2,57,51
268,3,8:30.0,,D. Schröder makes free throw 2 of 2,57,52
269,3,8:13.0,R. Gobert makes 2-pt dunk at rim (assist by G. Hill),,59,52
270,3,7:57.0,,D. Schröder makes 2-pt layup from 2 ft,59,54
271,3,7:36.0,Turnover by R. Gobert (lost ball; steal by P. Millsap),,59,54
272,3,7:28.0,,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),59,56
273,3,7:04.0,G. Hill makes 2-pt layup from 2 ft,,61,56
274,3,6:48.0,,Turnover by K. Bazemore (lost ball; steal by G. Hayward),61,56
275,3,6:42.0,D. Favors makes 2-pt dunk at rim (assist by G. Hayward),,63,56
276,3,6:27.0,,K. Bazemore misses 2-pt layup from 1 ft,63,56
277,3,6:26.0,,Offensive rebound by D. Howard,63,56
278,3,6:25.0,,D. Howard makes 2-pt dunk at rim,63,58
279,3,6:00.0,G. Hayward misses 2-pt jump shot from 18 ft,,63,58
280,3,5:58.0,,Defensive rebound by T. Hardaway,63,58
281,3,5:55.0,,Shooting foul by J. Ingles (drawn by T. Hardaway),63,58
282,3,5:55.0,,T. Hardaway makes free throw 1 of 2,63,59
283,3,5:55.0,,M. Muscala enters the game for P. Millsap,63,59
284,3,5:55.0,,D. Bembry enters the game for K. Bazemore,63,59
285,3,5:55.0,A. Burks enters the game for D. Favors,,63,59
286,3,5:55.0,B. Diaw enters the game for J. Ingles,,63,59
287,3,5:55.0,,T. Hardaway makes free throw 2 of 2,63,60
288,3,5:42.0,G. Hayward makes 2-pt layup at rim (assist by B. Diaw),,65,60
289,3,5:25.0,,D. Schröder makes 2-pt jump shot from 15 ft (assist by T. Hardaway),65,62
290,3,5:08.0,G. Hill makes 2-pt jump shot from 12 ft,,67,62
291,3,4:56.0,,D. Schröder misses 2-pt jump shot from 17 ft,67,62
292,3,4:55.0,Defensive rebound by R. Gobert,,67,62
293,3,4:46.0,Shooting foul by M. Muscala (drawn by R. Gobert),,67,62
294,3,4:46.0,R. Gobert makes 2-pt layup from 2 ft (assist by G. Hill),,69,62
295,3,4:46.0,R. Gobert makes free throw 1 of 1,,70,62
296,3,4:34.0,,Personal foul by R. Gobert (drawn by D. Howard),70,62
297,3,4:22.0,,D. Bembry misses 2-pt layup from 1 ft,70,62
298,3,4:21.0,Defensive rebound by G. Hill,,70,62
299,3,4:15.0,G. Hill makes 2-pt jump shot from 17 ft,,72,62
300,3,4:15.0,Shooting foul by D. Bembry (drawn by G. Hill),,72,62
301,3,4:15.0,G. Hill makes free throw 1 of 1,,73,62
302,3,4:01.0,,Turnover by M. Muscala (lost ball; steal by G. Hill),73,62
303,3,3:57.0,G. Hill makes 2-pt layup from 1 ft,,75,62
304,3,3:57.0,,Atlanta full timeout,75,62
305,3,3:57.0,,P. Millsap enters the game for D. Howard,75,62
306,3,3:57.0,D. Exum enters the game for G. Hill,,75,62
307,3,3:38.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by P. Millsap),75,65
308,3,3:16.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by R. Gobert),,78,65
309,3,3:04.0,,Turnover by D. Schröder (bad pass; steal by G. Hayward),78,65
310,3,2:59.0,A. Burks makes 2-pt layup from 1 ft,,80,65
311,3,2:50.0,,D. Bembry makes 2-pt layup from 2 ft (assist by T. Hardaway),80,67
312,3,2:23.0,,Violation by P. Millsap (def goaltending),80,67
313,3,2:23.0,D. Exum makes 2-pt layup at rim,,82,67
314,3,2:17.0,,Personal foul by D. Exum (drawn by T. Hardaway),82,67
315,3,2:17.0,,T. Hardaway makes free throw 1 of 2,82,68
316,3,2:17.0,,M. Delaney enters the game for D. Schröder,82,68
317,3,2:17.0,D. Favors enters the game for R. Gobert,,82,68
318,3,2:17.0,J. Johnson enters the game for G. Hayward,,82,68
319,3,2:17.0,,T. Hardaway makes free throw 2 of 2,82,69
320,3,1:55.0,D. Favors makes 2-pt jump shot from 15 ft,,84,69
321,3,1:41.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by M. Muscala),84,71
322,3,1:25.0,D. Favors makes 2-pt jump shot from 10 ft,,86,71
323,3,1:00.0,,P. Millsap misses 2-pt layup from 1 ft (block by D. Favors),86,71
324,3,0:59.0,Defensive rebound by D. Exum,,86,71
325,3,0:46.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by A. Burks),,89,71
326,3,0:31.0,,T. Hardaway misses 2-pt layup from 1 ft,89,71
327,3,0:29.0,Defensive rebound by D. Favors,,89,71
328,3,0:05.0,D. Favors makes 2-pt jump shot from 17 ft (assist by A. Burks),,91,71
329,3,0:01.0,,M. Delaney makes 2-pt layup from 2 ft,91,73
330,4,11:44.0,,M. Delaney makes 2-pt layup from 2 ft,91,75
331,4,11:28.0,D. Favors makes 2-pt layup from 1 ft (assist by J. Johnson),,93,75
332,4,11:09.0,,K. Bazemore misses 2-pt layup from 3 ft,93,75
333,4,11:08.0,Defensive rebound by J. Ingles,,93,75
334,4,10:51.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by B. Diaw),,96,75
335,4,10:36.0,,M. Delaney makes 3-pt jump shot from 25 ft (assist by P. Millsap),96,78
336,4,10:16.0,D. Exum misses 3-pt jump shot from 23 ft,,96,78
337,4,10:14.0,,Defensive rebound by M. Scott,96,78
338,4,9:56.0,,Shooting foul by J. Ingles (drawn by M. Delaney),96,78
339,4,9:56.0,,M. Delaney makes free throw 1 of 2,96,79
340,4,9:56.0,,M. Delaney misses free throw 2 of 2,96,79
341,4,9:56.0,G. Hill enters the game for D. Exum,,96,79
342,4,9:54.0,,Offensive rebound by P. Millsap,96,79
343,4,9:49.0,,M. Dunleavy misses 3-pt jump shot from 26 ft,96,79
344,4,9:48.0,Defensive rebound by J. Johnson,,96,79
345,4,9:34.0,B. Diaw makes 2-pt layup from 2 ft (assist by J. Johnson),,98,79
346,4,9:18.0,,M. Delaney makes 3-pt jump shot from 25 ft (assist by M. Scott),98,82
347,4,8:58.0,Personal foul by M. Dunleavy (drawn by J. Ingles),,98,82
348,4,8:58.0,Official timeout,,98,82
349,4,8:58.0,R. Gobert enters the game for B. Diaw,,98,82
350,4,8:44.0,J. Johnson misses 2-pt jump shot from 15 ft,,98,82
351,4,8:43.0,,Defensive rebound by M. Scott,98,82
352,4,8:29.0,,P. Millsap makes 2-pt layup from 3 ft (assist by M. Dunleavy),98,84
353,4,8:06.0,R. Gobert makes 2-pt layup from 2 ft (assist by J. Johnson),,100,84
354,4,7:53.0,,Shooting foul by R. Gobert (drawn by P. Millsap),100,84
355,4,7:53.0,,P. Millsap misses free throw 1 of 2,100,84
356,4,7:53.0,,Offensive rebound by Team,100,84
357,4,7:53.0,G. Hayward enters the game for J. Ingles,,100,84
358,4,7:53.0,,P. Millsap makes free throw 2 of 2,100,85
359,4,7:42.0,D. Favors makes 2-pt jump shot from 17 ft (assist by G. Hill),,102,85
360,4,7:28.0,,P. Millsap misses 2-pt jump shot from 6 ft,102,85
361,4,7:27.0,,Offensive rebound by P. Millsap,102,85
362,4,7:25.0,,P. Millsap misses 2-pt layup at rim,102,85
363,4,7:24.0,Defensive rebound by D. Favors,,102,85
364,4,7:13.0,D. Favors misses 3-pt jump shot from 24 ft,,102,85
365,4,7:12.0,,Defensive rebound by M. Delaney,102,85
366,4,7:07.0,,K. Bazemore misses 3-pt jump shot from 26 ft,102,85
367,4,7:04.0,Defensive rebound by G. Hill,,102,85
368,4,6:44.0,G. Hill misses 3-pt jump shot from 24 ft,,102,85
369,4,6:43.0,,Defensive rebound by P. Millsap,102,85
370,4,6:37.0,,Personal foul by J. Johnson (drawn by K. Bazemore),102,85
371,4,6:37.0,,D. Schröder enters the game for M. Dunleavy,102,85
372,4,6:37.0,B. Diaw enters the game for D. Favors,,102,85
373,4,6:32.0,,Shooting foul by J. Johnson (drawn by K. Bazemore),102,85
374,4,6:32.0,,K. Bazemore makes free throw 1 of 2,102,86
375,4,6:32.0,,K. Bazemore misses free throw 2 of 2,102,86
376,4,6:32.0,A. Burks enters the game for J. Johnson,,102,86
377,4,6:31.0,Defensive rebound by R. Gobert,,102,86
378,4,6:14.0,G. Hill misses 3-pt jump shot from 23 ft,,102,86
379,4,6:12.0,Offensive rebound by R. Gobert,,102,86
380,4,5:58.0,G. Hayward makes 2-pt dunk at rim (assist by G. Hill),,104,86
381,4,5:31.0,,D. Schröder misses 3-pt jump shot from 25 ft,104,86
382,4,5:28.0,,Offensive rebound by M. Scott,104,86
383,4,5:23.0,,K. Bazemore misses 3-pt jump shot from 24 ft,104,86
384,4,5:21.0,Defensive rebound by G. Hill,,104,86
385,4,5:05.0,Shooting foul by M. Delaney (drawn by G. Hayward),,104,86
386,4,5:05.0,,Atlanta full timeout,104,86
