,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SACRAMENTO_ACTION,CHICAGO_SCORE,SACRAMENTO_SCORE
330,4,9:53.0,J. Grant enters the game for D. McDermott,,89,74
331,4,9:48.0,,Personal foul by T. Gibson (drawn by D. Cousins),89,74
332,4,9:48.0,R. Lopez enters the game for T. Gibson,,89,74
333,4,9:38.0,,Shooting foul by R. Lopez (drawn by D. Cousins),89,74
334,4,9:38.0,,D. Cousins makes free throw 1 of 2,89,75
335,4,9:38.0,,D. Cousins makes free throw 2 of 2,89,76
336,4,9:20.0,R. Lopez misses 2-pt jump shot from 16 ft,,89,76
337,4,9:18.0,Offensive rebound by R. Lopez,,89,76
338,4,9:15.0,R. Lopez makes 2-pt jump shot from 2 ft,,91,76
339,4,9:01.0,,D. Cousins misses 3-pt jump shot from 26 ft,91,76
340,4,9:00.0,,Offensive rebound by A. Tolliver,91,76
341,4,8:54.0,,T. Lawson makes 3-pt jump shot from 26 ft (assist by M. Barnes),91,79
342,4,8:28.0,Turnover by R. Lopez (3 sec),,91,79
343,4,8:28.0,Official timeout,,91,79
344,4,8:17.0,,A. Tolliver misses 3-pt jump shot from 23 ft,91,79
345,4,8:16.0,Defensive rebound by N. Mirotić,,91,79
346,4,8:09.0,Personal foul by M. Barnes (drawn by P. Zipser),,91,79
347,4,8:09.0,D. Wade enters the game for J. Grant,,91,79
348,4,7:57.0,Shooting foul by D. Cousins (drawn by R. Lopez),,91,79
349,4,7:57.0,R. Lopez makes free throw 1 of 2,,92,79
350,4,7:57.0,R. Lopez makes free throw 2 of 2,,93,79
351,4,7:46.0,,D. Collison makes 2-pt jump shot from 17 ft,93,81
352,4,7:30.0,D. Wade misses 2-pt jump shot from 22 ft,,93,81
353,4,7:29.0,,Defensive rebound by D. Cousins,93,81
354,4,7:11.0,,A. Tolliver makes 2-pt layup from 3 ft,93,83
355,4,6:53.0,Turnover by R. Rondo (bad pass; steal by D. Collison),,93,83
356,4,6:50.0,,M. Barnes makes 2-pt layup from 1 ft (assist by D. Collison),93,85
357,4,6:50.0,Chicago full timeout,,93,85
358,4,6:50.0,J. Grant enters the game for P. Zipser,,93,85
359,4,6:50.0,M. Carter-Williams enters the game for R. Rondo,,93,85
360,4,6:33.0,N. Mirotić misses 3-pt jump shot from 23 ft,,93,85
361,4,6:32.0,,Defensive rebound by M. Barnes,93,85
362,4,6:18.0,,D. Cousins misses 3-pt jump shot from 25 ft,93,85
363,4,6:16.0,,Offensive rebound by M. Barnes,93,85
364,4,6:11.0,,T. Lawson makes 2-pt jump shot from 17 ft (assist by M. Barnes),93,87
365,4,5:51.0,D. Wade misses 2-pt jump shot from 16 ft,,93,87
366,4,5:50.0,,Defensive rebound by A. Tolliver,93,87
367,4,5:41.0,,T. Lawson makes 3-pt jump shot from 23 ft (assist by M. Barnes),93,90
368,4,5:16.0,M. Carter-Williams makes 2-pt jump shot from 12 ft,,95,90
369,4,5:01.0,,Personal foul by D. Wade (drawn by M. Barnes),95,90
370,4,5:01.0,,M. Barnes makes free throw 1 of 2,95,91
371,4,5:01.0,,M. Barnes makes free throw 2 of 2,95,92
372,4,4:51.0,Shooting foul by M. Barnes (drawn by D. Wade),,95,92
373,4,4:51.0,D. Wade makes free throw 1 of 2,,96,92
374,4,4:51.0,P. Zipser enters the game for N. Mirotić,,96,92
375,4,4:51.0,D. Wade makes free throw 2 of 2,,97,92
376,4,4:29.0,,D. Cousins misses 2-pt layup from 4 ft,97,92
377,4,4:28.0,Defensive rebound by D. Wade,,97,92
378,4,4:18.0,D. Wade misses 2-pt jump shot from 11 ft,,97,92
379,4,4:17.0,,Defensive rebound by Team,97,92
380,4,4:14.0,,Sacramento full timeout,97,92
