,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,INDIANA_ACTION,LA LAKERS_SCORE,INDIANA_SCORE
38,1,6:53.0,J. Randle misses 2-pt layup at rim (block by T. Young),,9,10
39,1,6:52.0,Offensive rebound by Team,,9,10
40,1,6:43.0,L. Deng misses 2-pt layup at rim,,9,10
41,1,6:42.0,,Defensive rebound by M. Turner,9,10
42,1,6:36.0,,T. Young makes 2-pt layup from 1 ft (assist by J. Teague),9,12
43,1,6:18.0,T. Mozgov misses 2-pt jump shot from 17 ft,,9,12
44,1,6:17.0,,Defensive rebound by T. Young,9,12
45,1,6:04.0,,M. Turner misses 2-pt layup from 1 ft,9,12
46,1,6:03.0,Defensive rebound by J. Randle,,9,12
47,1,5:55.0,,Offensive charge foul by J. Randle (drawn by T. Young),9,12
48,1,5:55.0,Turnover by J. Randle (offensive foul),,9,12
49,1,5:55.0,,Indiana full timeout,9,12
50,1,5:55.0,L. Nance enters the game for J. Randle,,9,12
51,1,5:55.0,,C. Miles enters the game for M. Turner,9,12
52,1,5:55.0,,A. Jefferson enters the game for M. Ellis,9,12
53,1,5:46.0,,P. George makes 3-pt jump shot from 26 ft (assist by J. Teague),9,15
54,1,5:27.0,Turnover by J. Calderón (bad pass),,9,15
55,1,5:15.0,,J. Teague misses 2-pt jump shot from 9 ft,9,15
56,1,5:15.0,,Offensive rebound by A. Jefferson,9,15
57,1,5:13.0,,A. Jefferson makes 2-pt layup from 1 ft,9,17
58,1,5:03.0,T. Mozgov makes 2-pt layup from 1 ft (assist by J. Calderón),,11,17
59,1,4:51.0,,P. George misses 2-pt jump shot from 6 ft,11,17
60,1,4:50.0,,Offensive rebound by A. Jefferson,11,17
61,1,4:44.0,,Turnover by J. Teague (lost ball; steal by L. Nance),11,17
62,1,4:39.0,L. Deng makes 2-pt layup at rim,,13,17
63,1,4:34.0,,C. Miles makes 2-pt layup from 1 ft,13,19
64,1,4:34.0,,Shooting block foul by N. Young (drawn by C. Miles),13,19
65,1,4:34.0,B. Ingram enters the game for L. Deng,,13,19
66,1,4:34.0,J. Clarkson enters the game for N. Young,,13,19
67,1,4:34.0,,C. Miles makes free throw 1 of 1,13,20
68,1,4:20.0,B. Ingram misses 3-pt jump shot from 23 ft,,13,20
69,1,4:19.0,,Defensive rebound by P. George,13,20
70,1,4:11.0,,A. Jefferson misses 2-pt jump shot from 16 ft,13,20
71,1,4:11.0,Defensive rebound by J. Calderón,,13,20
72,1,3:57.0,J. Clarkson misses 3-pt jump shot from 26 ft,,13,20
73,1,3:55.0,,Defensive rebound by T. Young,13,20
74,1,3:46.0,,Shooting foul by J. Clarkson (drawn by P. George),13,20
75,1,3:46.0,,P. George makes free throw 1 of 2,13,21
76,1,3:46.0,T. Black enters the game for T. Mozgov,,13,21
77,1,3:46.0,,L. Allen enters the game for T. Young,13,21
78,1,3:46.0,,P. George makes free throw 2 of 2,13,22
79,1,3:36.0,Turnover by J. Calderón (bad pass; steal by P. George),,13,22
80,1,3:30.0,,P. George misses 3-pt jump shot from 25 ft,13,22
81,1,3:28.0,,Offensive rebound by P. George,13,22
82,1,3:25.0,,Turnover by P. George (bad pass; steal by L. Nance),13,22
83,1,3:18.0,J. Calderón makes 3-pt jump shot from 25 ft (assist by B. Ingram),,16,22
84,1,2:56.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by J. Teague),16,25
85,1,2:29.0,L. Nance misses 3-pt jump shot from 26 ft,,16,25
86,1,2:28.0,,Defensive rebound by A. Jefferson,16,25
87,1,2:17.0,LA Lakers full timeout,,16,25
88,1,2:17.0,L. Williams enters the game for J. Calderón,,16,25
89,1,2:17.0,,A. Brooks enters the game for P. George,16,25
90,1,2:17.0,,M. Ellis enters the game for J. Teague,16,25
91,1,2:14.0,,C. Miles misses 2-pt jump shot from 16 ft,16,25
92,1,2:13.0,Defensive rebound by B. Ingram,,16,25
93,1,1:59.0,J. Clarkson makes 2-pt jump shot from 4 ft (assist by L. Williams),,18,25
94,1,1:47.0,,Turnover by M. Ellis (bad pass),18,25
95,1,1:35.0,J. Clarkson misses 3-pt jump shot from 23 ft,,18,25
96,1,1:34.0,,Defensive rebound by L. Allen,18,25
97,1,1:25.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by A. Brooks),18,27
98,1,1:14.0,Personal foul by C. Miles (drawn by B. Ingram),,18,27
99,1,1:09.0,B. Ingram misses 3-pt jump shot from 26 ft,,18,27
100,1,1:08.0,Offensive rebound by L. Nance,,18,27
101,1,1:03.0,B. Ingram misses 2-pt jump shot from 17 ft,,18,27
102,1,1:03.0,,Defensive rebound by A. Jefferson,18,27
103,1,0:44.0,,A. Jefferson misses 2-pt jump shot from 5 ft (block by T. Black),18,27
104,1,0:44.0,Defensive rebound by T. Black,,18,27
105,1,0:38.0,Turnover by L. Williams (bad pass),,18,27
106,1,0:30.0,,A. Brooks misses 2-pt jump shot from 18 ft,18,27
107,1,0:29.0,Defensive rebound by Team,,18,27
108,1,0:13.0,L. Williams misses 2-pt jump shot from 13 ft,,18,27
109,1,0:11.0,Offensive rebound by J. Clarkson,,18,27
110,1,0:11.0,J. Clarkson misses 2-pt layup from 3 ft,,18,27
111,1,0:11.0,,Defensive rebound by A. Jefferson,18,27
112,1,0:00.0,,A. Brooks misses 3-pt jump shot from 32 ft,18,27
113,1,0:00.0,,Offensive rebound by Team,18,27
114,2,11:42.0,,Offensive foul by A. Jefferson (drawn by J. Clarkson),18,27
115,2,11:42.0,,Turnover by A. Jefferson (offensive foul),18,27
116,2,11:36.0,Turnover by B. Ingram (dbl dribble),,18,27
117,2,11:19.0,,A. Brooks makes 2-pt jump shot from 23 ft (assist by A. Jefferson),18,29
118,2,11:09.0,L. Nance misses 2-pt jump shot from 19 ft,,18,29
119,2,11:09.0,,Defensive rebound by M. Ellis,18,29
120,2,10:59.0,,M. Ellis misses 2-pt jump shot from 19 ft,18,29
121,2,10:58.0,Defensive rebound by T. Black,,18,29
122,2,10:52.0,L. Williams makes 3-pt jump shot from 29 ft,,21,29
123,2,10:52.0,Shooting foul by A. Brooks (drawn by L. Williams),,21,29
124,2,10:52.0,L. Williams makes free throw 1 of 1,,22,29
125,2,10:35.0,,C. Miles makes 2-pt layup at rim,22,31
126,2,10:35.0,,Shooting foul by T. Black (drawn by C. Miles),22,31
127,2,10:35.0,,C. Miles makes free throw 1 of 1,22,32
128,2,10:23.0,L. Williams makes 2-pt jump shot from 17 ft,,24,32
129,2,10:09.0,,Indiana full timeout,24,32
130,2,10:02.0,,L. Allen misses 2-pt jump shot from 20 ft,24,32
131,2,10:01.0,Defensive rebound by B. Ingram,,24,32
132,2,9:49.0,B. Ingram makes 2-pt layup from 2 ft (assist by L. Williams),,26,32
133,2,9:27.0,,A. Jefferson misses 2-pt jump shot from 12 ft,26,32
134,2,9:26.0,Defensive rebound by L. Nance,,26,32
135,2,9:15.0,Personal foul by A. Jefferson (drawn by T. Black),,26,32
136,2,9:15.0,T. Black makes free throw 1 of 2,,27,32
137,2,9:15.0,,M. Turner enters the game for A. Jefferson,27,32
138,2,9:15.0,,P. George enters the game for C. Miles,27,32
139,2,9:15.0,T. Black makes free throw 2 of 2,,28,32
140,2,9:01.0,,P. George misses 2-pt jump shot from 18 ft,28,32
141,2,9:00.0,,Offensive rebound by A. Brooks,28,32
142,2,8:47.0,,Personal foul by B. Ingram (drawn by P. George),28,32
143,2,8:47.0,,P. George makes free throw 1 of 2,28,33
144,2,8:47.0,,P. George makes free throw 2 of 2,28,34
145,2,8:33.0,T. Black misses 2-pt layup from 3 ft (block by M. Turner),,28,34
146,2,8:32.0,,Defensive rebound by M. Turner,28,34
147,2,8:25.0,,M. Ellis makes 3-pt jump shot from 26 ft (assist by M. Turner),28,37
148,2,8:10.0,J. Clarkson makes 2-pt jump shot from 16 ft,,30,37
149,2,7:58.0,,A. Brooks makes 2-pt jump shot from 17 ft,30,39
150,2,7:48.0,Turnover by L. Williams (lost ball; steal by L. Allen),,30,39
151,2,7:39.0,,Turnover by P. George (bad pass; steal by L. Nance),30,39
152,2,7:31.0,L. Nance makes 2-pt layup at rim,,32,39
153,2,7:16.0,,A. Brooks misses 3-pt jump shot from 27 ft,32,39
154,2,7:15.0,Defensive rebound by B. Ingram,,32,39
155,2,7:05.0,L. Williams misses 3-pt jump shot from 27 ft,,32,39
156,2,7:04.0,,Defensive rebound by M. Turner,32,39
157,2,6:55.0,,Shooting foul by B. Ingram (drawn by M. Turner),32,39
158,2,6:55.0,,M. Turner makes free throw 1 of 2,32,40
159,2,6:55.0,LA Lakers full timeout,,32,40
160,2,6:55.0,,T. Young enters the game for L. Allen,32,40
161,2,6:55.0,,J. Teague enters the game for A. Brooks,32,40
162,2,6:55.0,J. Randle enters the game for L. Nance,,32,40
163,2,6:55.0,T. Mozgov enters the game for B. Ingram,,32,40
164,2,6:55.0,D. Russell enters the game for T. Black,,32,40
165,2,6:55.0,N. Young enters the game for L. Williams,,32,40
166,2,6:55.0,,M. Turner makes free throw 2 of 2,32,41
167,2,6:43.0,J. Clarkson makes 2-pt jump shot from 16 ft,,34,41
168,2,6:25.0,,T. Young makes 3-pt jump shot from 23 ft (assist by M. Ellis),34,44
169,2,6:13.0,Shooting block foul by T. Young (drawn by J. Randle),,34,44
170,2,6:13.0,J. Randle makes free throw 1 of 2,,35,44
171,2,6:13.0,J. Randle makes free throw 2 of 2,,36,44
172,2,5:59.0,,Shooting block foul by J. Randle (drawn by M. Ellis),36,44
173,2,5:59.0,,M. Ellis makes free throw 1 of 2,36,45
174,2,5:59.0,,M. Ellis misses free throw 2 of 2,36,45
175,2,5:59.0,Defensive rebound by T. Mozgov,,36,45
176,2,5:59.0,L. Deng enters the game for J. Randle,,36,45
177,2,5:47.0,Shooting foul by M. Turner (drawn by D. Russell),,36,45
178,2,5:47.0,D. Russell makes free throw 1 of 2,,37,45
179,2,5:47.0,D. Russell makes free throw 2 of 2,,38,45
180,2,5:26.0,,M. Ellis makes 3-pt jump shot from 28 ft (assist by P. George),38,48
181,2,5:10.0,T. Mozgov misses 2-pt layup from 2 ft (block by M. Ellis),,38,48
182,2,5:10.0,Offensive rebound by Team,,38,48
183,2,5:04.0,D. Russell misses 2-pt layup from 1 ft (block by M. Turner),,38,48
184,2,5:02.0,Offensive rebound by T. Mozgov,,38,48
185,2,5:02.0,T. Mozgov makes 2-pt dunk at rim,,40,48
186,2,4:48.0,,P. George misses 2-pt jump shot from 15 ft,40,48
187,2,4:48.0,Defensive rebound by L. Deng,,40,48
188,2,4:43.0,Turnover by D. Russell (bad pass; steal by T. Young),,40,48
189,2,4:37.0,,T. Young makes 2-pt layup at rim,40,50
190,2,4:30.0,L. Deng makes 2-pt layup from 2 ft,,42,50
191,2,4:20.0,,M. Turner makes 2-pt layup from 1 ft,42,52
192,2,3:53.0,T. Mozgov misses 3-pt jump shot from 26 ft,,42,52
193,2,3:52.0,,Defensive rebound by P. George,42,52
194,2,3:38.0,,J. Teague makes 2-pt jump shot from 16 ft,42,54
195,2,3:33.0,,C. Miles enters the game for M. Ellis,42,54
196,2,3:28.0,Turnover by D. Russell (lost ball; steal by P. George),,42,54
197,2,3:19.0,,J. Teague makes 3-pt jump shot from 26 ft (assist by T. Young),42,57
198,2,2:53.0,L. Deng misses 2-pt jump shot from 7 ft (block by P. George),,42,57
199,2,2:53.0,Offensive rebound by Team,,42,57
200,2,2:53.0,Official timeout,,42,57
201,2,2:53.0,Technical foul by L. Deng,,42,57
202,2,2:53.0,J. Calderón enters the game for D. Russell,,42,57
203,2,2:53.0,L. Williams enters the game for J. Clarkson,,42,57
204,2,2:53.0,,P. George makes technical free throw,42,58
205,2,2:52.0,Turnover by Team (shot clock),,42,58
206,2,2:34.0,,P. George misses 3-pt jump shot from 27 ft,42,58
207,2,2:33.0,Defensive rebound by N. Young,,42,58
208,2,2:14.0,T. Mozgov misses 2-pt layup from 2 ft,,42,58
209,2,2:13.0,Offensive rebound by Team,,42,58
210,2,2:06.0,Personal foul by T. Young (drawn by J. Calderón),,42,58
211,2,2:06.0,J. Calderón makes free throw 1 of 2,,43,58
212,2,2:06.0,,M. Ellis enters the game for T. Young,43,58
213,2,2:06.0,J. Calderón makes free throw 2 of 2,,44,58
214,2,1:55.0,,M. Turner misses 3-pt jump shot from 28 ft,44,58
215,2,1:54.0,Defensive rebound by N. Young,,44,58
216,2,1:45.0,L. Deng makes 2-pt layup from 1 ft (assist by L. Williams),,46,58
217,2,1:25.0,,J. Teague misses 2-pt jump shot from 20 ft,46,58
218,2,1:24.0,Defensive rebound by L. Deng,,46,58
219,2,1:17.0,Turnover by L. Williams (step out of bounds),,46,58
220,2,1:03.0,,J. Teague misses 3-pt jump shot from 26 ft,46,58
221,2,1:02.0,,Offensive rebound by C. Miles,46,58
222,2,1:00.0,,C. Miles makes 2-pt jump shot from 14 ft,46,60
223,2,0:38.0,N. Young makes 3-pt jump shot from 26 ft,,49,60
224,2,0:27.0,,Shooting foul by T. Mozgov (drawn by M. Ellis),49,60
225,2,0:27.0,,M. Ellis makes free throw 1 of 2,49,61
226,2,0:27.0,,M. Ellis makes free throw 2 of 2,49,62
227,2,0:02.0,L. Williams misses 2-pt jump shot from 20 ft,,49,62
228,2,0:01.0,Offensive rebound by L. Deng,,49,62
229,2,0:00.0,L. Deng makes 2-pt layup at rim,,51,62
230,3,11:47.0,,Turnover by J. Teague (bad pass; steal by J. Randle),51,62
231,3,11:47.0,Personal foul by M. Turner (drawn by J. Randle),,51,62
232,3,11:27.0,N. Young misses 3-pt jump shot from 26 ft,,51,62
233,3,11:26.0,,Defensive rebound by J. Teague,51,62
234,3,11:14.0,,M. Ellis misses 3-pt jump shot from 27 ft,51,62
235,3,11:13.0,Defensive rebound by L. Deng,,51,62
236,3,11:05.0,N. Young makes 3-pt jump shot from 24 ft (assist by D. Russell),,54,62
237,3,10:53.0,,Shooting foul by N. Young (drawn by J. Teague),54,62
238,3,10:53.0,,J. Teague misses free throw 1 of 2,54,62
239,3,10:53.0,,Offensive rebound by Team,54,62
240,3,10:53.0,,J. Teague misses free throw 2 of 2,54,62
241,3,10:52.0,Defensive rebound by J. Randle,,54,62
242,3,10:41.0,D. Russell misses 2-pt jump shot from 6 ft,,54,62
243,3,10:41.0,,Defensive rebound by M. Turner,54,62
244,3,10:40.0,,Turnover by M. Turner (lost ball),54,62
245,3,10:29.0,L. Deng misses 3-pt jump shot from 24 ft,,54,62
246,3,10:28.0,Offensive rebound by T. Mozgov,,54,62
247,3,10:28.0,Personal foul by M. Turner (drawn by T. Mozgov),,54,62
248,3,10:23.0,D. Russell makes 2-pt jump shot from 4 ft,,56,62
249,3,10:23.0,Shooting foul by J. Teague (drawn by D. Russell),,56,62
250,3,10:23.0,D. Russell makes free throw 1 of 1,,57,62
251,3,10:11.0,,Turnover by P. George (bad pass),57,62
252,3,9:59.0,T. Mozgov makes 2-pt dunk from 2 ft (assist by D. Russell),,59,62
253,3,9:48.0,,J. Teague misses 2-pt layup from 2 ft,59,62
254,3,9:46.0,,Offensive rebound by T. Young,59,62
255,3,9:44.0,,T. Young makes 2-pt layup from 3 ft,59,64
256,3,9:41.0,LA Lakers full timeout,,59,64
257,3,9:41.0,L. Nance enters the game for T. Mozgov,,59,64
258,3,9:27.0,N. Young misses 2-pt jump shot from 19 ft,,59,64
259,3,9:25.0,Offensive rebound by L. Nance,,59,64
260,3,9:25.0,L. Nance misses 2-pt layup from 1 ft,,59,64
261,3,9:25.0,,Defensive rebound by M. Turner,59,64
262,3,9:13.0,,J. Teague misses 3-pt jump shot from 25 ft,59,64
263,3,9:13.0,Defensive rebound by L. Deng,,59,64
264,3,9:06.0,Turnover by J. Randle (traveling),,59,64
265,3,8:42.0,,J. Teague misses 3-pt jump shot from 27 ft,59,64
266,3,8:41.0,Defensive rebound by N. Young,,59,64
267,3,8:24.0,L. Deng makes 2-pt jump shot from 3 ft,,61,64
268,3,8:13.0,,Turnover by P. George (traveling),61,64
269,3,8:01.0,D. Russell makes 2-pt jump shot from 21 ft,,63,64
270,3,7:52.0,,P. George makes 2-pt layup from 2 ft,63,66
271,3,7:52.0,,Shooting block foul by L. Nance (drawn by P. George),63,66
272,3,7:52.0,,P. George makes free throw 1 of 1,63,67
273,3,7:43.0,D. Russell misses 3-pt jump shot from 28 ft,,63,67
274,3,7:42.0,,Defensive rebound by P. George,63,67
275,3,7:33.0,,Offensive foul by P. George (drawn by D. Russell),63,67
276,3,7:33.0,,Turnover by P. George (offensive foul),63,67
277,3,7:27.0,Turnover by L. Nance (bad pass; steal by P. George),,63,67
278,3,7:26.0,,Personal foul by L. Deng (drawn by P. George),63,67
279,3,7:20.0,,Turnover by P. George (traveling),63,67
280,3,7:05.0,Shooting foul by M. Ellis (drawn by D. Russell),,63,67
281,3,7:05.0,D. Russell makes free throw 1 of 2,,64,67
282,3,7:05.0,D. Russell makes free throw 2 of 2,,65,67
283,3,6:50.0,,M. Turner misses 2-pt jump shot from 18 ft,65,67
284,3,6:49.0,Defensive rebound by N. Young,,65,67
285,3,6:38.0,D. Russell misses 3-pt jump shot from 27 ft,,65,67
286,3,6:37.0,,Defensive rebound by M. Turner,65,67
287,3,6:31.0,,Turnover by J. Teague (lost ball; steal by L. Nance),65,67
288,3,6:29.0,Turnover by L. Nance (bad pass; steal by J. Teague),,65,67
289,3,6:22.0,,T. Young misses 3-pt jump shot from 24 ft,65,67
290,3,6:22.0,,Offensive rebound by J. Teague,65,67
291,3,6:19.0,,J. Teague makes 2-pt jump shot from 8 ft,65,69
292,3,6:07.0,Personal foul by M. Turner (drawn by L. Nance),,65,69
293,3,6:07.0,L. Nance makes free throw 1 of 2,,66,69
294,3,6:07.0,,A. Jefferson enters the game for M. Turner,66,69
295,3,6:07.0,L. Nance makes free throw 2 of 2,,67,69
296,3,5:56.0,Loose ball foul by L. Nance (drawn by A. Jefferson),,67,69
297,3,5:45.0,,M. Ellis misses 2-pt layup from 1 ft,67,69
298,3,5:44.0,Defensive rebound by J. Randle,,67,69
299,3,5:34.0,J. Randle misses 2-pt layup from 2 ft,,67,69
300,3,5:34.0,,Defensive rebound by T. Young,67,69
301,3,5:26.0,,M. Ellis makes 2-pt layup from 1 ft,67,71
302,3,5:07.0,L. Deng misses 2-pt layup from 2 ft,,67,71
303,3,5:07.0,,Defensive rebound by T. Young,67,71
304,3,5:00.0,,C. Miles enters the game for M. Ellis,67,71
305,3,5:00.0,B. Ingram enters the game for L. Deng,,67,71
306,3,5:00.0,J. Clarkson enters the game for N. Young,,67,71
307,3,4:55.0,,P. George makes 2-pt dunk at rim (assist by T. Young),67,73
308,3,4:41.0,Shooting foul by P. George (drawn by L. Nance),,67,73
309,3,4:41.0,L. Nance misses free throw 1 of 2,,67,73
310,3,4:41.0,Offensive rebound by Team,,67,73
311,3,4:41.0,L. Williams enters the game for D. Russell,,67,73
312,3,4:41.0,L. Nance makes free throw 2 of 2,,68,73
313,3,4:28.0,,P. George misses 2-pt jump shot from 20 ft,68,73
314,3,4:28.0,Defensive rebound by J. Randle,,68,73
315,3,4:14.0,L. Nance misses 2-pt jump shot from 19 ft,,68,73
316,3,4:13.0,,Defensive rebound by A. Jefferson,68,73
317,3,3:59.0,,J. Teague misses 2-pt layup from 1 ft (block by L. Nance),68,73
318,3,3:59.0,,Offensive rebound by Team,68,73
319,3,3:59.0,T. Mozgov enters the game for J. Randle,,68,73
320,3,3:53.0,,J. Teague misses 2-pt jump shot from 6 ft,68,73
321,3,3:53.0,,Offensive rebound by P. George,68,73
322,3,3:48.0,,Turnover by Team (shot clock),68,73
323,3,3:35.0,Turnover by L. Nance (offensive foul),,68,73
324,3,3:35.0,,Offensive charge foul by L. Nance (drawn by T. Young),68,73
325,3,3:23.0,,C. Miles makes 2-pt jump shot from 20 ft (assist by J. Teague),68,75
326,3,3:11.0,J. Clarkson makes 2-pt jump shot from 20 ft,,70,75
327,3,3:11.0,Shooting foul by J. Teague (drawn by J. Clarkson),,70,75
328,3,3:11.0,,Indiana full timeout,70,75
329,3,3:11.0,,L. Allen enters the game for T. Young,70,75
330,3,3:11.0,T. Black enters the game for L. Nance,,70,75
331,3,3:11.0,J. Clarkson makes free throw 1 of 1,,71,75
332,3,2:53.0,,A. Jefferson misses 2-pt jump shot from 17 ft,71,75
333,3,2:53.0,Defensive rebound by T. Black,,71,75
334,3,2:36.0,Shooting foul by L. Allen (drawn by T. Mozgov),,71,75
335,3,2:36.0,M. World Peace makes free throw 1 of 2,,72,75
336,3,2:36.0,M. World Peace enters the game for T. Mozgov,,71,75
337,3,2:36.0,,M. Ellis enters the game for P. George,72,75
338,3,2:36.0,,A. Brooks enters the game for J. Teague,72,75
339,3,2:36.0,M. World Peace makes free throw 2 of 2,,73,75
340,3,2:23.0,,A. Brooks misses 2-pt jump shot from 18 ft,73,75
341,3,2:23.0,Defensive rebound by T. Black,,73,75
342,3,2:09.0,Shooting block foul by A. Jefferson (drawn by M. World Peace),,73,75
343,3,2:09.0,M. World Peace misses free throw 1 of 2,,73,75
344,3,2:09.0,Offensive rebound by Team,,73,75
345,3,2:09.0,M. World Peace misses free throw 2 of 2,,73,75
346,3,2:09.0,,Defensive rebound by A. Jefferson,73,75
347,3,1:52.0,,M. Ellis makes 2-pt jump shot from 17 ft,73,77
348,3,1:36.0,Offensive foul by T. Black (drawn by C. Miles),,73,77
349,3,1:36.0,Turnover by T. Black (offensive foul),,73,77
350,3,1:18.0,,M. Ellis makes 2-pt jump shot from 19 ft,73,79
351,3,1:06.0,Shooting foul by A. Jefferson (drawn by T. Black),,73,79
352,3,1:06.0,T. Black makes free throw 1 of 2,,74,79
353,3,1:06.0,,K. Séraphin enters the game for A. Jefferson,74,79
354,3,1:06.0,T. Black makes free throw 2 of 2,,75,79
355,3,0:56.0,,M. Ellis misses 2-pt jump shot from 19 ft,75,79
356,3,0:56.0,,Offensive rebound by L. Allen,75,79
357,3,0:52.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by L. Allen),75,82
358,3,0:35.0,L. Williams makes 2-pt jump shot from 19 ft (assist by T. Black),,77,82
359,3,0:16.0,,M. Ellis misses 2-pt layup at rim,77,82
360,3,0:15.0,,Offensive rebound by L. Allen,77,82
361,3,0:15.0,,L. Allen makes 2-pt layup at rim,77,84
362,3,0:02.0,J. Clarkson makes 2-pt jump shot from 13 ft,,79,84
363,3,0:00.0,,M. Ellis misses 3-pt jump shot from 50 ft,79,84
364,3,0:00.0,,Offensive rebound by Team,79,84
365,4,11:47.0,J. Clarkson misses 2-pt jump shot from 9 ft,,79,84
366,4,11:47.0,Offensive rebound by L. Nance,,79,84
367,4,11:46.0,L. Nance misses 2-pt layup from 2 ft (block by A. Brooks),,79,84
368,4,11:46.0,Offensive rebound by Team,,79,84
369,4,11:34.0,Turnover by L. Williams (bad pass; steal by C. Miles),,79,84
370,4,11:28.0,,Turnover by C. Miles (lost ball; steal by L. Nance),79,84
371,4,11:17.0,J. Clarkson makes 2-pt layup from 1 ft,,81,84
372,4,11:00.0,,M. Ellis misses 2-pt jump shot from 17 ft,81,84
373,4,10:59.0,Defensive rebound by T. Black,,81,84
374,4,10:49.0,J. Clarkson misses 2-pt jump shot from 6 ft (block by C. Miles),,81,84
375,4,10:47.0,,Defensive rebound by K. Séraphin,81,84
376,4,10:38.0,,C. Miles misses 3-pt jump shot from 27 ft,81,84
377,4,10:37.0,,Offensive rebound by K. Séraphin,81,84
378,4,10:34.0,,K. Séraphin makes 2-pt hook shot from 10 ft,81,86
379,4,10:14.0,T. Black makes 2-pt dunk at rim (assist by L. Nance),,83,86
380,4,9:55.0,,L. Allen makes 2-pt hook shot from 5 ft (assist by M. Ellis),83,88
381,4,9:42.0,L. Nance makes 2-pt jump shot from 18 ft (assist by J. Calderón),,85,88
382,4,9:24.0,,M. Ellis makes 2-pt layup from 2 ft,85,90
383,4,9:13.0,L. Williams makes 2-pt layup from 1 ft,,87,90
384,4,8:53.0,,Shooting foul by J. Calderón (drawn by A. Brooks),87,90
385,4,8:53.0,Official timeout,,87,90
386,4,8:53.0,,A. Brooks misses free throw 1 of 2,87,90
387,4,8:53.0,,Offensive rebound by Team,87,90
388,4,8:53.0,,P. George enters the game for M. Ellis,87,90
389,4,8:53.0,,A. Brooks makes free throw 2 of 2,87,91
390,4,8:37.0,J. Calderón makes 2-pt jump shot from 15 ft,,89,91
391,4,8:18.0,,C. Miles misses 2-pt jump shot from 10 ft,89,91
392,4,8:18.0,Defensive rebound by T. Black,,89,91
393,4,8:06.0,J. Clarkson misses 2-pt jump shot from 13 ft,,89,91
394,4,8:06.0,,Defensive rebound by C. Miles,89,91
395,4,7:54.0,,Turnover by K. Séraphin (bad pass; steal by L. Nance),89,91
396,4,7:48.0,L. Williams misses 3-pt jump shot from 26 ft,,89,91
397,4,7:47.0,Offensive rebound by T. Black,,89,91
398,4,7:41.0,J. Calderón misses 3-pt jump shot from 24 ft,,89,91
