,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DETROIT_ACTION,SACRAMENTO_SCORE,DETROIT_SCORE
46,1,4:55.0,,R. Jackson makes 2-pt jump shot from 9 ft,18,22
47,1,4:35.0,D. Cousins misses 3-pt jump shot from 27 ft,,18,22
48,1,4:35.0,,Defensive rebound by K. Caldwell-Pope,18,22
49,1,4:24.0,,A. Drummond misses 2-pt layup from 1 ft,18,22
50,1,4:24.0,Defensive rebound by D. Cousins,,18,22
51,1,4:14.0,G. Temple makes 2-pt layup at rim (assist by D. Cousins),,20,22
52,1,3:54.0,,K. Caldwell-Pope misses 2-pt jump shot from 9 ft,20,22
53,1,3:53.0,Defensive rebound by D. Cousins,,20,22
54,1,3:36.0,Shooting foul by J. Leuer (drawn by A. Tolliver),,20,22
55,1,3:36.0,A. Tolliver misses free throw 1 of 2,,20,22
56,1,3:36.0,Offensive rebound by Team,,20,22
57,1,3:36.0,,T. Harris enters the game for M. Morris,20,22
58,1,3:36.0,M. Barnes enters the game for A. Afflalo,,20,22
59,1,3:36.0,T. Lawson enters the game for D. Collison,,20,22
60,1,3:36.0,A. Tolliver makes free throw 2 of 2,,21,22
61,1,3:22.0,,R. Jackson makes 3-pt jump shot from 26 ft,21,25
62,1,3:05.0,M. Barnes makes 2-pt jump shot from 15 ft,,23,25
63,1,2:51.0,,Turnover by R. Jackson (bad pass; steal by G. Temple),23,25
64,1,2:49.0,G. Temple misses 2-pt layup from 3 ft (block by K. Caldwell-Pope),,23,25
65,1,2:49.0,Offensive rebound by M. Barnes,,23,25
66,1,2:48.0,M. Barnes misses 2-pt layup from 1 ft,,23,25
67,1,2:46.0,,Defensive rebound by K. Caldwell-Pope,23,25
68,1,2:42.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,23,25
69,1,2:41.0,,Offensive rebound by T. Harris,23,25
70,1,2:40.0,,T. Harris makes 2-pt layup at rim,23,27
71,1,2:22.0,D. Cousins misses 2-pt jump shot from 5 ft,,23,27
72,1,2:22.0,,Defensive rebound by A. Drummond,23,27
73,1,2:12.0,,J. Leuer makes 2-pt jump shot from 11 ft,23,29
74,1,1:50.0,Turnover by D. Cousins (bad pass; steal by K. Caldwell-Pope),,23,29
75,1,1:36.0,,R. Jackson makes 2-pt jump shot from 17 ft (assist by K. Caldwell-Pope),23,31
76,1,1:08.0,D. Cousins makes 2-pt layup from 1 ft,,25,31
77,1,0:49.0,,J. Leuer makes 2-pt jump shot from 16 ft (assist by A. Drummond),25,33
78,1,0:30.0,D. Cousins misses 2-pt layup from 1 ft,,25,33
79,1,0:30.0,,Defensive rebound by A. Drummond,25,33
80,1,0:21.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by R. Jackson),25,36
81,1,0:08.0,T. Lawson makes 2-pt layup at rim,,27,36
82,1,0:08.0,Shooting foul by R. Jackson (drawn by T. Lawson),,27,36
83,1,0:08.0,W. Cauley-Stein enters the game for D. Cousins,,27,36
84,1,0:08.0,T. Lawson makes free throw 1 of 1,,28,36
85,1,0:02.0,,R. Jackson misses 2-pt layup at rim,28,36
86,1,0:01.0,,Offensive rebound by A. Drummond,28,36
87,1,0:00.0,,A. Drummond makes 2-pt dunk at rim,28,38
88,1,0:00.0,,Shooting foul by M. Barnes (drawn by A. Drummond),28,38
89,1,0:00.0,,A. Drummond misses free throw 1 of 1,28,38
90,1,0:00.0,Defensive rebound by W. Cauley-Stein,,28,38
91,2,11:49.0,A. Tolliver misses 2-pt jump shot from 22 ft,,28,38
92,2,11:49.0,Offensive rebound by Team,,28,38
93,2,11:49.0,Sacramento full timeout,,28,38
94,2,11:32.0,M. Barnes makes 2-pt jump shot from 7 ft (assist by T. Lawson),,30,38
95,2,11:32.0,Shooting foul by S. Johnson (drawn by M. Barnes),,30,38
96,2,11:32.0,M. Barnes makes free throw 1 of 1,,31,38
97,2,11:15.0,,S. Johnson makes 2-pt layup at rim (assist by R. Bullock),31,40
98,2,11:05.0,W. Cauley-Stein misses 2-pt jump shot from 5 ft,,31,40
99,2,11:04.0,Offensive rebound by T. Lawson,,31,40
100,2,11:01.0,W. Cauley-Stein makes 2-pt layup at rim (assist by T. Lawson),,33,40
101,2,10:36.0,,A. Baynes makes 2-pt jump shot from 7 ft (assist by I. Smith),33,42
102,2,10:22.0,M. Richardson makes 2-pt layup from 1 ft (assist by T. Lawson),,35,42
103,2,10:07.0,,R. Bullock makes 2-pt layup from 1 ft (assist by T. Harris),35,44
104,2,10:01.0,T. Lawson makes 2-pt layup at rim,,37,44
105,2,10:01.0,Shooting foul by I. Smith (drawn by T. Lawson),,37,44
106,2,10:01.0,T. Lawson makes free throw 1 of 1,,38,44
107,2,9:50.0,,R. Bullock misses 3-pt jump shot from 24 ft,38,44
108,2,9:50.0,Defensive rebound by T. Lawson,,38,44
109,2,9:41.0,T. Lawson makes 2-pt jump shot from 6 ft,,40,44
110,2,9:26.0,,Turnover by A. Baynes (bad pass; steal by T. Lawson),40,44
111,2,9:23.0,T. Lawson makes 2-pt layup from 1 ft,,42,44
112,2,9:23.0,,Violation by A. Baynes (def goaltending),42,44
113,2,9:07.0,,T. Harris misses 2-pt jump shot from 12 ft,42,44
114,2,9:06.0,Defensive rebound by A. Tolliver,,42,44
115,2,8:54.0,M. Barnes makes 2-pt layup from 1 ft (assist by T. Lawson),,44,44
116,2,8:54.0,,Detroit full timeout,44,44
117,2,8:54.0,,M. Morris enters the game for S. Johnson,44,44
118,2,8:45.0,,Offensive foul by A. Baynes (drawn by M. Richardson),44,44
119,2,8:45.0,,Turnover by A. Baynes (offensive foul),44,44
120,2,8:27.0,M. Richardson misses 2-pt jump shot from 6 ft,,44,44
121,2,8:27.0,Offensive rebound by W. Cauley-Stein,,44,44
122,2,8:26.0,W. Cauley-Stein makes 2-pt layup at rim,,46,44
123,2,8:06.0,,T. Harris makes 2-pt dunk at rim,46,46
124,2,7:41.0,M. Barnes misses 2-pt jump shot from 5 ft,,46,46
125,2,7:41.0,Offensive rebound by W. Cauley-Stein,,46,46
126,2,7:38.0,W. Cauley-Stein makes 2-pt layup at rim,,48,46
127,2,7:27.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by A. Baynes),48,49
128,2,7:08.0,T. Lawson misses 3-pt jump shot from 25 ft,,48,49
129,2,7:07.0,,Defensive rebound by I. Smith,48,49
130,2,6:51.0,,M. Morris makes 2-pt jump shot from 14 ft,48,51
131,2,6:36.0,M. Barnes misses 3-pt jump shot from 27 ft,,48,51
132,2,6:35.0,,Defensive rebound by R. Bullock,48,51
133,2,6:29.0,,T. Harris misses 3-pt jump shot from 27 ft,48,51
134,2,6:29.0,Defensive rebound by Team,,48,51
135,2,6:29.0,,Loose ball foul by A. Baynes (drawn by W. Cauley-Stein),48,51
136,2,6:16.0,Turnover by M. Barnes (bad pass; steal by I. Smith),,48,51
137,2,6:12.0,,R. Bullock makes 2-pt layup at rim (assist by I. Smith),48,53
138,2,6:04.0,Sacramento full timeout,,48,53
139,2,6:04.0,,A. Drummond enters the game for T. Harris,48,53
140,2,6:04.0,,J. Leuer enters the game for A. Baynes,48,53
141,2,6:03.0,A. Afflalo enters the game for A. Tolliver,,48,53
142,2,5:44.0,T. Lawson misses 2-pt jump shot from 17 ft,,48,53
143,2,5:43.0,,Defensive rebound by J. Leuer,48,53
144,2,5:32.0,,Turnover by A. Drummond (lost ball; steal by M. Barnes),48,53
145,2,5:26.0,M. Barnes misses 2-pt layup at rim,,48,53
146,2,5:25.0,,Defensive rebound by I. Smith,48,53
147,2,5:20.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by J. Leuer),48,55
148,2,5:09.0,Shooting foul by J. Leuer (drawn by T. Lawson),,48,55
149,2,5:09.0,,Violation by Team (jump ball),48,55
150,2,5:09.0,T. Lawson makes free throw 1 of 2,,49,55
151,2,5:09.0,D. Cousins enters the game for M. Richardson,,49,55
152,2,5:09.0,G. Temple enters the game for M. Barnes,,49,55
153,2,5:09.0,,K. Caldwell-Pope enters the game for R. Bullock,49,55
154,2,5:09.0,,R. Jackson enters the game for I. Smith,49,55
155,2,5:09.0,T. Lawson makes free throw 2 of 2,,50,55
156,2,4:57.0,,A. Drummond misses 2-pt layup from 1 ft,50,55
157,2,4:56.0,Defensive rebound by D. Cousins,,50,55
158,2,4:44.0,D. Cousins makes 2-pt dunk at rim (assist by G. Temple),,52,55
159,2,4:24.0,,A. Drummond misses 2-pt hook shot from 9 ft,52,55
160,2,4:24.0,Defensive rebound by Team,,52,55
161,2,4:24.0,D. Collison enters the game for T. Lawson,,52,55
162,2,4:12.0,W. Cauley-Stein makes 2-pt dunk at rim,,54,55
163,2,4:12.0,,Detroit full timeout,54,55
164,2,4:12.0,,A. Baynes enters the game for A. Drummond,54,55
165,2,3:54.0,,J. Leuer misses 3-pt jump shot from 26 ft,54,55
166,2,3:54.0,Defensive rebound by D. Collison,,54,55
167,2,3:44.0,D. Cousins misses 2-pt jump shot from 5 ft,,54,55
168,2,3:44.0,Offensive rebound by W. Cauley-Stein,,54,55
169,2,3:38.0,A. Afflalo misses 3-pt jump shot from 26 ft,,54,55
170,2,3:37.0,,Defensive rebound by J. Leuer,54,55
171,2,3:31.0,Offensive charge foul by J. Leuer (drawn by D. Cousins),,54,55
172,2,3:31.0,,Turnover by J. Leuer (offensive foul),54,55
173,2,3:31.0,,A. Drummond enters the game for J. Leuer,54,55
174,2,3:09.0,D. Cousins misses 2-pt jump shot from 14 ft,,54,55
175,2,3:09.0,,Defensive rebound by M. Morris,54,55
176,2,2:56.0,,A. Drummond makes 2-pt hook shot from 7 ft,54,57
177,2,2:34.0,Shooting foul by A. Drummond (drawn by W. Cauley-Stein),,54,57
178,2,2:34.0,Official timeout,,54,57
179,2,2:34.0,W. Cauley-Stein makes free throw 1 of 2,,55,57
180,2,2:34.0,W. Cauley-Stein makes free throw 2 of 2,,56,57
181,2,2:14.0,,M. Morris misses 3-pt jump shot from 27 ft,56,57
182,2,2:12.0,,Offensive rebound by A. Baynes,56,57
183,2,2:01.0,,A. Baynes misses 2-pt jump shot from 19 ft,56,57
184,2,2:00.0,Defensive rebound by D. Cousins,,56,57
185,2,1:40.0,D. Cousins misses 2-pt layup from 1 ft,,56,57
186,2,1:39.0,Offensive rebound by D. Cousins,,56,57
187,2,1:38.0,Shooting foul by A. Baynes (drawn by D. Cousins),,56,57
188,2,1:38.0,D. Cousins makes free throw 1 of 2,,57,57
189,2,1:38.0,,T. Harris enters the game for A. Baynes,57,57
190,2,1:38.0,A. Tolliver enters the game for W. Cauley-Stein,,57,57
191,2,1:38.0,D. Cousins makes free throw 2 of 2,,58,57
192,2,1:13.0,,R. Jackson misses 3-pt jump shot from 26 ft,58,57
193,2,1:13.0,Defensive rebound by D. Cousins,,58,57
194,2,1:02.0,D. Cousins makes 2-pt layup from 1 ft,,60,57
195,2,0:56.0,,Turnover by R. Jackson (lost ball; steal by D. Cousins),60,57
196,2,0:50.0,D. Cousins misses 2-pt layup at rim,,60,57
197,2,0:49.0,,Defensive rebound by A. Drummond,60,57
198,2,0:43.0,,R. Jackson makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),60,60
199,2,0:32.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by D. Collison),,63,60
200,2,0:18.0,,T. Harris makes 2-pt jump shot from 8 ft (assist by R. Jackson),63,62
201,2,0:05.0,Shooting foul by R. Jackson (drawn by D. Collison),,63,62
202,2,0:05.0,D. Collison makes free throw 1 of 2,,64,62
203,2,0:05.0,T. Lawson enters the game for A. Tolliver,,64,62
204,2,0:05.0,W. Cauley-Stein enters the game for D. Cousins,,64,62
205,2,0:05.0,D. Collison makes free throw 2 of 2,,65,62
206,2,0:02.0,,Personal take foul by T. Lawson (drawn by R. Jackson),65,62
207,2,0:01.0,,A. Drummond misses 3-pt jump shot from 26 ft,65,62
208,2,0:00.0,,Offensive rebound by Team,65,62
209,3,11:43.0,A. Afflalo misses 2-pt jump shot from 17 ft,,65,62
210,3,11:39.0,,Defensive rebound by A. Drummond,65,62
211,3,11:33.0,,J. Leuer misses 2-pt jump shot from 20 ft,65,62
212,3,11:29.0,,Offensive rebound by A. Drummond,65,62
213,3,11:13.0,,J. Leuer misses 2-pt layup from 1 ft (block by D. Cousins),65,62
214,3,11:12.0,Defensive rebound by D. Cousins,,65,62
215,3,11:09.0,Personal foul by R. Jackson (drawn by D. Collison),,65,62
216,3,10:58.0,Shooting foul by J. Leuer (drawn by D. Cousins),,65,62
217,3,10:58.0,D. Cousins misses free throw 1 of 2,,65,62
218,3,10:58.0,Offensive rebound by Team,,65,62
219,3,10:58.0,D. Cousins misses free throw 2 of 2,,65,62
220,3,10:58.0,,T. Harris enters the game for J. Leuer,65,62
221,3,10:54.0,,Defensive rebound by T. Harris,65,62
222,3,10:44.0,,Shooting foul by G. Temple (drawn by K. Caldwell-Pope),65,62
223,3,10:44.0,,K. Caldwell-Pope misses free throw 1 of 3,65,62
224,3,10:44.0,,Offensive rebound by Team,65,62
225,3,10:44.0,,K. Caldwell-Pope makes free throw 2 of 3,65,63
226,3,10:44.0,,K. Caldwell-Pope makes free throw 3 of 3,65,64
227,3,10:36.0,Shooting foul by T. Harris (drawn by D. Cousins),,65,64
228,3,10:36.0,D. Cousins misses free throw 1 of 2,,65,64
229,3,10:36.0,Offensive rebound by Team,,65,64
230,3,10:36.0,D. Cousins makes free throw 2 of 2,,66,64
231,3,10:20.0,,R. Jackson misses 2-pt jump shot from 18 ft,66,64
232,3,10:16.0,,Offensive rebound by R. Jackson,66,64
233,3,10:09.0,,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,66,64
234,3,10:07.0,,Offensive rebound by Team,66,64
235,3,10:07.0,Loose ball foul by G. Temple (drawn by M. Morris),,66,64
236,3,10:06.0,,M. Morris misses 3-pt jump shot from 27 ft,66,64
237,3,10:04.0,Defensive rebound by D. Collison,,66,64
238,3,9:44.0,G. Temple makes 3-pt jump shot from 25 ft (assist by D. Collison),,69,64
239,3,9:32.0,,T. Harris misses 2-pt jump shot from 5 ft,69,64
240,3,9:30.0,Defensive rebound by A. Afflalo,,69,64
241,3,9:16.0,Turnover by D. Collison (bad pass),,69,64
242,3,9:07.0,,Shooting foul by K. Koufos (drawn by R. Jackson),69,64
243,3,9:07.0,,R. Jackson makes free throw 1 of 2,69,65
244,3,9:07.0,,R. Jackson makes free throw 2 of 2,69,66
245,3,8:49.0,D. Cousins makes 2-pt hook shot from 5 ft (assist by A. Afflalo),,71,66
246,3,8:45.0,,Detroit full timeout,71,66
247,3,8:24.0,,M. Morris misses 2-pt jump shot from 19 ft,71,66
248,3,8:24.0,,Offensive rebound by Team,71,66
249,3,8:23.0,,Turnover by R. Jackson (lost ball),71,66
250,3,7:59.0,D. Cousins makes 2-pt jump shot from 8 ft,,73,66
251,3,7:45.0,,T. Harris misses 3-pt jump shot from 26 ft,73,66
252,3,7:45.0,Defensive rebound by D. Cousins,,73,66
253,3,7:27.0,A. Afflalo misses 3-pt jump shot from 26 ft,,73,66
254,3,7:26.0,,Defensive rebound by K. Caldwell-Pope,73,66
255,3,7:11.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by R. Jackson),73,69
256,3,6:45.0,G. Temple makes 2-pt layup from 1 ft (assist by D. Cousins),,75,69
257,3,6:32.0,,M. Morris makes 2-pt jump shot from 15 ft (assist by R. Jackson),75,71
258,3,6:13.0,D. Collison makes 3-pt jump shot from 24 ft (assist by D. Cousins),,78,71
259,3,5:57.0,,Shooting foul by K. Koufos (drawn by A. Drummond),78,71
260,3,5:57.0,,A. Drummond makes free throw 1 of 2,78,72
261,3,5:57.0,,A. Drummond makes free throw 2 of 2,78,73
262,3,5:45.0,K. Koufos misses 2-pt hook shot from 6 ft,,78,73
263,3,5:45.0,Offensive rebound by D. Cousins,,78,73
264,3,5:44.0,D. Cousins misses 2-pt layup from 1 ft,,78,73
265,3,5:43.0,,Defensive rebound by M. Morris,78,73
266,3,5:37.0,,T. Harris makes 2-pt dunk at rim (assist by M. Morris),78,75
267,3,5:28.0,Sacramento full timeout,,78,75
268,3,5:28.0,A. Tolliver enters the game for K. Koufos,,78,75
269,3,5:14.0,D. Cousins misses 2-pt hook shot from 4 ft,,78,75
270,3,5:14.0,,Defensive rebound by A. Drummond,78,75
271,3,5:14.0,Loose ball foul by D. Cousins (drawn by A. Drummond),,78,75
272,3,5:14.0,,A. Drummond misses free throw 1 of 2,78,75
273,3,5:14.0,,Offensive rebound by Team,78,75
274,3,5:14.0,,A. Drummond misses free throw 2 of 2,78,75
275,3,5:13.0,Defensive rebound by D. Cousins,,78,75
276,3,4:56.0,A. Afflalo misses 3-pt jump shot from 27 ft,,78,75
277,3,4:55.0,,Defensive rebound by T. Harris,78,75
278,3,4:45.0,,Turnover by T. Harris (bad pass; steal by A. Tolliver),78,75
279,3,4:34.0,A. Afflalo misses 2-pt jump shot from 5 ft,,78,75
280,3,4:33.0,,Defensive rebound by M. Morris,78,75
281,3,4:28.0,,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,78,75
282,3,4:27.0,Defensive rebound by A. Afflalo,,78,75
283,3,4:15.0,D. Collison makes 2-pt layup from 1 ft (assist by D. Cousins),,80,75
284,3,4:00.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,80,75
285,3,4:00.0,Defensive rebound by D. Cousins,,80,75
286,3,3:56.0,Personal foul by R. Jackson (drawn by D. Cousins),,80,75
287,3,3:56.0,,I. Smith enters the game for R. Jackson,80,75
288,3,3:56.0,W. Cauley-Stein enters the game for D. Cousins,,80,75
289,3,3:46.0,D. Collison makes 2-pt jump shot from 16 ft (assist by A. Afflalo),,82,75
290,3,3:26.0,,Turnover by I. Smith (bad pass; steal by W. Cauley-Stein),82,75
291,3,3:18.0,Turnover by D. Collison (lost ball; steal by K. Caldwell-Pope),,82,75
292,3,3:13.0,,T. Harris makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),82,77
293,3,3:04.0,Shooting foul by A. Drummond (drawn by G. Temple),,82,77
294,3,3:04.0,G. Temple makes free throw 1 of 2,,83,77
295,3,3:04.0,,A. Baynes enters the game for A. Drummond,83,77
296,3,3:04.0,M. Barnes enters the game for A. Afflalo,,83,77
297,3,3:04.0,T. Lawson enters the game for D. Collison,,83,77
298,3,3:04.0,G. Temple makes free throw 2 of 2,,84,77
299,3,2:52.0,,M. Morris misses 2-pt jump shot from 19 ft,84,77
300,3,2:52.0,Defensive rebound by M. Barnes,,84,77
301,3,2:39.0,Turnover by G. Temple (bad pass; steal by A. Baynes),,84,77
302,3,2:32.0,,I. Smith makes 2-pt layup from 1 ft,84,79
303,3,2:14.0,,Offensive charge foul by M. Barnes (drawn by M. Morris),84,79
304,3,2:14.0,Turnover by M. Barnes (offensive foul),,84,79
305,3,2:14.0,,R. Bullock enters the game for K. Caldwell-Pope,84,79
306,3,2:07.0,,Personal foul by A. Tolliver (drawn by M. Morris),84,79
307,3,2:07.0,,M. Morris makes free throw 1 of 2,84,80
308,3,2:07.0,,M. Morris makes free throw 2 of 2,84,81
309,3,1:41.0,W. Cauley-Stein misses 2-pt jump shot from 15 ft,,84,81
310,3,1:40.0,Offensive rebound by A. Tolliver,,84,81
311,3,1:37.0,A. Tolliver makes 2-pt layup at rim,,86,81
312,3,1:16.0,,M. Morris misses 2-pt jump shot from 3 ft (block by W. Cauley-Stein),86,81
313,3,1:14.0,Defensive rebound by W. Cauley-Stein,,86,81
314,3,1:09.0,A. Tolliver misses 3-pt jump shot from 26 ft,,86,81
315,3,1:08.0,,Defensive rebound by R. Bullock,86,81
316,3,1:00.0,,I. Smith misses 2-pt layup from 1 ft,86,81
317,3,1:00.0,Defensive rebound by G. Temple,,86,81
318,3,0:55.0,T. Lawson makes 2-pt jump shot from 14 ft,,88,81
319,3,0:39.0,,R. Bullock misses 3-pt jump shot from 27 ft,88,81
320,3,0:39.0,Defensive rebound by M. Barnes,,88,81
321,3,0:26.0,T. Lawson misses 2-pt jump shot from 16 ft,,88,81
322,3,0:25.0,,Defensive rebound by R. Bullock,88,81
323,3,0:01.0,,Turnover by Team (shot clock),88,81
324,3,0:00.0,M. Barnes misses 3-pt jump shot from 54 ft,,88,81
325,3,0:00.0,Offensive rebound by Team,,88,81
326,4,11:46.0,,R. Bullock misses 3-pt jump shot from 26 ft,88,81
327,4,11:44.0,Defensive rebound by M. Barnes,,88,81
328,4,11:29.0,M. Richardson misses 2-pt jump shot from 10 ft,,88,81
329,4,11:26.0,Offensive rebound by T. Lawson,,88,81
330,4,11:23.0,T. Lawson makes 2-pt layup at rim,,90,81
331,4,10:54.0,,J. Leuer misses 2-pt jump shot from 17 ft,90,81
332,4,10:53.0,Defensive rebound by M. Barnes,,90,81
333,4,10:34.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by T. Lawson),,92,81
334,4,10:18.0,,A. Baynes makes 2-pt jump shot from 13 ft (assist by I. Smith),92,83
335,4,9:59.0,W. Cauley-Stein misses 2-pt hook shot from 9 ft,,92,83
336,4,9:59.0,,Defensive rebound by R. Bullock,92,83
337,4,9:53.0,,Turnover by I. Smith (lost ball; steal by M. Richardson),92,83
338,4,9:44.0,Shooting foul by T. Harris (drawn by M. Richardson),,92,83
339,4,9:44.0,M. Richardson makes free throw 1 of 2,,93,83
340,4,9:44.0,M. Richardson misses free throw 2 of 2,,93,83
341,4,9:44.0,,A. Drummond enters the game for A. Baynes,93,83
342,4,9:44.0,,K. Caldwell-Pope enters the game for I. Smith,93,83
343,4,9:44.0,,R. Jackson enters the game for R. Bullock,93,83
344,4,9:43.0,,Defensive rebound by A. Drummond,93,83
345,4,9:17.0,,T. Harris makes 2-pt jump shot from 15 ft (assist by R. Jackson),93,85
346,4,9:01.0,M. Barnes makes 3-pt jump shot from 26 ft (assist by T. Lawson),,96,85
347,4,8:39.0,,R. Jackson makes 3-pt jump shot from 26 ft,96,88
348,4,8:22.0,T. Lawson misses 2-pt jump shot from 18 ft,,96,88
349,4,8:22.0,,Defensive rebound by R. Jackson,96,88
350,4,8:18.0,,Personal foul by T. Lawson (drawn by R. Jackson),96,88
351,4,8:18.0,Official timeout,,96,88
352,4,8:18.0,,M. Morris enters the game for T. Harris,96,88
353,4,8:06.0,,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),96,90
354,4,7:47.0,M. Richardson makes 2-pt layup at rim (assist by A. Tolliver),,98,90
355,4,7:34.0,,R. Jackson misses 2-pt layup at rim,98,90
356,4,7:34.0,Defensive rebound by M. Barnes,,98,90
357,4,7:22.0,T. Lawson makes 3-pt jump shot from 27 ft (assist by M. Richardson),,101,90
358,4,7:13.0,,Detroit full timeout,101,90
359,4,7:13.0,D. Cousins enters the game for A. Tolliver,,101,90
360,4,7:05.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,101,90
361,4,7:04.0,Defensive rebound by M. Barnes,,101,90
362,4,6:45.0,Offensive foul by D. Cousins (drawn by A. Drummond),,101,90
363,4,6:45.0,Turnover by D. Cousins (offensive foul),,101,90
364,4,6:35.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by J. Leuer),101,92
365,4,6:18.0,D. Cousins misses 3-pt jump shot from 26 ft,,101,92
366,4,6:18.0,,Defensive rebound by J. Leuer,101,92
367,4,6:06.0,,R. Jackson makes 2-pt jump shot from 6 ft,101,94
368,4,5:29.0,D. Cousins misses 2-pt layup from 1 ft,,101,94
369,4,5:27.0,,Defensive rebound by A. Drummond,101,94
370,4,5:23.0,,M. Morris makes 2-pt layup at rim (assist by K. Caldwell-Pope),101,96
371,4,5:16.0,Sacramento full timeout,,101,96
372,4,5:16.0,G. Temple enters the game for W. Cauley-Stein,,101,96
373,4,5:16.0,A. Afflalo enters the game for M. Richardson,,101,96
374,4,4:59.0,A. Afflalo misses 3-pt jump shot from 26 ft,,101,96
375,4,4:58.0,,Defensive rebound by A. Drummond,101,96
376,4,4:46.0,,Turnover by R. Jackson (lost ball; steal by D. Cousins),101,96
377,4,4:34.0,Turnover by D. Cousins (lost ball; steal by A. Drummond),,101,96
