,QUARTER,TIME_REMAINING,MIAMI_ACTION,NEW ORLEANS_ACTION,MIAMI_SCORE,NEW ORLEANS_SCORE
96,1,1:47.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by E. Moore),21,22
97,1,1:20.0,G. Dragić makes 2-pt jump shot from 14 ft,,23,22
98,1,1:06.0,,A. Davis makes 2-pt dunk at rim,23,24
99,1,1:06.0,,Shooting foul by W. Reed (drawn by A. Davis),23,24
100,1,1:06.0,L. Babbitt enters the game for G. Dragić,,23,24
101,1,1:06.0,,A. Davis makes free throw 1 of 1,23,25
102,1,0:47.0,Shooting foul by S. Hill (drawn by J. Johnson),,23,25
103,1,0:47.0,J. Johnson makes free throw 1 of 2,,24,25
104,1,0:47.0,,A. Ajinça enters the game for A. Davis,24,25
105,1,0:47.0,J. Johnson makes free throw 2 of 2,,25,25
106,1,0:32.0,,T. Frazier misses 3-pt jump shot from 28 ft,25,25
107,1,0:31.0,Defensive rebound by J. Johnson,,25,25
108,1,0:23.0,L. Babbitt makes 3-pt jump shot from 23 ft (assist by J. Johnson),,28,25
109,1,0:00.0,,E. Moore misses 2-pt jump shot from 15 ft (block by J. Johnson),28,25
110,1,0:00.0,,Offensive rebound by Team,28,25
111,2,11:43.0,J. Richardson makes 2-pt jump shot from 16 ft,,30,25
112,2,11:27.0,,Turnover by L. Galloway (bad pass; steal by L. Babbitt),30,25
113,2,11:20.0,Personal foul by T. Evans (drawn by J. Johnson),,30,25
114,2,11:05.0,L. Babbitt misses 2-pt jump shot from 21 ft,,30,25
115,2,11:05.0,,Defensive rebound by T. Frazier,30,25
116,2,10:57.0,,T. Evans misses 2-pt jump shot from 7 ft (block by W. Reed),30,25
117,2,10:55.0,Defensive rebound by W. Reed,,30,25
118,2,10:49.0,T. Johnson misses 3-pt jump shot from 26 ft,,30,25
119,2,10:49.0,,Defensive rebound by A. Ajinça,30,25
120,2,10:37.0,,T. Frazier misses 3-pt jump shot from 25 ft,30,25
121,2,10:36.0,Defensive rebound by W. Reed,,30,25
122,2,10:20.0,J. Richardson misses 3-pt jump shot from 26 ft,,30,25
123,2,10:19.0,,Defensive rebound by T. Evans,30,25
124,2,10:11.0,,L. Galloway misses 2-pt layup from 3 ft,30,25
125,2,10:10.0,Defensive rebound by W. Reed,,30,25
126,2,9:59.0,,Offensive charge foul by J. Richardson (drawn by T. Frazier),30,25
127,2,9:59.0,Turnover by J. Richardson (offensive foul),,30,25
128,2,9:59.0,,D. Cunningham enters the game for T. Frazier,30,25
129,2,9:48.0,,L. Galloway misses 3-pt jump shot from 25 ft,30,25
130,2,9:46.0,Defensive rebound by W. Reed,,30,25
131,2,9:35.0,Turnover by J. Richardson (bad pass; steal by T. Evans),,30,25
132,2,9:31.0,,Shooting foul by W. Reed (drawn by T. Evans),30,25
133,2,9:31.0,,T. Evans makes free throw 1 of 2,30,26
134,2,9:31.0,J. Winslow enters the game for T. Johnson,,30,26
135,2,9:31.0,,T. Evans makes free throw 2 of 2,30,27
136,2,9:11.0,J. Johnson makes 2-pt jump shot from 20 ft,,32,27
137,2,8:58.0,,D. Cunningham makes 2-pt layup from 3 ft (assist by T. Evans),32,29
138,2,8:38.0,J. Johnson misses 2-pt jump shot from 3 ft,,32,29
139,2,8:37.0,Offensive rebound by L. Babbitt,,32,29
140,2,8:32.0,L. Babbitt makes 2-pt layup from 2 ft,,34,29
141,2,8:26.0,,A. Ajinça makes 2-pt jump shot from 6 ft (assist by T. Evans),34,31
142,2,8:11.0,Personal foul by T. Evans (drawn by W. Reed),,34,31
143,2,8:11.0,Official timeout,,34,31
144,2,8:11.0,D. Williams enters the game for J. Johnson,,34,31
145,2,8:11.0,,J. Holiday enters the game for L. Galloway,34,31
146,2,8:01.0,L. Babbitt misses 2-pt jump shot from 20 ft,,34,31
147,2,8:00.0,Offensive rebound by W. Reed,,34,31
148,2,7:55.0,W. Reed misses 2-pt layup from 2 ft (block by D. Cunningham),,34,31
149,2,7:54.0,,Defensive rebound by T. Evans,34,31
150,2,7:46.0,,Personal foul by L. Babbitt (drawn by T. Evans),34,31
151,2,7:46.0,,A. Davis enters the game for A. Ajinça,34,31
152,2,7:46.0,H. Whiteside enters the game for W. Reed,,34,31
153,2,7:33.0,,D. Cunningham misses 2-pt jump shot from 4 ft,34,31
154,2,7:33.0,Defensive rebound by H. Whiteside,,34,31
155,2,7:10.0,J. Richardson misses 3-pt jump shot from 26 ft,,34,31
156,2,7:08.0,,Defensive rebound by A. Davis,34,31
157,2,6:53.0,,J. Holiday makes 2-pt layup from 2 ft,34,33
158,2,6:35.0,Shooting foul by E. Moore (drawn by H. Whiteside),,34,33
159,2,6:35.0,H. Whiteside makes free throw 1 of 2,,35,33
160,2,6:35.0,H. Whiteside misses free throw 2 of 2,,35,33
161,2,6:32.0,,Defensive rebound by T. Evans,35,33
162,2,6:21.0,,J. Holiday makes 2-pt jump shot from 10 ft,35,35
163,2,6:12.0,Personal foul by E. Moore (drawn by J. Richardson),,35,35
164,2,6:12.0,G. Dragić enters the game for J. Richardson,,35,35
165,2,6:12.0,T. Johnson enters the game for L. Babbitt,,35,35
166,2,6:00.0,Turnover by D. Williams (bad pass; steal by E. Moore),,35,35
167,2,5:54.0,,Turnover by E. Moore (bad pass; steal by T. Johnson),35,35
168,2,5:47.0,D. Williams makes 2-pt dunk at rim,,37,35
169,2,5:47.0,,New Orleans full timeout,37,35
170,2,5:47.0,,B. Hield enters the game for E. Moore,37,35
171,2,5:47.0,,S. Hill enters the game for T. Evans,37,35
172,2,5:35.0,,J. Holiday misses 2-pt jump shot from 19 ft,37,35
173,2,5:34.0,Defensive rebound by D. Williams,,37,35
174,2,5:12.0,G. Dragić makes 2-pt layup from 2 ft (assist by D. Williams),,39,35
175,2,4:57.0,,A. Davis misses 2-pt jump shot from 16 ft,39,35
176,2,4:56.0,,Offensive rebound by S. Hill,39,35
177,2,4:53.0,,D. Cunningham misses 2-pt jump shot from 5 ft,39,35
178,2,4:52.0,Defensive rebound by T. Johnson,,39,35
179,2,4:41.0,Shooting foul by A. Davis (drawn by H. Whiteside),,39,35
180,2,4:41.0,H. Whiteside makes free throw 1 of 2,,40,35
181,2,4:41.0,Official timeout,,40,35
182,2,4:41.0,H. Whiteside misses free throw 2 of 2,,40,35
183,2,4:40.0,,Defensive rebound by A. Davis,40,35
184,2,4:20.0,,A. Davis misses 2-pt jump shot from 5 ft,40,35
185,2,4:20.0,,Offensive rebound by S. Hill,40,35
186,2,4:13.0,,B. Hield misses 3-pt jump shot from 26 ft,40,35
187,2,4:13.0,Defensive rebound by D. Williams,,40,35
188,2,3:58.0,J. Winslow misses 3-pt jump shot from 26 ft,,40,35
189,2,3:57.0,Offensive rebound by H. Whiteside,,40,35
190,2,3:57.0,Turnover by J. Winslow (lost ball),,40,35
191,2,3:47.0,,D. Cunningham misses 2-pt layup from 2 ft,40,35
192,2,3:46.0,Defensive rebound by T. Johnson,,40,35
193,2,3:33.0,D. Williams makes 3-pt jump shot from 26 ft (assist by G. Dragić),,43,35
194,2,3:25.0,,Offensive foul by A. Davis (drawn by H. Whiteside),43,35
195,2,3:25.0,,Turnover by A. Davis (offensive foul),43,35
196,2,3:07.0,J. Winslow makes 2-pt jump shot from 7 ft (assist by G. Dragić),,45,35
197,2,3:00.0,,J. Holiday makes 2-pt jump shot from 8 ft,45,37
198,2,3:00.0,,Shooting foul by T. Johnson (drawn by J. Holiday),45,37
199,2,3:00.0,,J. Holiday misses free throw 1 of 1,45,37
200,2,3:00.0,,A. Ajinça enters the game for A. Davis,45,37
201,2,2:51.0,Defensive rebound by H. Whiteside,,45,37
202,2,2:42.0,T. Johnson makes 2-pt jump shot from 18 ft (assist by H. Whiteside),,47,37
203,2,2:28.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by D. Cunningham),47,40
204,2,2:13.0,H. Whiteside makes 2-pt dunk at rim (assist by J. Winslow),,49,40
205,2,1:56.0,,Shooting foul by H. Whiteside (drawn by A. Ajinça),49,40
206,2,1:56.0,Miami full timeout,,49,40
207,2,1:56.0,,A. Ajinça makes free throw 1 of 2,49,41
208,2,1:56.0,,L. Galloway enters the game for J. Holiday,49,40
209,2,1:56.0,,A. Ajinça misses free throw 2 of 2,49,41
210,2,1:52.0,Defensive rebound by H. Whiteside,,49,41
211,2,1:37.0,Personal foul by D. Cunningham (drawn by G. Dragić),,49,41
212,2,1:37.0,G. Dragić misses free throw 1 of 2,,49,41
213,2,1:37.0,Offensive rebound by Team,,49,41
214,2,1:37.0,G. Dragić misses free throw 2 of 2,,49,41
215,2,1:37.0,J. Richardson enters the game for T. Johnson,,49,41
216,2,1:35.0,,Defensive rebound by D. Cunningham,49,41
217,2,1:20.0,,L. Galloway misses 2-pt jump shot from 19 ft,49,41
218,2,1:20.0,Defensive rebound by D. Williams,,49,41
219,2,1:06.0,H. Whiteside misses 2-pt jump shot from 19 ft,,49,41
220,2,1:05.0,,Defensive rebound by S. Hill,49,41
221,2,0:57.0,,S. Hill misses 2-pt jump shot from 3 ft (block by H. Whiteside),49,41
222,2,0:55.0,Defensive rebound by D. Williams,,49,41
223,2,0:49.0,G. Dragić misses 3-pt jump shot from 26 ft,,49,41
224,2,0:48.0,,Defensive rebound by D. Cunningham,49,41
225,2,0:39.0,,S. Hill misses 3-pt jump shot from 25 ft,49,41
226,2,0:38.0,Defensive rebound by D. Williams,,49,41
227,2,0:20.0,J. Winslow misses 2-pt jump shot from 13 ft,,49,41
228,2,0:20.0,,Defensive rebound by D. Cunningham,49,41
229,2,0:02.0,,D. Cunningham makes 3-pt jump shot from 24 ft (assist by B. Hield),49,44
230,2,0:00.0,D. Williams misses 3-pt jump shot from 47 ft,,49,44
231,2,0:00.0,Offensive rebound by Team,,49,44
232,3,11:40.0,J. Richardson misses 2-pt layup from 3 ft,,49,44
233,3,11:40.0,,Defensive rebound by B. Hield,49,44
234,3,11:25.0,,A. Ajinça misses 2-pt layup from 2 ft,49,44
235,3,11:24.0,Defensive rebound by J. Winslow,,49,44
236,3,11:14.0,J. Winslow makes 2-pt layup from 2 ft,,51,44
237,3,11:02.0,,J. Holiday misses 2-pt jump shot from 12 ft,51,44
238,3,11:01.0,,Offensive rebound by A. Davis,51,44
239,3,10:56.0,,A. Davis makes 2-pt layup from 2 ft,51,46
240,3,10:34.0,J. Winslow misses 2-pt jump shot from 15 ft,,51,46
241,3,10:33.0,,Defensive rebound by J. Holiday,51,46
242,3,10:20.0,,B. Hield misses 3-pt jump shot from 26 ft,51,46
243,3,10:19.0,Defensive rebound by J. Richardson,,51,46
244,3,10:09.0,G. Dragić makes 2-pt jump shot from 17 ft,,53,46
245,3,9:42.0,,Turnover by Team (shot clock),53,46
246,3,9:25.0,H. Whiteside makes 2-pt hook shot from 8 ft (assist by J. Richardson),,55,46
247,3,9:24.0,,New Orleans full timeout,55,46
248,3,9:08.0,,Turnover by A. Davis (lost ball; steal by J. McRoberts),55,46
249,3,8:56.0,Personal foul by J. Holiday (drawn by J. Richardson),,55,46
250,3,8:44.0,J. Winslow makes 2-pt layup from 2 ft,,57,46
251,3,8:36.0,,Personal foul by J. Richardson (drawn by A. Davis),57,46
252,3,8:27.0,,J. Holiday misses 2-pt jump shot from 4 ft,57,46
253,3,8:27.0,Defensive rebound by H. Whiteside,,57,46
254,3,8:00.0,Turnover by G. Dragić (lost ball; steal by A. Ajinça),,57,46
255,3,7:56.0,,Personal foul by H. Whiteside (drawn by A. Davis),57,46
256,3,7:56.0,,A. Davis makes free throw 1 of 2,57,47
257,3,7:56.0,,S. Hill enters the game for B. Hield,57,47
258,3,7:56.0,,L. Galloway enters the game for A. Ajinça,57,47
259,3,7:56.0,,A. Davis makes free throw 2 of 2,57,48
260,3,7:32.0,G. Dragić misses 3-pt jump shot from 24 ft,,57,48
261,3,7:31.0,,Defensive rebound by L. Galloway,57,48
262,3,7:21.0,,L. Galloway misses 2-pt jump shot from 19 ft,57,48
263,3,7:20.0,Defensive rebound by H. Whiteside,,57,48
264,3,7:12.0,Turnover by G. Dragić (bad pass; steal by A. Davis),,57,48
265,3,7:08.0,Offensive charge foul by A. Davis (drawn by G. Dragić),,57,48
266,3,7:08.0,,Turnover by A. Davis (offensive foul),57,48
267,3,6:52.0,Personal foul by D. Cunningham (drawn by H. Whiteside),,57,48
268,3,6:41.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by J. McRoberts),,60,48
269,3,6:28.0,,A. Davis makes 3-pt jump shot from 26 ft (assist by J. Holiday),60,51
270,3,6:06.0,J. McRoberts misses 2-pt hook shot from 7 ft,,60,51
271,3,6:05.0,,Defensive rebound by D. Cunningham,60,51
272,3,5:54.0,,J. Holiday makes 2-pt layup from 2 ft,60,53
273,3,5:39.0,Turnover by G. Dragić (bad pass; steal by L. Galloway),,60,53
274,3,5:29.0,,L. Galloway misses 3-pt jump shot from 27 ft,60,53
275,3,5:28.0,Defensive rebound by G. Dragić,,60,53
276,3,5:17.0,G. Dragić makes 2-pt layup from 1 ft,,62,53
277,3,5:03.0,,S. Hill misses 2-pt layup from 3 ft,62,53
278,3,5:03.0,Defensive rebound by J. McRoberts,,62,53
279,3,4:55.0,J. Winslow makes 2-pt layup from 3 ft (assist by G. Dragić),,64,53
280,3,4:44.0,,Shooting foul by J. Winslow (drawn by A. Davis),64,53
281,3,4:44.0,,A. Davis misses free throw 1 of 2,64,53
282,3,4:44.0,,Offensive rebound by Team,64,53
283,3,4:44.0,,E. Moore enters the game for S. Hill,64,53
284,3,4:44.0,T. Johnson enters the game for J. Richardson,,64,53
285,3,4:44.0,,A. Davis makes free throw 2 of 2,64,54
286,3,4:43.0,Miami full timeout,,64,54
287,3,4:43.0,J. Johnson enters the game for J. McRoberts,,64,54
288,3,4:43.0,,T. Evans enters the game for J. Holiday,64,54
289,3,4:21.0,J. Johnson misses 2-pt jump shot from 6 ft,,64,54
290,3,4:20.0,,Defensive rebound by A. Davis,64,54
291,3,4:06.0,,T. Evans misses 2-pt jump shot from 4 ft (block by H. Whiteside),64,54
292,3,4:04.0,Defensive rebound by J. Winslow,,64,54
293,3,4:00.0,G. Dragić makes 2-pt layup from 3 ft (assist by J. Winslow),,66,54
294,3,3:38.0,,L. Galloway misses 3-pt jump shot from 25 ft,66,54
295,3,3:38.0,Defensive rebound by H. Whiteside,,66,54
296,3,3:22.0,J. Winslow makes 2-pt dunk at rim (assist by J. Johnson),,68,54
297,3,3:22.0,,New Orleans full timeout,68,54
298,3,3:09.0,,A. Davis makes 2-pt layup from 2 ft (assist by T. Evans),68,56
299,3,2:49.0,J. Winslow misses 2-pt jump shot from 8 ft,,68,56
300,3,2:48.0,Offensive rebound by H. Whiteside,,68,56
301,3,2:48.0,Personal foul by L. Galloway (drawn by H. Whiteside),,68,56
302,3,2:33.0,J. Johnson misses 3-pt jump shot from 24 ft,,68,56
303,3,2:32.0,,Defensive rebound by A. Davis,68,56
304,3,2:13.0,,T. Evans makes 3-pt jump shot from 31 ft (assist by D. Cunningham),68,59
305,3,1:56.0,G. Dragić misses 2-pt jump shot from 4 ft (block by A. Davis),,68,59
306,3,1:56.0,Offensive rebound by Team,,68,59
307,3,1:56.0,J. Richardson enters the game for G. Dragić,,68,59
308,3,1:43.0,Turnover by Team (shot clock),,68,59
309,3,1:43.0,,S. Hill enters the game for D. Cunningham,68,59
310,3,1:25.0,,L. Galloway misses 3-pt jump shot from 26 ft,68,59
311,3,1:25.0,Defensive rebound by J. Johnson,,68,59
312,3,1:00.0,H. Whiteside misses 2-pt layup from 3 ft,,68,59
313,3,0:59.0,,Defensive rebound by T. Evans,68,59
314,3,0:56.0,,Turnover by T. Evans (bad pass),68,59
315,3,0:39.0,T. Johnson misses 2-pt jump shot from 18 ft,,68,59
316,3,0:39.0,,Defensive rebound by A. Davis,68,59
317,3,0:27.0,,T. Evans misses 2-pt layup from 1 ft,68,59
318,3,0:27.0,,Offensive rebound by A. Davis,68,59
319,3,0:26.0,,A. Davis makes 2-pt layup from 1 ft,68,61
320,3,0:11.0,T. Johnson misses 2-pt jump shot from 20 ft,,68,61
321,3,0:11.0,,Defensive rebound by A. Davis,68,61
322,3,0:00.0,,A. Davis makes 3-pt jump shot from 25 ft (assist by T. Evans),68,64
323,4,11:36.0,,T. Evans misses 3-pt jump shot from 25 ft,68,64
324,4,11:36.0,Defensive rebound by J. Johnson,,68,64
325,4,11:23.0,J. Johnson misses 2-pt layup from 2 ft,,68,64
326,4,11:22.0,,Defensive rebound by A. Ajinça,68,64
327,4,11:22.0,,Shooting foul by T. Johnson (drawn by T. Evans),68,64
328,4,11:22.0,,T. Evans makes free throw 1 of 2,68,65
329,4,11:22.0,,T. Evans makes free throw 2 of 2,68,66
330,4,11:01.0,T. Johnson misses 2-pt layup from 3 ft,,68,66
331,4,11:01.0,,Defensive rebound by E. Moore,68,66
332,4,10:52.0,,S. Hill makes 3-pt jump shot from 28 ft (assist by T. Evans),68,69
333,4,10:23.0,Turnover by Team (shot clock),,68,69
334,4,10:10.0,,E. Moore misses 3-pt jump shot from 26 ft,68,69
335,4,10:09.0,Defensive rebound by J. Johnson,,68,69
336,4,9:46.0,Turnover by W. Reed (lost ball; steal by S. Hill),,68,69
337,4,9:32.0,,T. Evans misses 2-pt jump shot from 19 ft,68,69
338,4,9:31.0,Defensive rebound by W. Reed,,68,69
339,4,9:17.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by T. Johnson),,71,69
340,4,9:01.0,,E. Moore misses 2-pt layup from 2 ft,71,69
341,4,8:58.0,,Offensive rebound by A. Ajinça,71,69
342,4,8:54.0,,A. Ajinça misses 2-pt layup from 1 ft,71,69
343,4,8:52.0,Defensive rebound by J. Johnson,,71,69
344,4,8:52.0,Personal foul by L. Galloway (drawn by J. Richardson),,71,69
345,4,8:52.0,Official timeout,,71,69
346,4,8:52.0,J. Richardson makes free throw 1 of 2,,72,69
347,4,8:52.0,,A. Davis enters the game for A. Ajinça,71,69
348,4,8:52.0,J. Richardson makes free throw 2 of 2,,73,69
349,4,8:43.0,,Personal foul by J. Richardson (drawn by A. Davis),73,69
350,4,8:30.0,,T. Evans misses 2-pt jump shot from 3 ft,73,69
351,4,8:29.0,Defensive rebound by J. Johnson,,73,69
352,4,8:13.0,J. Richardson misses 2-pt jump shot from 4 ft,,73,69
353,4,8:13.0,,Defensive rebound by T. Evans,73,69
354,4,8:09.0,,Turnover by S. Hill (bad pass),73,69
355,4,8:09.0,,J. Holiday enters the game for T. Evans,73,69
356,4,7:54.0,T. Johnson makes 2-pt jump shot from 11 ft,,75,69
357,4,7:34.0,,E. Moore misses 2-pt jump shot from 20 ft,75,69
358,4,7:34.0,Defensive rebound by W. Reed,,75,69
359,4,7:17.0,J. Johnson makes 2-pt jump shot from 14 ft,,77,69
360,4,7:03.0,,J. Holiday misses 3-pt jump shot from 26 ft,77,69
361,4,7:03.0,Defensive rebound by W. Reed,,77,69
362,4,6:41.0,J. Richardson misses 3-pt jump shot from 26 ft,,77,69
363,4,6:40.0,,Defensive rebound by A. Davis,77,69
364,4,6:25.0,,J. Holiday misses 2-pt layup from 3 ft,77,69
365,4,6:25.0,,Offensive rebound by A. Davis,77,69
366,4,6:21.0,,Personal foul by W. Reed (drawn by A. Davis),77,69
367,4,6:21.0,J. Winslow enters the game for J. Johnson,,77,69
368,4,6:21.0,H. Whiteside enters the game for L. Babbitt,,77,69
369,4,6:21.0,G. Dragić enters the game for W. Reed,,77,69
370,4,6:21.0,,New Orleans full timeout,77,69
371,4,6:14.0,,L. Galloway makes 2-pt jump shot from 16 ft (assist by A. Davis),77,71
372,4,5:52.0,J. Winslow misses 2-pt jump shot from 20 ft,,77,71
373,4,5:51.0,,Defensive rebound by A. Davis,77,71
374,4,5:44.0,,S. Hill misses 2-pt jump shot from 3 ft,77,71
375,4,5:44.0,Defensive rebound by H. Whiteside,,77,71
376,4,5:32.0,Turnover by G. Dragić (traveling),,77,71
377,4,5:32.0,J. Johnson enters the game for J. Richardson,,77,71
378,4,5:20.0,,Offensive foul by S. Hill (drawn by T. Johnson),77,71
379,4,5:20.0,,Turnover by S. Hill (offensive foul),77,71
380,4,5:08.0,Turnover by Team (3 sec),,77,71
381,4,4:41.0,,E. Moore makes 3-pt jump shot from 26 ft,77,74
382,4,4:38.0,Offensive foul by J. Johnson (drawn by A. Davis),,77,74
383,4,4:38.0,Turnover by J. Johnson (offensive foul),,77,74
384,4,4:38.0,,D. Cunningham enters the game for S. Hill,77,74
385,4,4:28.0,,J. Holiday misses 2-pt jump shot from 6 ft,77,74
386,4,4:27.0,,Offensive rebound by A. Davis,77,74
387,4,4:27.0,,A. Davis makes 2-pt layup from 2 ft,77,76
388,4,4:27.0,Miami full timeout,,77,76
