,QUARTER,TIME_REMAINING,INDIANA_ACTION,NEW ORLEANS_ACTION,INDIANA_SCORE,NEW ORLEANS_SCORE
395,4,4:39.0,,Offensive rebound by J. Holiday,90,85
396,4,4:38.0,,J. Holiday makes 2-pt layup from 2 ft,90,87
397,4,4:20.0,J. Teague misses 2-pt layup from 2 ft (block by T. Jones),,90,87
398,4,4:19.0,,Defensive rebound by J. Holiday,90,87
399,4,4:11.0,,A. Davis misses 3-pt jump shot from 25 ft,90,87
400,4,4:09.0,Defensive rebound by C. Miles,,90,87
401,4,3:56.0,Turnover by T. Young (bad pass; steal by T. Jones),,90,87
402,4,3:51.0,,T. Jones misses 2-pt layup from 2 ft,90,87
403,4,3:51.0,Defensive rebound by Team,,90,87
404,4,3:51.0,Indiana full timeout,,90,87
405,4,3:51.0,,S. Hill enters the game for E. Moore,90,87
406,4,3:34.0,P. George misses 2-pt jump shot from 16 ft,,90,87
407,4,3:34.0,,Defensive rebound by J. Holiday,90,87
408,4,3:21.0,,B. Hield makes 3-pt jump shot from 27 ft (assist by J. Holiday),90,90
409,4,3:03.0,J. Teague misses 3-pt jump shot from 25 ft (block by A. Davis),,90,90
410,4,3:01.0,,Defensive rebound by T. Jones,90,90
411,4,3:01.0,,A. Davis makes 2-pt dunk at rim (assist by T. Jones),90,92
412,4,3:01.0,,Shooting foul by J. Teague (drawn by A. Davis),90,92
413,4,3:01.0,,A. Davis makes free throw 1 of 1,90,93
414,4,2:44.0,C. Miles misses 3-pt jump shot from 25 ft,,90,93
415,4,2:43.0,,Defensive rebound by B. Hield,90,93
416,4,2:36.0,,Shooting foul by M. Turner (drawn by A. Davis),90,93
417,4,2:36.0,,A. Davis makes free throw 1 of 2,90,94
418,4,2:36.0,,A. Davis makes free throw 2 of 2,90,95
419,4,2:36.0,Indiana full timeout,,90,95
420,4,2:23.0,M. Turner misses 2-pt jump shot from 6 ft,,90,95
421,4,2:23.0,Offensive rebound by P. George,,90,95
422,4,2:23.0,Personal foul by S. Hill (drawn by P. George),,90,95
423,4,2:17.0,Turnover by P. George (offensive foul),,90,95
424,4,2:17.0,,Offensive charge foul by P. George (drawn by A. Davis),90,95
425,4,2:17.0,G. Robinson enters the game for C. Miles,,90,95
426,4,2:05.0,,J. Holiday misses 2-pt jump shot from 10 ft,90,95
427,4,2:05.0,Defensive rebound by M. Turner,,90,95
428,4,1:51.0,G. Robinson misses 3-pt jump shot from 24 ft,,90,95
429,4,1:47.0,Offensive rebound by M. Turner,,90,95
430,4,1:42.0,J. Teague misses 3-pt jump shot from 25 ft,,90,95
431,4,1:42.0,,Defensive rebound by S. Hill,90,95
432,4,1:29.0,,A. Davis makes 3-pt jump shot from 25 ft (assist by J. Holiday),90,98
433,4,1:17.0,T. Young misses 2-pt jump shot from 8 ft (block by A. Davis),,90,98
434,4,1:12.0,,Defensive rebound by A. Davis,90,98
435,4,0:55.0,,A. Davis misses 2-pt layup from 3 ft,90,98
436,4,0:54.0,,Offensive rebound by T. Jones,90,98
437,4,0:54.0,,T. Jones misses 2-pt layup from 2 ft,90,98
438,4,0:51.0,Defensive rebound by T. Young,,90,98
439,4,0:47.0,Turnover by T. Young (lost ball),,90,98
440,4,0:47.0,,New Orleans full timeout,90,98
441,4,0:45.0,,Personal take foul by M. Turner (drawn by A. Davis),90,98
442,4,0:45.0,,A. Davis makes free throw 1 of 2,90,99
443,4,0:45.0,,E. Moore enters the game for B. Hield,90,99
444,4,0:45.0,C. Miles enters the game for G. Robinson,,90,100
445,4,0:45.0,,A. Davis makes free throw 2 of 2,90,100
446,4,0:45.0,Indiana full timeout,,90,100
447,4,0:45.0,Violation by Team (jump ball),,90,100
448,4,0:36.0,J. Teague makes 2-pt jump shot from 4 ft (assist by P. George),,92,100
449,4,0:32.0,,Personal take foul by P. George (drawn by T. Jones),92,100
450,4,0:32.0,,T. Jones makes free throw 1 of 2,92,101
451,4,0:32.0,,T. Jones misses free throw 2 of 2,92,101
452,4,0:31.0,Defensive rebound by M. Turner,,92,101
453,4,0:26.0,P. George makes 3-pt jump shot from 27 ft (assist by J. Teague),,95,101
454,4,0:22.0,,Personal take foul by J. Teague (drawn by E. Moore),95,101
455,4,0:22.0,,E. Moore misses free throw 1 of 2,95,101
456,4,0:22.0,,Offensive rebound by Team,95,101
457,4,0:22.0,,E. Moore makes free throw 2 of 2,95,102
458,4,0:12.0,C. Miles misses 3-pt jump shot from 24 ft,,95,102
459,4,0:11.0,,Defensive rebound by T. Jones,95,102
